1e04b93982575e169d43b3f813efeb003a48f4c43dd0be2009442c263808da85,731d690e07afe611d6854edf17c5a04ba02f5d4a130b75640f32d604de27d85f,b1d86ba1ace1fdd18509fd6e0105715acf4fe9d2aeafe57a27598d24f45edfc9
"6101504","131701","144"
"6101504","113601","145"
"6101504","107501","146"
"6101504","124501","147"
"6101504","122801","148"
"6101504","122501","149"
"6101505","123001","150"
"6101505","106701","151"
"6101505","131701","152"
"6101505","127001","153"
"6101505","113601","154"
"6101505","107501","155"
"6101505","124501","156"
"6101505","122801","157"
"6101505","122501","158"
"6101521","107601","159"
"6101521","110301","160"
"6101521","109701","161"
"6101522","109901","162"
"6101522","109801","163"
"6101522","132001","164"
"6101522","131901","165"
"6101522","122701","166"
"6101522","126601","167"
"6101522","113501","168"
"6101522","126901","169"
"6101522","132101","170"
"6101523","109701","171"
"6101523","109901","172"
"6101523","109801","173"
"6101523","131901","174"
"6101524","109801","175"
"6101524","109701","176"
"6101524","132001","177"
"6101524","107601","178"
"6101524","110301","179"
"6101524","132101","180"
"6101525","107601","181"
"6101525","110301","182"
"6101526","109701","183"
"6101529","132101","184"
"6101527","122701","185"
"6101527","126601","186"
"6101527","113501","187"
"6101527","126901","188"
"6101528","109901","189"
"6101528","109801","190"
"6101520","132001","191"
"6101520","131901","192"
"6101540","105401","193"
"6101540","102901","194"
"6101540","113901","195"
"6101540","117401","196"
"6101540","111601","197"
"6101540","117201","198"
"6101540","124801","199"
"6101541","132201","200"
"6101541","104201","201"
"6101541","108401","202"
"6101541","117301","203"
"6101542","104201","204"
"6101542","117301","205"
"6101542","111601","206"
"6101542","132201","207"
"6101550","130201","208"
"6101550","126101","209"
"6101550","125801","210"
"6101551","126501","211"
"6101551","126001","212"
"6101551","130001","213"
"6101551","129701","214"
"6101551","105801","215"
"6101581","101801","216"
"6101580","126501","217"
"6101581","110101","218"
"6101581","119001","219"
"6101581","132901","220"
"6101580","132801","221"
"6101580","105001","222"
"6101581","100801","223"
"6101581","127901","224"
"6101580","108301","225"
"6101581","121401","226"
"6101581","117601","227"
"6101581","126301","228"
"6101601","102801","229"
"6101601","105301","230"
"6101601","110301","231"
"6101601","114501","232"
"6101601","127501","233"
"6101601","133501","234"
"6101600","180901","235"
"6101601","114201","236"
"6101601","125201","237"
"6101600","133201","238"
"6101622","123001","239"
"6101622","106901","240"
"6101620","107101","241"
"6101621","107001","242"
"6101622","106801","243"
"6101620","111501","244"
"6101620","123801","245"
"6101620","133901","246"
"6101622","115001","247"
"6101622","126601","248"
"6101622","133801","249"
"6101622","121201","250"
"6101621","133701","251"
"6101642","104201","252"
"6101642","118101","253"
"6101642","108401","254"
"6101642","117301","255"
"6101642","134401","256"
"6101642","126901","257"
"6101641","134301","258"
"6101642","105901","259"
"6101640","106401","260"
"6101642","105401","261"
"6101660","104001","262"
"6101660","126401","263"
"6101660","110701","264"
"6101662","116701","265"
"6101662","122101","266"
"6101662","134601","267"
"6101662","134501","268"
"6101662","127801","269"
"6101661","126501","270"
"6101662","134701","271"
"6101681","100901","272"
"6101682","102701","273"
"6101683","132501","274"
"6101683","101301","275"
"6101683","105101","276"
"6101683","132301","277"
"6101683","105601","278"
"6101701","134901","279"
"6101701","105401","280"
"6101701","113901","281"
"6101700","117401","282"
"6101701","134801","283"
"6101700","106501","284"
"6101701","104501","285"
"6101701","129701","286"
"6101721","129001","287"
"6101720","106401","288"
"6101721","126101","289"
"6101721","135001","290"
"6101721","120701","291"
"6101720","181201","292"
"6101721","135101","293"
"6101742","129601","294"
"6101742","126001","295"
"6101742","135401","296"
"6101742","135301","297"
"6101742","106001","298"
"6101740","103001","299"
"6101742","129701","300"
"6101740","125801","301"
"6101741","107801","302"
"6101741","137101","303"
"6101742","131601","304"
"6101760","135501","305"
"6101760","135601","306"
"6101760","100101","307"
"6101760","100301","308"
"6101761","108701","309"
"6101761","180101","310"
"6101761","122401","311"
"6101761","128701","312"
"6101761","135701","313"
"6101761","108901","314"
"6101761","114001","315"
"6101760","180301","316"
"6101761","122501","317"
"6101760","128801","318"
"6101780","135901","319"
"6101781","135801","320"
"6101781","133101","321"
"6101780","133001","322"
"6101781","100701","323"
"6101781","108201","324"
"6101781","119901","325"
"6101801","136001","326"
"6101801","101401","327"
"6101801","136201","328"
"6101801","112201","329"
"6101801","115701","330"
"6101801","128501","331"
"6101800","137401","332"
"6101801","134901","333"
"6101801","129701","334"
"6101801","134701","335"
"6101801","134801","336"
"6101821","118201","337"
"6101822","100201","338"
"6101821","131201","339"
"6101822","136301","340"
"6101822","108801","341"
"6101821","180201","342"
"6101822","115601","343"
"6101822","122601","344"
"6101821","128901","345"
"6101822","136401","346"
"6101821","101201","347"
"6101820","104301","348"
"6101841","104901","349"
"6101841","106801","350"
"6101840","101101","351"
"6101841","109101","352"
"6101841","117101","353"
"6101841","120001","354"
"6101841","136501","355"
"6101841","181101","356"
"6101841","121201","357"
"6101841","133701","358"
"6101840","112901","359"
"6101840","119301","360"
"6101841","137901","361"
