7eaa81149c2b7f87b4e261f8b4ca1d6b3755e636e83eca06e374def37a5a162c,0dbee9d294b348b10b1a798518f9402b3286b6ddafefdcf2decb5145010bb92f,a0451eed5b4f63c4d6e150243f29ec61710d67a42fbce64bf988495b5df712b9,0f22b2b88bbd56ba0596decf8bd1a20030a1987593bff091548fd28bf6364b5f,c96f6261188e3d05111095dad9ec17a79f23ea4125f2cd84732df71c2b9ce3a2,8db7632423c9421aa5a62e52b91938d6fd063a78081d51c72aacc7cb08ca1c82,f9e54be707aa7912602b9d208cc1596f413b60200dff136c8190bf8023a91213,8201f16995cf4b959afa6b672c40f52d2ad2180dac6d06ae48cfcd72ff16adfc
"106282","20","107101","106582","100401","106491","106553","106103"
"106491","21","107102","106583","100401","107281","107551","107101"
"107281","22","107103","107581","100401","107342","107552","107102"
"107342","23","108101","107582","100401","107343","107553","107103"
"107343","24","108102","107583","100401","108281","108551","108101"
"108281","25","108103","108581","100401","108282","108552","108102"
"108282","26","108104","108582","100401","108283","108553","108103"
"108283","27","109101","108583","100401","108284","108554","108104"
"108284","28","109102","108584","100401","109401","109581","109101"
"109401","29","109103","109581","100401","109402","109582","109102"
"109402","30","109104","109582","100401","109343","109583","109103"
"109343","31","10010032","109583","100401","109494","109584","109104"
"109494","32","10010033","109584","100401","10040032","10058032","10010032"
"10040032","33","10010034","10058032","100401","10040033","10058033","10010033"
"10040033","34","10010035","10058033","100401","10049034","10058034","10010034"
"10049034","35","10010036","10058034","100401","10040035","10058035","10010035"
"10040035","36","10010037","10058035","100401","10040036","10058036","10010036"
"10040036","37","10010038","10058036","100401","10049037","10058037","10010037"
"10049037","38","999999","10058037","100401","999999","10058038","10010038"
"101401","1","101071","101581","100501","101281","101581","101401"
"102431","2","102013","101581","100501","102281","101581","102491"
"102401","3","103071","102581","100501","102282","102581","102401"
"103431","4","103012","102582","100501","103311","102582","103431"
"103401","5","103072","103581","100501","103282","103581","103401"
"103401","6","104071","103582","100501","103283","103582","103072"
"103583","7","104072","103582","100501","104281","103583","104401"
"104401","8","104073","103583","100501","104432","104581","104072"
"104282","9","104074","104581","100501","104402","104582","104073"
"104402","10","105071","104582","100501","104284","104583","104074"
"104284","11","105072","104583","100501","105311","105581","105071"
"105281","12","105073","105581","100501","105431","105582","105072"
"105282","13","105074","105582","100501","105283","105583","105073"
"105283","14","105075","105583","100501","105432","105584","105074"
"105284","15","105076","105584","100501","105402","105585","105075"
"105402","16","105077","105585","100501","105433","105586","105076"
"105433","17","106071","105586","100501","105403","105587","105077"
"105403","18","106072","105587","100501","106401","106581","106071"
"106401","19","106073","106581","100501","106431","106582","106072"
"106431","20","107071","106582","100501","106491","106583","106073"
"106491","21","107072","106583","100501","107281","107581","107071"
"107281","22","107073","107581","100501","107342","107582","107072"
"107342","23","108071","107582","100501","107343","107583","107073"
"107343","24","108072","107583","100501","108281","108581","108071"
"108281","25","108073","108581","100501","108282","108582","108072"
"108282","26","108074","108582","100501","108283","108583","108073"
"108283","27","109071","108583","100501","108314","108584","108074"
"108314","28","109072","108584","100501","109311","109581","109071"
"109311","29","109073","109581","100501","109312","109582","109072"
"109312","30","109074","109582","100501","109313","109583","109073"
"109313","31","10007032","109583","100501","109314","109584","109074"
"109314","32","10007033","109584","100501","10031032","10058032","10007032"
"10031032","33","10007034","10058032","100501","10031033","10058033","10007033"
"10031033","34","10007035","10058033","100501","10031034","10058034","10007034"
"10031034","35","10007036","10058034","100501","10031035","10058035","10007035"
"10031035","36","10007037","10058035","100501","10031036","10058036","10007036"
"10031036","37","10007038","10058036","100501","10031037","10058037","10007037"
"10031037","38","999999","10058037","100501","999999","10058038","10007038"
"101521","1","101251","101581","100601","101371","101611","101251"
"102461","2","102252","101581","100601","102371","101611","102251"
"102521","3","103251","102581","100601","102372","102612","102252"
"103521","4","103252","102582","100601","103521","102614","103251"
"103461","5","103222","103581","100601","103371","103612","103252"
"103522","6","104251","103582","100601","103372","103613","103222"
"103614","7","104252","103613","100601","104371","103583","104521"
"104461","8","104253","103614","100601","104372","104581","104252"
"104372","9","104254","104581","100601","104523","104612","104253"
"104523","10","105251","104582","100601","104373","104613","104254"
"104463","11","105252","104583","100601","105371","105611","105251"
"105521","12","105253","105581","100601","105372","105612","105252"
"105522","13","105254","105582","100601","105373","105613","105253"
"105462","14","105255","105583","100601","105374","105614","105254"
"105374","15","105256","105584","100601","105463","105615","105255"
"105463","16","105257","105585","100601","105524","105616","105256"
"105524","17","106251","105586","100601","105464","105617","105257"
"105464","18","106252","105587","100601","106461","106611","106251"
"106461","19","106253","106581","100601","106521","106612","106252"
"106521","20","107251","106582","100601","106462","106613","106253"
"106462","21","107252","106583","100601","107461","107611","107251"
"107461","22","107253","107581","100601","107462","107612","107252"
"107462","23","108251","107582","100601","107463","107613","107253"
"107463","24","108252","107583","100601","108371","108611","108251"
"108371","25","108253","108581","100601","108372","108612","108252"
"108372","26","108254","108582","100601","108373","108613","108253"
"108373","27","109251","108583","100601","108374","108614","108254"
"108374","28","109252","108584","100601","109371","109611","109251"
"109371","29","109253","109581","100601","109372","109612","109252"
"109372","30","109254","109582","100601","109373","109613","109253"
"109373","31","10025032","109583","100601","109374","109614","109254"
"109374","32","10025033","109584","100601","10037032","10061032","10025032"
"10037032","33","10025034","10058032","100601","10037033","10061033","10025033"
"10037033","34","10025035","10058033","100601","10037034","10061034","10025034"
"10037034","35","10025036","10058034","100601","10037035","10061035","10025035"
"10037035","36","10025037","10058035","100601","10037036","10061036","10025036"
"10037036","37","10025038","10058036","100601","10037037","10061037","10025037"
"10037037","38","999999","10058037","100601","999999","10061038","10025038"
"101431","1","101161","101581","100701","101431","101581","101281"
"102431","2","102163","101581","100701","102341","101581","102162"
"102432","3","103161","102581","100701","102342","102581","102432"
"103431","4","103162","102582","100701","103341","102582","103161"
"103162","5","103343","103581","100701","103432","103581","103162"
"103432","6","104161","103582","100701","103343","103582","103583"
"103583","7","104162","103432","100701","104341","103583","104431"
"104431","8","104163","103583","100701","104342","104581","104162"
"104342","9","104164","104581","100701","104343","104582","104163"
"104343","10","105161","104582","100701","104433","104583","104164"
"104433","11","105162","104583","100701","105341","105581","105161"
"105341","12","105163","105581","100701","105342","105582","105162"
"105342","13","105164","105582","100701","105343","105583","105163"
"105343","14","105165","105583","100701","105432","105584","105164"
"105344","15","105166","105584","100701","105345","105585","105165"
"105345","16","105167","105585","100701","105346","105586","105166"
"105346","17","106161","105586","100701","105347","105587","105167"
"105347","18","106162","105587","100701","106341","106581","106161"
"106341","19","106163","106581","100701","106342","106582","106162"
"106342","20","107161","106582","100701","106491","106583","106073"
"106491","21","107162","106583","100701","107341","107581","107071"
"107341","22","107163","107581","100701","107342","107582","107162"
"107342","23","108161","107582","100701","107343","107583","107163"
"107343","24","108162","107583","100701","108281","108581","108161"
"108281","25","108163","108581","100701","108282","108582","108162"
"108282","26","108164","108582","100701","108283","108583","108163"
"108283","27","109161","108583","100701","108314","108584","108164"
"108314","28","109162","108584","100701","109281","109581","109161"
"109281","29","109163","109581","100701","109312","109582","109162"
"109312","30","109164","109582","100701","109313","109583","109163"
"109313","31","10016032","109583","100701","109314","109584","109164"
"109314","32","10016033","109584","100701","10031032","10058032","10016032"
"10031032","33","10016034","10058032","100701","10031033","10058033","10016033"
"10031033","34","10016035","10058033","100701","10031034","10058034","10016034"
"10031034","35","10016036","10058034","100701","10031035","10058035","10016035"
"10031035","36","10016037","10058035","100701","10031036","10058036","10016036"
"10031036","37","10016038","10058036","100701","10031037","10058037","10016037"
"10031037","38","999999","10058037","100701","999999","10058038","10016038"
"101521","1","101251","101581","100801","101371","101611","101251"
"102461","2","102252","101581","100801","102371","101611","102251"
"102521","3","103251","102581","100801","102372","102612","102252"
"103521","4","103252","102582","100801","103521","102614","103251"
"103461","5","103222","103581","100801","103371","103612","103252"
"103522","6","104251","103582","100801","103372","103613","103222"
"103614","7","104252","103582","100801","104371","103614","104251"
"104461","8","104253","103614","100801","104372","104581","104252"
"104522","9","104254","104611","100801","104523","104582","104253"
"104462","10","105251","104612","100801","104373","104613","104254"
"104463","11","105252","104613","100801","105371","105611","105251"
"105521","12","105253","105611","100801","105372","105612","105252"
"105522","13","105254","105612","100801","105373","105613","105253"
"105462","14","105255","105613","100801","105374","105614","105254"
"105374","15","105256","105614","100801","105463","105615","105255"
"105463","16","105257","105615","100801","105524","105616","105256"
"105524","17","106251","105616","100801","105464","105617","105257"
"105464","18","106252","105617","100801","106461","106611","106251"
"106461","19","106253","106611","100801","106521","106612","106252"
"106372","20","107251","106612","100801","106462","106613","106253"
"106462","21","107252","106613","100801","107461","107611","107251"
"107461","22","107253","107611","100801","107462","107612","107252"
"107462","23","108251","107612","100801","107463","107613","107253"
"107463","24","108252","107613","100801","108371","108611","108251"
"108371","25","108253","108611","100801","108372","108612","108252"
"108372","26","108254","108612","100801","108373","108613","108253"
"108373","27","109251","108613","100801","108374","108614","108254"
"108374","28","109252","108614","100801","109371","109611","109251"
"109371","29","109253","109611","100801","109372","109612","109252"
"109372","30","109254","109612","100801","109373","109613","109253"
"109373","31","10025032","109613","100801","109374","109614","109254"
"109374","32","10025033","109614","100801","10037032","10061032","10025032"
"10037032","33","10025034","10061032","100801","10037033","10061033","10025033"
"10037033","34","10025035","10061033","100801","10037034","10061034","10025034"
"10037034","35","10025036","10061034","100801","10037035","10061035","10025035"
"10037035","36","10025037","10061035","100801","10037036","10061036","10025036"
"10037036","37","10025038","10061036","100801","10037037","10061037","10025037"
"10037037","38","999999","10061037","100801","999999","10061038","10025038"
"101521","1","101251","101611","100901","101371","101611","101251"
"102461","2","102222","101611","100901","102371","101611","102221"
"102521","3","103221","102611","100901","102372","102611","102222"
"103611","4","103252","102613","100901","103251","102613","103521"
"103522","5","103222","103611","100901","103371","103611","103252"
"103522","6","104221","103613","100901","103372","103371","103222"
"103614","7","104222","103613","100901","104371","103614","104221"
"104221","8","104223","103583","100901","104522","104611","104222"
"104222","9","104224","104581","100901","104462","104612","104223"
"104223","10","105221","104582","100901","104463","104613","104224"
"104224","11","105222","104613","100901","105521","105611","105221"
"105221","12","105223","105611","100901","105372","105612","105222"
"105222","13","105224","105612","100901","105373","105613","105223"
"105223","14","105225","105613","100901","105523","105614","105224"
"105224","15","105226","105614","100901","105375","105615","105225"
"105225","16","105227","105615","100901","105376","105616","105226"
"105226","17","106221","105616","100901","105377","105617","105227"
"105227","18","106222","105617","100901","106371","106611","106221"
"106221","19","106223","106611","100901","106372","106612","106222"
"106222","20","107221","106612","100901","106373","106613","106223"
"106223","21","107222","106613","100901","107371","107611","107221"
"107221","22","107223","107611","100901","107372","107612","107222"
"107222","23","108221","107612","100901","107373","107613","107223"
"107223","24","108222","107613","100901","108521","108611","108221"
"108221","25","108223","108611","100901","108462","108612","108222"
"108222","26","108224","108612","100901","108523","108613","108223"
"108523","27","109221","108613","100901","108524","108614","108224"
"108224","28","109222","108614","100901","109461","109611","109221"
"109221","29","109223","109611","100901","109522","109612","109222"
"109222","30","109224","109612","100901","109463","109613","109223"
"109223","31","10022032","109613","100901","109524","109614","109224"
"109224","32","10022033","109614","100901","10046032","10061032","10022032"
"10022032","33","10022034","10061032","100901","10046033","10061033","10022033"
"10022033","34","10022035","10061033","100901","10052034","10061034","10022034"
"10022034","35","10022036","10061034","100901","10052035","10061035","10022035"
"10022035","36","10022037","10061035","100901","10046036","10061036","10022036"
"10022036","37","10022038","10061036","100901","10046037","10061037","10022037"
"10022037","38","999999","10061037","100901","999999","10061038","10022038"
"101521","1","101251","101581","101001","101371","101611","101251"
"102461","2","102252","101581","101001","102371","101611","102251"
"102521","3","103251","102581","101001","102372","102612","102252"
"103521","4","103252","102582","101001","103521","102614","103251"
"103461","5","103222","103581","101001","103371","103612","103252"
"103522","6","104251","103582","101001","103372","103613","103222"
"103614","7","104252","103582","101001","104371","103222","104461"
"104461","8","104253","103614","101001","104372","104581","104252"
"104522","9","104254","104611","101001","104523","104582","104253"
"104462","10","105251","104612","101001","104373","104583","104254"
"104463","11","105252","104613","101001","105371","105581","105251"
"105521","12","105253","105611","101001","105522","105582","105252"
"105522","13","105254","105612","101001","105462","105583","105253"
"105462","14","105255","105613","101001","105374","105584","105254"
"105374","15","105256","105614","101001","105463","105585","105255"
"105463","16","105257","105615","101001","105524","105586","105256"
"105524","17","106251","105616","101001","105464","105587","105257"
"105464","18","106252","105617","101001","106461","106581","106251"
"106461","19","106253","106611","101001","106521","106582","106252"
"106372","20","107251","106612","101001","106462","106583","106253"
"106462","21","107252","106613","101001","107461","107581","107251"
"107461","22","107253","107611","101001","107462","107582","107252"
"107462","23","108251","107612","101001","107463","107583","107253"
"107463","24","108252","107613","101001","108371","108581","108251"
"108371","25","108253","108611","101001","108372","108582","108252"
"108372","26","108254","108612","101001","108373","108583","108253"
"108373","27","109251","108613","101001","108374","108584","108254"
"108374","28","109252","108614","101001","109371","109581","109251"
"109371","29","109253","109611","101001","109372","109582","109252"
"109372","30","109254","109612","101001","109373","109583","109253"
"109373","31","10025032","109613","101001","109374","109584","109254"
"109374","32","10025033","109614","101001","10037032","10058032","10025032"
"10037032","33","10025034","10061032","101001","10037033","10058033","10025033"
"10037033","34","10025035","10061033","101001","10037034","10058034","10025034"
"10037034","35","10025036","10061034","101001","10037035","10058035","10025035"
"10037035","36","10025037","10061035","101001","10037036","10058036","10025036"
"10037036","37","10025038","10061036","101001","10037037","10058037","10025037"
"10037037","38","999999","10061037","101001","999999","10058038","10025038"
"101551","1","101131","101551","101101","101281","101131","101131"
"102551","2","102131","101551","101101","102341","101131","102071"
"102552","3","103071","102551","101101","102342","102071","102131"
"103431","4","103131","102552","101101","103341","102131","103071"
"103342","5","103132","103551","101101","103342","103071","103131"
"103432","6","104131","103552","101101","103343","103131","103132"
"103553","7","104132","103582","101101","104341","103132","104131"
"104431","8","104133","103553","101101","104342","104551","104132"
"104432","9","104134","104551","101101","104343","104552","104133"
"104133","10","105131","104552","101101","104344","104553","104134"
"104433","11","105132","104553","101101","105341","105551","105131"
"105131","12","105133","105551","101101","105282","105552","105132"
"105132","13","105134","105552","101101","105343","105553","105133"
"105133","14","105135","105553","101101","105344","105554","105134"
"105134","15","105136","105554","101101","105345","105555","105135"
"105135","16","105137","105555","101101","105286","105556","105136"
"105136","17","106131","105556","101101","105287","105557","105137"
"105137","18","106132","105557","101101","106341","106551","106131"
"106131","19","106133","106551","101101","106282","106552","106132"
"106132","20","107131","106552","101101","106283","106553","106133"
"106133","21","107132","106553","101101","107281","107551","107131"
"107131","22","107133","107551","101101","107282","107552","107132"
"107132","23","108131","107552","101101","107283","107553","107133"
"107133","24","108132","107553","101101","108431","108551","108131"
"108131","25","108133","108551","101101","108342","108552","108132"
"108132","26","108134","108552","101101","108343","108553","108133"
"108133","27","109131","108553","101101","108434","108554","108134"
"108134","28","109132","108554","101101","109341","109551","109131"
"109131","29","109133","109551","101101","109432","109552","109132"
"109132","30","109134","109552","101101","109343","109553","109133"
"109133","31","10013032","109553","101101","109434","109554","109134"
"109134","32","10013033","109554","101101","10034032","10055032","10013032"
"10013032","33","10013034","10055032","101101","10043033","10055033","10013033"
"10013033","34","10013035","10055033","101101","10034034","10055034","10013034"
"10013034","35","10013036","10055034","101101","10043035","10055035","10013035"
"10013035","36","10013037","10055035","101101","10034036","10055036","10013036"
"10013036","37","10013038","10055036","101101","10034037","10055037","10013037"
"10013037","38","999999","10055037","101101","999999","10055038","10013038"
"101521","1","101251","101611","101201","101371","101611","101251"
"102461","2","102222","101611","101201","102371","101611","102221"
"102521","3","103221","102611","101201","102372","102611","102222"
"103521","4","103252","102613","101201","103521","102613","103221"
"103522","5","103222","103611","101201","103371","103611","103252"
"103522","6","104221","103613","101201","103372","103371","103222"
"103614","7","104222","103613","101201","104371","103614","104221"
"104461","8","104223","103583","101201","104522","104611","104222"
"104522","9","104224","104581","101201","104462","104612","104223"
"104523","10","105221","104612","101201","104463","104613","104224"
"104463","11","105222","104613","101201","105521","105611","105221"
"105521","12","105223","105611","101201","105372","105612","105222"
"105522","13","105224","105612","101201","105373","105613","105223"
"105462","14","105225","105613","101201","105523","105614","105224"
"105523","15","105226","105614","101201","105375","105615","105225"
"105375","16","105227","105615","101201","105376","105616","105226"
"105376","17","106221","105616","101201","105377","105617","105227"
"105377","18","106222","105617","101201","106371","106611","106221"
"106371","19","106223","106611","101201","106372","106612","106222"
"106521","20","107221","106612","101201","106373","106613","106223"
"106373","21","107222","106613","101201","107371","107611","107221"
"107371","22","107223","107611","101201","107372","107612","107222"
"107372","23","108221","107612","101201","107373","107613","107223"
"107373","24","108222","107613","101201","108521","108611","108221"
"108521","25","108223","108611","101201","108462","108612","108222"
"108462","26","108224","108612","101201","108523","108613","108223"
"108523","27","109221","108613","101201","108524","108614","108224"
"108524","28","109222","108614","101201","109461","109611","109221"
"109461","29","109223","109611","101201","109522","109612","109222"
"109522","30","109224","109612","101201","109463","109613","109223"
"109463","31","10022032","109613","101201","109524","109614","109224"
"109524","32","10022033","109614","101201","10046032","10061032","10022032"
"10046032","33","10022034","10061032","101201","10046033","10061033","10022033"
"10046033","34","10022035","10061033","101201","10052034","10061034","10022034"
"10052034","35","10022036","10061034","101201","10052035","10061035","10022035"
"10052035","36","10022037","10061035","101201","10046036","10061036","10022036"
"10046036","37","10022038","10061036","101201","10046037","10061037","10022037"
"10046037","38","999999","10061037","101201","999999","10061038","10022038"
"101521","1","101251","101611","101301","101371","101611","101251"
"102461","2","102222","101611","101301","102371","101611","102221"
"102521","3","103221","102611","101301","102372","102611","102222"
"103521","4","103252","102613","101301","103521","102613","103221"
"103522","5","103222","103611","101301","103371","103611","103252"
"103522","6","104221","103613","101301","103372","103371","103222"
"103614","7","104222","103613","101301","104371","103614","104221"
"104461","8","104223","103583","101301","104522","104611","104222"
"104522","9","104224","104581","101301","104462","104612","104223"
"104523","10","105221","104612","101301","104463","104613","104224"
"104463","11","105222","104613","101301","105521","105611","105221"
"105521","12","105223","105611","101301","105372","105612","105222"
"105522","13","105224","105612","101301","105373","105613","105223"
"105462","14","105225","105613","101301","105523","105614","105224"
"105523","15","105226","105614","101301","105375","105615","105225"
"105375","16","105227","105615","101301","105376","105616","105226"
"105376","17","106221","105616","101301","105377","105617","105227"
"105377","18","106222","105617","101301","106371","106611","106221"
"106371","19","106223","106611","101301","106372","106612","106222"
"106521","20","107221","106612","101301","106373","106613","106223"
"106373","21","107222","106613","101301","107371","107611","107221"
"107371","22","107223","107611","101301","107372","107612","107222"
"107372","23","108221","107612","101301","107373","107613","107223"
"107373","24","108222","107613","101301","108521","108611","108221"
"108521","25","108223","108611","101301","108462","108612","108222"
"108462","26","108224","108612","101301","108523","108613","108223"
"108523","27","109221","108613","101301","108524","108614","108224"
"108524","28","109222","108614","101301","109461","109611","109221"
"109461","29","109223","109611","101301","109522","109612","109222"
"109522","30","109224","109612","101301","109463","109613","109223"
"109463","31","10022032","109613","101301","109524","109614","109224"
"109524","32","10022033","109614","101301","10046032","10061032","10022032"
"10046032","33","10022034","10061032","101301","10046033","10061033","10022033"
"10046033","34","10022035","10061033","101301","10052034","10061034","10022034"
"10052034","35","10022036","10061034","101301","10052035","10061035","10022035"
"10052035","36","10022037","10061035","101301","10046036","10061036","10022036"
"10046036","37","10022038","10061036","101301","10046037","10061037","10022037"
"10046037","38","999999","10061037","101301","999999","10061038","10022038"
"101521","1","101251","101581","101401","101371","101611","101251"
"102461","2","102252","101581","101401","102371","101611","102251"
"102521","3","103251","102581","101401","102372","102612","102252"
"103521","4","103252","102582","101401","103521","102614","103251"
"103461","5","103222","103581","101401","103371","103612","103252"
"103522","6","104251","103582","101401","103372","103613","103222"
"103614","7","104252","103613","101401","104371","103583","104521"
"104461","8","104253","103614","101401","104372","104581","104252"
"104372","9","104254","104581","101401","104523","104612","104253"
"104523","10","105251","104582","101401","104373","104613","104254"
"104463","11","105252","104583","101401","105371","105611","105251"
"105521","12","105253","105581","101401","105372","105612","105252"
"105522","13","105254","105582","101401","105373","105613","105253"
"105462","14","105255","105583","101401","105374","105614","105254"
"105374","15","105256","105584","101401","105463","105615","105255"
"105463","16","105257","105585","101401","105524","105616","105256"
"105524","17","106251","105586","101401","105464","105617","105257"
"105464","18","106252","105587","101401","106461","106611","106251"
