2699566d4084e79256b591922b4a70793afae36cc49eb9c512b32947092dbe68,29eeba262bd4529e205dbc4c09244f5371f7a4f804c5bbde3a50933731e813f4,de982ec7a6574cf750f8a2a00f2329ad3537e0d84835ba09d222415d7fce46f6,1eb5564ab4f58468e02144664f1a420933b9a2b4bc14366e8419521c1b9e2200,c4dbc5df21c63660d80ebd9d61e53bfc699a64d1c1f9a5a872b71bdca8a0335d,8195d4592a5895f218bd9074801cab1e57236b69c73368a03e96aeead2e4b240,d9d296e14c52dd36a67fe9f5b9788fb51558436d3413a5fe48cef35f69b0dc34,870d05611401e15bc5dc04646dd17366d95cdf46d356f4a75b65eb5e25b99593,a44493850faf22b8509728815d924f6cbc3e8c116511cb7d0dd768c8a1932727,9745b7eb3cc054926c9f9a171c4663586d85bedaaa8dfe2cb80dcebfe0c2eb15,42c039cea526fa0ba01890bae78f515209f70f675789477e55e9dd8cb2b27d28,83eb114977d664c66e3e66a3ae2dd5fb660cfa60a31bf2eaa30cfec32206f607,e8901f2828a57f60c11c60b7f34cd6b4bc0b806063df87b497f92d29ef67e4f0,387c495a1aac2da5af489d514d9569c61065a7b4e6fc2275e1aad7a7a9d79e72,3e2e4914d86e3d6d10aaa82824aadfca97e807e0ba8d131cb2b47d729c5e9f53,d6c94a73f9ef88edb2dba409bba93af1fd911539b75555b24ef8e21174e8f912,622759867e537d2591d7802e837f53c443dc1b89557efd6e11a4c3c69599463c,3da50fda32fc33ce591a5847c1f02aa10fd055017d4fbcd20ee990c34f8a3992,a622243b65e36b953fb3298b77aa0d567622c2e8152521833280e79896043288,dcb6fc88c20a6f076f41e9a072346cc98eab95d4366d7acbfe4423dc18835dc6,d641cca6d796798447c170d2a99b5a7358bf8b73cd125a641b864092cc1cc7e5,90192f87e41d34bf84290a96e4e818db8d10ff086c453be717de77f12a06057a,b4219dc766bd68a943c339af8156ab3cab1760e726f9ecf47a00c9fa68065f65,9ae8150dcf25ea3bf586b061c76492bb4b307df29c07ffaebe25b25d4f8cd300
"20904017","0","0","20904017","禮包加碼送-獲得「公主奇幻包」6次(3/13 1559截止)","0","904","0","0","2019/02/27 16:00:00","0","0","6","0","0","0","1","0","9040003","913","0","2019/03/13 15:59:59","0","402"
"20904018","0","0","20904018","禮包加碼送-獲得「公主奇幻包」8次(3/13 1559截止)","0","904","0","0","2019/02/27 16:00:00","0","0","8","0","0","0","1","0","9040003","914","0","2019/03/13 15:59:59","0","402"
"20904019","0","0","20904019","禮包加碼送-獲得「公主奇幻包」10次(3/13 1559截止)","0","904","0","0","2019/02/27 16:00:00","0","0","10","0","0","0","1","0","9040003","915","0","2019/03/13 15:59:59","0","402"
"20904020","0","0","20904020","禮包加碼送-獲得「公主奇幻包」1次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","1","0","0","0","1","0","9040003","910","0","2019/03/27 15:59:59","0","402"
"20904021","0","0","20904021","禮包加碼送-獲得「公主奇幻包」2次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","2","0","0","0","1","0","9040003","911","0","2019/03/27 15:59:59","0","402"
"20904022","0","0","20904022","禮包加碼送-獲得「公主奇幻包」4次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","4","0","0","0","1","0","9040003","912","0","2019/03/27 15:59:59","0","402"
"20904023","0","0","20904023","禮包加碼送-獲得「公主奇幻包」6次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","6","0","0","0","1","0","9040003","913","0","2019/03/27 15:59:59","0","402"
"20904024","0","0","20904024","禮包加碼送-獲得「公主奇幻包」8次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","8","0","0","0","1","0","9040003","914","0","2019/03/27 15:59:59","0","402"
"20904019","0","0","20904025","禮包加碼送-獲得「公主奇幻包」10次(3/27 1559截止)","0","904","0","0","2019/03/13 16:00:00","0","0","10","0","0","0","1","0","9040003","915","0","2019/03/27 15:59:59","0","402"
"20904025","0","0","20904026","禮包加碼送-獲得「公主奇幻包」1次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","1","0","0","0","1","0","9040003","20904026","0","2019/04/19 15:59:59","0","402"
"20904026","0","0","20904027","禮包加碼送-獲得「公主奇幻包」2次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","2","0","0","0","1","0","9040003","20904027","0","2019/04/19 15:59:59","0","402"
"20904027","0","0","20904028","禮包加碼送-獲得「公主奇幻包」4次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","4","0","0","0","1","0","9040003","20904028","0","2019/04/19 15:59:59","0","402"
"20904028","0","0","20904029","禮包加碼送-獲得「公主奇幻包」6次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","6","0","0","0","1","0","9040003","20904029","0","2019/04/19 15:59:59","0","402"
"20904029","0","0","20904030","禮包加碼送-獲得「公主奇幻包」8次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","8","0","0","0","1","0","9040003","20904030","0","2019/04/19 15:59:59","0","402"
"20904019","0","0","20904031","禮包加碼送-獲得「公主奇幻包」10次(4/19 1559截止)","0","904","0","0","2019/04/03 16:00:00","0","0","10","0","0","0","1","0","9040003","20904031","0","2019/04/19 15:59:59","0","402"
"20904030","0","0","20904032","禮包加碼送-獲得「公主補給包」2次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","2","0","0","0","1","0","9040004","20904032","0","2019/04/19 15:59:59","0","402"
"20904031","0","0","20904033","禮包加碼送-獲得「公主補給包」4次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","4","0","0","0","1","0","9040004","20904033","0","2019/04/19 15:59:59","0","402"
"20904032","0","0","20904034","禮包加碼送-獲得「公主補給包」6次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","6","0","0","0","1","0","9040004","20904034","0","2019/04/19 15:59:59","0","402"
"20904033","0","0","20904035","禮包加碼送-獲得「公主補給包」8次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","8","0","0","0","1","0","9040004","20904035","0","2019/04/19 15:59:59","0","402"
"20904034","0","0","20904036","禮包加碼送-獲得「公主補給包」10次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","10","0","0","0","1","0","9040004","20904036","0","2019/04/19 15:59:59","0","402"
"20904030","0","0","20904037","禮包加碼送-獲得「公主補給包」12次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","12","0","0","0","1","0","9040004","20904037","0","2019/04/19 15:59:59","0","402"
"20904031","0","0","20904038","禮包加碼送-獲得「公主補給包」14次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","14","0","0","0","1","0","9040004","20904038","0","2019/04/19 15:59:59","0","402"
"20904032","0","0","20904039","禮包加碼送-獲得「公主補給包」16次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","16","0","0","0","1","0","9040004","20904039","0","2019/04/19 15:59:59","0","402"
"20904033","0","0","20904040","禮包加碼送-獲得「公主補給包」18次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","18","0","0","0","1","0","9040004","20904040","0","2019/04/19 15:59:59","0","402"
"20904034","0","0","20904041","禮包加碼送-獲得「公主補給包」20次(4/19 1559截止)","0","904","0","0","2019/04/12 16:00:00","0","0","20","0","0","0","1","0","9040004","20904041","0","2019/04/19 15:59:59","0","402"
"20904035","0","0","20904042","禮包加碼送-獲得「公主奇幻包」1次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","1","0","0","0","1","0","9040003","20904042","0","2019/05/07 15:59:59","0","402"
"20904036","0","0","20904043","禮包加碼送-獲得「公主奇幻包」2次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","2","0","0","0","1","0","9040003","20904043","0","2019/05/07 15:59:59","0","402"
"20904037","0","0","20904044","禮包加碼送-獲得「公主奇幻包」4次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","4","0","0","0","1","0","9040003","20904044","0","2019/05/07 15:59:59","0","402"
"20904038","0","0","20904045","禮包加碼送-獲得「公主奇幻包」6次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","6","0","0","0","1","0","9040003","20904045","0","2019/05/07 15:59:59","0","402"
"20904039","0","0","20904046","禮包加碼送-獲得「公主奇幻包」8次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","8","0","0","0","1","0","9040003","20904046","0","2019/05/07 15:59:59","0","402"
"20904019","0","0","20904047","禮包加碼送-獲得「公主奇幻包」10次(5/7 1559截止)","0","904","0","0","2019/04/19 16:00:00","0","0","10","0","0","0","1","0","9040003","20904047","0","2019/05/07 15:59:59","0","402"
"20904040","0","0","20904048","禮包加碼送-獲得「公主補給包」2次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","2","0","0","0","1","0","9040004","20904048","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904049","禮包加碼送-獲得「公主補給包」4次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","4","0","0","0","1","0","9040004","20904049","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904050","禮包加碼送-獲得「公主補給包」6次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","6","0","0","0","1","0","9040004","20904050","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904051","禮包加碼送-獲得「公主補給包」8次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","8","0","0","0","1","0","9040004","20904051","0","2019/05/05 23:59:59","0","402"
"20904041","0","0","20904052","禮包加碼送-獲得「公主補給包」10次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","10","0","0","0","1","0","9040004","20904052","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904053","禮包加碼送-獲得「公主補給包」12次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","12","0","0","0","1","0","9040004","20904053","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904054","禮包加碼送-獲得「公主補給包」14次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","14","0","0","0","1","0","9040004","20904054","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904055","禮包加碼送-獲得「公主補給包」16次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","16","0","0","0","1","0","9040004","20904055","0","2019/05/05 23:59:59","0","402"
"20904040","0","0","20904056","禮包加碼送-獲得「公主補給包」18次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","18","0","0","0","1","0","9040004","20904056","0","2019/05/05 23:59:59","0","402"
"20904042","0","0","20904057","禮包加碼送-獲得「公主補給包」20次(5/5 2359截止)","0","904","0","0","2019/04/26 16:00:00","0","0","20","0","0","0","1","0","9040004","20904057","0","2019/05/05 23:59:59","0","402"
"20904043","0","0","20904058","禮包加碼送-獲得「公主奇幻包」1次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","1","0","0","0","1","0","9040003","20904058","0","2019/05/28 15:59:59","0","402"
"20904044","0","0","20904059","禮包加碼送-獲得「公主奇幻包」2次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","2","0","0","0","1","0","9040003","20904059","0","2019/05/28 15:59:59","0","402"
"20904045","0","0","20904060","禮包加碼送-獲得「公主奇幻包」4次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","4","0","0","0","1","0","9040003","20904060","0","2019/05/28 15:59:59","0","402"
"20904046","0","0","20904061","禮包加碼送-獲得「公主奇幻包」6次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","6","0","0","0","1","0","9040003","20904061","0","2019/05/28 15:59:59","0","402"
"20904047","0","0","20904062","禮包加碼送-獲得「公主奇幻包」8次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","8","0","0","0","1","0","9040003","20904062","0","2019/05/28 15:59:59","0","402"
"20904048","0","0","20904063","禮包加碼送-獲得「公主奇幻包」10次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","10","0","0","0","1","0","9040003","20904063","0","2019/05/28 15:59:59","0","402"
"20904049","0","0","20904064","禮包加碼送-獲得「公主奇幻包」12次(5/28 1559截止)","0","904","0","0","2019/05/07 16:00:00","0","0","12","0","0","0","1","0","9040003","20904064","0","2019/05/28 15:59:59","0","402"
"20904050","0","0","20904065","禮包加碼送-獲得「公主補給包」2次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","2","0","0","0","1","0","9040004","20904065","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904066","禮包加碼送-獲得「公主補給包」4次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","4","0","0","0","1","0","9040004","20904066","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904067","禮包加碼送-獲得「公主補給包」6次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","6","0","0","0","1","0","9040004","20904067","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904068","禮包加碼送-獲得「公主補給包」8次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","8","0","0","0","1","0","9040004","20904068","0","2019/05/21 15:59:59","0","402"
"20904051","0","0","20904069","禮包加碼送-獲得「公主補給包」10次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","10","0","0","0","1","0","9040004","20904069","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904070","禮包加碼送-獲得「公主補給包」12次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","12","0","0","0","1","0","9040004","20904070","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904071","禮包加碼送-獲得「公主補給包」14次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","14","0","0","0","1","0","9040004","20904071","0","2019/05/21 15:59:59","0","402"
"20904050","0","0","20904072","禮包加碼送-獲得「公主補給包」16次(5/21 1559截止)","0","904","0","0","2019/05/14 16:00:00","0","0","16","0","0","0","1","0","9040004","20904072","0","2019/05/21 15:59:59","0","402"
