bdc5082f286b623aa32f71f5e8197b7c42cb2e8574e14dc622d5bf3ba149d64e,630791eb9130072733d71a00f050785433ac0ae25acdcc7d9057c4a707d4b8dd,5e35254868dcd851af39a70336f6887050f8ccd4faeeb04a8b19ce02a9057a0e,1e41d0bf5764e28cb447b871e2ddb2d698a55e2016281dc6d9209d366bc90db6,257c320d0066dd0ea140d49bc55ef79abab8c3d0069f4a9258247d1aedd67a54
"2","1","22002","72002009","20002018"
"8","30","91002","72002010","20002019"
"2","1","22002","72002010","20002020"
"8","30","91002","72002011","20002021"
"2","1","22002","72002011","20002022"
"8","30","91002","72002012","20002023"
"2","1","22002","72002012","20002024"
"8","30","91002","72002013","20002025"
"2","1","22002","72002013","20002026"
"8","30","91002","72002014","20002027"
"2","1","22002","72002014","20002028"
"8","200","91002","72002015","20002029"
"2","1","22002","72002015","20002030"
"8","60","91002","72002016","20002031"
"2","2","22002","72002016","20002032"
"8","60","91002","72002017","20002033"
"2","2","22002","72002017","20002034"
"8","60","91002","72002018","20002035"
"2","2","22002","72002018","20002036"
"8","60","91002","72002019","20002037"
"2","2","22002","72002019","20002038"
"8","300","91002","72002020","20002039"
"2","2","22002","72002020","20002040"
"2","5","31020","72002021","20002041"
"2","5","31004","72002021","20002042"
"2","5","31020","72002022","20002043"
"2","5","31004","72002022","20002044"
"2","10","31020","72002023","20002045"
"2","10","31004","72002023","20002046"
"8","30","91002","72003001","20003001"
"2","1","22002","72003001","20003002"
"8","30","91002","72003002","20003003"
"2","1","22002","72003002","20003004"
"8","30","91002","72003003","20003005"
"2","1","22002","72003003","20003006"
"8","30","91002","72003004","20003007"
"2","1","22002","72003004","20003008"
"8","30","91002","72003005","20003009"
"2","1","22002","72003005","20003010"
"8","30","91002","72003006","20003011"
"2","1","22002","72003006","20003012"
"8","30","91002","72003007","20003013"
"2","1","22002","72003007","20003014"
"8","30","91002","72003008","20003015"
"2","1","22002","72003008","20003016"
"8","30","91002","72003009","20003017"
"2","1","22002","72003009","20003018"
"8","30","91002","72003010","20003019"
"2","1","22002","72003010","20003020"
"8","30","91002","72003011","20003021"
"2","1","22002","72003011","20003022"
"8","30","91002","72003012","20003023"
"2","1","22002","72003012","20003024"
"8","30","91002","72003013","20003025"
"2","1","22002","72003013","20003026"
"8","30","91002","72003014","20003027"
"2","1","22002","72003014","20003028"
"8","200","91002","72003015","20003029"
"2","1","22002","72003015","20003030"
"8","60","91002","72003016","20003031"
"2","2","22002","72003016","20003032"
"8","60","91002","72003017","20003033"
"2","2","22002","72003017","20003034"
"8","60","91002","72003018","20003035"
"2","2","22002","72003018","20003036"
"8","60","91002","72003019","20003037"
"2","2","22002","72003019","20003038"
"8","300","91002","72003020","20003039"
"2","2","22002","72003020","20003040"
"2","5","31010","72003021","20003041"
"2","5","31017","72003021","20003042"
"2","5","31010","72003022","20003043"
"2","5","31017","72003022","20003044"
"2","10","31010","72003023","20003045"
"2","10","31017","72003023","20003046"
"8","30","91002","72004001","20004001"
"2","1","22002","72004001","20004002"
"8","30","91002","72004002","20004003"
"2","1","22002","72004002","20004004"
"8","30","91002","72004003","20004005"
"2","1","22002","72004003","20004006"
"8","30","91002","72004004","20004007"
"2","1","22002","72004004","20004008"
"8","30","91002","72004005","20004009"
"2","1","22002","72004005","20004010"
"8","30","91002","72004006","20004011"
"2","1","22002","72004006","20004012"
"8","30","91002","72004007","20004013"
"2","1","22002","72004007","20004014"
"8","30","91002","72004008","20004015"
"2","1","22002","72004008","20004016"
"8","30","91002","72004009","20004017"
"2","1","22002","72004009","20004018"
"8","30","91002","72004010","20004019"
"2","1","22002","72004010","20004020"
"8","30","91002","72004011","20004021"
"2","1","22002","72004011","20004022"
"8","30","91002","72004012","20004023"
"2","1","22002","72004012","20004024"
"8","30","91002","72004013","20004025"
"2","1","22002","72004013","20004026"
"8","30","91002","72004014","20004027"
"2","1","22002","72004014","20004028"
"8","200","91002","72004015","20004029"
"2","1","22002","72004015","20004030"
"8","60","91002","72004016","20004031"
"2","2","22002","72004016","20004032"
"8","60","91002","72004017","20004033"
"2","2","22002","72004017","20004034"
"8","60","91002","72004018","20004035"
"2","2","22002","72004018","20004036"
"8","60","91002","72004019","20004037"
"2","2","22002","72004019","20004038"
"8","300","91002","72004020","20004039"
"2","2","22002","72004020","20004040"
"1","1","107601","72004021","20004041"
"2","10","31076","72004022","20004042"
"2","10","31028","72004022","20004043"
"2","10","31076","72004023","20004044"
"2","10","31028","72004023","20004045"
"8","30","91002","72005001","20005001"
"2","1","22002","72005001","20005002"
"8","30","91002","72005002","20005003"
"2","1","22002","72005002","20005004"
"8","30","91002","72005003","20005005"
"2","1","22002","72005003","20005006"
"8","30","91002","72005004","20005007"
"2","1","22002","72005004","20005008"
"8","30","91002","72005005","20005009"
"2","1","22002","72005005","20005010"
"8","30","91002","72005006","20005011"
"2","1","22002","72005006","20005012"
"8","30","91002","72005007","20005013"
"2","1","22002","72005007","20005014"
"8","30","91002","72005008","20005015"
"2","1","22002","72005008","20005016"
"8","30","91002","72005009","20005017"
"2","1","22002","72005009","20005018"
"8","30","91002","72005010","20005019"
"2","1","22002","72005010","20005020"
"8","30","91002","72005011","20005021"
"2","1","22002","72005011","20005022"
"8","30","91002","72005012","20005023"
"2","1","22002","72005012","20005024"
"8","30","91002","72005013","20005025"
"2","1","22002","72005013","20005026"
"8","30","91002","72005014","20005027"
"2","1","22002","72005014","20005028"
"8","200","91002","72005015","20005029"
"2","1","22002","72005015","20005030"
"8","60","91002","72005016","20005031"
"2","2","22002","72005016","20005032"
"8","60","91002","72005017","20005033"
"2","2","22002","72005017","20005034"
"8","60","91002","72005018","20005035"
"2","2","22002","72005018","20005036"
"8","60","91002","72005019","20005037"
"2","2","22002","72005019","20005038"
"8","300","91002","72005020","20005039"
"2","2","22002","72005020","20005040"
"1","1","108001","72005021","20005041"
"2","10","31080","72005022","20005042"
"2","10","31032","72005022","20005043"
"2","10","31080","72005023","20005044"
"2","10","31032","72005023","20005045"
"8","30","91002","72006001","20006001"
"2","1","22002","72006001","20006002"
"8","30","91002","72006002","20006003"
"2","1","22002","72006002","20006004"
"8","30","91002","72006003","20006005"
"2","1","22002","72006003","20006006"
"8","30","91002","72006004","20006007"
"2","1","22002","72006004","20006008"
"8","30","91002","72006005","20006009"
"2","1","22002","72006005","20006010"
"8","30","91002","72006006","20006011"
"2","1","22002","72006006","20006012"
"8","30","91002","72006007","20006013"
"2","1","22002","72006007","20006014"
"8","30","91002","72006008","20006015"
"2","1","22002","72006008","20006016"
"8","30","91002","72006009","20006017"
"2","1","22002","72006009","20006018"
"8","30","91002","72006010","20006019"
"2","1","22002","72006010","20006020"
"8","30","91002","72006011","20006021"
"2","1","22002","72006011","20006022"
"8","30","91002","72006012","20006023"
"2","1","22002","72006012","20006024"
"8","30","91002","72006013","20006025"
"2","1","22002","72006013","20006026"
"8","30","91002","72006014","20006027"
"2","1","22002","72006014","20006028"
"8","200","91002","72006015","20006029"
"2","1","22002","72006015","20006030"
"8","60","91002","72006016","20006031"
"2","2","22002","72006016","20006032"
"8","60","91002","72006017","20006033"
"2","2","22002","72006017","20006034"
"8","60","91002","72006018","20006035"
"2","2","22002","72006018","20006036"
"8","60","91002","72006019","20006037"
"2","2","22002","72006019","20006038"
"8","300","91002","72006020","20006039"
"2","2","22002","72006020","20006040"
"2","5","31047","72006021","20006041"
"2","5","31034","72006021","20006042"
"2","5","31047","72006022","20006043"
"2","5","31034","72006022","20006044"
"2","10","31047","72006023","20006045"
"2","10","31034","72006023","20006046"
"8","30","91002","72007001","20007001"
"2","1","22002","72007001","20007002"
"8","30","91002","72007002","20007003"
"2","1","22002","72007002","20007004"
"8","30","91002","72007003","20007005"
"2","1","22002","72007003","20007006"
"8","30","91002","72007004","20007007"
"2","1","22002","72007004","20007008"
"8","30","91002","72007005","20007009"
"2","1","22002","72007005","20007010"
"8","30","91002","72007006","20007011"
"2","1","22002","72007006","20007012"
"8","30","91002","72007007","20007013"
"2","1","22002","72007007","20007014"
"8","30","91002","72007008","20007015"
"2","1","22002","72007008","20007016"
"8","30","91002","72007009","20007017"
"2","1","22002","72007009","20007018"
"8","30","91002","72007010","20007019"
"2","1","22002","72007010","20007020"
"8","30","91002","72007011","20007021"
"2","1","22002","72007011","20007022"
"8","30","91002","72007012","20007023"
"2","1","22002","72007012","20007024"
"8","30","91002","72007013","20007025"
"2","1","22002","72007013","20007026"
"8","30","91002","72007014","20007027"
"2","1","22002","72007014","20007028"
"8","200","91002","72007015","20007029"
"2","1","22002","72007015","20007030"
"8","60","91002","72007016","20007031"
"2","2","22002","72007016","20007032"
"8","60","91002","72007017","20007033"
"2","2","22002","72007017","20007034"
"8","60","91002","72007018","20007035"
"2","2","22002","72007018","20007036"
"8","60","91002","72007019","20007037"
"2","2","22002","72007019","20007038"
"8","300","91002","72007020","20007039"
"2","2","22002","72007020","20007040"
"1","1","108201","72007021","20007041"
"2","10","31082","72007022","20007042"
"2","10","31022","72007022","20007043"
"2","10","31082","72007023","20007044"
"2","10","31022","72007023","20007045"
"8","30","91002","72008001","20008001"
"2","1","22002","72008001","20008002"
"8","30","91002","72008002","20008003"
"2","1","22002","72008002","20008004"
"8","30","91002","72008003","20008005"
"2","1","22002","72008003","20008006"
"8","30","91002","72008004","20008007"
"2","1","22002","72008004","20008008"
"8","30","91002","72008005","20008009"
"2","1","22002","72008005","20008010"
"8","30","91002","72008006","20008011"
"2","1","22002","72008006","20008012"
"8","30","91002","72008007","20008013"
"2","1","22002","72008007","20008014"
"8","30","91002","72008008","20008015"
"2","1","22002","72008008","20008016"
"8","30","91002","72008009","20008017"
"2","1","22002","72008009","20008018"
"8","30","91002","72008010","20008019"
"2","1","22002","72008010","20008020"
"8","30","91002","72008011","20008021"
"2","1","22002","72008011","20008022"
"8","30","91002","72008012","20008023"
"2","1","22002","72008012","20008024"
"8","30","91002","72008013","20008025"
"2","1","22002","72008013","20008026"
"8","30","91002","72008014","20008027"
"2","1","22002","72008014","20008028"
"8","200","91002","72008015","20008029"
"2","1","22002","72008015","20008030"
"8","60","91002","72008016","20008031"
"2","2","22002","72008016","20008032"
"8","60","91002","72008017","20008033"
"2","2","22002","72008017","20008034"
"8","60","91002","72008018","20008035"
"2","2","22002","72008018","20008036"
"8","60","91002","72008019","20008037"
"2","2","22002","72008019","20008038"
"8","300","91002","72008020","20008039"
"2","2","22002","72008020","20008040"
"2","5","31009","72008021","20008041"
"2","5","31051","72008021","20008042"
"2","5","31009","72008022","20008043"
"2","5","31051","72008022","20008044"
"2","10","31009","72008023","20008045"
"2","10","31051","72008023","20008046"
"8","30","91002","72009001","20009001"
"2","1","22002","72009001","20009002"
"8","30","91002","72009002","20009003"
"2","1","22002","72009002","20009004"
"8","30","91002","72009003","20009005"
"2","1","22002","72009003","20009006"
"8","30","91002","72009004","20009007"
"2","1","22002","72009004","20009008"
"8","30","91002","72009005","20009009"
"2","1","22002","72009005","20009010"
"8","30","91002","72009006","20009011"
"2","1","22002","72009006","20009012"
"8","30","91002","72009007","20009013"
"2","1","22002","72009007","20009014"
"8","30","91002","72009008","20009015"
"2","1","22002","72009008","20009016"
"8","30","91002","72009009","20009017"
"2","1","22002","72009009","20009018"
"8","30","91002","72009010","20009019"
"2","1","22002","72009010","20009020"
"8","30","91002","72009011","20009021"
"2","1","22002","72009011","20009022"
"8","30","91002","72009012","20009023"
"2","1","22002","72009012","20009024"
"8","30","91002","72009013","20009025"
"2","1","22002","72009013","20009026"
"8","30","91002","72009014","20009027"
"2","1","22002","72009014","20009028"
"8","200","91002","72009015","20009029"
"2","1","22002","72009015","20009030"
"8","60","91002","72009016","20009031"
"2","2","22002","72009016","20009032"
"8","60","91002","72009017","20009033"
"2","2","22002","72009017","20009034"
"8","60","91002","72009018","20009035"
"2","2","22002","72009018","20009036"
"8","60","91002","72009019","20009037"
"2","2","22002","72009019","20009038"
"8","300","91002","72009020","20009039"
"2","2","22002","72009020","20009040"
"1","1","108501","72009021","20009041"
"2","10","31085","72009022","20009042"
"2","10","31029","72009022","20009043"
"2","10","31085","72009023","20009044"
"2","10","31029","72009023","20009045"
"8","30","91002","72010001","20010001"
"2","1","22002","72010001","20010002"
"8","30","91002","72010002","20010003"
"2","1","22002","72010002","20010004"
"8","30","91002","72010003","20010005"
"2","1","22002","72010003","20010006"
"8","30","91002","72010004","20010007"
"2","1","22002","72010004","20010008"
"8","30","91002","72010005","20010009"
"2","1","22002","72010005","20010010"
"8","30","91002","72010006","20010011"
"2","1","22002","72010006","20010012"
"8","30","91002","72010007","20010013"
"2","1","22002","72010007","20010014"
"8","30","91002","72010008","20010015"
"2","1","22002","72010008","20010016"
"8","30","91002","72010009","20010017"
"2","1","22002","72010009","20010018"
"8","30","91002","72010010","20010019"
"2","1","22002","72010010","20010020"
"8","30","91002","72010011","20010021"
"2","1","22002","72010011","20010022"
"8","30","91002","72010012","20010023"
"2","1","22002","72010012","20010024"
"8","30","91002","72010013","20010025"
"2","1","22002","72010013","20010026"
"8","30","91002","72010014","20010027"
"2","1","22002","72010014","20010028"
"8","200","91002","72010015","20010029"
"2","1","22002","72010015","20010030"
"8","60","91002","72010016","20010031"
"2","2","22002","72010016","20010032"
"8","60","91002","72010017","20010033"
"2","2","22002","72010017","20010034"
"8","60","91002","72010018","20010035"
"2","2","22002","72010018","20010036"
"8","60","91002","72010019","20010037"
"2","2","22002","72010019","20010038"
"8","300","91002","72010020","20010039"
"2","2","22002","72010020","20010040"
"1","1","108901","72010021","20010041"
"2","10","31089","72010022","20010042"
"2","10","31002","72010022","20010043"
"2","10","31089","72010023","20010044"
"2","10","31002","72010023","20010045"
"8","30","91002","72011001","20011001"
"2","1","22002","72011001","20011002"
"8","30","91002","72011002","20011003"
"2","1","22002","72011002","20011004"
"8","30","91002","72011003","20011005"
"2","1","22002","72011003","20011006"
"8","30","91002","72011004","20011007"
"2","1","22002","72011004","20011008"
"8","30","91002","72011005","20011009"
"2","1","22002","72011005","20011010"
"8","30","91002","72011006","20011011"
"2","1","22002","72011006","20011012"
"8","30","91002","72011007","20011013"
"2","1","22002","72011007","20011014"
"8","30","91002","72011008","20011015"
"2","1","22002","72011008","20011016"
"8","30","91002","72011009","20011017"
"2","1","22002","72011009","20011018"
"8","30","91002","72011010","20011019"
"2","1","22002","72011010","20011020"
"8","30","91002","72011011","20011021"
"2","1","22002","72011011","20011022"
"8","30","91002","72011012","20011023"
"2","1","22002","72011012","20011024"
"8","30","91002","72011013","20011025"
"2","1","22002","72011013","20011026"
"8","30","91002","72011014","20011027"
"2","1","22002","72011014","20011028"
"8","200","91002","72011015","20011029"
"2","1","22002","72011015","20011030"
"8","60","91002","72011016","20011031"
"2","2","22002","72011016","20011032"
"8","60","91002","72011017","20011033"
"2","2","22002","72011017","20011034"
"8","60","91002","72011018","20011035"
"2","2","22002","72011018","20011036"
"8","60","91002","72011019","20011037"
"2","2","22002","72011019","20011038"
"8","300","91002","72011020","20011039"
"2","2","22002","72011020","20011040"
"1","1","109001","72011021","20011041"
"2","10","31090","72011022","20011042"
"2","10","31011","72011022","20011043"
"2","10","31090","72011023","20011044"
"2","10","31011","72011023","20011045"
"8","30","91002","72012001","20012001"
"2","1","22002","72012001","20012002"
"8","30","91002","72012002","20012003"
"2","1","22002","72012002","20012004"
"8","30","91002","72012003","20012005"
"2","1","22002","72012003","20012006"
"8","30","91002","72012004","20012007"
"2","1","22002","72012004","20012008"
"8","30","91002","72012005","20012009"
"2","1","22002","72012005","20012010"
"8","30","91002","72012006","20012011"
"2","1","22002","72012006","20012012"
"8","30","91002","72012007","20012013"
"2","1","22002","72012007","20012014"
"8","30","91002","72012008","20012015"
"2","1","22002","72012008","20012016"
"8","30","91002","72012009","20012017"
"2","1","22002","72012009","20012018"
"8","30","91002","72012010","20012019"
"2","1","22002","72012010","20012020"
"8","30","91002","72012011","20012021"
"2","1","22002","72012011","20012022"
"8","30","91002","72012012","20012023"
"2","1","22002","72012012","20012024"
"8","30","91002","72012013","20012025"
"2","1","22002","72012013","20012026"
"8","30","91002","72012014","20012027"
"2","1","22002","72012014","20012028"
"8","200","91002","72012015","20012029"
"2","1","22002","72012015","20012030"
"8","60","91002","72012016","20012031"
"2","2","22002","72012016","20012032"
"8","60","91002","72012017","20012033"
"2","2","22002","72012017","20012034"
"8","60","91002","72012018","20012035"
"2","2","22002","72012018","20012036"
"8","60","91002","72012019","20012037"
"2","2","22002","72012019","20012038"
"8","300","91002","72012020","20012039"
"2","2","22002","72012020","20012040"
"2","5","31043","72012021","20012041"
"2","5","31008","72012021","20012042"
"2","5","31043","72012022","20012043"
"2","5","31008","72012022","20012044"
"2","10","31043","72012023","20012045"
"2","10","31008","72012023","20012046"
"8","30","91002","72013001","20013001"
"2","1","22002","72013001","20013002"
"8","30","91002","72013002","20013003"
"2","1","22002","72013002","20013004"
"8","30","91002","72013003","20013005"
"2","1","22002","72013003","20013006"
"8","30","91002","72013004","20013007"
"2","1","22002","72013004","20013008"
"8","30","91002","72013005","20013009"
"2","1","22002","72013005","20013010"
"8","30","91002","72013006","20013011"
"2","1","22002","72013006","20013012"
"8","30","91002","72013007","20013013"
"2","1","22002","72013007","20013014"
"8","30","91002","72013008","20013015"
"2","1","22002","72013008","20013016"
"8","30","91002","72013009","20013017"
"2","1","22002","72013009","20013018"
"8","30","91002","72013010","20013019"
"2","1","22002","72013010","20013020"
"8","30","91002","72013011","20013021"
"2","1","22002","72013011","20013022"
"8","30","91002","72013012","20013023"
"2","1","22002","72013012","20013024"
"8","30","91002","72013013","20013025"
"2","1","22002","72013013","20013026"
"8","30","91002","72013014","20013027"
"2","1","22002","72013014","20013028"
"8","200","91002","72013015","20013029"
"2","1","22002","72013015","20013030"
"8","60","91002","72013016","20013031"
"2","2","22002","72013016","20013032"
"8","60","91002","72013017","20013033"
"2","2","22002","72013017","20013034"
"8","60","91002","72013018","20013035"
"2","2","22002","72013018","20013036"
"8","60","91002","72013019","20013037"
"2","2","22002","72013019","20013038"
"8","300","91002","72013020","20013039"
"2","2","22002","72013020","20013040"
"1","1","109301","72013021","20013041"
"2","10","31093","72013022","20013042"
"2","10","31018","72013022","20013043"
"2","10","31093","72013023","20013044"
"2","10","31018","72013023","20013045"
"8","30","91002","72014001","20014001"
"2","1","22002","72014001","20014002"
"8","30","91002","72014002","20014003"
"2","1","22002","72014002","20014004"
"8","30","91002","72014003","20014005"
"2","1","22002","72014003","20014006"
"8","30","91002","72014004","20014007"
"2","1","22002","72014004","20014008"
"8","30","91002","72014005","20014009"
"2","1","22002","72014005","20014010"
"8","30","91002","72014006","20014011"
"2","1","22002","72014006","20014012"
"8","30","91002","72014007","20014013"
"2","1","22002","72014007","20014014"
"8","30","91002","72014008","20014015"
"2","1","22002","72014008","20014016"
"8","30","91002","72014009","20014017"
"2","1","22002","72014009","20014018"
"8","30","91002","72014010","20014019"
"2","1","22002","72014010","20014020"
"8","30","91002","72014011","20014021"
"2","1","22002","72014011","20014022"
"8","30","91002","72014012","20014023"
"2","1","22002","72014012","20014024"
"8","30","91002","72014013","20014025"
"2","1","22002","72014013","20014026"
"8","30","91002","72014014","20014027"
"2","1","22002","72014014","20014028"
"8","200","91002","72014015","20014029"
"2","1","22002","72014015","20014030"
"8","60","91002","72014016","20014031"
"2","2","22002","72014016","20014032"
"8","60","91002","72014017","20014033"
"2","2","22002","72014017","20014034"
"8","60","91002","72014018","20014035"
"2","2","22002","72014018","20014036"
"8","60","91002","72014019","20014037"
"2","2","22002","72014019","20014038"
"8","300","91002","72014020","20014039"
"2","2","22002","72014020","20014040"
"2","5","31053","72014021","20014041"
"2","5","31045","72014021","20014042"
"2","5","31053","72014022","20014043"
"2","5","31045","72014022","20014044"
"2","10","31053","72014023","20014045"
"2","10","31045","72014023","20014046"
"8","30","91002","72015001","20015001"
"2","1","22002","72015001","20015002"
"8","30","91002","72015002","20015003"
"2","1","22002","72015002","20015004"
"8","30","91002","72015003","20015005"
"2","1","22002","72015003","20015006"
"8","30","91002","72015004","20015007"
"2","1","22002","72015004","20015008"
"8","30","91002","72015005","20015009"
"2","1","22002","72015005","20015010"
"8","30","91002","72015006","20015011"
"2","1","22002","72015006","20015012"
"8","30","91002","72015007","20015013"
"2","1","22002","72015007","20015014"
"8","30","91002","72015008","20015015"
"2","1","22002","72015008","20015016"
"8","30","91002","72015009","20015017"
"2","1","22002","72015009","20015018"
"8","30","91002","72015010","20015019"
"2","1","22002","72015010","20015020"
"8","30","91002","72015011","20015021"
"2","1","22002","72015011","20015022"
"8","30","91002","72015012","20015023"
"2","1","22002","72015012","20015024"
"8","30","91002","72015013","20015025"
"2","1","22002","72015013","20015026"
"8","30","91002","72015014","20015027"
"2","1","22002","72015014","20015028"
"8","200","91002","72015015","20015029"
"2","1","22002","72015015","20015030"
"8","60","91002","72015016","20015031"
"2","2","22002","72015016","20015032"
"8","60","91002","72015017","20015033"
"2","2","22002","72015017","20015034"
"8","60","91002","72015018","20015035"
"2","2","22002","72015018","20015036"
"8","60","91002","72015019","20015037"
"2","2","22002","72015019","20015038"
"8","300","91002","72015020","20015039"
"2","2","22002","72015020","20015040"
"1","1","110101","72015021","20015041"
"2","10","31101","72015022","20015042"
"2","10","31050","72015022","20015043"
"2","10","31101","72015023","20015044"
"2","10","31050","72015023","20015045"
"8","30","91002","72016001","20016001"
"2","1","22002","72016001","20016002"
"8","30","91002","72016002","20016003"
"2","1","22002","72016002","20016004"
"8","30","91002","72016003","20016005"
"2","1","22002","72016003","20016006"
"8","30","91002","72016004","20016007"
"2","1","22002","72016004","20016008"
"8","30","91002","72016005","20016009"
"2","1","22002","72016005","20016010"
"8","30","91002","72016006","20016011"
"2","1","22002","72016006","20016012"
"8","30","91002","72016007","20016013"
"2","1","22002","72016007","20016014"
"8","30","91002","72016008","20016015"
"2","1","22002","72016008","20016016"
"8","30","91002","72016009","20016017"
"2","1","22002","72016009","20016018"
"8","30","91002","72016010","20016019"
"2","1","22002","72016010","20016020"
"8","30","91002","72016011","20016021"
"2","1","22002","72016011","20016022"
"8","30","91002","72016012","20016023"
"2","1","22002","72016012","20016024"
"8","30","91002","72016013","20016025"
"2","1","22002","72016013","20016026"
"8","30","91002","72016014","20016027"
"2","1","22002","72016014","20016028"
"8","200","91002","72016015","20016029"
"2","1","22002","72016015","20016030"
"8","60","91002","72016016","20016031"
"2","2","22002","72016016","20016032"
"8","60","91002","72016017","20016033"
"2","2","22002","72016017","20016034"
"8","60","91002","72016018","20016035"
"2","2","22002","72016018","20016036"
"8","60","91002","72016019","20016037"
"2","2","22002","72016019","20016038"
"8","300","91002","72016020","20016039"
"2","2","22002","72016020","20016040"
"1","1","110501","72016021","20016041"
"2","10","31105","72016022","20016042"
"2","10","31014","72016022","20016043"
"2","10","31105","72016023","20016044"
"2","10","31014","72016023","20016045"
"7","1","1704","72016024","20016046"
"7","1","1705","72016025","20016047"
"7","1","1706","72016026","20016048"
"7","1","1707","72016027","20016049"
"8","30","91002","72017001","20017001"
"2","1","22002","72017001","20017002"
"8","30","91002","72017002","20017003"
"2","1","22002","72017002","20017004"
"8","30","91002","72017003","20017005"
"2","1","22002","72017003","20017006"
"8","30","91002","72017004","20017007"
"2","1","22002","72017004","20017008"
"8","30","91002","72017005","20017009"
"2","1","22002","72017005","20017010"
"8","30","91002","72017006","20017011"
"2","1","22002","72017006","20017012"
"8","30","91002","72017007","20017013"
"2","1","22002","72017007","20017014"
"8","30","91002","72017008","20017015"
"2","1","22002","72017008","20017016"
"8","30","91002","72017009","20017017"
"2","1","22002","72017009","20017018"
"8","30","91002","72017010","20017019"
"2","1","22002","72017010","20017020"
"8","30","91002","72017011","20017021"
"2","1","22002","72017011","20017022"
"8","30","91002","72017012","20017023"
"2","1","22002","72017012","20017024"
"8","30","91002","72017013","20017025"
"2","1","22002","72017013","20017026"
"8","30","91002","72017014","20017027"
"2","1","22002","72017014","20017028"
"8","200","91002","72017015","20017029"
"2","1","22002","72017015","20017030"
"8","60","91002","72017016","20017031"
"2","2","22002","72017016","20017032"
"8","60","91002","72017017","20017033"
"2","2","22002","72017017","20017034"
"8","60","91002","72017018","20017035"
"2","2","22002","72017018","20017036"
"8","60","91002","72017019","20017037"
"2","2","22002","72017019","20017038"
"8","300","91002","72017020","20017039"
"2","2","22002","72017020","20017040"
"2","5","31056","72017021","20017041"
"2","5","31040","72017021","20017042"
"2","5","31056","72017022","20017043"
"2","5","31040","72017022","20017044"
"2","10","31056","72017023","20017045"
"2","10","31040","72017023","20017046"
"8","30","91002","72018001","20018001"
"2","1","22002","72018001","20018002"
"8","30","91002","72018002","20018003"
"2","1","22002","72018002","20018004"
"8","30","91002","72018003","20018005"
"2","1","22002","72018003","20018006"
"8","30","91002","72018004","20018007"
"2","1","22002","72018004","20018008"
"8","30","91002","72018005","20018009"
"2","1","22002","72018005","20018010"
"8","30","91002","72018006","20018011"
"2","1","22002","72018006","20018012"
"8","30","91002","72018007","20018013"
"2","1","22002","72018007","20018014"
"8","30","91002","72018008","20018015"
"2","1","22002","72018008","20018016"
"8","30","91002","72018009","20018017"
"2","1","22002","72018009","20018018"
"8","30","91002","72018010","20018019"
"2","1","22002","72018010","20018020"
"8","30","91002","72018011","20018021"
