0840ed054a5dd60f73c1ff73f4baf804e00049fa361cb2f2dc146b528427e5fa,7adf5accb36361d3e92bbc94467225d71fabcfeb277919fc1d7063c762385704,a98031e04a20d5a661897cc8dfdfcb386615227a1b81473164ee2eb6215a084e,83d2e179849f57399924b56109122da0ff66dd5d0740930a4dc56a7d72905d34,5a64230cdeaab521b3f4142f06c87e00ed1d9314c0b67d104d4163d8b3daa39c,e9343605a655b02a8c0c19e73a8ba950ca3c39168f8bbc370ae84e25f9527d20,4dcef4a388ba945cfec3f7d6991c3a86888b3490aeedc0a351f93dd5cd80c33b,ea1debad32ccf66044fa7551bc35b93bab0ff58fabb00fe9897566b218d36eb7,17eb535d6af206317f61a6775c7c83c305cba4e65748bfc7c43cde1d4dbfedb6,73667cfbe06b12c54f7a3eae654ea7f68473c33cab588933db041540ef1d43dd,6b34d3c84ba1f62fe2ee625a50df95eccf235d60df217768ccc2d48a3e932a84,04f9c79a0a64aab4aa5022fc89cf096a6a0b683271947ca100a92b90f7b9b9ad,be0de0018f15cd5cf3518231d9a941602d95adcf5791dad65f84def21a0666fd,c751a3100c45222505ff2f47829736305085727a7bfbdd542f66b738dc181d18,a27af4bbb06fad0563488a1bb648d1d9e3104a89d06bc580d132ed60c7cd7259,77141812e906b80838f2b0920a0261cb3ff45f7a4a253bb0c63ff9d09ecc793c,b8aa8bb02f3ebc7fe43c227fde31bd6662b15ea0ce24435a4fc49f93c70cbd06,d1a86ed228acae5446f8242f0e3f3eaf1a1d630f96737fa7b7d8fa13430c7d05
"99651","630","32","0","0","0","0","0","0","","0","0","0","129","0","0","0",""
"99652","631","33","0","0","0","0","0","0","","0","0","0","117","0","0","0",""
"9319","632","1","5","0","0","0","0","0","","0","0","30","130","0","0","908",""
"9319","633","1","7","0","0","0","0","0","","0","0","0","131","0","0","0",""
"9432","634","2","6","0","0","0","0","0","","0","0","0","132","0","0","0",""
"9432","635","2","6","0","0","0","0","0","","0","0","0","133","0","0","0",""
"99658","637","34","0","0","0","0","0","0","","0","0","0","117","0","0","0",""
"99659","638","35","0","0","0","0","0","0","","0","0","0","134","0","0","0",""
"99660","639","36","0","0","0","0","0","0","","0","0","0","135","0","0","0",""
"99661","640","37","0","0","0","0","0","0","","0","0","0","136","0","0","0",""
"9319","641","1","5","0","0","0","0","0","","0","0","30","137","0","0","908",""
"9433","642","3","6","0","0","0","0","0","","0","0","0","138","0","0","0",""
"99669","643","34","0","0","0","0","0","0","","0","0","0","117","0","0","0",""
"99670","644","35","0","0","0","0","0","0","","0","0","0","134","0","0","0",""
"99671","645","36","0","0","0","0","0","0","","0","0","0","135","0","0","0",""
"99672","646","37","0","0","0","0","0","0","","0","0","0","136","0","0","0",""
"99674","648","2","6","0","0","0","0","0","","0","0","0","139","0","0","0",""
"9319","649","1","5","0","0","0","0","0","","0","0","30","140","0","0","908",""
"99677","650","5","6","0","0","0","0","0","","0","0","0","141","0","0","0",""
"9435","651","6","6","0","0","0","0","0","","0","0","0","142","0","0","0",""
"9435","652","7","6","0","0","0","0","0","","0","0","0","143","0","0","0",""
"9435","653","8","6","0","0","0","0","0","","0","0","0","144","0","0","0",""
"9435","654","9","6","0","0","0","0","0","","0","0","0","145","0","0","0",""
"9435","655","10","6","0","0","0","0","0","","0","0","0","146","0","0","0",""
"9319","656","1","5","0","0","0","0","0","","0","0","30","147","0","0","908",""
"9434","657","4","6","0","0","0","0","0","","0","0","0","148","0","0","0",""
"99687","659","34","0","0","0","0","0","0","","0","0","0","117","0","0","0",""
"99688","660","35","0","0","0","0","0","0","","0","0","0","134","0","0","0",""
"99689","661","37","0","0","0","0","0","0","","0","0","0","136","0","0","0",""
"9438","662","5","6","0","0","0","0","0","","0","0","0","149","0","0","0",""
"9434","663","4","6","0","0","0","0","0","","0","0","0","150","0","0","0",""
"9319","664","1","5","0","0","0","0","0","","0","0","30","151","0","0","908",""
"9437","665","6","6","0","0","0","0","0","","0","0","0","152","0","0","0",""
"99674","666","5","6","0","0","0","0","0","","0","0","0","139","0","0","0",""
"9435","667","7","6","0","0","0","0","0","","0","0","0","142","0","0","0",""
"9435","668","8","6","0","0","0","0","0","","0","0","0","143","0","0","0",""
"9435","669","9","6","0","0","0","0","0","","0","0","0","144","0","0","0",""
"9435","670","10","6","0","0","0","0","0","","0","0","0","145","0","0","0",""
"9435","671","11","6","0","0","0","0","0","","0","0","0","146","0","0","0",""
"9439","672","3","6","0","0","0","0","0","","0","0","0","153","0","0","0",""
