7a1de8e97d230f401b868464f58b3142c6a485e080759884b11d37f932e23995,cefff7592e82df8454aac6c818411710b6c1504bcc60e7e74dcc70c18a3e77ff,c258e3b70971d8147ceea4d077448a9c3927b96d50188a110011a1b1c11be5c2,907d46d3817d401722a329aefafcd5fcb2575fd96d19b3f2f1858fec5fb882eb,04e8b818d23302e44d7341d1ad6ede388ab46528f5d7eb1bee71d5f0358533fe,dd3e7f2e4c8044a107be987fdc602a0966cb886f25448cb2cafa1d57f4d8dd42,e75522674ae56491a09c7334f66692eac58934fad683d3688658242a3beac603,83cc5fddb70083f28eaa679295415d81a92c37d72d64a26ef5b1abe83b9494ce,4d01e24df0478bcfc59596c7501655f205b336451c58ab2d7ab972d2646d82f3
"502004409","0","2","-4","3","62","182","320040407","0.85"
"0","0","3","-49","2","13","183","320040407","0.65"
"0","0","1","0","1","-10","184","320040408","0.8"
"0","0","1","30","1","20","185","320040409","0.9"
"0","0","1","20","1","-25","186","320040410","1"
"502004503","0","1","-74","1","49","187","320040506","0.7"
"502004504","0","2","13","3","67","188","320040506","0.85"
"0","0","3","43.5","2","11","189","320040506","0.65"
"502004507","0","1","59","1","50","190","320040507","0.7"
"502004509","0","2","-4","3","62","191","320040507","0.85"
"0","0","3","-49","2","13","192","320040507","0.65"
"0","0","1","0","1","-10","193","320040508","0.8"
"0","0","1","30","1","20","194","320040509","0.9"
"0","0","1","20","1","-25","195","320040510","1"
"502005101","0","1","-74","2","40","196","320050106","0.7"
"502005103","0","2","13","3","67","197","320050106","1"
"0","0","3","43.5","1","11","198","320050106","0.65"
"502005106","0","1","59","2","50","199","320050107","0.7"
"502005108","0","2","30","3","62","200","320050107","0.9"
"0","0","3","-49","1","13","201","320050107","0.65"
"0","0","1","5","1","10","202","320050108","0.75"
"0","0","1","-10","1","10","203","320050109","0.75"
"0","0","1","20","1","-25","204","320050110","1"
"502005201","0","1","-74","2","40","205","320050206","0.7"
"502005203","0","2","13","3","67","206","320050206","1"
"0","0","3","43.5","1","11","207","320050206","0.65"
"502005206","0","1","59","2","50","208","320050207","0.7"
"502005208","0","2","30","3","62","209","320050207","0.9"
"0","0","3","-49","1","13","210","320050207","0.65"
"0","0","1","5","1","10","211","320050208","0.75"
"0","0","1","-10","1","10","212","320050209","0.75"
"0","0","1","20","1","-25","213","320050210","1"
"502005301","0","1","-74","2","40","214","320050306","0.7"
"502005303","0","2","13","3","67","215","320050306","1"
"0","0","3","43.5","1","11","216","320050306","0.65"
"502005306","0","1","59","2","50","217","320050307","0.7"
"502005308","0","2","30","3","62","218","320050307","0.9"
"0","0","3","-49","1","13","219","320050307","0.65"
"0","0","1","5","1","10","220","320050308","0.75"
"0","0","1","-10","1","10","221","320050309","0.75"
"0","0","1","20","1","-25","222","320050310","1"
"502005401","0","1","-74","2","40","223","320050406","0.7"
"502005403","0","2","13","3","67","224","320050406","1"
"0","0","3","43.5","1","11","225","320050406","0.65"
"502005406","0","1","59","2","50","226","320050407","0.7"
"502005408","0","2","30","3","62","227","320050407","0.9"
"0","0","3","-49","1","13","228","320050407","0.65"
"0","0","1","5","1","10","229","320050408","0.75"
"0","0","1","-10","1","10","230","320050409","0.75"
"0","0","1","20","1","-25","231","320050410","1"
"502005501","0","1","-74","2","40","232","320050506","0.7"
"502005503","0","2","13","3","67","233","320050506","1"
"0","0","3","43.5","1","11","234","320050506","0.65"
"502005506","0","1","59","2","50","235","320050507","0.7"
"502005508","0","2","30","3","62","236","320050507","0.9"
"0","0","3","-49","1","13","237","320050507","0.65"
"0","0","1","5","1","10","238","320050508","0.75"
"0","0","1","-10","1","10","239","320050509","0.75"
"0","0","1","20","1","-25","240","320050510","1"
"502006101","0","1","-74","2","40","241","320060106","0.7"
"502006103","0","2","13","3","67","242","320060106","0.7"
"0","0","3","43.5","1","11","243","320060106","0.65"
"502006106","0","1","59","2","50","244","320060107","0.7"
"502006108","0","2","30","3","62","245","320060107","0.9"
"0","0","3","-49","1","13","246","320060107","0.65"
"0","0","1","5","1","10","247","320060108","1"
"0","0","1","-10","1","10","248","320060109","1.2"
"0","0","1","20","1","-25","249","320060110","1"
"502006201","0","1","-74","2","40","250","320060206","0.7"
"502006203","0","2","13","3","67","251","320060206","0.7"
"0","0","3","43.5","1","11","252","320060206","0.65"
"502006206","0","1","59","2","50","253","320060207","0.7"
"502006208","0","2","30","3","62","254","320060207","0.9"
"0","0","3","-49","1","13","255","320060207","0.65"
"0","0","1","5","1","10","256","320060208","1"
"0","0","1","-10","1","10","257","320060209","1.2"
"0","0","1","20","1","-25","258","320060210","1"
"502006301","0","1","-74","2","40","259","320060306","0.7"
"502006303","0","2","13","3","67","260","320060306","0.7"
"0","0","3","43.5","1","11","261","320060306","0.65"
"502006306","0","1","59","2","50","262","320060307","0.7"
"502006308","0","2","30","3","62","263","320060307","0.9"
"0","0","3","-49","1","13","264","320060307","0.65"
"0","0","1","5","1","10","265","320060308","1"
"0","0","1","-10","1","10","266","320060309","1.2"
"0","0","1","20","1","-25","267","320060310","1"
"502006401","0","1","-74","2","40","268","320060406","0.7"
"502006403","0","2","13","3","67","269","320060406","0.7"
"0","0","3","43.5","1","11","270","320060406","0.65"
"502006406","0","1","59","2","50","271","320060407","0.7"
"502006408","0","2","30","3","62","272","320060407","0.9"
"0","0","3","-49","1","13","273","320060407","0.65"
"0","0","1","5","1","10","274","320060408","1"
"0","0","1","-10","1","10","275","320060409","1.2"
"0","0","1","20","1","-25","276","320060410","1"
"502006501","0","1","-74","2","40","277","320060506","0.7"
"502006503","0","2","13","3","67","278","320060506","0.7"
"0","0","3","43.5","1","11","279","320060506","0.65"
"502006506","0","1","59","2","50","280","320060507","0.7"
"502006508","0","2","30","3","62","281","320060507","0.9"
"0","0","3","-49","1","13","282","320060507","0.65"
"0","0","1","5","1","10","283","320060508","1"
"0","0","1","-10","1","10","284","320060509","1.2"
"0","0","1","20","1","-25","285","320060510","1"
"502007101","0","1","-74","2","40","286","320070106","0.7"
"502007103","0","2","43","3","67","287","320070106","0.7"
"0","0","3","43.5","1","11","288","320070106","0.65"
"502007106","0","1","59","2","50","289","320070107","0.7"
"502007108","0","2","30","3","62","290","320070107","0.9"
"0","0","3","-49","1","13","291","320070107","0.65"
"0","0","1","5","1","20","292","320070108","0.9"
"0","0","1","0","1","20","293","320070109","0.9"
"0","0","1","-20","1","-20","294","320070110","1"
"502007201","0","1","-74","2","40","295","320070206","0.7"
"502007203","0","2","43","3","67","296","320070206","0.7"
"0","0","3","43.5","1","11","297","320070206","0.65"
"502007206","0","1","59","2","50","298","320070207","0.7"
"502007208","0","2","30","3","62","299","320070207","0.9"
"0","0","3","-49","1","13","300","320070207","0.65"
"0","0","1","5","1","20","301","320070208","0.9"
"0","0","1","0","1","20","302","320070209","0.9"
"0","0","1","-20","1","-20","303","320070210","1"
"502007301","0","1","-74","2","40","304","320070306","0.7"
"502007303","0","2","43","3","67","305","320070306","0.7"
"0","0","3","43.5","1","11","306","320070306","0.65"
"502007306","0","1","59","2","50","307","320070307","0.7"
"502007308","0","2","30","3","62","308","320070307","0.9"
"0","0","3","-49","1","13","309","320070307","0.65"
"0","0","1","5","1","20","310","320070308","0.9"
"0","0","1","0","1","20","311","320070309","0.9"
"0","0","1","-20","1","-20","312","320070310","1"
"502007401","0","1","-74","2","40","313","320070406","0.7"
"502007403","0","2","43","3","67","314","320070406","0.7"
"0","0","3","43.5","1","11","315","320070406","0.65"
"502007406","0","1","59","2","50","316","320070407","0.7"
"502007408","0","2","30","3","62","317","320070407","0.9"
"0","0","3","-49","1","13","318","320070407","0.65"
"0","0","1","5","1","20","319","320070408","0.9"
"0","0","1","0","1","20","320","320070409","0.9"
"0","0","1","-20","1","-20","321","320070410","1"
"502007501","0","1","-74","2","40","322","320070506","0.7"
"502007503","0","2","43","3","67","323","320070506","0.7"
"0","0","3","43.5","1","11","324","320070506","0.65"
"502007506","0","1","59","2","50","325","320070507","0.7"
"502007508","0","2","30","3","62","326","320070507","0.9"
"0","0","3","-49","1","13","327","320070507","0.65"
"0","0","1","5","1","20","328","320070508","0.9"
"0","0","1","0","1","20","329","320070509","0.9"
"0","0","1","-20","1","-20","330","320070510","1"
"502008101","0","1","-74","2","40","331","320080106","0.7"
"502008103","0","2","43","3","67","332","320080106","0.9"
"0","0","3","43.5","1","11","333","320080106","0.65"
"502008106","0","1","59","2","50","334","320080107","0.7"
"502008108","0","2","30","3","62","335","320080107","0.9"
"0","0","3","-49","1","13","336","320080107","0.65"
"0","0","1","5","1","20","337","320080108","0.8"
"0","0","1","0","1","20","338","320080109","1.1"
"0","0","1","-20","1","-20","339","320080110","1"
"502008201","0","1","-74","2","40","340","320080206","0.7"
"502008203","0","2","43","3","67","341","320080206","0.9"
"0","0","3","43.5","1","11","342","320080206","0.65"
"502008206","0","1","59","2","50","343","320080207","0.7"
"502008208","0","2","30","3","62","344","320080207","0.9"
"0","0","3","-49","1","13","345","320080207","0.65"
"0","0","1","5","1","20","346","320080208","0.8"
"0","0","1","0","1","20","347","320080209","1.1"
"0","0","1","-20","1","-20","348","320080210","1"
"502008301","0","1","-74","2","40","349","320080306","0.7"
"502008303","0","2","43","3","67","350","320080306","0.9"
"0","0","3","43.5","1","11","351","320080306","0.65"
"502008306","0","1","59","2","50","352","320080307","0.7"
"502008308","0","2","30","3","62","353","320080307","0.9"
"0","0","3","-49","1","13","354","320080307","0.65"
"0","0","1","5","1","20","355","320080308","0.8"
"0","0","1","0","1","20","356","320080309","1.1"
"0","0","1","-20","1","-20","357","320080310","1"
"502008401","0","1","-74","2","40","358","320080406","0.7"
"502008403","0","2","43","3","67","359","320080406","0.9"
"0","0","3","43.5","1","11","360","320080406","0.65"
"502008406","0","1","59","2","50","361","320080407","0.7"
"502008408","0","2","30","3","62","362","320080407","0.9"
"0","0","3","-49","1","13","363","320080407","0.65"
"0","0","1","5","1","20","364","320080408","0.8"
"0","0","1","0","1","20","365","320080409","1.1"
"0","0","1","-20","1","-20","366","320080410","1"
"502008501","0","1","-74","2","40","367","320080506","0.7"
"502008503","0","2","43","3","67","368","320080506","0.9"
"0","0","3","43.5","1","11","369","320080506","0.65"
"502008506","0","1","59","2","50","370","320080507","0.7"
"502008508","0","2","30","3","62","371","320080507","0.9"
"0","0","3","-49","1","13","372","320080507","0.65"
"0","0","1","5","1","20","373","320080508","0.8"
"0","0","1","0","1","20","374","320080509","1.1"
"0","0","1","-20","1","-20","375","320080510","1"
"502009101","0","1","-74","2","40","376","320090106","0.7"
"502009103","0","2","13","3","67","377","320090106","1"
"0","0","3","43.5","1","11","378","320090106","0.65"
"502009106","0","1","-68","2","50","379","320090107","0.7"
"502009108","0","2","30","3","62","380","320090107","0.9"
"0","0","3","29","1","13","381","320090107","0.65"
"0","0","1","5","1","10","382","320090108","0.75"
"0","0","1","0","1","10","383","320090109","1"
"0","0","1","-20","1","-20","384","320090110","1"
"502009201","0","1","-74","2","40","385","320090206","0.7"
"502009203","0","2","13","3","67","386","320090206","1"
"0","0","3","43.5","1","11","387","320090206","0.65"
"502009206","0","1","-68","2","50","388","320090207","0.7"
"502009208","0","2","30","3","62","389","320090207","0.9"
"0","0","3","29","1","13","390","320090207","0.65"
"0","0","1","5","1","10","391","320090208","0.75"
"0","0","1","0","1","10","392","320090209","1"
"0","0","1","-20","1","-20","393","320090210","1"
"502009301","0","1","-74","2","40","394","320090306","0.7"
"502009303","0","2","13","3","67","395","320090306","1"
"0","0","3","43.5","1","11","396","320090306","0.65"
"502009306","0","1","-68","2","50","397","320090307","0.7"
"502009308","0","2","30","3","62","398","320090307","0.9"
"0","0","3","29","1","13","399","320090307","0.65"
"0","0","1","5","1","10","400","320090308","0.75"
"0","0","1","0","1","10","401","320090309","1"
"0","0","1","-20","1","-20","402","320090310","1"
"502009401","0","1","-74","2","40","403","320090406","0.7"
"502009403","0","2","13","3","67","404","320090406","1"
"0","0","3","43.5","1","11","405","320090406","0.65"
"502009406","0","1","-68","2","50","406","320090407","0.7"
"502009408","0","2","30","3","62","407","320090407","0.9"
"0","0","3","29","1","13","408","320090407","0.65"
"0","0","1","5","1","10","409","320090408","0.75"
"0","0","1","0","1","10","410","320090409","1"
"0","0","1","-20","1","-20","411","320090410","1"
"502009501","0","1","-74","2","40","412","320090506","0.7"
"502009503","0","2","13","3","67","413","320090506","1"
"0","0","3","43.5","1","11","414","320090506","0.65"
"502009506","0","1","-68","2","50","415","320090507","0.7"
"502009508","0","2","30","3","62","416","320090507","0.9"
"0","0","3","29","1","13","417","320090507","0.65"
"0","0","1","5","1","10","418","320090508","0.75"
"0","0","1","0","1","10","419","320090509","1"
"0","0","1","-20","1","-20","420","320090510","1"
"502010101","0","1","-74","2","40","421","320100106","0.7"
"502010103","0","2","13","3","67","422","320100106","1"
"0","0","3","43.5","1","11","423","320100106","0.65"
"502010106","0","1","-68","2","50","424","320100107","0.7"
"502010108","0","2","30","3","62","425","320100107","0.9"
"0","0","3","29","1","13","426","320100107","0.65"
"0","0","1","40","1","60","427","320100108","0.9"
"0","0","1","0","1","10","428","320100109","1"
"0","0","1","-20","1","-35","429","320100110","1"
"502010201","0","1","-74","2","40","430","320100206","0.7"
"502010203","0","2","13","3","67","431","320100206","1"
"0","0","3","43.5","1","11","432","320100206","0.65"
"502010206","0","1","-68","2","50","433","320100207","0.7"
"502010208","0","2","30","3","62","434","320100207","0.9"
"0","0","3","29","1","13","435","320100207","0.65"
"0","0","1","40","1","60","436","320100208","0.9"
"0","0","1","0","1","10","437","320100209","1"
"0","0","1","-20","1","-35","438","320100210","1"
"502010301","0","1","-74","2","40","439","320100306","0.7"
"502010303","0","2","13","3","67","440","320100306","1"
"0","0","3","43.5","1","11","441","320100306","0.65"
"502010306","0","1","-68","2","50","442","320100307","0.7"
"502010308","0","2","30","3","62","443","320100307","0.9"
"0","0","3","29","1","13","444","320100307","0.65"
"0","0","1","40","1","60","445","320100308","0.9"
"0","0","1","0","1","10","446","320100309","1"
"0","0","1","-20","1","-35","447","320100310","1"
"502010401","0","1","-74","2","40","448","320100406","0.7"
"502010403","0","2","13","3","67","449","320100406","1"
"0","0","3","43.5","1","11","450","320100406","0.65"
"502010406","0","1","-68","2","50","451","320100407","0.7"
"502010408","0","2","30","3","62","452","320100407","0.9"
"0","0","3","29","1","13","453","320100407","0.65"
"0","0","1","40","1","60","454","320100408","0.9"
"0","0","1","0","1","10","455","320100409","1"
"0","0","1","-20","1","-35","456","320100410","1"
"502010501","0","1","-74","2","40","457","320100506","0.7"
"502010503","0","2","13","3","67","458","320100506","1"
"0","0","3","43.5","1","11","459","320100506","0.65"
"502010506","0","1","-68","2","50","460","320100507","0.7"
"502010508","0","2","30","3","62","461","320100507","0.9"
"0","0","3","29","1","13","462","320100507","0.65"
"0","0","1","40","1","60","463","320100508","0.9"
"0","0","1","0","1","10","464","320100509","1"
"0","0","1","-20","1","-35","465","320100510","1"
"502011101","0","1","-74","2","40","466","320110106","0.7"
"502011103","0","2","13","3","67","467","320110106","1"
"0","0","3","43.5","1","11","468","320110106","0.65"
"502011106","0","1","-98","2","50","469","320110107","0.7"
"502011108","0","2","0","3","72","470","320110107","1.1"
"0","0","3","49","1","13","471","320110107","0.65"
"0","0","1","-40","1","30","472","320110108","0.75"
"0","0","1","20","1","50","473","320110109","1.2"
"0","0","1","-20","1","-35","474","320110110","1.1"
"502011201","0","1","-74","2","40","475","320110206","0.7"
"502011203","0","2","13","3","67","476","320110206","1"
"0","0","3","43.5","1","11","477","320110206","0.65"
"502011206","0","1","-98","2","50","478","320110207","0.7"
"502011208","0","2","0","3","72","479","320110207","1.1"
"0","0","3","49","1","13","480","320110207","0.65"
"0","0","1","-40","1","30","481","320110208","0.75"
"0","0","1","20","1","50","482","320110209","1.2"
"0","0","1","-20","1","-35","483","320110210","1.1"
"502011301","0","1","-74","2","40","484","320110306","0.7"
"502011303","0","2","13","3","67","485","320110306","1"
"0","0","3","43.5","1","11","486","320110306","0.65"
"502011306","0","1","-98","2","50","487","320110307","0.7"
"502011308","0","2","0","3","72","488","320110307","1.1"
"0","0","3","49","1","13","489","320110307","0.65"
"0","0","1","-40","1","30","490","320110308","0.75"
"0","0","1","20","1","50","491","320110309","1.2"
"0","0","1","-20","1","-35","492","320110310","1.1"
"502011401","0","1","-74","2","40","493","320110406","0.7"
"502011403","0","2","13","3","67","494","320110406","1"
"0","0","3","43.5","1","11","495","320110406","0.65"
"502011406","0","1","-98","2","50","496","320110407","0.7"
"502011408","0","2","0","3","72","497","320110407","1.1"
"0","0","3","49","1","13","498","320110407","0.65"
"0","0","1","-40","1","30","499","320110408","0.75"
"0","0","1","20","1","50","500","320110409","1.2"
"0","0","1","-20","1","-35","501","320110410","1.1"
"502011501","0","1","-74","2","40","502","320110506","0.7"
"502011503","0","2","13","3","67","503","320110506","1"
"0","0","3","43.5","1","11","504","320110506","0.65"
"502011506","0","1","-98","2","50","505","320110507","0.7"
"502011508","0","2","0","3","72","506","320110507","1.1"
"0","0","3","49","1","13","507","320110507","0.65"
"0","0","1","-40","1","30","508","320110508","0.75"
"0","0","1","20","1","50","509","320110509","1.2"
"0","0","1","-20","1","-35","510","320110510","1.1"
"502012101","0","1","-74","2","40","511","320120106","0.7"
"502012103","0","2","10","3","67","512","320120106","1"
"0","0","3","43.5","1","11","513","320120106","0.65"
"502012106","0","1","-98","2","50","514","320120107","0.7"
"502012108","0","2","0","3","72","515","320120107","1"
"0","0","3","49","1","13","516","320120107","0.65"
"0","0","1","10","1","30","517","320120108","1.2"
"0","0","1","40","1","40","518","320120109","0.9"
"0","0","1","-20","1","-35","519","320120110","1.1"
"502012201","0","1","-74","2","40","520","320120206","0.7"
"502012203","0","2","10","3","67","521","320120206","1"
