7e4da85668feef5e0dac465480c367bc0bee8a169627add11468203f0f18e5cf,b1ca9a0a1e627922ecb4dc829ca8337add5857df55580051f4b051a4d7ce1ffc,7a02fc45544d02b386fe6fb44884f1b787227d94b4ae4d3f31244fc2125b42ec,b46ec4a3832a87081aeea33e22554d202b41ec4173899c7300190c2370d38c09,22112645ed6665ce738d92f3b3d35bc98bd4de16f3e71cdc8cd8ebcb19b049de,580377ba8fb4d11c498d4d3d9963379a3d08f6dcf9b0056eec6c028c9be41cf9,465d6c77769978caa98ac7672ec6b3c29a29b5d57becaa1a2c07430018c8f94a,7c9dfe6eaab1f2bfa56d3d7158055075eb3adfcb78b7cdf16a006560239299d7,4fd8484e0c221218dd74de57a240f506171b9b1c777008d811bcf4c5e70207a5,b81c50b6605b42144c9158b9496398049561935538a24239dca08d5b9cf15a64,641a813dfd3fd1ce7317f2bf5b763a909cf9442fcf762d9fbed1b2d5b233c2fe,285ca12227488843260502a2c8a0faa2a47516e4cbae130d2f3880ff81a14960,bf67ae33216984764d2d7e9775c8696a7d4342591fa495f9d618a2daaf67cf6f,23814ca29c52cb35ab7c7371559551cb2e4e571854413fee843dc42bda44d038,9e32ce690099f5f0a1f248c85c5f7016946432c8b4c5b33b8ae9fc84b8f69370
"2211","221","2212","1","1","2213","0","22","0","0","-25","100","2023/03/08 05:00:00","0","2816"
"2311","231","2312","1","1","2313","0","23","0","0","-66","100","2023/03/09 05:00:00","0","2816"
"2411","241","2412","1","1","2413","0","24","0","0","-107","100","2023/03/10 05:00:00","0","2816"
"2511","251","2512","1","1","2513","0","25","0","0","-149","100","2023/03/11 05:00:00","0","2816"
"2611","261","2612","1","1","2613","0","26","0","0","-188","100","2023/03/12 05:00:00","0","2816"
"2711","271","2712","1","1","2713","0","27","0","0","-96","100","2023/03/13 05:00:00","0","2816"
"2811","281","2812","1","1","2813","0","28","0","0","-133","100","2023/03/14 05:00:00","0","2816"
"2911","291","2912","1","1","2913","0","29","0","0","-174","100","2023/03/15 05:00:00","0","2816"
"3011","301","3012","1","1","3013","0","30","0","0","-230","100","2023/03/16 05:00:00","0","2816"
"3111","311","3112","1","1","3113","0","31","0","0","-272","100","2023/03/17 05:00:00","0","2816"
"3211","321","3212","1","1","3213","0","32","0","0","-313","100","2023/03/18 05:00:00","0","2816"
"3311","331","3312","1","1","3313","0","33","0","0","-240","100","2023/03/19 05:00:00","0","2816"
"3411","341","3412","1","1","3413","0","34","0","0","-260","100","2023/03/20 05:00:00","0","2816"
"3511","351","3512","1","1","3513","0","35","0","0","-280","100","2023/03/21 05:00:00","0","2816"
"3611","361","3612","1","1","3613","0","36","0","0","-354","100","2023/03/22 05:00:00","0","2816"
"3711","371","3712","1","1","3713","0","37","0","0","-395","100","2023/03/23 05:00:00","0","2816"
"3811","381","3812","1","1","3813","0","38","0","0","-436","100","2023/03/24 05:00:00","0","2816"
"3911","391","3912","1","1","3913","0","39","0","0","-477","100","2023/03/25 05:00:00","0","2816"
"4011","401","4012","1","1","4013","0","40","0","0","-400","100","2023/03/26 05:00:00","0","2816"
"4111","411","4112","1","1","4113","0","41","0","0","-438","100","2023/03/27 05:00:00","0","2816"
"4211","421","4212","1","1","4213","0","42","0","0","0","100","2023/03/28 05:00:00","0","2816"
"4311","431","4312","2","2","4313","0","43","0","0","371","200","2023/03/29 05:00:00","0","2816"
"4411","441","4412","2","2","4413","0","44","0","0","343","200","2023/03/30 05:00:00","0","2816"
"4511","451","4512","2","2","4513","9105803","45","0","105801","260","200","2023/03/31 05:00:00","0","2816"
"4611","461","4612","2","2","4613","0","46","0","0","313","200","2023/04/01 05:00:00","0","2816"
"4711","471","4712","2","2","4713","0","47","0","0","285","200","2023/04/02 05:00:00","0","2816"
"4811","481","4812","2","2","4813","9102003","48","0","102001","260","200","2023/04/03 05:00:00","0","2816"
"4911","491","4912","2","2","4913","0","49","0","0","257","200","2023/04/04 05:00:00","0","2816"
"5011","501","5012","2","2","5013","9100203","50","0","100201","173","200","2023/04/05 05:00:00","0","2816"
"5111","511","5112","2","2","5113","0","51","0","0","227","200","2023/04/06 05:00:00","0","2816"
"5211","521","5212","2","2","5213","9105503","52","0","105501","57","200","2023/04/07 05:00:00","0","2816"
"5311","531","5312","2","2","5313","0","53","0","0","197","200","2023/04/08 05:00:00","0","2816"
"5411","541","5412","2","2","5413","0","54","0","0","169","200","2023/04/09 05:00:00","0","2816"
"5511","551","5512","2","2","5513","9101603","55","0","101601","-55","200","2023/04/10 05:00:00","0","2816"
"5611","561","5612","2","2","5613","0","56","0","0","141","200","2023/04/11 05:00:00","0","2816"
"5711","571","5712","2","2","5713","0","57","0","0","111","200","2023/04/12 05:00:00","0","2816"
"5811","581","5812","2","2","5813","0","58","0","0","81","200","2023/04/13 05:00:00","0","2816"
"5911","591","5912","2","2","5913","0","59","0","0","53","200","2023/04/14 05:00:00","0","2816"
"6011","601","6012","2","2","6013","0","60","0","0","-180","200","2023/04/15 05:00:00","0","2816"
"6111","611","6112","2","2","6113","0","61","0","0","-210","200","2023/04/16 05:00:00","0","2816"
"6211","621","6212","2","2","6213","9106703","62","0","106701","-221","200","2023/04/17 05:00:00","0","2816"
"6311","631","6312","2","2","6313","0","63","0","0","24","200","2023/04/18 05:00:00","0","2816"
"6411","641","6412","2","2","6413","0","64","0","0","-6","200","2023/04/19 05:00:00","0","2816"
"6511","651","6512","2","2","6513","0","65","0","0","-33","200","2023/04/20 05:00:00","0","2816"
"6611","661","6612","2","2","6613","0","66","0","0","-63","200","2023/04/21 05:00:00","0","2816"
"6711","671","6712","2","2","6713","0","67","0","0","-91","200","2023/04/22 05:00:00","0","2816"
"6811","681","6812","2","2","6813","0","68","0","0","-121","200","2023/04/23 05:00:00","0","2816"
"6911","691","6912","2","2","6913","0","69","0","0","-150","200","2023/04/24 05:00:00","0","2816"
"7011","701","7012","2","2","7013","0","70","0","0","-180","200","2023/04/25 05:00:00","0","2816"
"7111","711","7112","2","2","7113","0","71","0","0","-208","200","2023/04/26 05:00:00","0","2816"
"7211","721","7212","2","2","7213","0","72","0","0","-236","200","2023/04/27 05:00:00","0","2816"
"7311","731","7312","2","2","7313","0","73","0","0","-266","200","2023/04/28 05:00:00","0","2816"
"7411","741","7412","2","2","7413","0","74","0","0","-295","200","2023/04/29 05:00:00","0","2816"
"7511","751","7512","2","2","7513","0","75","0","0","-360","200","2023/04/30 05:00:00","1","2816"
"7611","761","7612","3","1","7613","0","76","0","0","344","100","2023/05/01 05:00:00","0","2816"
"7711","771","7712","3","1","7713","0","77","0","0","306","100","2023/05/02 05:00:00","0","2816"
"7811","781","7812","3","1","7813","0","78","0","0","390","100","2023/05/03 05:00:00","0","2816"
"7911","791","7912","3","1","7913","0","79","0","0","267","100","2023/05/04 05:00:00","0","2816"
"8011","801","8012","3","1","8013","9104403","80","0","104401","254","100","2023/05/05 05:00:00","0","2816"
"8111","811","8112","3","1","8113","0","81","0","0","230","100","2023/05/06 05:00:00","0","2816"
"8211","821","8212","3","1","8213","0","82","0","0","192","100","2023/05/07 05:00:00","0","2816"
"8311","831","8312","3","1","8313","0","83","0","0","284","100","2023/05/08 05:00:00","0","2816"
"8411","841","8412","3","1","8413","0","84","0","0","153","100","2023/05/09 05:00:00","0","2816"
"8511","851","8512","3","1","8513","9102303","85","0","102301","0","100","2023/05/10 05:00:00","0","2816"
"8611","861","8612","3","1","8613","9105903","86","0","105901","-207","100","2023/05/11 05:00:00","0","2816"
"8711","871","8712","3","1","8713","0","87","0","0","116","100","2023/05/12 05:00:00","0","2816"
"8811","881","8812","3","1","8813","0","88","0","0","78","100","2023/05/13 05:00:00","0","2816"
"8911","891","8912","3","1","8913","0","89","0","0","173","100","2023/05/14 05:00:00","0","2816"
"9011","901","9012","3","1","9013","0","90","0","0","145","100","2023/05/15 05:00:00","0","2816"
"9111","911","9112","3","1","9113","0","91","0","0","40","100","2023/05/16 05:00:00","0","2816"
"9211","921","9212","3","1","9213","0","92","0","0","0","100","2023/05/17 05:00:00","0","2816"
"9311","931","9312","3","1","9313","0","93","0","0","-36","100","2023/05/18 05:00:00","0","2816"
"9411","941","9412","3","1","9413","0","94","0","0","-75","100","2023/05/19 05:00:00","0","2816"
"9511","951","9512","3","1","9513","0","95","0","0","-111","100","2023/05/20 05:00:00","0","2816"
"9611","961","9612","3","1","9613","0","96","0","0","-113","100","2023/05/21 05:00:00","0","2816"
"9711","971","9712","3","1","9713","0","97","0","0","-150","100","2023/05/22 05:00:00","0","2816"
"9811","981","9812","3","1","9813","0","98","0","0","-226","100","2023/05/23 05:00:00","0","2816"
"9911","991","9912","3","1","9913","0","99","0","0","0","100","2023/05/24 05:00:00","0","2816"
"10011","1001","10012","3","1","10013","0","100","0","0","-70","100","2023/05/25 05:00:00","0","2816"
"10111","1011","10112","3","1","10113","0","101","0","0","-171","100","2023/05/26 05:00:00","0","2816"
"10211","1021","10212","3","1","10213","0","102","0","0","-263","100","2023/05/27 05:00:00","0","2816"
"10311","1031","10312","3","1","10313","0","103","0","0","-302","100","2023/05/28 05:00:00","0","2816"
"10411","1041","10412","3","1","10413","0","104","0","0","-245","100","2023/05/29 05:00:00","0","2816"
"10511","1051","10512","3","1","10513","0","105","0","0","-318","100","2023/05/30 05:00:00","0","2816"
"10611","1061","10612","3","1","10613","0","106","0","0","-348","100","2023/05/31 05:00:00","1","2816"
"10711","1071","10712","4","0","10713","0","107","0","0","328","300","2023/06/01 05:00:00","0","2816"
"10811","1081","10812","4","0","10813","0","108","0","0","287","300","2023/06/02 05:00:00","0","2816"
"10911","1091","10912","4","0","10913","9104203","109","0","104201","220","300","2023/06/03 05:00:00","0","2816"
"11011","1101","11012","4","0","11013","0","110","0","0","360","300","2023/06/04 05:00:00","0","2816"
"11111","1111","11112","4","0","11113","0","111","0","0","324","300","2023/06/05 05:00:00","0","2816"
"11211","1121","11212","4","0","11213","9104003","112","0","104001","110","300","2023/06/06 05:00:00","0","2816"
"11311","1131","11312","4","0","11313","0","113","0","0","246","300","2023/06/07 05:00:00","0","2816"
"11411","1141","11412","4","0","11413","0","114","0","0","205","300","2023/06/08 05:00:00","0","2816"
"11511","1151","11512","4","0","11513","9102103","115","0","102101","-70","300","2023/06/09 05:00:00","0","2816"
"11611","1161","11612","4","0","11613","0","116","0","0","334","300","2023/06/10 05:00:00","0","2816"
"11711","1171","11712","4","0","11713","0","117","0","0","280","300","2023/06/11 05:00:00","0","2816"
"11811","1181","11812","4","0","11813","0","118","0","0","164","300","2023/06/12 05:00:00","0","2816"
"11911","1191","11912","4","0","11913","0","119","0","0","123","300","2023/06/13 05:00:00","0","2816"
"12011","1201","12012","4","0","12013","0","120","0","0","82","300","2023/06/14 05:00:00","0","2816"
"12111","1211","12112","4","0","12113","0","121","0","0","122","300","2023/06/15 05:00:00","0","2816"
"12211","1221","12212","4","0","12213","0","122","0","0","92","300","2023/06/16 05:00:00","0","2816"
"12311","1231","12312","4","0","12313","9106303","123","0","106301","-100","300","2023/06/17 05:00:00","0","2816"
"12411","1241","12412","4","0","12413","0","124","0","0","41","300","2023/06/18 05:00:00","0","2816"
"12511","1251","12512","4","0","12513","0","125","0","0","0","300","2023/06/19 05:00:00","0","2816"
"12611","1261","12612","4","0","12613","0","126","0","0","70","300","2023/06/20 05:00:00","0","2816"
"12711","1271","12712","4","0","12713","0","127","0","0","31","300","2023/06/21 05:00:00","0","2816"
"12811","1281","12812","4","0","12813","0","128","0","0","-41","300","2023/06/22 05:00:00","0","2816"
"12911","1291","12912","4","0","12913","0","129","0","0","-82","300","2023/06/23 05:00:00","0","2816"
"13011","1301","13012","4","0","13013","0","130","0","0","-123","300","2023/06/24 05:00:00","0","2816"
"13111","1311","13112","4","0","13113","9106503","131","0","106501","-180","300","2023/06/25 05:00:00","0","2816"
"13211","1321","13212","4","0","13213","0","132","0","0","-164","300","2023/06/26 05:00:00","0","2816"
"13311","1331","13312","4","0","13313","0","133","0","0","-205","300","2023/06/27 05:00:00","0","2816"
"13411","1341","13412","4","0","13413","0","134","0","0","-246","300","2023/06/28 05:00:00","0","2816"
"13511","1351","13512","4","0","13513","0","135","0","0","-287","300","2023/06/29 05:00:00","0","2816"
"13611","1361","13612","4","0","13613","0","136","0","0","-370","300","2023/06/30 05:00:00","1","2816"
"13711","1371","13712","5","3","13713","0","137","0","0","357","400","2023/07/01 05:00:00","0","2816"
"13811","1381","13812","5","3","13813","0","138","0","0","319","400","2023/07/02 05:00:00","0","2816"
"13911","1391","13912","5","3","13913","0","139","0","0","330","400","2023/07/03 05:00:00","0","2816"
"14011","1401","14012","5","3","14013","0","140","0","0","305","400","2023/07/04 05:00:00","0","2816"
"14111","1411","14112","5","3","14113","9100903","141","0","100901","310","400","2023/07/05 05:00:00","0","2816"
"14211","1421","14212","5","3","14213","0","142","0","0","282","400","2023/07/06 05:00:00","0","2816"
"14311","1431","14312","5","3","14313","9101703","143","0","101701","133","400","2023/07/07 05:00:00","0","2816"
"14411","1441","14412","5","3","14413","0","144","0","0","246","400","2023/07/08 05:00:00","0","2816"
"14511","1451","14512","5","3","14513","0","145","0","0","209","400","2023/07/09 05:00:00","0","2816"
"14611","1461","14612","5","3","14613","0","146","0","0","172","400","2023/07/10 05:00:00","0","2816"
"14711","1471","14712","5","3","14713","9105603","147","0","105601","129","400","2023/07/11 05:00:00","0","2816"
"14811","1481","14812","5","3","14813","0","148","0","0","134","400","2023/07/12 05:00:00","0","2816"
"14911","1491","14912","5","3","14913","0","149","0","0","97","400","2023/07/13 05:00:00","0","2816"
"15011","1501","15012","5","3","15013","0","150","0","0","60","400","2023/07/14 05:00:00","0","2816"
"15111","1511","15112","5","3","15113","0","151","0","0","22","400","2023/07/15 05:00:00","0","2816"
"15211","1521","15212","5","3","15213","0","152","0","0","-12","400","2023/07/16 05:00:00","0","2816"
"15311","1531","15312","5","3","15313","0","153","0","0","-49","400","2023/07/17 05:00:00","0","2816"
"15411","1541","15412","5","3","15413","0","154","0","0","-86","400","2023/07/18 05:00:00","0","2816"
"15511","1551","15512","5","3","15513","0","155","0","0","-29","400","2023/07/19 05:00:00","0","2816"
"15611","1561","15612","5","3","15613","0","156","0","0","-55","400","2023/07/20 05:00:00","0","2816"
"15711","1571","15712","5","3","15713","0","157","0","0","-124","400","2023/07/21 05:00:00","0","2816"
"15811","1581","15812","5","3","15813","0","158","0","0","-161","400","2023/07/22 05:00:00","0","2816"
"15911","1591","15912","5","3","15913","0","159","0","0","-199","400","2023/07/23 05:00:00","0","2816"
"16011","1601","16012","5","3","16013","0","160","0","0","-235","400","2023/07/24 05:00:00","0","2816"
"16111","1611","16112","5","3","16113","9106803","161","0","106801","0","400","2023/07/25 05:00:00","0","2816"
"16211","1621","16212","5","3","16213","0","162","0","0","-272","400","2023/07/26 05:00:00","0","2816"
"16311","1631","16312","5","3","16313","0","163","0","0","-309","400","2023/07/27 05:00:00","0","2816"
"16411","1641","16412","5","3","16413","9105303","164","0","105301","-172","400","2023/07/28 05:00:00","0","2816"
"16511","1651","16512","5","3","16513","0","165","0","0","-299","400","2023/07/29 05:00:00","0","2816"
"16611","1661","16612","5","3","16613","9102703","166","0","102701","-233","400","2023/07/30 05:00:00","0","2816"
"16711","1671","16712","5","3","16713","0","167","0","0","-356","400","2023/07/31 05:00:00","1","2816"
"16811","1681","16812","6","3","16813","0","168","0","0","306","400","2023/08/01 05:00:00","0","2816"
"16911","1691","16912","6","3","16913","0","169","0","0","226","400","2023/08/02 05:00:00","0","2816"
"17011","1701","17012","6","3","17013","0","170","0","0","146","400","2023/08/03 05:00:00","0","2816"
"17111","1711","17112","6","3","17113","0","171","0","0","66","400","2023/08/04 05:00:00","0","2816"
"17211","1721","17212","6","3","17213","0","172","0","0","-14","400","2023/08/05 05:00:00","0","2816"
"17311","1731","17312","6","3","17313","0","173","0","0","-94","400","2023/08/06 05:00:00","0","2816"
"17411","1741","17412","6","3","17413","9110803","174","0","110801","270","400","2023/08/07 05:00:00","0","2816"
"17511","1751","17512","6","3","17513","0","175","0","0","-174","400","2023/08/08 05:00:00","0","2816"
"17611","1761","17612","6","3","17613","9104303","176","0","104301","55","400","2023/08/09 05:00:00","0","2816"
"17711","1771","17712","6","3","17713","9100403","177","0","100401","50","400","2023/08/10 05:00:00","0","2816"
"17811","1781","17812","6","3","17813","9103703","178","0","103701","-120","400","2023/08/11 05:00:00","0","2816"
"17821","1782","17822","6","3","17823","9106103","179","0","106101","-210","400","2023/08/11 05:00:00","0","2816"
"17911","1791","17912","6","3","17913","0","180","0","0","-254","400","2023/08/12 05:00:00","0","2816"
"18011","1801","18012","6","3","18013","0","181","0","0","-369","400","2023/08/13 05:00:00","1","2816"
"18111","1811","18112","7","3","18113","9101803","182","0","101801","295","400","2023/08/14 05:00:00","0","2816"
"18211","1821","18212","7","3","18213","0","183","0","0","326","400","2023/08/15 05:00:00","0","2816"
"18311","1831","18312","7","3","18313","0","184","0","0","271","400","2023/08/16 05:00:00","0","2816"
"18411","1841","18412","7","3","18413","0","185","0","0","216","400","2023/08/17 05:00:00","0","2816"
"18511","1851","18512","7","3","18513","0","186","0","0","161","400","2023/08/18 05:00:00","0","2816"
"18611","1861","18612","7","3","18613","0","187","0","0","106","400","2023/08/19 05:00:00","0","2816"
"18711","1871","18712","7","3","18713","0","188","0","0","51","400","2023/08/20 05:00:00","0","2816"
"18811","1881","18812","7","3","18813","9101303","189","0","101301","150","400","2023/08/21 05:00:00","0","2816"
"18911","1891","18912","7","3","18913","0","190","0","0","-4","400","2023/08/22 05:00:00","0","2816"
"19011","1901","19012","7","3","19013","0","191","0","0","-59","400","2023/08/23 05:00:00","0","2816"
"19111","1911","19112","7","3","19113","0","192","0","0","-114","400","2023/08/24 05:00:00","0","2816"
"19211","1921","19212","7","3","19213","9101103","193","0","101101","5","400","2023/08/25 05:00:00","0","2816"
"19311","1931","19312","7","3","19313","0","194","0","0","-169","400","2023/08/26 05:00:00","0","2816"
"19411","1941","19412","7","3","19413","9100103","195","0","100101","-130","400","2023/08/27 05:00:00","0","2816"
"19511","1951","19512","7","3","19513","0","196","0","0","-224","400","2023/08/28 05:00:00","0","2816"
"19611","1961","19612","7","3","19613","0","197","0","0","-279","400","2023/08/29 05:00:00","0","2816"
"19711","1971","19712","7","3","19713","0","198","0","0","-369","400","2023/08/30 05:00:00","0","2816"
"19811","1981","19812","7","3","19813","9103003","199","0","103001","-250","400","2023/08/31 05:00:00","1","2816"
"19911","1991","19912","8","0","19913","0","200","0","0","571","500","2023/09/01 05:00:00","0","2816"
"20011","2001","20012","8","0","20013","9106003","201","0","106001","480","500","2023/09/02 05:00:00","0","2816"
"20111","2011","20112","8","0","20113","0","202","0","0","516","500","2023/09/03 05:00:00","0","2816"
"20211","2021","20212","8","0","20213","0","203","0","0","461","500","2023/09/04 05:00:00","0","2816"
"20311","2031","20312","8","0","20313","9101503","204","0","101501","390","500","2023/09/05 05:00:00","0","2816"
"20411","2041","20412","8","0","20413","0","205","0","0","406","500","2023/09/06 05:00:00","0","2816"
"20511","2051","20512","8","0","20513","9105403","206","0","105401","340","500","2023/09/07 05:00:00","0","2816"
"20611","2061","20612","8","0","20613","0","207","0","0","351","500","2023/09/08 05:00:00","0","2816"
"20711","2071","20712","8","0","20713","0","208","0","0","296","500","2023/09/09 05:00:00","0","2816"
"20811","2081","20812","8","0","20813","0","209","0","0","241","500","2023/09/10 05:00:00","0","2816"
"20911","2091","20912","8","0","20913","0","210","0","0","186","500","2023/09/11 05:00:00","0","2816"
"21011","2101","21012","8","0","21013","9118503","211","0","118501","170","500","2023/09/12 05:00:00","0","2816"
"21111","2111","21112","8","0","21113","0","212","0","0","131","500","2023/09/13 05:00:00","0","2816"
"21211","2121","21212","8","0","21213","0","213","0","0","76","500","2023/09/14 05:00:00","0","2816"
"21311","2131","21312","8","0","21313","9110903","214","0","110901","50","500","2023/09/15 05:00:00","0","2816"
"21411","2141","21412","8","0","21413","0","215","0","0","21","500","2023/09/16 05:00:00","0","2816"
"21511","2151","21512","8","0","21513","0","216","0","0","-34","500","2023/09/17 05:00:00","0","2816"
"21611","2161","21612","8","0","21613","0","217","0","0","-89","500","2023/09/18 05:00:00","0","2816"
"21711","2171","21712","8","0","21713","9118003","218","0","118001","-120","500","2023/09/19 05:00:00","0","2816"
"21811","2181","21812","8","0","21813","0","219","0","0","-144","500","2023/09/20 05:00:00","0","2816"
"21911","2191","21912","8","0","21913","0","220","0","0","-199","500","2023/09/21 05:00:00","0","2816"
"22011","2201","22012","8","0","22013","9101003","221","0","101001","-270","500","2023/09/22 05:00:00","0","2816"
"22111","2211","22112","8","0","22113","0","222","0","0","-254","500","2023/09/23 05:00:00","0","2816"
"22211","2221","22212","8","0","22213","0","223","0","0","-309","500","2023/09/24 05:00:00","0","2816"
"22311","2231","22312","8","0","22313","0","224","0","0","-364","500","2023/09/25 05:00:00","0","2816"
"22411","2241","22412","8","0","22413","0","225","0","0","-419","500","2023/09/26 05:00:00","0","2816"
"22511","2251","22512","8","0","22513","0","226","0","0","-474","500","2023/09/27 05:00:00","0","2816"
"22611","2261","22612","8","0","22613","0","227","0","0","-529","500","2023/09/28 05:00:00","0","2816"
"22711","2271","22712","8","0","22713","9106603","228","0","106601","-370","500","2023/09/29 05:00:00","0","2816"
"22811","2281","22812","8","0","22813","0","229","0","0","-579","500","2023/09/30 05:00:00","1","2816"
"22911","2291","22912","9","0","22913","0","230","0","0","383","500","2023/10/01 05:00:00","0","2816"
"23011","2301","23012","9","0","23013","0","231","0","0","339","500","2023/10/02 05:00:00","0","2816"
"23111","2311","23112","9","0","23113","0","232","0","0","296","500","2023/10/03 05:00:00","0","2816"
"23211","2321","23212","9","0","23213","9102803","233","0","102801","290","500","2023/10/04 05:00:00","0","2816"
"23311","2331","23312","9","0","23313","0","234","0","0","253","500","2023/10/05 05:00:00","0","2816"
"23411","2341","23412","9","0","23413","0","235","0","0","210","500","2023/10/06 05:00:00","0","2816"
"23511","2351","23512","9","0","23513","0","236","0","0","167","500","2023/10/07 05:00:00","0","2816"
"23611","2361","23612","9","0","23613","0","237","0","0","200","500","2023/10/08 05:00:00","0","2816"
"23711","2371","23712","9","0","23713","0","238","0","0","180","500","2023/10/09 05:00:00","0","2816"
"23811","2381","23812","9","0","23813","9100803","239","0","100801","130","500","2023/10/10 05:00:00","0","2816"
"23911","2391","23912","9","0","23913","0","240","0","0","125","500","2023/10/11 05:00:00","0","2816"
"24011","2401","24012","9","0","24013","0","241","0","0","83","500","2023/10/12 05:00:00","0","2816"
"24111","2411","24112","9","0","24113","0","242","0","0","100","500","2023/10/13 05:00:00","0","2816"
"24211","2421","24212","9","0","24213","0","243","0","0","80","500","2023/10/14 05:00:00","0","2816"
"24311","2431","24312","9","0","24313","0","244","0","0","41","500","2023/10/15 05:00:00","0","2816"
"24411","2441","24412","9","0","24413","0","245","0","0","-1","500","2023/10/16 05:00:00","0","2816"
"24511","2451","24512","9","0","24513","0","246","0","0","-43","500","2023/10/17 05:00:00","0","2816"
"24611","2461","24612","9","0","24613","0","247","0","0","10","500","2023/10/18 05:00:00","0","2816"
"24711","2471","24712","9","0","24713","0","248","0","0","-10","500","2023/10/19 05:00:00","0","2816"
"24811","2481","24812","9","0","24813","0","249","0","0","-10","500","2023/10/20 05:00:00","0","2816"
"24911","2491","24912","9","0","24913","0","250","0","0","-40","500","2023/10/21 05:00:00","0","2816"
"25011","2501","25012","9","0","25013","0","251","0","0","-85","500","2023/10/22 05:00:00","0","2816"
"25111","2511","25112","9","0","25113","0","252","0","0","-127","500","2023/10/23 05:00:00","0","2816"
"25211","2521","25212","9","0","25213","9104903","253","0","104901","-130","500","2023/10/24 05:00:00","0","2816"
"25311","2531","25312","9","0","25313","9104703","254","0","104701","-270","500","2023/10/25 05:00:00","0","2816"
"25411","2541","25412","9","0","25413","0","255","0","0","-169","500","2023/10/26 05:00:00","0","2816"
"25511","2551","25512","9","0","25513","0","256","0","0","-211","500","2023/10/27 05:00:00","0","2816"
"25611","2561","25612","9","0","25613","0","257","0","0","-253","500","2023/10/28 05:00:00","0","2816"
"25711","2571","25712","9","0","25713","0","258","0","0","-295","500","2023/10/29 05:00:00","0","2816"
"25811","2581","25812","9","0","25813","0","259","0","0","-337","500","2023/10/30 05:00:00","0","2816"
"25911","2591","25912","9","0","25913","0","260","0","0","-379","500","2023/10/31 05:00:00","1","2816"
"26011","2601","26012","10","0","26013","0","261","0","0","600","500","2023/11/01 05:00:00","0","2816"
"26111","2611","26112","10","0","26113","0","262","0","0","560","500","2023/11/02 05:00:00","0","2816"
