a6c6c1f317735b015bf49729921b6fdc21bfd44b225d87a98e90ee0d474991ac,28db7bd973986dc3e43c15b8bc23edbea71013575833a566a9912a4bfe26e26c,506a47060a214e124a7a304c889809e23e97c0f29b38849a235391856cb80a91,6d899f24cddb66d546aeb794f5abf9c2110ef17cf12a01f2b530db9d0ffecad3,259e48475c6920c3fd187bae7e52a638e45c144cc066b4f36387767ac420a16e,833f974ccfa1609a1335da5934d706f4bc5c0e93cbe42e5ac54d86a07119c08e,89dee5cd63a51bd684b04bf57ea32fcfb6e7cd24204fa38cc9f7307428055bb7,eb7f3bc65370ccae4680fbbe7d048abea6d7489cbe17d6fa8d7fd83ca0c15619,c160ea96d94b8187bcf947385ce8a3117eb6996d7705926f8f8fa4de7b512fbd,671fd6f2187126088074e51cdc766ade2eb177060d738627350bab8861f99e2c,9f7656fd7e690050b376ad044fd97e39ddad76ac49ba08dea0b6a96f6797ed31,253ca9f46c10bafc6d3e45eb3248d2dd62281a20a49f16e1e510cdb956493d7c,4ef5a6c489f84206aa82048e4e0d1da9a7e4571302522ca254f712937649a227,65a8b264313fc5e17f5b5555d8a5a6c658cd0bae0075f4cc5febfbed488b52d2,49dd75ac34975ddebcd04ec324e2b7bda528d8ed480b103b87b6ff1931f47cfe,cdd4c2307ab1b77daa9ad7c15b406462ee1cb39123f495c9cb55f030c470f6d7,f0186b55d85d7b32d1f3e85ef2ccaa84895425bca2c30a6e4505c90631aad6e0,032d289b5c07849ee26a70cb3bbbd7fea81a4b2022565fdf5a1b632caf204a2c,59fa79873555f7e887a9226156f3bcfa2f24fd68a81519e456bfebdd30ce21d6,1ca06e952b0f816ccc921effeecd6c6d6a83d097c30eff370d5feec482a8bc03,7a657192893daf3dd8226c28643ce2ebb6bd315b9091c2eec1152d3b927c8102,c5a23323d1fae4960281c0ceb2b4d40ac5a6c7bbfb4cc9c37a672e365930d3fc,5cc9f6bda3ebc654a9b6bfe2af4862b3dad1e8199b503e19f620509773d04cd4,1820faa6cf6bbae1efba20ac634bf6f2a9ed6b83b5eafabd57eb1a29f8503382,17e6b319d560ff426169c21e459368c968822d2e1d5688b1fb4757153d8f095e,3d2563a4f92dc8ed3fb8479ee5e212c53138173dbb5d0c836b83941ee6af4f06,b27543c1590cff5ce575696181bb76438ee4dc0b951d0424f9f1313f0a3d439e,5dceeecf1c1baa1889f5ea3d4d0432eae355729fadeeb7f9d2c76ca6e93ef5eb,30e9e10eec8880b6416b5a5af5a3ea6c3241905e3caa9a197dbda34fe1cc1e30,ca74e5afa7e4ebeb77e64930fecf2ec0691d0e702d7064d96848f4acbc83590a,4a083254cba0e0d426583df565ac9ac4e85c9a0891a3a6990890c5c2bf5bd24d,951abf21bf6f8ed8e1ce13cf70e0e32e9126c94b94114ec872cf8a08255fcca7,57f96a53dd9ad8074be05fc08896956a1e4eb5d2c7a4042dee34c4078b4762a3,b21c39139414d96c7480c7b7c8d05218e99ee2b4198926bf55609d656c11e80b,36935ffb01ad46b5153e2fdb7745fefc0f449b4d4143e6652f08aa4e0af3bde5,bbd9140cd42576b5e126c17e787cb15ab7d92140c6aff64aa38bf6a23d59a224,865f7b2984e61354fef073f24f31dc150eb6660e78d0e33b47f62d1bf6fed726,0a5b58bcaa0f0d715503cfda71eb34db0cce6cba1bd42e6574e7eafc8a502a6e,f9bff33b370c6051d3d92317db4b4e8fbb563483199cec4a56e3ac6fa47d6a9b,84b72c55e67211bfac6678da6037ff9b6c1781b94a82cc0c865f46e2cb7abd4e,c91ae6ca4197c6cb1fcb28cf29fa48c185acea701eeb711106750edd419529ca,dbe814e933c404e9abc3cd0968c2e8ab129f972c05e3efc70a0d4063ed9e4595,7055c6067d66e6f0ca6f68099f7ac5a8eed12473ead668d7931d2ee49c961e05,710cc973b3668d091f8484c0ca3145735976827a787f2598c2f4cb10805c71f0,7ac7cfee08c4d0001857cc53113482dff6a2772f8b75a1ee97617d877352d410,0ece772b0fc9d3317086ee755bf9c9f911306004282e6f44eba15743bf44fe80,5df0818e0d0d6fa0921fb87ad7cf44e00b89d5a26e656adb24d9fd29d6b1db84
"20","0.8","610006001","510061","10006101","0","100000","0","770","bgm_M131","0","1000601","1","90","2019/02/22 15:59:59","0.03","0.6","81000605","120","0","0","10006101","1","BOSS戰(NORMAL)","5006301","1.5","bgm_M131","1","2019/02/01 12:00:00","1","0","-40","0","610006011","0","0","81000605","0","0","0","888","10006","0","0","0","0","14"
"30","0.8","610006002","510062","10006201","0","100000","0","450","bgm_M131","0","1000602","1","90","2019/02/22 15:59:59","0.03","0.6","81000606","120","0","0","10006201","1","BOSS戰(HARD)","5006302","1.5","bgm_M131","2","2019/02/01 12:00:00","1","0","-40","0","610006021","0","0","81000606","0","0","0","42","10006","0","0","0","0","14"
"30","0.8","610006003","510062","10006301","1","100000","0","450","bgm_M131","0","1000603","1","90","2019/02/22 15:59:59","0.03","0.6","81000606","120","0","0","10006201","1","Boss戰(VERYHARD)","5006308","1.5","bgm_M131","3","2019/02/01 12:00:00","1","0","-40","0","610006031","0","0","81000606","0","0","0","500","10006","0","0","0","0","-60"
"20","1","610007001","510071","10007101","0","100000","0","770","bgm_M138","0","1000701","1","90","2019/03/28 15:59:59","0.03","0.6","81000705","140","0","0","10007103","1","BOSS戰(NORMAL)","5007301","1.3","bgm_M138","1","2019/03/06 16:00:00","1","0","-40","0","610007011","0","0","81000705","0","0","0","482","10007","0","-50","0","0","10"
"30","1","610007002","510072","10007201","0","100000","0","450","bgm_M138","0","1000702","1","90","2019/03/28 15:59:59","0.03","0.6","81000706","140","0","0","10007201","1.3","BOSS戰(HARD)","5007302","1.3","bgm_M138","2","2019/03/06 16:00:00","1","0","-40","0","610007021","0","0","81000706","0","0","0","-333","10007","0","-50","0","0","-186"
"30","1","610007003","510072","10007301","1","100000","0","450","bgm_M138","0","1000703","1","90","2019/03/28 15:59:59","0.03","0.6","81000706","140","0","0","10007201","1.3","Boss戰(VERYHARD)","5007308","1.3","bgm_M138","3","2019/03/06 16:00:00","1","0","-40","0","610007031","0","0","81000706","0","0","0","455","10007","0","-50","0","0","-85"
"20","1","610008001","510081","10008101","0","100000","0","770","bgm_M165","0","1000801","1","90","2019/04/21 15:59:59","0.03","0.6","81000805","100","0","0","10008101","1","BOSS戰(NORMAL)","5008301","1.5","bgm_M165","1","2019/04/03 16:00:00","1","0","-40","0","610008011","0","0","81000805","0","0","0","1400","10008","0","-50","0","0","-110"
"30","0.8","610008002","510082","10008201","0","100000","0","450","bgm_M165","0","1000802","1","90","2019/04/21 15:59:59","0.03","0.6","81000806","100","0","0","10008201","1","BOSS戰(HARD)","5008302","1.5","bgm_M165","2","2019/04/03 16:00:00","1","0","-40","0","610008021","0","0","81000806","0","0","0","-175","10008","0","-50","0","0","-160"
"30","0.8","610008003","510082","10008301","1","100000","0","450","bgm_M165","0","1000803","1","90","2019/04/21 15:59:59","0.03","0.6","81000806","100","0","0","10008201","1","Boss戰(VERYHARD)","5008308","1.5","bgm_M165","3","2019/04/03 16:00:00","1","0","-40","0","610008031","0","0","81000806","0","0","0","450","10008","0","-50","0","0","-80"
"20","0.8","610009001","510091","10009101","0","100000","0","770","bgm_M172","0","1000901","1","90","2019/05/19 15:59:59","0.03","0.8","81000905","100","0","0","10009101","1.1","BOSS戰(NORMAL)","5009301","1.5","bgm_M172","1","2019/05/02 16:00:00","1","0","-40","0","610009011","0","0","81000905","0","0","0","885","10009","0","-50","0","0","-56"
"30","0.8","610009002","510092","10009201","0","100000","0","450","bgm_M172","0","1000902","1","90","2019/05/19 15:59:59","0.03","0.8","81000906","100","0","0","10009201","1.1","BOSS戰(HARD)","5009302","1.5","bgm_M172","2","2019/05/02 16:00:00","1","0","-40","0","610009021","0","0","81000906","0","0","0","-404","10009","0","-50","0","0","37"
"30","0.8","610009003","510092","10009301","1","100000","0","450","bgm_M172","0","1000903","1","90","2019/05/19 15:59:59","0.03","0.8","81000906","100","0","0","10009201","1.1","Boss戰(VERYHARD)","5009308","1.5","bgm_M172","3","2019/05/02 16:00:00","1","0","-40","0","610009031","0","0","81000906","0","0","0","442","10009","0","-50","0","0","-104"
"20","1","610010001","510101","10010101","0","100000","0","450","bgm_M183","0","1001001","1","90","2019/06/21 15:59:59","0.03","0.6","81001005","200","0","0","10010101","1","BOSS戰(NORMAL)","5010301","1.5","bgm_M183","1","2019/06/03 16:00:00","1","0","770","0","610010011","0","0","81001005","0","0","0","450","10010","0","-50","0","0","770"
"30","1","610010002","510102","10010201","0","100000","0","-173","bgm_M183","0","1001002","1","90","2019/06/21 15:59:59","0.03","0.6","81001006","200","0","0","10010201","1.4","BOSS戰(HARD)","5010302","1.5","bgm_M183","2","2019/06/03 16:00:00","1","0","12","0","610010021","0","0","81001006","0","0","0","-173","10010","0","-50","0","0","12"
"30","1","610010003","510102","10010301","1","100000","0","213","bgm_M183","0","1001003","1","90","2019/06/21 15:59:59","0.03","0.6","81001006","200","0","0","10010201","1.4","Boss戰(VERYHARD)","5010308","1.5","bgm_M183","3","2019/06/03 16:00:00","1","0","85","0","610010031","0","0","81001006","0","0","0","213","10010","0","-50","0","0","85"
"0","0","610010004","0","10010401","0","100000","0","0","bgm_M183","0","1001004","1","90","2019/06/21 15:59:59","0.03","0","81001006","200","0","0","0","0","0","0","1.5","bgm_M183","4","2019/06/03 16:00:00","1","0","0","0","610010041","0","0","81001006","0","0","0","0","10010","0","-50","0","0","0"
"20","0.8","610011001","510111","10011101","0","100000","0","770","bgm_M192","0","1001101","1","90","2019/07/18 15:59:59","0.03","0.8","81001105","100","0","0","10011102","1.1","BOSS戰(NORMAL)","5011301","1.4","bgm_M192","1","2019/07/01 16:00:00","1","1","-40","0","610011011","0","0","81001105","0","0","0","885","10011","0","0","0","3","-56"
"30","0.8","610011002","510112","10011201","0","100000","0","450","bgm_M192","0","1001102","1","90","2019/07/18 15:59:59","0.03","0.8","81001106","100","0","0","10011201","1.1","BOSS戰(HARD)","5011302","1.4","bgm_M192","2","2019/07/01 16:00:00","1","1","-40","0","610011021","0","0","81001106","0","0","0","-67","10011","0","0","0","3","49"
"30","0.8","610011003","510112","10011301","1","100000","0","450","bgm_M192","0","1001103","1","90","2019/07/18 15:59:59","0.03","0.8","81001106","100","0","0","10011201","1.1","Boss戰(VERYHARD)","5011308","1.4","bgm_M192","3","2019/07/01 16:00:00","1","0","-40","0","610011031","0","0","81001106","0","0","0","470","10011","0","0","0","0","-84"
"0","0","610011004","0","10011401","0","100000","0","0","bgm_M192","0","1001104","1","90","2019/07/18 15:59:59","0.03","0","81001106","100","0","0","0","0","0","0","1.4","bgm_M192","4","2019/07/01 16:00:00","1","0","0","0","610011041","0","0","81001106","0","0","0","0","10011","0","0","0","0","0"
"20","0.8","610012001","510121","10012101","0","100000","0","1270","bgm_M209","0","1001201","1","90","2019/08/03 15:59:59","0.03","0.8","81001205","100","0","0","10012101","1.1","BOSS戰(NORMAL)","5012301","1.5","bgm_M209","1","2019/07/17 16:00:00","1","1","0","0","610012011","0","0","81001205","0","0","0","1060","10012","0","-50","0","3","20"
"30","0.8","610012002","510122","10012201","0","100000","0","-2","bgm_M209","0","1001202","1","90","2019/08/03 15:59:59","0.03","0.8","81001206","100","0","0","10012201","1.1","BOSS戰(HARD)","5012302","1.5","bgm_M209","2","2019/07/17 16:00:00","1","1","-175","0","610012021","0","0","81001206","0","0","0","-2","10012","0","-50","0","3","-175"
"30","0.8","610012003","510122","10012301","1","100000","0","510","bgm_M209","0","1001203","1","90","2019/08/03 15:59:59","0.03","0.8","81001206","100","0","0","10012201","1.1","Boss戰(VERYHARD)","5012308","1.5","bgm_M209_02","3","2019/07/17 16:00:00","1","0","47","0","610012031","0","0","81001206","0","0","0","500","10012","0","-50","0","0","30"
"0","0","610012004","0","10012401","0","100000","0","0","bgm_M209","0","1001204","1","90","2019/08/03 15:59:59","0.03","0","81001206","100","0","0","0","0","0","0","1.5","bgm_M209_02","4","2019/07/17 16:00:00","1","0","0","1","610012041","0","0","81001206","0","0","0","0","10012","0","-50","0","0","0"
"20","1","610013001","0","10013101","0","100000","0","450","bgm_M218","0","1001301","1","90","2019/08/19 15:59:59","0.03","0.2","81001305","120","0","0","10013102","1.1","BOSS戰(NORMAL)","5013301","1","bgm_M218","1","2019/08/01 16:00:00","1","1","-40","0","610013011","0","-48","81001305","0","0","1","313","10013","205","84","0","3","29"
"30","1","610013002","0","10013201","0","100000","0","450","bgm_M218","0","1001302","1","90","2019/08/19 15:59:59","0.03","-0.18","81001306","120","0","0","10013201","1.1","BOSS戰(HARD)","5013302","1","bgm_M218","2","2019/08/01 16:00:00","1","1","-40","0","610013021","0","-41","81001306","0","0","1","-384","10013","73","84","0","3","41"
"30","1","610013003","0","10013301","1","100000","0","450","bgm_M218","0","1001303","1","90","2019/08/19 15:59:59","0.03","0.2","81001306","120","0","0","10013201","1.1","Boss戰(VERYHARD)","5013308","1","bgm_M218","3","2019/08/01 16:00:00","1","0","-40","0","610013031","0","-40","81001306","0","0","1","220","10013","178","84","0","0","52"
"0","0","610013004","0","10013401","0","100000","0","0","bgm_M218","0","1001304","1","90","2019/08/19 15:59:59","0.03","0","81001306","120","0","0","0","0","0","0","1","bgm_M218","4","2019/08/01 16:00:00","1","0","0","1","610013041","0","0","81001306","0","0","0","0","10013","0","84","0","0","0"
"20","1","610014001","200010","10014101","0","100000","0","770","bgm_M47","0","1001401","1","90","2019/08/26 15:59:59","0.03","0.6","81000105","270","0","0","10014101","1","BOSS戰(NORMAL)","340","1.5","bgm_M47","1","2019/08/16 16:00:00","1","1","-40","0","610014011","0","0","81000105","0","0","0","796","10014","0","-50","0","3","-76"
"30","1","610014002","200010","10014201","0","100000","0","60","bgm_M47","0","1001402","1","90","2019/08/26 15:59:59","0.03","0.6","81000106","270","0","0","10014201","1","BOSS戰(HARD)","341","1.5","bgm_M47","2","2019/08/16 16:00:00","1","1","-210","0","610014021","0","0","81000106","0","0","0","70","10014","0","-50","0","3","-180"
"30","1","610014003","200010","10014301","1","100000","0","470","bgm_M47","0","1001403","1","90","2019/08/26 15:59:59","0.03","0.6","81000106","270","0","0","10014201","1","Boss戰(VERYHARD)","344","1.5","bgm_M47","3","2019/08/16 16:00:00","1","0","-40","0","610014031","0","0","81000106","0","0","0","520","10014","0","-50","0","0","10"
"20","0.7","610015001","510141","10015101","0","100000","0","963","bgm_M226","0","1001501","1","90","2019/09/18 15:59:59","0.03","0.7","81001505","100","0","0","10015101","1","BOSS戰(NORMAL)","5015301","1.3","bgm_M226","1","2019/09/03 16:00:00","1","1","-95","0","610015011","0","0","81001505","0","0","0","963","10015","0","-50","0","3","-95"
"30","0.7","610015002","510142","10015201","0","100000","0","121","bgm_M226","0","1001502","1","90","2019/09/18 15:59:59","0.03","0.7","81001506","100","0","0","10015201","1","BOSS戰(HARD)","5015302","1.3","bgm_M226","2","2019/09/03 16:00:00","1","1","-4","0","610015021","0","0","81001506","0","0","0","121","10015","0","-50","0","3","-4"
"30","0.7","610015003","510142","10015301","1","100000","0","500","bgm_M226","0","1001503","1","90","2019/09/18 15:59:59","0.03","0.7","81001506","100","0","0","10015201","1","Boss戰(VERYHARD)","5015308","1.3","bgm_M226_02","3","2019/09/03 16:00:00","1","0","23","0","610015031","0","0","81001506","0","0","0","500","10015","0","-50","0","0","23"
"0","0","610015004","0","10015401","0","100000","0","0","bgm_M226","0","1001504","1","90","2019/09/18 15:59:59","0.03","0","81001506","100","0","0","0","0","0","0","1.5","bgm_M226_02","4","2019/09/03 16:00:00","1","0","0","1","610015041","0","0","81001506","0","0","0","0","10015","0","-50","0","0","0"
"20","1","610016001","510021","10016101","0","100000","0","750","bgm_M102","0","1001601","1","90","2019/09/27 15:59:59","0.03","0.6","81000205","40","0","0","10016101","1","BOSS戰(NORMAL)","5002301","1.3","bgm_M102","1","2019/09/17 16:00:00","1","1","-30","0","610016011","0","0","81000205","0","0","0","850","10016","0","0","0","3","20"
"30","1","610016002","510022","10016201","0","100000","0","140","bgm_M102","0","1001602","1","90","2019/09/27 15:59:59","0.03","0.6","81000207","40","0","0","10016201","1","BOSS戰(HARD)","5002302","1.3","bgm_M102","2","2019/09/17 16:00:00","1","1","20","0","610016021","0","0","81000207","0","0","0","150","10016","0","0","0","3","50"
"30","1","610016003","510022","10016301","1","100000","0","450","bgm_M102","0","1001603","1","90","2019/09/27 15:59:59","0.03","0.6","81000207","40","0","345","10016201","1","Boss戰(VERYHARD)","344","1.3","bgm_M102","3","2019/09/17 16:00:00","1","0","-40","0","610016031","0","0","81000207","0","0","0","500","10016","0","0","0","0","10"
"20","1","610017001","510171","10017101","0","100000","0","450","bgm_M999","0","1001701","1","90","2019/10/18 15:59:59","0.03","0.6","81001705","120","0","0","10017102","1","BOSS戰(NORMAL)","5017301","1","bgm_M999_Redo","1","2019/10/01 16:00:00","1","1","-40","0","610017011","0","0","81001705","0","0","0","380","10017","0","30","0","3","25"
"30","1","610017002","510172","10017201","0","100000","0","450","bgm_M999","0","1001702","1","90","2019/10/18 15:59:59","0.03","0.6","81001706","120","0","0","10017201","1","BOSS戰(HARD)","5017302","1","bgm_M999_Redo","2","2019/10/01 16:00:00","1","1","-40","0","610017021","0","0","81001706","0","0","0","-245","10017","0","30","0","3","35"
"30","1","610017003","510172","10017301","1","100000","0","450","bgm_M231","0","1001703","1","90","2019/10/18 15:59:59","0.03","0.6","81001706","120","0","0","10017201","1","Boss戰(VERYHARD)","5017308","1","bgm_M231","3","2019/10/01 16:00:00","1","0","-40","0","610017031","0","0","81001706","0","0","0","445","10017","0","30","0","0","37"
"0","0","610017004","0","10017401","0","100000","0","0","bgm_M231","0","1001704","1","90","2019/10/18 15:59:59","0.03","0","81001706","120","0","0","0","0","0","0","1","bgm_M231","4","2019/10/01 16:00:00","1","0","0","1","610017041","0","0","81001706","0","0","0","0","10017","0","30","0","0","0"
"0","0","610017004","0","10017401","0","100000","0","0","bgm_M231","0","1001705","1","90","2019/10/18 15:59:59","0.03","0","81001706","120","0","0","0","0","0","0","1","bgm_M231","5","2019/10/01 16:00:00","1","0","0","1","610017041","0","0","81001706","0","0","0","0","10017","0","30","0","0","0"
"20","1","610018001","510031","10018101","0","100000","0","730","bgm_M109","0","1001801","1","90","2019/10/27 15:59:59","0.03","0.6","81000305","20","0","0","10018101","1","BOSS戰(NORMAL)","5003302","1.1","bgm_M109","1","2019/10/17 16:00:00","1","1","-40","0","610018011","0","0","81000305","0","0","0","830","10018","0","30","0","3","10"
"30","1","610018002","510032","10018201","0","100000","0","180","bgm_M109","0","1001802","1","90","2019/10/27 15:59:59","0.03","0.6","81000306","20","0","0","10018201","1","BOSS戰(HARD)","5003301","1.1","bgm_M109","2","2019/10/17 16:00:00","1","1","20","0","610018021","0","0","81000306","0","0","0","190","10018","0","30","0","3","50"
"30","1","610018003","510032","10018301","1","100000","0","450","bgm_M109","0","1001803","1","90","2019/10/27 15:59:59","0.03","0.6","81000306","20","0","345","10018201","1","Boss戰(VERYHARD)","344","1.1","bgm_M109","3","2019/10/17 16:00:00","1","0","-40","0","610018031","0","0","81000306","0","0","0","500","10018","0","30","0","0","10"
"20","1","610019001","510181","10019101","0","100000","0","800","bgm_M240","0","1001901","1","90","2019/11/18 15:59:59","0.03","0.6","81001905","370","0","0","10019101","1","BOSS戰(NORMAL)","5019301","1.25","bgm_M240_02","1","2019/11/01 16:00:00","1","1","-85","0","610019011","0","0","81001905","0","0","0","900","10019","0","-50","0","3","-35"
