b4588482096e48c45a5877715c5fd542cd1732bfd5d197eab351e8106bc2fc4f,a464e59e4e8d88673e5b1d4de78344ba0257ddcfcf81651386d56523f33e3ea4,7057c3cfaa1ccb7431e4807035bfabc2fa6697250c1e2c412b568c75f6da6ea1,36594705f3f069cd98b7d610fd5f6bce900f9d626318ac6c5576745d1cc726fa,c165f573a478629cd696fd871795ebc91e50c004de7df7543c62550c9719c9a5,b99152f56a71711027371fffa39f48c385d93742e9bc525e3aba1ed574437248,f12f22bd4557b16c107cba3673a4f59d0f56fab2facb3bac1409522874040c7c,753ca328c4f53f766be383c8d2e589796bbcbb6e7ea6c22e7e0a87d34a472b22,f61b2c1c587c9433749d253d084e2a34c0147afc20c0e580a81363a5d41d2938,936565ac45c09f1d405050dcce57d4e1183b0e1002ae34303bcb21126f650f40,5904a7cd22b88b1b9f1f00f8c467ca3a26ed597b3e2dcf41826eee52e8f69ad1,d323a64cdbb5d08cbbc214a8f5689c38bb3a932836a24fda3da91f863c7ec924
"0","4","1007003","1","0.8","0","0","0","100700301","1","0","0"
"0","2","1007003","0","0","0","vo_svd","0","100700302","2","vo_svd_0301","0"
"1","1","1007003","0","0","0","0","1.205","100700303","3","0","232"
"0","4","1007003","1","1.739","0","0","0","100700304","4","0","0"
"1","1","1007003","0","0","232","0","1.278","100700305","5","0","355"
"0","4","1007003","1","0.687","0","0","0","100700306","6","0","0"
"2","1","1007003","0","0","0","0","0.735","100700307","7","0","0"
"0","4","1007003","1","2.357","0","0","0","100700308","8","0","0"
"0","2","1007003","0","0","0","vo_svd","0","100700309","9","vo_svd_0302","0"
"2","1","1007003","0","0","0","0","1.542","100700310","10","0","364"
"0","4","1007003","1","1.9","0","0","0","100700311","11","0","0"
"3","1","1007003","0","0","0","0","1.82","100700312","12","0","336"
"0","4","1007003","1","1.754","0","0","0","100700313","13","0","0"
"4","1","1007003","0","0","0","0","1.133","100700314","14","0","255"
"0","4","1007003","1","2.697","0","0","0","100700315","15","0","0"
"0","2","1007003","0","0","0","vo_svd","0","100700316","16","vo_svd_0303","0"
"5","1","1007003","0","0","0","0","1.827","100700317","17","0","336"
"0","4","1007003","1","2.182","0","0","0","100700318","18","0","0"
"6","1","1007003","0","0","0","0","1.186","100700319","19","0","275"
"0","4","1007003","1","2.842","0","0","0","100700320","20","0","0"
"0","2","1007003","0","0","0","vo_svd","0","100700321","21","vo_svd_0304","0"
"7","1","1007003","0","0","0","0","2.067","100700322","22","0","336"
"0","4","1007003","1","1.844","0","0","0","100700323","23","0","0"
"8","1","1007003","0","0","0","0","2.068","100700324","24","0","364"
"0","4","1007003","1","2.5","0","0","0","100700325","25","0","0"
"0","4","1007004","1","0.8","0","0","0","100700401","1","0","0"
"0","2","1007004","0","0","0","vo_svd","0","100700402","2","vo_svd_0401","0"
"1","1","1007004","0","0","0","0","1.105","100700403","3","0","180"
"0","4","1007004","1","1.504","0","0","0","100700404","4","0","0"
"1","1","1007004","0","0","180","0","0.62","100700405","5","0","313"
"0","4","1007004","1","0.554","0","0","0","100700406","6","0","0"
"2","1","1007004","0","0","0","0","0.728","100700407","7","0","122"
"0","4","1007004","1","2.154","0","0","0","100700408","8","0","0"
"0","2","1007004","0","0","0","vo_svd","0","100700409","9","vo_svd_0402","0"
"2","1","1007004","0","0","122","0","1.051","100700410","10","0","334"
"0","4","1007004","1","0.915","0","0","0","100700411","11","0","0"
"3","1","1007004","0","0","0","0","0.927","100700412","12","0","91"
"0","4","1007004","1","1.701","0","0","0","100700413","13","0","0"
"3","1","1007004","0","0","91","0","0.905","100700414","14","0","360"
"0","4","1007004","1","0.816","0","0","0","100700415","15","0","0"
"4","1","1007004","0","0","0","0","1.249","100700416","16","0","329"
"0","4","1007004","1","1.252","0","0","0","100700417","17","0","0"
"5","1","1007004","0","0","0","0","0.987","100700418","18","0","268"
"0","4","1007004","1","2.864","0","0","0","100700419","19","0","0"
"0","2","1007004","0","0","0","vo_svd","0","100700420","20","vo_svd_0403","0"
"6","1","1007004","0","0","0","0","2.056","100700421","21","0","336"
"0","4","1007004","1","1.844","0","0","0","100700422","22","0","0"
"7","1","1007004","0","0","0","0","1.963","100700423","23","0","364"
"0","4","1007004","1","2.5","0","0","0","100700424","24","0","0"
"0","4","1007005","1","0.8","0","0","0","100700501","1","0","0"
"0","2","1007005","0","0","0","vo_svd","0","100700502","2","vo_svd_0501","0"
"1","1","1007005","0","0","0","0","1.741","100700503","3","0","329"
"0","4","1007005","1","2.972","0","0","0","100700504","4","0","0"
"0","2","1007005","0","0","0","vo_svd","0","100700505","5","vo_svd_0502","0"
"2","1","1007005","0","0","0","0","1.539","100700506","6","0","320"
"0","4","1007005","1","1.258","0","0","0","100700507","7","0","0"
"2","1","1007005","0","0","320","0","0.762","100700508","8","0","320"
"0","4","1007005","1","2.583","0","0","0","100700509","9","0","0"
"0","2","1007005","0","0","0","vo_svd","0","100700510","10","vo_svd_0503","0"
"3","1","1007005","0","0","0","0","1.131","100700511","11","0","336"
"0","4","1007005","1","1.924","0","0","0","100700512","12","0","0"
"4","1","1007005","0","0","0","0","1.131","100700513","13","0","336"
"0","4","1007005","1","1.924","0","0","0","100700514","14","0","0"
"5","1","1007005","0","0","0","0","1.868","100700515","15","0","329"
"0","4","1007005","1","3.266","0","0","0","100700516","16","0","0"
"0","2","1007005","0","0","0","vo_svd","0","100700517","17","vo_svd_0504","0"
"6","1","1007005","0","0","0","0","1.269","100700518","18","0","275"
"0","4","1007005","1","2.653","0","0","0","100700519","19","0","0"
"0","2","1007005","0","0","0","vo_svd","0","100700520","20","vo_svd_0505","0"
"7","1","1007005","0","0","0","0","2.056","100700521","21","0","336"
"0","4","1007005","1","1.844","0","0","0","100700522","22","0","0"
"8","1","1007005","0","0","0","0","1.965","100700523","23","0","364"
"0","4","1007005","1","2.5","0","0","0","100700524","24","0","0"
"0","4","1007006","1","0.8","0","0","0","100700601","1","0","0"
"0","2","1007006","0","0","0","vo_svd","0","100700602","2","vo_svd_0601","0"
"1","1","1007006","0","0","0","0","1.875","100700603","3","0","336"
"0","4","1007006","1","3.353","0","0","0","100700604","4","0","0"
"0","2","1007006","0","0","0","vo_svd","0","100700605","5","vo_svd_0602","0"
"2","1","1007006","0","0","0","0","1.734","100700606","6","0","336"
"0","4","1007006","1","1.665","0","0","0","100700607","7","0","0"
"3","1","1007006","0","0","0","0","1.035","100700608","8","0","201"
"0","4","1007006","1","1.893","0","0","0","100700609","9","0","0"
"3","1","1007006","0","0","201","0","0.821","100700610","10","0","354"
"0","4","1007006","1","0.664","0","0","0","100700611","11","0","0"
"4","1","1007006","0","0","0","0","1.361","100700612","12","0","367"
"0","4","1007006","1","1.108","0","0","0","100700613","13","0","0"
"5","1","1007006","0","0","0","0","1.269","100700614","14","0","259"
"0","4","1007006","1","3.112","0","0","0","100700615","15","0","0"
"0","2","1007006","0","0","0","vo_svd","0","100700616","16","vo_svd_0603","0"
"6","1","1007006","0","0","0","0","2.056","100700617","17","0","336"
"0","4","1007006","1","1.844","0","0","0","100700618","18","0","0"
"7","1","1007006","0","0","0","0","1.965","100700619","19","0","364"
"0","4","1007006","1","2.5","0","0","0","100700620","20","0","0"
"0","4","1007007","1","0.8","0","0","0","100700701","1","0","0"
"0","2","1007007","0","0","0","vo_svd","0","100700702","2","vo_svd_0701","0"
"1","1","1007007","0","0","0","0","0.926","100700703","3","0","147"
"0","4","1007007","1","1.549","0","0","0","100700704","4","0","0"
"1","1","1007007","0","0","147","0","1.457","100700705","5","0","345"
"0","4","1007007","1","1.228","0","0","0","100700706","6","0","0"
"2","1","1007007","0","0","0","0","0.762","100700707","7","0","0"
"0","4","1007007","1","2.221","0","0","0","100700708","8","0","0"
"0","2","1007007","0","0","0","vo_svd","0","100700709","9","vo_svd_0702","0"
"2","1","1007007","0","0","0","0","0.969","100700710","10","0","120"
"0","4","1007007","1","0.747","0","0","0","100700711","11","0","0"
"2","1","1007007","0","0","120","0","1.785","100700712","12","0","336"
"0","4","1007007","1","1.932","0","0","0","100700713","13","0","0"
"3","1","1007007","0","0","0","0","0.385","100700714","14","0","35"
"0","4","1007007","1","0.5","0","0","0","100700715","15","0","0"
"3","1","1007007","0","0","35","0","1.436","100700716","16","0","336"
"0","4","1007007","1","2.164","0","0","0","100700717","17","0","0"
"4","1","1007007","0","0","0","0","1.928","100700718","18","0","356"
"0","4","1007007","1","1.673","0","0","0","100700719","19","0","0"
"5","1","1007007","0","0","0","0","1.269","100700720","20","0","259"
"0","4","1007007","1","3.156","0","0","0","100700721","21","0","0"
"0","2","1007007","0","0","0","vo_svd","0","100700722","22","vo_svd_0703","0"
"6","1","1007007","0","0","0","0","2.077","100700723","23","0","336"
"0","4","1007007","1","1.841","0","0","0","100700724","24","0","0"
"7","1","1007007","0","0","0","0","1.965","100700725","25","0","364"
"0","4","1007007","0","2.5","0","0","0","100700726","26","0","0"
"0","4","1007008","1","0.8","0","0","0","100700801","1","0","0"
"0","2","1007008","0","0","0","vo_svd","0","100700802","2","vo_svd_0801","0"
"1","1","1007008","0","0","0","0","2.027","100700803","3","0","356"
"0","4","1007008","1","3.309","0","0","0","100700804","4","0","0"
"0","2","1007008","0","0","0","vo_svd","0","100700805","5","vo_svd_0802","0"
"2","1","1007008","0","0","0","0","1.879","100700806","6","0","336"
"0","4","1007008","1","3.041","0","0","0","100700807","7","0","0"
"0","2","1007008","0","0","0","vo_svd","0","100700808","8","vo_svd_0803","0"
"3","1","1007008","0","0","0","0","1.848","100700809","9","0","336"
"0","4","1007008","1","1.437","0","0","0","100700810","10","0","0"
"4","1","1007008","0","0","0","0","0.796","100700811","11","0","168"
"0","4","1007008","1","2.532","0","","0","100700812","12","","0"
"0","2","1007008","0","0","0","vo_svd","0","100700813","13","vo_svd_0804","0"
"5","1","1007008","0","0","0","0","1.002","100700814","14","0","299"
"0","4","1007008","1","2.164","0","0","0","100700815","15","0","0"
"6","1","1007008","0","0","0","0","1.574","100700816","16","0","115"
"0","4","1007008","1","2.164","0","0","0","100700817","17","0","0"
"6","1","1007008","0","0","115","0","1.269","100700818","18","0","280"
"0","4","1007008","1","2.5","0","0","0","100700819","19","0","0"
"0","4","1007009","1","0.8","0","0","0","100700901","1","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700902","2","vo_svd_0901","0"
"1","1","1007009","0","0","0","0","2.285","100700903","3","0","356"
"0","4","1007009","1","2.031","0","0","0","100700904","4","0","0"
"2","1","1007009","0","0","0","0","1.362","100700905","5","0","215"
"0","4","1007009","1","2.479","0","0","0","100700906","6","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700907","7","vo_svd_0902","0"
"3","1","1007009","0","0","0","0","2.004","100700908","8","0","356"
"0","4","1007009","1","1.804","0","0","0","100700909","9","0","0"
"4","1","1007009","0","0","0","0","2.026","100700910","10","0","185"
"0","4","1007009","1","2.473","0","0","0","100700911","11","0","0"
"4","1","1007009","0","0","185","0","0.518","100700912","12","0","338"
"0","4","1007009","1","0.556","0","0","0","100700913","13","0","0"
"5","1","1007009","0","0","0","0","2.021","100700914","14","0","336"
"0","4","1007009","1","1.713","0","0","0","100700915","15","0","0"
"6","1","1007009","0","0","0","0","1.513","100700916","16","0","250"
"0","4","1007009","1","1.981","0","0","0","100700917","17","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700918","18","vo_svd_0903","0"
"7","1","1007009","0","0","0","0","1.672","100700919","19","0","220"
"0","4","1007009","1","1.924","0","0","0","100700920","20","0","0"
"7","1","1007009","0","0","220","0","0.796","100700921","21","0","338"
"0","4","1007009","1","1.832","0","","0","100700922","22","","0"
"0","2","1007009","0","0","0","vo_svd","0","100700923","23","vo_svd_0904","0"
"8","1","1007009","0","0","0","0","0.703","100700924","24","0","77"
"0","4","1007009","1","1.523","0","0","0","100700925","25","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700926","26","vo_svd_0905","0"
"8","1","1007009","0","0","77","0","1.198","100700927","27","0","218"
"0","4","1007009","1","1.764","0","0","0","100700928","28","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700929","29","vo_svd_0906","0"
"9","1","1007009","0","0","0","0","2.335","100700930","30","0","336"
"0","4","1007009","1","3.423","0","0","0","100700931","31","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700932","32","vo_svd_0907","0"
"10","1","1007009","0","0","0","0","0.682","100700933","33","0","61"
"0","4","1007009","1","1.357","0","0","0","100700934","34","0","0"
"10","1","1007009","0","0","61","0","2.106","100700935","35","0","336"
"0","4","1007009","1","1.43","0","0","0","100700936","36","0","0"
"11","1","1007009","0","0","0","0","2.283","100700937","37","0","336"
"0","4","1007009","1","2.989","0","0","0","100700938","38","0","0"
"0","2","1007009","0","0","0","vo_svd","0","100700939","39","vo_svd_0908","0"
"12","1","1007009","0","0","0","0","1.978","100700940","40","0","322"
"0","4","1007009","1","1","0","0","0","100700941","41","0","0"
"0","4","1007010","1","0.8","0","0","0","100701001","1","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701002","2","vo_svd_1001","0"
"1","1","1007010","0","0","0","0","2.705","100701003","3","0","356"
"0","4","1007010","1","3.154","0","0","0","100701004","4","0","0"
"2","1","1007010","0","0","0","0","0.918","100701005","5","0","49"
"0","4","1007010","1","1.231","0","0","0","100701006","6","0","0"
"2","1","1007010","0","0","49","0","1.672","100701007","7","0","356"
"0","4","1007010","1","3.307","0","0","0","100701008","8","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701009","9","vo_svd_1002","0"
"3","1","1007010","0","0","0","0","0.835","100701010","10","0","336"
"0","4","1007010","1","1.164","0","0","0","100701011","11","0","0"
"3","1","1007010","0","0","336","0","1.623","100701012","12","0","336"
"0","4","1007010","1","1.712","0","0","0","100701013","13","0","0"
"4","1","1007010","0","0","0","0","2.294","100701014","14","0","356"
"0","4","1007010","1","2.186","0","0","0","100701015","15","0","0"
"5","1","1007010","0","0","0","0","2.184","100701016","16","0","0"
"0","4","1007010","1","3.034","0","0","0","100701017","17","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701018","18","vo_svd_1003","0"
"5","1","1007010","0","0","0","0","2.704","100701019","19","0","356"
"0","4","1007010","1","2.522","0","0","0","100701020","20","0","0"
"6","1","1007010","0","0","0","0","1.005","100701021","21","0","162"
"0","4","1007010","1","2.617","0","0","0","100701022","22","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701023","23","vo_svd_1004","0"
"7","1","1007010","0","0","0","0","0.975","100701024","24","0","223"
"0","4","1007010","1","1.202","0","0","0","100701025","25","0","0"
"7","1","1007010","0","0","223","0","1.214","100701026","26","0","340"
"0","4","1007010","1","1.187","0","0","0","100701027","27","0","0"
"8","1","1007010","0","0","0","0","2.043","100701028","28","0","345"
"0","4","1007010","1","3.356","0","0","0","100701029","29","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701030","30","vo_svd_1005","0"
"9","1","1007010","0","0","0","0","1.862","100701031","31","0","155"
"0","4","1007010","1","2.285","0","0","0","100701032","32","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701033","33","vo_svd_1006","0"
"10","1","1007010","0","0","0","0","0.682","100701034","34","0","128"
"0","4","1007010","1","1.529","0","0","0","100701035","35","0","0"
"10","1","1007010","0","0","128","0","1.042","100701036","36","0","240"
"0","4","1007010","1","2.384","0","0","0","100701037","37","0","0"
"0","2","1007010","0","0","0","vo_svd","0","100701038","38","vo_svd_1007","0"
"11","1","1007010","0","0","0","0","1.106","100701039","39","0","181"
"0","4","1007010","1","1.891","0","0","0","100701040","40","0","0"
"11","1","1007010","0","0","181","0","1.322","100701041","41","0","290"
"0","4","1007010","1","1","0","0","0","100701042","42","0","0"
