f83b7f4cbf58efa4566ff97fb0a1c18740ea08732afa6e7765b3aedf0c201492,33986758373a64650ead5cfb32e06d4c170e0ea1cd5af7d8d9f927f28252c8ee,2c7544d418fa4364bd58301e109eb988a355eec5aab222978b967dead3b85377,1b4c8cf7eb5fb6b3dac9d81aeb55a9fcb311141287e5f1b18887ca0bbb3f9bdb,0d94dc17e4a8ddcf9be3a4bedcb959eea93da86ae2e4edeed5b9d077a4ed07e2,588a4eb8a54574f09fec56f43eeabab306f9b846d77a683246a4a27b3c9d47ef,243b99671de3d7b94bcd14e7f6301be58c1e7582fc7556c37b3f6e31548ae90c
"924092200","924092201","0","0","0","2409009","0"
"924092300","924092301","0","0","0","2409010","0"
"924092400","924092401","0","0","0","2409011","0"
"924093100","924093101","0","0","0","2409012","0"
"924093200","924093201","0","0","0","2409013","0"
"924093300","924093301","0","0","0","2409014","0"
"924093400","924093401","0","0","0","2409015","0"
"924100100","924100101","924100104","924100103","924100102","2410001","924100105"
"924100200","924100201","924100204","924100203","924100202","2410002","924100205"
"924100300","924100301","924100304","924100303","924100302","2410003","924100305"
"924101100","924101101","0","0","0","2410004","0"
"924101200","924101201","0","0","0","2410005","0"
"924101300","924101301","0","0","0","2410006","0"
"924101400","924101401","0","0","0","2410007","0"
"924102100","924102101","0","0","0","2410008","0"
"924102200","924102201","0","0","0","2410009","0"
"924102300","924102301","0","0","0","2410010","0"
"924102400","924102401","0","0","0","2410011","0"
"924103100","924103101","0","0","0","2410012","0"
"924103200","924103201","0","0","0","2410013","0"
"924103300","924103301","0","0","0","2410014","0"
"924103400","924103401","0","0","0","2410015","0"
"924110100","924110101","924110104","924110103","924110102","2411001","924110105"
"924110200","924110201","924110204","924110203","924110202","2411002","924110205"
"924110300","924110301","924110304","924110303","924110302","2411003","924110305"
"924111100","924111101","0","0","0","2411004","0"
"924111200","924111201","0","0","0","2411005","0"
"924111300","924111301","0","0","0","2411006","0"
"924111400","924111401","0","0","0","2411007","0"
"924112100","924112101","0","0","0","2411008","0"
"924112200","924112201","0","0","0","2411009","0"
"924112300","924112301","0","0","0","2411010","0"
"924112400","924112401","0","0","0","2411011","0"
"924113100","924113101","0","0","0","2411012","0"
"924113200","924113201","0","0","0","2411013","0"
"924113300","924113301","0","0","0","2411014","0"
"924113400","924113401","0","0","0","2411015","0"
"924120100","924120101","924120104","924120103","924120102","2412001","924120105"
"924120200","924120201","924120204","924120203","924120202","2412002","924120205"
"924120300","924120301","924120304","924120303","924120302","2412003","924120305"
"924121100","924121101","0","0","0","2412004","0"
"924121200","924121201","0","0","0","2412005","0"
"924121300","924121301","0","0","0","2412006","0"
"924121400","924121401","0","0","0","2412007","0"
"924122100","924122101","0","0","0","2412008","0"
"924122200","924122201","0","0","0","2412009","0"
"924122300","924122301","0","0","0","2412010","0"
"924122400","924122401","0","0","0","2412011","0"
"924123100","924123101","0","0","0","2412012","0"
"924123200","924123201","0","0","0","2412013","0"
"924123300","924123301","0","0","0","2412014","0"
"924123400","924123401","0","0","0","2412015","0"
"924140100","924140101","924140104","924140103","924140102","2414001","924140105"
"924140200","924140201","924140204","924140203","924140202","2414002","924140205"
"924140300","924140301","924140304","924140303","924140302","2414003","924140305"
"924141100","924141101","0","0","0","2414004","0"
"924141200","924141201","0","0","0","2414005","0"
"924141300","924141301","0","0","0","2414006","0"
"924141400","924141401","0","0","0","2414007","0"
"924142100","924142101","0","0","0","2414008","0"
"924142200","924142201","0","0","0","2414009","0"
"924142300","924142301","0","0","0","2414010","0"
"924142400","924142401","0","0","0","2414011","0"
"924143100","924143101","0","0","0","2414012","0"
"924143200","924143201","0","0","0","2414013","0"
"924143300","924143301","0","0","0","2414014","0"
"924143400","924143401","0","0","0","2414015","0"
"924150100","924150101","924150104","924150103","924150102","2415001","924150105"
"924150200","924150201","924150204","924150203","924150202","2415002","924150205"
"924150300","924150301","924150304","924150303","924150302","2415003","924150305"
"924151100","924151101","0","0","0","2415004","0"
"924151200","924151201","0","0","0","2415005","0"
"924151300","924151301","0","0","0","2415006","0"
"924151400","924151401","0","0","0","2415007","0"
"924152100","924152101","0","0","0","2415008","0"
"924152200","924152201","0","0","0","2415009","0"
"924152300","924152301","0","0","0","2415010","0"
"924152400","924152401","0","0","0","2415011","0"
"924153100","924153101","0","0","0","2415012","0"
"924153200","924153201","0","0","0","2415013","0"
"924153300","924153301","0","0","0","2415014","0"
"924153400","924153401","0","0","0","2415015","0"
"925010100","925010101","925010104","925010103","925010102","2501001","925010105"
"925010200","925010201","925010204","925010203","925010202","2501002","925010205"
"925010300","925010301","925010304","925010303","925010302","2501003","925010305"
"925011100","925011101","0","0","0","2501004","0"
"925011200","925011201","0","0","0","2501005","0"
"925011300","925011301","0","0","0","2501006","0"
"925011400","925011401","0","0","0","2501007","0"
"925012100","925012101","0","0","0","2501008","0"
"925012200","925012201","0","0","0","2501009","0"
"925012300","925012301","0","0","0","2501010","0"
"925012400","925012401","0","0","0","2501011","0"
"925013100","925013101","0","0","0","2501012","0"
"925013200","925013201","0","0","0","2501013","0"
"925013300","925013301","0","0","0","2501014","0"
"925013400","925013401","0","0","0","2501015","0"
