516118b9524f7c3db65e19c1a6ba1d36fe9a28ef91d14a25df55dcf340861fac,a74352492874da2f5a6d9f06d4b6fd735e683705095c642281038fbd2e3a4f81,09224f7b5bdfe434fa3ae4b4f07fbd09e5bb23a550a9d21e78938fdb198c5e6e,1e7d3ac1b564f7f7efc3ec90ea524c44c66d1395835ce10fe48c77680b26a818,cec5d5e756d6250bbdc40215d6099b4c3742c1008ecc438d4e27c63256a7bc19,72455add810a1efb0f28c49ea9b135cfda428ceffde3c354d3754c4120d68666,25ea1acdc450e7a5183a00a61e3c504624122c63bd742d5cce48252cc857719b
"81003802","1006502","0","1.2","1.2","0","310700"
"81006601","1006601","0","0.7","0.7","-25","313100"
"81006602","1006602","0","0.7","0.7","-25","313100"
"81004001","1006701","0","1","1","0","310800"
"81004002","1006702","0","1","1","0","310800"
"81006801","1006801","0","1.25","1.25","-26","313300"
"81006802","1006802","0","1.25","1.25","-26","313300"
"81004201","1006901","0","1","1","0","311100"
"81004202","1006902","0","1","1","0","311100"
"81007001","1007001","0","1.25","1.25","-30","314001"
"81007002","1007002","0","1.25","1.25","-30","314002"
"81004401","1007101","0","1","1","0","311300"
"81004402","1007102","0","1","1","0","311300"
"81007201","1007201","0","0.77","0.77","-27","314100"
"81007202","1007202","0","0.77","0.77","-27","314100"
"81004601","1007301","0","1","1","0","311400"
"81004602","1007302","0","1","1","0","311400"
"81007401","1007401","0","1.33","1.33","-33","314200"
"81007402","1007402","0","1.33","1.33","-33","314200"
"81002405","1007501","0","1","1","0","311500"
"81002406","1007502","0","1","1","0","311500"
"81007601","1007601","0","1.7","1.7","-20","314300"
"81007602","1007602","0","1.7","1.7","-20","314300"
"81005001","1007701","0","1.4","1.4","-28","311600"
"81005002","1007702","0","1.4","1.4","-28","311600"
"81007801","1007801","0","1.25","1.25","-33","314400"
"81007802","1007802","0","1.25","1.25","-33","314400"
"81000605","1007901","0","1","1","0","312100"
"81003301","1007902","0","1","1","0","312100"
"81003006","1008001","0","1","1","-20","314500"
"81008002","1008002","0","1","1","-20","314500"
"81003005","1008101","0","1","1","0","312200"
"81003006","1008102","0","1","1","0","312200"
"81003205","1008201","0","1.6","1.6","-25","314600"
"81003206","1008202","0","1.6","1.6","-25","314600"
"81005601","1008301","0","1","1","0","312300"
"81005602","1008302","0","1","1","0","312302"
"100111","1008401","0","1","1","0","314700"
"100431","1008402","0","1","1","0","314700"
"81008501","1008501","0","0.9","0.9","0","314800"
"81008504","1008502","0","0.9","0.9","0","314800"
"100021","1008601","0","1.75","1.75","0","312600"
"100531","1008602","0","1.75","1.75","0","312600"
"101821","1008701","0","1","1","0","312700"
"101841","1008702","0","1","1","0","312700"
"81008801","1008801","0","0.8","0.8","-20","315100"
"81008802","1008802","0","0.8","0.8","-20","315100"
"81006101","1008901","0","0.65","0.65","-27","312800"
"81006102","1008902","0","0.65","0.65","-27","312800"
"102994","1009001","0","0.85","0.85","-25","315400"
"102997","1009002","0","0.85","0.85","-25","315400"
"81006401","1009101","0","1","1","-30","313200"
"81006402","1009102","0","1","1","-30","313200"
"103021","1009201","0","0.95","0.95","-20","316000"
"103011","1009202","0","0.95","0.95","-20","316000"
"81006601","1009301","0","0.7","0.7","-25","313100"
"81006602","1009302","0","0.7","0.7","-25","313100"
"102091","1009401","0","1.5","1.5","-20","316200"
"102111","1009402","0","1.5","1.5","-20","316200"
"81006801","1009501","0","1.25","1.25","-26","313300"
"81006802","1009502","0","1.25","1.25","-26","313300"
"102591","1009601","0","0.77","0.77","-27","316300"
"102601","1009602","0","0.77","0.77","-27","316300"
"81007001","1009701","0","1.25","1.25","-30","314001"
"81007002","1009702","0","1.25","1.25","-30","314002"
"81000405","1009801","0","0.8","0.8","-27","316400"
"81000406","1009802","0","0.8","0.8","-27","316400"
"81007201","1009901","0","0.77","0.77","-27","314100"
"81007202","1009902","0","0.77","0.77","-27","314100"
"81010001","1010001","0","0.95","0.95","-20","316500"
"81010002","1010002","0","0.95","0.95","-20","316500"
"81007401","1010101","0","1.33","1.33","-33","314200"
"81007402","1010102","0","1.33","1.33","-33","314200"
"81010201","1010201","0","0.8","0.8","-27","316700"
"81010202","1010202","0","0.8","0.8","-27","316700"
"81007601","1010301","0","1.7","1.7","-20","314300"
"81007602","1010302","0","1.7","1.7","-20","314300"
"100091","1010401","0","1","1","-20","318000"
"100381","1010402","0","1","1","-20","318000"
"81007801","1010501","0","1.25","1.25","-33","314400"
"81007802","1010502","0","1.25","1.25","-33","314400"
"101361","1010601","0","1","1","-27","318200"
"102961","1010602","0","1","1","-27","318200"
"81003006","1010701","0","1","1","-20","314500"
"81008002","1010702","0","1","1","-20","314500"
"81001505","1010801","0","1.1","1.1","-17","318100"
"81010802","1010802","0","1.1","1.1","-17","318100"
"81003205","1010901","0","1.6","1.6","-25","314600"
"81003206","1010902","0","1.6","1.6","-25","314600"
"101581","1011001","0","0.7","0.7","-25","318500"
"103141","1011002","0","0.7","0.7","-25","318500"
"103151","1011101","0","0.92","0.92","-28","318600"
"103161","1011102","0","0.92","0.92","-28","318600"
"100111","1011201","0","1","1","0","314700"
"100431","1011202","0","1","1","0","314700"
"81008501","1011301","0","0.9","0.9","0","314800"
"81008504","1011302","0","0.9","0.9","0","314800"
"81011401","1011401","0","1.1","1.1","-27","318300"
"81011402","1011402","0","1.1","1.1","-27","318300"
"81008801","1011501","0","0.8","0.8","-20","315100"
"81008802","1011502","0","0.8","0.8","-20","315100"
"102091","1011601","0","1.18","1.18","0","318800"
"102111","1011602","0","1.18","1.18","0","318800"
"102994","1011701","0","0.85","0.85","-25","315400"
"102997","1011702","0","0.85","0.85","-25","315400"
"81011801","1011801","0","1.1","1.1","-25","319100"
"81011802","1011802","0","1.1","1.1","-25","319100"
"103021","1011901","0","0.95","0.95","-20","316000"
"103011","1011902","0","0.95","0.95","-20","316000"
"81012001","1012001","0","1.1","1.1","-17","318900"
"81012002","1012002","0","1.1","1.1","-17","318900"
"102091","1012101","0","1.5","1.5","-20","316200"
"102111","1012102","0","1.5","1.5","-20","316200"
"81012207","1012201","0","1.4","1.4","0","319000"
"81012208","1012202","0","1.4","1.4","0","319000"
"102591","1012301","0","0.77","0.77","-27","316300"
"102601","1012302","0","0.77","0.77","-27","316300"
"103051","1012401","0","0.77","0.77","-55","319300"
"102601","1012402","0","0.77","0.77","-55","319300"
"81000405","1012501","0","0.8","0.8","-27","316400"
"81000406","1012502","0","0.8","0.8","-27","316400"
"81012601","1012601","0","1.18","1.18","-30","319500"
"81012602","1012602","0","1.18","1.18","-30","319500"
"81010001","1012701","0","0.95","0.95","-20","316500"
"81010002","1012702","0","0.95","0.95","-20","316500"
"101111","1012801","0","1.5","1.5","0","320000"
"101131","1012802","0","1.5","1.5","0","320000"
"81010201","1012901","0","0.8","0.8","-27","316700"
"81010202","1012902","0","0.8","0.8","-27","316700"
"81011401","1013001","0","1","1","0","313702"
"81013002","1013002","0","1","1","0","313702"
"100091","1013101","0","1","1","-20","318000"
"100381","1013102","0","1","1","-20","318000"
"100941","1013201","0","0.7","0.7","-50","320200"
"100961","1013202","0","0.7","0.7","-50","320200"
"100961","1013203","0","0.7","0.7","-50","320200"
"101361","1013301","0","1","1","-27","318200"
"102961","1013302","0","1","1","-27","318200"
"102961","1013303","0","1","1","-27","318200"
"81013401","1013401","-20","1","1","-50","320300"
"81013402","1013402","-20","1","1","-50","320300"
"81013402","1013403","-20","1","1","-50","320300"
"81001505","1013501","0","1.1","1.1","-17","318100"
"81010802","1013502","0","1.1","1.1","-17","318100"
"81010802","1013503","0","1.1","1.1","-17","318100"
"81013601","1013601","0","1","1","0","320400"
"81013602","1013602","0","1","1","0","320400"
"81013602","1013603","0","1","1","0","320400"
"81013701","1013701","0","0.65","0.65","10","320500"
"81013702","1013702","0","0.65","0.65","10","320500"
"81013702","1013703","0","0.65","0.65","10","320500"
"101581","1013801","0","0.7","0.7","-25","318500"
"103141","1013802","0","0.7","0.7","-25","318500"
"103141","1013803","0","0.7","0.7","-25","318500"
"103151","1013901","0","0.9","0.9","0","318600"
"103161","1013902","0","0.9","0.9","0","318600"
"103161","1013903","0","0.9","0.9","0","318600"
"101951","1014001","0","1.2","1.2","-20","320700"
"101951","1014002","0","1.2","1.2","-20","320700"
"101951","1014003","0","1.2","1.2","-20","320700"
"81011401","1014101","0","1.1","1.1","-27","318300"
"81011402","1014102","0","1.1","1.1","-27","318300"
"81011402","1014103","0","1.1","1.1","-27","318300"
"100371","1014201","0","1","1","-10","320900"
"100381","1014202","0","1","1","-10","320900"
"100381","1014203","0","1","1","-10","320900"
"102091","1014301","0","1.18","1.18","0","318800"
"102111","1014302","0","1.18","1.18","0","318800"
"102111","1014303","0","1.18","1.18","0","318800"
"100021","1014401","0","0.75","0.75","-10","321100"
"100691","1014402","0","0.75","0.75","-10","321100"
"100691","1014403","0","0.75","0.75","-10","321100"
"81011801","1014501","0","1.1","1.1","-25","319100"
"81011802","1014502","0","1.1","1.1","-25","319100"
"81011802","1014503","0","1.1","1.1","-25","319100"
"81014601","1014601","0","0.85","0.85","-25","321200"
"81014602","1014602","0","0.85","0.85","-25","321200"
"81014602","1014603","0","0.85","0.85","-25","321200"
"81012001","1014701","0","1.1","1.1","-17","318900"
"81012002","1014702","0","1.1","1.1","-17","318900"
"81012002","1014703","0","1.1","1.1","-17","318900"
"81014801","1014801","0","1.1","1.1","-30","321300"
"81014802","1014802","0","1.1","1.1","-30","321300"
"81014802","1014803","0","1.1","1.1","-30","321300"
"81012207","1014901","0","1.4","1.4","0","319000"
"81012208","1014902","0","1.4","1.4","0","319000"
"81012208","1014903","0","1.4","1.4","0","319000"
"81015001","1015001","0","0.91","0.91","-10","321400"
"81015001","1015002","0","0.91","0.91","-10","321400"
"81015001","1015003","0","0.91","0.91","-10","321400"
"103051","1015101","0","0.77","0.77","-55","319300"
"102601","1015102","0","0.77","0.77","-55","319300"
"102601","1015103","0","0.77","0.77","-55","319300"
"81015201","1015201","-20","0.61","0.61","0","321700"
"81015202","1015202","-20","0.61","0.61","0","321700"
"81015202","1015203","-20","0.61","0.61","0","321700"
"81001705","1015301","0","1","1","0","307400"
"81001706","1015302","0","1","1","0","307400"
"81001706","1015303","0","1","1","0","307400"
"100051","1015401","0","1","1","-10","321800"
"100931","1015402","0","1","1","-10","321800"
"100931","1015403","0","1","1","-10","321800"
"103311","1015501","0","1.18","1.18","-30","319500"
"103321","1015502","0","1.18","1.18","-30","319500"
"103321","1015503","0","1.18","1.18","-30","319500"
"81015601","1015601","0","0.73","0.73","13","322100"
"81015602","1015602","0","0.73","0.73","13","322100"
"81015602","1015603","0","0.73","0.73","13","322100"
"101111","1015701","0","1.5","1.5","0","320000"
"101131","1015702","0","1.5","1.5","0","320000"
"101131","1015703","0","1.5","1.5","0","320000"
"81003006","1015801","0","1.5","1.5","-10","322200"
"81008002","1015802","0","1.5","1.5","-10","322200"
"81008002","1015803","0","1.5","1.5","-10","322200"
"81011401","1015901","0","1","1","0","313702"
"81013002","1015902","0","1","1","0","313702"
"81013002","1015903","0","1","1","0","313702"
"81001205","1016001","-20","1.33","1.33","-55","322400"
"81001206","1016002","-20","1.33","1.33","-55","322400"
"81001206","1016003","-20","1.33","1.33","-55","322400"
"100941","1016101","0","0.7","0.7","-50","320200"
"100961","1016102","0","0.7","0.7","-50","320200"
"100961","1016103","0","0.7","0.7","-50","320200"
"81013401","1016301","-20","1","1","-50","320300"
"81013402","1016302","-20","1","1","-50","320300"
"81013402","1016303","-20","1","1","-50","320300"
"81013601","1016401","0","1","1","0","320400"
"81013602","1016402","0","1","1","0","320400"
"81013602","1016403","0","1","1","0","320400"
"81013701","1016501","0","0.65","0.65","10","320500"
"81013702","1016502","0","0.65","0.65","10","320500"
"81013702","1016503","0","0.65","0.65","10","320500"
"101951","1016601","0","1.2","1.2","-20","320700"
"101951","1016602","0","1.2","1.2","-20","320700"
"101951","1016603","0","1.2","1.2","-20","320700"
"100371","1016701","0","1","1","-10","320900"
"100381","1016702","0","1","1","-10","320900"
"100381","1016703","0","1","1","-10","320900"
"100021","1016801","0","0.75","0.75","-10","321100"
"100691","1016802","0","0.75","0.75","-10","321100"
"100691","1016803","0","0.75","0.75","-10","321100"
"81014601","1016901","0","0.85","0.85","-25","321200"
"81014602","1016902","0","0.85","0.85","-25","321200"
"81014602","1016903","0","0.85","0.85","-25","321200"
"81014801","1017001","0","1.1","1.1","-30","321300"
"81014802","1017002","0","1.1","1.1","-30","321300"
"81014802","1017003","0","1.1","1.1","-30","321300"
"81015001","1017101","0","0.91","0.91","-10","321400"
"81015001","1017102","0","0.91","0.91","-10","321400"
"81015001","1017103","0","0.91","0.91","-10","321400"
"81015201","1017201","-20","0.61","0.61","0","321700"
"81015202","1017202","-20","0.61","0.61","0","321700"
"81015202","1017203","-20","0.61","0.61","0","321700"
"100051","1017301","0","1","1","-10","321800"
"100931","1017302","0","1","1","-10","321800"
"100931","1017303","0","1","1","-10","321800"
"100021","1017401","0","2.5","2.5","0","310500"
"100531","1017402","0","2.5","2.5","0","310500"
"100531","1017403","0","2.5","2.5","0","310500"
"81003601","1017501","0","0.4","0.4","0","310600"
"81003602","1017502","0","0.4","0.4","0","310600"
"81003602","1017503","0","0.4","0.4","0","310600"
