d7f229442b5a4edf05262ee18c2f6f7e49d6d0551998189665fb33b76060a323,1bbfaac4a17d8d28ea0921f9d86be9b345d9be4ae70624e77e94b52e16037779,b379dbbc1aed02065931884cfafe3f3fa22b76d9c003dd22f03d8f24dbdb103a,4c9810458641976507a6dcb759c89d363b1faf0cf852e49a14e024c84581d08a,f9d6d64d21b13815f2e1fd8432185a9fdcd262ae74a439367c9e2320aec63e9a,94117bfbdf2c788a981a89d7a6d90ba890159545f978224b2485b51503654d12,9538299ddc2c7707c9fb99f98e18d81b4e905f98e698a630623f5268c339439b,edd2f44b37446a5d2f336206c6ba5eeed851be467e42d6093783b5eca6abddd3,432410ebb6a09490d92a079fea13006862b403d8d0bfe47e7ba67d024de659df,588822f76eb2e5f7f49c6c89129daa3e38fb71dd2f042c32ae1bd80c11dfbe40,094eed318a53f3551d9b6f5bc09df749d726292c3fcdf14326620008db8a923c,8381ef297d5967616b2bd363d66f56aa0fec453c800d88f55d5b2fc58d73b411,9cee26dbd45b07cf51bc75d0aca6de9d1f6cae625c8e26317320b4604336a4ed,8c901e38d8671c7f6eba513abc76f2d67538232edd4c4a49f1550b905db84d89,79016e9e12e2b4a922f77550df521dc59c1daa27068f248362bf117e6c84e8e9,534d33ff69f4b48e8df4b3de525305e6ff4169418b57d73ef002a2003c2000a8,81639b7993112c32103fd0c2dd3ff77b004e1e1a7914ae53324feb9240fd8ead,adecdc7e885680830983ea6dd29eeb23e6aab187baf725b74fb1e4be92dd168c,594335ce13dfb1d09b54510b5409df193f0a87e3c56fe209eb28921a40d17a1b,9b8c8659f034c14a992af02167f0cd00123b79ad3b1f5c4da71aa79b51ccfb58,98e27c4519e8fc3d4698c2b2046b53ba075050de808d1a6d8cd9791da4f627ee,2ccc3c01425495143dfc343d727b02404df7da35770a4279118b12cf33aae315
"1.1","0.8","200","10080103","bgm_M64","3","1008","1","101291","101161","1","65","3","-15","1","0","100","-40","-30","-10","1","0"
"1.3","0.9","200","10080104","bgm_M64","4","1008","1.3","101291","101161","1","-110","4","0","1","0","100","150","-30","0","1","0"
"1.45","1.1","230","10080105","bgm_M55","5","1008","1.3","101292","101162","1","-15","5","-20","1","15","45","490","-30","30","1","30"
"0.8","0.6","210","10090101","bgm_M64","1","1009","0.7","101301","101161","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","200","10090102","bgm_M64","2","1009","1","101301","101161","1","-120","2","0","1","0","120","-260","-30","0","1","10"
"2.3","1.55","200","10090103","bgm_M64","3","1009","2.2","101301","101161","1","100","3","-15","1","0","100","-50","-30","-10","1","0"
"1.3","1","200","10090104","bgm_M64","4","1009","1.3","101301","101161","1","-100","4","0","1","15","100","180","-30","0","1","0"
"1.2","1","270","10090105","bgm_M55","5","1009","1.1","101302","101162","1","-55","5","-20","1","-15","200","470","-30","-30","1","10"
"1","0.575","210","10100101","bgm_M64","1","1010","0.9","101441","101161","1","-130","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10100102","bgm_M64","2","1010","1","101441","101161","1","-120","2","0","1","0","120","-250","-30","0","1","10"
"1.1","0.8","200","10100103","bgm_M64","3","1010","1","101441","101161","1","50","3","-15","1","0","100","-10","-30","-10","1","0"
"1.3","0.9","200","10100104","bgm_M64","4","1010","1","101441","101161","1","-100","4","0","1","-30","0","180","-30","0","1","0"
"1.2","0.95","270","10100105","bgm_M55","5","1010","1.1","101442","101162","1","-70","5","-20","1","-35","200","470","-30","-30","1","10"
"1","0.575","210","10110101","bgm_M64","1","1011","0.9","101451","101451","1","-130","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10110102","bgm_M64","2","1011","1","101451","101451","1","-120","2","0","1","0","120","-250","-30","0","1","10"
"1.4","0.9","200","10110103","bgm_M64","3","1011","1","101451","101451","1","50","3","-15","1","-30","100","-20","-30","-10","1","0"
"0.9","0.65","220","10110104","bgm_M64","4","1011","0.8","101451","101451","1","-100","4","0","1","20","100","200","-30","0","1","0"
"1.55","1.25","290","10110105","bgm_M55","5","1011","1.4","101452","101452","1","-70","5","0","1","-35","200","510","-30","-50","1","0"
"1","0.575","210","10120101","bgm_M64","1","1012","0.9","101561","101451","1","-130","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.9","240","10120102","bgm_M64","2","1012","1","101561","101451","1","-120","2","0","1","0","120","-240","-30","0","1","0"
"0.9","0.6","200","10120103","bgm_M64","3","1012","0.8","101561","101451","1","60","3","-5","1","0","100","-30","-30","-10","1","5"
"1.5","0.9","200","10120104","bgm_M64","4","1012","1.2","101561","101451","1","-100","4","0","1","-30","100","180","-30","0","1","0"
"1.55","1.25","290","10120105","bgm_M55","5","1012","1.35","101562","101452","1","-70","5","0","1","-60","400","460","-30","-50","1","0"
"0.8","0.6","210","10130101","bgm_M64","1","1013","0.7","101001","101001","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","200","10130102","bgm_M64","2","1013","1","101001","101001","1","-120","2","0","1","0","0","-260","-30","0","1","10"
"1.1","0.7","200","10130103","bgm_M64","3","1013","1","101001","101001","1","0","3","-13","1","0","100","-40","-30","-10","1","0"
"1.2","0.7","200","10130104","bgm_M64","4","1013","1","101001","101001","1","-50","4","0","1","0","0","240","-30","0","1","0"
"1.3","1.2","250","10130105","bgm_M55","5","1013","1","101011","101011","1","-40","5","0","1","0","200","480","-30","0","1","0"
"1","0.575","210","10140101","bgm_M64","1","1014","0.9","101041","101041","1","-130","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10140102","bgm_M64","2","1014","1","101041","101041","1","-120","2","0","1","0","120","-250","-30","0","1","10"
"2.3","1.55","200","10140103","bgm_M64","3","1014","2.2","101041","101041","1","100","3","-15","1","0","100","-50","-30","-10","1","0"
"1","0.7","200","10140104","bgm_M64","4","1014","1","101041","101041","1","-70","4","0","1","0","0","190","-30","0","1","0"
"1.8","1.4","250","10140105","bgm_M55","5","1014","1.6","101042","101042","1","0","5","0","1","0","200","440","-30","0","1","0"
"0.8","0.6","210","10150101","bgm_M64","1","1015","0.7","101041","101161","1","-125","1","0","1","0","250","-470","-30","-30","1","10"
"1.2","0.75","200","10150102","bgm_M64","2","1015","1","101041","101161","1","-95","2","0","1","0","120","-210","-30","0","1","10"
"1.4","0.9","200","10150103","bgm_M64","3","1015","1","101041","101161","1","-120","3","-15","1","-30","100","50","-30","-10","1","0"
"1","0.7","200","10150104","bgm_M64","4","1015","1","101041","101162","1","35","4","0","1","43","150","195","-30","0","1","0"
"1.8","1.1","210","10150105","bgm_M55","5","1015","1.35","101042","101161","1","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10160101","bgm_M64","1","1016","0.85","101161","101451","1","-120","1","0","1","0","250","-480","-30","0","1","10"
"1.2","0.75","200","10160102","bgm_M64","2","1016","1.1","101161","101451","1","-100","2","0","1","0","0","-260","-30","0","1","10"
"1.1","0.8","200","10160103","bgm_M64","3","1016","1","101161","101451","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.8","200","10160104","bgm_M64","4","1016","0.85","101161","101451","1","-110","4","0","1","0","0","190","-30","0","1","0"
"1.15","0.9","280","10160105","bgm_M55","5","1016","1","101162","101452","1","-70","5","0","1","-50","270","485","-30","-45","1","-10"
"0.8","0.6","210","10170101","bgm_M64","1","1017","0.7","101171","101171","1","-120","1","0","1","0","200","-480","-30","-30","1","10"
"1","0.6","240","10170102","bgm_M64","2","1017","0.7","101171","101171","1","-120","2","0","1","0","200","-260","-30","0","1","10"
"1.4","0.9","200","10170103","bgm_M64","3","1017","1","101171","101171","1","65","3","-15","1","-30","200","-10","-30","-10","1","0"
"1.3","0.9","200","10170104","bgm_M64","4","1017","1","101171","101171","1","-110","4","0","1","-30","200","190","-30","0","1","0"
"1.45","1","250","10170105","bgm_M55","5","1017","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"0.8","0.6","210","10180101","bgm_M64","1","1018","0.7","101191","101171","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.8","200","10180102","bgm_M64","2","1018","1","101191","101171","1","-100","2","0","1","0","100","-260","-30","0","1","10"
"0.9","0.6","200","10180103","bgm_M64","3","1018","0.8","101191","101171","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.2","0.9","200","10180104","bgm_M64","4","1018","1","101191","101171","1","-110","4","-30","1","0","100","190","-30","0","1","0"
"1.3","1.1","280","10180105","bgm_M55","5","1018","1","101192","101172","1","-70","5","0","1","-50","100","485","-30","-45","1","-10"
"0.8","0.6","210","10190101","bgm_M64","1","1019","0.85","101201","101161","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10190102","bgm_M64","2","1019","1.1","101201","101161","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.1","0.8","200","10190103","bgm_M64","3","1019","1","101201","101161","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.7","200","10190104","bgm_M64","4","1019","1","101201","101161","1","-110","4","0","1","43","100","190","-30","0","1","0"
"1.45","1","250","10190105","bgm_M55","5","1019","1","101202","101162","1","-30","5","-20","1","-50","100","475","-30","-45","1","10"
"0.8","0.6","210","10200101","bgm_M64","1","1020","0.85","101291","101161","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10200102","bgm_M64","2","1020","1.1","101291","101161","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.1","0.8","200","10200103","bgm_M64","3","1020","1","101291","101161","1","65","3","-15","1","0","100","-40","-30","-10","1","0"
"1.5","0.8","200","10200104","bgm_M64","4","1020","1","101291","101161","1","-110","4","0","1","-30","100","150","-30","0","1","0"
"1.45","1.1","230","10200105","bgm_M55","5","1020","1","101292","101162","1","-15","5","-20","1","15","100","490","-30","30","1","30"
"0.8","0.58","210","10210101","bgm_M64","1","1021","0.7","101301","101161","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.9","200","10210102","bgm_M64","2","1021","1","101301","101161","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.4","0.93","200","10210103","bgm_M64","3","1021","1","101301","101161","1","100","3","0","1","-30","200","-50","-30","-10","1","-10"
"1.3","0.9","200","10210104","bgm_M64","4","1021","1.3","101301","101161","1","-100","4","0","1","15","100","180","-30","0","1","0"
"1.2","1","270","10210105","bgm_M55","5","1021","1.1","101302","101162","1","-55","5","-20","1","-15","100","470","-30","-30","1","10"
"0.8","0.575","210","10220101","bgm_M64","1","1022","0.85","101441","101161","1","-130","1","0","1","0","100","-450","-30","0","1","10"
"1.2","0.75","200","10220102","bgm_M64","2","1022","1.1","101441","101161","1","-120","2","0","1","0","100","-250","-30","0","1","10"
"1.2","0.8","200","10220103","bgm_M64","3","1022","1.1","101441","101161","1","50","3","-15","1","0","100","-10","-30","-10","1","0"
"1.3","0.9","200","10220104","bgm_M64","4","1022","1.3","101441","101161","1","-100","4","0","1","15","100","180","-30","0","1","0"
"1.2","0.95","230","10220105","bgm_M55","5","1022","1.1","101442","101162","1","-70","5","-20","1","-35","100","470","-30","-30","1","10"
"0.8","0.58","210","10230101","bgm_M64","1","1023","0.7","101451","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.9","200","10230102","bgm_M64","2","1023","1","101451","101451","1","-120","2","0","1","0","100","-250","-30","0","1","10"
"1.4","0.9","200","10230103","bgm_M64","3","1023","1","101451","101451","1","50","3","-15","1","-30","100","-20","-30","-10","1","0"
"1","0.8","200","10230104","bgm_M64","4","1023","0.85","101451","101451","1","-100","4","0","1","0","100","200","-30","0","1","0"
"1.55","1.25","290","10230105","bgm_M55","5","1023","1.4","101452","101452","1","-70","5","0","1","-35","100","510","-30","-50","1","0"
"0.8","0.58","210","10240101","bgm_M64","1","1024","0.7","101561","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.75","240","10240102","bgm_M64","2","1024","1.1","101561","101451","1","-120","2","0","1","0","100","-240","-30","0","1","0"
"1.1","0.65","200","10240103","bgm_M64","3","1024","1","101561","101451","1","60","3","-5","1","0","100","-30","-30","-10","1","5"
"1.2","0.7","200","10240104","bgm_M64","4","1024","1","101561","101451","1","-100","4","0","1","0","100","180","-30","0","1","0"
"1.55","1.25","290","10240105","bgm_M55","5","1024","1.35","101562","101452","1","-70","5","0","1","-60","400","460","-30","-50","1","0"
"0.8","0.58","210","10250101","bgm_M64","1","1025","0.7","101001","101451","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.75","200","10250102","bgm_M64","2","1025","1.1","101001","101451","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"0.9","0.6","200","10250103","bgm_M64","3","1025","0.8","101001","101451","1","0","3","-13","1","0","100","-40","-30","-10","1","0"
"1.5","0.8","200","10250104","bgm_M64","4","1025","1","101001","101451","1","-50","4","0","1","-30","100","240","-30","0","1","0"
"1.3","1.2","250","10250105","bgm_M55","5","1025","1","101011","101452","1","-40","5","0","1","0","100","480","-30","0","1","0"
"1","0.575","210","10260101","bgm_M64","1","1026","0.9","101021","101021","1","-130","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10260102","bgm_M64","2","1026","1","101021","101021","1","-120","2","0","1","0","120","-250","-30","0","1","10"
"2.3","1.55","200","10260103","bgm_M64","3","1026","2.2","101021","101021","1","100","3","-15","1","0","100","-50","-30","-10","1","0"
"1","0.7","200","10260104","bgm_M64","4","1026","1","101021","101021","1","-70","4","0","1","43","150","190","-30","0","1","0"
"1.8","1.4","220","10260105","bgm_M55","5","1026","1.6","101031","101031","1","0","5","0","1","0","200","440","-30","0","1","0"
"0.8","0.6","210","10270101","bgm_M64","1","1027","0.7","101041","101161","1","-125","1","0","1","0","250","-470","-30","-30","1","10"
"1.2","0.75","200","10270102","bgm_M64","2","1027","1","101041","101161","1","-95","2","0","1","0","120","-210","-30","0","1","10"
"1.2","0.75","200","10270103","bgm_M64","3","1027","1","101041","101161","1","-120","3","-15","1","-10","100","50","-30","-10","1","10"
"1.1","0.7","200","10270104","bgm_M64","4","1027","1","101041","101162","1","35","4","0","1","20","100","195","-30","0","1","0"
"1.8","1.1","210","10270105","bgm_M55","5","1027","1.35","101042","101161","1.3","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10280101","bgm_M64","1","1028","0.85","101161","101161","1","-120","1","0","1","0","250","-480","-30","0","1","10"
"1.2","0.75","200","10280102","bgm_M64","2","1028","1.1","101161","101161","1","-100","2","0","1","0","0","-260","-30","0","1","10"
"1.1","0.65","200","10280103","bgm_M64","3","1028","1","101161","101161","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.35","0.9","200","10280104","bgm_M64","4","1028","1.3","101161","101161","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.15","0.9","280","10280105","bgm_M55","5","1028","1","101162","101162","1.3","-70","5","-40","1","-50","270","485","-30","-45","1","-10"
"0.8","0.6","210","10290101","bgm_M64","1","1029","0.7","101171","101171","1","-120","1","0","1","0","200","-480","-30","-30","1","10"
"1","0.6","240","10290102","bgm_M64","2","1029","0.7","101171","101171","1","-120","2","0","1","0","200","-260","-30","0","1","10"
"1.4","0.9","200","10290103","bgm_M64","3","1029","1","101171","101171","1","65","3","-15","1","-30","200","-10","-30","-10","1","0"
"1.3","0.9","200","10290104","bgm_M64","4","1029","1","101171","101171","1","-110","4","0","1","-30","200","190","-30","0","1","0"
"1.45","1","250","10290105","bgm_M55","5","1029","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"0.8","0.6","210","10300101","bgm_M64","1","1030","0.7","101191","101171","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.8","200","10300102","bgm_M64","2","1030","1","101191","101171","1","-100","2","0","1","0","100","-260","-30","0","1","10"
"0.9","0.6","200","10300103","bgm_M64","3","1030","0.8","101191","101171","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.2","0.9","200","10300104","bgm_M64","4","1030","1","101191","101171","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.3","1.1","280","10300105","bgm_M55","5","1030","1","101192","101172","1","-70","5","0","1","-50","200","485","-30","-45","1.2","-10"
"0.8","0.6","210","10310101","bgm_M64","1","1031","0.85","101201","101161","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10310102","bgm_M64","2","1031","1.1","101201","101161","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.1","0.8","200","10310103","bgm_M64","3","1031","1","101201","101161","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.7","200","10310104","bgm_M64","4","1031","1","101201","101161","1","-110","4","0","1","43","100","190","-30","0","1","0"
"1.45","1","250","10310105","bgm_M55","5","1031","1","101202","101162","1","-30","5","-20","1","-50","100","475","-30","-45","1","10"
"0.8","0.6","210","10320101","bgm_M64","1","1032","0.85","101291","101291","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10320102","bgm_M64","2","1032","1.1","101291","101291","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.3","0.9","200","10320103","bgm_M64","3","1032","1","101291","101291","1","65","3","-15","1","0","100","-40","-30","-10","1","0"
"1.3","0.8","200","10320104","bgm_M64","4","1032","1","101291","101291","1","-110","4","0","1","-30","100","150","-30","0","1","0"
"1.45","1.1","230","10320105","bgm_M55","5","1032","1","101292","101292","1","-15","5","-20","1","15","100","490","-30","30","1","30"
"0.8","0.58","210","10330101","bgm_M64","1","1033","0.7","101301","101301","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.9","200","10330102","bgm_M64","2","1033","1","101301","101301","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.4","0.93","200","10330103","bgm_M64","3","1033","1","101301","101301","1","100","3","0","1","-30","200","-50","-30","-10","1","-10"
"1.3","0.9","200","10330104","bgm_M64","4","1033","1","101301","101301","1","-100","4","0","1","15","100","100","-30","0","1","0"
"1.2","1","270","10330105","bgm_M55","5","1033","1.1","101302","101302","1","-55","5","-20","1","-15","100","470","-30","-30","1","10"
"0.8","0.575","210","10340101","bgm_M64","1","1034","0.85","101441","101161","1","-130","1","0","1","0","100","-450","-30","0","1","10"
"1","0.75","200","10340102","bgm_M64","2","1034","0.7","101441","101161","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.2","0.8","200","10340103","bgm_M64","3","1034","1.1","101441","101161","1","50","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.9","200","10340104","bgm_M64","4","1034","1","101441","101161","1","-100","4","0","1","43","150","180","-30","0","1","0"
"1.2","0.95","230","10340105","bgm_M55","5","1034","1.1","101442","101162","1","-70","5","-20","1","-35","100","470","-30","-30","1","10"
"0.8","0.58","210","10350101","bgm_M64","1","1035","0.7","101451","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.9","200","10350102","bgm_M64","2","1035","1","101451","101451","1","-120","2","0","1","0","100","-250","-30","0","1","10"
"1.4","0.9","200","10350103","bgm_M64","3","1035","1","101451","101451","1","50","3","-15","1","-30","100","-20","-30","-10","1","0"
"1","0.8","200","10350104","bgm_M64","4","1035","0.85","101451","101451","1","-100","4","0","1","0","100","200","-30","0","1","0"
"1.55","1.25","290","10350105","bgm_M55","5","1035","1.4","101452","101452","1","-70","5","0","1","-35","100","510","-30","-50","1.2","0"
"0.8","0.58","210","10360101","bgm_M64","1","1036","0.7","101561","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.75","240","10360102","bgm_M64","2","1036","1.1","101561","101451","1","-120","2","0","1","0","100","-240","-30","0","1","0"
"1.1","0.65","200","10360103","bgm_M64","3","1036","1","101561","101451","1","60","3","-5","1","0","100","-30","-30","-10","1","5"
"1.2","1.1","200","10360104","bgm_M64","4","1036","1","101561","101451","1","-100","4","0","1","0","100","180","-30","0","1","0"
"1.55","1.25","290","10360105","bgm_M55","5","1036","1.35","101562","101452","1","-70","5","0","1","-60","400","460","-30","-50","1.4","0"
"0.8","0.58","210","10370101","bgm_M64","1","1037","0.7","101001","101451","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.75","200","10370102","bgm_M64","2","1037","1.1","101001","101451","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"0.9","0.6","200","10370103","bgm_M64","3","1037","0.55","101001","101451","1","0","3","-13","1","-50","150","-40","-30","-60","1.4","0"
"1.3","0.8","200","10370104","bgm_M64","4","1037","1","101001","101451","1","-50","4","0","1","-30","100","240","-30","0","1","0"
"1.3","1.2","250","10370105","bgm_M55","5","1037","1","101011","101452","1","-40","5","0","1","0","100","480","-30","0","1.2","0"
"1","0.575","210","10380101","bgm_M64","1","1038","0.9","101021","101021","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10380102","bgm_M64","2","1038","1","101021","101021","1","-120","2","0","1","0","120","-250","-30","0","1","10"
"1.2","0.8","200","10380103","bgm_M64","3","1038","1.1","101021","101021","1","100","3","-15","1","0","100","-50","-30","-10","1","0"
"1.3","0.9","200","10380104","bgm_M64","4","1038","1","101021","101021","1","-70","4","0","1","-30","200","190","-30","0","1","0"
