9674f91c1aed28a54d90d97acfb834555dbcb21a290052c132abada94becfc1e,d946c53135607f83aefccac47c2c47eae870203e0a38209bc3bff0453942c2b8,3a287afb35bc7584981acc3173278f0fb5e08524407b3cbde3e240aff6ddb2ce,d69025c41477e4193d742433a50982d173b948be6b21c6c6245fa15976c4d25f,fcda9ee4c2c9024e7ff0bcc6afbaed16205d74d8cedc850ed5d5d34b548593eb
"183","101","326","10","10075"
"57","100","330","10","10076"
"204","100","335","10","10077"
"486","100","340","10","10078"
"858","100","345","10","10079"
"584","101","349","10","10080"
"178","100","352","10","10081"
"448","100","357","10","10082"
"793","100","361","10","10083"
"1102","101","364","10","10084"
"975","100","369","10","10085"
"1132","100","374","10","10086"
"922","101","379","10","10087"
"752","100","383","10","10088"
"457","100","386","10","10089"
"367","100","391","10","10090"
"410","101","395","10","10091"
"93","100","398","10","10092"
"425","100","402","10","10093"
"54","100","407","10","10094"
"255","100","410","10","10095"
"318","100","414","10","10096"
"535","101","417","10","10097"
"467","100","422","10","10098"
"695","100","425","10","10099"
"820","100","429","10","10100"
"676","101","434","10","10101"
"880","100","439","10","10102"
"656","100","444","10","10103"
"849","400","447","10","10104"
"1077","100","452","10","10105"
"1195","100","456","10","10106"
"1053","101","461","10","10107"
"975","100","464","10","10108"
"762","300","467","10","10109"
"1120","100","471","10","10110"
"1062","101","476","10","10111"
"815","100","481","10","10112"
"680","100","484","10","10113"
"626","100","488","10","10114"
"658","100","492","10","10115"
"804","100","495","10","10116"
"645","100","500","10","10117"
"716","200","503","10","10118"
"792","100","506","10","10119"
"891","100","510","10","10120"
"1092","100","514","10","10121"
"1181","101","519","10","10122"
"1102","100","522","10","10123"
"1042","101","526","10","10124"
"846","100","529","10","10125"
"880","100","532","10","10126"
"945","101","537","10","10127"
"892","100","541","10","10128"
"1018","100","546","10","10129"
"866","101","551","10","10130"
"630","100","554","10","10131"
"543","101","558","10","10132"
"320","100","563","10","10133"
"421","100","566","10","10134"
"483","101","570","10","10135"
"600","100","575","10","10136"
"505","100","580","10","10137"
"321","100","583","10","10138"
"268","101","586","10","10139"
"373","100","590","10","10140"
"579","100","595","10","10141"
"386","400","599","10","10142"
"511","100","604","10","10143"
"599","100","608","10","10144"
"639","101","612","10","10145"
"731","100","615","10","10146"
"689","300","619","10","10147"
"478","100","624","10","10148"
"583","101","628","10","10149"
"338","100","633","10","10150"
"142","100","636","10","10151"
"383","100","640","10","10152"
"555","100","644","10","10153"
"510","101","649","10","10154"
"751","100","653","10","10155"
"529","100","656","10","10156"
"491","100","659","10","10157"
"265","100","662","10","10158"
"440","100","665","10","10159"
"236","101","670","10","10160"
"351","100","674","10","10161"
"302","101","677","10","10162"
"150","100","682","10","10163"
"71","100","686","10","10164"
"14","101","690","10","10165"
"211","100","694","10","10166"
"127","101","698","10","10167"
"375","100","702","10","10168"
"497","100","706","10","10169"
"412","200","710","10","10170"
"638","100","714","10","10171"
"835","100","719","10","10172"
"921","100","722","10","10173"
"828","101","727","10","10174"
"882","100","730","10","10175"
"658","100","735","10","10176"
"883","101","739","10","10177"
"1105","100","743","10","10178"
"1186","100","748","10","10179"
"979","100","752","10","10180"
"780","400","755","10","10181"
"644","100","760","10","10182"
"397","100","764","10","10183"
"561","100","768","10","10184"
"530","100","773","10","10185"
"653","101","778","10","10186"
"695","100","783","10","10187"
"531","100","787","10","10188"
"653","101","793","10","10189"
"414","100","799","10","10190"
"190","100","804","10","10191"
"147","101","809","10","10192"
"334","100","815","10","10193"
"270","100","820","10","10194"
"487","100","825","10","10195"
"590","101","831","10","10196"
"637","100","835","10","10197"
"572","101","840","10","10198"
"652","100","842","10","10199"
"746","100","850","10","10200"
"255","100","30","11","11001"
"634","100","34","11","11002"
"539","100","37","11","11003"
"413","101","41","11","11004"
"748","100","46","11","11005"
"608","100","51","11","11006"
"1002","100","54","11","11007"
"802","101","58","11","11008"
"509","100","62","11","11009"
"648","100","67","11","11010"
"305","100","71","11","11011"
"15","100","75","11","11012"
"440","101","78","11","11013"
"476","100","82","11","11014"
"735","100","87","11","11015"
"955","100","92","11","11016"
"1027","100","96","11","11017"
"590","100","101","11","11018"
"249","100","105","11","11019"
"694","100","108","11","11020"
"491","100","112","11","11021"
"174","100","117","11","11022"
"218","100","120","11","11023"
"498","100","125","11","11024"
"928","101","129","11","11025"
"819","100","133","11","11026"
"1136","100","137","11","11027"
"875","100","140","11","11028"
"1010","100","143","11","11029"
"1178","100","147","11","11030"
"785","101","152","11","11031"
"357","100","155","11","11032"
"593","101","159","11","11033"
"382","101","162","11","11034"
"662","100","165","11","11035"
"543","100","170","11","11036"
"916","101","173","11","11037"
"1181","100","178","11","11038"
"771","400","183","11","11039"
"1083","100","188","11","11040"
"1192","100","192","11","11041"
"887","101","197","11","11042"
"628","100","202","11","11043"
"674","100","205","11","11044"
"545","100","210","11","11045"
"411","101","215","11","11046"
"546","100","219","11","11047"
"105","100","224","11","11048"
"178","100","227","11","11049"
"261","100","232","11","11050"
"224","100","237","11","11051"
"354","100","240","11","11052"
"638","100","244","11","11053"
"445","101","247","11","11054"
"697","100","252","11","11055"
"1108","200","255","11","11056"
"695","100","259","11","11057"
"1000","100","262","11","11058"
"768","101","265","11","11059"
"608","100","270","11","11060"
"486","101","273","11","11061"
"595","100","277","11","11062"
"430","100","281","11","11063"
"359","100","284","11","11064"
"474","100","289","11","11065"
"230","100","292","11","11066"
"652","101","296","11","11067"
"424","100","300","11","11068"
"472","300","304","11","11069"
"678","100","307","11","11070"
"946","100","310","11","11071"
"912","101","314","11","11072"
"762","100","317","11","11073"
"1057","100","321","11","11074"
"684","101","326","11","11075"
"770","100","330","11","11076"
"565","100","335","11","11077"
"632","100","340","11","11078"
"1049","100","345","11","11079"
"1089","101","349","11","11080"
"908","100","352","11","11081"
"686","100","357","11","11082"
"537","100","361","11","11083"
"271","101","364","11","11084"
"71","100","369","11","11085"
"463","100","374","11","11086"
"585","101","379","11","11087"
"469","100","383","11","11088"
"113","100","386","11","11089"
"7","100","391","11","11090"
"99","101","395","11","11091"
"363","100","398","11","11092"
"118","100","402","11","11093"
"533","100","407","11","11094"
"376","100","410","11","11095"
"160","100","414","11","11096"
"406","101","417","11","11097"
"163","100","422","11","11098"
"544","100","425","11","11099"
"846","100","429","11","11100"
"397","101","434","11","11101"
"174","100","439","11","11102"
"364","100","444","11","11103"
"730","400","447","11","11104"
"922","100","452","11","11105"
"1024","100","456","11","11106"
"625","101","461","11","11107"
"488","100","464","11","11108"
"555","300","467","11","11109"
"655","100","471","11","11110"
"818","101","476","11","11111"
"602","100","481","11","11112"
"909","100","484","11","11113"
"1185","100","488","11","11114"
"828","100","492","11","11115"
"619","100","495","11","11116"
"567","100","500","11","11117"
"806","200","503","11","11118"
"708","100","506","11","11119"
"1043","100","510","11","11120"
"707","100","514","11","11121"
"992","101","519","11","11122"
"811","100","522","11","11123"
"497","101","526","11","11124"
"166","100","529","11","11125"
"5","100","532","11","11126"
"436","101","537","11","11127"
"658","100","541","11","11128"
"559","100","546","11","11129"
"380","101","551","11","11130"
"153","100","554","11","11131"
"385","101","558","11","11132"
"635","100","563","11","11133"
"339","100","566","11","11134"
"27","101","570","11","11135"
"367","100","575","11","11136"
"143","100","580","11","11137"
"42","100","583","11","11138"
"275","101","586","11","11139"
"712","100","590","11","11140"
"1015","100","595","11","11141"
"620","400","599","11","11142"
"675","100","604","11","11143"
"1033","100","608","11","11144"
"852","101","612","11","11145"
"776","100","615","11","11146"
"546","300","619","11","11147"
"498","100","624","11","11148"
"787","101","628","11","11149"
"562","100","633","11","11150"
"158","100","636","11","11151"
"303","100","640","11","11152"
"204","100","644","11","11153"
"310","101","649","11","11154"
"35","100","653","11","11155"
"210","100","656","11","11156"
"473","100","659","11","11157"
"240","100","662","11","11158"
"123","100","665","11","11159"
"457","101","670","11","11160"
"582","100","674","11","11161"
"764","101","677","11","11162"
"430","100","682","11","11163"
"394","100","686","11","11164"
"546","101","690","11","11165"
"686","100","694","11","11166"
"754","101","698","11","11167"
"323","100","702","11","11168"
"765","100","706","11","11169"
"1034","200","710","11","11170"
"775","100","714","11","11171"
"387","100","719","11","11172"
"584","100","722","11","11173"
"473","101","727","11","11174"
"651","100","730","11","11175"
"772","100","735","11","11176"
"677","101","739","11","11177"
"274","100","743","11","11178"
"567","100","748","11","11179"
"671","100","752","11","11180"
"290","400","755","11","11181"
"511","100","760","11","11182"
"135","100","764","11","11183"
"47","100","768","11","11184"
"139","100","773","11","11185"
"268","101","778","11","11186"
"669","100","783","11","11187"
"589","100","787","11","11188"
"419","101","793","11","11189"
"859","100","799","11","11190"
"1120","100","804","11","11191"
"1054","101","809","11","11192"
"904","100","815","11","11193"
"1153","100","820","11","11194"
"899","100","825","11","11195"
"805","101","831","11","11196"
"546","100","835","11","11197"
"308","101","840","11","11198"
"50","100","842","11","11199"
"483","100","850","11","11200"
"512","100","30","12","12001"
"411","100","35","12","12002"
"536","101","40","12","12003"
"762","100","43","12","12004"
"361","100","47","12","12005"
"725","100","51","12","12006"
"1121","100","56","12","12007"
"805","101","59","12","12008"
"341","100","63","12","12009"
"658","100","67","12","12010"
"351","100","71","12","12011"
"150","100","75","12","12012"
"504","101","78","12","12013"
"978","100","82","12","12014"
"517","101","87","12","12015"
"877","100","92","12","12016"
"650","100","97","12","12017"
"818","100","102","12","12018"
"510","100","110","12","12019"
"549","100","115","12","12020"
"450","100","120","12","12021"
"735","100","125","12","12022"
"929","100","128","12","12023"
"868","101","131","12","12024"
"1060","100","138","12","12025"
"929","100","142","12","12026"
"726","101","146","12","12027"
"674","100","151","12","12028"
"1052","100","155","12","12029"
"1013","100","160","12","12030"
"1095","100","164","12","12031"
"1039","101","168","12","12032"
"579","100","171","12","12033"
"255","100","174","12","12034"
"593","100","178","12","12035"
"947","100","183","12","12036"
"638","100","186","12","12037"
"1037","100","189","12","12038"
"987","101","192","12","12039"
"812","100","195","12","12040"
"685","100","198","12","12041"
"1105","100","202","12","12042"
"750","100","207","12","12043"
"476","101","212","12","12044"
"697","100","216","12","12045"
"366","400","219","12","12046"
"705","100","223","12","12047"
"382","100","226","12","12048"
"269","101","230","12","12049"
"694","100","235","12","12050"
"470","100","238","12","12051"
"764","100","243","12","12052"
"391","101","248","12","12053"
"236","100","252","12","12054"
"142","100","255","12","12055"
"298","100","258","12","12056"
"594","300","263","12","12057"
"916","100","266","12","12058"
"793","100","271","12","12059"
"854","100","275","12","12060"
"681","101","279","12","12061"
"1030","100","282","12","12062"
"550","200","286","12","12063"
"278","100","289","12","12064"
"145","100","294","12","12065"
"65","101","297","12","12066"
"319","100","300","12","12067"
"398","101","303","12","12068"
"438","101","308","12","12069"
"66","100","312","12","12070"
"104","100","317","12","12071"
"520","100","322","12","12072"
"851","100","326","12","12073"
"736","101","329","12","12074"
"1175","100","334","12","12075"
"742","100","337","12","12076"
"978","100","340","12","12077"
"1194","100","344","12","12078"
"1143","101","349","12","12079"
"712","100","354","12","12080"
"1129","100","357","12","12081"
"1088","101","361","12","12082"
"749","100","364","12","12083"
"605","100","368","12","12084"
"773","100","371","12","12085"
"457","100","376","12","12086"
"231","101","381","12","12087"
"595","100","385","12","12088"
"322","100","389","12","12089"
"445","100","393","12","12090"
"130","101","396","12","12091"
"588","100","399","12","12092"
"726","100","402","12","12093"
"314","101","405","12","12094"
"595","100","410","12","12095"
"652","200","413","12","12096"
"757","100","418","12","12097"
"604","100","423","12","12098"
"853","101","426","12","12099"
"1121","100","429","12","12100"
"919","100","434","12","12101"
"840","400","439","12","12102"
"723","100","443","12","12103"
"811","100","448","12","12104"
"769","300","452","12","12105"
"427","101","457","12","12106"
"599","100","462","12","12107"
"228","100","465","12","12108"
"44","101","469","12","12109"
"224","100","472","12","12110"
"25","100","476","12","12111"
"128","100","481","12","12112"
"589","101","484","12","12113"
"961","100","489","12","12114"
"632","100","493","12","12115"
"662","100","497","12","12116"
"316","100","501","12","12117"
"487","101","509","12","12118"
"545","100","514","12","12119"
"929","100","522","12","12120"
"667","101","525","12","12121"
"468","100","528","12","12122"
"341","100","531","12","12123"
"711","400","534","12","12124"
"1007","100","538","12","12125"
"1054","100","543","12","12126"
"703","101","546","12","12127"
"421","100","551","12","12128"
"634","100","554","12","12129"
"1101","100","557","12","12130"
"842","101","562","12","12131"
"1021","100","567","12","12132"
"1103","100","572","12","12133"
"931","100","575","12","12134"
"1062","100","579","12","12135"
"1020","100","583","12","12136"
"1108","100","586","12","12137"
"1052","100","591","12","12138"
"681","100","596","12","12139"
"438","101","599","12","12140"
"471","100","604","12","12141"
"311","101","607","12","12142"
"373","100","612","12","12143"
"771","101","616","12","12144"
"983","100","619","12","12145"
"1098","100","622","12","12146"
"890","101","625","12","12147"
"1032","100","629","12","12148"
"642","300","632","12","12149"
"378","100","636","12","12150"
"90","100","641","12","12151"
"525","200","646","12","12152"
"980","100","651","12","12153"
"1012","100","654","12","12154"
"1177","101","658","12","12155"
"761","100","663","12","12156"
"804","101","666","12","12157"
"1015","100","670","12","12158"
"1095","100","673","12","12159"
"1052","100","675","12","12160"
"868","400","680","12","12161"
"705","100","683","12","12162"
"1023","100","686","12","12163"
"798","101","690","12","12164"
"684","100","694","12","12165"
"870","100","698","12","12166"
"1074","100","702","12","12167"
"999","100","707","12","12168"
"610","101","711","12","12169"
"644","100","715","12","12170"
"783","101","719","12","12171"
"981","100","724","12","12172"
"1188","100","728","12","12173"
"1079","101","734","12","12174"
"658","100","739","12","12175"
"750","100","742","12","12176"
"526","100","745","12","12177"
"636","100","751","12","12178"
"457","101","757","12","12179"
"178","100","763","12","12180"
"369","100","768","12","12181"
"677","101","772","12","12182"
"793","100","777","12","12183"
"424","100","781","12","12184"
"510","101","786","12","12185"
"791","100","792","12","12186"
"1074","101","797","12","12187"
"905","100","802","12","12188"
"590","100","805","12","12189"
"759","100","808","12","12190"
"419","100","812","12","12191"
"513","100","817","12","12192"
"912","100","823","12","12193"
"792","100","828","12","12194"
"1154","101","833","12","12195"
"678","100","837","12","12196"
"833","100","841","12","12197"
"571","100","845","12","12198"
"608","100","850","12","12199"
"446","101","855","12","12200"
"314","100","30","13","13001"
"355","100","35","13","13002"
"159","100","39","13","13003"
"535","100","42","13","13004"
"72","100","46","13","13005"
"150","101","49","13","13006"
"298","100","53","13","13007"
"665","100","56","13","13008"
"1046","100","60","13","13009"
"973","100","65","13","13010"
"800","101","68","13","13011"
"723","100","73","13","13012"
"763","100","76","13","13013"
"858","100","81","13","13014"
"682","101","85","13","13015"
"426","100","89","13","13016"
"268","100","94","13","13017"
"122","100","97","13","13018"
"43","101","102","13","13019"
"376","100","107","13","13020"
"765","100","112","13","13021"
"1006","100","117","13","13022"
"855","101","121","13","13023"
"789","100","124","13","13024"
"1021","100","129","13","13025"
"707","101","133","13","13026"
"1093","100","138","13","13027"
"1172","100","143","13","13028"
"700","101","148","13","13029"
"1003","100","153","13","13030"
"746","100","158","13","13031"
"429","101","163","13","13032"
"84","100","167","13","13033"
"230","100","171","13","13034"
"409","100","174","13","13035"
"234","100","179","13","13036"
"627","100","183","13","13037"
"504","100","188","13","13038"
"620","101","191","13","13039"
"831","100","196","13","13040"
"621","100","200","13","13041"
"754","100","205","13","13042"
"403","100","208","13","13043"
"325","101","212","13","13044"
"128","100","215","13","13045"
"510","400","220","13","13046"
"119","100","223","13","13047"
"159","100","228","13","13048"
"220","101","232","13","13049"
"61","100","236","13","13050"
"176","100","239","13","13051"
"289","100","243","13","13052"
"150","101","246","13","13053"
"398","100","251","13","13054"
"672","100","254","13","13055"
"985","100","257","13","13056"
"650","300","262","13","13057"
"740","100","267","13","13058"
"1016","100","271","13","13059"
"1058","100","274","13","13060"
"989","101","277","13","13061"
"703","100","282","13","13062"
"410","200","285","13","13063"
"800","100","288","13","13064"
"750","100","291","13","13065"
"821","101","294","13","13066"
"768","100","298","13","13067"
"1078","101","303","13","13068"
"1120","101","308","13","13069"
"831","100","313","13","13070"
"783","100","318","13","13071"
"459","100","322","13","13072"
"229","100","325","13","13073"
"271","101","328","13","13074"
"75","100","332","13","13075"
"355","100","337","13","13076"
"202","100","342","13","13077"
"288","100","347","13","13078"
"546","101","350","13","13079"
"497","400","355","13","13080"
"430","100","359","13","13081"
"258","101","362","13","13082"
"594","100","366","13","13083"
"894","100","371","13","13084"
"1131","100","376","13","13085"
"1176","100","380","13","13086"
"930","101","385","13","13087"
"572","100","390","13","13088"
"300","100","394","13","13089"
"540","100","398","13","13090"
"759","101","401","13","13091"
"1048","100","405","13","13092"
"712","100","410","13","13093"
"445","101","413","13","13094"
"391","100","416","13","13095"
"313","200","421","13","13096"
"223","100","424","13","13097"
"347","100","429","13","13098"
"677","101","432","13","13099"
"473","100","435","13","13100"
"370","100","438","13","13101"
"315","100","443","13","13102"
"388","100","447","13","13103"
"720","300","452","13","13104"
"991","100","456","13","13105"
"1131","101","460","13","13106"
"814","100","464","13","13107"
"626","100","467","13","13108"
"413","101","472","13","13109"
"210","100","477","13","13110"
"327","100","480","13","13111"
"658","100","483","13","13112"
"911","101","488","13","13113"
"564","100","493","13","13114"
"704","100","496","13","13115"
"553","100","501","13","13116"
"456","100","504","13","13117"
"834","100","508","13","13118"
"1009","101","512","13","13119"
"1059","100","517","13","13120"
"716","100","522","13","13121"
"361","100","525","13","13122"
"300","101","530","13","13123"
"171","100","533","13","13124"
"399","100","536","13","13125"
"302","400","541","13","13126"
"559","100","545","13","13127"
"872","100","550","13","13128"
"1059","101","554","13","13129"
"1125","100","559","13","13130"
"891","100","564","13","13131"
"685","100","569","13","13132"
"772","101","574","13","13133"
"406","100","577","13","13134"
"180","100","580","13","13135"
"315","100","584","13","13136"
"459","100","590","13","13137"
"245","100","596","13","13138"
"149","100","599","13","13139"
"377","100","602","13","13140"
"587","100","607","13","13141"
"879","101","611","13","13142"
"1189","100","614","13","13143"
"983","101","617","13","13144"
"648","100","623","13","13145"
"745","101","629","13","13146"
"662","100","634","13","13147"
"381","100","637","13","13148"
"607","101","642","13","13149"
"390","100","646","13","13150"
"743","100","651","13","13151"
"704","100","657","13","13152"
"531","100","660","13","13153"
"316","100","663","13","13154"
"477","300","668","13","13155"
"316","100","673","13","13156"
"347","101","676","13","13157"
"697","100","682","13","13158"
"376","101","686","13","13159"
"524","100","692","13","13160"
"585","100","695","13","13161"
"436","400","701","13","13162"
"332","100","705","13","13163"
"391","101","710","13","13164"
"344","100","714","13","13165"
"696","100","719","13","13166"
"406","100","723","13","13167"
"556","100","726","13","13168"
"963","101","730","13","13169"
"1149","100","733","13","13170"
"713","101","737","13","13171"
"238","100","742","13","13172"
"500","100","746","13","13173"
"265","101","750","13","13174"
"576","100","754","13","13175"
"444","100","758","13","13176"
"858","100","762","13","13177"
"1152","100","767","13","13178"
"696","100","770","13","13179"
"1043","100","773","13","13180"
"1164","101","776","13","13181"
"825","100","781","13","13182"
"537","100","784","13","13183"
"588","101","788","13","13184"
"445","100","792","13","13185"
"297","101","795","13","13186"
"447","100","798","13","13187"
"307","100","801","13","13188"
"388","100","804","13","13189"
"182","200","809","13","13190"
"275","100","813","13","13191"
"234","100","816","13","13192"
"378","100","821","13","13193"
"693","100","825","13","13194"
"478","101","828","13","13195"
"758","100","832","13","13196"
"299","100","837","13","13197"
"637","100","840","13","13198"
"380","100","844","13","13199"
"203","101","850","13","13200"
"314","100","30","14","14001"
"602","100","34","14","14002"
"446","100","37","14","14003"
"762","100","47","14","14004"
"620","100","53","14","14005"
"571","101","58","14","14006"
"685","100","62","14","14007"
"887","100","65","14","14008"
"1184","100","70","14","14009"
"934","100","72","14","14010"
"972","101","74","14","14011"
"681","100","79","14","14012"
"747","100","85","14","14013"
"483","100","90","14","14014"
"194","101","93","14","14015"
"102","100","99","14","14016"
"358","100","103","14","14017"
"547","100","105","14","14018"
"462","101","111","14","14019"
"735","100","116","14","14020"
"651","100","119","14","14021"
"555","100","123","14","14022"
"226","101","125","14","14023"
"293","100","131","14","14024"
"637","100","133","14","14025"
"601","101","139","14","14026"
"873","100","141","14","14027"
"688","100","147","14","14028"
"1023","101","153","14","14029"
"978","100","155","14","14030"
"906","100","157","14","14031"
"773","101","162","14","14032"
"623","100","168","14","14033"
"491","100","174","14","14034"
"525","100","177","14","14035"
"864","100","183","14","14036"
"1036","100","189","14","14037"
"1162","100","195","14","14038"
"848","101","197","14","14039"
"731","100","202","14","14040"
"844","100","205","14","14041"
"772","100","210","14","14042"
"998","100","214","14","14043"
"925","101","217","14","14044"
"1005","100","223","14","14045"
"540","400","229","14","14046"
"719","100","231","14","14047"
"476","100","236","14","14048"
"563","101","238","14","14049"
"504","100","243","14","14050"
"598","100","249","14","14051"
"923","100","252","14","14052"
"696","101","257","14","14053"
"983","100","261","14","14054"
"802","100","264","14","14055"
"929","100","267","14","14056"
"641","300","272","14","14057"
"872","100","274","14","14058"
"776","100","280","14","14059"
"607","100","285","14","14060"
"487","101","288","14","14061"
"681","100","291","14","14062"
"815","200","294","14","14063"
"990","100","300","14","14064"
"911","100","304","14","14065"
"558","101","309","14","14066"
"411","100","312","14","14067"
"558","101","317","14","14068"
"634","101","322","14","14069"
"988","100","326","14","14070"
"1155","100","330","14","14071"
"880","100","334","14","14072"
"670","100","336","14","14073"
"629","101","340","14","14074"
"383","100","342","14","14075"
"309","100","347","14","14076"
"447","100","353","14","14077"
"176","100","358","14","14078"
"65","101","362","14","14079"
"250","400","366","14","14080"
"507","100","369","14","14081"
"201","101","373","14","14082"
"418","100","375","14","14083"
"136","100","378","14","14084"
"335","100","380","14","14085"
"17","100","383","14","14086"
"93","101","388","14","14087"
"152","100","390","14","14088"
"408","100","392","14","14089"
"618","100","394","14","14090"
"398","101","397","14","14091"
"170","100","403","14","14092"
"336","100","407","14","14093"
"446","101","409","14","14094"
"298","100","412","14","14095"
"658","200","418","14","14096"
"934","100","424","14","14097"
"1137","100","426","14","14098"
"786","101","431","14","14099"
"1145","100","434","14","14100"
"818","100","438","14","14101"
"526","100","443","14","14102"
"239","100","449","14","14103"
"29","100","454","14","14104"
"238","100","456","14","14105"
"603","101","458","14","14106"
"737","100","460","14","14107"
"952","100","463","14","14108"
"1184","101","466","14","14109"
"1120","100","468","14","14110"
"860","100","474","14","14111"
"1113","100","479","14","14112"
"912","101","484","14","14113"
"684","100","488","14","14114"
"725","100","491","14","14115"
"1021","100","494","14","14116"
"869","300","500","14","14117"
"535","100","506","14","14118"
"759","101","510","14","14119"
"583","100","516","14","14120"
"251","100","518","14","14121"
"152","100","522","14","14122"
"378","101","525","14","14123"
"604","100","527","14","14124"
"446","100","529","14","14125"
"312","400","532","14","14126"
"429","100","534","14","14127"
"12","100","537","14","14128"
"301","101","543","14","14129"
"714","100","548","14","14130"
"481","100","553","14","14131"
"305","100","558","14","14132"
"212","101","560","14","14133"
"511","100","562","14","14134"
"314","100","566","14","14135"
"512","100","572","14","14136"
"771","100","578","14","14137"
"719","100","583","14","14138"
"572","100","586","14","14139"
"521","100","589","14","14140"
"823","100","595","14","14141"
"608","101","598","14","14142"
"561","100","604","14","14143"
"869","101","608","14","14144"
"1199","100","614","14","14145"
"991","101","618","14","14146"
"816","100","621","14","14147"
"757","100","627","14","14148"
"1187","101","633","14","14149"
"1073","100","636","14","14150"
"925","100","642","14","14151"
"670","400","648","14","14152"
"730","100","654","14","14153"
"1018","100","656","14","14154"
"938","300","659","14","14155"
"612","100","662","14","14156"
"259","101","664","14","14157"
"293","100","670","14","14158"
"342","101","675","14","14159"
"458","100","677","14","14160"
"585","100","683","14","14161"
"501","100","685","14","14162"
"82","100","691","14","14163"
"433","101","695","14","14164"
"281","100","700","14","14165"
"247","100","706","14","14166"
"71","100","708","14","14167"
"499","100","711","14","14168"
"843","101","717","14","14169"
"887","100","722","14","14170"
"441","101","725","14","14171"
"115","100","729","14","14172"
"241","100","735","14","14173"
"477","101","738","14","14174"
"534","100","743","14","14175"
"859","200","746","14","14176"
"742","100","750","14","14177"
"599","100","754","14","14178"
"433","100","760","14","14179"
"239","100","766","14","14180"
"670","101","771","14","14181"
"267","100","777","14","14182"
"617","100","781","14","14183"
"959","101","784","14","14184"
"649","100","790","14","14185"
"776","101","795","14","14186"
"602","100","800","14","14187"
"375","100","803","14","14188"
"720","100","805","14","14189"
"451","100","810","14","14190"
"196","100","813","14","14191"
"70","100","815","14","14192"
"340","100","818","14","14193"
"548","100","823","14","14194"
"758","101","829","14","14195"
"1005","100","833","14","14196"
"830","100","836","14","14197"
"727","100","841","14","14198"
"814","100","847","14","14199"
"1111","101","855","14","14200"
"120","100","30","15","15001"
"40","100","33","15","15002"
"239","101","40","15","15003"
"64","100","44","15","15004"
"10","100","48","15","15005"
"262","100","53","15","15006"
"228","100","57","15","15007"
"190","101","61","15","15008"
"339","100","66","15","15009"
"205","100","69","15","15010"
"369","100","72","15","15011"
"151","100","75","15","15012"
"187","100","78","15","15013"
"458","101","81","15","15014"
"427","100","85","15","15015"
"665","100","88","15","15016"
"433","400","93","15","15017"
"602","100","96","15","15018"
"301","100","99","15","15019"
"168","100","102","15","15020"
"335","101","106","15","15021"
"648","100","110","15","15022"
"915","100","115","15","15023"
"1085","101","119","15","15024"
"785","100","122","15","15025"
"467","100","127","15","15026"
"568","101","132","15","15027"
"231","100","136","15","15028"
"155","100","141","15","15029"
"259","100","145","15","15030"
"531","500","150","15","15031"
"263","100","155","15","15032"
"633","100","160","15","15033"
"212","101","163","15","15034"
"104","100","168","15","15035"
