b65d8c7fbc99001941fbc0af2e7c32848f59556e9d80cb9844a61d9dad1bea77,84427f02bcbbca314557bebcd5c0d153579cacb8c4a8a410c97d4530333d51e8,303cb07b90f6c8fca9f0e4e04d62773d9bb4cbaa4bde5e7ae94fe090b9ad0332,448c993c30df99c921b427cb45a59b6c7379f31fd1f4fdc5d57b48f0e3698f6a,508737d9ad7d96f7cc190170a5772e5142e629beb4a61cbbce307712f282298b,f95e718e5cd60a9ef1dd45f80bf3227e83ee12ae1963bf95dbefbd4cdfb40390,a7015add1c231e058d6c99dd06f8dc97caa1551807cf68bfa1f967c3d217fb63,f192de01104ab9e8330b66e321e3d9bc79dd412e4bf11a9db3432519f7e6e0ee
"11015","101","2019/02/18 16:00:00","15.塔利亞火山","bgm_M96","bgm_M96","15.塔利亞火山","2030/12/17 14:59:59"
"11016","101","2019/03/21 16:00:00","16.泰美斯銀嶺","bgm_M140","bgm_M140","16.泰美斯銀嶺","2030/12/17 14:59:59"
"11017","101","2015/12/17 15:00:00","17.菲得斯冰原","bgm_M141","bgm_M141","17.菲得斯冰原","2030/12/17 14:59:59"
"11018","102","2015/12/17 15:00:00","18.法艾頓\n　　　　　草原‧北部","bgm_M179","bgm_M179","18.法艾頓草原","2030/12/17 14:59:59"
"11019","102","2019/06/17 16:00:00","19.法艾頓\n　　　　　草原‧南部","bgm_M179","bgm_M179","19.法艾頓草原‧南部","2030/12/17 14:59:59"
"11020","102","2019/08/15 16:00:00","20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","bgm_M180","20.卡斯塔利亞樹林‧西部","2030/12/17 14:59:59"
"11021","102","2019/08/15 16:00:00","21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","bgm_M180","21.卡斯塔利亞樹林‧東部","2030/12/17 14:59:59"
"11022","102","2019/09/17 16:00:00","22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","bgm_M232","22.馬提爾德岩峰‧南部","2030/12/17 14:59:59"
"11023","102","2019/09/17 16:00:00","23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","bgm_M232","23.馬提爾德岩峰‧北部","2030/12/17 14:59:59"
"11024","102","2019/10/15 16:00:00","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","bgm_M233","24.雷蒂烏斯群峰‧西麓","2030/12/17 14:59:59"
"11025","102","2019/11/15 16:00:00","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","bgm_M233","25.雷蒂烏斯群峰‧東麓","2030/12/17 14:59:59"
"11026","102","2019/12/13 16:00:00","26.佩特羅大森林‧西部","bgm_M260","bgm_M260","26.佩特羅大森林‧西部","2030/12/17 14:59:59"
"11027","102","2020/01/10 16:00:00","27.佩特羅大森林‧東部","bgm_M260","bgm_M260","27.佩特羅大森林‧東部","2030/12/17 14:59:59"
"11028","102","2020/02/14 16:00:00","28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","bgm_M278","28.迪茲塔爾河蝕岸‧北部","2030/12/17 14:59:59"
"11029","102","2020/03/13 16:00:00","29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","bgm_M278","29.迪茲塔爾河蝕岸‧南部","2030/12/17 14:59:59"
"11030","102","2020/04/14 16:00:00","30.弗泰拉斷崖‧北部","bgm_M293","bgm_M293","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59"
"11031","102","2020/05/15 16:00:00","31.弗泰拉斷崖‧南部","bgm_M293","bgm_M293","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59"
"11032","102","2020/06/15 16:00:00","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","bgm_M339","32.法斯奇亞森林‧南部","2030/12/17 14:59:59"
"11033","102","2020/07/13 16:00:00","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","bgm_M339","33.法斯奇亞森林‧東部","2030/12/17 14:59:59"
"11034","102","2020/08/17 16:00:00","34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","bgm_M374","34.迪克斯提亞岩崖‧西壁","2030/12/17 14:59:59"
"11035","102","2020/09/14 16:00:00","35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","bgm_M374","35.迪克斯提亞岩崖‧東壁","2030/12/17 14:59:59"
"11036","102","2020/11/13 16:00:00","36.維娜\n　　　　　湖畔道‧南部","bgm_M392","bgm_M392","36.維娜湖畔道‧南部","2030/12/17 14:59:59"
"11037","102","2020/12/14 16:00:00","37.維娜\n　　　　　湖畔道‧北部","bgm_M392","bgm_M392","37.維娜湖畔道‧北部","2030/12/17 14:59:59"
"11038","102","2021/01/15 16:00:00","38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","bgm_M411","38.拉圖斯斷崖‧南部","2030/12/17 14:59:59"
"11039","102","2021/02/09 16:00:00","39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","bgm_M411","39.拉圖斯斷崖‧北部","2030/12/17 14:59:59"
"11040","102","2021/03/15 16:00:00","40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","bgm_M411","40.斯卡普山系‧西麓","2030/12/17 14:59:59"
"11041","102","2021/04/16 16:00:00","41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","bgm_M411","41.斯卡普山系‧東麓","2030/12/17 14:59:59"
"11042","102","2021/05/17 16:00:00","42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","bgm_M411","42.佩克托斯冰峰‧西壁","2030/12/17 14:59:59"
"11043","102","2021/06/16 16:00:00","43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","bgm_M411","43.佩克托斯冰峰‧東壁","2030/12/17 14:59:59"
"11044","102","2021/07/16 16:00:00","44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","bgm_M411","44.斯夸瑪冰脈‧西壁","2030/12/17 14:59:59"
"11045","102","2021/08/17 16:00:00","45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","bgm_M411","45.斯夸瑪冰脈‧東壁","2030/12/17 14:59:59"
"11046","102","2021/09/16 16:00:00","46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","bgm_M483","46.拉泰里山脈‧崖上","2030/12/17 14:59:59"
"11047","102","2021/10/15 16:00:00","47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","bgm_M483","47.拉泰里山脈‧崖下","2030/12/17 14:59:59"
"11048","102","2021/11/15 16:00:00","48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","bgm_M483","48.埃斯塔荒野‧南部","2030/12/17 14:59:59"
"11049","102","2021/12/15 16:00:00","49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","bgm_M483","49.埃斯塔荒野‧北部","2030/12/17 14:59:59"
"11050","102","2015/12/17 15:00:00","50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","bgm_M483","50.涅羅礁岩‧西部","2030/12/17 14:59:59"
"11051","102","2015/12/17 15:00:00","51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","bgm_M483","51.涅羅礁岩‧東部","2030/12/17 14:59:59"
"11052","102","2015/12/17 15:00:00","52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","bgm_M483","52.皮尼翁沿岸堤‧西岸","2030/12/17 14:59:59"
"11053","102","2015/12/17 15:00:00","53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","bgm_M483","53.皮尼翁沿岸堤‧東岸","2030/12/17 14:59:59"
"11054","102","2015/12/17 15:00:00","54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","bgm_M483","54.托塔提斯沙岸‧西部","2030/12/17 14:59:59"
"11055","102","2022/06/15 16:00:00","55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","bgm_M483","55.托塔提斯沙岸‧東部","2030/12/17 14:59:59"
"11056","102","2022/07/15 16:00:00","56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","bgm_M483","56.歐呂克斯沙島‧北部","2030/12/17 14:59:59"
"11057","102","2022/08/15 16:00:00","57.歐呂克斯沙島\n　　　　　南部","bgm_M571","bgm_M571","57.歐呂克斯沙島‧南部","2030/12/17 14:59:59"
"11058","102","2022/09/15 16:00:00","58.克魯斯\n　　　　　密林‧東部","bgm_M599A","bgm_M599A","58.克魯斯密林‧東部","2030/12/17 14:59:59"
"11059","102","2022/11/15 16:00:00","59.克魯斯\n　　　　　密林‧西部","bgm_M599A","bgm_M599A","59.克魯斯密林‧西部","2030/12/17 14:59:59"
"11060","102","2023/01/16 16:00:00","60.考達\n　　　　　海灘‧北部","bgm_M599A","bgm_M599A","60.考達海灘‧北部","2030/12/17 14:59:59"
"11061","102","2023/03/15 16:00:00","61.考達\n　　　　　海灘‧南部","bgm_M599A","bgm_M599A","61.考達海灘‧南部","2030/12/17 14:59:59"
"11062","102","2023/05/15 16:00:00","62.普洛庇那海角","bgm_M599A","bgm_M599A","62.普洛庇那海角","2030/12/17 14:59:59"
"11063","103","2023/07/14 16:00:00","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","bgm_MC001","63.阿帕雷尤街道‧西側","2030/12/17 14:59:59"
"11064","103","2023/09/15 16:00:00","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","bgm_MC001","64.阿帕雷尤街道‧東側","2030/12/17 14:59:59"
"11065","103","2023/11/15 16:00:00","65.芭菲之城\n　　　　　　城鎮","bgm_MC001","bgm_MC001","65.芭菲之城　城鎮","2030/12/17 14:59:59"
"11066","103","2015/12/17 15:00:00","66.拉摩利爾平原","bgm_MC001","bgm_MC001","66.拉摩利爾平原","2030/12/17 14:59:59"
"11067","104","2015/12/17 15:00:00","67.渦炎密林","bgm_MC079","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59"
"11068","104","2015/12/17 15:00:00","68.思索樹海","bgm_MC079","bgm_MC079","68.思索樹海","2030/12/17 14:59:59"
"11069","104","2015/12/17 15:00:00","69.鬼的跟前","bgm_MC079","bgm_MC079","69.鬼的跟前","2030/12/17 14:59:59"
"11070","104","2015/12/17 15:00:00","70.炎繩河","bgm_MC079","bgm_MC079","70.炎繩河","2030/12/17 14:59:59"
"11071","104","2015/12/17 15:00:00","71.崩豹山巔","bgm_MC079","bgm_MC079","71.崩豹山巔","2030/12/17 14:59:59"
"11072","104","2015/12/17 15:00:00","72.怒錐山岳","bgm_MC079","bgm_MC079","72.怒錐山岳","2030/12/17 14:59:59"
"11073","105","2015/12/17 15:00:00","73.久遠冰河‧南端","bgm_MC201","bgm_MC201","73.久遠冰河‧南端","2030/12/17 14:59:59"
"11074","105","2015/12/17 15:00:00","74.幽魂濕地","bgm_MC201","bgm_MC201","74.幽魂濕地","2030/12/17 14:59:59"
"11075","105","2015/12/17 15:00:00","75.巨鯨城‧近郊","bgm_MC201","bgm_MC201","75.巨鯨城‧近郊","2030/12/17 14:59:59"
"11076","105","2015/12/17 15:00:00","76.被遺忘的城鎮","bgm_MC201","bgm_MC201","76.被遺忘的城鎮","2030/12/17 14:59:59"
"11077","105","2015/12/17 15:00:00","77.面對黑曜的山丘","bgm_MC201","bgm_MC201","77.面對黑曜的山丘","2030/12/17 14:59:59"
"11078","105","2015/12/17 15:00:00","78.屍蠟的沉眠之城","bgm_MC201","bgm_MC201","78.屍蠟的沉眠之城","2030/12/17 14:59:59"
"12001","101","2015/12/17 15:00:00","1.朱諾平原","bgm_M61","bgm_M61","1.朱諾平原","2030/12/17 14:59:59"
"12002","101","2015/12/17 15:00:00","2.帕拉斯高原","bgm_M61_02","bgm_M61","2.帕拉斯高原","2030/12/17 14:59:59"
"12003","101","2015/12/17 15:00:00","3.赫柏丘陵","bgm_M61_03","bgm_M61","3.赫柏丘陵","2030/12/17 14:59:59"
"12004","101","2015/12/17 15:00:00","4.維斯塔溪谷","bgm_M61_04","bgm_M61","4.維斯塔溪谷","2030/12/17 14:59:59"
"12005","101","2015/12/17 15:00:00","5.刻瑞斯森林","bgm_M62_01","bgm_M62","5.刻瑞斯森林","2030/12/17 14:59:59"
"12006","101","2015/12/17 15:00:00","6.佛洛拉湖畔","bgm_M62_02","bgm_M62","6.佛洛拉湖畔","2030/12/17 14:59:59"
"12007","101","2015/12/17 15:00:00","7.墨提斯大瀑布","bgm_M62_03","bgm_M62","7.墨提斯大瀑布","2030/12/17 14:59:59"
"12008","101","2015/12/17 15:00:00","8.伊麗絲樹海","bgm_M42_02","bgm_M42","8.伊麗絲樹海","2030/12/17 14:59:59"
"12009","101","2015/12/17 15:00:00","9.弗麗嘉雪原","bgm_M58","bgm_M58","9.弗麗嘉雪原","2030/12/17 14:59:59"
"12010","101","2018/10/05 16:00:00","10.洛麗泰海岸","bgm_M101","bgm_M101","10.洛麗泰海岸","2030/12/17 14:59:59"
"12011","101","2018/11/07 16:00:00","11.蓋奴亞荒漠","bgm_M93","bgm_M93","11.蓋奴亞荒漠","2030/12/17 14:59:59"
"12012","101","2018/12/07 16:00:00","12.波諾尼亞砂丘","bgm_M94","bgm_M94","12.波諾尼亞砂丘","2030/12/17 14:59:59"
"12013","101","2019/01/03 16:00:00","13.朵羅西亞濕地","bgm_M118","bgm_M118","13.朵羅西亞溼地","2030/12/17 14:59:59"
"12014","101","2019/01/30 16:00:00","14.尤金尼亞熱地","bgm_M95","bgm_M95","14.尤金尼亞熱地","2030/12/17 14:59:59"
"12015","101","2019/02/18 16:00:00","15.塔利亞火山","bgm_M96","bgm_M96","15.塔利亞火山","2030/12/17 14:59:59"
"12016","101","2019/03/21 16:00:00","16.泰美斯銀嶺","bgm_M140","bgm_M140","16.泰美斯銀嶺","2030/12/17 14:59:59"
"12017","101","2019/04/19 16:00:00","17.菲得斯冰原","bgm_M141","bgm_M141","17.菲得斯冰原","2030/12/17 14:59:59"
"12018","102","2019/05/21 16:00:00","18.法艾頓\n　　　　　草原‧北部","bgm_M179","bgm_M179","18.法艾頓草原","2030/12/17 14:59:59"
"12019","102","2019/06/17 16:00:00","19.法艾頓\n　　　　　草原‧南部","bgm_M179","bgm_M179","19.法艾頓草原‧南部","2030/12/17 14:59:59"
"12020","102","2019/08/15 16:00:00","20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","bgm_M180","20.卡斯塔利亞樹林‧西部","2030/12/17 14:59:59"
"12021","102","2019/08/15 16:00:00","21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","bgm_M180","21.卡斯塔利亞樹林‧東部","2030/12/17 14:59:59"
"12022","102","2019/09/17 16:00:00","22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","bgm_M232","22.馬提爾德岩峰‧南部","2030/12/17 14:59:59"
"12023","102","2019/09/17 16:00:00","23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","bgm_M232","23.馬提爾德岩峰‧北部","2030/12/17 14:59:59"
"12024","102","2019/10/15 16:00:00","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","bgm_M233","24.雷蒂烏斯群峰‧西麓","2030/12/17 14:59:59"
"12025","102","2019/11/15 16:00:00","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","bgm_M233","25.雷蒂烏斯群峰‧東麓","2030/12/17 14:59:59"
"12026","102","2019/12/13 16:00:00","26.佩特羅大森林‧西部","bgm_M260","bgm_M260","26.佩特羅大森林‧西部","2030/12/17 14:59:59"
"12027","102","2020/01/10 16:00:00","27.佩特羅大森林‧東部","bgm_M260","bgm_M260","27.佩特羅大森林‧東部","2030/12/17 14:59:59"
"12028","102","2020/02/14 16:00:00","28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","bgm_M278","28.迪茲塔爾河蝕岸‧北部","2030/12/17 14:59:59"
"12029","102","2020/03/13 16:00:00","29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","bgm_M278","29.迪茲塔爾河蝕岸‧南部","2030/12/17 14:59:59"
"12030","102","2020/04/14 16:00:00","30.弗泰拉斷崖‧北部","bgm_M293","bgm_M293","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59"
"12031","102","2020/05/15 16:00:00","31.弗泰拉斷崖‧南部","bgm_M293","bgm_M293","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59"
"12032","102","2020/06/15 16:00:00","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","bgm_M339","32.法斯奇亞森林‧南部","2030/12/17 14:59:59"
"12033","102","2020/07/13 16:00:00","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","bgm_M339","33.法斯奇亞森林‧東部","2030/12/17 14:59:59"
"12034","102","2020/08/17 16:00:00","34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","bgm_M374","34.迪克斯提亞岩崖‧西壁","2030/12/17 14:59:59"
"12035","102","2015/12/17 15:00:00","35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","bgm_M374","35.迪克斯提亞岩崖‧東壁","2030/12/17 14:59:59"
"12036","102","2020/11/13 16:00:00","36.維娜\n　　　　　湖畔道‧南部","bgm_M392","bgm_M392","36.維娜湖畔道‧南部","2030/12/17 14:59:59"
"12037","102","2020/12/14 16:00:00","37.維娜\n　　　　　湖畔道‧北部","bgm_M392","bgm_M392","37.維娜湖畔道‧北部","2030/12/17 14:59:59"
"12038","102","2021/01/15 16:00:00","38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","bgm_M411","38.拉圖斯斷崖‧南部","2030/12/17 14:59:59"
"12039","102","2021/02/09 16:00:00","39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","bgm_M411","39.拉圖斯斷崖‧北部","2030/12/17 14:59:59"
"12040","102","2021/03/15 16:00:00","40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","bgm_M411","40.斯卡普山系‧西麓","2030/12/17 14:59:59"
"12041","102","2021/04/16 16:00:00","41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","bgm_M411","41.斯卡普山系‧東麓","2030/12/17 14:59:59"
"12042","102","2021/05/17 16:00:00","42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","bgm_M411","42.佩克托斯冰峰‧西壁","2030/12/17 14:59:59"
"12043","102","2021/06/16 16:00:00","43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","bgm_M411","43.佩克托斯冰峰‧東壁","2030/12/17 14:59:59"
"12044","102","2021/07/16 16:00:00","44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","bgm_M411","44.斯夸瑪冰脈‧西壁","2030/12/17 14:59:59"
"12045","102","2021/08/17 16:00:00","45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","bgm_M411","45.斯夸瑪冰脈‧東壁","2030/12/17 14:59:59"
"12046","102","2021/09/16 16:00:00","46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","bgm_M483","46.拉泰里山脈‧崖上","2030/12/17 14:59:59"
"12047","102","2021/10/15 16:00:00","47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","bgm_M483","47.拉泰里山脈‧崖下","2030/12/17 14:59:59"
"12048","102","2021/11/15 16:00:00","48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","bgm_M483","48.埃斯塔荒野‧南部","2030/12/17 14:59:59"
"12049","102","2021/12/15 16:00:00","49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","bgm_M483","49.埃斯塔荒野‧北部","2030/12/17 14:59:59"
"12050","102","2022/01/17 16:00:00","50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","bgm_M483","50.涅羅礁岩‧西部","2030/12/17 14:59:59"
"12051","102","2022/04/15 16:00:00","51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","bgm_M483","51.涅羅礁岩‧東部","2030/12/17 14:59:59"
"12052","102","2022/06/15 16:00:00","52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","bgm_M483","52.皮尼翁沿岸堤‧西岸","2030/12/17 14:59:59"
"12053","102","2022/08/15 16:00:00","53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","bgm_M483","53.皮尼翁沿岸堤‧東岸","2030/12/17 14:59:59"
"12054","102","2022/10/14 16:00:00","54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","bgm_M483","54.托塔提斯沙岸‧西部","2030/12/17 14:59:59"
"12055","102","2022/12/15 16:00:00","55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","bgm_M483","55.托塔提斯沙岸‧東部","2030/12/17 14:59:59"
"12056","102","2023/02/15 16:00:00","56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","bgm_M483","56.歐呂克斯沙島‧北部","2030/12/17 14:59:59"
"12057","102","2023/04/14 16:00:00","57.歐呂克斯沙島\n　　　　　南部","bgm_M571","bgm_M571","57.歐呂克斯沙島‧南部","2030/12/17 14:59:59"
"12058","102","2023/06/15 16:00:00","58.克魯斯\n　　　　　密林‧東部","bgm_M599A","bgm_M599A","58.克魯斯密林‧東部","2030/12/17 14:59:59"
"12063","103","2023/08/15 16:00:00","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","bgm_MC001","63.阿帕雷尤街道‧西側","2030/12/17 14:59:59"
"12064","103","2023/10/16 16:00:00","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","bgm_MC001","64.阿帕雷尤街道‧東側","2030/12/17 14:59:59"
"12065","103","2015/12/17 15:00:00","65.芭菲之城\n　　　　　　城鎮","bgm_MC001","bgm_MC001","65.芭菲之城　城鎮","2030/12/17 14:59:59"
"12066","103","2015/12/17 15:00:00","66.拉摩利爾平原","bgm_MC001","bgm_MC001","66.拉摩利爾平原","2030/12/17 14:59:59"
"12067","104","2015/12/17 15:00:00","67.渦炎密林","bgm_MC079","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59"
"12068","104","2015/12/17 15:00:00","68.思索樹海","bgm_MC079","bgm_MC079","68.思索樹海","2030/12/17 14:59:59"
"12069","104","2015/12/17 15:00:00","69.鬼的跟前","bgm_MC079","bgm_MC079","69.鬼的跟前","2030/12/17 14:59:59"
"12070","104","2015/12/17 15:00:00","70.炎繩河","bgm_MC079","bgm_MC079","70.炎繩河","2030/12/17 14:59:59"
"12071","104","2015/12/17 15:00:00","71.崩豹山巔","bgm_MC079","bgm_MC079","71.崩豹山巔","2030/12/17 14:59:59"
"12072","104","2015/12/17 15:00:00","72.怒錐山岳","bgm_MC079","bgm_MC079","72.怒錐山岳","2030/12/17 14:59:59"
"12073","105","2015/12/17 15:00:00","73.久遠冰河‧南端","bgm_MC201","bgm_MC201","73.久遠冰河‧南端","2030/12/17 14:59:59"
"12074","105","2015/12/17 15:00:00","74.幽魂濕地","bgm_MC201","bgm_MC201","74.幽魂濕地","2030/12/17 14:59:59"
"12075","105","2015/12/17 15:00:00","75.巨鯨城‧近郊","bgm_MC201","bgm_MC201","75.巨鯨城‧近郊","2030/12/17 14:59:59"
"12076","105","2015/12/17 15:00:00","76.被遺忘的城鎮","bgm_MC201","bgm_MC201","76.被遺忘的城鎮","2030/12/17 14:59:59"
"12077","105","2015/12/17 15:00:00","77.面對黑曜的山丘","bgm_MC201","bgm_MC201","77.面對黑曜的山丘","2030/12/17 14:59:59"
"12078","105","2015/12/17 15:00:00","78.屍蠟的沉眠之城","bgm_MC201","bgm_MC201","78.屍蠟的沉眠之城","2030/12/17 14:59:59"
"13018","102","2020/01/02 16:00:00","18.法艾頓\n　　　　　草原‧北部","bgm_M179","bgm_M179","18.法艾頓草原‧北部","2030/12/17 14:59:00"
"13019","102","2020/02/04 16:00:00","19.法艾頓\n　　　　　草原‧南部","bgm_M179","bgm_M179","19.法艾頓草原‧南部","2030/12/17 14:59:59"
"13020","102","2020/05/05 16:00:00","20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","bgm_M180","20.卡斯塔利亞樹林‧西部","2030/12/17 14:59:59"
"13021","102","2020/07/02 16:00:00","21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","bgm_M180","21.卡斯塔利亞樹林‧東部","2030/12/17 14:59:59"
"13022","102","2020/09/04 16:00:00","22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","bgm_M232","22.馬提爾德岩峰‧南部","2030/12/17 14:59:59"
"13023","102","2015/12/17 15:00:00","23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","bgm_M232","23.馬提爾德岩峰‧北部","2030/12/17 14:59:59"
"13024","102","2021/02/09 16:00:00","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","bgm_M233","24.雷蒂烏斯群峰‧西麓","2030/12/17 14:59:59"
"13025","102","2021/05/11 16:00:00","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","bgm_M233","25.雷蒂烏斯群峰‧東麓","2030/12/17 14:59:59"
"13026","102","2015/12/17 15:00:00","26.佩特羅大森林‧西部","bgm_M260","bgm_M260","26.佩特羅大森林‧西部","2030/12/17 14:59:59"
