803d74c62c5af4807a944a394af7fb6158fcdff1fb1207620c58df9ade6c9d8a,209026d6957acb72899835cb54b77c040fd3d14abde18a86eb104a1c4efe9e10,66a1f1920b9da7e21c7cb0a20667783f4f9c06118bb19087414f4948ccec58f8,60e1f28f4167b824d7d32b343a6a741414c38f8a0844c3ed829271f155e3eef5,b354ad10393de3b0ecbc8f5f1a8f6f8fa2392b7905f0a4e73f8d4a885fb5734d,8b727392f0465832b29be7392ee251e84990590140a200d6e18033290a4a3832,e5616414eb45520c7c205c39ec8be5ceb78a623df8ab45d42c384dcc28326cac,c0cbe43ddc3740c37ff49c1be51d928f5535de52a0e23664db786d834d13a9f9,1931f466312f268db87834bd44eb1b7be152b128bc26b85df567152f65953892,d86ab3c97263bd43a27bda7e63f5ee3b809955c141f2238428858aae2d61deaf,63b9a7f3e05c8d55478f3432d75cd58bd5ad71d702975d258c8796e902a32929,e8b27e2a245593ac65d457bf341d3140f1863546c44bb714d4cf757a22f4ec04,22676ec677207badb65de67007510f63963da46715b0b7d3f5832c669e87a5c1,0188a52340ea9e35f5cba37b85da2f778cede200faede748e86114734a5f46e6,d6428d431f8fcfc3790b5791137df4646f822c295609fa546aac18fcb4f0b114,bdfd8d6dbef4bd9bebc9d7cae131047cfe1a80e1ca183e36d60d569241e29e8f,b188de685be25483fac11ac62319732e1b05b51baa0b18a2c3efbecedfd8ace4,fdc2d7e4fa8e8c9ff3059381e40687e368c6150b71f076bb441389149a11e540,b44a35bc5532b5c6c844e97b246fc89d91d7156a7906e80b70b2805637e1bde6,f3ef5b6a9c533a229adb83a9a680ac1eb94a91361faaa651086406c82372c692,a70688dec9983a62a50b5219efff278bb5de8cdae0b8b06af87aba08e03b7395,6ec0a6fb4188fd0d2746ca145d78a8d2af412a635c125e24b8ab3dc028afa43b
"0","1","240","1007","1.2","2","1","-260","2","0","10070102","1","-30","101161","bgm_M64","-120","120","0.9","0","10","101201","1"
"0","1","200","1007","1.1","3","1","-10","3","-10","10070103","1","-30","101161","bgm_M64","65","100","0.8","-15","0","101201","1"
"0","1","200","1007","1.2","4","1","190","4","0","10070104","1","-30","101161","bgm_M64","-110","100","0.9","0","0","101201","1"
"-50","1","250","1007","1.45","5","1","475","5","-45","10070105","1","-30","101162","bgm_M55","-30","270","1","-20","10","101202","1"
"0","0.7","210","1008","0.8","1","1","-480","1","-30","10080101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101291","1"
"0","1","240","1008","1.2","2","1","-260","2","0","10080102","1","-30","101161","bgm_M64","-120","120","0.9","0","10","101291","1"
"0","1","200","1008","1.1","3","1","-40","3","-10","10080103","1","-30","101161","bgm_M64","65","100","0.8","-15","0","101291","1"
"0","1.3","200","1008","1.3","4","1","150","4","0","10080104","1","-30","101161","bgm_M64","-110","100","0.9","0","0","101291","1"
"15","1.3","230","1008","1.45","5","1","490","5","30","10080105","1","-30","101162","bgm_M55","-15","45","1.1","-20","30","101292","1"
"0","0.7","210","1009","0.8","1","1","-480","1","-30","10090101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101301","1"
"0","1","200","1009","1.2","2","1","-260","2","0","10090102","1","-30","101161","bgm_M64","-120","120","0.75","0","10","101301","1"
"0","2.2","200","1009","2.3","3","1","-50","3","-10","10090103","1","-30","101161","bgm_M64","100","100","1.55","-15","0","101301","1"
"15","1.3","200","1009","1.3","4","1","180","4","0","10090104","1","-30","101161","bgm_M64","-100","100","1","0","0","101301","1"
"-15","1.1","270","1009","1.2","5","1","470","5","-30","10090105","1","-30","101162","bgm_M55","-55","200","1","-20","10","101302","1"
"-25","0.9","210","1010","1","1","1","-450","1","-30","10100101","1","-30","101161","bgm_M64","-130","170","0.575","0","10","101441","1"
"0","1","200","1010","1.2","2","1","-250","2","0","10100102","1","-30","101161","bgm_M64","-120","120","0.75","0","10","101441","1"
"0","1","200","1010","1.1","3","1","-10","3","-10","10100103","1","-30","101161","bgm_M64","50","100","0.8","-15","0","101441","1"
"-30","1","200","1010","1.3","4","1","180","4","0","10100104","1","-30","101161","bgm_M64","-100","0","0.9","0","0","101441","1"
"-35","1.1","270","1010","1.2","5","1","470","5","-30","10100105","1","-30","101162","bgm_M55","-70","200","0.95","-20","10","101442","1"
"-25","0.9","210","1011","1","1","1","-450","1","-30","10110101","1","-30","101451","bgm_M64","-130","170","0.575","0","10","101451","1"
"0","1","200","1011","1.2","2","1","-250","2","0","10110102","1","-30","101451","bgm_M64","-120","120","0.75","0","10","101451","1"
"-30","1","200","1011","1.4","3","1","-20","3","-10","10110103","1","-30","101451","bgm_M64","50","100","0.9","-15","0","101451","1"
"20","0.8","220","1011","0.9","4","1","200","4","0","10110104","1","-30","101451","bgm_M64","-100","100","0.65","0","0","101451","1"
"-35","1.4","290","1011","1.55","5","1","510","5","-50","10110105","1","-30","101452","bgm_M55","-70","200","1.25","0","0","101452","1"
"-25","0.9","210","1012","1","1","1","-450","1","-30","10120101","1","-30","101451","bgm_M64","-130","170","0.575","0","10","101561","1"
"0","1","240","1012","1.2","2","1","-240","2","0","10120102","1","-30","101451","bgm_M64","-120","120","0.9","0","0","101561","1"
"0","0.8","200","1012","0.9","3","1","-30","3","-10","10120103","1","-30","101451","bgm_M64","60","100","0.6","-5","5","101561","1"
"-30","1.2","200","1012","1.5","4","1","180","4","0","10120104","1","-30","101451","bgm_M64","-100","100","0.9","0","0","101561","1"
"-60","1.35","290","1012","1.55","5","1","460","5","-50","10120105","1","-30","101452","bgm_M55","-70","400","1.25","0","0","101562","1"
"0","0.7","210","1013","0.8","1","1","-480","1","-30","10130101","1","-30","101001","bgm_M64","-120","250","0.6","0","10","101001","1"
"0","1","200","1013","1.2","2","1","-260","2","0","10130102","1","-30","101001","bgm_M64","-120","0","0.75","0","10","101001","1"
"0","1","200","1013","1.1","3","1","-40","3","-10","10130103","1","-30","101001","bgm_M64","0","100","0.7","-13","0","101001","1"
"0","1","200","1013","1.2","4","1","240","4","0","10130104","1","-30","101001","bgm_M64","-50","0","0.7","0","0","101001","1"
"0","1","250","1013","1.3","5","1","480","5","0","10130105","1","-30","101011","bgm_M55","-40","200","1.2","0","0","101011","1"
"-25","0.9","210","1014","1","1","1","-450","1","-30","10140101","1","-30","101041","bgm_M64","-130","170","0.575","0","10","101041","1"
"0","1","200","1014","1.2","2","1","-250","2","0","10140102","1","-30","101041","bgm_M64","-120","120","0.75","0","10","101041","1"
"0","2.2","200","1014","2.3","3","1","-50","3","-10","10140103","1","-30","101041","bgm_M64","100","100","1.55","-15","0","101041","1"
"0","1","200","1014","1","4","1","190","4","0","10140104","1","-30","101041","bgm_M64","-70","0","0.7","0","0","101041","1"
"0","1.6","250","1014","1.8","5","1","440","5","0","10140105","1","-30","101042","bgm_M55","0","200","1.4","0","0","101042","1"
"0","0.7","210","1015","0.8","1","1","-470","1","-30","10150101","1","-30","101161","bgm_M64","-125","250","0.6","0","10","101041","1"
"0","1","200","1015","1.2","2","1","-210","2","0","10150102","1","-30","101161","bgm_M64","-95","120","0.75","0","10","101041","1"
"-30","1","200","1015","1.4","3","1","50","3","-10","10150103","1","-30","101161","bgm_M64","-120","100","0.9","-15","0","101041","1"
"43","1","200","1015","1","4","1","195","4","0","10150104","1","-30","101162","bgm_M64","35","150","0.7","0","0","101041","1"
"-50","1.35","210","1015","1.8","5","1","450","5","0","10150105","1","-30","101161","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.85","210","1016","0.8","1","1","-480","1","0","10160101","1","-30","101451","bgm_M64","-120","250","0.6","0","10","101161","1"
"0","1.1","200","1016","1.2","2","1","-260","2","0","10160102","1","-30","101451","bgm_M64","-100","0","0.75","0","10","101161","1"
"0","1","200","1016","1.1","3","1","-10","3","-10","10160103","1","-30","101451","bgm_M64","65","100","0.8","-15","0","101161","1"
"0","0.85","200","1016","1","4","1","190","4","0","10160104","1","-30","101451","bgm_M64","-110","0","0.8","0","0","101161","1"
"-50","1","280","1016","1.15","5","1","485","5","-45","10160105","1","-30","101452","bgm_M55","-70","270","0.9","0","-10","101162","1"
"0","0.7","210","1017","0.8","1","1","-480","1","-30","10170101","1","-30","101171","bgm_M64","-120","250","0.6","0","10","101171","1"
"0","0.7","240","1017","1","2","1","-260","2","0","10170102","1","-30","101171","bgm_M64","-120","0","0.6","0","10","101171","1"
"-30","1","200","1017","1.4","3","1","-10","3","-10","10170103","1","-30","101171","bgm_M64","65","0","0.9","-15","0","101171","1"
"-30","1","200","1017","1.3","4","1","190","4","0","10170104","1","-30","101171","bgm_M64","-110","100","0.9","0","0","101171","1"
"-50","1","250","1017","1.45","5","1","475","5","0","10170105","1","-30","101172","bgm_M55","-30","270","1","-20","10","101172","1"
"0","0.7","210","1018","0.8","1","1","-480","1","-30","10180101","1","-30","101171","bgm_M64","-120","100","0.6","0","10","101191","1"
"0","1","200","1018","1.2","2","1","-260","2","0","10180102","1","-30","101171","bgm_M64","-100","100","0.75","0","10","101191","1"
"0","0.8","200","1018","0.9","3","1","-10","3","-10","10180103","1","-30","101171","bgm_M64","65","100","0.6","-5","5","101191","1"
"0","1","200","1018","1.2","4","1","190","4","0","10180104","1","-30","101171","bgm_M64","-110","100","0.9","-30","0","101191","1"
"-50","1","280","1018","1.3","5","1","485","5","-45","10180105","1","-30","101172","bgm_M55","-70","100","1.1","0","-10","101192","1"
"0","0.85","210","1019","0.8","1","1","-480","1","0","10190101","1","-30","101161","bgm_M64","-120","100","0.6","0","10","101201","1"
"0","1.1","240","1019","1.2","2","1","-260","2","0","10190102","1","-30","101161","bgm_M64","-120","100","0.75","0","10","101201","1"
"0","1","200","1019","1.1","3","1","-10","3","-10","10190103","1","-30","101161","bgm_M64","65","100","0.8","-15","0","101201","1"
"43","1","200","1019","1","4","1","190","4","0","10190104","1","-30","101161","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1019","1.45","5","1","475","5","-45","10190105","1","-30","101162","bgm_M55","-30","100","1","-20","10","101202","1"
"0","0.85","210","1020","0.8","1","1","-480","1","0","10200101","1","-30","101161","bgm_M64","-120","100","0.6","0","10","101291","1"
"0","1.1","240","1020","1.2","2","1","-260","2","0","10200102","1","-30","101161","bgm_M64","-120","100","0.75","0","10","101291","1"
"0","1","200","1020","1.1","3","1","-40","3","-10","10200103","1","-30","101161","bgm_M64","65","100","0.8","-15","0","101291","1"
"-30","1","200","1020","1.5","4","1","150","4","0","10200104","1","-30","101161","bgm_M64","-110","100","0.8","0","0","101291","1"
"15","1","230","1020","1.45","5","1","490","5","30","10200105","1","-30","101162","bgm_M55","-15","100","1.1","-20","30","101292","1"
"0","0.7","210","1021","0.8","1","1","-480","1","-30","10210101","1","-30","101161","bgm_M64","-120","100","0.58","0","10","101301","1"
"0","1","200","1021","1.2","2","1","-260","2","0","10210102","1","-30","101161","bgm_M64","-120","100","0.9","0","10","101301","1"
"-30","1","200","1021","1.4","3","1","-50","3","-10","10210103","1","-30","101161","bgm_M64","100","100","0.93","0","-10","101301","1"
"15","1.3","200","1021","1.3","4","1","180","4","0","10210104","1","-30","101161","bgm_M64","-100","100","0.9","0","0","101301","1"
"-15","1.1","270","1021","1.2","5","1","470","5","-30","10210105","1","-30","101162","bgm_M55","-55","100","1","-20","10","101302","1"
"0","0.85","210","1022","0.8","1","1","-450","1","0","10220101","1","-30","101161","bgm_M64","-130","100","0.575","0","10","101441","1"
"0","1.1","200","1022","1.2","2","1","-250","2","0","10220102","1","-30","101161","bgm_M64","-120","100","0.75","0","10","101441","1"
"0","1.1","200","1022","1.2","3","1","-10","3","-10","10220103","1","-30","101161","bgm_M64","50","100","0.8","-15","0","101441","1"
"15","1.3","200","1022","1.3","4","1","180","4","0","10220104","1","-30","101161","bgm_M64","-100","100","0.9","0","0","101441","1"
"-35","1.1","230","1022","1.2","5","1","470","5","-30","10220105","1","-30","101162","bgm_M55","-70","100","0.95","-20","10","101442","1"
"0","0.7","210","1023","0.8","1","1","-450","1","-30","10230101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101451","1"
"0","1","200","1023","1.2","2","1","-250","2","0","10230102","1","-30","101451","bgm_M64","-120","100","0.9","0","10","101451","1"
"-30","1","200","1023","1.4","3","1","-20","3","-10","10230103","1","-30","101451","bgm_M64","50","100","0.9","-15","0","101451","1"
"0","0.85","200","1023","1","4","1","200","4","0","10230104","1","-30","101451","bgm_M64","-100","100","0.8","0","0","101451","1"
"-35","1.4","290","1023","1.55","5","1","510","5","-50","10230105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1"
"0","0.7","210","1024","0.8","1","1","-450","1","-30","10240101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101561","1"
"0","1.1","240","1024","1.2","2","1","-240","2","0","10240102","1","-30","101451","bgm_M64","-120","100","0.75","0","0","101561","1"
"0","1","200","1024","1.1","3","1","-30","3","-10","10240103","1","-30","101451","bgm_M64","60","100","0.65","-5","5","101561","1"
"0","1","200","1024","1.2","4","1","180","4","0","10240104","1","-30","101451","bgm_M64","-100","100","0.7","0","0","101561","1"
"-60","1.35","290","1024","1.55","5","1","460","5","-50","10240105","1","-30","101452","bgm_M55","-70","400","1.25","0","0","101562","1"
"0","0.7","210","1025","0.8","1","1","-480","1","-30","10250101","1","-30","101451","bgm_M64","-120","100","0.58","0","10","101001","1"
"0","1.1","200","1025","1.2","2","1","-260","2","0","10250102","1","-30","101451","bgm_M64","-120","100","0.75","0","10","101001","1"
"0","0.8","200","1025","0.9","3","1","-40","3","-10","10250103","1","-30","101451","bgm_M64","0","100","0.6","-13","0","101001","1"
"-30","1","200","1025","1.5","4","1","240","4","0","10250104","1","-30","101451","bgm_M64","-50","100","0.8","0","0","101001","1"
"0","1","250","1025","1.3","5","1","480","5","0","10250105","1","-30","101452","bgm_M55","-40","100","1.2","0","0","101011","1"
"-25","0.9","210","1026","1","1","1","-450","1","-30","10260101","1","-30","101021","bgm_M64","-130","170","0.575","0","10","101021","1"
"0","1","200","1026","1.2","2","1","-250","2","0","10260102","1","-30","101021","bgm_M64","-120","120","0.75","0","10","101021","1"
"0","2.2","200","1026","2.3","3","1","-50","3","-10","10260103","1","-30","101021","bgm_M64","100","100","1.55","-15","0","101021","1"
"43","1","200","1026","1","4","1","190","4","0","10260104","1","-30","101021","bgm_M64","-70","150","0.7","0","0","101021","1"
"0","1.6","220","1026","1.8","5","1","440","5","0","10260105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"0","0.7","210","1027","0.8","1","1","-470","1","-30","10270101","1","-30","101161","bgm_M64","-125","250","0.6","0","10","101041","1"
"0","1","200","1027","1.2","2","1","-210","2","0","10270102","1","-30","101161","bgm_M64","-95","120","0.75","0","10","101041","1"
"-10","1","200","1027","1.2","3","1","50","3","-10","10270103","1","-30","101161","bgm_M64","-120","100","0.75","-15","10","101041","1"
"20","1","200","1027","1.1","4","1","195","4","0","10270104","1","-30","101162","bgm_M64","35","100","0.7","0","0","101041","1"
"-50","1.35","210","1027","1.8","5","1.3","450","5","0","10270105","1","-30","101161","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.85","210","1028","0.8","1","1","-480","1","0","10280101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101161","1"
"0","1.1","200","1028","1.2","2","1","-260","2","0","10280102","1","-30","101161","bgm_M64","-100","0","0.75","0","10","101161","1"
"0","1","200","1028","1.1","3","1","-10","3","-10","10280103","1","-30","101161","bgm_M64","65","100","0.65","-5","5","101161","1"
"0","1.3","200","1028","1.35","4","1","190","4","0","10280104","1","-30","101161","bgm_M64","-110","100","0.9","0","0","101161","1"
"-50","1","280","1028","1.15","5","1.3","485","5","-45","10280105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"0","0.7","210","1029","0.8","1","1","-480","1","-30","10290101","1","-30","101171","bgm_M64","-120","250","0.6","0","10","101171","1"
"0","0.7","240","1029","1","2","1","-260","2","0","10290102","1","-30","101171","bgm_M64","-120","0","0.6","0","10","101171","1"
"-30","1","200","1029","1.4","3","1","-10","3","-10","10290103","1","-30","101171","bgm_M64","65","0","0.9","-15","0","101171","1"
"-30","1","200","1029","1.3","4","1","190","4","0","10290104","1","-30","101171","bgm_M64","-110","100","0.9","0","0","101171","1"
"-50","1","250","1029","1.45","5","1","475","5","0","10290105","1","-30","101172","bgm_M55","-30","270","1","-20","10","101172","1"
"0","0.7","210","1030","0.8","1","1","-480","1","-30","10300101","1","-30","101171","bgm_M64","-120","100","0.6","0","10","101191","1"
"0","1","200","1030","1.2","2","1","-260","2","0","10300102","1","-30","101171","bgm_M64","-100","100","0.8","0","10","101191","1"
"0","0.8","200","1030","0.9","3","1","-10","3","-10","10300103","1","-30","101171","bgm_M64","65","100","0.6","-5","5","101191","1"
"0","1","200","1030","1.2","4","1","190","4","0","10300104","1","-30","101171","bgm_M64","-110","100","0.9","0","0","101191","1"
"-50","1","280","1030","1.3","5","1","485","5","-45","10300105","1","-30","101172","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"0","0.85","210","1031","0.8","1","1","-480","1","0","10310101","1","-30","101161","bgm_M64","-120","100","0.6","0","10","101201","1"
"0","1.1","240","1031","1.2","2","1","-260","2","0","10310102","1","-30","101161","bgm_M64","-120","100","0.75","0","10","101201","1"
"0","1","200","1031","1.1","3","1","-10","3","-10","10310103","1","-30","101161","bgm_M64","65","100","0.8","-15","0","101201","1"
"43","1","200","1031","1","4","1","190","4","0","10310104","1","-30","101161","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1031","1.45","5","1","475","5","-45","10310105","1","-30","101162","bgm_M55","-30","100","1","-20","10","101202","1"
"0","0.85","210","1032","0.8","1","1","-480","1","0","10320101","1","-30","101291","bgm_M64","-120","100","0.6","0","10","101291","1"
"0","1.1","240","1032","1.2","2","1","-260","2","0","10320102","1","-30","101291","bgm_M64","-120","100","0.75","0","10","101291","1"
"0","1","200","1032","1.3","3","1","-40","3","-10","10320103","1","-30","101291","bgm_M64","65","100","0.9","-15","0","101291","1"
"-30","1","200","1032","1.3","4","1","150","4","0","10320104","1","-30","101291","bgm_M64","-110","100","0.8","0","0","101291","1"
"15","1","230","1032","1.45","5","1","490","5","30","10320105","1","-30","101292","bgm_M55","-15","100","1.1","-20","30","101292","1"
"0","0.7","210","1033","0.8","1","1","-480","1","-30","10330101","1","-30","101301","bgm_M64","-120","100","0.58","0","10","101301","1"
"0","1","200","1033","1.2","2","1","-260","2","0","10330102","1","-30","101301","bgm_M64","-120","100","0.9","0","10","101301","1"
"-30","1","200","1033","1.4","3","1","-50","3","-10","10330103","1","-30","101301","bgm_M64","100","200","0.93","0","-10","101301","1"
"15","1","200","1033","1.3","4","1","100","4","0","10330104","1","-30","101301","bgm_M64","-100","100","0.9","0","0","101301","1"
"-15","1.1","270","1033","1.2","5","1","470","5","-30","10330105","1","-30","101302","bgm_M55","-55","100","1","-20","10","101302","1"
"0","0.85","210","1034","0.8","1","1","-450","1","0","10340101","1","-30","101161","bgm_M64","-130","100","0.575","0","10","101441","1"
"0","0.7","200","1034","1","2","1","-250","2","0","10340102","1","-30","101161","bgm_M64","-120","200","0.75","0","10","101441","1"
"0","1.1","200","1034","1.2","3","1","-10","3","-10","10340103","1","-30","101161","bgm_M64","50","100","0.8","-15","0","101441","1"
"43","1","200","1034","1","4","1","180","4","0","10340104","1","-30","101161","bgm_M64","-100","150","0.9","0","0","101441","1"
"-35","1.1","230","1034","1.2","5","1","470","5","-30","10340105","1","-30","101162","bgm_M55","-70","100","0.95","-20","10","101442","1"
"0","0.7","210","1035","0.8","1","1","-450","1","-30","10350101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101451","1"
"0","1","200","1035","1.2","2","1","-250","2","0","10350102","1","-30","101451","bgm_M64","-120","100","0.9","0","10","101451","1"
"-30","1","200","1035","1.4","3","1","-20","3","-10","10350103","1","-30","101451","bgm_M64","50","100","0.9","-15","0","101451","1"
"0","0.85","200","1035","1","4","1","200","4","0","10350104","1","-30","101451","bgm_M64","-100","100","0.8","0","0","101451","1"
"-35","1.4","290","1035","1.55","5","1","510","5","-50","10350105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1.2"
"0","0.7","210","1036","0.8","1","1","-450","1","-30","10360101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101561","1"
"0","1.1","240","1036","1.2","2","1","-240","2","0","10360102","1","-30","101451","bgm_M64","-120","100","0.75","0","0","101561","1"
"0","1","200","1036","1.1","3","1","-30","3","-10","10360103","1","-30","101451","bgm_M64","60","100","0.65","-5","5","101561","1"
"0","1","200","1036","1.2","4","1","180","4","0","10360104","1","-30","101451","bgm_M64","-100","100","1.1","0","0","101561","1"
"-60","1.35","290","1036","1.55","5","1","460","5","-50","10360105","1","-30","101452","bgm_M55","-70","400","1.25","0","0","101562","1.4"
"0","0.7","210","1037","0.8","1","1","-480","1","-30","10370101","1","-30","101451","bgm_M64","-120","100","0.58","0","10","101001","1"
"0","1.1","200","1037","1.2","2","1","-260","2","0","10370102","1","-30","101451","bgm_M64","-120","100","0.75","0","10","101001","1"
"-50","0.55","200","1037","0.9","3","1","-40","3","-60","10370103","1","-30","101451","bgm_M64","0","150","0.6","-13","0","101001","1.4"
"-30","1","200","1037","1.3","4","1","240","4","0","10370104","1","-30","101451","bgm_M64","-50","100","0.8","0","0","101001","1"
"0","1","250","1037","1.3","5","1","480","5","0","10370105","1","-30","101452","bgm_M55","-40","100","1.2","0","0","101011","1.2"
"-25","0.9","210","1038","1","1","1","-450","1","-30","10380101","1","-30","101021","bgm_M64","-110","170","0.575","0","10","101021","1"
"0","1","200","1038","1.2","2","1","-250","2","0","10380102","1","-30","101021","bgm_M64","-120","120","0.75","0","10","101021","1"
"0","1.1","200","1038","1.2","3","1","-50","3","-10","10380103","1","-30","101021","bgm_M64","100","100","0.8","-15","0","101021","1"
"-30","1","200","1038","1.3","4","1","190","4","0","10380104","1","-30","101021","bgm_M64","-70","200","0.9","0","0","101021","1"
