6d907e1911f9fb6eef07e8f53ac8c202b68f19bc37828762ae5c9db3f047c8f3,c1ad9d42400745c2af686e917bfc6427cac7a4835a93f8965e03a99f51f9db71,ab000945bba089ecf87d4321861f470fdfbcae19fb5a6ae57156e60438c33038,e17a863c92ed53b014dc1bdc069653df7d832c50019ec348f891c46d86508be4,dd515a45a0a3aa582b722dba61d3abd7bc6302d6075d25d9c0871e16de8112e7,541cad453e7cbd25e0c29eacaa105ca4919d0fc97480ed807dbdcef07c037e50,2f17a41b0fdb23a156f7658fbc9190664d08ade41dd198559878370b59fe66e3,1fc7eb0648b7e655c700895c810e055eaee71ca2883cb49ce3344b897dcebae2,9a7d34967639aa5489e754a30a3145b4f03d3062a6415ed774474c3c2b9f392e,6aa5cda1fe364205ed2fcd72aac5aa0e08108ec90d67afd32dd6068f7859f63c,412a253b3c29024bee52b930544470e149d5dc4190e4455b9152573b25147456,654b7cd0684c0c8e8bcca8f25cc06caf6ebc81b646fcaed497adc8ec16913d6e
"92410330","92410","92410340","924102303","1","1500000000","924103303","92410320","90","3","924103300","3"
"92410340","92410","0","924102304","1","0","924103304","92410330","90","4","924103400","4"
"92411110","92411","92411120","924112101","1","500000000","924113101","0","90","1","924111100","1"
"92411120","92411","92411130","924112102","1","1000000000","924113102","92411110","90","2","924111200","2"
"92411130","92411","92411140","924112103","1","1500000000","924113103","92411120","90","3","924111300","3"
"92411140","92411","0","924112104","1","0","924113104","92411130","90","4","924111400","4"
"92411210","92411","92411220","924112201","1","500000000","924113201","0","90","1","924112100","1"
"92411220","92411","92411230","924112202","1","1000000000","924113202","92411210","90","2","924112200","2"
"92411230","92411","92411240","924112203","1","1500000000","924113203","92411220","90","3","924112300","3"
"92411240","92411","0","924112204","1","0","924113204","92411230","90","4","924112400","4"
"92411310","92411","92411320","924112301","1","500000000","924113301","0","90","1","924113100","1"
"92411320","92411","92411330","924112302","1","1000000000","924113302","92411310","90","2","924113200","2"
"92411330","92411","92411340","924112303","1","1500000000","924113303","92411320","90","3","924113300","3"
"92411340","92411","0","924112304","1","0","924113304","92411330","90","4","924113400","4"
"92412110","92412","92412120","924122101","1","500000000","924123101","0","90","1","924121100","1"
"92412120","92412","92412130","924122102","1","1000000000","924123102","92412110","90","2","924121200","2"
"92412130","92412","92412140","924122103","1","1500000000","924123103","92412120","90","3","924121300","3"
"92412140","92412","0","924122104","1","0","924123104","92412130","90","4","924121400","4"
"92412210","92412","92412220","924122201","1","500000000","924123201","0","90","1","924122100","1"
"92412220","92412","92412230","924122202","1","1000000000","924123202","92412210","90","2","924122200","2"
"92412230","92412","92412240","924122203","1","1500000000","924123203","92412220","90","3","924122300","3"
"92412240","92412","0","924122204","1","0","924123204","92412230","90","4","924122400","4"
"92412310","92412","92412320","924122301","1","500000000","924123301","0","90","1","924123100","1"
"92412320","92412","92412330","924122302","1","1000000000","924123302","92412310","90","2","924123200","2"
"92412330","92412","92412340","924122303","1","1500000000","924123303","92412320","90","3","924123300","3"
"92412340","92412","0","924122304","1","0","924123304","92412330","90","4","924123400","4"
"92414110","92414","92414120","924142101","1","500000000","924143101","0","90","1","924141100","1"
"92414120","92414","92414130","924142102","1","1000000000","924143102","92414110","90","2","924141200","2"
"92414130","92414","92414140","924142103","1","1500000000","924143103","92414120","90","3","924141300","3"
"92414140","92414","0","924142104","1","0","924143104","92414130","90","4","924141400","4"
"92414210","92414","92414220","924142201","1","500000000","924143201","0","90","1","924142100","1"
"92414220","92414","92414230","924142202","1","1000000000","924143202","92414210","90","2","924142200","2"
"92414230","92414","92414240","924142203","1","1500000000","924143203","92414220","90","3","924142300","3"
"92414240","92414","0","924142204","1","0","924143204","92414230","90","4","924142400","4"
"92414310","92414","92414320","924142301","1","500000000","924143301","0","90","1","924143100","1"
"92414320","92414","92414330","924142302","1","1000000000","924143302","92414310","90","2","924143200","2"
"92414330","92414","92414340","924142303","1","1500000000","924143303","92414320","90","3","924143300","3"
"92414340","92414","0","924142304","1","0","924143304","92414330","90","4","924143400","4"
"92415110","92415","92415120","924152101","1","500000000","924153101","0","90","1","924151100","1"
"92415120","92415","92415130","924152102","1","1000000000","924153102","92415110","90","2","924151200","2"
"92415130","92415","92415140","924152103","1","1500000000","924153103","92415120","90","3","924151300","3"
"92415140","92415","0","924152104","1","0","924153104","92415130","90","4","924151400","4"
"92415210","92415","92415220","924152201","1","500000000","924153201","0","90","1","924152100","1"
"92415220","92415","92415230","924152202","1","1000000000","924153202","92415210","90","2","924152200","2"
"92415230","92415","92415240","924152203","1","1500000000","924153203","92415220","90","3","924152300","3"
"92415240","92415","0","924152204","1","0","924153204","92415230","90","4","924152400","4"
"92415310","92415","92415320","924152301","1","500000000","924153301","0","90","1","924153100","1"
"92415320","92415","92415330","924152302","1","1000000000","924153302","92415310","90","2","924153200","2"
"92415330","92415","92415340","924152303","1","1500000000","924153303","92415320","90","3","924153300","3"
"92415340","92415","0","924152304","1","0","924153304","92415330","90","4","924153400","4"
"92416110","92416","92416120","924162101","1","500000000","924163101","0","90","1","924161100","1"
"92416120","92416","92416130","924162102","1","1000000000","924163102","92416110","90","2","924161200","2"
"92416130","92416","92416140","924162103","1","1500000000","924163103","92416120","90","3","924161300","3"
"92416140","92416","0","924162104","1","0","924163104","92416130","90","4","924161400","4"
"92416210","92416","92416220","924162201","1","500000000","924163201","0","90","1","924162100","1"
"92416220","92416","92416230","924162202","1","1000000000","924163202","92416210","90","2","924162200","2"
"92416230","92416","92416240","924162203","1","1500000000","924163203","92416220","90","3","924162300","3"
"92416240","92416","0","924162204","1","0","924163204","92416230","90","4","924162400","4"
"92416310","92416","92416320","924162301","1","500000000","924163301","0","90","1","924163100","1"
"92416320","92416","92416330","924162302","1","1000000000","924163302","92416310","90","2","924163200","2"
"92416330","92416","92416340","924162303","1","1500000000","924163303","92416320","90","3","924163300","3"
"92416340","92416","0","924162304","1","0","924163304","92416330","90","4","924163400","4"
"92417110","92417","92417120","924172101","1","500000000","924173101","0","90","1","924171100","1"
"92417120","92417","92417130","924172102","1","1000000000","924173102","92417110","90","2","924171200","2"
"92417130","92417","92417140","924172103","1","1500000000","924173103","92417120","90","3","924171300","3"
"92417140","92417","0","924172104","1","0","924173104","92417130","90","4","924171400","4"
"92417210","92417","92417220","924172201","1","500000000","924173201","0","90","1","924172100","1"
"92417220","92417","92417230","924172202","1","1000000000","924173202","92417210","90","2","924172200","2"
"92417230","92417","92417240","924172203","1","1500000000","924173203","92417220","90","3","924172300","3"
"92417240","92417","0","924172204","1","0","924173204","92417230","90","4","924172400","4"
"92417310","92417","92417320","924172301","1","500000000","924173301","0","90","1","924173100","1"
"92417320","92417","92417330","924172302","1","1000000000","924173302","92417310","90","2","924173200","2"
"92417330","92417","92417340","924172303","1","1500000000","924173303","92417320","90","3","924173300","3"
"92417340","92417","0","924172304","1","0","924173304","92417330","90","4","924173400","4"
"92418110","92418","92418120","924182101","1","500000000","924183101","0","90","1","924181100","1"
"92418120","92418","92418130","924182102","1","1000000000","924183102","92418110","90","2","924181200","2"
"92418130","92418","92418140","924182103","1","1500000000","924183103","92418120","90","3","924181300","3"
"92418140","92418","0","924182104","1","0","924183104","92418130","90","4","924181400","4"
"92418210","92418","92418220","924182201","1","500000000","924183201","0","90","1","924182100","1"
"92418220","92418","92418230","924182202","1","1000000000","924183202","92418210","90","2","924182200","2"
"92418230","92418","92418240","924182203","1","1500000000","924183203","92418220","90","3","924182300","3"
"92418240","92418","0","924182204","1","0","924183204","92418230","90","4","924182400","4"
"92418310","92418","92418320","924182301","1","500000000","924183301","0","90","1","924183100","1"
"92418320","92418","92418330","924182302","1","1000000000","924183302","92418310","90","2","924183200","2"
"92418330","92418","92418340","924182303","1","1500000000","924183303","92418320","90","3","924183300","3"
"92418340","92418","0","924182304","1","0","924183304","92418330","90","4","924183400","4"
"92419110","92419","92419120","924192101","1","500000000","924193101","0","90","1","924191100","1"
"92419120","92419","92419130","924192102","1","1000000000","924193102","92419110","90","2","924191200","2"
"92419130","92419","92419140","924192103","1","1500000000","924193103","92419120","90","3","924191300","3"
"92419140","92419","0","924192104","1","0","924193104","92419130","90","4","924191400","4"
"92419210","92419","92419220","924192201","1","500000000","924193201","0","90","1","924192100","1"
"92419220","92419","92419230","924192202","1","1000000000","924193202","92419210","90","2","924192200","2"
"92419230","92419","92419240","924192203","1","1500000000","924193203","92419220","90","3","924192300","3"
"92419240","92419","0","924192204","1","0","924193204","92419230","90","4","924192400","4"
"92419310","92419","92419320","924192301","1","500000000","924193301","0","90","1","924193100","1"
"92419320","92419","92419330","924192302","1","1000000000","924193302","92419310","90","2","924193200","2"
"92419330","92419","92419340","924192303","1","1500000000","924193303","92419320","90","3","924193300","3"
"92419340","92419","0","924192304","1","0","924193304","92419330","90","4","924193400","4"
"92420110","92420","92420120","924202101","1","500000000","924203101","0","90","1","924201100","1"
"92420120","92420","92420130","924202102","1","1000000000","924203102","92420110","90","2","924201200","2"
"92420130","92420","92420140","924202103","1","1500000000","924203103","92420120","90","3","924201300","3"
"92420140","92420","0","924202104","1","0","924203104","92420130","90","4","924201400","4"
"92420210","92420","92420220","924202201","1","500000000","924203201","0","90","1","924202100","1"
"92420220","92420","92420230","924202202","1","1000000000","924203202","92420210","90","2","924202200","2"
"92420230","92420","92420240","924202203","1","1500000000","924203203","92420220","90","3","924202300","3"
"92420240","92420","0","924202204","1","0","924203204","92420230","90","4","924202400","4"
"92420310","92420","92420320","924202301","1","500000000","924203301","0","90","1","924203100","1"
"92420320","92420","92420330","924202302","1","1000000000","924203302","92420310","90","2","924203200","2"
"92420330","92420","92420340","924202303","1","1500000000","924203303","92420320","90","3","924203300","3"
"92420340","92420","0","924202304","1","0","924203304","92420330","90","4","924203400","4"
"92421110","92421","92421120","924212101","1","500000000","924213101","0","90","1","924211100","1"
"92421120","92421","92421130","924212102","1","1000000000","924213102","92421110","90","2","924211200","2"
"92421130","92421","92421140","924212103","1","1500000000","924213103","92421120","90","3","924211300","3"
"92421140","92421","0","924212104","1","0","924213104","92421130","90","4","924211400","4"
"92421210","92421","92421220","924212201","1","500000000","924213201","0","90","1","924212100","1"
"92421220","92421","92421230","924212202","1","1000000000","924213202","92421210","90","2","924212200","2"
"92421230","92421","92421240","924212203","1","1500000000","924213203","92421220","90","3","924212300","3"
"92421240","92421","0","924212204","1","0","924213204","92421230","90","4","924212400","4"
"92421310","92421","92421320","924212301","1","500000000","924213301","0","90","1","924213100","1"
"92421320","92421","92421330","924212302","1","1000000000","924213302","92421310","90","2","924213200","2"
"92421330","92421","92421340","924212303","1","1500000000","924213303","92421320","90","3","924213300","3"
"92421340","92421","0","924212304","1","0","924213304","92421330","90","4","924213400","4"
"92422110","92422","92422120","924222101","1","500000000","924223101","0","90","1","924221100","1"
"92422120","92422","92422130","924222102","1","1000000000","924223102","92422110","90","2","924221200","2"
"92422130","92422","92422140","924222103","1","1500000000","924223103","92422120","90","3","924221300","3"
"92422140","92422","0","924222104","1","0","924223104","92422130","90","4","924221400","4"
"92422210","92422","92422220","924222201","1","500000000","924223201","0","90","1","924222100","1"
"92422220","92422","92422230","924222202","1","1000000000","924223202","92422210","90","2","924222200","2"
"92422230","92422","92422240","924222203","1","1500000000","924223203","92422220","90","3","924222300","3"
"92422240","92422","0","924222204","1","0","924223204","92422230","90","4","924222400","4"
"92422310","92422","92422320","924222301","1","500000000","924223301","0","90","1","924223100","1"
"92422320","92422","92422330","924222302","1","1000000000","924223302","92422310","90","2","924223200","2"
"92422330","92422","92422340","924222303","1","1500000000","924223303","92422320","90","3","924223300","3"
"92422340","92422","0","924222304","1","0","924223304","92422330","90","4","924223400","4"
"92423110","92423","92423120","924232101","1","500000000","924233101","0","90","1","924231100","1"
"92423120","92423","92423130","924232102","1","1000000000","924233102","92423110","90","2","924231200","2"
"92423130","92423","92423140","924232103","1","1500000000","924233103","92423120","90","3","924231300","3"
"92423140","92423","0","924232104","1","0","924233104","92423130","90","4","924231400","4"
"92423210","92423","92423220","924232201","1","500000000","924233201","0","90","1","924232100","1"
"92423220","92423","92423230","924232202","1","1000000000","924233202","92423210","90","2","924232200","2"
"92423230","92423","92423240","924232203","1","1500000000","924233203","92423220","90","3","924232300","3"
"92423240","92423","0","924232204","1","0","924233204","92423230","90","4","924232400","4"
"92423310","92423","92423320","924232301","1","500000000","924233301","0","90","1","924233100","1"
"92423320","92423","92423330","924232302","1","1000000000","924233302","92423310","90","2","924233200","2"
"92423330","92423","92423340","924232303","1","1500000000","924233303","92423320","90","3","924233300","3"
"92423340","92423","0","924232304","1","0","924233304","92423330","90","4","924233400","4"
"92424110","92424","92424120","924242101","1","500000000","924243101","0","90","1","924241100","1"
"92424120","92424","92424130","924242102","1","1000000000","924243102","92424110","90","2","924241200","2"
"92424130","92424","92424140","924242103","1","1500000000","924243103","92424120","90","3","924241300","3"
"92424140","92424","0","924242104","1","0","924243104","92424130","90","4","924241400","4"
"92424210","92424","92424220","924242201","1","500000000","924243201","0","90","1","924242100","1"
"92424220","92424","92424230","924242202","1","1000000000","924243202","92424210","90","2","924242200","2"
"92424230","92424","92424240","924242203","1","1500000000","924243203","92424220","90","3","924242300","3"
"92424240","92424","0","924242204","1","0","924243204","92424230","90","4","924242400","4"
"92424310","92424","92424320","924242301","1","500000000","924243301","0","90","1","924243100","1"
"92424320","92424","92424330","924242302","1","1000000000","924243302","92424310","90","2","924243200","2"
"92424330","92424","92424340","924242303","1","1500000000","924243303","92424320","90","3","924243300","3"
"92424340","92424","0","924242304","1","0","924243304","92424330","90","4","924243400","4"
"92425110","92425","92425120","924252101","1","500000000","924253101","0","90","1","924251100","1"
"92425120","92425","92425130","924252102","1","1000000000","924253102","92425110","90","2","924251200","2"
"92425130","92425","92425140","924252103","1","1500000000","924253103","92425120","90","3","924251300","3"
"92425140","92425","0","924252104","1","0","924253104","92425130","90","4","924251400","4"
"92425210","92425","92425220","924252201","1","500000000","924253201","0","90","1","924252100","1"
"92425220","92425","92425230","924252202","1","1000000000","924253202","92425210","90","2","924252200","2"
"92425230","92425","92425240","924252203","1","1500000000","924253203","92425220","90","3","924252300","3"
"92425240","92425","0","924252204","1","0","924253204","92425230","90","4","924252400","4"
"92425310","92425","92425320","924252301","1","500000000","924253301","0","90","1","924253100","1"
"92425320","92425","92425330","924252302","1","1000000000","924253302","92425310","90","2","924253200","2"
"92425330","92425","92425340","924252303","1","1500000000","924253303","92425320","90","3","924253300","3"
"92425340","92425","0","924252304","1","0","924253304","92425330","90","4","924253400","4"
"92426110","92426","92426120","924262101","1","500000000","924263101","0","90","1","924261100","1"
"92426120","92426","92426130","924262102","1","1000000000","924263102","92426110","90","2","924261200","2"
"92426130","92426","92426140","924262103","1","1500000000","924263103","92426120","90","3","924261300","3"
"92426140","92426","0","924262104","1","0","924263104","92426130","90","4","924261400","4"
"92426210","92426","92426220","924262201","1","500000000","924263201","0","90","1","924262100","1"
"92426220","92426","92426230","924262202","1","1000000000","924263202","92426210","90","2","924262200","2"
"92426230","92426","92426240","924262203","1","1500000000","924263203","92426220","90","3","924262300","3"
"92426240","92426","0","924262204","1","0","924263204","92426230","90","4","924262400","4"
"92426310","92426","92426320","924262301","1","500000000","924263301","0","90","1","924263100","1"
"92426320","92426","92426330","924262302","1","1000000000","924263302","92426310","90","2","924263200","2"
"92426330","92426","92426340","924262303","1","1500000000","924263303","92426320","90","3","924263300","3"
"92426340","92426","0","924262304","1","0","924263304","92426330","90","4","924263400","4"
"92427110","92427","92427120","924272101","1","500000000","924273101","0","90","1","924271100","1"
"92427120","92427","92427130","924272102","1","1000000000","924273102","92427110","90","2","924271200","2"
"92427130","92427","92427140","924272103","1","1500000000","924273103","92427120","90","3","924271300","3"
"92427140","92427","0","924272104","1","0","924273104","92427130","90","4","924271400","4"
"92427210","92427","92427220","924272201","1","500000000","924273201","0","90","1","924272100","1"
"92427220","92427","92427230","924272202","1","1000000000","924273202","92427210","90","2","924272200","2"
"92427230","92427","92427240","924272203","1","1500000000","924273203","92427220","90","3","924272300","3"
"92427240","92427","0","924272204","1","0","924273204","92427230","90","4","924272400","4"
"92427310","92427","92427320","924272301","1","500000000","924273301","0","90","1","924273100","1"
"92427320","92427","92427330","924272302","1","1000000000","924273302","92427310","90","2","924273200","2"
"92427330","92427","92427340","924272303","1","1500000000","924273303","92427320","90","3","924273300","3"
"92427340","92427","0","924272304","1","0","924273304","92427330","90","4","924273400","4"
"92428110","92428","92428120","924282101","1","500000000","924283101","0","90","1","924281100","1"
"92428120","92428","92428130","924282102","1","1000000000","924283102","92428110","90","2","924281200","2"
"92428130","92428","92428140","924282103","1","1500000000","924283103","92428120","90","3","924281300","3"
"92428140","92428","0","924282104","1","0","924283104","92428130","90","4","924281400","4"
"92428210","92428","92428220","924282201","1","500000000","924283201","0","90","1","924282100","1"
"92428220","92428","92428230","924282202","1","1000000000","924283202","92428210","90","2","924282200","2"
"92428230","92428","92428240","924282203","1","1500000000","924283203","92428220","90","3","924282300","3"
"92428240","92428","0","924282204","1","0","924283204","92428230","90","4","924282400","4"
"92428310","92428","92428320","924282301","1","500000000","924283301","0","90","1","924283100","1"
"92428320","92428","92428330","924282302","1","1000000000","924283302","92428310","90","2","924283200","2"
"92428330","92428","92428340","924282303","1","1500000000","924283303","92428320","90","3","924283300","3"
"92428340","92428","0","924282304","1","0","924283304","92428330","90","4","924283400","4"
"92501110","92413","92501120","925012101","1","500000000","925013101","0","90","1","925011100","1"
"92501120","92413","92501130","925012102","1","1000000000","925013102","92501110","90","2","925011200","2"
"92501130","92413","92501140","925012103","1","1500000000","925013103","92501120","90","3","925011300","3"
"92501140","92413","0","925012104","1","0","925013104","92501130","90","4","925011400","4"
"92501210","92413","92501220","925012201","1","500000000","925013201","0","90","1","925012100","1"
"92501220","92413","92501230","925012202","1","1000000000","925013202","92501210","90","2","925012200","2"
"92501230","92413","92501240","925012203","1","1500000000","925013203","92501220","90","3","925012300","3"
"92501240","92413","0","925012204","1","0","925013204","92501230","90","4","925012400","4"
"92501310","92413","92501320","925012301","1","500000000","925013301","0","90","1","925013100","1"
"92501320","92413","92501330","925012302","1","1000000000","925013302","92501310","90","2","925013200","2"
"92501330","92413","92501340","925012303","1","1500000000","925013303","92501320","90","3","925013300","3"
"92501340","92413","0","925012304","1","0","925013304","92501330","90","4","925013400","4"
