982a0b2c0b55ba86975b44edeb0a790755899c23e392bf35be33f0cfa6a9d252,b3993932ebcf3b04fecdcd4be99613ca53881cf22cbfc0a1d692f92443408aa9,67970a6387dbcdff069f7880504dad0410a5b400b039f7d15cc9b8f683f16c0a,52af120085b71dd1865e94fcdb18df9e299770698a76714a697d3340f32c758c,df0277a1e23ce9d25e533c9ef1ef0bcef4865e418a89e480fa760ad8bed4e067,72154ed32d42f994236512828d776e58ba8611adcad50725f536e20328530f74,8f05c34218ff8da490124c758188731a41cdc74be4cff41c9967e9a9e1a11826
"0.8","316400","81000405","-27","1009801","0.8","0"
"0.8","316400","81000406","-27","1009802","0.8","0"
"0.77","314100","81007201","-27","1009901","0.77","0"
"0.77","314100","81007202","-27","1009902","0.77","0"
"0.95","316500","81010001","-20","1010001","0.95","0"
"0.95","316500","81010002","-20","1010002","0.95","0"
"1.33","314200","81007401","-33","1010101","1.33","0"
"1.33","314200","81007402","-33","1010102","1.33","0"
"0.8","316700","81010201","-27","1010201","0.8","0"
"0.8","316700","81010202","-27","1010202","0.8","0"
"1.7","314300","81007601","-20","1010301","1.7","0"
"1.7","314300","81007602","-20","1010302","1.7","0"
"1","318000","100091","-20","1010401","1","0"
"1","318000","100381","-20","1010402","1","0"
"1.25","314400","81007801","-33","1010501","1.25","0"
"1.25","314400","81007802","-33","1010502","1.25","0"
"1","318200","101361","-27","1010601","1","0"
"1","318200","102961","-27","1010602","1","0"
"1","314500","81003006","-20","1010701","1","0"
"1","314500","81008002","-20","1010702","1","0"
"1.1","318100","81001505","-17","1010801","1.1","0"
"1.1","318100","81010802","-17","1010802","1.1","0"
"1.6","314600","81003205","-25","1010901","1.6","0"
"1.6","314600","81003206","-25","1010902","1.6","0"
"0.7","318500","101581","-25","1011001","0.7","0"
"0.7","318500","103141","-25","1011002","0.7","0"
"0.92","318600","103151","-28","1011101","0.92","0"
"0.92","318600","103161","-28","1011102","0.92","0"
"1","314700","100111","0","1011201","1","0"
"1","314700","100431","0","1011202","1","0"
"0.9","314800","81008501","0","1011301","0.9","0"
"0.9","314800","81008504","0","1011302","0.9","0"
"1.1","318300","81011401","-27","1011401","1.1","0"
"1.1","318300","81011402","-27","1011402","1.1","0"
"0.8","315100","81008801","-20","1011501","0.8","0"
"0.8","315100","81008802","-20","1011502","0.8","0"
"1.18","318800","102091","0","1011601","1.18","0"
"1.18","318800","102111","0","1011602","1.18","0"
"0.85","315400","102994","-25","1011701","0.85","0"
"0.85","315400","102997","-25","1011702","0.85","0"
"1.1","319100","81011801","-25","1011801","1.1","0"
"1.1","319100","81011802","-25","1011802","1.1","0"
"0.95","316000","103021","-20","1011901","0.95","0"
"0.95","316000","103011","-20","1011902","0.95","0"
"1.1","318900","81012001","-17","1012001","1.1","0"
"1.1","318900","81012002","-17","1012002","1.1","0"
"1.5","316200","102091","-20","1012101","1.5","0"
"1.5","316200","102111","-20","1012102","1.5","0"
"1.4","319000","81012207","0","1012201","1.4","0"
"1.4","319000","81012208","0","1012202","1.4","0"
"0.77","316300","102591","-27","1012301","0.77","0"
"0.77","316300","102601","-27","1012302","0.77","0"
"0.77","319300","103051","-55","1012401","0.77","0"
"0.77","319300","102601","-55","1012402","0.77","0"
"0.8","316400","81000405","-27","1012501","0.8","0"
"0.8","316400","81000406","-27","1012502","0.8","0"
"1.18","319500","81012601","-30","1012601","1.18","0"
"1.18","319500","81012602","-30","1012602","1.18","0"
"0.95","316500","81010001","-20","1012701","0.95","0"
"0.95","316500","81010002","-20","1012702","0.95","0"
"1.5","320000","101111","0","1012801","1.5","0"
"1.5","320000","101131","0","1012802","1.5","0"
"0.8","316700","81010201","-27","1012901","0.8","0"
"0.8","316700","81010202","-27","1012902","0.8","0"
"1","313702","81011401","0","1013001","1","0"
"1","313702","81013002","0","1013002","1","0"
"1","318000","100091","-20","1013101","1","0"
"1","318000","100381","-20","1013102","1","0"
"0.7","320200","100941","-50","1013201","0.7","0"
"0.7","320200","100961","-50","1013202","0.7","0"
"0.7","320200","100961","-50","1013203","0.7","0"
"1","318200","101361","-27","1013301","1","0"
"1","318200","102961","-27","1013302","1","0"
"1","318200","102961","-27","1013303","1","0"
"1","320300","81013401","-50","1013401","1","-20"
"1","320300","81013402","-50","1013402","1","-20"
"1","320300","81013402","-50","1013403","1","-20"
"1.1","318100","81001505","-17","1013501","1.1","0"
"1.1","318100","81010802","-17","1013502","1.1","0"
"1.1","318100","81010802","-17","1013503","1.1","0"
"1","320400","81013601","0","1013601","1","0"
"1","320400","81013602","0","1013602","1","0"
"1","320400","81013602","0","1013603","1","0"
"0.65","320500","81013701","10","1013701","0.65","0"
"0.65","320500","81013702","10","1013702","0.65","0"
"0.65","320500","81013702","10","1013703","0.65","0"
"0.7","318500","101581","-25","1013801","0.7","0"
"0.7","318500","103141","-25","1013802","0.7","0"
"0.7","318500","103141","-25","1013803","0.7","0"
"0.9","318600","103151","0","1013901","0.9","0"
"0.9","318600","103161","0","1013902","0.9","0"
"0.9","318600","103161","0","1013903","0.9","0"
"1.2","320700","101951","-20","1014001","1.2","0"
"1.2","320700","101951","-20","1014002","1.2","0"
"1.2","320700","101951","-20","1014003","1.2","0"
"1.1","318300","81011401","-27","1014101","1.1","0"
"1.1","318300","81011402","-27","1014102","1.1","0"
"1.1","318300","81011402","-27","1014103","1.1","0"
"1","320900","100371","-10","1014201","1","0"
"1","320900","100381","-10","1014202","1","0"
"1","320900","100381","-10","1014203","1","0"
"1.18","318800","102091","0","1014301","1.18","0"
"1.18","318800","102111","0","1014302","1.18","0"
"1.18","318800","102111","0","1014303","1.18","0"
"0.75","321100","100021","-10","1014401","0.75","0"
"0.75","321100","100691","-10","1014402","0.75","0"
"0.75","321100","100691","-10","1014403","0.75","0"
"1.1","319100","81011801","-25","1014501","1.1","0"
"1.1","319100","81011802","-25","1014502","1.1","0"
"1.1","319100","81011802","-25","1014503","1.1","0"
"0.85","321200","81014601","-25","1014601","0.85","0"
"0.85","321200","81014602","-25","1014602","0.85","0"
"0.85","321200","81014602","-25","1014603","0.85","0"
"1.1","318900","81012001","-17","1014701","1.1","0"
"1.1","318900","81012002","-17","1014702","1.1","0"
"1.1","318900","81012002","-17","1014703","1.1","0"
"1.1","321300","81014801","-30","1014801","1.1","0"
"1.1","321300","81014802","-30","1014802","1.1","0"
"1.1","321300","81014802","-30","1014803","1.1","0"
"1.4","319000","81012207","0","1014901","1.4","0"
"1.4","319000","81012208","0","1014902","1.4","0"
"1.4","319000","81012208","0","1014903","1.4","0"
"0.91","321400","81015001","-10","1015001","0.91","0"
"0.91","321400","81015001","-10","1015002","0.91","0"
"0.91","321400","81015001","-10","1015003","0.91","0"
"0.77","319300","103051","-55","1015101","0.77","0"
"0.77","319300","102601","-55","1015102","0.77","0"
"0.77","319300","102601","-55","1015103","0.77","0"
"0.61","321700","81015201","0","1015201","0.61","-20"
"0.61","321700","81015202","0","1015202","0.61","-20"
"0.61","321700","81015202","0","1015203","0.61","-20"
"1","307400","81001705","0","1015301","1","0"
"1","307400","81001706","0","1015302","1","0"
"1","307400","81001706","0","1015303","1","0"
"1","321800","100051","-10","1015401","1","0"
"1","321800","100931","-10","1015402","1","0"
"1","321800","100931","-10","1015403","1","0"
"1.18","319500","103311","-30","1015501","1.18","0"
"1.18","319500","103321","-30","1015502","1.18","0"
"1.18","319500","103321","-30","1015503","1.18","0"
"0.73","322100","81015601","13","1015601","0.73","0"
"0.73","322100","81015602","13","1015602","0.73","0"
"0.73","322100","81015602","13","1015603","0.73","0"
"1.5","320000","101111","0","1015701","1.5","0"
"1.5","320000","101131","0","1015702","1.5","0"
"1.5","320000","101131","0","1015703","1.5","0"
"1.5","322200","81003006","-10","1015801","1.5","0"
"1.5","322200","81008002","-10","1015802","1.5","0"
"1.5","322200","81008002","-10","1015803","1.5","0"
"1","313702","81011401","0","1015901","1","0"
"1","313702","81013002","0","1015902","1","0"
"1","313702","81013002","0","1015903","1","0"
"1.33","322400","81001205","-55","1016001","1.33","-20"
"1.33","322400","81001206","-55","1016002","1.33","-20"
"1.33","322400","81001206","-55","1016003","1.33","-20"
"0.7","320200","100941","-50","1016101","0.7","0"
"0.7","320200","100961","-50","1016102","0.7","0"
"0.7","320200","100961","-50","1016103","0.7","0"
"1","320300","81013401","-50","1016301","1","-20"
"1","320300","81013402","-50","1016302","1","-20"
"1","320300","81013402","-50","1016303","1","-20"
