d8fa640d5de4c284f2a12f60dcde7c9ffba44c4475c03a4ad279f95586f316bc,82d3808c75f9299b652f0ce5c70a8492ffa355a5e634931e92225360f43921aa,d98c10714d118129e44ede9b0fa3accea2440d02996404bc3f5f9e4dc3b296c8,cb0df0fcd086bc403205c2f2d9d7402d119508276cb2e76b089912dfb5954930,0c103ec5efea47d2f2a78e1100a2c77bfe3c4096441b2950dced3aeb217e7ef9,d626759db30e0465ac091aca4234d515db0271e9908dfcbf6ac4f3fcb094bcb3,51f356c3e2a793307510273ed483ef565136b901f3d1bda69dec339f41f7c272,2aa7885fe8a15f8f10133d185039152e405e32397b259e2dc00a96948905ed6b,33968317e2003629a7a8be232eddabbe59bdb3956b892f3b884972b140e0998f,811cabcc1ae24d3611a42c8d75fcfa9aa30b10b7974d1e82a2660123dda37489,4ff7007e16dc1b6d6aeab3630769a68bb4f671a8ad0e4c13b91c73aa552876b4
"","10201","0","1","","","getDice_curious","1102010023","3","1","0.2"
"","10201","","vo_caravan","0","","vo_caravan_event_002_000","1102010024","21","0",""
"","10201","","1.5","","","0","1102010025","93","",""
"","10201","","se_caravan","","","se_caravan_dice_get_outro_1","1102010026","23","0",""
"","10201","","vo_caravan","0.1","","vo_caravan_event_002_001","1102010027","21","0",""
"","10201","","100","","","spit_in","1102010028","3","0","0.1"
"","10201","","2","","","getDice_1","1102010029","3","0","0"
"","10201","","1","","","getDice_panic_1","1102010030","3","0","0.1"
"","10201","","0.5","","","0","1102010031","93","",""
"1","10201","0","100","idle_single","","spit_out","1102010032","3","0","0"
"","10201","","1.4","","","0","1102010033","93","",""
"1","10201","0","100","idle_single","","joy_single","1102010034","3","0","0.2"
"","10201","","0.1","","","0","1102010035","93","",""
"","10201","","3","","","1","1102010036","32","",""
"","10201","","0.5","","","0","1102010037","93","",""
"","10201","","vo_caravan","0","","vo_caravan_event_002_002","1102010038","21","0",""
"","10201","","1.3","","","0","1102010039","93","",""
"","10201","","1102010041","","","0","1102010040","101","",""
"","10201","","4","","","1","1102010041","35","",""
"","10201","","4","","","1","1102010042","32","",""
"","10201","","20","","","1","1102010043","32","",""
"","10201","","1","","","0","1102010044","32","",""
"","10201","","0.4","","","0","1102010045","93","",""
"","10201","","","","","","1102010046","92","",""
"","10201","","30","","","1","1102010047","35","",""
"","10201","","30","","","1","1102010048","32","",""
"","10201","","0.2","","","0","1102010049","93","",""
"0","10201","0","1","1","","1","1102010050","6","1","0"
"0","10201","0","2","1","","1","1102010051","6","1","0"
"0","10201","0","100","1","","1","1102010052","6","1","0"
"","10201","","0","","","0","1102010053","32","",""
"","10201","","2","","","0","1102010054","32","",""
"","10201","","3","","","0","1102010055","32","",""
"","10201","","4","","","0","1102010056","32","",""
"","10201","","10","","","0","1102010057","32","",""
"","10201","","0.3","","","0","1102010058","93","",""
"-325","10202","0","2","-205","empty","1","1102020001","5","50","0.9"
"-325","10202","0","102000","-205","empty","2","1102020002","5","58","0.9"
"-263","10202","0","100","1500","idle_single","100","1102020003","5","54","0.6"
"1","10202","","102000","0","","0","1102020004","31","0","0"
"1","10202","","102001","-263","","1","1102020005","31","1500","0"
"1","10202","","102002","0","","2","1102020006","31","0","0"
"1","10202","","102003","-136","","3","1102020007","31","-132","0"
"1","10202","","102005","0","","4","1102020008","31","0","0"
"1","10202","","1","0","","10","1102020009","31","0","0"
"1","10202","","2","0","","20","1102020010","31","0","0"
"1","10202","","3","0","","30","1102020011","31","0","0"
"","10202","","0","","","0","1102020012","91","",""
"","10202","","0","","","1","1102020013","32","",""
"","10202","","10","","","1","1102020014","32","",""
"","10202","","se_caravan","","","se_caravan_dice_get_intro","1102020015","23","0",""
"","10202","","1","","","getDice_idle","1102020016","3","1","0"
"1","10202","0","100","eat_loop","","run_getDice","1102020017","3","0","0"
"","10202","","1","","","1","1102020018","32","",""
"11","10202","","100","2","","344","1102020019","2","-263",""
"11","10202","","1","2","","344","1102020020","33","-263",""
"","10202","","2","","","1","1102020021","32","",""
"","10202","","1.7","","","0","1102020022","93","",""
"","10202","0","1","","","getDice_curious","1102020023","3","1","0.2"
"","10202","","vo_caravan","0","","vo_caravan_event_003_000","1102020024","21","0",""
"","10202","","1.5","","","0","1102020025","93","",""
"","10202","","se_caravan","","","se_caravan_dice_get_outro_2","1102020026","23","0",""
"","10202","","vo_caravan","0","","vo_caravan_event_003_001","1102020027","21","0",""
"1","10202","0","100","idle_single","","spit_in","1102020028","3","0","0.1"
"","10202","","2","","","getDice_2","1102020029","3","0","0"
"","10202","","1","","","getDice_panic_2","1102020030","3","0","0.1"
"","10202","","2.5","","","0","1102020031","93","",""
"1","10202","0","100","idle_single","","joy_single","1102020032","3","0","0.2"
"","10202","","0.5","","","0","1102020033","93","",""
"","10202","","vo_caravan","0.1","","vo_caravan_event_003_002","1102020034","21","0",""
"","10202","","0.1","","","0","1102020035","93","",""
"","10202","","3","","","1","1102020036","32","",""
"","10202","","1.6","","","0","1102020037","93","",""
"","10202","","1102020039","","","0","1102020038","101","",""
"","10202","","4","","","1","1102020039","35","",""
"","10202","","4","","","1","1102020040","32","",""
"","10202","","20","","","1","1102020041","32","",""
"","10202","","1","","","0","1102020042","32","",""
"","10202","","0.4","","","0","1102020043","93","",""
"","10202","","","","","","1102020044","92","",""
"","10202","","30","","","1","1102020045","35","",""
"","10202","","30","","","1","1102020046","32","",""
"","10202","","0.2","","","0","1102020047","93","",""
"0","10202","0","1","1","","1","1102020048","6","1","0"
"0","10202","0","2","1","","1","1102020049","6","1","0"
"0","10202","0","100","1","","1","1102020050","6","1","0"
"","10202","","0","","","0","1102020051","32","",""
"","10202","","2","","","0","1102020052","32","",""
"","10202","","3","","","0","1102020053","32","",""
"","10202","","4","","","0","1102020054","32","",""
"","10202","","10","","","0","1102020055","32","",""
"","10202","","20","","","0","1102020056","32","",""
"","10202","","0.3","","","0","1102020057","93","",""
"0","10301","0","1","0","magicitem_1","1","1103010001","5","20","1"
"0","10301","0","2","0","magicitem_2","2","1103010002","5","19","1"
"0","10301","0","3","0","magicitem_3","3","1103010003","5","18","1"
"0","10301","0","103000","0","magicitem_kyaru","4","1103010004","5","21","1"
"1","10301","","103000","0","","10","1103010005","31","0","0"
"1","10301","","103001","0","","11","1103010006","31","0","0"
"1","10301","","103002","0","","12","1103010007","31","0","0"
"1","10301","","103003","0","","13","1103010008","31","0","0"
"1","10301","","103007","0","","14","1103010009","31","0","0"
"1","10301","","103011","0","","19","1103010010","31","0","0"
"1","10301","","1","0","","15","1103010011","31","0","1"
"1","10301","","2","0","","16","1103010012","31","0","0"
"1","10301","","3","0","","17","1103010013","31","0","0"
"1","10301","","4","0","","18","1103010014","31","0","0"
"1","10301","","18","0","","0","1103010015","35","0","1"
"","10301","","18","","","1","1103010016","32","",""
"","10301","","0","","","0","1103010017","91","",""
"","10301","","10","","","1","1103010018","32","",""
"","10301","","11","","","1","1103010019","32","",""
"","10301","","12","","","1","1103010020","32","",""
"","10301","","13","","","1","1103010021","32","",""
"","10301","","19","","","1","1103010022","32","",""
"","10301","","1","","","magicitem_1","1103010023","3","0","0"
"","10301","","2","","","magicitem_2","1103010024","3","0","0"
"","10301","","3","","","magicitem_3","1103010025","3","0","0"
"","10301","","4","","","magicitem_kyaru","1103010026","3","0","0"
"","10301","","vo_caravan","2.17","","vo_caravan_event_004_000","1103010027","21","0",""
"","10301","","vo_caravan","3.2","","vo_caravan_event_004_001","1103010028","21","1",""
"","10301","","vo_caravan","4.9","","vo_caravan_event_004_002","1103010029","21","2",""
"","10301","","7","","","0","1103010030","93","",""
"","10301","","18","","","0","1103010031","32","",""
"","10301","","0.67","","","0","1103010032","93","",""
"","10301","","1103010034","","","1","1103010033","101","",""
"","10301","","14","","","1","1103010034","35","",""
"","10301","","14","","","1","1103010035","32","",""
"","10301","","16","","","1","1103010036","32","",""
"","10301","","19","","","0","1103010037","32","",""
"","10301","","18","","","1","1103010038","35","",""
"","10301","","0.4","","","0","1103010039","93","",""
"","10301","","","","","","1103010040","92","",""
"","10301","","17","","","1","1103010041","35","",""
"","10301","","17","","","1","1103010042","32","",""
"","10301","","0.2","","","0","1103010043","93","",""
"0","10301","0","1","0","","0","1103010044","6","0","0.01"
"0","10301","0","2","0","","0","1103010045","6","0","0.01"
"0","10301","0","3","0","","0","1103010046","6","0","0.01"
"0","10301","0","4","0","","0","1103010047","6","0","0.01"
"","10301","","10","","","0","1103010048","32","",""
"","10301","","11","","","0","1103010049","32","",""
"","10301","","12","","","0","1103010050","32","",""
"","10301","","13","","","0","1103010051","32","",""
"","10301","","14","","","0","1103010052","32","",""
"","10301","","15","","","0","1103010053","32","",""
"","10301","","16","","","0","1103010054","32","",""
"","10301","","18","","","0","1103010055","32","",""
"","10301","","0.3","","","0","1103010056","93","",""
"0","10302","0","4","0","magicitem_1","1","1103020001","5","20","1"
"0","10302","0","3","0","magicitem_2","2","1103020002","5","19","1"
"0","10302","0","1","0","magicitem_3","3","1103020003","5","18","1"
"0","10302","0","103000","0","magicitem_pekorine","4","1103020004","5","21","1"
"1","10302","","103000","0","","10","1103020005","31","0","0"
"1","10302","","103001","0","","11","1103020006","31","0","0"
"1","10302","","103002","0","","12","1103020007","31","0","0"
"1","10302","","103004","9","","13","1103020008","31","-25","0"
"1","10302","","103008","0","","14","1103020009","31","0","0"
"1","10302","","103011","0","","19","1103020010","31","0","0"
"1","10302","","1","0","","15","1103020011","31","0","1"
"1","10302","","2","0","","16","1103020012","31","0","0"
"1","10302","","3","0","","17","1103020013","31","0","0"
"1","10302","","4","0","","18","1103020014","31","0","0"
"1","10302","","18","0","","0","1103020015","35","0","1"
"","10302","","18","","","1","1103020016","32","",""
"","10302","","0","","","0","1103020017","91","",""
"","10302","","10","","","1","1103020018","32","",""
"","10302","","11","","","1","1103020019","32","",""
"","10302","","12","","","1","1103020020","32","",""
"","10302","","13","","","1","1103020021","32","",""
"","10302","","19","","","1","1103020022","32","",""
"","10302","","1","","","magicitem_1","1103020023","3","0","0"
"","10302","","2","","","magicitem_2","1103020024","3","0","0"
"","10302","","3","","","magicitem_3","1103020025","3","0","0"
"","10302","","4","","","magicitem_pekorine","1103020026","3","0","0"
"","10302","","vo_caravan","2.17","","vo_caravan_event_006_000","1103020027","21","0",""
"","10302","","vo_caravan","3.2","","vo_caravan_event_006_001","1103020028","21","1",""
"","10302","","vo_caravan","4.9","","vo_caravan_event_006_002","1103020029","21","2",""
"","10302","","7","","","0","1103020030","93","",""
"","10302","","18","","","0","1103020031","32","",""
"","10302","","0.67","","","0","1103020032","93","",""
"","10302","","1103020034","","","1","1103020033","101","",""
"","10302","","14","","","1","1103020034","35","",""
"","10302","","14","","","1","1103020035","32","",""
"","10302","","16","","","1","1103020036","32","",""
"","10302","","19","","","0","1103020037","32","",""
"","10302","","18","","","1","1103020038","35","",""
"","10302","","0.4","","","0","1103020039","93","",""
"","10302","","","","","","1103020040","92","",""
"","10302","","17","","","1","1103020041","35","",""
"","10302","","17","","","1","1103020042","32","",""
"","10302","","0.2","","","0","1103020043","93","",""
"0","10302","0","1","0","","0","1103020044","6","0","0.01"
"0","10302","0","2","0","","0","1103020045","6","0","0.01"
"0","10302","0","3","0","","0","1103020046","6","0","0.01"
"0","10302","0","4","0","","0","1103020047","6","0","0.01"
"","10302","","10","","","0","1103020048","32","",""
"","10302","","11","","","0","1103020049","32","",""
"","10302","","12","","","0","1103020050","32","",""
"","10302","","13","","","0","1103020051","32","",""
"","10302","","14","","","0","1103020052","32","",""
"","10302","","15","","","0","1103020053","32","",""
"","10302","","16","","","0","1103020054","32","",""
"","10302","","18","","","0","1103020055","32","",""
"","10302","","0.3","","","0","1103020056","93","",""
"0","10303","0","3","0","magicitem_1","1","1103030001","5","20","1"
"0","10303","0","1","0","magicitem_2","2","1103030002","5","19","1"
"0","10303","0","2","0","magicitem_3","3","1103030003","5","18","1"
"0","10303","0","103000","0","magicitem_kokkoro","4","1103030004","5","21","1"
"1","10303","","103000","0","","10","1103030005","31","0","0"
"1","10303","","103001","0","","11","1103030006","31","0","0"
"1","10303","","103002","0","","12","1103030007","31","0","0"
"1","10303","","103005","-35","","13","1103030008","31","8","0"
"1","10303","","103009","0","","14","1103030009","31","0","0"
"1","10303","","103012","0","","19","1103030010","31","0","0"
"1","10303","","1","0","","15","1103030011","31","0","1"
"1","10303","","2","0","","16","1103030012","31","0","0"
"1","10303","","3","0","","17","1103030013","31","0","0"
"1","10303","","4","0","","18","1103030014","31","0","0"
"1","10303","","18","0","","0","1103030015","35","0","1"
"","10303","","18","","","1","1103030016","32","",""
"","10303","","0","","","0","1103030017","91","",""
"","10303","","10","","","1","1103030018","32","",""
"","10303","","11","","","1","1103030019","32","",""
"","10303","","12","","","1","1103030020","32","",""
"","10303","","13","","","1","1103030021","32","",""
"","10303","","19","","","1","1103030022","32","",""
"","10303","","1","","","magicitem_1","1103030023","3","0","0"
"","10303","","2","","","magicitem_2","1103030024","3","0","0"
"","10303","","3","","","magicitem_3","1103030025","3","0","0"
"","10303","","4","","","magicitem_kokkoro","1103030026","3","0","0"
"","10303","","vo_caravan","2.17","","vo_caravan_event_005_000","1103030027","21","0",""
"","10303","","vo_caravan","3.2","","vo_caravan_event_005_001","1103030028","21","1",""
"","10303","","vo_caravan","4.9","","vo_caravan_event_005_002","1103030029","21","2",""
"","10303","","7","","","0","1103030030","93","",""
"","10303","","18","","","0","1103030031","32","",""
"","10303","","0.67","","","0","1103030032","93","",""
"","10303","","1103030034","","","1","1103030033","101","",""
"","10303","","14","","","1","1103030034","35","",""
"","10303","","14","","","1","1103030035","32","",""
"","10303","","16","","","1","1103030036","32","",""
"","10303","","19","","","0","1103030037","32","",""
"","10303","","18","","","1","1103030038","35","",""
"","10303","","0.4","","","0","1103030039","93","",""
"","10303","","","","","","1103030040","92","",""
"","10303","","17","","","1","1103030041","35","",""
"","10303","","17","","","1","1103030042","32","",""
"","10303","","0.2","","","0","1103030043","93","",""
"0","10303","0","1","0","","0","1103030044","6","0","0.01"
"0","10303","0","2","0","","0","1103030045","6","0","0.01"
"0","10303","0","3","0","","0","1103030046","6","0","0.01"
"0","10303","0","4","0","","0","1103030047","6","0","0.01"
"","10303","","10","","","0","1103030048","32","",""
"","10303","","11","","","0","1103030049","32","",""
"","10303","","12","","","0","1103030050","32","",""
"","10303","","13","","","0","1103030051","32","",""
"","10303","","14","","","0","1103030052","32","",""
"","10303","","15","","","0","1103030053","32","",""
"","10303","","16","","","0","1103030054","32","",""
"","10303","","18","","","0","1103030055","32","",""
"","10303","","0.3","","","0","1103030056","93","",""
"0","10304","0","1","0","magicitem_1","1","1103040001","5","20","1"
"0","10304","0","2","0","magicitem_2","2","1103040002","5","19","1"
"0","10304","0","4","0","magicitem_3","3","1103040003","5","18","1"
"0","10304","0","103000","0","magicitem_kyaru","4","1103040004","5","21","1"
"1","10304","","103000","0","","10","1103040005","31","0","0"
"1","10304","","103001","0","","11","1103040006","31","0","0"
"1","10304","","103002","0","","12","1103040007","31","0","0"
"1","10304","","103006","0","","13","1103040008","31","0","0"
"1","10304","","103010","0","","14","1103040009","31","0","0"
"1","10304","","103011","0","","19","1103040010","31","0","0"
"1","10304","","1","0","","15","1103040011","31","0","1"
"1","10304","","2","0","","16","1103040012","31","0","0"
"1","10304","","3","0","","17","1103040013","31","0","0"
"1","10304","","4","0","","18","1103040014","31","0","0"
"1","10304","","18","0","","0","1103040015","35","0","1"
"","10304","","18","","","1","1103040016","32","",""
"","10304","","0","","","0","1103040017","91","",""
"","10304","","10","","","1","1103040018","32","",""
"","10304","","11","","","1","1103040019","32","",""
"","10304","","12","","","1","1103040020","32","",""
"","10304","","13","","","1","1103040021","32","",""
"","10304","","19","","","1","1103040022","32","",""
"","10304","","1","","","magicitem_1","1103040023","3","0","0"
"","10304","","2","","","magicitem_2","1103040024","3","0","0"
"","10304","","3","","","magicitem_3","1103040025","3","0","0"
"","10304","","4","","","magicitem_kyaru2","1103040026","3","0","0"
"","10304","","vo_caravan","2.17","","vo_caravan_event_007_000","1103040027","21","0",""
"","10304","","vo_caravan","3.2","","vo_caravan_event_007_001","1103040028","21","1",""
"","10304","","vo_caravan","4.9","","vo_caravan_event_007_002","1103040029","21","2",""
"","10304","","7","","","0","1103040030","93","",""
"","10304","","18","","","0","1103040031","32","",""
"","10304","","0.67","","","0","1103040032","93","",""
"","10304","","1103040034","","","1","1103040033","101","",""
"","10304","","14","","","1","1103040034","35","",""
"","10304","","14","","","1","1103040035","32","",""
"","10304","","16","","","1","1103040036","32","",""
"","10304","","19","","","0","1103040037","32","",""
"","10304","","18","","","1","1103040038","35","",""
"","10304","","0.4","","","0","1103040039","93","",""
"","10304","","","","","","1103040040","92","",""
"","10304","","17","","","1","1103040041","35","",""
"","10304","","17","","","1","1103040042","32","",""
"","10304","","0.2","","","0","1103040043","93","",""
"0","10304","0","1","0","","0","1103040044","6","0","0.01"
"0","10304","0","2","0","","0","1103040045","6","0","0.01"
"0","10304","0","3","0","","0","1103040046","6","0","0.01"
"0","10304","0","4","0","","0","1103040047","6","0","0.01"
"","10304","","10","","","0","1103040048","32","",""
"","10304","","11","","","0","1103040049","32","",""
"","10304","","12","","","0","1103040050","32","",""
"","10304","","13","","","0","1103040051","32","",""
"","10304","","14","","","0","1103040052","32","",""
"","10304","","15","","","0","1103040053","32","",""
"","10304","","16","","","0","1103040054","32","",""
"","10304","","18","","","0","1103040055","32","",""
"","10304","","0.3","","","0","1103040056","93","",""
"-270","10401","0","3","-250","empty","1","1104010001","5","55","0.95"
"-270","10401","0","104000","-250","empty","2","1104010002","5","57","0.95"
"-260","10401","0","5","150","empty","3","1104010003","5","50","0.95"
"-260","10401","0","5","150","empty","4","1104010004","5","52","0.95"
"1","10401","","104000","0","","0","1104010005","31","220","0"
"1","10401","","104001","0","","1","1104010006","31","0","0"
"1","10401","","104002","-235","","2","1104010007","31","-225","0"
"1","10401","","104003","0","","3","1104010008","31","0","0"
"1","10401","","104004","0","","4","1104010009","31","0","0"
"1","10401","","104006","0","","6","1104010010","31","400","0"
"1","10401","","1","0","","10","1104010011","31","0","0"
"1","10401","","2","0","","20","1104010012","31","0","0"
"1","10401","","3","0","","30","1104010013","31","0","0"
"1","10401","","5","0","","50","1104010014","31","0","0"
"","10401","","0","","","0","1104010015","91","",""
"","10401","","50","","","1","1104010016","32","",""
"","10401","","0","","","1","1104010017","32","",""
"","10401","","10","","","1","1104010018","32","",""
"","10401","","0.5","","","0","1104010019","93","",""
"","10401","","se_caravan","","","se_caravan_event_kyaru_A","1104010020","23","0",""
"","10401","","vo_caravan","0.2","","vo_caravan_event_98011_000","1104010021","21","0",""
"","10401","","6","","","1","1104010022","32","",""
"","10401","0","3","","","turnSkip_1_karin","1104010023","3","0","0"
"","10401","0","4","","","turnSkip_1_pen","1104010024","3","0","0"
"","10401","0","1","","","turnSkip_1","1104010025","3","0","0"
"","10401","0","2","","","turnSkip_1","1104010026","3","0","0"
"8","10401","","0","0.7","","0","1104010027","33","0",""
"8","10401","","3","0.7","","-250","1104010028","2","-260",""
"8","10401","","4","0.7","","-250","1104010029","2","-260",""
"8","10401","","6","0.7","","0","1104010030","33","0",""
"","10401","","4.3","","","0","1104010031","93","",""
"","10401","","se_caravan","","","se_caravan_event_kyaru_1turn_B","1104010032","23","0",""
"","10401","","vo_caravan","0.533","","vo_caravan_event_98011_001","1104010033","21","0",""
"","10401","","0.833","","","0","1104010034","93","",""
"","10401","","3","","","1","1104010035","32","",""
"","10401","","0.3003","","","0","1104010036","93","",""
"","10401","","1","","","1","1104010037","32","",""
"","10401","","1.0337","","","0","1104010038","93","",""
"","10401","","vo_caravan","","","vo_caravan_event_98011_002","1104010039","21","0",""
"","10401","","2","","","1","1104010040","32","",""
"","10401","","0.833","","","0","1104010041","93","",""
"","10401","","1104010043","","","0","1104010042","101","",""
"","10401","","4","","","1","1104010043","35","",""
"","10401","","4","","","1","1104010044","32","",""
"","10401","","20","","","1","1104010045","32","",""
"","10401","","0.4","","","0","1104010046","93","",""
"","10401","","","","","","1104010047","92","",""
"","10401","","30","","","1","1104010048","35","",""
"","10401","","30","","","1","1104010049","32","",""
"","10401","","0.2","","","0","1104010050","93","",""
"0","10401","0","1","1","","1","1104010051","6","1","0"
"0","10401","0","2","1","","1","1104010052","6","1","0"
"0","10401","0","3","1","","1","1104010053","6","1","0"
"0","10401","0","4","1","","1","1104010054","6","1","0"
"","10401","","0","","","0","1104010055","32","",""
"","10401","","1","","","0","1104010056","32","",""
"","10401","","2","","","0","1104010057","32","",""
"","10401","","3","","","0","1104010058","32","",""
"","10401","","4","","","0","1104010059","32","",""
"","10401","","6","","","0","1104010060","32","",""
"","10401","","10","","","0","1104010061","32","",""
"","10401","","20","","","0","1104010062","32","",""
"","10401","","50","","","0","1104010063","32","",""
"","10401","","0.3","","","0","1104010064","93","",""
"-270","10402","0","3","-250","empty","1","1104020001","5","55","0.95"
"-270","10402","0","104000","-250","empty","2","1104020002","5","57","0.95"
"-260","10402","0","5","100","empty","3","1104020003","5","50","0.95"
"-260","10402","0","5","100","empty","4","1104020004","5","52","0.95"
"1","10402","","104000","0","","0","1104020005","31","220","0"
"1","10402","","104001","0","","1","1104020006","31","0","0"
"1","10402","","104002","-245","","2","1104020007","31","-205","0"
"1","10402","","104003","0","","3","1104020008","31","0","0"
"1","10402","","104005","0","","5","1104020009","31","0","0"
"1","10402","","104006","0","","6","1104020010","31","265","0"
"1","10402","","1","0","","10","1104020011","31","0","0"
"1","10402","","2","0","","20","1104020012","31","0","0"
"1","10402","","3","0","","30","1104020013","31","0","0"
"1","10402","","5","0","","50","1104020014","31","0","0"
"","10402","","0","","","0","1104020015","91","",""
"","10402","","50","","","1","1104020016","32","",""
"","10402","","0","","","1","1104020017","32","",""
"","10402","","10","","","1","1104020018","32","",""
"","10402","","0.5","","","0","1104020019","93","",""
"","10402","","se_caravan","","","se_caravan_event_kyaru_A","1104020020","23","0",""
"","10402","","vo_caravan","0.2","","vo_caravan_event_98012_000","1104020021","21","0",""
"","10402","","6","","","1","1104020022","32","",""
"","10402","0","3","","","turnSkip_2_karin","1104020023","3","0","0"
"","10402","0","4","","","turnSkip_2_pen","1104020024","3","0","0"
"","10402","0","1","","","turnSkip_2","1104020025","3","0","0"
"","10402","0","2","","","turnSkip_2","1104020026","3","0","0"
"8","10402","","0","0.7","","0","1104020027","33","0",""
"8","10402","","3","0.7","","-250","1104020028","2","-260",""
"8","10402","","4","0.7","","-250","1104020029","2","-260",""
"8","10402","","6","0.7","","0","1104020030","33","0",""
"","10402","","4.3","","","0","1104020031","93","",""
"","10402","","se_caravan","","","se_caravan_event_kyaru_2turn_B","1104020032","23","0",""
"","10402","","vo_caravan","0.63","","vo_caravan_event_98012_001","1104020033","21","0",""
"","10402","","vo_caravan","2.2","","vo_caravan_event_98012_002","1104020034","21","0",""
"","10402","","2.5","","","0","1104020035","93","",""
"","10402","","3","","","1","1104020036","32","",""
"","10402","","0.3","","","0","1104020037","93","",""
"","10402","","1","","","1","1104020038","32","",""
"","10402","","1.067","","","0","1104020039","93","",""
"","10402","","vo_caravan","","","vo_caravan_event_98012_003","1104020040","21","0",""
"","10402","","2","","","1","1104020041","32","",""
"","10402","","0.933","","","0","1104020042","93","",""
"","10402","","1104020044","","","0","1104020043","101","",""
"","10402","","5","","","1","1104020044","35","",""
"","10402","","5","","","1","1104020045","32","",""
"","10402","","20","","","1","1104020046","32","",""
"","10402","","0.4","","","0","1104020047","93","",""
"","10402","","","","","","1104020048","92","",""
"","10402","","30","","","1","1104020049","35","",""
