289f2bde1947e330419708ce1bbc8b07ada075c3eda9d4328db35b8f06bbfd02,7dee409530ab1e1d6787728548df6de132e9571d5182ae906f51265aef96f796,7d6a6fecc376917beaa8d576aaad19173084c8c375987c3379d3d1b794bfda60,0e234b8cc3258fbb4472ff9d2542990a11c608ca0504f93cc3b73edd13ec533c,3c2795aa0d3ee38cde30881044171bb01127cc8f69e13f7d2db0ae70ad4ae748,6136226dd458954900c99d63ce22744bfab02ae8d677a050b879615ae46ec284,83de750a4f6e335b8fb5e1dc617d3bb3ee1f21a53754fb7c5991094eaef51851,e19ad0c91998296cda547e4c134e28634785318460a0b938dba09fa5dc1d3f43,fd92650b06d9c22504b5df103a26b60e7394cb959352c547eb498ac2bc85dd8a,c93615480830b2fa388418235459762bdb8aaa8719597d581a73a721ad8b2223,1c53954eea0121018ef478898027fcefe2149d7b8479ad4e6608598c681253e1,837e0675d5caa852b028b5ba018a22f1f39b76a4d61e7160ee8144d0e5db6868,440c627c226281d51dcaf46259e0c6a259e9958371182f15111bfb2425c03124,9951f6d5b68f2a4bcc3a4ba18cff364bf11d203bf570c112813ca282dfdef685,f8a03e8262d3a3c67dd1858bd9be59aaab67ba9cb38f6aefafebee957fc6db7d,f2957082353004523ee199853854d8d54eae30fcace314dadbc16645cbb176bd,14066122ea7fa4533888bb49a6a60bfe3bda1bbe4b6eb428f2486bf24bd8c77c,dd58e98bd490f38abfff81f5f6081d91eee6b395129e42e18f19d10091f0799c,5fdd87323e0894b010d32c9d14381ba7dfab20c1d9d01865beb6141ba9435a34,ef6eba077f2316fb6af9a810e16d94be92a5e467eb864450b5768c5e01b7388a,aa5af208b43de5c6b1dac7a9c9284f2ad5b6eaa7cfc6a35c1bd9812e7529cfef,6b969fa498d2030c37390ae7ca09d5f7ebd4a63e847e0f972194046a6a9fd567,18f68ae86a3f3f2454e8227ebb2552450a9e794a9beaf88e48390c4584caa44e,44e209eaaeb917dbe3c444d01f46800e228b4cdc69d5fced4e8277d19feb71f7,844e3b5ce2295756dd79727e0efc18a5e385d2cbfeff9563bf769d3bef1328b4,9841f3ce1fc550e2d6b30a5940019d0a18119b699dc7c0a62f3983cef8d41906,ee4437624891102a96790225266a110bbaf777907f74655082223d1c112f456c,b9183966440a11bcee0030c711d2422716be513f8d39316daf1763e46c60429d,1be5d1f4072510a86e6f32386184a40e7ce1a3913f00a7e9525a22a4ca8833b2,aca6cbc93748a2c69af81537a8537b2bd4e5253edc8aaabe741dad198cfeb977,28594aac2d93ba2e46a0eca4da4ee65f387e863345e028e81bc9003f336feb53,3982319e29bb7c7acb2f19ef1f5b029321aed929aadf2657443f73843e7e6f54,f7aad2bce183018396fbe9273ea951f29c2b9ce812f4c6de50f78ce4c5b7c347,de23d1805ec641d8929f23e0496660cbaf53c02c05ae7472e6c144a157bde1b9,01e5b461d5ab9c2e9e23dfbfe332b899686fafe31516373eb147349c18802476,cbf77f21278ff20557e30d36759e24efa9b773a86dbd236136ec714f119e5802,3ebea46bf031a5e6c2bf62132c2d805c9268b429c5dd7278821250d3404f41d3,03b59a14d3f891ea24ca6e89b44d0e56e588e8047171dfb895c74722b7cc68b1,7469c2ee8637d042b2e8e633440634e71204a3024e687e6a5ffb400c782fa3a2,3c8ba9b08ca7d94f436b5a3d4a39c0adb513fd5fa14872f6a3ae89e6cc317fdc,15b7930dbe0b75f00e59c69020b50751ca23de016aac3b340fe1fe70df58b430,26336194ea7f4fc5df2924c260530f96710c7dcc9967ed4fa4e27b70cc267004,81f093ecb88f8b179f78f6bfe5555356aeffec320a487c38c025bd3f8e524a17,3820196f686df18174d450ca00673f2d7481c321605061e749167d9e64139732,6f328e9654ff51a950f428349e74f1c1b366bb3dda2e965032fe92d7d56ddd4e,b67015c444a39aabfb79bcdeaaafb883e0df2d2bb1796d61bd5b6983d7c39bbb,fdb53946eb4189e1ae3a44cb5b68f0dc648b2d7e4980a1b9797096f5181f4988
"BOSS戰(HARD)","510082","0","450","1","0","0.8","0","0","-50","0","-175","bgm_M165","2","0","10008","0","100","10008201","-160","-40","610008021","0","0","0","1","1","0","30","0","0.6","100000","2019/04/21 15:59:59","0","2019/04/03 16:00:00","bgm_M165","5008302","0","81000806","1.5","0","81000806","0.03","610008002","10008201","90","1000802"
"Boss戰(VERYHARD)","510082","0","450","1","0","0.8","0","0","-50","0","450","bgm_M165","3","0","10008","0","100","10008301","-80","-40","610008031","0","1","0","1","1","0","30","0","0.6","100000","2019/04/21 15:59:59","0","2019/04/03 16:00:00","bgm_M165","5008308","0","81000806","1.5","0","81000806","0.03","610008003","10008201","90","1000803"
"BOSS戰(NORMAL)","510091","0","770","1","0","0.8","0","0","-50","0","885","bgm_M172","1","0","10009","0","100","10009101","-56","-40","610009011","0","0","0","1","1.1","0","20","0","0.8","100000","2019/05/19 15:59:59","0","2019/05/02 16:00:00","bgm_M172","5009301","0","81000905","1.5","0","81000905","0.03","610009001","10009101","90","1000901"
"BOSS戰(HARD)","510092","0","450","1","0","0.8","0","0","-50","0","-404","bgm_M172","2","0","10009","0","100","10009201","37","-40","610009021","0","0","0","1","1.1","0","30","0","0.8","100000","2019/05/19 15:59:59","0","2019/05/02 16:00:00","bgm_M172","5009302","0","81000906","1.5","0","81000906","0.03","610009002","10009201","90","1000902"
"Boss戰(VERYHARD)","510092","0","450","1","0","0.8","0","0","-50","0","442","bgm_M172","3","0","10009","0","100","10009301","-104","-40","610009031","0","1","0","1","1.1","0","30","0","0.8","100000","2019/05/19 15:59:59","0","2019/05/02 16:00:00","bgm_M172","5009308","0","81000906","1.5","0","81000906","0.03","610009003","10009201","90","1000903"
"BOSS戰(NORMAL)","510101","0","450","1","0","1","0","0","-50","0","450","bgm_M183","1","0","10010","0","200","10010101","770","770","610010011","0","0","0","1","1","0","20","0","0.6","100000","2019/06/21 15:59:59","0","2019/06/03 16:00:00","bgm_M183","5010301","0","81001005","1.5","0","81001005","0.03","610010001","10010101","90","1001001"
"BOSS戰(HARD)","510102","0","-173","1","0","1","0","0","-50","0","-173","bgm_M183","2","0","10010","0","200","10010201","12","12","610010021","0","0","0","1","1.4","0","30","0","0.6","100000","2019/06/21 15:59:59","0","2019/06/03 16:00:00","bgm_M183","5010302","0","81001006","1.5","0","81001006","0.03","610010002","10010201","90","1001002"
"Boss戰(VERYHARD)","510102","0","213","1","0","1","0","0","-50","0","213","bgm_M183","3","0","10010","0","200","10010301","85","85","610010031","0","1","0","1","1.4","0","30","0","0.6","100000","2019/06/21 15:59:59","0","2019/06/03 16:00:00","bgm_M183","5010308","0","81001006","1.5","0","81001006","0.03","610010003","10010201","90","1001003"
"0","0","0","0","1","0","0","0","0","-50","0","0","bgm_M183","4","0","10010","0","200","10010401","0","0","610010041","0","0","0","1","0","0","0","0","0","100000","2019/06/21 15:59:59","0","2019/06/03 16:00:00","bgm_M183","0","0","81001006","1.5","0","81001006","0.03","610010004","0","90","1001004"
"BOSS戰(NORMAL)","510111","0","770","1","1","0.8","0","0","0","0","885","bgm_M192","1","0","10011","0","100","10011101","-56","-40","610011011","3","0","0","1","1.1","0","20","0","0.8","100000","2019/07/18 15:59:59","0","2019/07/01 16:00:00","bgm_M192","5011301","0","81001105","1.4","0","81001105","0.03","610011001","10011102","90","1001101"
"BOSS戰(HARD)","510112","0","450","1","1","0.8","0","0","0","0","-67","bgm_M192","2","0","10011","0","100","10011201","49","-40","610011021","3","0","0","1","1.1","0","30","0","0.8","100000","2019/07/18 15:59:59","0","2019/07/01 16:00:00","bgm_M192","5011302","0","81001106","1.4","0","81001106","0.03","610011002","10011201","90","1001102"
"Boss戰(VERYHARD)","510112","0","450","1","0","0.8","0","0","0","0","470","bgm_M192","3","0","10011","0","100","10011301","-84","-40","610011031","0","1","0","1","1.1","0","30","0","0.8","100000","2019/07/18 15:59:59","0","2019/07/01 16:00:00","bgm_M192","5011308","0","81001106","1.4","0","81001106","0.03","610011003","10011201","90","1001103"
"0","0","0","0","1","0","0","0","0","0","0","0","bgm_M192","4","0","10011","0","100","10011401","0","0","610011041","0","0","0","1","0","0","0","0","0","100000","2019/07/18 15:59:59","0","2019/07/01 16:00:00","bgm_M192","0","0","81001106","1.4","0","81001106","0.03","610011004","0","90","1001104"
"BOSS戰(NORMAL)","510121","0","1270","1","1","0.8","0","0","-50","0","1060","bgm_M209","1","0","10012","0","100","10012101","20","0","610012011","3","0","0","1","1.1","0","20","0","0.8","100000","2019/08/03 15:59:59","0","2019/07/17 16:00:00","bgm_M209","5012301","0","81001205","1.5","0","81001205","0.03","610012001","10012101","90","1001201"
"BOSS戰(HARD)","510122","0","-2","1","1","0.8","0","0","-50","0","-2","bgm_M209","2","0","10012","0","100","10012201","-175","-175","610012021","3","0","0","1","1.1","0","30","0","0.8","100000","2019/08/03 15:59:59","0","2019/07/17 16:00:00","bgm_M209","5012302","0","81001206","1.5","0","81001206","0.03","610012002","10012201","90","1001202"
"Boss戰(VERYHARD)","510122","0","510","1","0","0.8","0","0","-50","0","500","bgm_M209_02","3","0","10012","0","100","10012301","30","47","610012031","0","1","0","1","1.1","0","30","0","0.8","100000","2019/08/03 15:59:59","0","2019/07/17 16:00:00","bgm_M209","5012308","0","81001206","1.5","0","81001206","0.03","610012003","10012201","90","1001203"
"0","0","0","0","1","0","0","0","0","-50","0","0","bgm_M209_02","4","0","10012","0","100","10012401","0","0","610012041","0","0","0","1","0","1","0","0","0","100000","2019/08/03 15:59:59","0","2019/07/17 16:00:00","bgm_M209","0","0","81001206","1.5","0","81001206","0.03","610012004","0","90","1001204"
"BOSS戰(NORMAL)","0","0","450","1","1","1","0","0","84","-48","313","bgm_M218","1","0","10013","0","120","10013101","29","-40","610013011","3","0","205","1","1.1","0","20","0","0.2","100000","2019/08/19 15:59:59","1","2019/08/01 16:00:00","bgm_M218","5013301","0","81001305","1","0","81001305","0.03","610013001","10013102","90","1001301"
"BOSS戰(HARD)","0","0","450","1","1","1","0","0","84","-41","-384","bgm_M218","2","0","10013","0","120","10013201","41","-40","610013021","3","0","73","1","1.1","0","30","0","-0.18","100000","2019/08/19 15:59:59","1","2019/08/01 16:00:00","bgm_M218","5013302","0","81001306","1","0","81001306","0.03","610013002","10013201","90","1001302"
"Boss戰(VERYHARD)","0","0","450","1","0","1","0","0","84","-40","220","bgm_M218","3","0","10013","0","120","10013301","52","-40","610013031","0","1","178","1","1.1","0","30","0","0.2","100000","2019/08/19 15:59:59","1","2019/08/01 16:00:00","bgm_M218","5013308","0","81001306","1","0","81001306","0.03","610013003","10013201","90","1001303"
"0","0","0","0","1","0","0","0","0","84","0","0","bgm_M218","4","0","10013","0","120","10013401","0","0","610013041","0","0","0","1","0","1","0","0","0","100000","2019/08/19 15:59:59","0","2019/08/01 16:00:00","bgm_M218","0","0","81001306","1","0","81001306","0.03","610013004","0","90","1001304"
"BOSS戰(NORMAL)","200010","0","770","1","1","1","0","0","-50","0","796","bgm_M47","1","0","10014","0","270","10014101","-76","-40","610014011","3","0","0","1","1","0","20","0","0.6","100000","2019/08/26 15:59:59","0","2019/08/16 16:00:00","bgm_M47","340","0","81000105","1.5","0","81000105","0.03","610014001","10014101","90","1001401"
"BOSS戰(HARD)","200010","0","60","1","1","1","0","0","-50","0","70","bgm_M47","2","0","10014","0","270","10014201","-180","-210","610014021","3","0","0","1","1","0","30","0","0.6","100000","2019/08/26 15:59:59","0","2019/08/16 16:00:00","bgm_M47","341","0","81000106","1.5","0","81000106","0.03","610014002","10014201","90","1001402"
"Boss戰(VERYHARD)","200010","0","470","1","0","1","0","0","-50","0","520","bgm_M47","3","0","10014","0","270","10014301","10","-40","610014031","0","1","0","1","1","0","30","0","0.6","100000","2019/08/26 15:59:59","0","2019/08/16 16:00:00","bgm_M47","344","0","81000106","1.5","0","81000106","0.03","610014003","10014201","90","1001403"
"BOSS戰(NORMAL)","510141","0","963","1","1","0.7","0","0","-50","0","963","bgm_M226","1","0","10015","0","100","10015101","-95","-95","610015011","3","0","0","1","1","0","20","0","0.7","100000","2019/09/18 15:59:59","0","2019/09/03 16:00:00","bgm_M226","5015301","0","81001505","1.3","0","81001505","0.03","610015001","10015101","90","1001501"
"BOSS戰(HARD)","510142","0","121","1","1","0.7","0","0","-50","0","121","bgm_M226","2","0","10015","0","100","10015201","-4","-4","610015021","3","0","0","1","1","0","30","0","0.7","100000","2019/09/18 15:59:59","0","2019/09/03 16:00:00","bgm_M226","5015302","0","81001506","1.3","0","81001506","0.03","610015002","10015201","90","1001502"
"Boss戰(VERYHARD)","510142","0","500","1","0","0.7","0","0","-50","0","500","bgm_M226_02","3","0","10015","0","100","10015301","23","23","610015031","0","1","0","1","1","0","30","0","0.7","100000","2019/09/18 15:59:59","0","2019/09/03 16:00:00","bgm_M226","5015308","0","81001506","1.3","0","81001506","0.03","610015003","10015201","90","1001503"
"0","0","0","0","1","0","0","0","0","-50","0","0","bgm_M226_02","4","0","10015","0","100","10015401","0","0","610015041","0","0","0","1","0","1","0","0","0","100000","2019/09/18 15:59:59","0","2019/09/03 16:00:00","bgm_M226","0","0","81001506","1.5","0","81001506","0.03","610015004","0","90","1001504"
"BOSS戰(NORMAL)","510021","0","750","1","1","1","0","0","0","0","850","bgm_M102","1","0","10016","0","40","10016101","20","-30","610016011","3","0","0","1","1","0","20","0","0.6","100000","2019/09/27 15:59:59","0","2019/09/17 16:00:00","bgm_M102","5002301","0","81000205","1.3","0","81000205","0.03","610016001","10016101","90","1001601"
"BOSS戰(HARD)","510022","0","140","1","1","1","0","0","0","0","150","bgm_M102","2","0","10016","0","40","10016201","50","20","610016021","3","0","0","1","1","0","30","0","0.6","100000","2019/09/27 15:59:59","0","2019/09/17 16:00:00","bgm_M102","5002302","0","81000207","1.3","0","81000207","0.03","610016002","10016201","90","1001602"
"Boss戰(VERYHARD)","510022","0","450","1","0","1","0","0","0","0","500","bgm_M102","3","0","10016","0","40","10016301","10","-40","610016031","0","1","0","1","1","0","30","0","0.6","100000","2019/09/27 15:59:59","0","2019/09/17 16:00:00","bgm_M102","344","0","81000207","1.3","345","81000207","0.03","610016003","10016201","90","1001603"
"BOSS戰(NORMAL)","510171","0","450","1","1","1","0","0","30","0","380","bgm_M999_Redo","1","0","10017","0","120","10017101","25","-40","610017011","3","0","0","1","1","0","20","0","0.6","100000","2019/10/18 15:59:59","0","2019/10/01 16:00:00","bgm_M999","5017301","0","81001705","1","0","81001705","0.03","610017001","10017102","90","1001701"
"BOSS戰(HARD)","510172","0","450","1","1","1","0","0","30","0","-245","bgm_M999_Redo","2","0","10017","0","120","10017201","35","-40","610017021","3","0","0","1","1","0","30","0","0.6","100000","2019/10/18 15:59:59","0","2019/10/01 16:00:00","bgm_M999","5017302","0","81001706","1","0","81001706","0.03","610017002","10017201","90","1001702"
"Boss戰(VERYHARD)","510172","0","450","1","0","1","0","0","30","0","445","bgm_M231","3","0","10017","0","120","10017301","37","-40","610017031","0","1","0","1","1","0","30","0","0.6","100000","2019/10/18 15:59:59","0","2019/10/01 16:00:00","bgm_M231","5017308","0","81001706","1","0","81001706","0.03","610017003","10017201","90","1001703"
"0","0","0","0","1","0","0","0","0","30","0","0","bgm_M231","4","0","10017","0","120","10017401","0","0","610017041","0","0","0","1","0","1","0","0","0","100000","2019/10/18 15:59:59","0","2019/10/01 16:00:00","bgm_M231","0","0","81001706","1","0","81001706","0.03","610017004","0","90","1001704"
"0","0","0","0","1","0","0","0","0","30","0","0","bgm_M231","5","0","10017","0","120","10017401","0","0","610017041","0","0","0","1","0","1","0","0","0","100000","2019/10/18 15:59:59","0","2019/10/01 16:00:00","bgm_M231","0","0","81001706","1","0","81001706","0.03","610017004","0","90","1001705"
"BOSS戰(NORMAL)","510031","0","730","1","1","1","0","0","30","0","830","bgm_M109","1","0","10018","0","20","10018101","10","-40","610018011","3","0","0","1","1","0","20","0","0.6","100000","2019/10/27 15:59:59","0","2019/10/17 16:00:00","bgm_M109","5003302","0","81000305","1.1","0","81000305","0.03","610018001","10018101","90","1001801"
"BOSS戰(HARD)","510032","0","180","1","1","1","0","0","30","0","190","bgm_M109","2","0","10018","0","20","10018201","50","20","610018021","3","0","0","1","1","0","30","0","0.6","100000","2019/10/27 15:59:59","0","2019/10/17 16:00:00","bgm_M109","5003301","0","81000306","1.1","0","81000306","0.03","610018002","10018201","90","1001802"
"Boss戰(VERYHARD)","510032","0","450","1","0","1","0","0","30","0","500","bgm_M109","3","0","10018","0","20","10018301","10","-40","610018031","0","1","0","1","1","0","30","0","0.6","100000","2019/10/27 15:59:59","0","2019/10/17 16:00:00","bgm_M109","344","0","81000306","1.1","345","81000306","0.03","610018003","10018201","90","1001803"
"BOSS戰(NORMAL)","510181","0","800","1","1","1","0","0","-50","0","900","bgm_M240_02","1","0","10019","0","370","10019101","-35","-85","610019011","3","0","0","1","1","0","20","0","0.6","100000","2019/11/18 15:59:59","0","2019/11/01 16:00:00","bgm_M240","5019301","0","81001905","1.25","0","81001905","0.03","610019001","10019101","90","1001901"
"BOSS戰(HARD)","510182","0","145","1","1","1","0","0","-50","0","205","bgm_M240_02","2","0","10019","0","370","10019201","40","-10","610019021","3","0","0","1","1","0","30","0","0.6","100000","2019/11/18 15:59:59","0","2019/11/01 16:00:00","bgm_M240","5019302","0","81001906","1.25","0","81001906","0.03","610019002","10019201","90","1001902"
