6c6e7ae8a55f73bc1f8f9543cd11b20455867b1eae4eb74109c0273502483fff,fbbb51a892162a271ad1781d6cb8025cb7723108f7c7f077b8b040b4fc4a968c,e9795cb8bf36bb204cea38e9299b26f1f0dfed01082f984411fa3550c6d20f94,0e91362d0566f037c20aa267d616ce97e5231336f386b79510796144029e65ca,90258f194a11eb60462e2cf3064cf4d8dacccdc9c7e7d521067e533c5f23f6ec,25e928fa9a91b24d84aa339e0f35817b24de8c6c65c753ecd7b9d84e2c6d030e,aa4c44bf084db1233f7e051a50d2b594ecd0714b3467ade359c9e73dd2e21cc8,4db8ceeb68a7e96b4b823a9505d9776c83fb09f76b48e4d6a88aecf5ede40967,c6c8b7ee9d9aeba67217a7825b6056bdf7c93f353db25038bfc201979f2656ef,4d83b96288c54f03334bc9d655fa93e7f370359316ce0712ffa7b9a3dea7cfa1,1af37774698cd4bbf8dcacae9c5a5835d5d1706418d689238b75cdec8f995b9f,207ca37f64ace1032a049aeb368666b018398f9b7bbd4cc3060b501c7a8c83e6,ff78c7e2e953897d1810a0a7655964e14d0de7baa3b1c93e89d2ec6f792928c3,76838fa7a77c7ad4eec52c990afc2469c17e7da79ec812d681a137b2fb031391
"30","1","0","0","1","32","62","2019/04/26 05:00:00","102","2019/05/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","63","2019/04/26 05:00:00","102","2019/05/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","64","2019/05/01 05:00:00","103","2019/05/11 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","65","2019/05/01 05:00:00","103","2019/05/11 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","66","2019/05/02 16:00:00","6004","2019/05/16 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","67","2019/05/02 16:00:00","6005","2019/05/16 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","68","2019/05/11 05:00:00","104","2019/05/21 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","69","2019/05/21 05:00:00","101","2019/05/27 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","70","2019/05/21 05:00:00","101","2019/05/27 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","71","2019/05/27 05:00:00","102","2019/06/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","72","2019/05/27 05:00:00","102","2019/06/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","73","2019/06/01 05:00:00","103","2019/06/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","74","2019/06/01 05:00:00","103","2019/06/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","75","2019/06/03 16:00:00","6004","2019/06/17 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","76","2019/06/03 16:00:00","6005","2019/06/17 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","77","2019/06/13 05:00:00","104","2019/06/23 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","78","2019/06/13 05:00:00","101","2019/06/25 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","79","2019/06/13 05:00:00","101","2019/06/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","80","2019/06/25 05:00:00","102","2019/07/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","81","2019/06/25 05:00:00","102","2019/07/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","82","2019/07/01 05:00:00","103","2019/07/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","83","2019/07/01 05:00:00","103","2019/07/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","84","2019/07/01 16:00:00","6004","2019/07/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","85","2019/07/01 16:00:00","6005","2019/07/15 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","86","2019/07/08 05:00:00","104","2019/07/22 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","87","2019/07/13 05:00:00","101","2019/07/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","88","2019/07/13 05:00:00","101","2019/07/26 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","89","2019/07/17 16:00:00","6004","2019/07/31 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","90","2019/07/17 16:00:00","6005","2019/07/31 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","91","2019/07/22 05:00:00","109","2019/07/27 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","92","2019/07/26 05:00:00","102","2019/08/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","93","2019/07/26 05:00:00","102","2019/08/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","94","2019/08/01 05:00:00","103","2019/08/14 04:59:59","0","-1","3000","0"
"40","1","0","0","1","44","95","2019/08/01 05:00:00","103","2019/08/14 04:59:59","0","-1","3000","0"
"80","1","0","0","1","151","96","2019/08/01 16:00:00","6004","2019/08/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","97","2019/08/01 16:00:00","6005","2019/08/15 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","98","2019/08/08 05:00:00","104","2019/08/22 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","99","2019/08/14 05:00:00","101","2019/08/26 04:59:59","0","-1","3000","0"
"40","1","0","0","1","41","100","2019/08/14 05:00:00","101","2019/08/26 04:59:59","0","-1","3000","0"
"30","1","0","0","1","37","101","2019/08/22 05:00:00","109","2019/08/27 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","102","2019/08/26 05:00:00","102","2019/09/01 04:59:59","0","-1","3000","0"
"40","1","0","0","1","42","103","2019/08/26 05:00:00","102","2019/09/01 04:59:59","0","-1","3000","0"
"30","1","0","0","1","34","104","2019/09/01 05:00:00","103","2019/09/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","105","2019/09/01 05:00:00","103","2019/09/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","106","2019/09/03 16:00:00","6004","2019/09/18 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","107","2019/09/03 16:00:00","6005","2019/09/18 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","108","2019/09/05 05:00:00","104","2019/09/20 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","109","2019/09/13 05:00:00","101","2019/09/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","110","2019/09/13 05:00:00","101","2019/09/26 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","111","2019/09/20 05:00:00","103","2019/09/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","112","2019/09/20 05:00:00","103","2019/09/26 04:59:59","0","-1","2000","0"
"30","1","0","0","1","37","113","2019/09/26 05:00:00","109","2019/10/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","114","2019/09/26 05:00:00","102","2019/10/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","115","2019/09/26 05:00:00","102","2019/10/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","116","2019/10/01 05:00:00","103","2019/10/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","117","2019/10/01 05:00:00","103","2019/10/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","118","2019/10/01 16:00:00","6004","2019/10/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","119","2019/10/01 16:00:00","6005","2019/10/15 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","120","2019/10/07 05:00:00","104","2019/10/20 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","121","2019/10/13 05:00:00","101","2019/10/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","122","2019/10/13 05:00:00","101","2019/10/26 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","123","2019/10/17 16:00:00","7004","2019/10/24 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","124","2019/10/17 16:00:00","7005","2019/10/24 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","125","2019/10/22 05:00:00","109","2019/10/27 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","126","2019/10/26 05:00:00","102","2019/11/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","127","2019/10/26 05:00:00","102","2019/11/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","128","2019/11/01 05:00:00","103","2019/11/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","129","2019/11/01 05:00:00","103","2019/11/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","130","2019/11/01 16:00:00","6004","2019/11/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","131","2019/11/01 16:00:00","6005","2019/11/15 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","132","2019/11/07 05:00:00","104","2019/11/20 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","133","2019/11/13 05:00:00","101","2019/11/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","134","2019/11/13 05:00:00","101","2019/11/26 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","135","2019/11/17 16:00:00","7004","2019/11/24 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","136","2019/11/17 16:00:00","7005","2019/11/24 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","137","2019/11/20 05:00:00","109","2019/11/26 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","138","2019/11/26 05:00:00","102","2019/12/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","139","2019/11/26 05:00:00","102","2019/12/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","140","2019/12/01 05:00:00","103","2019/12/13 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","141","2019/12/01 05:00:00","103","2019/12/13 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","142","2019/12/02 16:00:00","6004","2019/12/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","143","2019/12/02 16:00:00","6005","2019/12/15 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","144","2019/12/07 05:00:00","104","2019/12/20 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","145","2019/12/13 05:00:00","101","2019/12/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","146","2019/12/13 05:00:00","101","2019/12/26 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","147","2019/12/17 16:00:00","7004","2019/12/24 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","148","2019/12/17 16:00:00","7005","2019/12/24 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","149","2019/12/20 05:00:00","109","2019/12/26 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","150","2019/12/26 05:00:00","102","2020/01/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","151","2019/12/26 05:00:00","102","2020/01/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","152","2020/01/01 05:00:00","103","2020/01/10 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","153","2020/01/01 05:00:00","103","2020/01/10 04:59:59","0","-1","2000","0"
"30","1","0","0","1","37","154","2020/01/02 05:00:00","109","2020/01/08 04:59:59","0","-1","2000","0"
"30","1","0","0","1","38","155","2020/01/02 05:00:00","112","2020/01/08 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","156","2020/01/02 16:00:00","6004","2020/01/16 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","157","2020/01/02 16:00:00","6005","2020/01/16 15:59:59","0","-1","1500","0"
"40","1","0","0","1","45","158","2020/01/10 05:00:00","104","2020/01/23 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","159","2020/01/10 05:00:00","101","2020/01/23 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","160","2020/01/10 05:00:00","101","2020/01/23 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","161","2020/01/16 16:00:00","7004","2020/01/23 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","162","2020/01/16 16:00:00","7005","2020/01/23 15:59:59","0","-1","1500","0"
"30","1","0","0","1","34","163","2020/01/21 05:00:00","103","2020/01/26 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","164","2020/01/21 05:00:00","103","2020/01/26 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","165","2020/01/26 05:00:00","102","2020/02/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","166","2020/01/26 05:00:00","102","2020/02/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","45","167","2020/02/01 05:00:00","104","2020/02/14 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","168","2020/02/01 05:00:00","103","2020/02/14 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","169","2020/02/01 05:00:00","103","2020/02/14 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","170","2020/02/04 16:00:00","6004","2020/02/18 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","171","2020/02/04 16:00:00","6005","2020/02/18 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","172","2020/02/14 05:00:00","109","2020/02/24 04:59:59","0","-1","2000","0"
"30","1","0","0","1","38","173","2020/02/14 05:00:00","112","2020/02/24 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","174","2020/02/14 05:00:00","101","2020/02/24 04:59:59","0","-1","3000","0"
"40","1","0","0","1","41","175","2020/02/14 05:00:00","101","2020/02/24 04:59:59","0","-1","3000","0"
"80","1","0","0","1","251","176","2020/02/18 16:00:00","7004","2020/02/25 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","177","2020/02/18 16:00:00","7005","2020/02/25 15:59:59","0","-1","1500","0"
"30","1","0","0","1","31","178","2020/02/24 05:00:00","101","2020/03/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","179","2020/02/24 05:00:00","101","2020/03/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","32","180","2020/02/24 05:00:00","102","2020/03/01 04:59:59","0","-1","3000","0"
"40","1","0","0","1","42","181","2020/02/24 05:00:00","102","2020/03/01 04:59:59","0","-1","3000","0"
"40","1","0","0","1","45","182","2020/03/01 05:00:00","104","2020/03/13 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","183","2020/03/01 05:00:00","103","2020/03/15 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","184","2020/03/01 05:00:00","103","2020/03/15 04:59:59","0","-1","2000","0"
"100","1","0","0","1","91","185","2020/03/02 05:00:00","101","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","92","186","2020/03/02 05:00:00","102","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","93","187","2020/03/02 05:00:00","111","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","94","188","2020/03/02 05:00:00","109","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","95","189","2020/03/02 05:00:00","112","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","96","190","2020/03/02 05:00:00","6004","2020/03/09 04:59:59","0","-1","1500","0"
"100","1","0","0","1","97","191","2020/03/02 05:00:00","6005","2020/03/09 04:59:59","0","-1","1500","0"
"80","1","0","0","1","151","192","2020/03/02 16:00:00","6004","2020/03/16 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","193","2020/03/02 16:00:00","6005","2020/03/16 15:59:59","0","-1","1500","0"
"30","1","0","0","1","31","194","2020/03/13 05:00:00","101","2020/04/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","195","2020/03/13 05:00:00","101","2020/04/01 04:59:59","0","-1","2000","0"
"30","1","0","0","1","37","196","2020/03/15 05:00:00","109","2020/03/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","38","197","2020/03/15 05:00:00","112","2020/03/25 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","198","2020/03/16 16:00:00","7004","2020/03/23 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","199","2020/03/16 16:00:00","7005","2020/03/23 15:59:59","0","-1","1500","0"
"30","1","0","0","1","32","200","2020/03/25 05:00:00","102","2020/04/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","201","2020/03/25 05:00:00","102","2020/04/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","45","202","2020/04/01 05:00:00","104","2020/04/14 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","203","2020/04/01 05:00:00","103","2020/04/14 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","204","2020/04/01 05:00:00","103","2020/04/14 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","205","2020/04/01 16:00:00","6004","2020/04/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","206","2020/04/01 16:00:00","6005","2020/04/15 15:59:59","0","-1","1500","0"
"80","1","0","0","1","81","207","2020/04/01 05:00:00","101","2020/05/05 04:59:59","0","-1","1500","0"
"80","1","0","0","1","82","208","2020/04/01 05:00:00","102","2020/05/05 04:59:59","0","-1","1500","0"
"80","1","0","0","1","83","209","2020/04/01 05:00:00","111","2020/05/05 04:59:59","0","-1","1500","0"
"80","1","0","0","1","84","210","2020/04/01 05:00:00","109","2020/05/05 04:59:59","0","-1","1500","0"
"80","1","0","0","1","85","211","2020/04/01 05:00:00","112","2020/05/05 04:59:59","0","-1","1500","0"
"30","1","0","0","1","37","212","2020/04/14 05:00:00","109","2020/04/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","38","213","2020/04/14 05:00:00","112","2020/04/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","214","2020/04/14 05:00:00","101","2020/05/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","215","2020/04/14 05:00:00","101","2020/05/01 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","216","2020/04/15 16:00:00","7004","2020/04/22 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","217","2020/04/15 16:00:00","7005","2020/04/22 15:59:59","0","-1","1500","0"
"30","1","0","0","1","32","218","2020/04/25 05:00:00","102","2020/05/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","219","2020/04/25 05:00:00","102","2020/05/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","45","220","2020/05/01 05:00:00","104","2020/05/15 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","221","2020/05/01 05:00:00","103","2020/05/15 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","222","2020/05/01 05:00:00","103","2020/05/15 04:59:59","0","-1","2000","0"
"80","1","0","0","1","151","223","2020/05/05 16:00:00","6004","2020/05/19 15:59:59","0","-1","1500","0"
"80","1","0","0","1","152","224","2020/05/05 16:00:00","6005","2020/05/19 15:59:59","0","-1","1500","0"
"30","1","0","0","1","37","225","2020/05/15 05:00:00","109","2020/05/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","38","226","2020/05/15 05:00:00","112","2020/05/25 04:59:59","0","-1","2000","0"
"30","1","0","0","1","31","227","2020/05/15 05:00:00","101","2020/06/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","41","228","2020/05/15 05:00:00","101","2020/06/01 04:59:59","0","-1","2000","0"
"80","1","0","0","1","251","229","2020/05/19 16:00:00","7004","2020/05/26 15:59:59","0","-1","1500","0"
"80","1","0","0","1","252","230","2020/05/19 16:00:00","7005","2020/05/26 15:59:59","0","-1","1500","0"
"30","1","0","0","1","32","231","2020/05/25 05:00:00","102","2020/06/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","42","232","2020/05/25 05:00:00","102","2020/06/01 04:59:59","0","-1","2000","0"
"40","1","0","0","1","45","233","2020/06/01 05:00:00","104","2020/06/15 04:59:59","0","-1","2000","0"
"30","1","0","0","1","34","234","2020/06/01 05:00:00","103","2020/06/15 04:59:59","0","-1","2000","0"
"40","1","0","0","1","44","235","2020/06/01 05:00:00","103","2020/06/15 04:59:59","0","-1","2000","0"
