335e9be8c0ac6cbc5269b9d9f910ca02125c31c02df39cee935309335be0c944,e9453a3b8bd6228980857f356cae2f3c92cb10c1f6245d4fe7ec5248aa16fd0b,9120f111ba38c6e3c62a2c13b4babe9117acb94c7452e723af11d9b6f0f519d5,ffd018667f691f2c7ca0b32f2d8602bf143735126f393e776e56df582428a430,9f41bac9d7496d671ca519ef24ae625f3b9dde5bba08997682d78448f9d3c345,2f8bdfb4bacc7df64095c9b1a0dc5d998e25afe16109279a322d7a432de6425b,a08d073f4ce56452abb34dcfeabdc9f393150ca7d60dba9f6e9c583a08e5d3c0,68f0708654ac83e7f3d4aff90cbd8a73766c0fbbaef57859f44ff42eb7c864fc,5a18606d0921e6ba974adc5726467ecddaa508c78b7fb4d49b3e1f8a0aad5eb1,c16d1d5ad0c780448180eee4abc23820d421bce0b020e6456e28460592109127,edfcba53d87076040ebf543502d5e6df016adb4cd69385bc7856b6e22f133e62,f99f2cda56e915917ae0b9c553032559339470efb046761d56c3d970d395e307,65ff1f6b70f9e6f86dd5554c5de223cc420e91fe418a8c1b25426a79c7669305,1364c67d0a0219367139fad1505f76ff53c52ff750a90098e3ec174f80949136,bbc0d6e86d666afd185e574896ef3aee14a1f5bade1a8bbe07ed5862fa0c6916
"1","24001","有大人您幫忙製作的\n巧克力蛋糕。\n一定會很美味的。","10011","-385","0","8","2019/07/01 16:00:00","24","惠理子（情人節）","1","109001","2030/12/17 14:59:59","4.08","2"
"2","24002","這種失誤絕對不是\n大人您會犯的。\n再挑戰一次看看吧。","10011","-385","0","8","2019/07/01 16:00:00","24","惠理子（情人節）","1","109001","2030/12/17 14:59:59","5","2"
"3","24003","原本要為了大人您而製作的蛋糕，\n結果卻讓您來幫忙……。\n事情竟然變成這樣……嘻嘻嘻嘻。","10011","-385","0","8","2019/07/01 16:00:00","24","惠理子（情人節）","1","109001","2030/12/17 14:59:59","10.11","2"
"4","24004","您不需要太過煩惱。\n今後我會花費許多時間\n來教導您的。","10011","-385","0","8","2019/07/01 16:00:00","24","惠理子（情人節）","1","109001","2030/12/17 14:59:59","4","2"
"5","24005","您這次的狀態不太好……嗎？\n如果是大人您幫忙做的話，\n不論是什麼我都……嘻嘻嘻嘻。","10011","-385","0","8","2019/07/01 16:00:00","24","惠理子（情人節）","1","109001","2030/12/17 14:59:59","6","2"
"6","24006","大人您親自製作的巧克力蛋糕\n對我來說是寶物……\n膽敢取笑你的人是不會有活路的。","10011","0","0","0","2019/07/01 16:00:00","24","惠理子（情人節）","1","109002","2030/12/17 14:59:59","0","1"
"7","24007","這賣相做得實在太完美了！\n做出了非常符合\n大人您氣質的巧克力蛋糕。","10011","0","0","0","2019/07/01 16:00:00","24","惠理子（情人節）","1","109002","2030/12/17 14:59:59","0","1"
"8","24008","幫忙了我的大人您\n已然是我的俘虜了……\n讓我來邀請您蒞臨這甜蜜的世界。","10011","0","0","0","2019/07/01 16:00:00","24","惠理子（情人節）","1","109002","2030/12/17 14:59:59","0","1"
"9","24009","您的愛情我確實地收下了。\n這是……我們第一次的\n共同作業呢……嘻嘻嘻嘻。","10011","0","0","0","2019/07/01 16:00:00","24","惠理子（情人節）","1","109002","2030/12/17 14:59:59","0","1"
"10","24010","這是世界第一的巧克力蛋糕。\n因為這是大人您\n拿出看家本領製作的嘛。","10011","0","0","0","2019/07/01 16:00:00","24","惠理子（情人節）","1","109002","2030/12/17 14:59:59","0","1"
"1","24011","做得不太好覺得很可惜嗎？\n不過，弟弟的心意讓我很開心呢。\n姐姐會一直陪在你身邊的♪","10011","-385","0","8","2019/07/01 16:00:00","24","靜流（情人節）","1","109101","2030/12/17 14:59:59","2.12","2"
"2","24012","嗯，弟弟難得的\n緊張了吧？\n要再挑戰一次看看嗎？","10011","-385","0","8","2019/07/01 16:00:00","24","靜流（情人節）","5","109101","2030/12/17 14:59:59","4.19","2"
"3","24013","你幫了姐姐的忙，\n做得很棒喔！\n啊，還不可以偷吃啦！","10011","-385","0","8","2019/07/01 16:00:00","24","靜流（情人節）","2","109101","2030/12/17 14:59:59","2.3","4"
"4","24014","你看你看！\n海綿蛋糕的顏色烤得很美喔。\n不愧是弟弟呢！","10011","0","0","0","2019/07/01 16:00:00","24","靜流（情人節）","1","109102","2030/12/17 14:59:59","0","1"
"5","24015","好啦好啦，不要沮喪了。\n外觀上……是蠻有個性的，\n不過味道絕對會好吃的！","10011","-385","0","8","2019/07/01 16:00:00","24","靜流（情人節）","5","109101","2030/12/17 14:59:59","5.23","2"
"6","24016","像弟弟一樣可愛\n的蛋糕出爐囉！\n很想快點吃看看吧♪","10011","0","0","0","2019/07/01 16:00:00","24","靜流（情人節）","1","109102","2030/12/17 14:59:59","0","1"
"7","24017","哎呀呀？弟弟，你的手指上\n沾到巧克力囉？\n姐姐來幫你舔乾淨唷，啊呣！","10011","-385","0","8","2019/07/01 16:00:00","24","靜流（情人節）","1","109101","2030/12/17 14:59:59","5.01","2"
"8","24018","做得還挺不錯的嘛？\n不過弟弟還能做得更好！\n姐姐很相信你唷。","10011","0","0","0","2019/07/01 16:00:00","24","靜流（情人節）","1","109102","2030/12/17 14:59:59","0","1"
"9","24019","哇～做得好像非常的美味呢！\n因為弟弟做的很熟練了，\n姐姐能放心交給你製作了呢！","10011","0","0","0","2019/07/01 16:00:00","24","靜流（情人節）","1","109102","2030/12/17 14:59:59","0","1"
"10","24020","呀～是弟弟幫忙做的\n巧克力蛋糕！\n做的看起來非常美味呢♪","10011","0","0","0","2019/07/01 16:00:00","24","靜流（情人節）","1","109102","2030/12/17 14:59:59","0","1"
"1","26001","往前面走好像是個神聖的地方\n那裡究竟沉睡著怎麼樣的寶藏，\n真期待接下來的探索♪","0","-363","2104010","0","2015/12/17 15:00:00","26","雪菲","2","106401","2030/12/17 14:59:59","0","1"
"1","26002","往前面走\n好像是個神聖的地方。\n究竟能獲得怎樣的寶藏， \n真令人期待呢！","0","-363","0","0","2015/12/17 15:00:00","26","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","26003","前面好像是個神聖的地方。\n雖然能獲得稀有的寶物，\n不過要是不小心一點，\n可能會受到慘痛的教訓喔。","0","-363","0","0","2015/12/17 15:00:00","26","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","26004","往前面走\n是個神聖的地方。\n繃緊神經\n調查寶藏進行探索吧！","0","-363","0","0","2015/12/17 15:00:00","26","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","27001","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量……\n大家是這麼說的。呵呵，\n那就來挑戰看看吧","0","-363","2104010","0","2015/12/17 15:00:00","27","雪菲","2","106401","2030/12/17 14:59:59","0","1"
"1","27002","在這裡好像沉睡著道具，\n能夠讓人得到\n更強大的力量！　要從哪裡開始挑戰，\n真令人苦惱呢！","0","-363","0","0","2015/12/17 15:00:00","27","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","27003","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量！\n不斷地去挑戰，\n一起變強大吧！","0","-363","0","0","2015/12/17 15:00:00","27","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","27004","在這裡好像沉睡著道具，\n似乎能夠讓人得到\n更強大的力量。主人，您要從哪裡\n開始挑戰呢？","0","-363","0","0","2015/12/17 15:00:00","27","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","28001","歡迎！\n公會管理協會\n會幫助大家\n讓大家有美好的邂逅！","0","-363","0","0","2019/12/12 16:00:00","28","花凜","1","190801","2030/12/17 14:59:59","0","1"
"2","28002","這裡是公會管理協會。\n關於朋友，\n請從這裡確認。","0","-363","0","0","2019/12/12 16:00:00","28","花凜","1","190801","2030/12/17 14:59:59","0","1"
"3","29001","這裡是\n您的朋友。\n請和他們\n建立美好的關係吧！","0","-409","0","0","2019/12/12 16:00:00","29","花凜","1","190801","2030/12/17 14:59:59","0","1"
"4","29002","這裡的一覽表\n可以確認\n朋友的個人頁面喔。","0","-409","0","0","2019/12/12 16:00:00","29","花凜","1","190801","2030/12/17 14:59:59","0","1"
"5","30001","朋友管理\n請至這裡查看。\n敬請期待\n和新朋友的邂逅吧！","0","-409","0","0","2019/12/12 16:00:00","30","花凜","1","190801","2030/12/17 14:59:59","0","1"
"6","30002","可以進行朋友申請\n和接受朋友申請囉。\n希望您能獲得不錯的交流！","0","-409","0","0","2019/12/12 16:00:00","30","花凜","1","190801","2030/12/17 14:59:59","0","1"
"7","31001","進行好友對戰，\n來比一比戰力吧\n，可以測試一下實力呢，\n請多加油！","0","-409","0","0","2020/02/18 16:00:00","31","花凜","1","190801","2030/12/17 14:59:59","0","1"
"8","31002","和你所關注的好友隊伍\n對戰看看吧！\n究竟誰會獲得勝利，\n我也很期待呢。","0","-409","0","0","2020/02/18 16:00:00","31","花凜","1","190801","2030/12/17 14:59:59","0","1"
"1","32001","我們特別為各位\n新手朋友準備了\n特別的任務！\n請務必挑戰看看！","0","-409","0","0","2020/04/22 05:00:00","32","花凜","1","190801","2020/05/15 04:59:59","0","1"
"2","32002","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","0","-409","0","0","2020/04/22 05:00:00","32","花凜","1","190801","2020/05/15 04:59:59","0","1"
"3","33001","成為好友，\n一起支援新手吧！\n有很厲害的獎勵等著你哦！","0","-409","0","0","2020/04/22 05:00:00","33","花凜","1","190801","2020/05/15 04:59:59","0","1"
"4","33002","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","0","-409","0","0","2020/04/22 05:00:00","33","花凜","1","190801","2020/05/15 04:59:59","0","1"
"5","34001","辛苦了！\n可以從這裡\n領取任務獎勵哦！","0","-409","0","0","2020/04/22 05:00:00","34","花凜","1","190801","2020/05/21 04:59:59","0","1"
"6","34002","從這裡領取\n任務獎勵！\n領取獎勵時，\n請注意不要遺漏了！","0","-409","0","0","2020/04/22 05:00:00","34","花凜","1","190801","2020/05/21 04:59:59","0","1"
"1","38001","享受過去的\n劇情活動吧！\n如果有尚未遊玩過的活動，\n就一起玩玩看吧♪","0","-458","0","0","2020/06/18 16:00:00","38","貪吃佩可","1","105801","2030/12/17 14:59:59","5.3","2"
"2","38002","好像還能獲得\n能讓至今活動中登場的\n限定角色成為夥伴的\n記憶碎片哦。太讚了吧☆","0","-458","0","0","2020/06/18 16:00:00","38","貪吃佩可","1","105801","2030/12/17 14:59:59","6.5","2"
"0","39005","","0","9999","0","9999","2023/04/01","39","貪吃佩可","3","105801","2023/04/08 23:59:59","0","3"
"2","40001","可以回顧到目前為止\n出現過的問題。\n複習很重要喔♪","0","-430","0","0","2015/12/17 15:00:00","40","花凜","1","190801","2030/12/17 14:59:59","0","1"
"1","41001","聽說可以在這裡\n試試身手哦。\n正好可以用來\n測試自己的實力呢。","0","-363","2104010","0","2015/12/17 15:00:00","41","雪菲","1","106401","2030/12/17 14:59:59","0","1"
"1","41002","在這裡試試身手吧！\n火力全開，\n好好加油喔～！","0","-363","0","0","2015/12/17 15:00:00","41","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","41003","可以在這裡\n試試身手的樣子呢。\n試一下也無妨吧。","0","-363","0","0","2015/12/17 15:00:00","41","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","41004","好像可以試試身手。\n在這裡反覆練習，\n在實戰中靈活運用吧。","0","-363","0","0","2015/12/17 15:00:00","41","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","42001","據說根據訓練的成果，\n可以獲得對應的獎勵。\n我們一起努力吧。","0","-416.5","0","0","2015/12/17 15:00:00","42","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","42002","只要達成目標，\n就能獲得獎勵的樣子。\n值得努力挑戰看看呢。","0","-416.5","2104010","0","2015/12/17 15:00:00","42","雪菲","1","106401","2030/12/17 14:59:59","0","1"
"1","42003","努力通過測試的話，\n可以獲得獎勵喔！\n快來挑戰看看吧☆","0","-416.5","0","0","2015/12/17 15:00:00","42","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","42004","聽說完成任務的話，\n會有獎勵的樣子喔。\n我們一起試試看吧！","0","-416.5","0","0","2015/12/17 15:00:00","42","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","43001","接下來可以\n挑戰競技場喔！\n仔細編組隊伍，\n挑戰敵人吧！","0","-363","0","0","2015/12/17 15:00:00","43","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","43002","接下來可以\n挑戰競技場。\n編組出有主人風格的隊伍，\n挑戰敵人吧。","0","-363","0","0","2015/12/17 15:00:00","43","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","43003","接下來可以\n挑戰競技場哦！\n好好思考如何編組隊伍，\n挑戰敵人吧！","0","-363","0","0","2015/12/17 15:00:00","43","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","43004","完成任務就可以獲得獎勵喔。\n請盡情完成任務，\n賣力進行強化♪","0","-416.5","0","0","2015/12/17 15:00:00","44","愛梅斯","1","123001","2030/12/17 14:59:59","0","1"
"2","43005","現在可不是發呆的時候啊。\n請快點去完成任務，\n領取獎勵！","0","-416.5","0","0","2015/12/17 15:00:00","44","愛梅斯","1","123001","2030/12/17 14:59:59","0","1"
"3","43006","你等一下，不是有獎勵\n可以領取嗎！\n別忘了確認啊。\n這可是與愛梅斯大人的約定喔？","0","-416.5","0","0","2015/12/17 15:00:00","45","愛梅斯","1","123001","2030/12/17 14:59:59","5.79","2"
"1","46001","好了，辛苦了。\n在這裡可以使用\n專精券，取得\n專精強化素材。","0","-371.5","0","0","2015/12/17 15:00:00","46","愛梅斯","1","123001","2030/12/17 14:59:59","0","1"
"1","47001","我是有人喊我就會飛奔而來的姐姐喔♪\n無論是在火中、水中、迷宮中，\n我都會支持弟弟\n攻略這座地下城♪","0","-416.5","0","0","2015/12/17 15:00:00","47","靜流","2","104901","2030/12/17 14:59:59","0","2"
"1","47002","真的是好不可思議的地方呢～\n我來幫哥哥施魔法，\n讓哥哥能努力去冒險。\n加油加油，大、哥、哥♪","0","-416.5","0","0","2015/12/17 15:00:00","47","璃乃","1","101101","2030/12/17 14:59:59","9.32","2"
"0","48001","","0","-470","0","0","2015/12/17 15:00:00","48","靜流","2","104901","2030/12/17 14:59:59","0","2"
"0","48002","","0","-470","0","0","2015/12/17 15:00:00","48","璃乃","2","101101","2030/12/17 14:59:59","0","2"
"0","49001","","0","-290","0","-15","2015/12/17 15:00:00","49","華音","1","134901","2030/12/17 14:59:59","0","2"
"0","50001","","0","-450","0","-15","2015/12/17 15:00:00","50","花凜","1","190801","2030/12/17 14:59:59","0","2"
