dc34b82d2ead1618e3919b014871671cc386dd71d0ba026d97751b16b97f9994,9a6cc38a9c441326954dea0dbb9797a138572c7f97e3d6f86107b4470ca37158,2156ec6087f986449294406249f4d08d3fc1b54327d7b6acd37094e3b700baad,ccc97c6d10ba083690b0a58ea9f23b74206dc6da5bc26f7af33c9c6eafe391a2,2996573f7e825957acf3252c6866cecb71d94163f5828eaa025a4bde6a15c61f,30f67b8132f392ef417b3699e0dac8de0dafce61acc6211c731c448ee1ed787b,be8ae4de9b7cb135bbb6f561fe9dc729c3299023ec84c5198851f130b7540d6d,e3f73156a7b6e71e776241afe58795d9b4c72688bea9764c5338b878914fc180,ecc27ab01b6b52ec362b7f94e6a1a3da024e161e44b19ccdd565a24b996ac4e4,c506f699b1affaaae25de2e3c208dc5e67cf8e074851a855ebf34ab8dcb9deb0,72761b0c538db51791342e310f33abf94ddd52b1254a2428eeaa4db2ba8bba8c,896114734bd9b1160575afe4863799f9e67ebfe7d32c5d4d44981e8c721d8786
"0","2030/08/01 14:59:59","2021/05/31 12:00:00","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","珠希（工作服）專用水晶球 / Lv180","21005","1","21","6","0","999"
"0","2030/08/01 14:59:59","2021/07/31 12:00:00","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","紡希（夏日）專用水晶球 / Lv180","21006","1","21","7","0","999"
"0","2030/08/01 14:59:59","2021/09/30 12:00:00","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","妮諾（萬聖節）專用水晶球 / Lv180","21007","1","21","8","0","999"
"0","2030/08/01 14:59:59","2022/04/01 16:00:00","真陽（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","真陽（聖誕節）專用水晶球 / Lv215","21008","1","21","9","0","999"
"0","2030/08/01 14:59:59","2022/05/02 16:00:00","流夏（新年）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","流夏（新年）專用水晶球 / Lv215","21009","1","21","10","0","999"
"0","2030/08/01 14:59:59","2022/06/08 16:00:00","拉比林斯達（超載）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","拉比林斯達（超載）專用水晶球 / Lv215","21010","1","21","12","0","999"
"0","2030/08/01 14:59:59","2022/10/02 16:00:00","碧（露營）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","碧（露營）專用水晶球 / Lv215","21011","1","21","13","0","999"
"0","2030/08/01 14:59:59","2022/11/01 16:00:00","日和（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","日和（夏日）專用水晶球 / Lv215","21012","1","21","14","0","999"
"0","2030/08/01 14:59:59","2022/12/01 16:00:00","禊（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","禊（夏日）專用水晶球 / Lv215","21013","1","21","15","0","999"
"0","2030/08/01 14:59:59","2023/02/01 16:00:00","鈴（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","鈴（萬聖節）專用水晶球 / Lv215","21014","1","21","16","0","999"
"0","2030/08/01 14:59:59","2023/04/01 16:00:00","依里（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","依里（聖誕節）專用水晶球 / Lv250","21015","1","21","17","0","999"
"0","2030/08/01 14:59:59","2023/05/01 16:00:00","深月（新年）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","深月（新年）專用水晶球 / Lv250","21016","1","21","20","0","999"
"0","2030/08/01 14:59:59","2023/01/31 12:00:00","嘉夜（解放者）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","嘉夜（解放者）專用水晶球 / Lv250","21017","1","21","21","0","999"
"0","2030/08/01 14:59:59","2023/09/01 16:00:00","花凜（煉金術士）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","花凜（煉金術士）專用水晶球 / Lv250","21018","1","21","22","0","999"
"0","2030/08/01 14:59:59","2023/11/01 16:00:00","秋乃（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","秋乃（夏日）專用水晶球 / Lv250","21019","1","21","24","0","999"
"0","2030/08/01 14:59:59","2023/12/01 16:00:00","空花（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","空花（夏日）專用水晶球 / Lv250","21020","1","21","25","0","999"
"0","2030/08/01 14:59:59","2024/05/01 16:00:00","祈梨（新年）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","祈梨（新年）專用水晶球 / Lv280","21021","1","21","27","0","999"
"0","2030/08/01 14:59:59","2024/06/01 16:00:00","怜（星素）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","怜（星素）專用水晶球 / Lv280","21022","1","21","28","0","999"
"0","2030/08/01 14:59:59","2021/08/02 16:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv180/RANK19。","0","輝光水晶球 / Lv180","21900","1","21","4","0","999"
"0","2030/08/01 14:59:59","2022/06/01 16:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv215/RANK23。","0","輝光水晶球 / Lv215","21901","1","21","11","0","999"
"0","2030/08/01 14:59:59","2023/04/01 16:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv250/RANK26。","0","輝光水晶球 / Lv250","21902","1","21","18","0","999"
"0","2030/08/01 14:59:59","2022/12/15 12:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv100/RANK12。","0","輝光水晶球 / Lv100","21903","1","21","19","0","999"
"0","2030/08/01 14:59:59","2023/09/01 16:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv260/RANK28。","0","輝光水晶球 / Lv260","21904","1","21","23","0","999"
"0","2030/08/01 14:59:59","2024/03/01 16:00:00","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv280/RANK29。","0","輝光水晶球 / Lv280","21905","1","21","26","0","999"
"0","2030/08/01 14:59:59","2022/10/14 16:00:00","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv240。","0","專用裝備1輝光水晶球 / Lv240","21951","1","23","10001","0","999"
"0","2030/08/01 14:59:59","2023/09/16 16:00:00","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv270。","0","專用裝備1輝光水晶球 / Lv270","21952","1","23","10002","0","999"
"0","2030/08/01 14:59:59","2024/07/15 16:00:00","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv290。","0","專用裝備1輝光水晶球 / Lv290","21953","1","23","10003","0","999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","用來強化角色裝備，使用後增加 10 點裝備強化值。","120","精煉石","22001","1","3","10","0","999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","用來強化角色裝備，使用後增加 60 點裝備強化值。","720","上級精煉石","22002","2","3","60","0","999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","用來強化角色裝備，使用後增加 200 點裝備強化值。","2400","精練結晶","22003","3","3","200","0","999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","使用於已獲得通關 Rank★3 的冒險時，能夠直接略過戰鬥時間的票券。","0","掃蕩券","23001","1","5","0","0","999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","可縮短探險的冒險之所需時間的票券。","0","縮時券","23002","1","5","0","0","999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","可以玩 1 次白金轉蛋或精選轉蛋的轉蛋券。","0","白金轉蛋券","24001","1","8","0","0","999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","可使共鬥通關的獎勵變得豪華的票券。","0","共鬥券","24003","1","10","0","0","999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","可以玩 10 次白金轉蛋或精選轉蛋的轉蛋券。","0","白金10連轉蛋券","24004","1","8","0","0","999"
"0","2030/08/01 14:59:59","2021/02/21 12:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中3周年轉蛋券","24009","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/02/14 12:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中4周年轉蛋券","24010","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/09/01 16:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 公主連結慶典2023紀念轉蛋券","24014","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/08/01 16:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 5周年紀念轉蛋券","24015","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/08/01 05:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 新手衝刺轉蛋券","24016","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/08/23 16:00:00","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 公主連結慶典2024紀念轉蛋券","24017","1","17","0","0","999"
"0","2030/08/01 14:59:59","2020/01/02 16:00:00","喚醒角色所潛藏極大力量的道具。","0","公主寶珠","25001","1","20","0","0","99999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素中的火屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","星素水晶球（火）","25011","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素中的水屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","星素水晶球（水）","25012","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素中的風屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","星素水晶球（風）","25013","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素中的光屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","星素水晶球（光）","25014","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素中的闇屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","星素水晶球（闇）","25015","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","由構成世界的屬性之力，星素形成的結晶。因其內蘊含的屬性還尚未被分化，因此相當不穩定，可透過激發的方式使其釋出龐大的屬性之力。","0","星素碎片","25021","1","29","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","伴隨著星素顯現而出現的寶珠。以不明物質所組成，不知道為何使用後能夠提升公主騎士的權能。","0","大師碎片","25101","1","29","0","0","9999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","大師碎片的碎片。","0","大師碎片（碎片）","25102","1","29","0","0","99999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","只有挑戰過露娜之塔的人可以獲得，阿斯特朗的商店內並不流通的珍稀錢幣。","0","露娜幣","26101","1","9","0","0","999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","用來強化EX裝備，使用後增加 1 點強化值。","0","EX裝備強化Pt","26201","1","25","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","能用來鍊成EX裝備。","0","EX裝備鍊成Pt","26202","1","25","0","0","999999999"
"0","2030/08/01 14:59:59","2015/12/17 15:00:00","阿爾克絲鍊金堂最厲害的秘術，究極鍊成所使用的寶玉。將裝備效果實體化，並可施加在特殊的武具上。","0","鍊成水晶球","26203","1","33","0","0","999999999"
"0","2030/08/01 14:59:59","2020/06/22 16:00:00","可以交換特定角色的券。","0","特別交換券","27001","1","17","0","0","999"
"0","2030/08/01 14:59:59","2020/08/03 16:00:00","可以交換特定角色的券。","0","特別交換券","27002","1","17","0","0","999"
"0","2030/08/01 14:59:59","2021/08/02 16:00:00","可以交換特定角色的券。","0","特別交換券","27003","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/02/01 16:00:00","可以交換特定角色的券。","0","特別交換券","27004","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/05/02 16:00:00","可以交換特定角色的券。","0","特別交換券","27005","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/08/01 16:00:00","可以交換特定角色的券。","0","4th Anniv. 特別交換券","27006","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/01/20 16:00:00","可以交換特定角色的券。","0","特別交換券","27007","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/05/11 16:00:00","可以交換特定角色的券。","0","特別交換券","27008","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/08/01 16:00:00","可以交換特定角色的券。","0","5th Anniv. 特別交換券","27009","1","17","0","0","999"
"0","2030/08/01 14:59:59","2023/09/01 16:00:00","可以交換特定角色的券。","0","合作紀念 特別交換券","27010","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/02/07 16:00:00","可以交換特定角色的券。","0","特別交換券","27011","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/02/07 16:00:00","可以交換特定角色的券。","0","新手衝刺 特別交換券","27012","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/05/01 16:00:00","可以交換特定角色的券。","0","特別交換券（限定+）","27013","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/08/15 16:00:00","可以交換特定角色的券。","0","6th Anniv. 特別交換券","27014","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/10/01 00:00:00","可以交換特定角色的券。","0","特別交換券（限定+）","27015","1","17","0","0","999"
"0","2030/08/01 14:59:59","2025/02/01 00:00:00","可以交換特定角色的券。","0","特別交換券（限定+）","27016","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/04/18 00:00:00","能夠交換特定角色記憶碎片的交換券。","0","千歌的記憶碎片交換券","28016","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/04/18 00:00:00","能夠交換特定角色記憶碎片的交換券。","0","霞的記憶碎片交換券","28017","1","17","0","0","999"
"0","2030/08/01 14:59:59","2022/04/18 00:00:00","能夠交換特定角色記憶碎片的交換券。","0","莫妮卡的記憶碎片交換券","28018","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/10/01 00:00:00","能夠交換特定角色記憶碎片的交換券。","0","秋季特賣 記憶碎片交換券2024","28025","1","17","0","0","999"
"0","2030/08/01 14:59:59","2024/10/01 00:00:00","能夠交換特定角色純淨記憶碎片的交換券。","0","秋季特賣 純淨記憶碎片交換券2024","28026","1","17","0","0","999"
"0","2030/08/01 14:59:59","2025/02/01 00:00:00","能夠交換特定角色記憶碎片的交換券。","0","6.5周年記憶碎片交換券","28027","1","17","0","0","999"
"0","2030/08/01 14:59:59","2025/02/01 00:00:00","能夠交換特定角色純淨記憶碎片的交換券。","0","6.5周年純淨記憶碎片交換券","28028","1","17","0","0","999"
"0","2030/08/01 14:59:59","2025/02/15 16:00:00","能夠交換特定EX★5武器的交換券。","0","EX★5武器交換券","28501","1","17","0","0","999"
"5174112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有日和的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","日和的記憶碎片","31001","1","11","31001","0","9999"
"7201112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優衣的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","優衣的記憶碎片","31002","1","11","31002","0","9999"
"8301112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有怜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","怜的記憶碎片","31003","1","11","31003","0","9999"
"6124112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有禊的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","禊的記憶碎片","31004","1","11","31004","0","9999"
"6032112","2030/08/01 14:59:59","2019/01/22 16:00:00","封印有茉莉的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","茉莉的記憶碎片","31005","1","11","31005","0","9999"
"10112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有茜里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","茜里的記憶碎片","31006","1","11","31006","0","9999"
"6170112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有宮子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","宮子的記憶碎片","31007","1","11","31007","0","9999"
"7211112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有雪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","雪的記憶碎片","31008","1","11","31008","0","9999"
"94212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有杏奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","杏奈的記憶碎片","31009","1","11","31009","0","9999"
"6054112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真步的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","真步的記憶碎片","31010","1","11","31010","0","9999"
"8144112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有璃乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","璃乃的記憶碎片","31011","1","11","31011","0","9999"
"5032112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有初音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","初音的記憶碎片","31012","1","11","31012","0","9999"
"4040112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有七七香的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","七七香的記憶碎片","31013","1","11","31013","0","9999"
"1022112","2030/08/01 14:59:59","2019/07/15 16:00:00","封印有霞的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","霞的記憶碎片","31014","1","11","31014","0","9999"
"6120212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美里的記憶碎片","31015","1","11","31015","0","9999"
"2222112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴奈的記憶碎片","31016","1","11","31016","0","9999"
"1004112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有香織的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","香織的記憶碎片","31017","1","11","31017","0","9999"
"104112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有伊緒的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","伊緒的記憶碎片","31018","1","11","31018","0","9999"
"6161112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美美的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美美的記憶碎片","31020","1","11","31020","0","9999"
"1282112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有胡桃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","胡桃的記憶碎片","31021","1","11","31021","0","9999"
"7481112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有依里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","依里的記憶碎片","31022","1","11","31022","0","9999"
"64112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有綾音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","綾音的記憶碎片","31023","1","11","31023","0","9999"
"2222212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴莓的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴莓的記憶碎片","31025","1","11","31025","0","9999"
"8194112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴的記憶碎片","31026","1","11","31026","0","9999"
"381112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有惠理子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","惠理子的記憶碎片","31027","1","11","31027","0","9999"
"2083112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有咲戀的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","咲戀的記憶碎片","31028","1","11","31028","0","9999"
"4424112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有望的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","望的記憶碎片","31029","1","11","31029","0","9999"
"4144112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有妮諾的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","妮諾的記憶碎片","31030","1","11","31030","0","9999"
"2144112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有忍的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","忍的記憶碎片","31031","1","11","31031","0","9999"
"11112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有秋乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","秋乃的記憶碎片","31032","1","11","31032","0","9999"
"6051112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真陽的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","真陽的記憶碎片","31033","1","11","31033","0","9999"
"7210112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優花梨的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","優花梨的記憶碎片","31034","1","11","31034","0","9999"
"1174112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鏡華的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鏡華的記憶碎片","31036","1","11","31036","0","9999"
"3464112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有智的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","智的記憶碎片","31037","1","11","31037","0","9999"
"2104112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有栞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","栞的記憶碎片","31038","1","11","31038","0","9999"
"4112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有碧的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","碧的記憶碎片","31040","1","11","31040","0","9999"
"3110112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有千歌的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","千歌的記憶碎片","31042","1","11","31042","0","9999"
"6014112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真琴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","真琴的記憶碎片","31043","1","11","31043","0","9999"
"171112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有伊莉亞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","伊莉亞的記憶碎片","31044","1","11","31044","0","9999"
"1202112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有空花的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","空花的記憶碎片","31045","1","11","31045","0","9999"
"3060112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有珠希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","珠希的記憶碎片","31046","1","11","31046","0","9999"
"2172112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有純的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","純的記憶碎片","31047","1","11","31047","0","9999"
"6152112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美冬的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美冬的記憶碎片","31048","1","11","31048","0","9999"
"2122112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有靜流的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","靜流的記憶碎片","31049","1","11","31049","0","9999"
"6120112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美咲的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美咲的記憶碎片","31050","1","11","31050","0","9999"
"6132112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有深月的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","深月的記憶碎片","31051","1","11","31051","0","9999"
"8160112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有莉瑪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","莉瑪的記憶碎片","31052","1","11","31052","0","9999"
"6441112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有莫妮卡的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","莫妮卡的記憶碎片","31053","1","11","31053","0","9999"
"3262112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有紡希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","紡希的記憶碎片","31054","1","11","31054","0","9999"
"72112","2030/08/01 14:59:59","2019/07/26 16:00:00","封印有步未的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","步未的記憶碎片","31055","1","11","31055","0","9999"
