a613ea68747c3df75d5e944c7bd21852f58a28bf578064abb419f81e4d212d99,c5131d8eff28f111bfa9b4ba21da360a071ef235d37acaf2b4ff9170a390e229,2fe93329d5c2ed3f3057d8145dcbc92164efc30fd60935a72c5ec23bcb5311a0,2eaf4de626e2ffa6686fa3a2e52a95f629cdfdf2f02c459073a263d3d1c8af65,110f9e31d44ee29a43a7e31890bc41e3145b65bb2c178b8f3efab9610d46a322
"103101","2015/04/01 14:00:00","47","2099/08/01 14:59:59","晚晚安！"
"103201","2021/12/09 12:00:00","69","2099/08/01 14:59:59","真不好意思"
"103301","2021/12/09 12:00:00","70","2099/08/01 14:59:59","騙你的！"
"103401","2015/04/01 14:00:00","48","2099/08/01 14:59:59","乾杯！！"
"103601","2015/04/01 14:00:00","49","2099/08/01 14:59:59","已通報!!"
"103701","2021/12/09 12:00:00","71","2099/08/01 14:59:59","每日鍛鍊"
"103801","2021/12/09 12:00:00","72","2099/08/01 14:59:59","要不要……休息一下？"
"104001","2015/04/01 14:00:00","50","2099/08/01 14:59:59","剩下就拜託了…"
"104201","2021/12/09 12:00:00","73","2099/08/01 14:59:59","賜你守護……"
"104301","2021/12/09 12:00:00","74","2099/08/01 14:59:59","熱血沸騰啦！"
"104401","2015/04/01 14:00:00","51","2099/08/01 14:59:59","隨我而來吧！"
"104501","2015/04/01 14:00:00","52","2099/08/01 14:59:59","想吃…"
"104601","2015/04/01 14:00:00","53","2099/08/01 14:59:59","喵！"
"104701","2021/12/09 12:00:00","75","2099/08/01 14:59:59","以這雙手來守護！"
"104801","2015/04/01 14:00:00","54","2099/08/01 14:59:59","ＮＯ！"
"104901","2015/04/01 14:00:00","55","2099/08/01 14:59:59","抱歉呦♡"
"105001","2015/04/01 14:00:00","56","2099/08/01 14:59:59","快振作！！"
"105101","2021/12/09 12:00:00","76","2099/08/01 14:59:59","做實驗做實驗……♪"
"105201","2021/12/09 12:00:00","77","2099/08/01 14:59:59","呸呸！"
"105301","2015/04/01 14:00:00","57","2099/08/01 14:59:59","給我等一下！！"
"105401","2021/12/09 12:00:00","78","2099/08/01 14:59:59","真是沒辦法呀"
"105501","2021/12/09 12:00:00","58","2099/08/01 14:59:59","辛苦了！"
"105601","2021/12/09 12:00:00","79","2099/08/01 14:59:59","不用顧慮啦"
"105801","2015/04/01 14:00:00","26","2099/08/01 14:59:59","嗨！！"
"105901","2015/04/01 14:00:00","27","2099/08/01 14:59:59","幹的好"
"106001","2015/04/01 14:00:00","28","2099/08/01 14:59:59","給我記住"
"106101","2021/12/09 12:00:00","80","2099/08/01 14:59:59","哈～哈哈哈！"
"106401","2021/12/09 12:00:00","81","2099/08/01 14:59:59","請多指教囉。"
"106501","2021/12/09 12:00:00","82","2099/08/01 14:59:59","打架時間到了！"
"106601","2021/12/09 12:00:00","83","2099/08/01 14:59:59","不管那麼多了！"
"106701","2021/12/09 12:00:00","84","2099/08/01 14:59:59","答對了～♪"
"106801","2021/12/09 12:00:00","85","2099/08/01 14:59:59","歡迎你！"
"107001","2021/12/09 12:00:00","86","2099/08/01 14:59:59","我模仿看看"
"107101","2021/12/09 12:00:00","87","2099/08/01 14:59:59","來盡情享受吧"
"110801","2021/12/09 12:00:00","88","2099/08/01 14:59:59","真令人沮喪──"
"110901","2021/12/09 12:00:00","89","2099/08/01 14:59:59","好喜歡！"
"111001","2021/12/09 12:00:00","90","2099/08/01 14:59:59","非常有趣"
"111101","2023/01/20 16:00:00","2","2099/08/01 14:59:59","OK唷！"
"111201","2023/01/20 16:00:00","3","2099/08/01 14:59:59","嗨呵～！"
"111301","2023/01/20 16:00:00","4","2099/08/01 14:59:59","謝謝♪"
"111401","2023/01/20 16:00:00","5","2099/08/01 14:59:59","最～喜歡了！"
"111501","2023/01/20 16:00:00","6","2099/08/01 14:59:59","好興奮喔"
"111601","2023/01/20 16:00:00","7","2099/08/01 14:59:59","你也一起來★"
"111701","2023/01/20 16:00:00","8","2099/08/01 14:59:59","不賴嘛"
"111801","2023/01/20 16:00:00","9","2099/08/01 14:59:59","呼嚕呼嚕……"
"111901","2023/01/20 16:00:00","10","2099/08/01 14:59:59","加油！加油！"
"112001","2023/01/20 16:00:00","11","2099/08/01 14:59:59","嗨起來～♪"
"112101","2023/01/20 16:00:00","12","2099/08/01 14:59:59","呀～！"
"112201","2023/01/20 16:00:00","13","2099/08/01 14:59:59","討厭喵～！"
"112301","2023/01/20 16:00:00","14","2099/08/01 14:59:59","咦咦！？"
"112401","2023/01/20 16:00:00","15","2099/08/01 14:59:59","心跳加速"
"112501","2023/01/20 16:00:00","16","2099/08/01 14:59:59","怎、怎麼回事！"
"112601","2023/01/20 16:00:00","17","2099/08/01 14:59:59","這很簡單啊"
"112701","2023/01/20 16:00:00","18","2099/08/01 14:59:59","真幸福♪"
"112801","2023/01/20 16:00:00","19","2099/08/01 14:59:59","各位同志們！"
"112901","2023/01/20 16:00:00","20","2099/08/01 14:59:59","很順利呢～♪"
"113001","2023/01/20 16:00:00","21","2099/08/01 14:59:59","好棒棒♪"
"113101","2023/01/20 16:00:00","22","2099/08/01 14:59:59","我不會輸的/才沒有"
"113201","2023/01/20 16:00:00","23","2099/08/01 14:59:59","最高效率"
"113301","2023/01/20 16:00:00","24","2099/08/01 14:59:59","這是祕密"
"113401","2023/01/20 16:00:00","25","2099/08/01 14:59:59","登台！"
"113501","2025/07/10 10:00:00","1","2099/08/01 14:59:59","加油──！！"
