0cf240cef5621eb6cab248b98801d5db646074b0693e22989e468d4b52f58877,3cf98dce85df75cb9f7c6aedcfa6085a321a7a4c8aa7ca99973d41a89ae3dcf3,ce5d5c773538de8680113e617d80d50dd1de8b61871334028931806ae366ebf7,fcf08ff12893e7f0b1afbf4ae4201cad7a8aa13ac6209cd5e0a8154e6b5de2cf,257e0ed9a8bf87cc19e291db4a61353c6d434a06c3430538ddd07b35c740699e,e3d547338dba08cb46de07b49e09e9608144731975c0813671e5a093f2808ef9,800562748ed178a47ed4ddf040aa13fc3018ade8a566c6ce4e219d078d99d23e,23442372bf5dd0ad873b8e27897880b9cfd05cc5b0aaf09104cc341fe09e22b4,e29efc101380b79e55d6ff6d04ca7566c98cb4697954f6ae8124f25482b43588,c3de18bbae28d65cca8bc8427283805b643a4670fc58297b17cd5a75cfb549a2,ffa88459ce30613dcca0e5ff3652bdeaa26d1568b4d02f4353e86a9ed104208f,61870fe7e421dc0adb376626de458c60c55b4c1e57fbf4f95e2e29b8988fb934,67a0700ba9a6d8d7c7e4030ef3458789a96eefafb58faf11dce7801e4cc69988
"380000","0","2021/10/01 16:00:00","2030/03/26 14:59:00","68","380000","0","0","1","0","10068","bgm_M478_Lofi","bgm_M478"
"380000","0","2021/11/01 16:00:00","2030/03/26 14:59:00","70","380000","0","0","1","0","10070","bgm_M486","bgm_M486"
"380000","0","2021/12/02 16:00:00","2030/03/26 14:59:00","72","380000","0","0","1","0","10072","bgm_M496","bgm_M496"
"380000","0","2022/01/03 16:00:00","2030/03/26 14:59:00","74","380000","0","0","1","0","10074","bgm_M508","bgm_M508"
"380000","0","2022/02/01 16:00:00","2030/03/26 14:59:00","76","380000","0","0","1","0","10076","bgm_M520","bgm_M520"
"380000","0","2022/03/01 16:00:00","2030/03/26 14:59:00","78","380000","0","0","1","0","10078","bgm_M527","bgm_M527"
"380000","0","2022/04/01 16:00:00","2030/03/26 14:59:00","80","380000","0","0","1","0","10080","bgm_M536","bgm_M536"
"380000","0","2022/05/02 16:00:00","2030/03/26 14:59:00","82","380000","0","0","1","0","10082","bgm_M543","bgm_M543"
"380000","0","2022/06/01 16:00:00","2030/03/26 14:59:00","84","380000","0","0","1","0","10084","bgm_M552","bgm_M552"
"380000","0","2022/06/08 16:00:00","2030/03/26 14:59:00","85","380000","0","0","1","0","10085","bgm_M553","bgm_M553"
"380000","0","2022/07/01 16:00:00","2030/03/26 14:59:00","88","380000","0","0","1","0","10088","bgm_M565","bgm_M565"
"380000","0","2022/08/01 16:00:00","2030/03/26 14:59:00","90","380000","0","0","1","0","10090","bgm_M574","bgm_M574"
"380000","0","2022/09/01 16:00:00","2030/03/26 14:59:00","92","380000","0","0","1","0","10092","bgm_M582","bgm_M582"
"380000","0","2022/10/02 16:00:00","2030/03/26 14:59:00","94","380000","0","0","1","0","10094","bgm_M595","bgm_M595"
"380000","0","2022/10/30 16:00:00","2030/03/26 14:59:00","96","380000","0","0","1","0","10096","bgm_M601","bgm_M601"
"380000","0","2022/11/29 16:00:00","2030/03/26 14:59:00","98","380000","0","0","1","0","10098","bgm_M608","bgm_M608"
"380000","0","2022/12/30 16:00:00","2030/03/26 14:59:00","100","380000","0","0","1","0","10100","bgm_M618","bgm_M618"
"380000","0","2023/01/30 16:00:00","2030/03/26 14:59:00","102","380000","0","0","1","0","10102","bgm_M623","bgm_M623"
"380000","0","2023/02/26 16:00:00","2030/03/26 14:59:00","104","380000","0","0","1","0","10104","bgm_M630","bgm_M630"
"380000","0","2023/03/30 16:00:00","2030/03/26 14:59:00","106","380000","0","0","1","0","10106","bgm_M638","bgm_M638"
"380000","0","2023/04/28 16:00:00","2030/03/26 14:59:00","108","380000","0","0","1","0","10108","bgm_M647","bgm_M647"
"380000","0","2023/05/29 16:00:00","2030/03/26 14:59:00","110","380000","0","0","1","0","10110","bgm_M659","bgm_M659"
"380000","0","2023/05/29 16:00:00","2030/03/26 14:59:00","111","380000","0","0","1","0","10111","bgm_M660","bgm_M660"
"380000","0","2023/06/28 16:00:00","2030/03/26 14:59:00","114","380000","0","0","1","0","10114","bgm_M668","bgm_M668"
"380000","0","2023/07/29 16:00:00","2030/03/26 14:59:00","116","380000","0","0","1","0","10116","bgm_MC017","bgm_MC017"
"380000","0","2023/08/29 16:00:00","2030/03/26 14:59:00","118","380000","0","0","1","0","10118","bgm_MC026","bgm_MC026"
"380000","0","2023/09/28 16:00:00","2030/03/26 14:59:00","120","380000","0","0","1","0","10120","bgm_MC036","bgm_MC036"
"380000","0","2023/10/30 16:00:00","2030/03/26 14:59:00","122","380000","0","0","1","0","10122","bgm_MC046","bgm_MC046"
"380000","0","2023/11/29 16:00:00","2030/03/26 14:59:00","124","380000","0","0","1","0","10124","bgm_MC056","bgm_MC056"
"380000","0","2023/12/29 16:00:00","2030/03/26 14:59:00","126","380000","0","0","1","0","10126","bgm_MC063","bgm_MC063"
"380000","0","2024/01/29 16:00:00","2030/03/26 14:59:00","128","380000","0","0","1","0","10128","bgm_MC075","bgm_MC075"
"380000","0","2024/02/27 16:00:00","2030/03/26 14:59:00","130","380000","0","0","1","0","10130","bgm_MC082","bgm_MC082"
"380000","0","2024/03/30 16:00:00","2030/03/26 14:59:00","132","380000","0","0","1","0","10132","bgm_MC091","bgm_MC091"
"380000","0","2024/04/29 16:00:00","2030/03/26 14:59:00","134","380000","0","0","1","0","10134","bgm_MC099","bgm_MC099"
"380000","0","2024/05/29 16:00:00","2030/03/26 14:59:00","136","380000","0","0","1","0","10136","bgm_MC110","bgm_MC110"
"380000","0","2024/05/29 16:00:00","2030/03/26 14:59:00","137","380000","0","0","1","0","10137","bgm_MC111","bgm_MC111"
"380000","0","2024/06/28 16:00:00","2030/03/26 14:59:00","140","380000","0","0","1","0","10140","bgm_MC124","bgm_MC124"
"380000","0","2024/07/29 16:00:00","2030/03/26 14:59:00","142","380000","0","0","1","0","10142","bgm_MC136","bgm_MC136"
"380000","0","2024/08/29 16:00:00","2030/03/26 14:59:00","144","380000","0","0","1","0","10144","bgm_MC143","bgm_MC143"
"380000","0","2024/09/28 16:00:00","2030/03/26 14:59:00","146","380000","0","0","1","0","10146","bgm_MC147","bgm_MC147"
"380000","0","2024/10/29 16:00:00","2030/03/26 14:59:00","148","380000","0","0","1","0","10148","bgm_MC156","bgm_MC156"
"380000","0","2024/11/28 16:00:00","2030/03/26 14:59:00","150","380000","0","0","1","0","10150","bgm_MC162","bgm_MC162"
"380000","0","2024/12/27 16:00:00","2030/03/26 14:59:00","152","380000","0","0","1","0","10152","bgm_MC172_TitleCall","bgm_MC172"
"380000","0","2025/01/29 16:00:00","2030/03/26 14:59:00","154","380000","0","0","1","0","10154","bgm_MC186","bgm_MC186"
"380000","0","2020/07/02 16:00:00","2030/03/26 14:59:00","20001","380000","0","0","1","0","20001","bgm_M33","bgm_M33"
"380000","0","2020/08/03 16:00:00","2030/03/26 14:59:00","20002","380000","0","0","1","0","20002","bgm_M99","bgm_M99"
"380000","0","2020/09/04 16:00:00","2030/03/26 14:59:00","20003","380000","0","0","1","0","20003","bgm_M107","bgm_M107"
