1b52530787176794c10f317151da15f96ae0386f8ea52fd59792a24daaa48b98,f5a773a267dd7f4dd8f6eac98f77b0ca3c331db3074803d9b88c438b420a08db,2739997b16bf09b4bd02d618ed0a842cef2318dad6e439252e3b1594824b136b,05656d54a1ee6b9afab15427167095078deb0f3b83fd136d31ae4642e16ddd2f,c13732f39e75d936b4915b0d7c040745708238373b9b2afe3bc38fad6d9a1444,b5ffc4dc39a5824fba581fe559f16a8162f906dc8be6f86e5667ce1e9af9355d,03d6fae755c73bdabe657392b249b86d3a0bc5770879f73250fb996020d0f58b,3983d946a6f0f3520f5bd47f4b3ab2df8a103707e72c93d96f175d04e3934e16,19752ede12f9c5374dab07e3ddebfe1e5b73a0c8f1ace200af33eb9e147c9d72,6b152b2d17d2085d58c78f1a6ab232be6fcc0279c2693474bf5a8f503a7801e0,0e10c55c9ad3832259904a9f08c1f14c76435a032dfb4f6920c741e4cbe114cc,1d38fc51c151899fc78c5fea5b3b033b48342577aaca91ba70de952c8e94dfda,018566c928a8f197876661825a818835caecc2ba300869a101f2423f6c464f01,cd381740592f0a48922a20fdbc132beebb6096c8dc17abce9e8274bf057e99c3,7b1613dc9a2d8a6443ba82813f34cc24a213960de02a4fe1ddf7579a1cc5c58d,fba79596392817cafb0c443beca936e6fe15da87038cb439ab77249add5fe9ac,ec6d9b3097f1b8ff229539e2ccddeca34bc062c265090a8f44cfb3df31aa760c,ffa3e7fd3ec45a210da044d6daec36a8ba2d24eac6894ca1a3d9a139adf93ede,042911a7a26f9b81d9783c216ef8af1d888083ceeaec6d54b83c4b602498682f,16ce158056d80b4b45dfe3cf0df8a74e0f2ad2dc0294ddde2aefc88b4fc0b77a,3ab7f60b58d415a088a76f6d339db9334d34ea167b38a0ebed21c20eef62c0be,97bd27e33b14115a2eaedbf1ffda1b98c5cd9480f9eb6743a7757f1838d12fe0,14c7350a7635e9d83336ef1b7d14b2a544d10f3bbba4aae0073a9518b74fed77,4d71a1fbc5023434c513ce0cf11e1b5cfb60549e414bd31ee0fe8f70937c8171,5b7a82fbbba8fbf8254fab6d8bba23842e1c57d2b13d215ae243da1f2fcf8659,7ef1d5c37874605d0b83259afe1ff0c6020c774f2a6aa7d6d393e5e02e76bd19,1713c6b3d8718d17e0d2d13a0d8f24069ee8e869c4694b2ac89dad58c13461e8,c41dc6766a66e91d61451296c07ff646f7b601a82682688c56ab9fd1da9322e8,7fbc9f4bd907bb2c6d174ca18f6cebb69b023fb33db65c83dd7d9c0e923e043a,a10f474315ed5b00ba5ac5ed4f11ec4af7579d95b365bc9d3ca10e665ceb52a0,40b58e12c02c25d841cff60f3824c5ea94c8250f19e42cb3c660f9dab9ff534b,5359cec3e9ba00005232143066565efac02cead27525f3cf572bdfc0e45e1598,6e373adb9c4f791ed4165adb1ca9b125edfbe6144ca734c3fe034feac336077e,f72ad3745eb0015e23f6ec495497eb7c04dbeca1a35717d72ca660724e577b1c,48bf28a827388f6a0505e49dc7546bde93eaff8d49265a04650e0541a7f2abad,6a0116dff4d26a237af36198afdfa66a304bed4dccbbb116489f9bafd83c564a,38acdba66b34f90a070be64db2b837581e05eaf1219af59484317ac0c07aa980,056f09a04782ecff71809cee61614fd0cdb29d569eecf5384e58e892fa824918,4f645d092bcaaf47aae302bcb630011281bb7e5498264fb60d27259773270de9,485034f8b4f5961a45af152240dea852ac8b7dab3f6783e3910f3549009b76db
"1","41","41","41","0","41","0","0","1","0","0","41","8888","40","0","0","670010041","41","41","41","0","41","41","200000006","816","41","30","0","10","41","10","36","41","41","41","200100","41","41","0","1"
"1","42","42","42","0","42","0","0","1","0","0","42","9321","41","0","0","670010042","42","42","42","0","42","42","200000006","913","42","30","0","10","42","10","36","42","42","42","200100","42","42","0","1"
"1","43","43","43","0","43","0","0","1","0","0","43","9754","41","0","0","670010043","43","43","43","0","43","43","200000006","1010","43","30","0","10","43","10","36","43","43","43","200100","43","43","0","1"
"1","44","44","44","0","44","0","0","1","0","0","44","10008","45","0","0","670010044","44","44","44","0","44","44","200000006","1079","44","30","0","10","44","10","38","44","44","44","200100","44","44","0","1"
"1","45","45","45","0","45","0","0","1","0","0","45","10263","49","0","0","670010045","45","45","45","0","45","45","200000006","1148","45","30","0","10","45","10","41","45","45","45","200100","45","45","0","1"
"1","46","46","46","0","46","0","0","1","0","0","46","10517","53","0","0","670010046","46","46","46","0","46","46","200000006","1217","46","30","0","10","46","10","43","46","46","46","200100","46","46","0","1"
"1","47","47","47","0","47","0","0","1","0","0","47","10771","57","0","0","670010047","47","47","47","0","47","47","200000006","1286","47","30","0","10","47","10","45","47","47","47","200100","47","47","0","1"
"1","48","48","48","0","48","0","0","1","0","0","48","11026","61","0","0","670010048","48","48","48","0","48","48","200000006","1355","48","30","0","10","48","10","48","48","48","48","200100","48","48","0","1"
"1","49","49","49","0","49","0","0","1","0","0","49","11280","65","0","0","670010049","49","49","49","0","49","49","200000006","1424","49","30","0","10","49","10","50","49","49","49","200100","49","49","0","1"
"1","50","50","50","0","50","0","0","1","0","0","50","11534","69","0","0","670010050","50","50","50","0","50","50","200000006","1493","50","30","0","10","50","10","52","50","50","50","200100","50","50","0","1"
"1","51","51","51","0","51","0","0","1","0","0","51","11789","73","0","0","670010051","51","51","51","0","51","51","200000006","1562","51","30","0","10","51","10","55","51","51","51","200100","51","51","0","1"
"1","52","52","52","0","52","0","0","1","0","0","52","12043","77","0","0","670010052","52","52","52","0","52","52","200000006","1632","52","30","0","10","52","10","57","52","52","52","200100","52","52","0","1"
"1","53","53","53","0","53","0","0","1","0","0","53","12297","81","0","0","670010053","53","53","53","0","53","53","200000006","1701","53","30","0","10","53","10","59","53","53","53","200100","53","53","0","1"
"1","54","54","54","0","54","0","0","1","0","0","54","12552","85","0","0","670010054","54","54","54","0","54","54","200000006","1770","54","30","0","10","54","10","62","54","54","54","200100","54","54","0","1"
"1","55","55","55","0","55","0","0","1","0","0","55","12806","89","0","0","670010055","55","55","55","0","55","55","200000006","1839","55","30","0","10","55","10","64","55","55","55","200100","55","55","0","1"
"1","56","56","56","0","56","0","0","1","0","0","56","13060","93","0","0","670010056","56","56","56","0","56","56","200000006","1908","56","30","0","10","56","10","66","56","56","56","200100","56","56","0","1"
"1","57","57","57","0","57","0","0","1","0","0","57","13315","97","0","0","670010057","57","57","57","0","57","57","200000006","1977","57","30","0","10","57","10","69","57","57","57","200100","57","57","0","1"
"1","58","58","58","0","58","0","0","1","0","0","58","13569","101","0","0","670010058","58","58","58","0","58","58","200000006","2046","58","30","0","10","58","10","71","58","58","58","200100","58","58","0","1"
"1","59","59","59","0","59","0","0","1","0","0","59","13823","105","0","0","670010059","59","59","59","0","59","59","200000006","2115","59","30","0","10","59","10","73","59","59","59","200100","59","59","0","1"
"1","60","60","60","0","60","0","0","1","0","0","60","14078","109","0","0","670010060","60","60","60","0","60","60","200000006","2184","60","30","0","10","60","10","76","60","60","60","200100","60","60","0","1"
"1","61","61","61","0","61","0","0","1","0","0","61","14332","113","0","0","670010061","61","61","61","0","61","61","200000006","2253","61","30","0","10","61","10","78","61","61","61","200100","61","61","0","1"
"1","62","62","62","0","62","0","0","1","0","0","62","15514","113","0","0","670010062","62","62","62","0","62","62","200000006","2280","62","30","0","10","62","10","79","62","62","62","200100","62","62","0","1"
"1","63","63","63","0","63","0","0","1","0","0","63","16696","114","0","0","670010063","63","63","63","0","63","63","200000006","2306","63","30","0","10","63","10","79","63","63","63","200100","63","63","0","1"
"1","64","64","64","0","64","0","0","1","0","0","64","17878","114","0","0","670010064","64","64","64","0","64","64","200000006","2333","64","30","0","10","64","10","80","64","64","64","200100","64","64","0","1"
"1","65","65","65","0","65","0","0","1","0","0","65","19060","114","0","0","670010065","65","65","65","0","65","65","200000006","2359","65","30","0","10","65","10","81","65","65","65","200100","65","65","0","1"
"1","66","66","66","0","66","0","0","1","0","0","66","20242","115","0","0","670010066","66","66","66","0","66","66","200000006","2386","66","30","0","10","66","10","82","66","66","66","200100","66","66","0","1"
"1","67","67","67","0","67","0","0","1","0","0","67","21425","115","0","0","670010067","67","67","67","0","67","67","200000006","2412","67","30","0","10","67","10","82","67","67","67","200100","67","67","0","1"
"1","68","68","68","0","68","0","0","1","0","0","68","22607","115","0","0","670010068","68","68","68","0","68","68","200000006","2439","68","30","0","10","68","10","83","68","68","68","200100","68","68","0","1"
"1","69","69","69","0","69","0","0","1","0","0","69","23789","116","0","0","670010069","69","69","69","0","69","69","200000006","2466","69","30","0","10","69","10","84","69","69","69","200100","69","69","0","1"
"1","70","70","70","0","70","0","0","1","0","0","70","24971","116","0","0","670010070","70","70","70","0","70","70","200000006","2492","70","30","0","10","70","10","85","70","70","70","200100","70","70","0","1"
"1","71","71","71","0","71","0","0","1","0","0","71","26153","116","0","0","670010071","71","71","71","0","71","71","200000006","2519","71","30","0","10","71","10","85","71","71","71","200100","71","71","0","1"
"1","1","1","1","0","1","0","0","1","0","0","1","924","8","0","0","670020001","1","1","1","0","1","1","200000001","108","1","30","0","10","1","10","10","1","1","1","200200","1","1","0","1"
"1","2","2","2","0","2","0","0","1","0","0","2","927","8","0","0","670020002","2","2","2","0","2","2","200000001","111","2","30","0","10","2","10","10","2","2","2","200200","2","2","0","1"
"1","3","3","3","0","3","0","0","1","0","0","3","930","8","0","0","670020003","3","3","3","0","3","3","200000001","114","3","30","0","10","3","10","10","3","3","3","200200","3","3","0","1"
"1","4","4","4","0","4","0","0","1","0","0","4","933","9","0","0","670020004","4","4","4","0","4","4","200000001","117","4","30","0","10","4","10","11","4","4","4","200200","4","4","0","1"
"1","5","5","5","0","5","0","0","1","0","0","5","936","9","0","0","670020005","5","5","5","0","5","5","200000001","120","5","30","0","10","5","10","11","5","5","5","200200","5","5","0","1"
"1","6","6","6","0","6","0","0","1","0","0","6","939","9","0","0","670020006","6","6","6","0","6","6","200000001","123","6","30","0","10","6","10","11","6","6","6","200200","6","6","0","1"
"1","7","7","7","0","7","0","0","1","0","0","7","942","10","0","0","670020007","7","7","7","0","7","7","200000001","126","7","30","0","10","7","10","12","7","7","7","200200","7","7","0","1"
"1","8","8","8","0","8","0","0","1","0","0","8","945","10","0","0","670020008","8","8","8","0","8","8","200000001","129","8","30","0","10","8","10","12","8","8","8","200200","8","8","0","1"
"1","9","9","9","0","9","0","0","1","0","0","9","948","10","0","0","670020009","9","9","9","0","9","9","200000001","132","9","30","0","10","9","10","12","9","9","9","200200","9","9","0","1"
"1","10","10","10","0","10","0","0","1","0","0","10","951","11","0","0","670020010","10","10","10","0","10","10","200000001","135","10","30","0","10","10","10","13","10","10","10","200200","10","10","0","1"
"1","11","11","11","0","11","0","0","1","0","0","11","954","11","0","0","670020011","11","11","11","0","11","11","200000001","138","11","30","0","10","11","10","13","11","11","11","200200","11","11","0","1"
"1","12","12","12","0","12","0","0","1","0","0","12","957","11","0","0","670020012","12","12","12","0","12","12","200000001","141","12","30","0","10","12","10","13","12","12","12","200200","12","12","0","1"
"1","13","13","13","0","13","0","0","1","0","0","13","960","12","0","0","670020013","13","13","13","0","13","13","200000001","144","13","30","0","10","13","10","14","13","13","13","200200","13","13","0","1"
"1","14","14","14","0","14","0","0","1","0","0","14","963","12","0","0","670020014","14","14","14","0","14","14","200000001","147","14","30","0","10","14","10","14","14","14","14","200200","14","14","0","1"
"1","15","15","15","0","15","0","0","1","0","0","15","966","13","0","0","670020015","15","15","15","0","15","15","200000001","151","15","30","0","10","15","10","15","15","15","15","200200","15","15","0","1"
"1","16","16","16","0","16","0","0","1","0","0","16","1322","13","0","0","670020016","16","16","16","0","16","16","200000001","175","16","30","0","10","16","10","15","16","16","16","200200","16","16","0","1"
"1","17","17","17","0","17","0","0","1","0","0","17","1678","13","0","0","670020017","17","17","17","0","17","17","200000001","199","17","30","0","10","17","10","15","17","17","17","200200","17","17","0","1"
"1","18","18","18","0","18","0","0","1","0","0","18","1884","13","0","0","670020018","18","18","18","0","18","18","200000001","207","18","30","0","10","18","10","15","18","18","18","200200","18","18","0","1"
"1","19","19","19","0","19","0","0","1","0","0","19","2090","14","0","0","670020019","19","19","19","0","19","19","200000001","215","19","30","0","10","19","10","16","19","19","19","200200","19","19","0","1"
"1","20","20","20","0","20","0","0","1","0","0","20","2296","14","0","0","670020020","20","20","20","0","20","20","200000001","223","20","30","0","10","20","10","16","20","20","20","200200","20","20","0","1"
"1","21","21","21","0","21","0","0","1","0","0","21","2377","14","0","0","670020021","21","21","21","0","21","21","200000001","237","21","30","0","10","21","10","17","21","21","21","200200","21","21","0","1"
"1","22","22","22","0","22","0","0","1","0","0","22","2458","14","0","0","670020022","22","22","22","0","22","22","200000001","251","22","30","0","10","22","10","17","22","22","22","200200","22","22","0","1"
"1","23","23","23","0","23","0","0","1","0","0","23","2658","14","0","0","670020023","23","23","23","0","23","23","200000001","251","23","30","0","10","23","10","17","23","23","23","200200","23","23","0","1"
"1","24","24","24","0","24","0","0","1","0","0","24","2829","16","0","0","670020024","24","24","24","0","24","24","200000001","268","24","30","0","10","24","10","19","24","24","24","200200","24","24","0","1"
"1","25","25","25","0","25","0","0","1","0","0","25","2999","18","0","0","670020025","25","25","25","0","25","25","200000001","285","25","30","0","10","25","10","21","25","25","25","200200","25","25","0","1"
"1","26","26","26","0","26","0","0","1","0","0","26","3170","19","0","0","670020026","26","26","26","0","26","26","200000001","302","26","30","0","10","26","10","24","26","26","26","200200","26","26","0","1"
"1","27","27","27","0","27","0","0","1","0","0","27","3340","21","0","0","670020027","27","27","27","0","27","27","200000001","319","27","30","0","10","27","10","26","27","27","27","200200","27","27","0","1"
"1","28","28","28","0","28","0","0","1","0","0","28","3511","23","0","0","670020028","28","28","28","0","28","28","200000001","336","28","30","0","10","28","10","28","28","28","28","200200","28","28","0","1"
"1","29","29","29","0","29","0","0","1","0","0","29","4632","23","0","0","670020029","29","29","29","0","29","29","200000001","380","29","30","0","10","29","10","29","29","29","29","200200","29","29","0","1"
"1","30","30","30","0","30","0","0","1","0","0","30","4717","23","0","0","670020030","30","30","30","0","30","30","200000001","412","30","30","0","10","30","10","29","30","30","30","200200","30","30","0","1"
"1","31","31","31","0","31","0","0","1","0","0","31","4802","23","0","0","670020031","31","31","31","0","31","31","200000001","443","31","30","0","10","31","10","28","31","31","31","200200","31","31","0","1"
"1","32","32","32","0","32","0","0","1","0","0","32","4887","23","0","0","670020032","32","32","32","0","32","32","200000001","432","32","30","0","10","32","10","28","32","32","32","200200","32","32","0","1"
"1","33","33","33","0","33","0","0","1","0","0","33","4972","23","0","0","670020033","33","33","33","0","33","33","200000001","420","33","30","0","10","33","10","28","33","33","33","200200","33","33","0","1"
"1","34","34","34","0","34","0","0","1","0","0","34","5985","24","0","0","670020034","34","34","34","0","34","34","200000001","499","34","30","0","10","34","10","28","34","34","34","200200","34","34","0","1"
"1","35","35","35","0","35","0","0","1","0","0","35","6241","27","0","0","670020035","35","35","35","0","35","35","200000001","525","35","30","0","10","35","10","32","35","35","35","200200","35","35","0","1"
"1","36","36","36","0","36","0","0","1","0","0","36","6497","30","0","0","670020036","36","36","36","0","36","36","200000001","550","36","30","0","10","36","10","36","36","36","36","200200","36","36","0","1"
"1","37","37","37","0","37","0","0","1","0","0","37","6752","32","0","0","670020037","37","37","37","0","37","37","200000001","576","37","30","0","10","37","10","39","37","37","37","200200","37","37","0","1"
"1","38","38","38","0","38","0","0","1","0","0","38","7008","35","0","0","670020038","38","38","38","0","38","38","200000001","601","38","30","0","10","38","10","43","38","38","38","200200","38","38","0","1"
"1","39","39","39","0","39","0","0","1","0","0","39","7387","33","0","0","670020039","39","39","39","0","39","39","200000001","671","39","30","0","10","39","10","42","39","39","39","200200","39","39","0","1"
"1","40","40","40","0","40","0","0","1","0","0","40","8119","35","0","0","670020040","40","40","40","0","40","40","200000001","679","40","30","0","10","40","10","44","40","40","40","200200","40","40","0","1"
"1","41","41","41","0","41","0","0","1","0","0","41","9635","37","0","0","670020041","41","41","41","0","41","41","200000001","729","41","30","0","10","41","10","46","41","41","41","200200","41","41","0","1"
"1","42","42","42","0","42","0","0","1","0","0","42","11151","38","0","0","670020042","42","42","42","0","42","42","200000001","778","42","30","0","10","42","10","47","42","42","42","200200","42","42","0","1"
"1","43","43","43","0","43","0","0","1","0","0","43","11476","38","0","0","670020043","43","43","43","0","43","43","200000001","790","43","30","0","10","43","10","47","43","43","43","200200","43","43","0","1"
"1","44","44","44","0","44","0","0","1","0","0","44","11802","39","0","0","670020044","44","44","44","0","44","44","200000001","802","44","30","0","10","44","10","47","44","44","44","200200","44","44","0","1"
"1","45","45","45","0","45","0","0","1","0","0","45","12127","39","0","0","670020045","45","45","45","0","45","45","200000001","814","45","30","0","10","45","10","47","45","45","45","200200","45","45","0","1"
"1","46","46","46","0","46","0","0","1","0","0","46","13833","40","0","0","670020046","46","46","46","0","46","46","200000001","971","46","30","0","10","46","10","48","46","46","46","200200","46","46","0","1"
"1","47","47","47","0","47","0","0","1","0","0","47","15539","40","0","0","670020047","47","47","47","0","47","47","200000001","1128","47","30","0","10","47","10","49","47","47","47","200200","47","47","0","1"
"1","48","48","48","0","48","0","0","1","0","0","48","17245","41","0","0","670020048","48","48","48","0","48","48","200000001","1284","48","30","0","10","48","10","50","48","48","48","200200","48","48","0","1"
"1","49","49","49","0","49","0","0","1","0","0","49","18951","41","0","0","670020049","49","49","49","0","49","49","200000001","1441","49","30","0","10","49","10","51","49","49","49","200200","49","49","0","1"
