7f7b66acf8c5dcbee626edeacd5bd92c2a1345e845d1719be60f1a54bee46aa7,7d9d2ea8381c06bef4377813c5a969a09ac461a2ba021d0e88ccd0f45bea1e7c,1c531d177bfe5080650a9968489bbfc1299d78d2fd9cb4948bc29220a3a1f094,0b5ac3ec7c72a68f464ba0fbb089aa1aa4dbfc4f0454a92e84ab5fbd73ca4160,05ad39b530604e22e482653917b3b9c931cc22aa12a38216090d1828ff0aa09a,8a3859a69bc62deb75ed2ee7cd25f8f912c23a02af7e5f5e00ee57295f332a1a,d806eeb78b383a847667a83290ff6e031880a3d0673a9598cf47bb0042802ad9,bad94c4524ba11a635b38c0a6999175b83b8200c1809052819a3045fcf1344ab,81b9eaf6f9232f3a970bb0e165611790b77e31e2d2fa94b164a34ba770e9efd3,591af33563da06cbed8c610c90edf4d6bddfe998f0dd1c9c6084f28555b0ca9c,ab509a5f76ab1d0ace3ad8bfb693c4afb4e3b2a28dac6e290f831974a8d074ed,e8b2e6dfc79b22cafcf90f42e0ca088199b74cf49dd985cf899ac64f4265935f
"0","0","0","2","vo_minigame_1005","0","1","1010043","0","0","43","vo_minigame_1005_nikki01_003"
"262","162","0","1","0","0.685","1","1010044","0","10","44","0"
"0","0","1.036","4","0","0","1","1010045","1","0","45","0"
"397","262","0","1","0","0.378","1","1010046","0","10","46","0"
"0","0","0.378","4","0","0","1","1010047","1","0","47","0"
"377","0","0","1","0","2.438","1","1010048","0","11","48","0"
"0","0","3.395","4","0","0","1","1010049","1","0","49","0"
"0","0","0","2","vo_minigame_1005","0","1","1010050","0","0","50","vo_minigame_1005_nikki01_004"
"102","0","0","1","0","0.642","1","1010051","0","12","51","0"
"0","0","1.061","4","0","0","1","1010052","1","0","52","0"
"187","102","0","1","0","0.539","1","1010053","0","12","53","0"
"0","0","0.877","4","0","0","1","1010054","1","0","54","0"
"316","187","0","1","0","1.135","1","1010055","0","12","55","0"
"0","0","2.635","4","0","0","1","1010056","1","0","56","0"
"0","0","1","4","0","0","2","1020001","3","0","1","0"
"0","0","0","2","vo_minigame_1005","0","2","1020002","0","0","2","vo_minigame_1005_nikki02_000"
"345","0","0","1","0","2.91","2","1020003","0","1","3","0"
"0","0","3.814","4","0","0","2","1020004","1","0","4","0"
"0","0","0","2","vo_minigame_1005","0","2","1020005","0","0","5","vo_minigame_1005_nikki02_001"
"239","0","0","1","0","1.67","2","1020006","0","2","6","0"
"0","0","2.19","4","0","0","2","1020007","1","0","7","0"
"314","0","0","1","0","2.455","2","1020008","0","3","8","0"
"0","0","3.527","4","0","0","2","1020009","1","0","9","0"
"0","0","0","2","vo_minigame_1005","0","2","1020010","0","0","10","vo_minigame_1005_nikki02_002"
"104","0","0","1","0","0.454","2","1020011","0","4","11","0"
"0","0","0.874","4","0","0","2","1020012","1","0","12","0"
"392","104","0","1","0","2.154","2","1020013","0","4","13","0"
"0","0","3.373","4","0","0","2","1020014","1","0","14","0"
"0","0","0","2","vo_minigame_1005","0","2","1020015","0","0","15","vo_minigame_1005_nikki02_003"
"125","0","0","1","0","0.895","2","1020016","0","5","16","0"
"0","0","1.311","4","0","0","2","1020017","1","0","17","0"
"265","125","0","1","0","1.114","2","1020018","0","5","18","0"
"0","0","1.181","4","0","0","2","1020019","1","0","19","0"
"340","265","0","1","0","0.497","2","1020020","0","5","20","0"
"0","0","0.497","4","0","0","2","1020021","1","0","21","0"
"189","0","0","1","0","1.37","2","1020022","0","6","22","0"
"0","0","2.407","4","0","0","2","1020023","1","0","23","0"
"0","0","0","2","vo_minigame_1005","0","2","1020024","0","0","24","vo_minigame_1005_nikki02_004"
"295","0","0","1","0","1.616","2","1020025","0","7","25","0"
"0","0","2.035","4","0","0","2","1020026","1","0","26","0"
"68","0","0","1","0","0.951","2","1020027","0","8","27","0"
"0","0","1.322","4","0","0","2","1020028","1","0","28","0"
"258","68","0","1","0","1.924","2","1020029","0","8","29","0"
"0","0","2.98","4","0","0","2","1020030","1","0","30","0"
"0","0","0","2","vo_minigame_1005","0","2","1020031","0","0","31","vo_minigame_1005_nikki02_005"
"83","0","0","1","0","0.93","2","1020032","0","9","32","0"
"0","0","1.24","4","0","0","2","1020033","1","0","33","0"
"257","83","0","1","0","0.879","2","1020034","0","9","34","0"
"0","0","1.877","4","0","0","2","1020035","1","0","35","0"
"0","0","0","2","vo_minigame_1005","0","2","1020036","0","0","36","vo_minigame_1005_nikki02_006"
"164","0","0","1","0","1.148","2","1020037","0","10","37","0"
"0","0","1.541","4","0","0","2","1020038","1","0","38","0"
"367","164","0","1","0","1.145","2","1020039","0","10","39","0"
"0","0","2.645","4","0","0","2","1020040","1","0","40","0"
"0","0","1","4","0","0","3","1030001","3","0","1","0"
"0","0","0","2","vo_minigame_1005","0","3","1030002","0","0","2","vo_minigame_1005_nikki03_000"
"340","0","0","1","0","2.61","3","1030003","0","1","3","0"
"0","0","3.007","4","0","0","3","1030004","1","0","4","0"
"233","0","0","1","0","1.47","3","1030005","0","2","5","0"
"0","0","2.171","4","0","0","3","1030006","1","0","6","0"
"0","0","0","2","vo_minigame_1005","0","3","1030007","0","0","7","vo_minigame_1005_nikki03_001"
"322","0","0","1","0","2.1","3","1030008","0","3","8","0"
"0","0","2.579","4","0","0","3","1030009","1","0","9","0"
"370","0","0","1","0","2.298","3","1030010","0","4","10","0"
"0","0","3.18","4","0","0","3","1030011","1","0","11","0"
"0","0","0","2","vo_minigame_1005","0","3","1030012","0","0","12","vo_minigame_1005_nikki03_002"
"101","0","0","1","0","1.262","3","1030013","0","5","13","0"
"0","0","1.993","4","0","0","3","1030014","1","0","14","0"
"0","0","0","2","vo_minigame_1005","0","3","1030015","0","0","15","vo_minigame_1005_nikki03_003"
"142","101","0","1","0","0.373","3","1030016","0","5","16","0"
"0","0","0.69","4","0","0","3","1030017","1","0","17","0"
"362","142","0","1","0","1.045","3","1030018","0","5","18","0"
"0","0","2.131","4","0","0","3","1030019","1","0","19","0"
"0","0","0","2","vo_minigame_1005","0","3","1030020","0","0","20","vo_minigame_1005_nikki03_004"
"289","0","0","1","0","2.147","3","1030021","0","6","21","0"
"0","0","2.618","4","0","0","3","1030022","1","0","22","0"
"350","0","0","1","0","1.445","3","1030023","0","7","23","0"
"0","0","2.552","4","0","0","3","1030024","1","0","24","0"
"0","0","0","2","vo_minigame_1005","0","3","1030025","0","0","25","vo_minigame_1005_nikki03_005"
"103","0","0","1","0","0.876","3","1030026","0","8","26","0"
"0","0","1.252","4","0","0","3","1030027","1","0","27","0"
"407","103","0","1","0","2.625","3","1030028","0","8","28","0"
"0","0","4.056","4","0","0","3","1030029","1","0","29","0"
"0","0","0","2","vo_minigame_1005","0","3","1030030","0","0","30","vo_minigame_1005_nikki03_006"
"383","0","0","1","0","2.728","3","1030031","0","9","31","0"
"0","0","3.023","4","0","0","3","1030032","1","0","32","0"
"104","0","0","1","0","0.91","3","1030033","0","10","33","0"
"0","0","1.977","4","0","0","3","1030034","1","0","34","0"
"0","0","0","2","vo_minigame_1005","0","3","1030035","0","0","35","vo_minigame_1005_nikki03_007"
"245","104","0","1","0","0.558","3","1030036","0","10","36","0"
"0","0","0.973","4","0","0","3","1030037","1","0","37","0"
"392","245","0","1","0","1.35","3","1030038","0","10","38","0"
"0","0","2.103","4","0","0","3","1030039","1","0","39","0"
"0","0","0","2","vo_minigame_1005","0","3","1030040","0","0","40","vo_minigame_1005_nikki03_008"
"150","0","0","1","0","0.935","3","1030041","0","11","41","0"
"0","0","2.435","4","0","0","3","1030042","1","0","42","0"
"0","0","1","4","0","0","4","1040001","3","0","1","0"
"0","0","0","2","vo_minigame_1005","0","4","1040002","0","0","2","vo_minigame_1005_nikki04_000"
"222","0","0","1","0","1.597","4","1040003","0","1","3","0"
"0","0","1.881","4","0","0","4","1040004","1","0","4","0"
"239","0","0","1","0","1.46","4","1040005","0","2","5","0"
"0","0","2.457","4","0","0","4","1040006","1","0","6","0"
"0","0","0","2","vo_minigame_1005","0","4","1040007","0","0","7","vo_minigame_1005_nikki04_001"
"184","0","0","1","0","1.208","4","1040008","0","3","8","0"
"0","0","1.578","4","0","0","4","1040009","1","0","9","0"
"303","184","0","1","0","0.673","4","1040010","0","3","10","0"
"0","0","1.009","4","0","0","4","1040011","1","0","11","0"
"370","303","0","1","0","0.65","4","1040012","0","3","12","0"
"0","0","0.729","4","0","0","4","1040013","1","0","13","0"
"182","0","0","1","0","0.976","4","1040014","0","4","14","0"
"0","0","1.993","4","0","0","4","1040015","1","0","15","0"
"0","0","0","2","vo_minigame_1005","0","4","1040016","0","0","16","vo_minigame_1005_nikki04_002"
"242","182","0","1","0","0.396","4","1040017","0","4","17","0"
"0","0","0.864","4","0","0","4","1040018","1","0","18","0"
"360","242","0","1","0","0.74","4","1040019","0","4","19","0"
"0","0","1.855","4","0","0","4","1040020","1","0","20","0"
"0","0","0","2","vo_minigame_1005","0","4","1040021","0","0","21","vo_minigame_1005_nikki04_003"
"84","0","0","1","0","0.437","4","1040022","0","5","22","0"
"0","0","0.497","4","0","0","4","1040023","1","0","23","0"
"289","84","0","1","0","1.776","4","1040024","0","5","24","0"
"0","0","2.233","4","0","0","4","1040025","1","0","25","0"
"163","0","0","1","0","1.29","4","1040026","0","6","26","0"
"0","0","1.638","4","0","0","4","1040027","1","0","27","0"
"400","163","0","1","0","1.137","4","1040028","0","6","28","0"
"0","0","2.3","4","0","0","4","1040029","1","0","29","0"
"0","0","0","2","vo_minigame_1005","0","4","1040030","0","0","30","vo_minigame_1005_nikki04_004"
"65","0","0","1","0","0.336","4","1040031","0","7","31","0"
"0","0","0.826","4","0","0","4","1040032","1","0","32","0"
"203","65","0","1","0","1.223","4","1040033","0","7","33","0"
"0","0","1.223","4","0","0","4","1040034","1","0","34","0"
"325","203","0","1","0","0.994","4","1040035","0","7","35","0"
"0","0","1.487","4","0","0","4","1040036","1","0","36","0"
"312","0","0","1","0","0.89","4","1040037","0","8","37","0"
"0","0","1.567","4","0","0","4","1040038","1","0","38","0"
"0","0","0","2","vo_minigame_1005","0","4","1040039","0","0","39","vo_minigame_1005_nikki04_005"
"151","0","0","1","0","0.74","4","1040040","0","9","40","0"
"0","0","1.731","4","0","0","4","1040041","1","0","41","0"
"0","0","0","2","vo_minigame_1005","0","4","1040042","0","0","42","vo_minigame_1005_nikki04_006"
"278","0","0","1","0","1.937","4","1040043","0","10","43","0"
"0","0","2.435","4","0","0","4","1040044","1","0","44","0"
"66","0","0","1","0","0.822","4","1040045","0","11","45","0"
"0","0","1.376","4","0","0","4","1040046","1","0","46","0"
"203","66","0","1","0","0.576","4","1040047","0","11","47","0"
"0","0","0.923","4","0","0","4","1040048","1","0","48","0"
"353","203","0","1","0","0.785","4","1040049","0","11","49","0"
"0","0","2.285","4","0","0","4","1040050","1","0","50","0"
"0","0","1","4","0","0","5","1050001","3","0","1","0"
"0","0","0","2","vo_minigame_1005","0","5","1050002","0","0","2","vo_minigame_1005_nikki05_000"
"183","0","0","1","0","1.419","5","1050003","0","1","3","0"
"0","0","1.662","4","0","0","5","1050004","1","0","4","0"
"265","0","0","1","0","1.614","5","1050005","0","2","5","0"
"0","0","2.394","4","0","0","5","1050006","1","0","6","0"
"0","0","0","2","vo_minigame_1005","0","5","1050007","0","0","7","vo_minigame_1005_nikki05_001"
"394","0","0","1","0","2.658","5","1050008","0","3","8","0"
"0","0","3.202","4","0","0","5","1050009","1","0","9","0"
"0","0","0","2","vo_minigame_1005","0","5","1050010","0","0","10","vo_minigame_1005_nikki05_002"
"298","0","0","1","0","1.745","5","1050011","0","4","11","0"
"0","0","2.545","4","0","0","5","1050012","1","0","12","0"
"0","0","0","2","vo_minigame_1005","0","5","1050013","0","0","13","vo_minigame_1005_nikki05_003"
"84","0","0","1","0","0.964","5","1050014","0","5","14","0"
"0","0","1.34","4","0","0","5","1050015","1","0","15","0"
"394","84","0","1","0","1.919","5","1050016","0","5","16","0"
"0","0","2.719","4","0","0","5","1050017","1","0","17","0"
"0","0","0","2","vo_minigame_1005","0","5","1050018","0","0","18","vo_minigame_1005_nikki05_004"
"103","0","0","1","0","0.434","5","1050019","0","6","19","0"
"0","0","0.903","4","0","0","5","1050020","1","0","20","0"
"250","103","0","1","0","0.8","5","1050021","0","6","21","0"
"0","0","0.8","4","0","0","5","1050022","1","0","22","0"
"25","0","0","1","0","0.262","5","1050023","0","7","23","0"
"0","0","0.968","4","0","0","5","1050024","1","0","24","0"
"309","25","0","1","0","2.473","5","1050025","0","7","25","0"
"0","0","3.315","4","0","0","5","1050026","1","0","26","0"
"0","0","0","2","vo_minigame_1005","0","5","1050027","0","0","27","vo_minigame_1005_nikki05_005"
"28","0","0","1","0","0.509","5","1050028","0","8","28","0"
"0","0","0.988","4","0","0","5","1050029","1","0","29","0"
"364","28","0","1","0","1.775","5","1050030","0","8","30","0"
"0","0","2.507","4","0","0","5","1050031","1","0","31","0"
"0","0","0","2","vo_minigame_1005","0","5","1050032","0","0","32","vo_minigame_1005_nikki05_006"
"201","0","0","1","0","1.139","5","1050033","0","9","33","0"
"0","0","2.066","4","0","0","5","1050034","1","0","34","0"
"0","0","0","2","vo_minigame_1005","0","5","1050035","0","0","35","vo_minigame_1005_nikki05_007"
"60","0","0","1","0","0.665","5","1050036","0","10","36","0"
"0","0","1.144","4","0","0","5","1050037","1","0","37","0"
"282","60","0","1","0","1.389","5","1050038","0","10","38","0"
"0","0","1.789","4","0","0","5","1050039","1","0","39","0"
"376","282","0","1","0","0.823","5","1050040","0","10","40","0"
"0","0","2.023","4","0","0","5","1050041","1","0","41","0"
