6209cd75da998a8bb494119937f7aef10683e3ae21f83c04025912c00ad70792,fc8c1c070311ebc3d39649f7122381df4fcd88c31a6252f2fc7d26d9265169ce,49de326b7d7e5d42f7914e3550dc18161d6155deefbfbe886c4a1ddc7005fbcc,0fff51fea43f62c62248bc34ede319321aff19b2f4578d00c21d7ba21ea720c8,26cec753152c9df73d845b75a3d0568ba10fb68699a26cb77c6a382d83b01d1d,96cabd8eefa194ebd5b862111c51b2cdedc554bb03c5e8f057ab6ece4010f78e,f36da5b51476cc4a8170d3568fef3b8bbd1ae712afb9734e6f5c8dd5db6b2a1f,df1cd9cde182747b7da6c007e7a225c7c4d07be840d4f6c47f3977e6e3d6976a,b3e0b5e95624baa22342a1a04ccac3c51f001a11d61718e314d0fa67c563f19c,17dbb2cdefe1a5cec99ebc473b4ed9a00830e6a948716a7bc90ec687194328e9,99d25b9c014c5905d61a298633700224fb3f265f811a0c0f7264d339468e1cba,13aa8657c5da03c4651491c2c52ab6e167d7c3e92d5f4a1cbfffddf599fe57bd,4d1aff19b30e45b2367f7d1bd0fdbe2b46fbd440b8ac2a0a81a307d73faab534,918c1669425e8337b681dd8ca23b9cd799a96358c4a78cd2e52e5101a5bbb175,13049bbcad33b9a5ad6e6cffb902e9c28a6cea2f8a513a94a310b94ed980e4a4,5670cc6fe8417fed16131572687b66f15eb44208ea1604a483fef72975c8a9b6,3462dcc8596964fdbc4a5bb877232ab48df13a690f69d64d8b30ebc6959d102a,b0a99796b4c8bfedbd781bde1191b55724caf6a92a5f838ca43f239a6f15a4a8,94fbee9ccd05f3fb2b0c79fa8c76a7ba0fa8b560cb14daa7f0c3ea84a6221aea,7ed6d4750066339a29798bb6001e88b9c013cf493e8b838d1a0f861e9a61cabf,582da823066e3c011b5eca1e7138ee5a7bf80f52eedc9a7d0d8f950051bb0f8f,6acd376ba13a911b7d375383cf6bf21772f4bfaf78ee312e7827e75cf0684c10
"bgm_M64","1","1","0","-120","101161","10040101","250","10","-30","1004","-480","1","-30","0.6","1","1","0.8","101161","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10040102","0","10","0","1004","-260","1","-30","0.75","1","2","1.2","101161","1","0","200"
"bgm_M64","1","3","-15","55","101161","10040103","100","0","-10","1004","-20","1","-30","0.9","1","3","1.4","101161","1","-30","200"
"bgm_M64","1","4","0","-30","101161","10040104","0","0","0","1004","180","1","-30","0.9","1","4","1.3","101161","1","-30","200"
"bgm_M55","1","5","-40","-60","101162","10040105","200","0","-30","1004","470","1","-30","0.9","1","5","1.2","101162","0.9","-50","250"
"bgm_M64","1","1","0","-120","101161","10050101","250","10","-30","1005","-480","1","-30","0.6","1","1","0.8","101171","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10050102","0","10","0","1005","-260","1","-30","0.75","1","2","1.2","101171","1","0","200"
"bgm_M64","1","3","-15","45","101161","10050103","100","0","-10","1005","-20","1","-30","0.9","1","3","1.4","101171","1","-30","200"
"bgm_M64","1","4","0","-70","101161","10050104","0","0","0","1005","190","1","-30","0.7","1","4","1","101171","1","0","200"
"bgm_M55","1","5","-40","-25","101162","10050105","200","0","0","1005","445","1","-30","1","1","5","1.3","101172","1","-30","240"
"bgm_M64","1","1","0","-120","101161","10060101","250","10","-30","1006","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-100","101161","10060102","0","10","0","1006","-260","1","-30","0.75","1","2","1.2","101191","1","0","200"
"bgm_M64","1","3","-15","65","101161","10060103","100","0","-10","1006","-10","1","-30","0.8","1","3","1.1","101191","1","0","200"
"bgm_M64","1","4","0","-110","101161","10060104","0","0","0","1006","190","1","-30","0.8","1","4","1.2","101191","1","0","200"
"bgm_M55","1","5","0","-70","101162","10060105","270","-10","-45","1006","485","1","-30","0.9","1","5","1.15","101192","1","-50","280"
"bgm_M64","1","1","0","-120","101161","10070101","250","10","-30","1007","-480","1","-30","0.6","1","1","0.8","101201","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10070102","120","10","0","1007","-260","1","-30","0.9","1","2","1.2","101201","1","0","240"
"bgm_M64","1","3","-15","65","101161","10070103","100","0","-10","1007","-10","1","-30","0.8","1","3","1.1","101201","1","0","200"
"bgm_M64","1","4","0","-110","101161","10070104","100","0","0","1007","190","1","-30","0.9","1","4","1.2","101201","1","0","200"
"bgm_M55","1","5","-20","-30","101162","10070105","270","10","-45","1007","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-120","101161","10080101","250","10","-30","1008","-480","1","-30","0.6","1","1","0.8","101291","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10080102","120","10","0","1008","-260","1","-30","0.9","1","2","1.2","101291","1","0","240"
"bgm_M64","1","3","-15","65","101161","10080103","100","0","-10","1008","-40","1","-30","0.8","1","3","1.1","101291","1","0","200"
"bgm_M64","1","4","0","-110","101161","10080104","100","0","0","1008","150","1","-30","0.9","1","4","1.3","101291","1.3","0","200"
"bgm_M55","1","5","-20","-15","101162","10080105","45","30","30","1008","490","1","-30","1.1","1","5","1.45","101292","1.3","15","230"
"bgm_M64","1","1","0","-120","101161","10090101","250","10","-30","1009","-480","1","-30","0.6","1","1","0.8","101301","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10090102","120","10","0","1009","-260","1","-30","0.75","1","2","1.2","101301","1","0","200"
"bgm_M64","1","3","-15","100","101161","10090103","100","0","-10","1009","-50","1","-30","1.55","1","3","2.3","101301","2.2","0","200"
"bgm_M64","1","4","0","-100","101161","10090104","100","0","0","1009","180","1","-30","1","1","4","1.3","101301","1.3","15","200"
"bgm_M55","1","5","-20","-55","101162","10090105","200","10","-30","1009","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","-130","101161","10100101","170","10","-30","1010","-450","1","-30","0.575","1","1","1","101441","0.9","-25","210"
"bgm_M64","1","2","0","-120","101161","10100102","120","10","0","1010","-250","1","-30","0.75","1","2","1.2","101441","1","0","200"
"bgm_M64","1","3","-15","50","101161","10100103","100","0","-10","1010","-10","1","-30","0.8","1","3","1.1","101441","1","0","200"
"bgm_M64","1","4","0","-100","101161","10100104","0","0","0","1010","180","1","-30","0.9","1","4","1.3","101441","1","-30","200"
"bgm_M55","1","5","-20","-70","101162","10100105","200","10","-30","1010","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","270"
"bgm_M64","1","1","0","-130","101451","10110101","170","10","-30","1011","-450","1","-30","0.575","1","1","1","101451","0.9","-25","210"
"bgm_M64","1","2","0","-120","101451","10110102","120","10","0","1011","-250","1","-30","0.75","1","2","1.2","101451","1","0","200"
"bgm_M64","1","3","-15","50","101451","10110103","100","0","-10","1011","-20","1","-30","0.9","1","3","1.4","101451","1","-30","200"
"bgm_M64","1","4","0","-100","101451","10110104","100","0","0","1011","200","1","-30","0.65","1","4","0.9","101451","0.8","20","220"
"bgm_M55","1","5","0","-70","101452","10110105","200","0","-50","1011","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","-130","101451","10120101","170","10","-30","1012","-450","1","-30","0.575","1","1","1","101561","0.9","-25","210"
"bgm_M64","1","2","0","-120","101451","10120102","120","0","0","1012","-240","1","-30","0.9","1","2","1.2","101561","1","0","240"
"bgm_M64","1","3","-5","60","101451","10120103","100","5","-10","1012","-30","1","-30","0.6","1","3","0.9","101561","0.8","0","200"
"bgm_M64","1","4","0","-100","101451","10120104","100","0","0","1012","180","1","-30","0.9","1","4","1.5","101561","1.2","-30","200"
"bgm_M55","1","5","0","-70","101452","10120105","400","0","-50","1012","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-120","101001","10130101","250","10","-30","1013","-480","1","-30","0.6","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-120","101001","10130102","0","10","0","1013","-260","1","-30","0.75","1","2","1.2","101001","1","0","200"
"bgm_M64","1","3","-13","0","101001","10130103","100","0","-10","1013","-40","1","-30","0.7","1","3","1.1","101001","1","0","200"
"bgm_M64","1","4","0","-50","101001","10130104","0","0","0","1013","240","1","-30","0.7","1","4","1.2","101001","1","0","200"
"bgm_M55","1","5","0","-40","101011","10130105","200","0","0","1013","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","-130","101041","10140101","170","10","-30","1014","-450","1","-30","0.575","1","1","1","101041","0.9","-25","210"
"bgm_M64","1","2","0","-120","101041","10140102","120","10","0","1014","-250","1","-30","0.75","1","2","1.2","101041","1","0","200"
"bgm_M64","1","3","-15","100","101041","10140103","100","0","-10","1014","-50","1","-30","1.55","1","3","2.3","101041","2.2","0","200"
"bgm_M64","1","4","0","-70","101041","10140104","0","0","0","1014","190","1","-30","0.7","1","4","1","101041","1","0","200"
"bgm_M55","1","5","0","0","101042","10140105","200","0","0","1014","440","1","-30","1.4","1","5","1.8","101042","1.6","0","250"
"bgm_M64","1","1","0","-125","101161","10150101","250","10","-30","1015","-470","1","-30","0.6","1","1","0.8","101041","0.7","0","210"
"bgm_M64","1","2","0","-95","101161","10150102","120","10","0","1015","-210","1","-30","0.75","1","2","1.2","101041","1","0","200"
"bgm_M64","1","3","-15","-120","101161","10150103","100","0","-10","1015","50","1","-30","0.9","1","3","1.4","101041","1","-30","200"
"bgm_M64","1","4","0","35","101162","10150104","150","0","0","1015","195","1","-30","0.7","1","4","1","101041","1","43","200"
"bgm_M55","1","5","0","-55","101161","10150105","150","0","0","1015","450","1","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-120","101451","10160101","250","10","0","1016","-480","1","-30","0.6","1","1","0.8","101161","0.85","0","210"
"bgm_M64","1","2","0","-100","101451","10160102","0","10","0","1016","-260","1","-30","0.75","1","2","1.2","101161","1.1","0","200"
"bgm_M64","1","3","-15","65","101451","10160103","100","0","-10","1016","-10","1","-30","0.8","1","3","1.1","101161","1","0","200"
"bgm_M64","1","4","0","-110","101451","10160104","0","0","0","1016","190","1","-30","0.8","1","4","1","101161","0.85","0","200"
"bgm_M55","1","5","0","-70","101452","10160105","270","-10","-45","1016","485","1","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-120","101171","10170101","200","10","-30","1017","-480","1","-30","0.6","1","1","0.8","101171","0.7","0","210"
"bgm_M64","1","2","0","-120","101171","10170102","200","10","0","1017","-260","1","-30","0.6","1","2","1","101171","0.7","0","240"
"bgm_M64","1","3","-15","65","101171","10170103","200","0","-10","1017","-10","1","-30","0.9","1","3","1.4","101171","1","-30","200"
"bgm_M64","1","4","0","-110","101171","10170104","200","0","0","1017","190","1","-30","0.9","1","4","1.3","101171","1","-30","200"
"bgm_M55","1","5","-20","-30","101172","10170105","200","10","0","1017","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-120","101171","10180101","100","10","-30","1018","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-100","101171","10180102","100","10","0","1018","-260","1","-30","0.8","1","2","1.2","101191","1","0","200"
"bgm_M64","1","3","-5","65","101171","10180103","100","5","-10","1018","-10","1","-30","0.6","1","3","0.9","101191","0.8","0","200"
"bgm_M64","1","4","-30","-110","101171","10180104","100","0","0","1018","190","1","-30","0.9","1","4","1.2","101191","1","0","200"
"bgm_M55","1","5","0","-70","101172","10180105","100","-10","-45","1018","485","1","-30","1.1","1","5","1.3","101192","1","-50","280"
"bgm_M64","1","1","0","-120","101161","10190101","100","10","0","1019","-480","1","-30","0.6","1","1","0.8","101201","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10190102","100","10","0","1019","-260","1","-30","0.75","1","2","1.2","101201","1.1","0","240"
"bgm_M64","1","3","-15","65","101161","10190103","100","0","-10","1019","-10","1","-30","0.8","1","3","1.1","101201","1","0","200"
"bgm_M64","1","4","0","-110","101161","10190104","100","0","0","1019","190","1","-30","0.7","1","4","1","101201","1","43","200"
"bgm_M55","1","5","-20","-30","101162","10190105","100","10","-45","1019","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-120","101161","10200101","100","10","0","1020","-480","1","-30","0.6","1","1","0.8","101291","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10200102","100","10","0","1020","-260","1","-30","0.75","1","2","1.2","101291","1.1","0","240"
"bgm_M64","1","3","-15","65","101161","10200103","100","0","-10","1020","-40","1","-30","0.8","1","3","1.1","101291","1","0","200"
"bgm_M64","1","4","0","-110","101161","10200104","100","0","0","1020","150","1","-30","0.8","1","4","1.5","101291","1","-30","200"
"bgm_M55","1","5","-20","-15","101162","10200105","100","30","30","1020","490","1","-30","1.1","1","5","1.45","101292","1","15","230"
"bgm_M64","1","1","0","-120","101161","10210101","100","10","-30","1021","-480","1","-30","0.58","1","1","0.8","101301","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10210102","100","10","0","1021","-260","1","-30","0.9","1","2","1.2","101301","1","0","200"
"bgm_M64","1","3","0","100","101161","10210103","200","-10","-10","1021","-50","1","-30","0.93","1","3","1.4","101301","1","-30","200"
"bgm_M64","1","4","0","-100","101161","10210104","100","0","0","1021","180","1","-30","0.9","1","4","1.3","101301","1.3","15","200"
"bgm_M55","1","5","-20","-55","101162","10210105","100","10","-30","1021","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","-130","101161","10220101","100","10","0","1022","-450","1","-30","0.575","1","1","0.8","101441","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10220102","100","10","0","1022","-250","1","-30","0.75","1","2","1.2","101441","1.1","0","200"
"bgm_M64","1","3","-15","50","101161","10220103","100","0","-10","1022","-10","1","-30","0.8","1","3","1.2","101441","1.1","0","200"
"bgm_M64","1","4","0","-100","101161","10220104","100","0","0","1022","180","1","-30","0.9","1","4","1.3","101441","1.3","15","200"
"bgm_M55","1","5","-20","-70","101162","10220105","100","10","-30","1022","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","230"
"bgm_M64","1","1","0","-130","101451","10230101","100","10","-30","1023","-450","1","-30","0.58","1","1","0.8","101451","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10230102","100","10","0","1023","-250","1","-30","0.9","1","2","1.2","101451","1","0","200"
"bgm_M64","1","3","-15","50","101451","10230103","100","0","-10","1023","-20","1","-30","0.9","1","3","1.4","101451","1","-30","200"
"bgm_M64","1","4","0","-100","101451","10230104","100","0","0","1023","200","1","-30","0.8","1","4","1","101451","0.85","0","200"
"bgm_M55","1","5","0","-70","101452","10230105","100","0","-50","1023","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","-130","101451","10240101","100","10","-30","1024","-450","1","-30","0.58","1","1","0.8","101561","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10240102","100","0","0","1024","-240","1","-30","0.75","1","2","1.2","101561","1.1","0","240"
"bgm_M64","1","3","-5","60","101451","10240103","100","5","-10","1024","-30","1","-30","0.65","1","3","1.1","101561","1","0","200"
"bgm_M64","1","4","0","-100","101451","10240104","100","0","0","1024","180","1","-30","0.7","1","4","1.2","101561","1","0","200"
"bgm_M55","1","5","0","-70","101452","10240105","400","0","-50","1024","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-120","101451","10250101","100","10","-30","1025","-480","1","-30","0.58","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10250102","100","10","0","1025","-260","1","-30","0.75","1","2","1.2","101001","1.1","0","200"
"bgm_M64","1","3","-13","0","101451","10250103","100","0","-10","1025","-40","1","-30","0.6","1","3","0.9","101001","0.8","0","200"
"bgm_M64","1","4","0","-50","101451","10250104","100","0","0","1025","240","1","-30","0.8","1","4","1.5","101001","1","-30","200"
"bgm_M55","1","5","0","-40","101452","10250105","100","0","0","1025","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","-130","101021","10260101","170","10","-30","1026","-450","1","-30","0.575","1","1","1","101021","0.9","-25","210"
"bgm_M64","1","2","0","-120","101021","10260102","120","10","0","1026","-250","1","-30","0.75","1","2","1.2","101021","1","0","200"
"bgm_M64","1","3","-15","100","101021","10260103","100","0","-10","1026","-50","1","-30","1.55","1","3","2.3","101021","2.2","0","200"
"bgm_M64","1","4","0","-70","101021","10260104","150","0","0","1026","190","1","-30","0.7","1","4","1","101021","1","43","200"
"bgm_M55","1","5","0","0","101031","10260105","200","0","0","1026","440","1","-30","1.4","1","5","1.8","101031","1.6","0","220"
"bgm_M64","1","1","0","-125","101161","10270101","250","10","-30","1027","-470","1","-30","0.6","1","1","0.8","101041","0.7","0","210"
"bgm_M64","1","2","0","-95","101161","10270102","120","10","0","1027","-210","1","-30","0.75","1","2","1.2","101041","1","0","200"
"bgm_M64","1","3","-15","-120","101161","10270103","100","10","-10","1027","50","1","-30","0.75","1","3","1.2","101041","1","-10","200"
"bgm_M64","1","4","0","35","101162","10270104","100","0","0","1027","195","1","-30","0.7","1","4","1.1","101041","1","20","200"
"bgm_M55","1","5","0","-55","101161","10270105","150","0","0","1027","450","1.3","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-120","101161","10280101","250","10","0","1028","-480","1","-30","0.6","1","1","0.8","101161","0.85","0","210"
"bgm_M64","1","2","0","-100","101161","10280102","0","10","0","1028","-260","1","-30","0.75","1","2","1.2","101161","1.1","0","200"
"bgm_M64","1","3","-5","65","101161","10280103","100","5","-10","1028","-10","1","-30","0.65","1","3","1.1","101161","1","0","200"
"bgm_M64","1","4","0","-110","101161","10280104","100","0","0","1028","190","1","-30","0.9","1","4","1.35","101161","1.3","0","200"
"bgm_M55","1","5","-40","-70","101162","10280105","270","-10","-45","1028","485","1.3","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-120","101171","10290101","200","10","-30","1029","-480","1","-30","0.6","1","1","0.8","101171","0.7","0","210"
"bgm_M64","1","2","0","-120","101171","10290102","200","10","0","1029","-260","1","-30","0.6","1","2","1","101171","0.7","0","240"
"bgm_M64","1","3","-15","65","101171","10290103","200","0","-10","1029","-10","1","-30","0.9","1","3","1.4","101171","1","-30","200"
"bgm_M64","1","4","0","-110","101171","10290104","200","0","0","1029","190","1","-30","0.9","1","4","1.3","101171","1","-30","200"
"bgm_M55","1","5","-20","-30","101172","10290105","200","10","0","1029","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-120","101171","10300101","100","10","-30","1030","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-100","101171","10300102","100","10","0","1030","-260","1","-30","0.8","1","2","1.2","101191","1","0","200"
"bgm_M64","1","3","-5","65","101171","10300103","100","5","-10","1030","-10","1","-30","0.6","1","3","0.9","101191","0.8","0","200"
"bgm_M64","1","4","0","-110","101171","10300104","100","0","0","1030","190","1","-30","0.9","1","4","1.2","101191","1","0","200"
"bgm_M55","1.2","5","0","-70","101172","10300105","200","-10","-45","1030","485","1","-30","1.1","1","5","1.3","101192","1","-50","280"
"bgm_M64","1","1","0","-120","101161","10310101","100","10","0","1031","-480","1","-30","0.6","1","1","0.8","101201","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10310102","100","10","0","1031","-260","1","-30","0.75","1","2","1.2","101201","1.1","0","240"
"bgm_M64","1","3","-15","65","101161","10310103","100","0","-10","1031","-10","1","-30","0.8","1","3","1.1","101201","1","0","200"
"bgm_M64","1","4","0","-110","101161","10310104","100","0","0","1031","190","1","-30","0.7","1","4","1","101201","1","43","200"
"bgm_M55","1","5","-20","-30","101162","10310105","100","10","-45","1031","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-120","101291","10320101","100","10","0","1032","-480","1","-30","0.6","1","1","0.8","101291","0.85","0","210"
"bgm_M64","1","2","0","-120","101291","10320102","100","10","0","1032","-260","1","-30","0.75","1","2","1.2","101291","1.1","0","240"
"bgm_M64","1","3","-15","65","101291","10320103","100","0","-10","1032","-40","1","-30","0.9","1","3","1.3","101291","1","0","200"
"bgm_M64","1","4","0","-110","101291","10320104","100","0","0","1032","150","1","-30","0.8","1","4","1.3","101291","1","-30","200"
"bgm_M55","1","5","-20","-15","101292","10320105","100","30","30","1032","490","1","-30","1.1","1","5","1.45","101292","1","15","230"
"bgm_M64","1","1","0","-120","101301","10330101","100","10","-30","1033","-480","1","-30","0.58","1","1","0.8","101301","0.7","0","210"
"bgm_M64","1","2","0","-120","101301","10330102","100","10","0","1033","-260","1","-30","0.9","1","2","1.2","101301","1","0","200"
"bgm_M64","1","3","0","100","101301","10330103","200","-10","-10","1033","-50","1","-30","0.93","1","3","1.4","101301","1","-30","200"
"bgm_M64","1","4","0","-100","101301","10330104","100","0","0","1033","100","1","-30","0.9","1","4","1.3","101301","1","15","200"
"bgm_M55","1","5","-20","-55","101302","10330105","100","10","-30","1033","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","-130","101161","10340101","100","10","0","1034","-450","1","-30","0.575","1","1","0.8","101441","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10340102","200","10","0","1034","-250","1","-30","0.75","1","2","1","101441","0.7","0","200"
"bgm_M64","1","3","-15","50","101161","10340103","100","0","-10","1034","-10","1","-30","0.8","1","3","1.2","101441","1.1","0","200"
"bgm_M64","1","4","0","-100","101161","10340104","150","0","0","1034","180","1","-30","0.9","1","4","1","101441","1","43","200"
"bgm_M55","1","5","-20","-70","101162","10340105","100","10","-30","1034","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","230"
"bgm_M64","1","1","0","-130","101451","10350101","100","10","-30","1035","-450","1","-30","0.58","1","1","0.8","101451","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10350102","100","10","0","1035","-250","1","-30","0.9","1","2","1.2","101451","1","0","200"
"bgm_M64","1","3","-15","50","101451","10350103","100","0","-10","1035","-20","1","-30","0.9","1","3","1.4","101451","1","-30","200"
"bgm_M64","1","4","0","-100","101451","10350104","100","0","0","1035","200","1","-30","0.8","1","4","1","101451","0.85","0","200"
"bgm_M55","1.2","5","0","-70","101452","10350105","100","0","-50","1035","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","-130","101451","10360101","100","10","-30","1036","-450","1","-30","0.58","1","1","0.8","101561","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10360102","100","0","0","1036","-240","1","-30","0.75","1","2","1.2","101561","1.1","0","240"
"bgm_M64","1","3","-5","60","101451","10360103","100","5","-10","1036","-30","1","-30","0.65","1","3","1.1","101561","1","0","200"
"bgm_M64","1","4","0","-100","101451","10360104","100","0","0","1036","180","1","-30","1.1","1","4","1.2","101561","1","0","200"
"bgm_M55","1.4","5","0","-70","101452","10360105","400","0","-50","1036","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-120","101451","10370101","100","10","-30","1037","-480","1","-30","0.58","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10370102","100","10","0","1037","-260","1","-30","0.75","1","2","1.2","101001","1.1","0","200"
"bgm_M64","1.4","3","-13","0","101451","10370103","150","0","-60","1037","-40","1","-30","0.6","1","3","0.9","101001","0.55","-50","200"
"bgm_M64","1","4","0","-50","101451","10370104","100","0","0","1037","240","1","-30","0.8","1","4","1.3","101001","1","-30","200"
"bgm_M55","1.2","5","0","-40","101452","10370105","100","0","0","1037","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","-110","101021","10380101","170","10","-30","1038","-450","1","-30","0.575","1","1","1","101021","0.9","-25","210"
"bgm_M64","1","2","0","-120","101021","10380102","120","10","0","1038","-250","1","-30","0.75","1","2","1.2","101021","1","0","200"
