3a90184c7f2dbf87e15bbf08ceac425401b6bd7bb1161cc03a9de89575591a1f,1faea94893284aa97172267504745eb2815bafb636128a79bb1b0f542ecc8899,c8e40d74e8eb1e5cf255073206fbb4cbfa7c301377cfbaa1d883c27b9727fda6,3ac72fc46250e8852c4d91d0cf0ae721986c9e17c88c05d71c2b1f707abab9cf,3d19f7f415b6c112b36223aa3d581661ce8bc1d4740cc30810d95716505a0ea6,c4e656c9ec9fdccee5fa2b9c5fa801da2ee5ab20f39e310f6807df3bcace631e
"0","240021","0","10000","1","2999132"
"0","240031","0","10000","1","2999133"
"0","240041","0","4000","14","2"
"0","240042","0","4000","14","4"
"0","240051","0","2000","14","3"
"0","240052","0","2000","14","5"
"0","250011","0","2000","14","110"
"0","250021","0","2000","14","1"
"0","250031","0","100000","1","2999139"
"0","250032","0","100000","1","2999140"
"0","250033","0","100000","1","2999141"
"0","250034","0","100000","1","2999142"
"0","250035","0","100000","1","2999143"
"0","250041","0","100000","1","2999154"
"0","250042","0","100000","1","2999155"
"0","250043","0","100000","1","2999156"
"0","250044","0","100000","1","2999157"
"0","250045","0","100000","1","2999158"
"0","250051","0","10000","1","2999165"
"0","300011","0","10000","14","104"
"0","310011","0","15","14","14"
"0","310021","0","30000","1","2999119"
"0","310031","0","30000","1","2999120"
"0","310041","0","6","14","16"
"0","310051","0","3000","1","2999101"
"0","310061","0","100","14","14"
"0","320011","0","6000","14","105"
"0","320021","0","15000","1","2999123"
"0","320031","0","15000","1","2999126"
"0","320041","0","3000","1","2999127"
"0","320051","0","3000","1","2999128"
"0","320061","0","2500","1","2999192"
"0","330011","0","3000","1","2999129"
"0","330021","0","3000","14","100"
"0","330022","0","3000","14","101"
"0","330031","0","9000","14","107"
"0","330041","0","3000","14","6"
"0","330042","0","3000","14","7"
"0","330051","0","30","14","9"
"0","330061","0","50000","14","107"
"0","330062","0","50","14","9"
"0","340011","0","9000","14","108"
"0","340021","0","15000","1","2999132"
"0","340031","0","15000","1","2999133"
"0","340041","0","6000","14","2"
"0","340042","0","6000","14","4"
"0","340051","0","3000","14","3"
"0","340052","0","3000","14","5"
"0","340061","0","5000","1","2999191"
"0","350011","0","3000","14","110"
"0","350021","0","3000","14","1"
"0","350031","0","150000","1","2999144"
"0","350032","0","150000","1","2999145"
"0","350033","0","150000","1","2999146"
"0","350034","0","150000","1","2999147"
"0","350035","0","150000","1","2999148"
"0","350041","0","150000","1","2999159"
"0","350042","0","150000","1","2999160"
"0","350043","0","150000","1","2999161"
"0","350044","0","150000","1","2999162"
"0","350045","0","150000","1","2999163"
"0","350051","0","15000","1","2999166"
"0","350061","0","10000","14","1"
"0","400011","0","1500","14","1"
"0","400012","0","1500","14","102"
"0","400013","0","1500","14","103"
"0","400021","0","5000","14","104"
"0","400031","0","0","8","10"
"0","400041","0","5000","14","100"
"0","400042","0","5000","14","101"
"0","400043","0","-2500","14","6"
"0","400044","0","-2500","14","7"
"0","400051","0","1","2","40005"
"1","500011","25","400","14","2"
"1","500012","25","400","14","4"
"0","500021","0","0","12","0"
"30","500031","10000","1","14","107"
"0","500041","0","2500","1","2999130"
"0","500051","0","1","3","50005"
