232af049d2e1cc10a32e5c8d40fa5a1f9d7f9227dc1d4bb02da6ec12cac66a4c,e683ad9e4795da8ac3a181ae38cabee1122fd1a003165300cd2ba3c304fa085f,d7201aad026764ef55f9a6d054915b6da1b7e6aa4a5e96200d6b40338d4abb03,e82fda16c4cdefaf255dae162fa8c77d300ffbd9b083cbbf43d6ec7697c8b5f7,c19304b5d90a390d45caeb2092f12fc6a5edb437e421e4adfc596192948485b4,580fed5c29a14b6a6ff29bfa469cc079a72535cf49ae5550c12dd6db9dff5892,b3466fc94fc9fc8541a1f2797cbe932c79be047126ea4758ccbf32adba254231,07663363309d0f3e68c575f668ea537a0bf501733f8947fb177889c150bd5928
"12531","7","45","0","0","0","0","3"
"12541","7","60","0","0","0","0","3"
"12551","7","75","0","0","0","0","3"
"12611","101","1","0","0","0","0","5"
"12621","101","2","0","0","0","0","5"
"12631","101","3","0","0","0","0","5"
"12711","3","42","0","0","0","0","3"
"12721","3","84","0","0","0","0","3"
"12731","3","126","0","0","0","0","3"
"12741","3","168","0","0","0","0","3"
"12751","3","210","0","0","0","0","3"
"12811","5","38","0","0","0","0","4"
"12821","5","76","0","0","0","0","4"
"12831","5","114","0","0","0","0","4"
"12841","5","152","0","0","0","0","4"
"12851","5","190","0","0","0","0","4"
"12911","1","48","0","0","0","0","1"
"12921","1","96","0","0","0","0","1"
"12931","1","144","0","0","0","0","1"
"12941","1","192","0","0","0","0","1"
"12951","1","240","0","0","0","0","1"
"13011","5","44","0","0","0","0","2"
"13021","5","88","0","0","0","0","2"
"13031","5","132","0","0","0","0","2"
"13041","5","176","0","0","0","0","2"
"13051","5","220","0","0","0","0","2"
"13111","6","20","0","0","0","0","4"
"13121","6","40","0","0","0","0","4"
"13131","6","60","0","0","0","0","4"
"13141","6","80","0","0","0","0","4"
"13151","6","100","0","0","0","0","4"
"13211","2","90","0","0","0","0","5"
"13221","2","180","0","0","0","0","5"
"13231","2","270","0","0","0","0","5"
"13241","2","360","0","0","0","0","5"
"13251","2","450","0","0","0","0","5"
"13311","101","1","0","0","0","0","1"
"13321","101","2","0","0","0","0","1"
"13331","101","3","0","0","0","0","1"
"13411","101","1","0","0","0","0","4"
"13511","1","62","0","0","0","0","5"
"13521","1","124","0","0","0","0","5"
"13531","1","186","0","0","0","0","5"
"13541","1","248","0","0","0","0","5"
"13551","1","310","0","0","0","0","5"
"13611","4","92","0","0","0","0","1"
"13621","4","184","0","0","0","0","1"
"13631","4","276","0","0","0","0","1"
"13641","4","368","0","0","0","0","1"
"13651","4","460","0","0","0","0","1"
"13711","5","40","0","0","0","0","5"
"13721","5","80","0","0","0","0","5"
"13731","5","120","0","0","0","0","5"
"13741","5","160","0","0","0","0","5"
"13751","5","200","0","0","0","0","5"
"13811","5","42","5","3","2","4","1"
"13821","5","84","5","3","2","4","1"
"13831","5","126","5","3","2","4","1"
"13841","5","168","5","3","2","4","1"
"13851","5","210","5","3","2","4","1"
"13911","6","20","0","0","0","0","3"
"13921","6","40","0","0","0","0","3"
"13931","6","60","0","0","0","0","3"
"13941","6","80","0","0","0","0","3"
"13951","6","100","0","0","0","0","3"
"14011","5","40","0","0","0","0","4"
"14021","5","80","0","0","0","0","4"
"14031","5","120","0","0","0","0","4"
"14041","5","160","0","0","0","0","4"
"14051","5","200","0","0","0","0","4"
"14111","3","40","0","0","0","0","1"
"14121","3","80","0","0","0","0","1"
"14131","3","120","0","0","0","0","1"
"14141","3","160","0","0","0","0","1"
"14151","3","200","0","0","0","0","1"
"14211","2","94","0","0","0","0","2"
"14221","2","188","0","0","0","0","2"
"14231","2","282","0","0","0","0","2"
"14241","2","376","0","0","0","0","2"
"14251","2","470","0","0","0","0","2"
"14311","1","62","0","0","0","0","4"
"14321","1","124","0","0","0","0","4"
"14331","1","186","0","0","0","0","4"
"14341","1","248","0","0","0","0","4"
"14351","1","310","0","0","0","0","4"
"14411","2","92","0","0","0","0","5"
"14421","2","184","0","0","0","0","5"
"14431","2","276","0","0","0","0","5"
"14441","2","368","0","0","0","0","5"
"14451","2","460","0","0","0","0","5"
"14511","7","20","0","0","0","0","1"
"14521","7","40","0","0","0","0","1"
"14531","7","60","0","0","0","0","1"
"14541","7","80","0","0","0","0","1"
"14551","7","100","0","0","0","0","1"
"14611","5","46","0","0","0","0","2"
"14621","5","92","0","0","0","0","2"
"14631","5","138","0","0","0","0","2"
"14641","5","184","0","0","0","0","2"
"14651","5","230","0","0","0","0","2"
"14711","101","1","0","0","0","0","3"
"14721","101","2","0","0","0","0","3"
"14811","101","1","0","0","0","0","4"
"14821","101","2","0","0","0","0","4"
"14911","1","50","0","0","0","0","3"
"14921","1","100","0","0","0","0","3"
"14931","1","150","0","0","0","0","3"
"14941","1","200","0","0","0","0","3"
"14951","1","250","0","0","0","0","3"
"15011","5","42","0","0","0","0","5"
"15021","5","84","0","0","0","0","5"
"15031","5","126","0","0","0","0","5"
"15041","5","168","0","0","0","0","5"
"15051","5","210","0","0","0","0","5"
"15111","5","44","0","0","0","0","1"
"15121","5","88","0","0","0","0","1"
"15131","5","132","0","0","0","0","1"
"15141","5","176","0","0","0","0","1"
"15151","5","220","0","0","0","0","1"
"15211","100","1","0","0","0","0","1"
"15311","101","1","0","0","0","0","2"
"15321","101","2","0","0","0","0","2"
"15411","2","94","0","0","0","0","3"
"15421","2","188","0","0","0","0","3"
"15431","2","282","0","0","0","0","3"
"15441","2","376","0","0","0","0","3"
"15451","2","470","0","0","0","0","3"
"15511","5","42","0","0","0","0","4"
