ca0f89da484ac868f902673107f756f188cc2fd6bffa558d3315afe86c5e9200,48565c9a701c3791efc080ae9f1645dee3f60075557e657385ca8fdf9408e117,866910e3afd7ce7f31ac29f90af414b5ecdb3078edddec96ec607c0a555841b7,cab9919050789b351d4947b79271e8eef6c21c2c321147990d7776409eb8cc7a,ae2c5f29ee73392bf92bca320ebc1f453c517383b13987f35ef8abf1c8252b11,dce15bb88b86a2ba4daee953a39cf9c8505595c89d117ebd887f41b546b4c258,0cf5cb863bb0f12d23a2f18a794637235ac83bedd87bd19328723fbcc7581640,8a858eab0bd00f195ffc800a4691007481292de086847dfd9cf4444c2c6df01b
"710018804","710018802","710018801","710000188","710601881","710018803","100","710018805"
"710018904","710018902","710018901","710000189","710601891","710018903","100","710018905"
"710019002","710019003","710019001","710000190","710601901","710019004","100","710019005"
"710019103","710019104","710019102","710000191","710701911","710019101","100","710019105"
"710019203","710019204","710019202","710000192","710701921","710019201","100","710019205"
"710019303","710019304","710019302","710000193","710701931","710019301","100","710019305"
"710019403","710019404","710019402","710000194","710701941","710019401","100","710019405"
"710019503","710019504","710019502","710000195","710701951","710019501","100","710019505"
"710019603","710019604","710019602","710000196","710701961","710019601","100","710019605"
"710019703","710019704","710019702","710000197","710701971","710019701","100","710019705"
"710019803","710019804","710019802","710000198","710701981","710019801","100","710019805"
"710019903","710019904","710019902","710000199","710701991","710019901","100","710019905"
"710020003","710020004","710020002","710000200","710702001","710020001","100","710020005"
"710020103","710020104","710020102","710000201","710702011","710020101","100","710020105"
"710020203","710020204","710020202","710000202","710702021","710020201","100","710020205"
"710020303","710020304","710020302","710000203","710702031","710020301","100","710020305"
"710020403","710020404","710020402","710000204","710702041","710020401","100","710020405"
"710020503","710020504","710020502","710000205","710702051","710020501","100","710020505"
"710020603","710020604","710020602","710000206","710702061","710020601","100","710020605"
"710020703","710020704","710020702","710000207","710702071","710020701","100","710020705"
"710020803","710020804","710020802","710000208","710702081","710020801","100","710020805"
"710020903","710020904","710020902","710000209","710702091","710020901","100","710020905"
"710021003","710021004","710021002","710000210","710702101","710021001","100","710021005"
"710021103","710021104","710021102","710000211","710802111","710021101","100","710021105"
"710021203","710021204","710021202","710000212","710802121","710021201","100","710021205"
"710021303","710021304","710021302","710000213","710802131","710021301","100","710021305"
"710021403","710021404","710021402","710000214","710802141","710021401","100","710021405"
"710021503","710021504","710021502","710000215","710802151","710021501","100","710021505"
"710021603","710021604","710021602","710000216","710802161","710021601","100","710021605"
"710021703","710021704","710021702","710000217","710802171","710021701","100","710021705"
"710021803","710021804","710021802","710000218","710802181","710021801","100","710021805"
"710021903","710021904","710021902","710000219","710802191","710021901","100","710021905"
"710022001","710022004","710022003","710000220","710802201","710022002","100","0"
"710022103","710022104","710022102","710000221","710802211","710022101","100","710022105"
"710022203","710022204","710022202","710000222","710802221","710022201","100","710022205"
"710022303","710022304","710022302","710000223","710802231","710022301","100","710022305"
"710022403","710022404","710022402","710000224","710802241","710022401","100","710022405"
"710022503","710022504","710022502","710000225","710802251","710022501","100","710022505"
"710022603","710022604","710022602","710000226","710802261","710022601","100","710022605"
"710022703","710022704","710022702","710000227","710802271","710022701","100","710022705"
"710022803","710022804","710022802","710000228","710802281","710022801","100","710022805"
"710022903","710022904","710022902","710000229","710802291","710022901","100","710022905"
"710023001","710023004","710023002","710000230","710802301","710023003","100","0"
"710023103","710023104","710023102","710000231","710902311","710023101","100","710023105"
"710023203","710023204","710023202","710000232","710902321","710023201","100","710023205"
"710023303","710023304","710023302","710000233","710902331","710023301","100","710023305"
"710023403","710023404","710023402","710000234","710902341","710023401","100","710023405"
"710023503","710023504","710023502","710000235","710902351","710023501","100","710023505"
"710023603","710023604","710023602","710000236","710902361","710023601","100","710023605"
"710023703","710023704","710023702","710000237","710902371","710023701","100","710023705"
"710023803","710023804","710023802","710000238","710902381","710023801","100","710023805"
"710023903","710023904","710023902","710000239","710902391","710023901","100","710023905"
"710024003","710024004","710024002","710000240","710902401","710024001","100","0"
"710024103","710024104","710024102","710000241","710902411","710024101","100","710024105"
"710024203","710024204","710024202","710000242","710902421","710024201","100","710024205"
"710024303","710024304","710024302","710000243","710902431","710024301","100","710024305"
"710024403","710024404","710024402","710000244","710902441","710024401","100","710024405"
"710024503","710024504","710024502","710000245","710902451","710024501","100","710024505"
"710024603","710024604","710024602","710000246","710902461","710024601","100","710024605"
"710024703","710024704","710024702","710000247","710902471","710024701","100","710024705"
"710024803","710024804","710024802","710000248","710902481","710024801","100","710024805"
"710024903","710024904","710024902","710000249","710902491","710024901","100","710024905"
"710025003","710025004","710025002","710000250","710902501","710025001","100","0"
"710025103","710025104","710025102","710000251","711002511","710025101","100","710025105"
"710025203","710025204","710025202","710000252","711002521","710025201","100","710025205"
"710025303","710025304","710025302","710000253","711002531","710025301","100","710025305"
"710025403","710025404","710025402","710000254","711002541","710025401","100","710025405"
"710025503","710025504","710025502","710000255","711002551","710025501","100","710025505"
"710025603","710025604","710025602","710000256","711002561","710025601","100","710025605"
"710025703","710025704","710025702","710000257","711002571","710025701","100","710025705"
"710025803","710025804","710025802","710000258","711002581","710025801","100","710025805"
"710025903","710025904","710025902","710000259","711002591","710025901","100","710025905"
"710026003","710026004","710026002","710000260","711002601","710026001","100","0"
"710026103","710026104","710026102","710000261","711002611","710026101","100","710026105"
"710026203","710026204","710026202","710000262","711002621","710026201","100","710026205"
"710026303","710026304","710026301","710000263","711002631","710026302","100","710026305"
"710026403","710026404","710026402","710000264","711002641","710026401","100","710026405"
"710026504","710026503","710026502","710000265","711002651","710026501","100","710026505"
"710026603","710026604","710026602","710000266","711002661","710026601","100","710026605"
"710026703","710026704","710026702","710000267","711002671","710026701","100","710026705"
"710026803","710026804","710026802","710000268","711002681","710026801","100","710026805"
"710026903","710026904","710026902","710000269","711002691","710026901","100","710026905"
"710027003","710027004","710027002","710000270","711002701","710027001","100","710027005"
"710027104","710027103","710027102","710000271","711102711","710027101","100","710027105"
"710027203","710027205","710027202","710000272","711102721","710027201","100","710027204"
"710027303","710027304","710027302","710000273","711102731","710027301","100","710027305"
"710027403","710027404","710027402","710000274","711102741","710027401","100","710027405"
"710027502","710027504","710027503","710000275","711102751","710027501","100","710027505"
"710027604","710027603","710027601","710000276","711102761","710027602","100","710027605"
"710027704","710027703","710027702","710000277","711102771","710027701","100","710027705"
"710027803","710027804","710027802","710000278","711102781","710027801","100","710027805"
"710027904","710027905","710027901","710000279","711102791","710027901","100","710027902"
"710028003","710028004","710028002","710000280","711102801","710028001","100","0"
"710028103","710028104","710028102","710000281","711102811","710028101","100","710028105"
"710028202","710028204","710028203","710000282","711102821","710028201","100","710028205"
"710028301","710028302","710028304","710000283","711102831","710028303","100","710028305"
"710028404","710028403","710028402","710000284","711102841","710028401","100","710028405"
"710028504","710028502","710028501","710000285","711102851","710028503","100","710028505"
"710028602","710028605","710028603","710000286","711102861","710028601","100","710028604"
"710028704","710028702","710028703","710000287","711102871","710028701","100","710028705"
"710028802","710028804","710028803","710000288","711102881","710028801","100","710028805"
"710028904","710028903","710028902","710000289","711102891","710028901","100","710028905"
"710029003","710029004","710029002","710000290","711102901","710029001","100","710029005"
"710029104","710029103","710029102","710000291","711202911","710029101","100","710029105"
"710029204","710029203","710029202","710000292","711202921","710029201","100","710029205"
"710029303","710029304","710029302","710000293","711202931","710029301","100","710029305"
"710029403","710029404","710029402","710000294","711202941","710029401","100","710029405"
"710029503","710029504","710029502","710000295","711202951","710029501","100","710029505"
"710029603","710029604","710029602","710000296","711202961","710029601","100","710029605"
"710029703","710029704","710029702","710000297","711202971","710029701","100","710029705"
"710029804","710029803","710029802","710000298","711202981","710029801","100","710029805"
"710029905","710029902","710029904","710000299","711202991","710029901","100","710029903"
"710030003","710030001","710030002","710000300","711203001","710030004","100","0"
"710030104","710030103","710030102","710000301","711203011","710030101","100","710030105"
"710030204","710030202","710030203","710000302","711203021","710030201","100","710030205"
"710030304","710030302","710030303","710000303","711203031","710030301","100","710030305"
"710030403","710030404","710030402","710000304","711203041","710030401","100","710030405"
"710030504","710030502","710030501","710000305","711203051","710030503","100","710030505"
"710030603","710030604","710030601","710000306","711203061","710030602","100","710030605"
"710030704","710030702","710030703","710000307","711203071","710030701","100","710030705"
"710030803","710030804","710030802","710000308","711203081","710030801","100","710030805"
"710030903","710030904","710030902","710000309","711203091","710030901","100","710030905"
"710031002","710031003","710031001","710000310","711203101","710031004","100","710031005"
"710031102","710031103","710031104","710000311","711303111","710031101","100","710031105"
"710031203","710031204","710031202","710000312","711303121","710031201","100","710031205"
"710031304","710031303","710031302","710000313","711303131","710031301","100","710031305"
"710031404","710031403","710031402","710000314","711303141","710031401","100","710031405"
"710031502","710031504","710031503","710000315","711303151","710031501","100","710031505"
"710031604","710031603","710031601","710000316","711303161","710031602","100","710031605"
"710031704","710031703","710031702","710000317","711303171","710031701","100","710031705"
"710031803","710031805","710031801","710000318","711303181","710031802","100","710031804"
"710031902","710031905","710031904","710000319","711303191","710031901","100","710031903"
"710032003","710032004","710032002","710000320","711303201","710032001","100","0"
"710032103","710032104","710032102","710000321","711303211","710032101","100","710032105"
"710032204","710032202","710032203","710000322","711303221","710032201","100","710032205"
"710032302","710032304","710032301","710000323","711303231","710032303","100","710032305"
"710032404","710032403","710032402","710000324","711303241","710032401","100","710032405"
"710032501","710032502","710032504","710000325","711303251","710032503","100","710032505"
"710032603","710032604","710032602","710000326","711303261","710032601","100","710032605"
"710032702","710032704","710032703","710000327","711303271","710032701","100","710032705"
"710032804","710032803","710032801","710000328","711303281","710032802","100","710032805"
"710032903","710032904","710032902","710000329","711303291","710032901","100","710032905"
"710033005","710033004","710033002","710000330","711303301","710033001","100","710033003"
"710033102","710033104","710033101","710000331","711403311","710033103","100","710033105"
"710033204","710033202","710033201","710000332","711403321","710033203","100","710033205"
"710033302","710033304","710033301","710000333","711403331","710033303","100","710033305"
"710033404","710033402","710033403","710000334","711403341","710033401","100","710033405"
"710033501","710033502","710033504","710000335","711403351","710033503","100","710033505"
"710033602","710033604","710033601","710000336","711403361","710033603","100","710033605"
"710033702","710033704","710033701","710000337","711403371","710033703","100","710033705"
"710033801","710033802","710033804","710000338","711403381","710033803","100","710033805"
"710033901","710033902","710033904","710000339","711403391","710033903","100","710033905"
"710034003","710034002","710034005","710000340","711403401","710034001","100","0"
"710034101","710034102","710034104","710000341","711403411","710034103","100","710034105"
"710034204","710034202","710034201","710000342","711403421","710034203","100","710034205"
"710034304","710034302","710034301","710000343","711403431","710034303","100","710034305"
"710034404","710034402","710034401","710000344","711403441","710034403","100","710034405"
"710034501","710034502","710034503","710000345","711403451","710034503","100","710034504"
"710034604","710034602","710034601","710000346","711403461","710034603","100","710034605"
"710034704","710034702","710034701","710000347","711403471","710034703","100","710034705"
"710034804","710034802","710034801","710000348","711403481","710034803","100","710034805"
"710034904","710034902","710034901","710000349","711403491","710034903","100","710034905"
"710035002","710035003","710035001","710000350","711403501","710035004","100","710035005"
"710035104","710035102","710035103","710000351","711503511","710035101","100","710035105"
"710035204","710035202","710035201","710000352","711503521","710035203","100","710035205"
"710035304","710035305","710035301","710000353","711503531","710035303","100","710035302"
"710035404","710035402","710035401","710000354","711503541","710035403","100","710035405"
"710035502","710035504","710035501","710000355","711503551","710035503","100","710035505"
"710035604","710035602","710035601","710000356","711503561","710035603","100","710035605"
"710035704","710035705","710035703","710000357","711503571","710035701","100","710035702"
"710035804","710035802","710035801","710000358","711503581","710035803","100","710035805"
"710035904","710035905","710035901","710000359","711503591","710035903","100","710035902"
"710036002","710036003","710036001","710000360","711503601","710036004","100","710036005"
"710036104","710036105","710036101","710000361","711603611","710036103","100","710036102"
"710036204","710036202","710036201","710000362","711603621","710036203","100","710036205"
"710036304","710036305","710036301","710000363","711603631","710036303","100","710036302"
"710036402","710036404","710036401","710000364","711603641","710036403","100","710036405"
"710036501","710036502","710036504","710000365","711603651","710036503","100","710036505"
"710036602","710036604","710036601","710000366","711603661","710036603","100","710036605"
"710036702","710036704","710036703","710000367","711603671","710036701","100","710036705"
"710036801","710036802","710036804","710000368","711603681","710036803","100","710036805"
"710036901","710036902","710036904","710000369","711603691","710036903","100","710036905"
"710037002","710037003","710037004","710000370","711603701","710037001","100","710037005"
"710037104","710037102","710037103","710000371","711703711","710037101","100","710037105"
"710037204","710037202","710037203","710000372","711703721","710037201","100","710037205"
"710037304","710037302","710037301","710000373","711703731","710037303","100","710037305"
"710037404","710037402","710037401","710000374","711703741","710037403","100","710037405"
"710037504","710037502","710037501","710000375","711703751","710037503","100","710037505"
"710037604","710037602","710037601","710000376","711703761","710037603","100","710037605"
"710037702","710037704","710037701","710000377","711703771","710037703","100","710037705"
"710037804","710037802","710037801","710000378","711703781","710037803","100","710037805"
"710037904","710037902","710037901","710000379","711703791","710037903","100","710037905"
"710038005","710038003","710038004","710000380","711703801","710038001","100","710038002"
"710038104","710038105","710038101","710000381","711803811","710038103","100","710038102"
"710038204","710038201","710038203","710000382","711803821","710038203","100","710038202"
"710038304","710038302","710038301","710000383","711803831","710038303","100","710038305"
"710038404","710038402","710038401","710000384","711803841","710038403","100","710038405"
"710038504","710038502","710038501","710000385","711803851","710038503","100","710038505"
"710038604","710038602","710038601","710000386","711803861","710038603","100","710038605"
"710038704","710038702","710038701","710000387","711803871","710038703","100","710038705"
"710038804","710038802","710038803","710000388","711803881","710038801","100","710038805"
"710038902","710038904","710038903","710000389","711803891","710038901","100","710038905"
"710039002","710039003","710039004","710000390","711803901","710039001","100","710039005"
"710039104","710039105","710039101","710000391","711903911","710039103","100","710039102"
"710039204","710039202","710039201","710000392","711903921","710039203","100","710039205"
"710039301","710039302","710039304","710000393","711903931","710039303","100","710039305"
"710039404","710039402","710039401","710000394","711903941","710039403","100","710039405"
"710039501","710039502","710039504","710000395","711903951","710039503","100","710039505"
"710039602","710039604","710039601","710000396","711903961","710039603","100","710039605"
"710039702","710039704","710039701","710000397","711903971","710039703","100","710039705"
"710039804","710039802","710039801","710000398","711903981","710039803","100","710039805"
"710039901","710039905","710039904","710000399","711903991","710039903","100","710039902"
"710040005","710040003","710040001","710000400","711904001","710040004","100","710040002"
"710040104","710040102","710040101","710000401","712004011","710040103","100","710040105"
"710040204","710040205","710040201","710000402","712004021","710040203","100","710040202"
"710040301","710040302","710040304","710000403","712004031","710040303","100","710040305"
"710040401","710040402","710040404","710000404","712004041","710040403","100","710040405"
"710040502","710040504","710040501","710000405","712004051","710040503","100","710040505"
"710040601","710040602","710040604","710000406","712004061","710040603","100","710040605"
"710040704","710040702","710040703","710000407","712004071","710040701","100","710040705"
"710040802","710040804","710040801","710000408","712004081","710040803","100","710040805"
"710040901","710040902","710040904","710000409","712004091","710040903","100","710040905"
"710041005","710041003","710041001","710000410","712004101","710041004","100","710041002"
"710041102","710041104","710041101","710000411","712104111","710041103","100","710041105"
"710041204","710041202","710041203","710000412","712104121","710041201","100","710041205"
"710041301","710041302","710041304","710000413","712104131","710041303","100","710041305"
"710041401","710041405","710041404","710000414","712104141","710041403","100","710041402"
"710041501","710041502","710041504","710000415","712104151","710041503","100","710041505"
"710041604","710041602","710041601","710000416","712104161","710041603","100","710041605"
"710041702","710041704","710041701","710000417","712104171","710041703","100","710041705"
"710041804","710041802","710041803","710000418","712104181","710041801","100","710041805"
