dd3ebf5c85999f0c45cd10ba15583372f2689a1b4ed29c2d9a733088976b0f0b,ac8553fef45f6e23c883c5465061e32852601222a7589fff06d00ac654c94d2d,e921bc78887309188879e793534b1ccb47cface85585a858b605c726964de718,9b0b2de9ad502316f9dfaa3b771a4af73e50c30215f1a694a90fbdb6c05e58cb,599b5092539ac27c2f1a306830a252eefcfa5e4e32008506e9d0392986fc1c43,9e4d1151e609469486b5aedb6c01fc9d51a553ceeee38b56f8f96b79a670611e,88c1f640c169c886185e8a8b13211001430e108ec906857db43844cd89a57e90,b3476c5830b156bb6059a1e486876e147b65cbdab9ec5ed73652eb061abc437e,01fe2e732097fb3b58c05f754eb57f67e6fa6d970025e8bec1c38f8e5bfff37c,b59b31e2fbae450c8a179167dc36f92ff1ee834884749cef5e8957347afce89b,228c2b6feeb5e6b2fa1d56b812c639684ca2c7e29705014f3fcadf66f3eac8d9,0fe4c83cae65800acbd10e691c4abce339da084e8098ecfe85016e5e542e36a0,c75c88be249a0de5c1e9802f8f71250ca933e81c4771722d27a833a023675251,0cb8091f2fb3f7be10726981339c47e6430cae512896f61de1e15ad8e95729d7,e8641b04c01d5d28904b7c656728408511895650e83b0424ffd0978c5df97310,ebd5e00a1c5fbad0c82e1ba537e85b3b1e076ff51e42bb149bb90b09dd2ddcf2,fa3da458c71e4d77b685088ab57d90a70e46f122f1bfd8e9aac63ccba8df1d1f,8ce586c695306c63bb5bfd62b8948fc82094ad6c7a0f42c65288c32b8708081f,3f78fda27a70ef8da86a690885fea62f6d0410ee7fc46fa1816dcbaa656abe34,a49c8e07c7a67dcfd7c2a6a9255e4e6c2011d9dd176a3a75d42c42342ae69ad0,23d1410459aac3e43077c5a40cd166ca8333558e8c688c6ede1bbffa9f974039,fd3188cf8de2af617bc781450d9c0712ef8fed50d77eaf425094b6a419b43bff,876badba02fe376720fc005c1a4d76c3decb65e525c7135fff977096b17ad878,abecc3e3a5559aa31ea994f1599afa52ebecb9bf8cacf0bc7c6fb2955ec82083,a1dbdfc38f6481c77ddf8980538b2774d7246e1ef4e6b93aabbb0e8d603ffb3b,54533319b3f287781195096080be177abb43ee7a46456743601bef14c4137639,52f499f04323349bebcd7da217f6160c854db8fd9621606d293f74afdaae614c,65f0292f4bfaaf2fad96138297e32733aaa8ae3060b3d7418f30a611abcb672f,f559ceef6781575680221b29f15cd2827894a6177c7aa8e437037df2ce80c62b,66b500988f8869ef23b042096c95026e3ddd61e4cd595948736a388febf86858,2649e4fa3dc9d2fdb96120c6112d8b51f6571e6218246b39d79defff03f5ac07,06c7230a85bdb5ff445f1e78bd20edc3dc0632473d5de37aa1e5ab8b49c5da3e,c0fc9de842e28e18228401dea1aa4686112169637084cc042c202dfbd1650be4,0995f6b23527b22d49105d690a21e0f9e7a2859c18768e75f50c1bd0055f2d75,f066ed9580a83135c7a01757700e6a04f5ffecec36f01bccebdfbf2dbd22ca81,27af97ce0a150250b166bbedcac2fb30064262188dcde4ee859419d36b30476c,e1e8d4f9acd0e0f5e3a9945c124c8bc1da399ec3e81a52e1117d2df0bee035e6,6085f707396826b7870c291f84556b857ff2a9fabc2ae97355bac968f437042c,80ffc540394a6fac797050c0c0e69e32a128b15673b9232949cc8b4314da5556,2d1cd23cb84e889a1b3305d4f88dd0762dab4fa97a50e106b343db0d502b855e,dc69e21969555d70eb06f8d167c112a842ad05faa40b8a552d533e31e9598b93,a3b5d597fe8785887ea3b9f8efb7f0f5f4c692e3d32d66f111b4029b352d1b38,2911f93e1bf248926c86f64f3e1521ac19e7180c858f41b3e08e03311744a538,ff64d76a9279e9f0ba4781d1911805d36f05a1bb1bee31aabbf391ebd8da806a
"0","0","803100232","50","300000008","317600","50","0","0","0","50","150","無名的藝術","150","50","50","1","0","0","14","0","50","200","0","50","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","4000000","50","0","0"
"300","0","803100233","300","300000008","317500","0","0","0","0","200","2000","好朋友X","2000","300","300","1","0","0","25","0","300","400","0","200","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","8000000","300","0","0"
"0","0","803100234","300","300000008","317600","300","0","0","0","200","2000","無名的藝術","2000","300","300","1","0","0","35","0","300","400","0","200","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","8000000","300","0","0"
"500","0","803100235","500","300000008","317500","25","0","0","0","400","3000","好朋友X","3000","500","500","1","0","0","50","0","500","600","0","400","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","12000000","500","0","0"
"25","0","803100236","500","300000008","317600","500","0","0","0","400","3000","無名的藝術","3000","500","500","1","0","0","70","0","500","600","0","400","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","12000000","500","0","0"
"50","0","803100237","700","300000008","317700","700","0","0","0","500","3000","彌勒","3000","700","700","1","0","0","50","0","700","700","0","500","700","700","0","0","50","1","700","0","0","700","0","0","0","0","0","40000000","700","0","0"
"25","0","803100238","700","300000008","317800","700","0","0","0","200","3000","彌勒","3000","700","700","1","0","0","50","0","700","700","0","200","700","700","0","0","50","1","700","0","0","700","0","0","0","0","0","40000000","700","0","0"
"700","0","803100239","700","300000008","317900","700","0","0","0","200","10000","彌勒","10000","700","50","1","0","0","50","0","700","700","0","200","700","700","0","0","50","1","700","0","0","700","0","0","0","0","0","40000000","700","0","0"
"1000","0","803100251","1000","300000001","214501","1000","0","0","0","9999","1","爆裂敵人1","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100252","1000","300000001","214502","1000","0","0","0","9999","1","爆裂敵人2","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100253","1000","300000001","214503","1000","0","0","0","9999","1","爆裂敵人3","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100254","1000","300000001","214504","1000","0","0","0","9999","1","爆裂敵人4","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100255","1000","300000001","214505","1000","0","0","0","9999","1","爆裂敵人5","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100256","1000","300000001","214506","1000","0","0","0","9999","1","爆裂敵人6","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100257","1000","300000001","214507","1000","0","0","0","9999","1","爆裂敵人7","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100258","1000","300000001","214508","1000","0","0","0","9999","1","爆裂敵人8","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100259","1000","300000001","214509","1000","0","0","0","9999","1","爆裂敵人9","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100260","1000","300000001","214601","1000","0","0","0","9999","1","爆裂敵人10","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100261","1000","300000001","214602","1000","0","0","0","9999","1","爆裂敵人11","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100262","1000","300000001","214603","1000","0","0","0","9999","1","爆裂敵人12","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100263","1000","300000001","214604","1000","0","0","0","9999","1","爆裂敵人13","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100264","1000","300000001","214605","1000","0","0","0","9999","1","爆裂敵人14","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100265","1000","300000001","214606","1000","0","0","0","9999","1","爆裂敵人15","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100266","1000","300000001","214607","1000","0","0","0","9999","1","爆裂敵人16","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100267","1000","300000001","214608","1000","0","0","0","9999","1","爆裂敵人17","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100268","1000","300000001","214609","1000","0","0","0","9999","1","爆裂敵人18","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100269","1000","300000001","214701","1000","0","0","0","9999","1","爆裂敵人19","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100270","1000","300000001","214702","1000","0","0","0","9999","1","爆裂敵人20","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100271","1000","300000001","214703","1000","0","0","0","9999","1","爆裂敵人21","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
"1000","0","803100272","1000","300000001","214704","1000","0","0","0","9999","1","爆裂敵人22","1","1000","1000","1","0","0","0","0","1000","700","0","9999","1000","1000","0","0","0","1","1000","0","0","1000","0","0","0","0","0","99999999","1000","0","0"
