7d0347c34d265cedf0142654197065620832c13892c461e485d55fd7486f01c0,93c6d5e6c83d4fccbc170527e0e1f5bb7e27ce810eb81eecd2f5396a27845e63,9d543e557ba6839459c819a19d725dd0a9ded2924e3120e72f115a1c3f74cf13,ffeb570dd76ba0b4438ee85699052bd53d0a65817171f5ef89db23d1f7311828,9483a081603feafd60380250c66dba158ff3f731360de2065b88f4232efe4c5f
"1","72007002","22002","2","20007004"
"30","72007003","91002","8","20007005"
"1","72007003","22002","2","20007006"
"30","72007004","91002","8","20007007"
"1","72007004","22002","2","20007008"
"30","72007005","91002","8","20007009"
"1","72007005","22002","2","20007010"
"30","72007006","91002","8","20007011"
"1","72007006","22002","2","20007012"
"30","72007007","91002","8","20007013"
"1","72007007","22002","2","20007014"
"30","72007008","91002","8","20007015"
"1","72007008","22002","2","20007016"
"30","72007009","91002","8","20007017"
"1","72007009","22002","2","20007018"
"30","72007010","91002","8","20007019"
"1","72007010","22002","2","20007020"
"30","72007011","91002","8","20007021"
"1","72007011","22002","2","20007022"
"30","72007012","91002","8","20007023"
"1","72007012","22002","2","20007024"
"30","72007013","91002","8","20007025"
"1","72007013","22002","2","20007026"
"30","72007014","91002","8","20007027"
"1","72007014","22002","2","20007028"
"200","72007015","91002","8","20007029"
"1","72007015","22002","2","20007030"
"60","72007016","91002","8","20007031"
"2","72007016","22002","2","20007032"
"60","72007017","91002","8","20007033"
"2","72007017","22002","2","20007034"
"60","72007018","91002","8","20007035"
"2","72007018","22002","2","20007036"
"60","72007019","91002","8","20007037"
"2","72007019","22002","2","20007038"
"300","72007020","91002","8","20007039"
"2","72007020","22002","2","20007040"
"1","72007021","108201","1","20007041"
"10","72007022","31082","2","20007042"
"10","72007022","31022","2","20007043"
"10","72007023","31082","2","20007044"
"10","72007023","31022","2","20007045"
"30","72008001","91002","8","20008001"
"1","72008001","22002","2","20008002"
"30","72008002","91002","8","20008003"
"1","72008002","22002","2","20008004"
"30","72008003","91002","8","20008005"
"1","72008003","22002","2","20008006"
"30","72008004","91002","8","20008007"
"1","72008004","22002","2","20008008"
"30","72008005","91002","8","20008009"
"1","72008005","22002","2","20008010"
"30","72008006","91002","8","20008011"
"1","72008006","22002","2","20008012"
"30","72008007","91002","8","20008013"
"1","72008007","22002","2","20008014"
"30","72008008","91002","8","20008015"
"1","72008008","22002","2","20008016"
"30","72008009","91002","8","20008017"
"1","72008009","22002","2","20008018"
"30","72008010","91002","8","20008019"
"1","72008010","22002","2","20008020"
"30","72008011","91002","8","20008021"
"1","72008011","22002","2","20008022"
"30","72008012","91002","8","20008023"
"1","72008012","22002","2","20008024"
"30","72008013","91002","8","20008025"
"1","72008013","22002","2","20008026"
"30","72008014","91002","8","20008027"
"1","72008014","22002","2","20008028"
"200","72008015","91002","8","20008029"
"1","72008015","22002","2","20008030"
"60","72008016","91002","8","20008031"
"2","72008016","22002","2","20008032"
"60","72008017","91002","8","20008033"
"2","72008017","22002","2","20008034"
"60","72008018","91002","8","20008035"
"2","72008018","22002","2","20008036"
"60","72008019","91002","8","20008037"
"2","72008019","22002","2","20008038"
"300","72008020","91002","8","20008039"
"2","72008020","22002","2","20008040"
"5","72008021","31009","2","20008041"
"5","72008021","31051","2","20008042"
"5","72008022","31009","2","20008043"
"5","72008022","31051","2","20008044"
"10","72008023","31009","2","20008045"
"10","72008023","31051","2","20008046"
"30","72009001","91002","8","20009001"
"1","72009001","22002","2","20009002"
"30","72009002","91002","8","20009003"
"1","72009002","22002","2","20009004"
"30","72009003","91002","8","20009005"
"1","72009003","22002","2","20009006"
"30","72009004","91002","8","20009007"
"1","72009004","22002","2","20009008"
"30","72009005","91002","8","20009009"
"1","72009005","22002","2","20009010"
"30","72009006","91002","8","20009011"
"1","72009006","22002","2","20009012"
"30","72009007","91002","8","20009013"
"1","72009007","22002","2","20009014"
"30","72009008","91002","8","20009015"
"1","72009008","22002","2","20009016"
"30","72009009","91002","8","20009017"
"1","72009009","22002","2","20009018"
"30","72009010","91002","8","20009019"
"1","72009010","22002","2","20009020"
"30","72009011","91002","8","20009021"
"1","72009011","22002","2","20009022"
"30","72009012","91002","8","20009023"
"1","72009012","22002","2","20009024"
"30","72009013","91002","8","20009025"
"1","72009013","22002","2","20009026"
"30","72009014","91002","8","20009027"
"1","72009014","22002","2","20009028"
"200","72009015","91002","8","20009029"
"1","72009015","22002","2","20009030"
"60","72009016","91002","8","20009031"
"2","72009016","22002","2","20009032"
"60","72009017","91002","8","20009033"
"2","72009017","22002","2","20009034"
"60","72009018","91002","8","20009035"
"2","72009018","22002","2","20009036"
"60","72009019","91002","8","20009037"
"2","72009019","22002","2","20009038"
"300","72009020","91002","8","20009039"
"2","72009020","22002","2","20009040"
"1","72009021","108501","1","20009041"
"10","72009022","31085","2","20009042"
"10","72009022","31029","2","20009043"
"10","72009023","31085","2","20009044"
"10","72009023","31029","2","20009045"
"30","72010001","91002","8","20010001"
"1","72010001","22002","2","20010002"
"30","72010002","91002","8","20010003"
"1","72010002","22002","2","20010004"
"30","72010003","91002","8","20010005"
"1","72010003","22002","2","20010006"
"30","72010004","91002","8","20010007"
"1","72010004","22002","2","20010008"
"30","72010005","91002","8","20010009"
"1","72010005","22002","2","20010010"
"30","72010006","91002","8","20010011"
"1","72010006","22002","2","20010012"
"30","72010007","91002","8","20010013"
"1","72010007","22002","2","20010014"
"30","72010008","91002","8","20010015"
"1","72010008","22002","2","20010016"
"30","72010009","91002","8","20010017"
"1","72010009","22002","2","20010018"
"30","72010010","91002","8","20010019"
"1","72010010","22002","2","20010020"
"30","72010011","91002","8","20010021"
"1","72010011","22002","2","20010022"
"30","72010012","91002","8","20010023"
"1","72010012","22002","2","20010024"
"30","72010013","91002","8","20010025"
"1","72010013","22002","2","20010026"
"30","72010014","91002","8","20010027"
"1","72010014","22002","2","20010028"
"200","72010015","91002","8","20010029"
"1","72010015","22002","2","20010030"
"60","72010016","91002","8","20010031"
"2","72010016","22002","2","20010032"
"60","72010017","91002","8","20010033"
"2","72010017","22002","2","20010034"
"60","72010018","91002","8","20010035"
"2","72010018","22002","2","20010036"
"60","72010019","91002","8","20010037"
"2","72010019","22002","2","20010038"
"300","72010020","91002","8","20010039"
"2","72010020","22002","2","20010040"
"1","72010021","108901","1","20010041"
"10","72010022","31089","2","20010042"
"10","72010022","31002","2","20010043"
"10","72010023","31089","2","20010044"
"10","72010023","31002","2","20010045"
"30","72011001","91002","8","20011001"
"1","72011001","22002","2","20011002"
"30","72011002","91002","8","20011003"
"1","72011002","22002","2","20011004"
"30","72011003","91002","8","20011005"
"1","72011003","22002","2","20011006"
"30","72011004","91002","8","20011007"
"1","72011004","22002","2","20011008"
"30","72011005","91002","8","20011009"
"1","72011005","22002","2","20011010"
"30","72011006","91002","8","20011011"
"1","72011006","22002","2","20011012"
"30","72011007","91002","8","20011013"
"1","72011007","22002","2","20011014"
"30","72011008","91002","8","20011015"
"1","72011008","22002","2","20011016"
"30","72011009","91002","8","20011017"
"1","72011009","22002","2","20011018"
"30","72011010","91002","8","20011019"
"1","72011010","22002","2","20011020"
"30","72011011","91002","8","20011021"
"1","72011011","22002","2","20011022"
"30","72011012","91002","8","20011023"
"1","72011012","22002","2","20011024"
"30","72011013","91002","8","20011025"
"1","72011013","22002","2","20011026"
"30","72011014","91002","8","20011027"
"1","72011014","22002","2","20011028"
"200","72011015","91002","8","20011029"
"1","72011015","22002","2","20011030"
"60","72011016","91002","8","20011031"
"2","72011016","22002","2","20011032"
"60","72011017","91002","8","20011033"
"2","72011017","22002","2","20011034"
"60","72011018","91002","8","20011035"
"2","72011018","22002","2","20011036"
"60","72011019","91002","8","20011037"
"2","72011019","22002","2","20011038"
"300","72011020","91002","8","20011039"
"2","72011020","22002","2","20011040"
"1","72011021","109001","1","20011041"
"10","72011022","31090","2","20011042"
"10","72011022","31011","2","20011043"
"10","72011023","31090","2","20011044"
"10","72011023","31011","2","20011045"
"30","72012001","91002","8","20012001"
"1","72012001","22002","2","20012002"
"30","72012002","91002","8","20012003"
"1","72012002","22002","2","20012004"
"30","72012003","91002","8","20012005"
"1","72012003","22002","2","20012006"
"30","72012004","91002","8","20012007"
"1","72012004","22002","2","20012008"
"30","72012005","91002","8","20012009"
"1","72012005","22002","2","20012010"
"30","72012006","91002","8","20012011"
"1","72012006","22002","2","20012012"
"30","72012007","91002","8","20012013"
"1","72012007","22002","2","20012014"
"30","72012008","91002","8","20012015"
"1","72012008","22002","2","20012016"
"30","72012009","91002","8","20012017"
"1","72012009","22002","2","20012018"
"30","72012010","91002","8","20012019"
"1","72012010","22002","2","20012020"
"30","72012011","91002","8","20012021"
"1","72012011","22002","2","20012022"
"30","72012012","91002","8","20012023"
"1","72012012","22002","2","20012024"
"30","72012013","91002","8","20012025"
"1","72012013","22002","2","20012026"
"30","72012014","91002","8","20012027"
"1","72012014","22002","2","20012028"
"200","72012015","91002","8","20012029"
"1","72012015","22002","2","20012030"
"60","72012016","91002","8","20012031"
"2","72012016","22002","2","20012032"
"60","72012017","91002","8","20012033"
"2","72012017","22002","2","20012034"
"60","72012018","91002","8","20012035"
"2","72012018","22002","2","20012036"
"60","72012019","91002","8","20012037"
"2","72012019","22002","2","20012038"
"300","72012020","91002","8","20012039"
"2","72012020","22002","2","20012040"
"5","72012021","31043","2","20012041"
"5","72012021","31008","2","20012042"
"5","72012022","31043","2","20012043"
"5","72012022","31008","2","20012044"
"10","72012023","31043","2","20012045"
"10","72012023","31008","2","20012046"
"30","72013001","91002","8","20013001"
"1","72013001","22002","2","20013002"
"30","72013002","91002","8","20013003"
"1","72013002","22002","2","20013004"
"30","72013003","91002","8","20013005"
"1","72013003","22002","2","20013006"
"30","72013004","91002","8","20013007"
"1","72013004","22002","2","20013008"
"30","72013005","91002","8","20013009"
"1","72013005","22002","2","20013010"
"30","72013006","91002","8","20013011"
"1","72013006","22002","2","20013012"
"30","72013007","91002","8","20013013"
"1","72013007","22002","2","20013014"
"30","72013008","91002","8","20013015"
"1","72013008","22002","2","20013016"
"30","72013009","91002","8","20013017"
"1","72013009","22002","2","20013018"
"30","72013010","91002","8","20013019"
"1","72013010","22002","2","20013020"
"30","72013011","91002","8","20013021"
"1","72013011","22002","2","20013022"
"30","72013012","91002","8","20013023"
"1","72013012","22002","2","20013024"
"30","72013013","91002","8","20013025"
"1","72013013","22002","2","20013026"
"30","72013014","91002","8","20013027"
"1","72013014","22002","2","20013028"
"200","72013015","91002","8","20013029"
"1","72013015","22002","2","20013030"
"60","72013016","91002","8","20013031"
"2","72013016","22002","2","20013032"
"60","72013017","91002","8","20013033"
"2","72013017","22002","2","20013034"
"60","72013018","91002","8","20013035"
"2","72013018","22002","2","20013036"
"60","72013019","91002","8","20013037"
"2","72013019","22002","2","20013038"
"300","72013020","91002","8","20013039"
"2","72013020","22002","2","20013040"
"1","72013021","109301","1","20013041"
"10","72013022","31093","2","20013042"
"10","72013022","31018","2","20013043"
"10","72013023","31093","2","20013044"
"10","72013023","31018","2","20013045"
"30","72014001","91002","8","20014001"
"1","72014001","22002","2","20014002"
"30","72014002","91002","8","20014003"
"1","72014002","22002","2","20014004"
"30","72014003","91002","8","20014005"
"1","72014003","22002","2","20014006"
"30","72014004","91002","8","20014007"
"1","72014004","22002","2","20014008"
"30","72014005","91002","8","20014009"
"1","72014005","22002","2","20014010"
"30","72014006","91002","8","20014011"
"1","72014006","22002","2","20014012"
"30","72014007","91002","8","20014013"
"1","72014007","22002","2","20014014"
"30","72014008","91002","8","20014015"
"1","72014008","22002","2","20014016"
"30","72014009","91002","8","20014017"
"1","72014009","22002","2","20014018"
"30","72014010","91002","8","20014019"
"1","72014010","22002","2","20014020"
"30","72014011","91002","8","20014021"
"1","72014011","22002","2","20014022"
"30","72014012","91002","8","20014023"
"1","72014012","22002","2","20014024"
"30","72014013","91002","8","20014025"
"1","72014013","22002","2","20014026"
"30","72014014","91002","8","20014027"
"1","72014014","22002","2","20014028"
"200","72014015","91002","8","20014029"
"1","72014015","22002","2","20014030"
"60","72014016","91002","8","20014031"
"2","72014016","22002","2","20014032"
"60","72014017","91002","8","20014033"
"2","72014017","22002","2","20014034"
"60","72014018","91002","8","20014035"
"2","72014018","22002","2","20014036"
"60","72014019","91002","8","20014037"
"2","72014019","22002","2","20014038"
"300","72014020","91002","8","20014039"
"2","72014020","22002","2","20014040"
"5","72014021","31053","2","20014041"
"5","72014021","31045","2","20014042"
"5","72014022","31053","2","20014043"
"5","72014022","31045","2","20014044"
"10","72014023","31053","2","20014045"
"10","72014023","31045","2","20014046"
"30","72015001","91002","8","20015001"
"1","72015001","22002","2","20015002"
"30","72015002","91002","8","20015003"
"1","72015002","22002","2","20015004"
"30","72015003","91002","8","20015005"
"1","72015003","22002","2","20015006"
"30","72015004","91002","8","20015007"
"1","72015004","22002","2","20015008"
"30","72015005","91002","8","20015009"
"1","72015005","22002","2","20015010"
"30","72015006","91002","8","20015011"
"1","72015006","22002","2","20015012"
"30","72015007","91002","8","20015013"
"1","72015007","22002","2","20015014"
"30","72015008","91002","8","20015015"
"1","72015008","22002","2","20015016"
"30","72015009","91002","8","20015017"
"1","72015009","22002","2","20015018"
"30","72015010","91002","8","20015019"
"1","72015010","22002","2","20015020"
"30","72015011","91002","8","20015021"
"1","72015011","22002","2","20015022"
"30","72015012","91002","8","20015023"
"1","72015012","22002","2","20015024"
"30","72015013","91002","8","20015025"
"1","72015013","22002","2","20015026"
"30","72015014","91002","8","20015027"
"1","72015014","22002","2","20015028"
"200","72015015","91002","8","20015029"
"1","72015015","22002","2","20015030"
"60","72015016","91002","8","20015031"
"2","72015016","22002","2","20015032"
"60","72015017","91002","8","20015033"
"2","72015017","22002","2","20015034"
"60","72015018","91002","8","20015035"
"2","72015018","22002","2","20015036"
"60","72015019","91002","8","20015037"
"2","72015019","22002","2","20015038"
"300","72015020","91002","8","20015039"
"2","72015020","22002","2","20015040"
"1","72015021","110101","1","20015041"
"10","72015022","31101","2","20015042"
"10","72015022","31050","2","20015043"
"10","72015023","31101","2","20015044"
"10","72015023","31050","2","20015045"
"30","72016001","91002","8","20016001"
"1","72016001","22002","2","20016002"
"30","72016002","91002","8","20016003"
"1","72016002","22002","2","20016004"
"30","72016003","91002","8","20016005"
"1","72016003","22002","2","20016006"
"30","72016004","91002","8","20016007"
"1","72016004","22002","2","20016008"
"30","72016005","91002","8","20016009"
"1","72016005","22002","2","20016010"
"30","72016006","91002","8","20016011"
"1","72016006","22002","2","20016012"
"30","72016007","91002","8","20016013"
"1","72016007","22002","2","20016014"
"30","72016008","91002","8","20016015"
"1","72016008","22002","2","20016016"
"30","72016009","91002","8","20016017"
"1","72016009","22002","2","20016018"
"30","72016010","91002","8","20016019"
"1","72016010","22002","2","20016020"
"30","72016011","91002","8","20016021"
"1","72016011","22002","2","20016022"
"30","72016012","91002","8","20016023"
"1","72016012","22002","2","20016024"
"30","72016013","91002","8","20016025"
"1","72016013","22002","2","20016026"
"30","72016014","91002","8","20016027"
"1","72016014","22002","2","20016028"
"200","72016015","91002","8","20016029"
"1","72016015","22002","2","20016030"
"60","72016016","91002","8","20016031"
"2","72016016","22002","2","20016032"
"60","72016017","91002","8","20016033"
"2","72016017","22002","2","20016034"
"60","72016018","91002","8","20016035"
"2","72016018","22002","2","20016036"
"60","72016019","91002","8","20016037"
"2","72016019","22002","2","20016038"
"300","72016020","91002","8","20016039"
"2","72016020","22002","2","20016040"
"1","72016021","110501","1","20016041"
"10","72016022","31105","2","20016042"
"10","72016022","31014","2","20016043"
"10","72016023","31105","2","20016044"
"10","72016023","31014","2","20016045"
"1","72016024","1704","7","20016046"
"1","72016025","1705","7","20016047"
"1","72016026","1706","7","20016048"
"1","72016027","1707","7","20016049"
"30","72017001","91002","8","20017001"
"1","72017001","22002","2","20017002"
"30","72017002","91002","8","20017003"
"1","72017002","22002","2","20017004"
"30","72017003","91002","8","20017005"
"1","72017003","22002","2","20017006"
"30","72017004","91002","8","20017007"
"1","72017004","22002","2","20017008"
"30","72017005","91002","8","20017009"
"1","72017005","22002","2","20017010"
"30","72017006","91002","8","20017011"
"1","72017006","22002","2","20017012"
"30","72017007","91002","8","20017013"
"1","72017007","22002","2","20017014"
"30","72017008","91002","8","20017015"
"1","72017008","22002","2","20017016"
"30","72017009","91002","8","20017017"
"1","72017009","22002","2","20017018"
"30","72017010","91002","8","20017019"
"1","72017010","22002","2","20017020"
"30","72017011","91002","8","20017021"
"1","72017011","22002","2","20017022"
"30","72017012","91002","8","20017023"
"1","72017012","22002","2","20017024"
"30","72017013","91002","8","20017025"
"1","72017013","22002","2","20017026"
"30","72017014","91002","8","20017027"
"1","72017014","22002","2","20017028"
"200","72017015","91002","8","20017029"
"1","72017015","22002","2","20017030"
"60","72017016","91002","8","20017031"
"2","72017016","22002","2","20017032"
"60","72017017","91002","8","20017033"
"2","72017017","22002","2","20017034"
"60","72017018","91002","8","20017035"
"2","72017018","22002","2","20017036"
"60","72017019","91002","8","20017037"
"2","72017019","22002","2","20017038"
"300","72017020","91002","8","20017039"
"2","72017020","22002","2","20017040"
"5","72017021","31056","2","20017041"
"5","72017021","31040","2","20017042"
"5","72017022","31056","2","20017043"
"5","72017022","31040","2","20017044"
"10","72017023","31056","2","20017045"
"10","72017023","31040","2","20017046"
"30","72018001","91002","8","20018001"
"1","72018001","22002","2","20018002"
"30","72018002","91002","8","20018003"
"1","72018002","22002","2","20018004"
"30","72018003","91002","8","20018005"
"1","72018003","22002","2","20018006"
"30","72018004","91002","8","20018007"
"1","72018004","22002","2","20018008"
"30","72018005","91002","8","20018009"
"1","72018005","22002","2","20018010"
"30","72018006","91002","8","20018011"
"1","72018006","22002","2","20018012"
"30","72018007","91002","8","20018013"
"1","72018007","22002","2","20018014"
"30","72018008","91002","8","20018015"
"1","72018008","22002","2","20018016"
"30","72018009","91002","8","20018017"
"1","72018009","22002","2","20018018"
"30","72018010","91002","8","20018019"
"1","72018010","22002","2","20018020"
"30","72018011","91002","8","20018021"
"1","72018011","22002","2","20018022"
