ca08c4b0b24263252a7ab594d52f4e1cefce219c7d25e28bf91746fb815018a6,bd2ab119170d3c30b8e64337b117426ecd5f27f608f23814e5978c3b4b1b296b,53dc921a71aab7a1f4c40995b3bad64bee239df6c1e05c1e68332d54a80c2875,7e8118c44889a6b0039487d327d91c6636189713fff944d96c836e39c3b0a627,3a5a18cb8264924e085c3b6f550fc44d5e97cbd5d9c67861ac7e0656cf7a1375,ca74eefb8381b23df64d4ebe4521e12e27e06f8efc3e32d1a37043194db82718
"0","346","91002","8","99001184","30"
"1003","347","11001185","15","99001185","1"
"0","348","91002","8","99001185","30"
"1001","349","11001186","15","99001186","1"
"0","350","91002","8","99001186","30"
"1001","351","11001187","15","99001187","1"
"0","352","91002","8","99001187","30"
"1002","353","11001188","15","99001188","1"
"0","354","91002","8","99001188","30"
"1003","355","11001189","15","99001189","1"
"0","356","91002","8","99001189","30"
"1001","357","11001190","15","99001190","1"
"0","358","91002","8","99001190","30"
"1001","359","11001191","15","99001191","1"
"0","360","91002","8","99001191","30"
"1002","361","11001192","15","99001192","1"
"0","362","91002","8","99001192","30"
"1003","363","11001193","15","99001193","1"
"0","364","91002","8","99001193","30"
"1001","365","11001194","15","99001194","1"
"0","366","91002","8","99001194","30"
"1001","367","11001195","15","99001195","1"
"0","368","91002","8","99001195","30"
"1002","369","11001196","15","99001196","1"
"0","370","91002","8","99001196","30"
"1003","371","11001197","15","99001197","1"
"0","372","91002","8","99001197","30"
"1002","373","11001198","15","99001198","1"
"1003","374","11001199","15","99001199","1"
"1001","375","11001200","15","99001200","1"
"0","376","91002","8","99001200","30"
"1001","377","11001201","15","99001201","1"
"0","378","91002","8","99001201","30"
"1002","379","11001202","15","99001202","1"
"0","380","91002","8","99001202","30"
"1003","381","11001203","15","99001203","1"
"0","382","91002","8","99001203","30"
"1003","383","11001204","15","99001204","1"
"1001","384","11001205","15","99001205","1"
"0","385","91002","8","99001205","30"
"1001","386","11001206","15","99001206","1"
"0","387","91002","8","99001206","30"
"1002","388","11001207","15","99001207","1"
"0","389","91002","8","99001207","30"
"1003","390","11001208","15","99001208","1"
"0","391","91002","8","99001208","30"
"1001","392","11001209","15","99001209","1"
"0","393","91002","8","99001209","30"
"1001","394","11001210","15","99001210","1"
"0","395","91002","8","99001210","30"
"1002","396","11001211","15","99001211","1"
"0","397","91002","8","99001211","30"
"1003","398","11001212","15","99001212","1"
"0","399","91002","8","99001212","30"
"1001","400","11001213","15","99001213","1"
"0","401","91002","8","99001213","30"
"1001","402","11001214","15","99001214","1"
"0","403","91002","8","99001214","30"
"1002","404","11001215","15","99001215","1"
"0","405","91002","8","99001215","30"
"1003","406","11001216","15","99001216","1"
"0","407","91002","8","99001216","30"
"1001","408","11001217","15","99001217","1"
"0","409","91002","8","99001217","30"
"1001","410","11001218","15","99001218","1"
"0","411","91002","8","99001218","30"
"1002","412","11001219","15","99001219","1"
"0","413","91002","8","99001219","30"
"1003","414","11001220","15","99001220","1"
"0","415","91002","8","99001220","30"
"1001","416","11001221","15","99001221","1"
"0","417","91002","8","99001221","30"
"1001","418","11001222","15","99001222","1"
"0","419","91002","8","99001222","30"
"1002","420","11001223","15","99001223","1"
"0","421","91002","8","99001223","30"
"1003","422","11001224","15","99001224","1"
"0","423","91002","8","99001224","30"
"1001","424","11001225","15","99001225","1"
"0","425","91002","8","99001225","30"
"1001","426","11001226","15","99001226","1"
"0","427","91002","8","99001226","30"
"1002","428","11001227","15","99001227","1"
"0","429","91002","8","99001227","30"
"1003","430","11001228","15","99001228","1"
"0","431","91002","8","99001228","30"
"1001","432","11001229","15","99001229","1"
"0","433","91002","8","99001229","30"
"1001","434","11001230","15","99001230","1"
"0","435","91002","8","99001230","30"
"1002","436","11001231","15","99001231","1"
"0","437","91002","8","99001231","30"
"1003","438","11001232","15","99001232","1"
"0","439","91002","8","99001232","30"
"1001","440","11001233","15","99001233","1"
"0","441","91002","8","99001233","30"
"1001","442","11001234","15","99001234","1"
"0","443","91002","8","99001234","30"
"1002","444","11001235","15","99001235","1"
"0","445","91002","8","99001235","30"
"1003","446","11001236","15","99001236","1"
"0","447","91002","8","99001236","30"
"1001","448","11001237","15","99001237","1"
"0","449","91002","8","99001237","30"
"1001","450","11001238","15","99001238","1"
"0","451","91002","8","99001238","30"
"1002","452","11001239","15","99001239","1"
"0","453","91002","8","99001239","30"
"1003","454","11001240","15","99001240","1"
"0","455","91002","8","99001240","30"
"1001","456","11001241","15","99001241","1"
"0","457","91002","8","99001241","30"
"1001","458","11001242","15","99001242","1"
"0","459","91002","8","99001242","30"
"1002","460","11001243","15","99001243","1"
"0","461","91002","8","99001243","30"
"1003","462","11001244","15","99001244","1"
"0","463","91002","8","99001244","30"
"1001","464","11001245","15","99001245","1"
"0","465","91002","8","99001245","30"
"1001","466","11001246","15","99001246","1"
"0","467","91002","8","99001246","30"
"1002","468","11001247","15","99001247","1"
"0","469","91002","8","99001247","30"
"1003","470","11001248","15","99001248","1"
"0","471","91002","8","99001248","30"
"1003","472","11001249","15","99001249","1"
"1001","473","11001250","15","99001250","1"
"0","474","91002","8","99001250","30"
"1001","475","11001251","15","99001251","1"
"0","476","91002","8","99001251","30"
"1002","477","11001252","15","99001252","1"
"0","478","91002","8","99001252","30"
"1003","479","11001253","15","99001253","1"
"0","480","91002","8","99001253","30"
"1001","481","11001254","15","99001254","1"
"0","482","91002","8","99001254","30"
"1001","483","11001255","15","99001255","1"
"0","484","91002","8","99001255","30"
"1002","485","11001256","15","99001256","1"
"0","486","91002","8","99001256","30"
"1003","487","11001257","15","99001257","1"
"0","488","91002","8","99001257","30"
"1001","489","11001258","15","99001258","1"
"0","490","91002","8","99001258","30"
"1001","491","11001259","15","99001259","1"
"0","492","91002","8","99001259","30"
"1002","493","11001260","15","99001260","1"
"0","494","91002","8","99001260","30"
"1003","495","11001261","15","99001261","1"
"0","496","91002","8","99001261","30"
"1001","497","11001262","15","99001262","1"
"1001","498","11001263","15","99001263","1"
"1001","499","11001264","15","99001264","1"
"1002","500","11001265","15","99001265","1"
"1003","501","11001266","15","99001266","1"
"1001","502","11001267","15","99001267","1"
"0","503","91002","8","99001267","30"
"1001","504","11001268","15","99001268","1"
"0","505","91002","8","99001268","30"
"1002","506","11001269","15","99001269","1"
"0","507","91002","8","99001269","30"
"1003","508","11001270","15","99001270","1"
"0","509","91002","8","99001270","30"
"1003","510","11001271","15","99001271","1"
"1001","511","11001272","15","99001272","1"
"0","512","91002","8","99001272","30"
"1001","513","11001273","15","99001273","1"
"0","514","91002","8","99001273","30"
"1002","515","11001274","15","99001274","1"
"0","516","91002","8","99001274","30"
"1003","517","11001275","15","99001275","1"
"0","518","91002","8","99001275","30"
"1003","519","11001276","15","99001276","1"
"1001","520","11001277","15","99001277","1"
"0","521","91002","8","99001277","30"
"1001","522","11001278","15","99001278","1"
"0","523","91002","8","99001278","30"
"1002","524","11001279","15","99001279","1"
"0","525","91002","8","99001279","30"
"1003","526","11001280","15","99001280","1"
"0","527","91002","8","99001280","30"
"1001","528","11001281","15","99001281","1"
"0","529","91002","8","99001281","30"
"1001","530","11001282","15","99001282","1"
"0","531","91002","8","99001282","30"
"1002","532","11001283","15","99001283","1"
"0","533","91002","8","99001283","30"
"1003","534","11001284","15","99001284","1"
"0","535","91002","8","99001284","30"
"1003","536","11001285","15","99001285","1"
"1001","537","11001286","15","99001286","1"
"0","538","91002","8","99001286","30"
"1001","539","11001287","15","99001287","1"
"0","540","91002","8","99001287","30"
"1002","541","11001288","15","99001288","1"
"0","542","91002","8","99001288","30"
"1003","543","11001289","15","99001289","1"
"0","544","91002","8","99001289","30"
"1001","545","11001290","15","99001290","1"
"0","546","91002","8","99001290","30"
"1001","547","11001291","15","99001291","1"
"0","548","91002","8","99001291","30"
"1002","549","11001292","15","99001292","1"
"0","550","91002","8","99001292","30"
"1003","551","11001293","15","99001293","1"
"0","552","91002","8","99001293","30"
"1001","553","11001294","15","99001294","1"
"0","554","91002","8","99001294","30"
"1001","555","11001295","15","99001295","1"
"0","556","91002","8","99001295","30"
"1002","557","11001296","15","99001296","1"
"0","558","91002","8","99001296","30"
"1003","559","11001297","15","99001297","1"
"0","560","91002","8","99001297","30"
"1001","561","11001298","15","99001298","1"
"0","562","91002","8","99001298","30"
"1001","563","11001299","15","99001299","1"
"0","564","91002","8","99001299","30"
"1002","565","11001300","15","99001300","1"
"0","566","91002","8","99001300","30"
"1003","567","11001301","15","99001301","1"
"0","568","91002","8","99001301","30"
"1003","569","11001302","15","99001302","1"
"1003","570","11001303","15","99001303","1"
"1003","571","11001304","15","99001304","1"
"1001","572","11001305","15","99001305","1"
"0","573","91002","8","99001305","30"
"1001","574","11001306","15","99001306","1"
"0","575","91002","8","99001306","30"
"1002","576","11001307","15","99001307","1"
"0","577","91002","8","99001307","30"
"1003","578","11001308","15","99001308","1"
"0","579","91002","8","99001308","30"
"1001","580","11001309","15","99001309","1"
"0","581","91002","8","99001309","30"
"1001","582","11001310","15","99001310","1"
"0","583","91002","8","99001310","30"
"1002","584","11001311","15","99001311","1"
"0","585","91002","8","99001311","30"
"1003","586","11001312","15","99001312","1"
"0","587","91002","8","99001312","30"
"1003","588","11001313","15","99001313","1"
"1001","589","11001314","15","99001314","1"
"0","590","91002","8","99001314","30"
"1001","591","11001315","15","99001315","1"
"0","592","91002","8","99001315","30"
"1002","593","11001316","15","99001316","1"
"0","594","91002","8","99001316","30"
"1003","595","11001317","15","99001317","1"
"0","596","91002","8","99001317","30"
"1003","597","11001318","15","99001318","1"
"1001","598","11001319","15","99001319","1"
"0","599","91002","8","99001319","30"
"1001","600","11001320","15","99001320","1"
"0","601","91002","8","99001320","30"
"1002","602","11001321","15","99001321","1"
"0","603","91002","8","99001321","30"
"1003","604","11001322","15","99001322","1"
"0","605","91002","8","99001322","30"
"1003","606","11001323","15","99001323","1"
"1001","607","11001324","15","99001324","1"
"0","608","91002","8","99001324","30"
"1001","609","11001325","15","99001325","1"
"0","610","91002","8","99001325","30"
"1002","611","11001326","15","99001326","1"
"0","612","91002","8","99001326","30"
"1003","613","11001327","15","99001327","1"
"0","614","91002","8","99001327","30"
"1003","615","11001328","15","99001328","1"
"1001","616","11001329","15","99001329","1"
"0","617","91002","8","99001329","30"
"1001","618","11001330","15","99001330","1"
"0","619","91002","8","99001330","30"
"1002","620","11001331","15","99001331","1"
"0","621","91002","8","99001331","30"
"1003","622","11001332","15","99001332","1"
"0","623","91002","8","99001332","30"
"1001","624","11001333","15","99001333","1"
"0","625","91002","8","99001333","30"
"1001","626","11001334","15","99001334","1"
"0","627","91002","8","99001334","30"
"1002","628","11001335","15","99001335","1"
"0","629","91002","8","99001335","30"
"1003","630","11001336","15","99001336","1"
"0","631","91002","8","99001336","30"
"1002","632","11001337","15","99001337","1"
"1002","633","11001338","15","99001338","1"
"1003","634","11001339","15","99001339","1"
"1001","635","11001340","15","99001340","1"
"0","636","91002","8","99001340","30"
"1001","637","11001341","15","99001341","1"
"0","638","91002","8","99001341","30"
"1002","639","11001342","15","99001342","1"
"0","640","91002","8","99001342","30"
"1003","641","11001343","15","99001343","1"
"0","642","91002","8","99001343","30"
"1001","646","11001344","15","99001344","1"
"0","647","91002","8","99001344","30"
"1001","648","11001345","15","99001345","1"
"0","649","91002","8","99001345","30"
"1002","650","11001346","15","99001346","1"
"0","651","91002","8","99001346","30"
"1003","652","11001347","15","99001347","1"
"0","653","91002","8","99001347","30"
