47358187513e5baed9763a6aaf5e2993fa44a7c030ab13d51b982a1af88e1c56,d7019216dfe002b5cf6f2fc970d370a870b8879799eb928e19805c45a266ec36,0e1168d20ba7bb4ab168b183a6d8dfbae52a10c626b7a3049caba4537a87d49d,728831f48ae39d33ccca99fb1fa9e254c53d37f7e96aa0d4895d82d37b9e3cca,894873d551ba9f95fc9ec0c4bf4a135ad82cdecdaa4d8b7f9281be427c1bc19a,956f02891f98c25354103dde566d8a578e6d0ded0005e6d7607fdd0874f5aed7,3f60165158102622700821587e7b646ff2ee9198207b9cf6de20839ad0f15c05,f4babdfe0cd71ec80e140b6307918936ab328af053fe847ec6b6a83f84bf4c2e,c639f43391d43a8dda9a38258af9d4862f9fe962fa774a706c87bd2a845dfdad,b15a75ba1d9ed99aa5eb97b94bac319b6c040131a48a2ec640f7389f9106c0c8,9421f919f5c0f8fd540c14d9602dcf0b3414c8dcd80aff98d62c090dd2b72df3,483dde02c5d04e08b4316a41cdfeb9affb64dbc73fa0e316783d0c56d672347a,31f220079a037116c60bdccda04dc19f074b1c64b94b580ec6d4c8f11a6510d9,7881f9d3e756069104fa5511289a5eef49bea83ca14a821886ac872ffc8fb4f7,06c21ec0a53b4950d6dd4f3e93ff8d7b03ef0c63d4977584b57ed2b1bdfe7f6c,66c92020b896e7ace0795a1df9fcd293c52b24115e62c37b386e35e8985c8b2a,4029844b93d6a485f29e931d318c2e9724e54dbbe651a8d47f11249778f2e7f5,db517508c47b256bdfee2da7ac8d0de6bc2d354012ba62df451bf126eb539b66,58942e1ddccfe1f0217fe4da0ea0af0b3739643875d0b247e0b866b174fbdfaf,aefaabb4ba11aa4885eee64e2355dea32dbd6175c7f0824e6e07255f6c91f093,e7c7885703eb73f8f6d941624eb242874281e5227428c675826c5ac92c51d51b,2df4a2a6f8d04791a0e8ea1c45153cfed10bfa792f5e8c835a125632293463ad,9a08132b76e5750117c38311eb0b1a10578d88c471e1c4c7ef8300f96eb98169,cf2a2e42c306611f9615bf923e620f7aa42752c9d67d429f6931605631b14c2d,ea5192b8e39c02319d3eb69cd3aa129da58b5bca720f5f5f9f731e466b95980e,fc877eaf4cdcc27d3d6e16004cbeabede19cd4e541022dd33def5f4e120166d8,285965e388fd26d7b4393753d4df289cebee4b52b30f7d16593743aba4099a5c,33542090e9b6ef3dda8e45c288ed4123d09ec8ae857625c0eaf2cf8b7ce98822,679084b2fa455c8fd7e9241c4a1d15aa6833c2e7543cbf28e8145a965d5e1e95,8c66f755e08c52b4b6de2951744e92a7908916c4fdffa488c44d1a07406dc363,cc1f28d4df2aef14d2491df0d29cfb6648fa4598633f7de4ef917bacc3f49718,8cf1bd583c8bea47bf31daecbc6b912641762707a84d058ec62cb1d012247d88,2b5e69e6518988c1bdf122eaff6c291eb6c481f2529ba1d1f3cc526e0dac80a6,b222aab2ab7a86afd1f1ea7d3a0958e9fb60d39fbb2741fc5fb02d303cf2203d
"380","1","20005","0","-100","bgm_M124","81000506","1.3","0","-40","0","0","0","2","5005302","450","bgm_M124","0","90","650005021","1","90","2000502","BOSS戰(HARD)","90","20005201","0.6","0","510052","81000506","0","1","660005002","1"
"520","1","20005","0","58","bgm_M124","81000506","1.3","0","-40","0","0","0","3","5005308","450","bgm_M124","0","90","650005031","1","90","2000503","Boss戰(VERYHARD)","90","20005201","0.6","0","510052","81000506","0","1","660005003","1"
"888","1","20006","0","14","bgm_M131","81000605","1.5","0","-40","0","0","0","1","5006301","770","bgm_M131","0","120","650006011","1","0","2000601","BOSS戰(NORMAL)","90","20006101","0.6","0","510061","81000605","0","0.8","660006001","1"
"42","1","20006","0","14","bgm_M131","81000606","1.5","0","-40","0","0","0","2","5006302","450","bgm_M131","0","120","650006021","1","0","2000602","BOSS戰(HARD)","90","20006201","0.6","0","510062","81000606","0","0.8","660006002","1"
"500","1","20006","0","-60","bgm_M131","81000606","1.5","0","-40","0","0","0","3","5006308","450","bgm_M131","0","120","650006031","1","0","2000603","BOSS戰(VERY HARD)","90","20006201","0.6","0","510062","81000606","0","0.8","660006003","1"
"482","1","20007","0","10","bgm_M138","81000705","1.3","0","-40","0","0","0","1","5007301","770","bgm_M138","0","140","650007011","1","-50","2000701","BOSS戰(NORMAL)","90","20007103","0.6","0","510071","81000705","0","1","660007001","1"
"-373","1","20007","0","-186","bgm_M138","81000706","1.3","0","-40","0","0","0","2","5007302","450","bgm_M138","0","140","650007021","1.3","-50","2000702","BOSS戰(HARD)","90","20007201","0.6","0","510072","81000706","0","1","660007002","1"
"455","1","20007","0","-63","bgm_M138","81000706","1.3","0","-40","0","0","0","3","5007308","450","bgm_M138","0","140","650007031","1.3","-50","2000703","Boss戰(VERYHARD)","90","20007201","0.6","0","510072","81000706","0","1","660007003","1"
"1400","1","20008","0","-85","bgm_M165","81000805","1.5","0","-40","0","0","0","1","5008301","770","bgm_M165","0","100","650008011","1","-50","2000801","BOSS戰(NORMAL)","90","20008101","0.6","0","510081","81000805","0","1","660008001","1"
"-175","1","20008","0","-160","bgm_M165","81000806","1.5","0","-40","0","0","0","2","5008302","450","bgm_M165","0","100","650008021","1","-50","2000802","BOSS戰(HARD)","90","20008201","0.6","0","510082","81000806","0","0.8","660008002","1"
"450","1","20008","0","-80","bgm_M165","81000806","1.5","0","-40","0","0","0","3","5008308","450","bgm_M165","0","100","650008031","1","-50","2000803","Boss戰(VERYHARD)","90","20008201","0.6","0","510082","81000806","0","0.8","660008003","1"
"885","1","20009","0","-56","bgm_M172","81000905","1.5","0","-40","0","0","0","1","5009301","770","bgm_M172","0","250","650009011","1.1","-50","2000901","BOSS戰(NORMAL)","90","20009101","0.8","0","510091","81000905","0","0.8","660009001","1"
"-404","1","20009","0","37","bgm_M172","81000906","1.5","0","-40","0","0","0","2","5009302","450","bgm_M172","0","250","650009021","1.1","-50","2000902","BOSS戰(HARD)","90","20009201","0.8","0","510092","81000906","0","0.8","660009002","1"
"442","1","20009","0","-104","bgm_M172","81000906","1.5","0","-40","0","0","0","3","5009308","450","bgm_M172","0","250","650009031","1.1","-50","2000903","BOSS戰(VERY HARD)","90","20009201","0.8","0","510092","81000906","0","0.8","660009003","1"
"450","1","20010","0","770","bgm_M183","81001005","1.5","0","770","0","0","0","1","5010301","450","bgm_M183","0","200","650010011","1","-50","2001001","BOSS戰(NORMAL)","90","20010101","0.6","0","510101","81001005","0","0.8","660010001","1"
"-173","1","20010","0","12","bgm_M183","81001006","1.5","0","12","0","0","0","2","5010302","-173","bgm_M183","0","200","650010021","1.4","-50","2001002","BOSS戰(HARD)","90","20010201","0.6","0","510102","81001006","0","0.8","660010002","1"
"213","1","20010","0","85","bgm_M183","81001006","1.5","0","85","0","0","0","3","5010308","213","bgm_M183","0","200","650010031","1.4","-50","2001003","BOSS戰(VERY HARD)","90","20010201","0.6","0","510102","81001006","0","0.8","660010003","1"
"885","1","20011","0","-56","bgm_M192","81001105","1.4","0","-40","0","0","0","1","5011301","770","bgm_M192","0","100","650011011","1.1","0","2001101","BOSS戰(NORMAL)","90","20011102","0.8","0","510111","81001105","0","0.8","660011001","1"
"-67","1","20011","0","-1","bgm_M192","81001106","1.4","0","-90","0","0","0","2","5011302","450","bgm_M192","0","100","650011021","1.1","0","2001102","BOSS戰(HARD)","90","20011201","0.8","0","510112","81001106","0","0.8","660011002","1"
"395","1","20011","0","-99","bgm_M192","81001106","1.4","0","-55","0","0","0","3","5011308","375","bgm_M192","0","100","650011031","1.1","0","2001103","Boss戰(VERYHARD)","90","20011201","0.8","0","510112","81001106","0","0.8","660011003","1"
"980","1","20012","0","-40","bgm_M209","81001205","1.5","0","-60","0","0","0","1","5012301","1130","bgm_M209","0","100","650012011","1.1","-50","2001201","BOSS戰(NORMAL)","90","20012101","0.8","0","510121","81001205","0","0.8","660012001","1"
"-32","1","20012","0","-175","bgm_M209","81001206","1.5","0","-175","0","0","0","2","5012302","-32","bgm_M209","0","100","650012021","1.1","-50","2001202","BOSS戰(HARD)","90","20012201","0.8","0","510122","81001206","0","0.8","660012002","1"
"500","1","20012","0","-80","bgm_M209_02","81001206","1.5","0","-63","0","0","0","3","5012308","510","bgm_M209","0","100","650012031","1.1","-50","2001203","BOSS戰(VERY HARD)","90","20012201","0.8","0","510122","81001206","0","0.8","660012003","1"
"313","1","20013","1","29","bgm_M218","81001305","1","0","-40","0","0","-48","1","5013301","450","bgm_M218","0","120","650013011","1.1","84","2001301","BOSS戰(NORMAL)","90","20013102","0.2","0","0","81001305","205","1","660013001","1"
"-384","1","20013","1","41","bgm_M218","81001306","1","0","-40","0","0","-41","2","5013302","450","bgm_M218","0","120","650013021","1.1","84","2001302","BOSS戰(HARD)","90","20013201","-0.18","0","0","81001306","73","1","660013002","1"
"220","1","20013","1","52","bgm_M218","81001306","1","0","-40","0","0","-40","3","5013308","450","bgm_M218","0","120","650013031","1.1","84","2001303","Boss戰(VERYHARD)","90","20013201","0.2","0","0","81001306","178","1","660013003","1"
"963","1","20014","0","-65","bgm_M226","81001505","1.3","0","-95","0","0","0","1","5015301","963","bgm_M226","0","100","650014011","1","-50","2001401","BOSS戰(NORMAL)","90","20014101","0.7","0","510141","81001505","0","0.7","660014001","1"
"121","1","20014","0","-4","bgm_M226","81001506","1.3","0","-4","0","0","0","2","5015302","121","bgm_M226","0","100","650014021","1","-50","2001402","BOSS戰(HARD)","90","20014201","0.7","0","510142","81001506","0","0.7","660014002","1"
"500","1","20014","0","23","bgm_M226_02","81001506","1.3","0","23","0","0","0","3","5015308","500","bgm_M226","0","100","650014031","1","-50","2001403","Boss戰(VERYHARD)","90","20014201","0.7","0","510142","81001506","0","0.7","660014003","1"
"900","1","20015","0","-35","bgm_M240_02","81001905","1.25","0","-85","0","0","0","1","5019301","800","bgm_M240","0","370","650015011","1","-50","2001501","BOSS戰(NORMAL)","90","20015101","0.6","0","510181","81001905","0","1","660015001","1"
"205","1","20015","0","40","bgm_M240_02","81001906","1.25","0","-10","0","0","0","2","5019302","145","bgm_M240","0","370","650015021","1","-50","2001502","BOSS戰(HARD)","90","20015201","0.6","0","510182","81001906","0","1","660015002","1"
"515","1","20015","0","-70","bgm_M240_02","81001906","1.25","0","-70","0","0","0","3","5019308","480","bgm_M240","0","370","650015031","1","-50","2001503","BOSS戰(VERY HARD)","90","20015201","0.6","0","510182","81001906","0","1","660015003","1"
"1072","1","20016","0","-71","bgm_M248","81002101","1","0","-116","0","0","0","1","5021301","1019","bgm_M248","0","300","650016011","1","0","2001601","BOSS戰(NORMAL)","90","20016101","0.6","0","510211","81002101","0","1","660016001","1"
"233","1","20016","0","65","bgm_M248","81002102","1","0","20","0","0","0","2","5021302","180","bgm_M248","0","300","650016021","1","0","2001602","BOSS戰(HARD)","90","20016201","0.6","0","510212","81002102","0","1","660016002","1"
"515","1","20016","0","-65","bgm_M248_02","81002102","1","0","-40","0","0","0","3","5021308","450","bgm_M248","0","300","650016031","1","0","2001603","BOSS戰(VERY HARD)","90","20016201","0.6","0","510212","81002102","0","1","660016003","1"
"780","1","20017","0","0","bgm_M257","81002301","1.25","0","-50","0","0","0","1","5023301","730","bgm_M257","0","170","650017011","1","-50","2001701","BOSS戰(NORMAL)","90","20017101","0.6","0","510231","81002301","0","1","660017001","1"
"210","1","20017","0","70","bgm_M257","81002302","1.25","0","20","0","0","0","2","5023302","160","bgm_M257","0","170","650017021","1","-50","2001702","BOSS戰(HARD)","90","20017201","0.6","0","510232","81002302","0","0.8","660017002","1"
"510","1","20017","0","-35","bgm_M257","81002302","1.25","0","-85","0","0","0","3","5023308","460","bgm_M257","0","170","650017031","1","-50","2001703","BOSS戰(VERY HARD)","90","20017201","0.6","0","510232","81002302","0","0.8","660017003","1"
"458","1","20018","0","0","bgm_M268","81002501","1.25","0","-85","0","0","0","1","5025301","800","bgm_M268","0","240","650018011","1","-50","2001801","BOSS戰(NORMAL)","90","20018102","0.6","0","510251","81002501","0","1","660018001","1"
"0","1","20018","0","8","bgm_M268","81002502","1.25","0","-10","0","0","0","2","5025302","145","bgm_M268","0","240","650018021","1","-50","2001802","BOSS戰(HARD)","90","20018201","0.6","0","510252","81002502","0","1","660018002","1"
"490","1","20018","0","-80","bgm_M268","81002502","1.25","0","-70","0","0","0","3","5025308","480","bgm_M268","0","240","650018031","1","-50","2001803","BOSS戰(VERY HARD)","90","20018201","0.6","0","510252","81002502","0","1","660018003","1"
"827","1","20019","0","0","bgm_M276","81002701","1.25","0","-85","0","0","0","1","5027301","800","bgm_M276","0","170","650019011","1","-50","2001901","Boss戰（NORMAL）","90","20019101","0.6","0","510271","81002701","0","1","660019001","1"
"-43","1","20019","0","10","bgm_M276","81002702","1.25","0","-10","0","0","0","2","5027302","145","bgm_M276","0","170","650019021","1","-50","2001902","Boss戰（HARD）","90","20019201","0.6","0","510272","81002702","0","1","660019002","1"
"450","1","20019","0","-15","bgm_M276","81002702","1.25","0","-70","0","0","0","3","5027308","480","bgm_M276","0","170","650019031","1","-50","2001903","Boss戰（VERY HARD）","90","20019201","0.6","0","510272","81002702","0","1","660019003","1"
"458","1","20020","0","0","bgm_M284","81002901","1.7","0","-57","0","0","0","1","5029301","820","bgm_M284","0","170","650020011","1","0","2002001","Boss戰（NORMAL）","90","20020102","0.8","0","510331","81002901","0","0.6","660020001","1"
"-38","1","20020","0","39","bgm_M284","81002902","1.7","0","19","0","0","0","2","5029302","150","bgm_M284","0","170","650020021","1","0","2002002","Boss戰（HARD）","90","20020201","0.8","0","510332","81002902","0","0.6","660020002","1"
"474","1","20020","0","-40","bgm_M284","81002902","1.7","0","-70","0","0","0","3","5029308","480","bgm_M284","0","170","650020031","1","0","2002003","Boss戰（VERY HARD）","90","20020201","0.8","0","510333","81002902","0","0.6","660020003","1"
"550","1","20021","0","-50","bgm_M297","81003101","1.25","0","-85","0","0","0","1","5031301","800","bgm_M297","0","170","650021011","1","-50","2002101","BOSS戰(NORMAL)","90","20021102","0.6","0","510311","81003101","0","1","660021001","1"
"-17","1","20021","0","10","bgm_M297","81003102","1.25","0","-10","0","0","0","2","5031302","145","bgm_M297","0","170","650021021","1","-50","2002102","BOSS戰(HARD)","90","20021201","0.6","0","510312","81003102","0","1","660021002","1"
"516","1","20021","0","-70","bgm_M297","81003102","1.25","0","-70","0","0","0","3","5031308","480","bgm_M297","0","170","650021031","1","-50","2002103","BOSS戰(VERY HARD)","90","20021201","0.6","0","510312","81003102","0","1","660021003","1"
"825","1","20022","0","-85","bgm_M319","81000605","1.25","0","-75","0","0","0","1","5033301","822","bgm_M319","0","100","650022011","1.1","-50","2002201","Boss戰（NORMAL）","90","20022101","0.8","0","510331","81000605","0","0.8","660022001","1"
"-27","1","20022","0","-200","bgm_M319","81003304","1.25","0","-190","0","0","0","2","5033302","-30","bgm_M319","0","100","650022021","1.1","-50","2002202","Boss戰（HARD）","90","20022201","0.8","0","510332","81003301","0","0.8","660022002","1"
"485","1","20022","0","-70","bgm_M319","81003304","1.25","0","-60","0","0","0","3","5033308","482","bgm_M319","0","100","650022031","1.1","-50","2002203","Boss戰（VERY HARD）","90","20022201","0.8","0","510333","81003301","0","0.8","660022003","1"
"663","1","20023","0","-43","bgm_M346","81003801","1.8","0","-93","0","0","0","1","5038301","613","bgm_M346","0","325","650023011","0.8","-50","2002301","BOSS戰(NORMAL)","90","20023101","0.8","0","510331","81003801","0","0.65","660023001","1"
"-12","1","20023","0","29","bgm_M346","81003803","1.8","0","-21","0","0","0","2","5038302","-62","bgm_M346","0","325","650023021","0.8","-50","2002302","Boss戰（HARD）","90","20023201","0.8","0","510332","81003802","0","0.65","660023002","1"
"517","1","20023","0","-67","bgm_M346","81003803","1.8","0","-117","0","0","0","3","5038308","467","bgm_M346","0","325","650023031","0.8","-50","2002303","Boss戰（VERY HARD）","90","20023201","0.8","0","510333","81003802","0","0.65","660023003","1"
"456","1","20024","0","-35","bgm_M354","81004001","1.7","0","-85","0","0","0","1","5040301","406","bgm_M354","0","100","650024011","0.8","-35","2002401","BOSS戰(NORMAL)","90","20024103","0.8","0","510331","81004001","0","0.65","660024001","1"
"99","1","20024","0","9","bgm_M354","81004002","1.7","0","-41","0","0","0","2","5040302","49","bgm_M354","0","100","650024021","0.8","-35","2002402","Boss戰（HARD）","90","20024201","0.8","0","510332","81004002","0","0.65","660024002","1"
"481","1","20024","0","-59","bgm_M354","81004002","1.7","0","-109","0","0","0","3","5040308","431","bgm_M354","0","100","650024031","0.8","-35","2002403","Boss戰（VERY HARD）","90","20024201","0.8","0","510333","81004002","0","0.65","660024003","1"
"1345","1","20025","0","33","bgm_M378","81004201","1.8","0","-40","0","0","0","1","5042301","770","bgm_M378","0","140","650025011","0.8","-50","2002501","BOSS戰(NORMAL)","90","20025101","0.8","0","510331","81004201","0","0.65","660025001","1"
"160","1","20025","0","-155","bgm_M378","81004202","1.8","0","-40","0","0","0","2","5042302","450","bgm_M378","0","140","650025021","0.8","-50","2002502","Boss戰（HARD）","90","20025201","0.8","0","510332","81004202","0","0.65","660025002","1"
"577","1","20025","0","44","bgm_M378","81004202","1.8","0","-40","0","0","0","3","5042308","450","bgm_M378","0","140","650025031","0.8","-50","2002503","Boss戰（VERY HARD）","90","20025201","0.8","0","510333","81004202","0","0.65","660025003","1"
"482","1","20026","0","-35","bgm_M384","81004401","1.8","0","-85","0","0","0","1","5044301","770","bgm_M384","0","140","650026011","0.8","-54","2002601","BOSS戰(NORMAL)","90","20026102","0.8","0","510331","81004401","0","0.65","660026001","1"
"-37","1","20026","0","-22","bgm_M384","81004402","1.8","0","110","0","0","0","2","5044302","720","bgm_M384","0","140","650026021","0.8","-54","2002602","Boss戰（HARD）","90","20026201","0.8","0","510332","81004402","0","0.65","660026002","1"
"514","1","20026","0","-51","bgm_M384","81004402","1.8","0","-40","0","0","0","3","5044308","490","bgm_M384","0","140","650026031","0.8","-54","2002603","Boss戰（VERY HARD）","90","20026201","0.8","0","510333","81004402","0","0.65","660026003","1"
"883","1","20027","0","80","bgm_M397","81004601","1.7","0","6","0","0","0","1","5046301","833","bgm_M397","0","320","650027011","0.8","-35","2002701","Boss戰（NORMAL）","90","20027101","0.8","0","510331","81004601","0","0.65","660027001","1"
"174","1","20027","0","79","bgm_M397","81004602","1.7","0","29","0","0","0","2","5046302","124","bgm_M397","0","320","650027021","0.8","-35","2002702","Boss戰（HARD）","90","20027201","0.8","0","510332","81004602","0","0.65","660027002","1"
"486","1","20027","0","-7","bgm_M397","81004602","1.7","0","43","0","0","0","3","5046308","436","bgm_M397","0","320","650027031","0.8","-35","2002703","Boss戰（VERY HARD）","90","20027201","0.8","0","510333","81004602","0","0.65","660027003","1"
"828","1","20028","0","-73","bgm_M406","81000605","1.25","0","-176","0","0","0","1","5048301","798","bgm_M406","0","100","650028011","0.7","-35","2002801","BOSS戰(NORMAL)","90","20028101","0.7","0","510331","81000605","0","0.75","660028001","1"
"-13","1","20028","0","-210","bgm_M406","81000606","1.25","0","-260","0","0","0","2","5048302","-63","bgm_M406","0","100","650028021","0.7","-35","2002802","Boss戰（HARD）","90","20028201","0.7","0","510332","81000606","0","0.75","660028002","1"
"482","1","20028","0","-65","bgm_M406","81000606","1.25","0","-115","0","0","0","3","5048308","432","bgm_M406","0","100","650028031","0.7","-35","2002803","Boss戰（VERY HARD）","90","20028201","0.7","0","510333","81000606","0","0.75","660028003","1"
"1029","1.3","20029","0","-25","bgm_M416","81005001","1.7","0","-85","0","0","0","1","5050301","770","bgm_M416","0","100","650029011","0.8","-35","2002901","BOSS戰(NORMAL)","90","20029101","0.8","0","510331","81005001","0","0.65","660029001","1"
"-88","1.3","20029","0","-190","bgm_M416","81005002","1.7","0","110","0","0","0","2","5050302","720","bgm_M416","0","100","650029021","0.8","-35","2002902","Boss戰（HARD）","90","20029201","0.8","0","510332","81005002","0","0.65","660029002","1"
"465","1.3","20029","0","-65","bgm_M416","81005002","1.7","0","-40","0","0","0","3","5050308","490","bgm_M416","0","100","650029031","0.8","-35","2002903","Boss戰（VERY HARD）","90","20029201","0.8","0","510333","81005002","0","0.65","660029003","1"
"842","1","20030","0","-54","bgm_M424","81000605","1.7","0","-85","0","0","0","1","5052301","770","bgm_M424","0","260","650030011","0.8","-75","2003001","BOSS戰(NORMAL)","90","20030101","0.8","0","510331","81000605","0","0.65","660030001","1"
"-15","1","20030","0","32","bgm_M424","81003304","1.7","0","110","0","0","0","2","5052302","720","bgm_M424","0","260","650030021","0.8","-75","2003002","Boss戰（HARD）","90","20030201","0.8","0","510332","81003301","0","0.65","660030002","1"
"514","1","20030","0","-25","bgm_M424","81003304","1.7","0","-40","0","0","0","3","5052308","490","bgm_M424","0","260","650030031","0.8","-75","2003003","Boss戰（VERY HARD）","90","20030201","0.8","0","510333","81003301","0","0.65","660030003","1"
"732","1","20031","0","-25","bgm_M429","81000905","1.7","0","0","0","0","0","1","5054301","698","bgm_M429","0","380","650031011","0.8","-75","2003101","BOSS戰(NORMAL)","90","20031101","0.8","0","510331","81000905","0","0.65","660031001","1"
"-42","1","20031","0","-10","bgm_M429","81000906","1.7","0","110","0","0","0","2","5054302","720","bgm_M429","0","380","650031021","0.8","-75","2003102","Boss戰（HARD）","90","20031201","0.8","0","510332","81000906","0","0.65","660031002","1"
"437","1","20031","0","-63","bgm_M429","81000906","1.7","0","-40","0","0","0","3","5054308","490","bgm_M429","0","380","650031031","0.8","-75","2003103","Boss戰（VERY HARD）","90","20031201","0.8","0","510333","81000906","0","0.65","660031003","1"
"883","1","20032","0","-30","bgm_M438","81005601","2","0","-85","0","0","0","1","5056301","800","bgm_M438","0","150","650032011","0.75","-20","2003201","Boss戰（NORMAL）","90","20032101","0.8","0","510331","81005601","0","0.65","660032001","1"
"-28","1","20032","0","-21","bgm_M438","81005602","2","0","-10","0","0","0","2","5056302","145","bgm_M438","0","150","650032021","0.75","-20","2003202","Boss戰（HARD）","90","20032201","0.8","0","510332","81005602","0","0.65","660032002","1"
