e8f75b676c777c93d678d61d9083aff63a6ef9741ce70b07f9064ec25c8056bb,6d9d38d9c69b5dba57e06a810ff45bec918c67d3e2df5ca22352eb590c0ea1b4,2fbe1d63b109e63f617ccff43174834076df621fc9f5411991fdeddbe611f6e3,bd16f1e7f036719fef5af031324eb8d89818db1966f73f23366f8261ed03aea1,0a6e6fbd972577505b38f1c3e254c3efb2197aedb946d0d22469a7ab5d439162
"391","10","10090","367","100"
"395","10","10091","410","101"
"398","10","10092","93","100"
"402","10","10093","425","100"
"407","10","10094","54","100"
"410","10","10095","255","100"
"414","10","10096","318","100"
"417","10","10097","535","101"
"422","10","10098","467","100"
"425","10","10099","695","100"
"429","10","10100","820","100"
"434","10","10101","676","101"
"439","10","10102","880","100"
"444","10","10103","656","100"
"447","10","10104","849","400"
"452","10","10105","1077","100"
"456","10","10106","1195","100"
"461","10","10107","1053","101"
"464","10","10108","975","100"
"467","10","10109","762","300"
"471","10","10110","1120","100"
"476","10","10111","1062","101"
"481","10","10112","815","100"
"484","10","10113","680","100"
"488","10","10114","626","100"
"492","10","10115","658","100"
"495","10","10116","804","100"
"500","10","10117","645","100"
"503","10","10118","716","200"
"506","10","10119","792","100"
"510","10","10120","891","100"
"514","10","10121","1092","100"
"519","10","10122","1181","101"
"522","10","10123","1102","100"
"526","10","10124","1042","101"
"529","10","10125","846","100"
"532","10","10126","880","100"
"537","10","10127","945","101"
"541","10","10128","892","100"
"546","10","10129","1018","100"
"551","10","10130","866","101"
"554","10","10131","630","100"
"558","10","10132","543","101"
"563","10","10133","320","100"
"566","10","10134","421","100"
"570","10","10135","483","101"
"575","10","10136","600","100"
"580","10","10137","505","100"
"583","10","10138","321","100"
"586","10","10139","268","101"
"590","10","10140","373","100"
"595","10","10141","579","100"
"599","10","10142","386","400"
"604","10","10143","511","100"
"608","10","10144","599","100"
"612","10","10145","639","101"
"615","10","10146","731","100"
"619","10","10147","689","300"
"624","10","10148","478","100"
"628","10","10149","583","101"
"633","10","10150","338","100"
"636","10","10151","142","100"
"640","10","10152","383","100"
"644","10","10153","555","100"
"649","10","10154","510","101"
"653","10","10155","751","100"
"656","10","10156","529","100"
"659","10","10157","491","100"
"662","10","10158","265","100"
"665","10","10159","440","100"
"670","10","10160","236","101"
"674","10","10161","351","100"
"677","10","10162","302","101"
"682","10","10163","150","100"
"686","10","10164","71","100"
"690","10","10165","14","101"
"694","10","10166","211","100"
"698","10","10167","127","101"
"702","10","10168","375","100"
"706","10","10169","497","100"
"710","10","10170","412","200"
"714","10","10171","638","100"
"719","10","10172","835","100"
"722","10","10173","921","100"
"727","10","10174","828","101"
"730","10","10175","882","100"
"735","10","10176","658","100"
"739","10","10177","883","101"
"743","10","10178","1105","100"
"748","10","10179","1186","100"
"752","10","10180","979","100"
"755","10","10181","780","400"
"760","10","10182","644","100"
"764","10","10183","397","100"
"768","10","10184","561","100"
"773","10","10185","530","100"
"778","10","10186","653","101"
"783","10","10187","695","100"
"787","10","10188","531","100"
"793","10","10189","653","101"
"799","10","10190","414","100"
"804","10","10191","190","100"
"809","10","10192","147","101"
"815","10","10193","334","100"
"820","10","10194","270","100"
"825","10","10195","487","100"
"831","10","10196","590","101"
"835","10","10197","637","100"
"840","10","10198","572","101"
"842","10","10199","652","100"
"850","10","10200","746","100"
"30","11","11001","255","100"
"34","11","11002","634","100"
"37","11","11003","539","100"
"41","11","11004","413","101"
"46","11","11005","748","100"
"51","11","11006","608","100"
"54","11","11007","1002","100"
"58","11","11008","802","101"
"62","11","11009","509","100"
"67","11","11010","648","100"
"71","11","11011","305","100"
"75","11","11012","15","100"
"78","11","11013","440","101"
"82","11","11014","476","100"
"87","11","11015","735","100"
"92","11","11016","955","100"
"96","11","11017","1027","100"
"101","11","11018","590","100"
"105","11","11019","249","100"
"108","11","11020","694","100"
"112","11","11021","491","100"
"117","11","11022","174","100"
"120","11","11023","218","100"
"125","11","11024","498","100"
"129","11","11025","928","101"
"133","11","11026","819","100"
"137","11","11027","1136","100"
"140","11","11028","875","100"
"143","11","11029","1010","100"
"147","11","11030","1178","100"
"152","11","11031","785","101"
"155","11","11032","357","100"
"159","11","11033","593","101"
"162","11","11034","382","101"
"165","11","11035","662","100"
"170","11","11036","543","100"
"173","11","11037","916","101"
"178","11","11038","1181","100"
"183","11","11039","771","400"
"188","11","11040","1083","100"
"192","11","11041","1192","100"
"197","11","11042","887","101"
"202","11","11043","628","100"
"205","11","11044","674","100"
"210","11","11045","545","100"
"215","11","11046","411","101"
"219","11","11047","546","100"
"224","11","11048","105","100"
"227","11","11049","178","100"
"232","11","11050","261","100"
"237","11","11051","224","100"
"240","11","11052","354","100"
"244","11","11053","638","100"
"247","11","11054","445","101"
"252","11","11055","697","100"
"255","11","11056","1108","200"
"259","11","11057","695","100"
"262","11","11058","1000","100"
"265","11","11059","768","101"
"270","11","11060","608","100"
"273","11","11061","486","101"
"277","11","11062","595","100"
"281","11","11063","430","100"
"284","11","11064","359","100"
"289","11","11065","474","100"
"292","11","11066","230","100"
"296","11","11067","652","101"
"300","11","11068","424","100"
"304","11","11069","472","300"
"307","11","11070","678","100"
"310","11","11071","946","100"
"314","11","11072","912","101"
"317","11","11073","762","100"
"321","11","11074","1057","100"
"326","11","11075","684","101"
"330","11","11076","770","100"
"335","11","11077","565","100"
"340","11","11078","632","100"
"345","11","11079","1049","100"
"349","11","11080","1089","101"
"352","11","11081","908","100"
"357","11","11082","686","100"
"361","11","11083","537","100"
"364","11","11084","271","101"
"369","11","11085","71","100"
"374","11","11086","463","100"
"379","11","11087","585","101"
"383","11","11088","469","100"
"386","11","11089","113","100"
"391","11","11090","7","100"
"395","11","11091","99","101"
"398","11","11092","363","100"
"402","11","11093","118","100"
"407","11","11094","533","100"
"410","11","11095","376","100"
"414","11","11096","160","100"
"417","11","11097","406","101"
"422","11","11098","163","100"
"425","11","11099","544","100"
"429","11","11100","846","100"
"434","11","11101","397","101"
"439","11","11102","174","100"
"444","11","11103","364","100"
"447","11","11104","730","400"
"452","11","11105","922","100"
"456","11","11106","1024","100"
"461","11","11107","625","101"
"464","11","11108","488","100"
"467","11","11109","555","300"
"471","11","11110","655","100"
"476","11","11111","818","101"
"481","11","11112","602","100"
"484","11","11113","909","100"
"488","11","11114","1185","100"
"492","11","11115","828","100"
"495","11","11116","619","100"
"500","11","11117","567","100"
"503","11","11118","806","200"
"506","11","11119","708","100"
"510","11","11120","1043","100"
"514","11","11121","707","100"
"519","11","11122","992","101"
"522","11","11123","811","100"
"526","11","11124","497","101"
"529","11","11125","166","100"
"532","11","11126","5","100"
"537","11","11127","436","101"
"541","11","11128","658","100"
"546","11","11129","559","100"
"551","11","11130","380","101"
"554","11","11131","153","100"
"558","11","11132","385","101"
"563","11","11133","635","100"
"566","11","11134","339","100"
"570","11","11135","27","101"
"575","11","11136","367","100"
"580","11","11137","143","100"
"583","11","11138","42","100"
"586","11","11139","275","101"
"590","11","11140","712","100"
"595","11","11141","1015","100"
"599","11","11142","620","400"
"604","11","11143","675","100"
"608","11","11144","1033","100"
"612","11","11145","852","101"
"615","11","11146","776","100"
"619","11","11147","546","300"
"624","11","11148","498","100"
"628","11","11149","787","101"
"633","11","11150","562","100"
"636","11","11151","158","100"
"640","11","11152","303","100"
"644","11","11153","204","100"
"649","11","11154","310","101"
"653","11","11155","35","100"
"656","11","11156","210","100"
"659","11","11157","473","100"
"662","11","11158","240","100"
"665","11","11159","123","100"
"670","11","11160","457","101"
"674","11","11161","582","100"
"677","11","11162","764","101"
"682","11","11163","430","100"
"686","11","11164","394","100"
"690","11","11165","546","101"
"694","11","11166","686","100"
"698","11","11167","754","101"
"702","11","11168","323","100"
"706","11","11169","765","100"
"710","11","11170","1034","200"
"714","11","11171","775","100"
"719","11","11172","387","100"
"722","11","11173","584","100"
"727","11","11174","473","101"
"730","11","11175","651","100"
"735","11","11176","772","100"
"739","11","11177","677","101"
"743","11","11178","274","100"
"748","11","11179","567","100"
"752","11","11180","671","100"
"755","11","11181","290","400"
"760","11","11182","511","100"
"764","11","11183","135","100"
"768","11","11184","47","100"
"773","11","11185","139","100"
"778","11","11186","268","101"
"783","11","11187","669","100"
"787","11","11188","589","100"
"793","11","11189","419","101"
"799","11","11190","859","100"
"804","11","11191","1120","100"
"809","11","11192","1054","101"
"815","11","11193","904","100"
"820","11","11194","1153","100"
"825","11","11195","899","100"
"831","11","11196","805","101"
"835","11","11197","546","100"
"840","11","11198","308","101"
"842","11","11199","50","100"
"850","11","11200","483","100"
"30","12","12001","512","100"
"35","12","12002","411","100"
"40","12","12003","536","101"
"43","12","12004","762","100"
"47","12","12005","361","100"
"51","12","12006","725","100"
"56","12","12007","1121","100"
"59","12","12008","805","101"
"63","12","12009","341","100"
"67","12","12010","658","100"
"71","12","12011","351","100"
"75","12","12012","150","100"
"78","12","12013","504","101"
"82","12","12014","978","100"
"87","12","12015","517","101"
"92","12","12016","877","100"
"97","12","12017","650","100"
"102","12","12018","818","100"
"110","12","12019","510","100"
"115","12","12020","549","100"
"120","12","12021","450","100"
"125","12","12022","735","100"
"128","12","12023","929","100"
"131","12","12024","868","101"
"138","12","12025","1060","100"
"142","12","12026","929","100"
"146","12","12027","726","101"
"151","12","12028","674","100"
"155","12","12029","1052","100"
"160","12","12030","1013","100"
"164","12","12031","1095","100"
"168","12","12032","1039","101"
"171","12","12033","579","100"
"174","12","12034","255","100"
"178","12","12035","593","100"
"183","12","12036","947","100"
"186","12","12037","638","100"
"189","12","12038","1037","100"
"192","12","12039","987","101"
"195","12","12040","812","100"
"198","12","12041","685","100"
"202","12","12042","1105","100"
"207","12","12043","750","100"
"212","12","12044","476","101"
"216","12","12045","697","100"
"219","12","12046","366","400"
"223","12","12047","705","100"
"226","12","12048","382","100"
"230","12","12049","269","101"
"235","12","12050","694","100"
"238","12","12051","470","100"
"243","12","12052","764","100"
"248","12","12053","391","101"
"252","12","12054","236","100"
"255","12","12055","142","100"
"258","12","12056","298","100"
"263","12","12057","594","300"
"266","12","12058","916","100"
"271","12","12059","793","100"
"275","12","12060","854","100"
"279","12","12061","681","101"
"282","12","12062","1030","100"
"286","12","12063","550","200"
"289","12","12064","278","100"
"294","12","12065","145","100"
"297","12","12066","65","101"
"300","12","12067","319","100"
"303","12","12068","398","101"
"308","12","12069","438","101"
"312","12","12070","66","100"
"317","12","12071","104","100"
"322","12","12072","520","100"
"326","12","12073","851","100"
"329","12","12074","736","101"
"334","12","12075","1175","100"
"337","12","12076","742","100"
"340","12","12077","978","100"
"344","12","12078","1194","100"
"349","12","12079","1143","101"
"354","12","12080","712","100"
"357","12","12081","1129","100"
"361","12","12082","1088","101"
"364","12","12083","749","100"
"368","12","12084","605","100"
"371","12","12085","773","100"
"376","12","12086","457","100"
"381","12","12087","231","101"
"385","12","12088","595","100"
"389","12","12089","322","100"
"393","12","12090","445","100"
"396","12","12091","130","101"
"399","12","12092","588","100"
"402","12","12093","726","100"
"405","12","12094","314","101"
"410","12","12095","595","100"
"413","12","12096","652","200"
"418","12","12097","757","100"
"423","12","12098","604","100"
"426","12","12099","853","101"
"429","12","12100","1121","100"
"434","12","12101","919","100"
"439","12","12102","840","400"
"443","12","12103","723","100"
"448","12","12104","811","100"
"452","12","12105","769","300"
"457","12","12106","427","101"
"462","12","12107","599","100"
"465","12","12108","228","100"
"469","12","12109","44","101"
"472","12","12110","224","100"
"476","12","12111","25","100"
"481","12","12112","128","100"
"484","12","12113","589","101"
"489","12","12114","961","100"
"493","12","12115","632","100"
"497","12","12116","662","100"
"501","12","12117","316","100"
"509","12","12118","487","101"
"514","12","12119","545","100"
"522","12","12120","929","100"
"525","12","12121","667","101"
"528","12","12122","468","100"
"531","12","12123","341","100"
"534","12","12124","711","400"
"538","12","12125","1007","100"
"543","12","12126","1054","100"
"546","12","12127","703","101"
"551","12","12128","421","100"
"554","12","12129","634","100"
"557","12","12130","1101","100"
"562","12","12131","842","101"
"567","12","12132","1021","100"
"572","12","12133","1103","100"
"575","12","12134","931","100"
"579","12","12135","1062","100"
"583","12","12136","1020","100"
"586","12","12137","1108","100"
"591","12","12138","1052","100"
"596","12","12139","681","100"
"599","12","12140","438","101"
"604","12","12141","471","100"
"607","12","12142","311","101"
"612","12","12143","373","100"
"616","12","12144","771","101"
"619","12","12145","983","100"
"622","12","12146","1098","100"
"625","12","12147","890","101"
"629","12","12148","1032","100"
"632","12","12149","642","300"
"636","12","12150","378","100"
"641","12","12151","90","100"
"646","12","12152","525","200"
"651","12","12153","980","100"
"654","12","12154","1012","100"
"658","12","12155","1177","101"
"663","12","12156","761","100"
"666","12","12157","804","101"
"670","12","12158","1015","100"
"673","12","12159","1095","100"
"675","12","12160","1052","100"
"680","12","12161","868","400"
"683","12","12162","705","100"
"686","12","12163","1023","100"
"690","12","12164","798","101"
"694","12","12165","684","100"
"698","12","12166","870","100"
"702","12","12167","1074","100"
"707","12","12168","999","100"
"711","12","12169","610","101"
"715","12","12170","644","100"
"719","12","12171","783","101"
"724","12","12172","981","100"
"728","12","12173","1188","100"
"734","12","12174","1079","101"
"739","12","12175","658","100"
"742","12","12176","750","100"
"745","12","12177","526","100"
"751","12","12178","636","100"
"757","12","12179","457","101"
"763","12","12180","178","100"
"768","12","12181","369","100"
"772","12","12182","677","101"
"777","12","12183","793","100"
"781","12","12184","424","100"
"786","12","12185","510","101"
"792","12","12186","791","100"
"797","12","12187","1074","101"
"802","12","12188","905","100"
"805","12","12189","590","100"
"808","12","12190","759","100"
"812","12","12191","419","100"
"817","12","12192","513","100"
"823","12","12193","912","100"
"828","12","12194","792","100"
"833","12","12195","1154","101"
"837","12","12196","678","100"
"841","12","12197","833","100"
"845","12","12198","571","100"
"850","12","12199","608","100"
"855","12","12200","446","101"
"30","13","13001","314","100"
"35","13","13002","355","100"
"39","13","13003","159","100"
"42","13","13004","535","100"
"46","13","13005","72","100"
"49","13","13006","150","101"
"53","13","13007","298","100"
"56","13","13008","665","100"
"60","13","13009","1046","100"
"65","13","13010","973","100"
"68","13","13011","800","101"
"73","13","13012","723","100"
"76","13","13013","763","100"
"81","13","13014","858","100"
"85","13","13015","682","101"
"89","13","13016","426","100"
"94","13","13017","268","100"
"97","13","13018","122","100"
"102","13","13019","43","101"
"107","13","13020","376","100"
"112","13","13021","765","100"
"117","13","13022","1006","100"
"121","13","13023","855","101"
"124","13","13024","789","100"
"129","13","13025","1021","100"
"133","13","13026","707","101"
"138","13","13027","1093","100"
"143","13","13028","1172","100"
"148","13","13029","700","101"
"153","13","13030","1003","100"
"158","13","13031","746","100"
"163","13","13032","429","101"
"167","13","13033","84","100"
"171","13","13034","230","100"
"174","13","13035","409","100"
"179","13","13036","234","100"
"183","13","13037","627","100"
"188","13","13038","504","100"
"191","13","13039","620","101"
"196","13","13040","831","100"
"200","13","13041","621","100"
"205","13","13042","754","100"
"208","13","13043","403","100"
"212","13","13044","325","101"
"215","13","13045","128","100"
"220","13","13046","510","400"
"223","13","13047","119","100"
"228","13","13048","159","100"
"232","13","13049","220","101"
"236","13","13050","61","100"
"239","13","13051","176","100"
"243","13","13052","289","100"
"246","13","13053","150","101"
"251","13","13054","398","100"
"254","13","13055","672","100"
"257","13","13056","985","100"
"262","13","13057","650","300"
"267","13","13058","740","100"
"271","13","13059","1016","100"
"274","13","13060","1058","100"
"277","13","13061","989","101"
"282","13","13062","703","100"
"285","13","13063","410","200"
"288","13","13064","800","100"
"291","13","13065","750","100"
"294","13","13066","821","101"
"298","13","13067","768","100"
"303","13","13068","1078","101"
"308","13","13069","1120","101"
"313","13","13070","831","100"
"318","13","13071","783","100"
"322","13","13072","459","100"
"325","13","13073","229","100"
"328","13","13074","271","101"
"332","13","13075","75","100"
"337","13","13076","355","100"
"342","13","13077","202","100"
"347","13","13078","288","100"
"350","13","13079","546","101"
"355","13","13080","497","400"
"359","13","13081","430","100"
"362","13","13082","258","101"
"366","13","13083","594","100"
"371","13","13084","894","100"
"376","13","13085","1131","100"
"380","13","13086","1176","100"
"385","13","13087","930","101"
"390","13","13088","572","100"
"394","13","13089","300","100"
"398","13","13090","540","100"
"401","13","13091","759","101"
"405","13","13092","1048","100"
"410","13","13093","712","100"
"413","13","13094","445","101"
"416","13","13095","391","100"
"421","13","13096","313","200"
"424","13","13097","223","100"
"429","13","13098","347","100"
"432","13","13099","677","101"
"435","13","13100","473","100"
"438","13","13101","370","100"
"443","13","13102","315","100"
"447","13","13103","388","100"
"452","13","13104","720","300"
"456","13","13105","991","100"
"460","13","13106","1131","101"
"464","13","13107","814","100"
"467","13","13108","626","100"
"472","13","13109","413","101"
"477","13","13110","210","100"
"480","13","13111","327","100"
"483","13","13112","658","100"
"488","13","13113","911","101"
"493","13","13114","564","100"
"496","13","13115","704","100"
"501","13","13116","553","100"
"504","13","13117","456","100"
"508","13","13118","834","100"
"512","13","13119","1009","101"
"517","13","13120","1059","100"
"522","13","13121","716","100"
"525","13","13122","361","100"
"530","13","13123","300","101"
"533","13","13124","171","100"
"536","13","13125","399","100"
"541","13","13126","302","400"
"545","13","13127","559","100"
"550","13","13128","872","100"
"554","13","13129","1059","101"
"559","13","13130","1125","100"
"564","13","13131","891","100"
"569","13","13132","685","100"
"574","13","13133","772","101"
"577","13","13134","406","100"
"580","13","13135","180","100"
"584","13","13136","315","100"
"590","13","13137","459","100"
"596","13","13138","245","100"
"599","13","13139","149","100"
"602","13","13140","377","100"
"607","13","13141","587","100"
"611","13","13142","879","101"
"614","13","13143","1189","100"
"617","13","13144","983","101"
"623","13","13145","648","100"
"629","13","13146","745","101"
"634","13","13147","662","100"
"637","13","13148","381","100"
"642","13","13149","607","101"
"646","13","13150","390","100"
"651","13","13151","743","100"
"657","13","13152","704","100"
"660","13","13153","531","100"
"663","13","13154","316","100"
"668","13","13155","477","300"
"673","13","13156","316","100"
"676","13","13157","347","101"
"682","13","13158","697","100"
"686","13","13159","376","101"
"692","13","13160","524","100"
"695","13","13161","585","100"
"701","13","13162","436","400"
"705","13","13163","332","100"
"710","13","13164","391","101"
"714","13","13165","344","100"
"719","13","13166","696","100"
"723","13","13167","406","100"
"726","13","13168","556","100"
"730","13","13169","963","101"
"733","13","13170","1149","100"
"737","13","13171","713","101"
"742","13","13172","238","100"
"746","13","13173","500","100"
"750","13","13174","265","101"
"754","13","13175","576","100"
"758","13","13176","444","100"
"762","13","13177","858","100"
"767","13","13178","1152","100"
"770","13","13179","696","100"
"773","13","13180","1043","100"
"776","13","13181","1164","101"
"781","13","13182","825","100"
"784","13","13183","537","100"
"788","13","13184","588","101"
"792","13","13185","445","100"
"795","13","13186","297","101"
"798","13","13187","447","100"
"801","13","13188","307","100"
"804","13","13189","388","100"
"809","13","13190","182","200"
"813","13","13191","275","100"
"816","13","13192","234","100"
"821","13","13193","378","100"
"825","13","13194","693","100"
"828","13","13195","478","101"
"832","13","13196","758","100"
"837","13","13197","299","100"
"840","13","13198","637","100"
"844","13","13199","380","100"
"850","13","13200","203","101"
"30","14","14001","314","100"
"34","14","14002","602","100"
"37","14","14003","446","100"
"47","14","14004","762","100"
"53","14","14005","620","100"
"58","14","14006","571","101"
"62","14","14007","685","100"
"65","14","14008","887","100"
"70","14","14009","1184","100"
"72","14","14010","934","100"
"74","14","14011","972","101"
"79","14","14012","681","100"
"85","14","14013","747","100"
"90","14","14014","483","100"
"93","14","14015","194","101"
"99","14","14016","102","100"
"103","14","14017","358","100"
"105","14","14018","547","100"
"111","14","14019","462","101"
"116","14","14020","735","100"
"119","14","14021","651","100"
"123","14","14022","555","100"
"125","14","14023","226","101"
"131","14","14024","293","100"
"133","14","14025","637","100"
"139","14","14026","601","101"
"141","14","14027","873","100"
"147","14","14028","688","100"
"153","14","14029","1023","101"
"155","14","14030","978","100"
"157","14","14031","906","100"
"162","14","14032","773","101"
"168","14","14033","623","100"
"174","14","14034","491","100"
"177","14","14035","525","100"
"183","14","14036","864","100"
"189","14","14037","1036","100"
"195","14","14038","1162","100"
"197","14","14039","848","101"
"202","14","14040","731","100"
"205","14","14041","844","100"
"210","14","14042","772","100"
"214","14","14043","998","100"
"217","14","14044","925","101"
"223","14","14045","1005","100"
"229","14","14046","540","400"
"231","14","14047","719","100"
"236","14","14048","476","100"
"238","14","14049","563","101"
"243","14","14050","504","100"
"249","14","14051","598","100"
"252","14","14052","923","100"
"257","14","14053","696","101"
"261","14","14054","983","100"
"264","14","14055","802","100"
"267","14","14056","929","100"
"272","14","14057","641","300"
"274","14","14058","872","100"
"280","14","14059","776","100"
"285","14","14060","607","100"
"288","14","14061","487","101"
"291","14","14062","681","100"
"294","14","14063","815","200"
"300","14","14064","990","100"
"304","14","14065","911","100"
"309","14","14066","558","101"
"312","14","14067","411","100"
"317","14","14068","558","101"
"322","14","14069","634","101"
"326","14","14070","988","100"
"330","14","14071","1155","100"
"334","14","14072","880","100"
"336","14","14073","670","100"
"340","14","14074","629","101"
"342","14","14075","383","100"
"347","14","14076","309","100"
"353","14","14077","447","100"
"358","14","14078","176","100"
"362","14","14079","65","101"
"366","14","14080","250","400"
"369","14","14081","507","100"
"373","14","14082","201","101"
"375","14","14083","418","100"
"378","14","14084","136","100"
"380","14","14085","335","100"
"383","14","14086","17","100"
"388","14","14087","93","101"
"390","14","14088","152","100"
"392","14","14089","408","100"
"394","14","14090","618","100"
"397","14","14091","398","101"
"403","14","14092","170","100"
"407","14","14093","336","100"
"409","14","14094","446","101"
"412","14","14095","298","100"
"418","14","14096","658","200"
"424","14","14097","934","100"
"426","14","14098","1137","100"
"431","14","14099","786","101"
"434","14","14100","1145","100"
"438","14","14101","818","100"
"443","14","14102","526","100"
"449","14","14103","239","100"
"454","14","14104","29","100"
"456","14","14105","238","100"
"458","14","14106","603","101"
"460","14","14107","737","100"
"463","14","14108","952","100"
"466","14","14109","1184","101"
"468","14","14110","1120","100"
"474","14","14111","860","100"
"479","14","14112","1113","100"
"484","14","14113","912","101"
"488","14","14114","684","100"
"491","14","14115","725","100"
"494","14","14116","1021","100"
"500","14","14117","869","300"
"506","14","14118","535","100"
"510","14","14119","759","101"
"516","14","14120","583","100"
"518","14","14121","251","100"
"522","14","14122","152","100"
"525","14","14123","378","101"
"527","14","14124","604","100"
"529","14","14125","446","100"
"532","14","14126","312","400"
"534","14","14127","429","100"
"537","14","14128","12","100"
"543","14","14129","301","101"
"548","14","14130","714","100"
"553","14","14131","481","100"
"558","14","14132","305","100"
"560","14","14133","212","101"
"562","14","14134","511","100"
"566","14","14135","314","100"
"572","14","14136","512","100"
"578","14","14137","771","100"
"583","14","14138","719","100"
"586","14","14139","572","100"
"589","14","14140","521","100"
"595","14","14141","823","100"
"598","14","14142","608","101"
"604","14","14143","561","100"
"608","14","14144","869","101"
"614","14","14145","1199","100"
"618","14","14146","991","101"
"621","14","14147","816","100"
"627","14","14148","757","100"
"633","14","14149","1187","101"
"636","14","14150","1073","100"
"642","14","14151","925","100"
"648","14","14152","670","400"
"654","14","14153","730","100"
"656","14","14154","1018","100"
"659","14","14155","938","300"
"662","14","14156","612","100"
"664","14","14157","259","101"
"670","14","14158","293","100"
"675","14","14159","342","101"
"677","14","14160","458","100"
"683","14","14161","585","100"
"685","14","14162","501","100"
"691","14","14163","82","100"
"695","14","14164","433","101"
"700","14","14165","281","100"
"706","14","14166","247","100"
"708","14","14167","71","100"
"711","14","14168","499","100"
"717","14","14169","843","101"
"722","14","14170","887","100"
"725","14","14171","441","101"
"729","14","14172","115","100"
"735","14","14173","241","100"
"738","14","14174","477","101"
"743","14","14175","534","100"
"746","14","14176","859","200"
"750","14","14177","742","100"
"754","14","14178","599","100"
"760","14","14179","433","100"
"766","14","14180","239","100"
"771","14","14181","670","101"
"777","14","14182","267","100"
"781","14","14183","617","100"
"784","14","14184","959","101"
"790","14","14185","649","100"
"795","14","14186","776","101"
"800","14","14187","602","100"
"803","14","14188","375","100"
"805","14","14189","720","100"
"810","14","14190","451","100"
"813","14","14191","196","100"
"815","14","14192","70","100"
"818","14","14193","340","100"
"823","14","14194","548","100"
"829","14","14195","758","101"
"833","14","14196","1005","100"
"836","14","14197","830","100"
"841","14","14198","727","100"
"847","14","14199","814","100"
"855","14","14200","1111","101"
"30","15","15001","120","100"
"33","15","15002","40","100"
"40","15","15003","239","101"
"44","15","15004","64","100"
"48","15","15005","10","100"
"53","15","15006","262","100"
"57","15","15007","228","100"
"61","15","15008","190","101"
"66","15","15009","339","100"
"69","15","15010","205","100"
"72","15","15011","369","100"
"75","15","15012","151","100"
"78","15","15013","187","100"
"81","15","15014","458","101"
"85","15","15015","427","100"
"88","15","15016","665","100"
"93","15","15017","433","400"
"96","15","15018","602","100"
"99","15","15019","301","100"
"102","15","15020","168","100"
"106","15","15021","335","101"
"110","15","15022","648","100"
"115","15","15023","915","100"
"119","15","15024","1085","101"
"122","15","15025","785","100"
"127","15","15026","467","100"
"132","15","15027","568","101"
"136","15","15028","231","100"
"141","15","15029","155","100"
"145","15","15030","259","100"
"150","15","15031","531","500"
"155","15","15032","263","100"
"160","15","15033","633","100"
"163","15","15034","212","101"
