50f7f0f8fd75d1eeeded08e599e087bfab261eabda4c21b99a2d785a5d7b3fdd,e9945584cff320319dd3448735b1cacb23f13b2142ec45074f4df81fccb8faa4,8460b2f0f6587b7808786d8bfba0b0696332cb52a8c4395ca1c71027b1b079fa,e5a5abcf62e37ff7ce21e1f448ba996afef28cbddc13f718b5316d6832bc1577,3b897f7e8e1034f090ecfe5e01875f4e89b90a94ed85ebcaebee2a91cb8c1502,976cf6d3205e20997473c0270898214be33cf13ebc5b2d3f80084a631f825812,e6c44f66f34fc8f3c94f709af4fdb006741935bda2d64f054181af9377f526fa,d589a8d3dc4ecd9533cbda887db28cb21fba138c8c9a27148a4715c524fd244c,c95498f966927db923f42492e415f4057c5bb573544b749a1ef1b6c28a4757ff,c099c504e2c1e222fed32475a03cd4557aefca486b8be1ecf95f0b344d8e4f90,2010c987b8d7694640a4fe81c26981f1c79769a65eda056ab732e57cbdf602db
"","1007002","113411","","svd_talk_joy2","0.2","","","3","1007002050","1"
"","1007002","vo_svd","","vo_svd_0226","","0","","21","1007002051","0"
"0","1007002","113411","1","我想要！\n想用漂亮的小瓶子裝起來！","0","0","0","11","1007002052","8"
"","1007002","0","","","","","","91","1007002053",""
"","1007002","113411","","svd_idle_joy1","0.2","","","3","1007002054","1"
"","1007002","","","","","","","102","1007002055",""
"","1007002","1","","","","","","93","1007002056",""
"","1007002","113511","","8","0","","0","12","1007002057","1"
"","1007002","113511","","svd_talk_memory","0.2","","","3","1007002058","1"
"","1007002","3","","","","","","93","1007002059",""
"","1007002","113511","","svd_idle_memory","0.2","","","3","1007002060","1"
"","1007002","113411","","1","0","","0","12","1007002061","1"
"1","1007002","113411","","svd_talk_worry","0.2","","","3","1007002062","1"
"","1007002","3","","","","","","93","1007002063",""
"1","1007002","113411","","svd_idle_worry","0.2","","","3","1007002064","1"
"","1007002","113511","","11","0","","0","12","1007002065","1"
"1","1007002","113511","","svd_talk_guts2","0.2","svd_idle_guts2","0.2","3","1007002066","0"
"","1007002","3","","","","","","93","1007002067",""
"","1007002","113511","","svd_idle_guts2","0.2","","","3","1007002068","1"
"","1007002","113411","","7","0","","0","12","1007002069","1"
"1","1007002","113411","","svd_talk_joy1","0.2","","","3","1007002070","1"
"","1007002","3","","","","","","93","1007002071",""
"1","1007002","113411","","svd_idle_joy1","0.2","","","3","1007002072","1"
"","1007002","1007002057","","","","","","101","1007002073",""
"0","1007002","333","","1","1","1","0","6","1007002074","1"
"","1007002","113511","","1","","","","4","1007002075",""
"","1007002","113511","","svd_run","0.2","","","3","1007002076","1"
"0","1007002","113511","","-750","","0.8","","2","1007002077","-300"
"","1007002","113411","","0","","","","4","1007002078",""
"","1007002","113411","","svd_run","0.2","","","3","1007002079","1"
"0","1007002","113411","","750","","0.8","","2","1007002080","-300"
"","1007002","0.6","","","","","","93","1007002081",""
"0","1007002","113511","","1","0.2","1","0","6","1007002082","1"
"0","1007002","113411","","1","0.2","1","0","6","1007002083","1"
"","1007002","0","","","","","","91","1007002084",""
"-300","1007003","1","svd_idle_normal","113511","2.08","-750","0","5","1007003001","100"
"-300","1007003","2","svd_idle_normal","113411","2.08","650","1","5","1007003002","100"
"0","1007003","3","svd_white_loop","333","1","0","0","5","1007003003","0"
"0","1007003","333","","1","0","1","0","6","1007003004","1"
"","1007003","113511","","2","","0","","7","1007003005","0"
"0","1007003","113511","","-750","","0.5","","2","1007003006","-300"
"0","1007003","113411","","1","0","1","0","6","1007003007","1"
"0.8","1007003","6","","16","0","-40","","31","1007003008","-140"
"","1007003","16","","2","","0","","34","1007003009","0"
"","1007003","1","","","","","","93","1007003010",""
"0.4","1007003","333","","1","0.8","1","0","6","1007003011","1"
"1","1007003","113511","","svd_idle_see_sad_pre","0.2","svd_idle_see_sad","0","3","1007003012","0"
"0","1007003","113511","","-600","","1.1","","2","1007003013","-300"
"","1007003","1","","","","","","93","1007003014",""
"","1007003","16","","1","","","","32","1007003015",""
"","1007003","0","","","","","","91","1007003016",""
"80","1007003","113511","","240","","0","","94","1007003017","260"
"","1007003","16","","0","","","","32","1007003018",""
"","1007003","113511","","17","0","","0","12","1007003019","1"
"","1007003","113511","","svd_walk_sad","0.2","","","3","1007003020","1"
"","1007003","113511","","0","","0","","7","1007003021","2"
"0","1007003","113511","","-250","","2.4","","2","1007003022","-300"
"","1007003","2.4","","","","","","93","1007003023",""
"","1007003","113511","","svd_idle_sad","0.2","","","3","1007003024","1"
"","1007003","0.5","","","","","","93","1007003025",""
"","1007003","0","","","","","","91","1007003026",""
"","1007003","113511","","svd_talk_sad","0.2","","","3","1007003027","1"
"","1007003","vo_svd","","vo_svd_0321","","0","","21","1007003028","0"
"0","1007003","113511","1","本來想送弟弟一隻\n巨大的獨角仙\n當作禮物的……","0","0","0","11","1007003029","7"
"","1007003","0","","","","","","91","1007003030",""
"","1007003","113511","","svd_idle_sad","0.2","","","3","1007003031","1"
"","1007003","113411","","svd_walk","0.2","","","3","1007003032","1"
"0","1007003","113411","","250","","2","","2","1007003033","-300"
"1","1007003","113411","","1","0.4","1","0","6","1007003034","1"
"","1007003","2","","","","","","93","1007003035",""
"","1007003","113411","","svd_idle_normal","0.2","","","3","1007003036","1"
"","1007003","0.4","","","","","","93","1007003037",""
"","1007003","113411","","svd_talk_thinking","0.2","","","3","1007003038","1"
"","1007003","vo_svd","","vo_svd_0322","","0","","21","1007003039","0"
"0","1007003","113411","1","確實是有些可惜。\n但也因此看到了\n更有價值的事物呢。","0","0","0","11","1007003040","6"
"","1007003","0","","","","","","91","1007003041",""
"","1007003","113411","","svd_idle_thinking","0.2","","","3","1007003042","1"
"","1007003","113511","","svd_talk_joy1","0.2","","","3","1007003043","1"
"","1007003","vo_svd","","vo_svd_0323","","0","","21","1007003044","0"
"0","1007003","113511","1","溫柔的弟弟很迷人唷！\n下次再挑戰\n抓獨角仙吧！","0","0","0","11","1007003045","6"
"","1007003","0","","","","","","91","1007003046",""
"","1007003","113511","","svd_talk_sad","0.2","","","3","1007003047","1"
"","1007003","vo_svd","","vo_svd_0324","","0","","21","1007003048","0"
"0","1007003","113511","1","如果還是抓不到，\n到時候就……","0","0","0","11","1007003049","6"
"","1007003","0","","","","","","91","1007003050",""
"","1007003","113511","","svd_idle_sad","0.2","","","3","1007003051","1"
"","1007003","113411","","svd_talk_sad","0.2","","","3","1007003052","1"
"","1007003","vo_svd","","vo_svd_0325","","0","","21","1007003053","0"
"0","1007003","113411","1","如果還有下次……就由\n我們來假扮獨角仙吧。\n我會扮演得惟妙惟肖。","0","0","0","11","1007003054","6"
"","1007003","5","","","","","","93","1007003055",""
"","1007003","113411","","svd_talk_wish2","0.2","","","3","1007003056","1"
"","1007003","1007003054","","","","","","91","1007003057",""
"","1007003","113411","","svd_idle_wish2","0.2","","","3","1007003058","1"
"","1007003","","","","","","","102","1007003059",""
"","1007003","1","","","","","","93","1007003060",""
"","1007003","113511","","12","0","","0","12","1007003061","1"
"1","1007003","113511","","svd_cmn_think","0.2","svd_idle_normal","0.2","3","1007003062","0"
"","1007003","3","","","","","","93","1007003063",""
"","1007003","113511","","svd_idle_normal","0.2","","","3","1007003064","1"
"","1007003","113411","","10","0","","0","12","1007003065","1"
"1","1007003","113411","","svd_talk_normal","0.2","","","3","1007003066","1"
"","1007003","3","","","","","","93","1007003067",""
"1","1007003","113411","","svd_idle_normal","0.2","","","3","1007003068","1"
"","1007003","113511","","1","0","","0","12","1007003069","1"
"","1007003","113511","","svd_talk_sad","0.2","","","3","1007003070","1"
"","1007003","3","","","","","","93","1007003071",""
"","1007003","113511","","svd_idle_sad","0.2","","","3","1007003072","1"
"","1007003","113411","","7","0","","0","12","1007003073","1"
"1","1007003","113411","","svd_talk_wish","0.2","","","3","1007003074","1"
"","1007003","3","","","","","","93","1007003075",""
"1","1007003","113411","","svd_idle_wish","0.2","","","3","1007003076","1"
"","1007003","1007003061","","","","","","101","1007003077",""
"0","1007003","333","","1","1","1","0","6","1007003078","1"
"","1007003","113511","","1","","","","4","1007003079",""
"","1007003","113511","","svd_run","0.2","","","3","1007003080","1"
"0","1007003","113511","","-750","","0.8","","2","1007003081","-300"
"","1007003","113411","","0","","","","4","1007003082",""
"","1007003","113411","","svd_run","0.2","","","3","1007003083","1"
"0","1007003","113411","","750","","0.8","","2","1007003084","-300"
"","1007003","0.6","","","","","","93","1007003085",""
"0","1007003","113511","","1","0.2","1","0","6","1007003086","1"
"0","1007003","113411","","1","0.2","1","0","6","1007003087","1"
"","1007003","0","","","","","","91","1007003088",""
"-560","1007004","1","svd_idle_normal","113511","2.08","-250","0","5","1007004001","100"
"-560","1007004","2","svd_idle_normal","113411","2.08","250","1","5","1007004002","100"
"0","1007004","3","svd_white_loop","333","1","0","0","5","1007004003","0"
"0","1007004","333","","1","0","1","0","6","1007004004","1"
"0","1007004","113511","","1","0","1","0","6","1007004005","1"
"0","1007004","113411","","1","0","1","0","6","1007004006","1"
"","1007004","1","","","","","","93","1007004007",""
"0.4","1007004","333","","1","0.8","1","0","6","1007004008","1"
"1","1007004","113511","","svd_jump1","0.2","svd_idle_normal","0.2","3","1007004009","0"
"1","1007004","113411","","svd_jump1","0.2","svd_idle_normal","0.2","3","1007004010","0"
"","1007004","0.3","","","","","","93","1007004011",""
"0","1007004","113511","","-250","","0.75","","2","1007004012","-300"
"0","1007004","113411","","250","","0.75","","2","1007004013","-300"
"1","1007004","113511","","1","0.4","1","0","6","1007004014","1"
"1","1007004","113411","","1","0.4","1","0","6","1007004015","1"
"","1007004","1.2","","","","","","93","1007004016",""
"","1007004","0","","","","","","91","1007004017",""
"","1007004","113411","","svd_idle_normal","0.2","","","3","1007004018","1"
"","1007004","113511","","svd_talk_joy1","0.2","","","3","1007004019","1"
"","1007004","vo_svd","","vo_svd_0421","","0","","21","1007004020","0"
"0","1007004","113511","1","月光學院的大家\n都是好孩子呢！\n校園生活也感覺很有趣──","0","0","0","11","1007004021","6"
"","1007004","0","","","","","","91","1007004022",""
"","1007004","113511","","svd_idle_joy1","0.2","","","3","1007004023","1"
"","1007004","113411","","svd_talk_thinking","0.2","","","3","1007004024","1"
"","1007004","vo_svd","","vo_svd_0422","","0","","21","1007004025","0"
"0","1007004","113411","1","有小伊緒這名\n優秀的老師教導，\n有點讓人羨慕呢……","0","0","0","11","1007004026","6"
"","1007004","0","","","","","","91","1007004027",""
"","1007004","113411","","svd_idle_thinking","0.2","","","3","1007004028","1"
"","1007004","113511","","svd_talk_normal","0.2","","","3","1007004029","1"
"","1007004","vo_svd","","vo_svd_0423","","0","","21","1007004030","0"
"0","1007004","113511","1","欸欸，我們兩個……\n也進去就讀怎麼樣？","0","0","0","11","1007004031","7"
"","1007004","0","","","","","","91","1007004032",""
"","1007004","113511","","svd_idle_joy1","0.2","","","3","1007004033","1"
"1","1007004","113411","","svd_surprise","0.2","svd_talk_joy1","0.2","3","1007004034","0"
"","1007004","vo_svd","","vo_svd_0424","","0","","21","1007004035","0"
"0","1007004","113411","1","……！真是個好主意！\n那就快去拿\n入學申請書吧！","0","0","0","11","1007004036","6"
"","1007004","0","","","","","","91","1007004037",""
"","1007004","113411","","svd_idle_joy1","0.2","","","3","1007004038","1"
"","1007004","","","","","","","102","1007004039",""
"","1007004","1","","","","","","93","1007004040",""
"","1007004","113511","","7","0","","0","12","1007004041","1"
"","1007004","113511","","svd_talk_normal","0.2","","","3","1007004042","1"
"","1007004","3","","","","","","93","1007004043",""
"","1007004","113511","","svd_idle_normal","0.2","","","3","1007004044","1"
"","1007004","113411","","6","0","","0","12","1007004045","1"
"1","1007004","113411","","svd_talk_joy1","0.2","","","3","1007004046","1"
"","1007004","3","","","","","","93","1007004047",""
"1","1007004","113411","","svd_idle_joy1","0.2","","","3","1007004048","1"
"","1007004","113511","","10","0","","0","12","1007004049","1"
"","1007004","113511","","svd_talk_joy2","0.2","","","3","1007004050","1"
"","1007004","3","","","","","","93","1007004051",""
"","1007004","113511","","svd_idle_joy2","0.2","","","3","1007004052","1"
"","1007004","113411","","10","0","","0","12","1007004053","1"
"1","1007004","113411","","svd_cmn_smile3","0.2","svd_idle_joy1","0.2","3","1007004054","0"
"","1007004","3","","","","","","93","1007004055",""
"1","1007004","113411","","svd_idle_joy1","0.2","","","3","1007004056","1"
"","1007004","1007004041","","","","","","101","1007004057",""
"0","1007004","333","","1","1","1","0","6","1007004058","1"
"","1007004","113511","","1","","","","4","1007004059",""
"","1007004","113511","","svd_run","0.2","","","3","1007004060","1"
"0","1007004","113511","","-750","","0.8","","2","1007004061","-300"
"","1007004","113411","","0","","","","4","1007004062",""
"","1007004","113411","","svd_run","0.2","","","3","1007004063","1"
"0","1007004","113411","","750","","0.8","","2","1007004064","-300"
"","1007004","0.6","","","","","","93","1007004065",""
"0","1007004","113511","","1","0.2","1","0","6","1007004066","1"
"0","1007004","113411","","1","0.2","1","0","6","1007004067","1"
"","1007004","0","","","","","","91","1007004068",""
"-300","1007005","1","svd_idle_normal","113511","2.08","-700","0","5","1007005001","110"
"-300","1007005","2","svd_idle_normal","113411","2.08","-550","0","5","1007005002","100"
"0","1007005","3","svd_white_loop","333","1","0","0","5","1007005003","0"
"0","1007005","333","","1","0","1","0","6","1007005004","1"
"1.3","1007005","3","","13","0","60","","31","1007005005","-630"
"0","1007005","113511","","1","0","1","0","6","1007005006","1"
"0","1007005","113411","","1","0","1","0","6","1007005007","1"
"","1007005","1","","","","","","93","1007005008",""
"0.4","1007005","333","","1","0.8","1","0","6","1007005009","1"
"","1007005","113511","","svd_walk_glad","0.2","","","3","1007005010","1"
"0","1007005","113511","","-250","","2","","2","1007005011","-300"
"","1007005","113411","","svd_walk_glad2","0.2","","","3","1007005012","1"
"0","1007005","113411","","-50","","2.2","","2","1007005013","-300"
"1","1007005","113511","","1","0.4","1","0","6","1007005014","1"
"1","1007005","113411","","1","0.4","1","0","6","1007005015","1"
"","1007005","13","","1","","","","32","1007005016",""
"0","1007005","13","","-180","","2","","33","1007005017","60"
"","1007005","2","","","","","","93","1007005018",""
"","1007005","13","","0","","","","32","1007005019",""
"","1007005","113511","","svd_idle_normal","0.2","","","3","1007005020","1"
"","1007005","0.2","","","","","","93","1007005021",""
"","1007005","113411","","1","","","","4","1007005022",""
"","1007005","113411","","svd_idle_normal","0.2","","","3","1007005023","1"
"","1007005","0.5","","","","","","93","1007005024",""
"","1007005","113511","","10","0","","0","12","1007005025","0.5"
"","1007005","113411","","10","0","","0","12","1007005026","0.5"
"1","1007005","113511","","svd_wink","0.2","svd_idle_normal","0.2","3","1007005027","0"
"1","1007005","113411","","svd_wink","0.2","svd_idle_normal","0.2","3","1007005028","0"
"","1007005","1.5","","","","","","93","1007005029",""
"","1007005","113411","","0","","","","4","1007005030",""
"","1007005","113411","","svd_walk","0.2","","","3","1007005031","1"
"0","1007005","113411","","250","","1","","2","1007005032","-300"
"","1007005","1","","","","","","93","1007005033",""
"1","1007005","113411","","svd_idle_normal","0.4","svd_idle_normal","0","3","1007005034","0"
"","1007005","0","","","","","","93","1007005035",""
"","1007005","113411","","1","","","","4","1007005036",""
"","1007005","0.6","","","","","","93","1007005037",""
"","1007005","113511","","svd_talk_joy1","0.2","","","3","1007005038","1"
"","1007005","vo_svd","","vo_svd_0521","","0","","21","1007005039","0"
"0","1007005","113511","1","和弟弟在平靜的島上生活……\n這裡真的是天堂呢。","0","0","0","11","1007005040","5"
"","1007005","0","","","","","","91","1007005041",""
"","1007005","113511","","svd_idle_memory","0.2","","","3","1007005042","1"
"","1007005","113411","","svd_talk_memory","0.2","","","3","1007005043","1"
"","1007005","vo_svd","","vo_svd_0522","","0","","21","1007005044","0"
"0","1007005","113411","1","如果這都不算幸福，\n還有什麼能\n稱得上是幸福……","0","0","0","11","1007005045","6"
"","1007005","0","","","","","","91","1007005046",""
"","1007005","113411","","svd_idle_memory","0.2","","","3","1007005047","1"
"","1007005","113511","","svd_talk_memory","0.2","","","3","1007005048","1"
"","1007005","vo_svd","","vo_svd_0523","","0","","21","1007005049","0"
"0","1007005","113511","1","從早到晚\n都能和弟弟\n待在一起……","0","0","0","11","1007005050","6"
"","1007005","0","","","","","","91","1007005051",""
"","1007005","113511","","svd_idle_memory","0.2","","","3","1007005052","1"
"","1007005","113411","","svd_talk_memory","0.2","","","3","1007005053","1"
"","1007005","vo_svd","","vo_svd_0524","","0","","21","1007005054","0"
"0","1007005","113411","1","無論是剛睡醒的可愛一面\n還是祥和的睡臉\n都能看個夠……","0","0","0","11","1007005055","4"
"","1007005","0","","","","","","91","1007005056",""
"","1007005","113411","","svd_idle_memory","0.2","","","3","1007005057","1"
"","1007005","113511","","svd_talk_joy2","0.2","","","3","1007005058","1"
"","1007005","vo_svd","","vo_svd_0525","","0","","21","1007005059","0"
"0","1007005","113511","1","為了回報這份幸福之恩，\n我們來做一棟最棒的房子吧！\n惠理子！","0","0","0","11","1007005060","8"
"","1007005","4","","","","","","93","1007005061",""
"1","1007005","113511","","svd_talk_guts","0.2","svd_idle_guts","0.2","3","1007005062","0"
"","1007005","1007005060","","","","","","91","1007005063",""
"","1007005","113511","","svd_idle_guts","0.2","","","3","1007005064","1"
"1","1007005","113411","","svd_talk_guts2","0.2","svd_idle_guts2","0.2","3","1007005065","0"
"","1007005","vo_svd","","vo_svd_0526","","0","","21","1007005066","0"
"0","1007005","113411","1","那當然！","0","0","0","11","1007005067","6"
"","1007005","0","","","","","","91","1007005068",""
"","1007005","","","","","","","102","1007005069",""
"","1007005","1","","","","","","93","1007005070",""
"","1007005","113511","","9","0","","0","12","1007005071","1"
"","1007005","113511","","svd_talk_memory","0.2","","","3","1007005072","1"
"","1007005","3","","","","","","93","1007005073",""
"","1007005","113511","","svd_idle_memory","0.2","","","3","1007005074","1"
"","1007005","113411","","7","0","","0","12","1007005075","1"
"1","1007005","113411","","svd_talk_thinking","0.2","","","3","1007005076","1"
