4131cddcc548254c783b09484e7c64d9cf8dcbed128f2b671e731b166b38b38c,01ba97fffc3d8b614f6e9810b82ebd863389535fa2b4573436b5e5a1f7a9d3a5,23646d635dfd1e9102e99c6d6c29962d66162fbec6ea2db631da159e1aa451fc,1a9ac209521c6634b97510e1e8f34d75a7784496c4ab26031ceb4e2ab49aabe4,9ab15e3d4926cd8a14db79b0bf9011db3d3ab8208a6ab415d91377b9b4192738,e336d4c80b55211c0910368bfea6aeb413b6c2f750cdc893b55f9a2a3d69ae5a,a3e703f052d3d9ec8e9965c3aae775ff26d9af157437b03e3f2d078269f46205,3a2a0f9b55808ec8c018503d429cfa7dab895a0716d1797c2191f1405e3c067b,2d943ead34d11e26948c01a1c5fe2bd865ed611285b475eaa06914296514a4cf,e116335c39e339b454efd1ebe7037e0d2c4cb570177d435052083bf388ecf070,b54fab128aef7ca0f50c4ac4919e5a2d5184f8002ea0fb9be118597a705bb2d1,5d582ecde475298a95a574f4870893612caebb139b0b1fd6ebead34ef11020bc
"1","10140121","102","游泳圈游泳（藍）","0","10","2","117111","10140","0","0","0"
"1","10140122","102","游泳圈游泳（藍）","0","10","2","117211","10140","0","0","0"
"1","10140123","102","游泳圈游泳（藍）","0","10","2","117311","10140","0","0","0"
"1","10140124","101","游泳圈游泳（粉）","0","10","2","117411","10140","0","0","0"
"1","10140125","103","游泳圈游泳（黃）","0","10","2","122411","10140","0","0","0"
"1","10140126","102","游泳圈游泳（藍）","0","5","1","122511","10140","0","0","0"
"1","10140127","101","游泳圈游泳（粉）","0","10","2","122611","10140","0","0","0"
"1","10140128","102","游泳圈游泳（藍）","0","10","1","122711","10140","0","0","0"
"1","10140129","103","游泳圈游泳（黃）","0","10","1","122811","10140","0","0","0"
"1","10140130","101","游泳圈游泳（粉）","0","10","1","122911","10140","0","0","0"
"1","10140132","101","游泳圈游泳（粉）","0","5","1","126711","10140","0","0","0"
"1","10140133","103","游泳圈游泳（黃）","0","10","2","126811","10140","0","0","0"
"1","10140134","102","游泳圈游泳（藍）","0","30","2","126911","10140","0","0","0"
"1","10140135","101","游泳圈游泳（粉）","0","5","1","127011","10140","0","0","0"
"1","10140136","102","游泳圈游泳（藍）","0","10","2","127111","10140","0","0","0"
"1","10140138","103","游泳圈游泳（黃）","0","10","2","129411","10140","0","0","0"
"1","10140139","101","游泳圈游泳（粉）","0","10","2","129511","10140","0","0","0"
"1","10140151","151","踢水","0","10","2","107511","10140","0","0","0"
"1","10140152","151","踢水","0","10","2","107611","10140","0","0","0"
"1","10140153","151","踢水","0","10","1","107711","10140","0","0","0"
"1","10140156","151","踢水","0","10","2","108011","10140","0","0","0"
"1","10140157","151","踢水","0","10","2","110011","10140","0","0","0"
"1","10140159","151","踢水","0","3","1","110311","10140","0","0","0"
"1","10140160","151","踢水","0","10","2","110411","10140","0","0","0"
"1","10140161","151","踢水","0","10","2","110511","10140","0","0","0"
"1","10140163","151","踢水","0","5","1","113111","10140","0","0","0"
"1","10140164","151","踢水","0","5","1","113211","10140","0","0","0"
"1","10140165","151","踢水","0","5","1","113311","10140","0","0","0"
"1","10140166","151","踢水","0","10","2","113411","10140","0","0","0"
"1","10140167","151","踢水","0","10","2","113511","10140","0","0","0"
"1","10140168","151","踢水","0","10","2","113611","10140","0","0","0"
"1","10140169","151","踢水","0","5","1","115711","10140","0","0","0"
"1","10140170","151","踢水","0","10","2","117011","10140","0","0","0"
"1","10140171","151","踢水","0","10","2","117111","10140","0","0","0"
"1","10140172","151","踢水","0","10","2","117211","10140","0","0","0"
"1","10140173","151","踢水","0","10","2","117311","10140","0","0","0"
"1","10140174","151","踢水","0","10","2","117411","10140","0","0","0"
"1","10140175","151","踢水","0","10","2","122411","10140","0","0","0"
"1","10140176","151","踢水","0","5","1","122511","10140","0","0","0"
"1","10140177","151","踢水","0","10","2","122611","10140","0","0","0"
"1","10140179","151","踢水","0","10","1","122811","10140","0","0","0"
"1","10140180","151","踢水","0","10","1","122911","10140","0","0","0"
"1","10140182","151","踢水","0","5","1","126711","10140","0","0","0"
"1","10140183","151","踢水","0","10","2","126811","10140","0","0","0"
"1","10140185","151","踢水","0","5","1","127011","10140","0","0","0"
"1","10140188","151","踢水","0","10","2","129411","10140","0","0","0"
"1","10140189","151","踢水","0","10","2","129511","10140","0","0","0"
"1","10140201","201","蛙泳","0","10","2","107511","10140","0","0","0"
"1","10140202","201","蛙泳","0","10","2","107611","10140","0","0","0"
"1","10140203","201","蛙泳","0","10","1","107711","10140","0","0","0"
"1","10140206","201","蛙泳","0","20","2","108011","10140","0","0","0"
"1","10140207","201","蛙泳","0","10","2","110011","10140","0","0","0"
"1","10140209","201","蛙泳","0","3","1","110311","10140","0","0","0"
"1","10140210","201","蛙泳","0","10","2","110411","10140","0","0","0"
"1","10140211","201","蛙泳","0","10","2","110511","10140","0","0","0"
"1","10140213","201","蛙泳","0","5","1","113111","10140","0","0","0"
"1","10140214","201","蛙泳","0","5","1","113211","10140","0","0","0"
"1","10140216","201","蛙泳","0","10","2","113411","10140","0","0","0"
"1","10140217","201","蛙泳","0","10","2","113511","10140","0","0","0"
"1","10140218","201","蛙泳","0","10","2","113611","10140","0","0","0"
"1","10140219","201","蛙泳","0","5","1","115711","10140","0","0","0"
"1","10140220","201","蛙泳","0","10","2","117011","10140","0","0","0"
"1","10140221","201","蛙泳","0","10","2","117111","10140","0","0","0"
"1","10140222","201","蛙泳","0","10","2","117211","10140","0","0","0"
"1","10140223","201","蛙泳","0","10","2","117311","10140","0","0","0"
"1","10140224","201","蛙泳","0","10","2","117411","10140","0","0","0"
"1","10140225","201","蛙泳","0","10","2","122411","10140","0","0","0"
"1","10140226","201","蛙泳","0","5","1","122511","10140","0","0","0"
"1","10140227","201","蛙泳","0","10","2","122611","10140","0","0","0"
"1","10140232","201","蛙泳","0","5","1","126711","10140","0","0","0"
"1","10140233","201","蛙泳","0","10","2","126811","10140","0","0","0"
"1","10140235","201","蛙泳","0","5","1","127011","10140","0","0","0"
"1","10140238","201","蛙泳","0","10","2","129411","10140","0","0","0"
"1","10140239","201","蛙泳","0","10","2","129511","10140","0","0","0"
"1","10140251","251","潛水","0","10","2","107511","10140","0","0","0"
"1","10140252","251","潛水","0","10","2","107611","10140","0","0","0"
"1","10140256","251","潛水","0","20","2","108011","10140","0","0","0"
"1","10140257","251","潛水","0","10","2","110011","10140","0","0","0"
"1","10140259","251","潛水","0","3","1","110311","10140","0","0","0"
"1","10140260","251","潛水","0","10","2","110411","10140","0","0","0"
"1","10140261","251","潛水","0","10","2","110511","10140","0","0","0"
"1","10140263","251","潛水","0","5","1","113111","10140","0","0","0"
"1","10140264","251","潛水","0","5","1","113211","10140","0","0","0"
"1","10140266","251","潛水","0","10","2","113411","10140","0","0","0"
"1","10140268","251","潛水","0","10","2","113611","10140","0","0","0"
"1","10140269","251","潛水","0","5","1","115711","10140","0","0","0"
"1","10140270","251","潛水","0","10","2","117011","10140","0","0","0"
"1","10140272","251","潛水","0","10","2","117211","10140","0","0","0"
"1","10140273","251","潛水","0","10","2","117311","10140","0","0","0"
"1","10140274","251","潛水","0","10","2","117411","10140","0","0","0"
"1","10140275","251","潛水","0","10","2","122411","10140","0","0","0"
"1","10140276","251","潛水","0","5","1","122511","10140","0","0","0"
"1","10140277","251","潛水","0","10","2","122611","10140","0","0","0"
"1","10140282","251","潛水","0","5","1","126711","10140","0","0","0"
"1","10140285","251","潛水","0","5","1","127011","10140","0","0","0"
"1","10140301","303","游泳圈+踢水（黃）","0","10","2","107511","10140","0","0","0"
"1","10140302","302","游泳圈+踢水（藍）","0","15","2","107611","10140","0","0","0"
"1","10140306","302","游泳圈+踢水（藍）","0","20","2","108011","10140","0","0","0"
"1","10140307","301","游泳圈+踢水（粉）","0","10","2","110011","10140","0","0","0"
"1","10140309","303","游泳圈+踢水（黃）","0","3","1","110311","10140","0","0","0"
"1","10140310","302","游泳圈+踢水（藍）","0","10","2","110411","10140","0","0","0"
"1","10140311","302","游泳圈+踢水（藍）","0","10","2","110511","10140","0","0","0"
"1","10140313","302","游泳圈+踢水（藍）","0","5","1","113111","10140","0","0","0"
"1","10140314","302","游泳圈+踢水（藍）","0","5","1","113211","10140","0","0","0"
"1","10140315","302","游泳圈+踢水（藍）","0","5","1","113311","10140","0","0","0"
"1","10140316","302","游泳圈+踢水（藍）","0","10","2","113411","10140","0","0","0"
"1","10140317","302","游泳圈+踢水（藍）","0","10","2","113511","10140","0","0","0"
"1","10140318","302","游泳圈+踢水（藍）","0","10","2","113611","10140","0","0","0"
"1","10140319","302","游泳圈+踢水（藍）","0","5","1","115711","10140","0","0","0"
"1","10140320","301","游泳圈+踢水（粉）","0","10","2","117011","10140","0","0","0"
"1","10140321","302","游泳圈+踢水（藍）","0","10","2","117111","10140","0","0","0"
"1","10140322","303","游泳圈+踢水（黃）","0","10","2","117211","10140","0","0","0"
"1","10140323","302","游泳圈+踢水（藍）","0","10","2","117311","10140","0","0","0"
"1","10140324","301","游泳圈+踢水（粉）","0","10","2","117411","10140","0","0","0"
"1","10140325","303","游泳圈+踢水（黃）","0","10","2","122411","10140","0","0","0"
"1","10140326","302","游泳圈+踢水（藍）","0","5","1","122511","10140","0","0","0"
"1","10140327","301","游泳圈+踢水（粉）","0","10","2","122611","10140","0","0","0"
"1","10140328","302","游泳圈+踢水（藍）","0","10","1","122711","10140","0","0","0"
"1","10140329","303","游泳圈+踢水（黃）","0","10","1","122811","10140","0","0","0"
"1","10140330","301","游泳圈+踢水（粉）","0","10","1","122911","10140","0","0","0"
"1","10140332","301","游泳圈+踢水（粉）","0","5","1","126711","10140","0","0","0"
"1","10140333","303","游泳圈+踢水（黃）","0","10","2","126811","10140","0","0","0"
"1","10140335","301","游泳圈+踢水（粉）","0","5","1","127011","10140","0","0","0"
"1","10140338","303","游泳圈+踢水（黃）","0","10","2","129411","10140","0","0","0"
"1","10140339","301","游泳圈+踢水（粉）","0","10","2","129511","10140","0","0","0"
"1","10140351","351","浮板+踢水（粉）","0","10","2","107511","10140","0","0","0"
"1","10140352","352","浮板+踢水（藍）","0","15","2","107611","10140","0","0","0"
"1","10140356","352","浮板+踢水（藍）","0","20","2","108011","10140","0","0","0"
"1","10140357","351","浮板+踢水（粉）","0","10","2","110011","10140","0","0","0"
"1","10140359","352","浮板+踢水（藍）","0","3","1","110311","10140","0","0","0"
"1","10140360","352","浮板+踢水（藍）","0","10","2","110411","10140","0","0","0"
"1","10140361","352","浮板+踢水（藍）","0","10","2","110511","10140","0","0","0"
"1","10140363","352","浮板+踢水（藍）","0","5","1","113111","10140","0","0","0"
"1","10140364","352","浮板+踢水（藍）","0","5","1","113211","10140","0","0","0"
"1","10140365","352","浮板+踢水（藍）","0","5","1","113311","10140","0","0","0"
"1","10140366","352","浮板+踢水（藍）","0","10","2","113411","10140","0","0","0"
"1","10140367","352","浮板+踢水（藍）","0","10","2","113511","10140","0","0","0"
"1","10140368","352","浮板+踢水（藍）","0","10","2","113611","10140","0","0","0"
"1","10140369","352","浮板+踢水（藍）","0","5","1","115711","10140","0","0","0"
"1","10140370","351","浮板+踢水（粉）","0","10","2","117011","10140","0","0","0"
"1","10140371","352","浮板+踢水（藍）","0","10","2","117111","10140","0","0","0"
"1","10140372","352","浮板+踢水（藍）","0","10","2","117211","10140","0","0","0"
"1","10140373","352","浮板+踢水（藍）","0","10","2","117311","10140","0","0","0"
"1","10140374","351","浮板+踢水（粉）","0","10","2","117411","10140","0","0","0"
"1","10140375","351","浮板+踢水（粉）","0","10","2","122411","10140","0","0","0"
"1","10140376","352","浮板+踢水（藍）","0","5","1","122511","10140","0","0","0"
"1","10140377","351","浮板+踢水（粉）","0","10","2","122611","10140","0","0","0"
"1","10140378","352","浮板+踢水（藍）","0","10","1","122711","10140","0","0","0"
"1","10140379","351","浮板+踢水（粉）","0","10","1","122811","10140","0","0","0"
"1","10140380","351","浮板+踢水（粉）","0","10","1","122911","10140","0","0","0"
"1","10140382","351","浮板+踢水（粉）","0","5","1","126711","10140","0","0","0"
"1","10140383","352","浮板+踢水（藍）","0","10","2","126811","10140","0","0","0"
"1","10140385","351","浮板+踢水（粉）","0","5","1","127011","10140","0","0","0"
"1","10140388","352","浮板+踢水（藍）","0","10","2","129411","10140","0","0","0"
"1","10140389","351","浮板+踢水（粉）","0","10","2","129511","10140","0","0","0"
"1","10140401","401","漂浮（普通）","0","10","2","107511","10140","0","0","0"
"1","10140402","402","漂浮（小孩）","0","15","2","107611","10140","0","0","0"
"1","10140403","401","漂浮（普通）","0","10","1","107711","10140","0","0","0"
"1","10140406","401","漂浮（普通）","0","20","2","108011","10140","0","0","0"
"1","10140407","401","漂浮（普通）","0","10","2","110011","10140","0","0","0"
"1","10140408","401","漂浮（普通）","0","10","1","110111","10140","0","0","0"
"1","10140409","401","漂浮（普通）","0","3","1","110311","10140","0","0","0"
"1","10140410","401","漂浮（普通）","0","10","2","110411","10140","0","0","0"
"1","10140411","401","漂浮（普通）","0","10","2","110511","10140","0","0","0"
"1","10140412","401","漂浮（普通）","0","50","2","110611","10140","0","0","0"
"1","10140413","401","漂浮（普通）","0","5","1","113111","10140","0","0","0"
"1","10140414","401","漂浮（普通）","0","5","1","113211","10140","0","0","0"
"1","10140415","401","漂浮（普通）","0","5","1","113311","10140","0","0","0"
"1","10140416","401","漂浮（普通）","0","10","2","113411","10140","0","0","0"
"1","10140417","401","漂浮（普通）","0","10","2","113511","10140","0","0","0"
"1","10140418","401","漂浮（普通）","0","10","2","113611","10140","0","0","0"
"1","10140419","401","漂浮（普通）","0","5","1","115711","10140","0","0","0"
"1","10140420","401","漂浮（普通）","0","10","2","117011","10140","0","0","0"
"1","10140421","401","漂浮（普通）","0","10","2","117111","10140","0","0","0"
"1","10140422","401","漂浮（普通）","0","10","2","117211","10140","0","0","0"
"1","10140423","401","漂浮（普通）","0","10","2","117311","10140","0","0","0"
"1","10140424","401","漂浮（普通）","0","10","2","117411","10140","0","0","0"
"1","10140425","401","漂浮（普通）","0","10","2","122411","10140","0","0","0"
"1","10140426","401","漂浮（普通）","0","5","1","122511","10140","0","0","0"
"1","10140427","401","漂浮（普通）","0","10","2","122611","10140","0","0","0"
"1","10140428","402","漂浮（小孩）","0","10","1","122711","10140","0","0","0"
"1","10140429","402","漂浮（小孩）","0","10","1","122811","10140","0","0","0"
"1","10140430","402","漂浮（小孩）","0","10","1","122911","10140","0","0","0"
"1","10140431","401","漂浮（普通）","0","10","2","126611","10140","0","0","0"
"1","10140432","401","漂浮（普通）","0","5","1","126711","10140","0","0","0"
"1","10140433","401","漂浮（普通）","0","10","2","126811","10140","0","0","0"
"1","10140434","401","漂浮（普通）","0","30","2","126911","10140","0","0","0"
"1","10140435","401","漂浮（普通）","0","5","1","127011","10140","0","0","0"
"1","10140436","401","漂浮（普通）","0","10","2","127111","10140","0","0","0"
"1","10140437","402","漂浮（小孩）","0","30","2","129311","10140","0","0","0"
"1","10140438","401","漂浮（普通）","0","10","2","129411","10140","0","0","0"
"1","10140439","401","漂浮（普通）","0","10","2","129511","10140","0","0","0"
"1","10140451","451","捷泳","0","10","2","107511","10140","0","0","0"
"1","10140456","451","捷泳","0","20","2","108011","10140","0","0","0"
"1","10140457","451","捷泳","0","10","2","110011","10140","0","0","0"
"1","10140459","451","捷泳","0","3","1","110311","10140","0","0","0"
"1","10140460","451","捷泳","0","10","2","110411","10140","0","0","0"
"1","10140461","451","捷泳","0","10","2","110511","10140","0","0","0"
"1","10140463","451","捷泳","0","5","1","113111","10140","0","0","0"
"1","10140464","451","捷泳","0","5","1","113211","10140","0","0","0"
"1","10140466","451","捷泳","0","10","2","113411","10140","0","0","0"
"1","10140467","451","捷泳","0","10","2","113511","10140","0","0","0"
"1","10140469","451","捷泳","0","5","1","115711","10140","0","0","0"
"1","10140470","451","捷泳","0","10","2","117011","10140","0","0","0"
"1","10140471","451","捷泳","0","10","2","117111","10140","0","0","0"
"1","10140472","451","捷泳","0","10","2","117211","10140","0","0","0"
"1","10140473","451","捷泳","0","10","2","117311","10140","0","0","0"
"1","10140474","451","捷泳","0","10","2","117411","10140","0","0","0"
"1","10140475","451","捷泳","0","10","2","122411","10140","0","0","0"
"1","10140476","451","捷泳","0","5","1","122511","10140","0","0","0"
"1","10140477","451","捷泳","0","10","2","122611","10140","0","0","0"
"1","10140482","451","捷泳","0","5","1","126711","10140","0","0","0"
"1","10140483","451","捷泳","0","10","2","126811","10140","0","0","0"
"1","10140485","451","捷泳","0","5","1","127011","10140","0","0","0"
"1","10140488","451","捷泳","0","10","2","129411","10140","0","0","0"
"1","10140501","501","衝浪","0","10","2","107511","10140","0","0","0"
"1","10140505","501","衝浪","0","20","2","107911","10140","0","0","0"
"1","10140506","501","衝浪","0","20","2","108011","10140","0","0","0"
"1","10140507","501","衝浪","0","10","2","110011","10140","0","0","0"
"1","10140509","501","衝浪","0","3","1","110311","10140","0","0","0"
"1","10140510","501","衝浪","0","10","2","110411","10140","0","0","0"
"1","10140511","501","衝浪","0","10","2","110511","10140","0","0","0"
"1","10140513","501","衝浪","0","5","1","113111","10140","0","0","0"
"1","10140514","501","衝浪","0","5","1","113211","10140","0","0","0"
"1","10140515","501","衝浪","0","5","1","113311","10140","0","0","0"
"1","10140516","501","衝浪","0","10","2","113411","10140","0","0","0"
"1","10140519","501","衝浪","0","5","1","115711","10140","0","0","0"
"1","10140521","501","衝浪","0","10","2","117111","10140","0","0","0"
"1","10140522","501","衝浪","0","10","2","117211","10140","0","0","0"
"1","10140524","501","衝浪","0","10","2","117411","10140","0","0","0"
"1","10140525","501","衝浪","0","10","2","122411","10140","0","0","0"
"1","10140526","501","衝浪","0","5","1","122511","10140","0","0","0"
"1","10140529","501","衝浪","0","10","1","122811","10140","0","0","0"
"1","10140532","501","衝浪","0","5","1","126711","10140","0","0","0"
"1","10140533","501","衝浪","0","10","2","126811","10140","0","0","0"
"1","10140535","501","衝浪","0","5","1","127011","10140","0","0","0"
"1","10140538","501","衝浪","0","10","2","129411","10140","0","0","0"
"1","10140539","501","衝浪","0","10","2","129511","10140","0","0","0"
"1","10140851","851","貪吃佩可 / 可可蘿 / 凱留","107811","10","2","107511","10140","0","0","107611"
"1","10140852","852","日和 / 優衣 / 怜","122511","10","2","122411","10140","0","0","122611"
"1","10140853","853","千歌 / 望 / 紡希","117311","10","2","117211","10140","0","0","117411"
"1","10140854","854","禊 / 美美 / 鏡華","122811","10","1","122911","10140","0","0","122711"
"1","10140855","855","初音 / 美里","113511","20","1","113411","10140","0","0","0"
"1","10140856","856","咲戀 / 鈴莓","107711","20","1","110311","10140","0","0","0"
"1","10140857","857","真琴 / 霞 / 真步 / 香織","115711","10","2","110411","10140","0","110511","110611"
"1","10140858","858","美冬 / 秋乃 / 珠希 / 優花梨","107911","10","2","126811","10140","0","108011","126711"
"1","10140859","859","惠理子 / 杏奈 / 七七香 / 流夏","113211","10","1","117011","10140","0","113111","113311"
"1","10140860","860","伊緒 / 鈴奈","110011","20","1","110111","10140","0","0","0"
"1","10140861","861","琪愛兒 / 優妮 / 克蘿依","129411","10","2","129311","10140","0","0","129511"
"1","10140862","862","似似花 / 秋乃 / 優花梨","126711","20","1","126611","10140","0","0","126811"
"1","10140863","863","忍 / 空花 / 蘭法","127011","20","2","127111","10140","0","0","126911"
"1","10140864","864","凱留 / 鈴奈","110011","20","2","107811","10140","0","0","0"
"1","10140865","865","咲戀 / 流夏","113111","20","1","110311","10140","0","0","0"
"1","10140866","866","初音 / 霞","115711","20","1","113411","10140","0","0","0"
"1","10140867","867","杏奈 / 忍","127111","20","2","113211","10140","0","0","0"
"1","10140868","868","惠理子 / 靜流","117111","20","2","117011","10140","0","0","0"
"1","10140869","869","鈴奈 / 香織","110511","20","2","110011","10140","0","0","0"
"1","10140870","870","伊緒 / 空花 / 靜流","127011","20","2","110111","10140","0","0","117111"
"1","10140871","871","怜 / 紡希","117411","20","2","122511","10140","0","0","0"
"1","10140872","872","咲戀 / 秋乃","126711","20","1","110311","10140","0","0","0"
"1","10140873","873","真琴 / 霞","115711","20","2","110411","10140","0","0","0"
"1","10140874","874","優衣 / 真琴","110411","20","2","122611","10140","0","0","0"
"1","10140875","875","克蘿依 / 美冬","108011","20","2","129411","10140","0","0","0"
"1","10140876","876","優妮 / 靜流","117111","20","2","129311","10140","0","0","0"
"1","10140877","877","琪愛兒 / 望 / 紡希 / 千歌","117211","20","2","129511","10140","0","117311","117411"
"1","10140878","878","琪愛兒 / 真步","110611","20","2","129511","10140","0","0","0"
"1","10140879","879","可可蘿 / 優衣","122611","20","2","107611","10140","0","0","0"
"1","10140880","880","優妮 / 咲戀","110311","20","2","129311","10140","0","0","0"
"1","10140881","881","優妮 / 美里","113511","20","2","129311","10140","0","0","0"
"1","10140882","882","珠希 / 美冬","108011","20","2","107911","10140","0","0","0"
"1","10140883","883","真琴 / 香織 / 霞 / 日和","110511","20","2","110411","10140","0","122411","115711"
"1","10140884","884","似似花 / 貪吃佩可","107511","20","2","126611","10140","0","0","0"
"1","10140885","885","鈴莓 / 可可蘿","107611","20","2","107711","10140","0","0","0"
"1","10140886","886","流夏 / 怜","122511","20","1","113111","10140","0","0","0"
"1","10140887","887","鈴莓 / 鏡華","122711","20","1","107711","10140","0","0","0"
"1","10140889","889","泳池邊奔跑的禊","0","10","1","122811","10140","0","0","0"
"1","10140890","890","泳池邊奔跑的珠希","0","10","2","107911","10140","0","0","0"
"1","10140891","891","踢水逆向的日和","0","10","2","122411","10140","0","0","0"
"1","10140892","892","小船上害怕的珠希","0","10","2","107911","10140","0","0","0"
"1","10140893","893","小船上害怕的凱留","0","10","2","107811","10140","0","0","0"
"1","10140894","894","和水母一起漂流的空花","0","5","1","127011","10140","0","0","0"
"1","10140895","895","用游泳圈漂流的凱留","0","10","2","107811","10140","0","0","0"
"1","10140896","896","用游泳圈漂流的似似花","0","10","2","126611","10140","0","0","0"
"2","10140901","901","喝麥酒也不要喝得爛醉","0","10","1","126811","10140","1","0","0"
"2","10140902","902","漂流的大妃","0","10","2","126611","10140","1","0","0"
"2","10140903","903","當她換穿上傳說","113311","10","2","113211","10140","1","0","0"
"2","10140904","904","同世代很棒吧？","122811","10","1","122911","10140","1","129311","122711"
"2","10140905","905","漂流的氣場","117011","30","1","117111","10140","1","0","107611"
"2","10140906","906","泳池內的音樂會","117311","30","1","126911","10140","1","0","0"
"2","10140907","907","色慾薰心","427111","10","2","127111","10140","1","0","113111"
"2","10140908","908","漂浮的怪奇怪靈","107811","10","1","126911","10140","1","0","0"
"2","10140909","909","她的著裝守則","113511","30","1","113611","10140","1","0","113411"
"2","10140910","910","經商精神化為泡影","110511","10","1","107911","10140","1","0","110411"
"2","10140911","911","開心的小小甜心一家","122811","10","1","122911","10140","1","129311","122711"
"2","10140912","912","您看出來了嗎","126911","10","1","127111","10140","1","0","122711"
"2","10140913","913","被虐狂水漂","0","5","2","127011","10140","1","0","0"
"2","10140914","914","出發！度假村遊船","110511","20","1","110611","10140","1","0","110411"
"2","10140915","915","泳池邊的女僕","110311","10","2","107711","10140","1","0","0"
"2","10140916","916","喜歡釣魚的天性","113311","5","2","113111","10140","1","117011","117411"
"2","10140917","917","秋乃之輪迴","110311","5","2","126711","10140","1","0","0"
"2","10140918","918","老師也是努力的孩子！","113511","20","2","110111","10140","1","0","0"
"2","10140919","919","閃亮亮☆網紅","110011","30","1","117211","10140","1","0","117411"
"2","10140920","920","名偵探霞的墨丘利度假村事件簿①","0","2","2","115711","10140","1","0","0"
"2","10140921","921","名偵探霞的墨丘利度假村事件簿②","0","2","2","115711","10140","1","0","0"
"2","10140922","922","名偵探霞的墨丘利度假村事件簿③","0","2","2","115711","10140","1","0","0"
"2","10140923","923","名偵探霞的墨丘利度假村事件簿④","0","2","2","115711","10140","1","0","0"
"2","10140941","941","享受度假村！美食殿堂♪","107811","30","1","107511","10140","2","0","107611"
"2","10140942","942","那之後的冒險故事","127111","10","2","113211","10140","2","0","0"
"2","10140943","943","了解魚心即為釣心？","122511","10","2","117411","10140","2","0","0"
"2","10140944","944","STOP！無照營業","126811","10","1","107911","10140","2","0","108011"
"2","10140945","945","請小心戀愛話題？","110411","30","1","122611","10140","2","0","117011"
"2","10140946","946","十貓十色","107811","30","1","122411","10140","2","0","107911"
"2","10140947","947","從微亮的水底處","129411","30","1","129511","10140","2","0","129311"
"1","10140951","951","擲岩猴玩具","0","5","2","0","10140","0","0","0"
"1","10140952","952","雷雲長老玩具","0","5","1","0","10140","0","0","0"
"1","10140953","953","可可拉玩具","0","5","2","0","10140","0","0","0"
"1","10140954","954","魔像玩具","0","5","1","0","10140","0","0","0"
"1","10140955","955","席茲玩具","0","5","2","0","10140","0","0","0"
"1","10140956","956","沉睡之梟玩具","0","5","1","0","10140","0","0","0"
"1","10140957","957","軟泥怪玩具","0","5","2","0","10140","0","0","0"
"1","10140958","958","喵特玩具","0","5","1","0","10140","0","0","0"
"1","10140959","959","氣球鳥玩具","0","5","2","0","10140","0","0","0"
"1","10140960","960","小小格里芬玩具","0","5","1","0","10140","0","0","0"
"1","10140961","961","紅蕈菇玩具","0","5","2","0","10140","0","0","0"
"1","10140962","962","摩拉玩具","0","5","1","0","10140","0","0","0"
"1","10140963","963","鼠妖玩具","0","5","2","0","10140","0","0","0"
