dd4268a45b88e1130182f46cc63568455f0004744a0eedc7c8a6d1a75642a45b,165c821a1d9e611ec3e9391e6756295a4097c6c44199fbaa8ef1ab21aaf9af4e,7db015f8d636f4590f42895fc0393d2b93f448f1370194cfd21d62eb3fb714b4,1bf5af2e3684c335091526ba51332a6fcf293c03ed7b114b669a7af59b358846,b1c5d4eecdfa0015f2cf3753184483573accba0eb205722108f353bb799920ed,b2d49d76deefeb9388052db18abf54d6487fe0c1acd91b240c579e214bed243f,2580e584fafaf87092788947808845f6e9cbd454423b4cea2f4a89af34e178b1,a6cf5d59bb1e50e9822310a78f3e8b369ac16d95c717e6903b8150727652937a,70bf4865e85960850f0c7354406ae49fbe49d40845149c83330854ed6582243c,fe3d34432083a238c1a0802d9842316f5bbe147e520d8b38dbf3a59c6441b516,2121a21824f9a98b9fb93d7c4d7c2cf35fad3132aed68520257bbc2b70a77cd3,a356ffd47884044ebf305600ca4e9cc93418115c8e186c8182cc5d030fb38753,2710d6bb111aa6ea58ce112fa099d1e580d494085e2462a1e83b1ff3539504b3,f806a77df33a8daae41593c559c231fbf0919affaf3d417acf5af7396ad83c49,5475410774f87b687d36f012f65952cd74da5f2f63f1fd79b76c74f9c2711571,cb40145e2672e0abad41039872f7c4ef9232d2c480c3a93bc6267ccefc23ea58,3a621729329eed680b9d0987ff5e9021caf4a0a3c4a7f3064cb68968aa341910,c7fe314f1c99b20cef6ff79a194cf320abd5ab9cd3d2bcff3cdd301e667822c9,482cc218539226912404fa055c0ab81cfd3cbf2e9d4a20b109fcc5e67cbc8f5b
"","0","0","5","0","0","10021","1","1","0","0","90","1.5","610021006","3","0","1","0","0"
"","-50","5023322","5","0","0","10023","1","1.25","0","0","135","1.5","610023004","1","0","1","75","5023321"
"","-50","5023323","5","0","0","10023","1","1.25","0","0","135","1.5","610023005","2","0","1","25","0"
"","-50","0","5","0","0","10023","1","1.25","0","0","135","1.5","610023006","3","0","1","0","0"
"","-50","5025322","5","0","3","10025","2","1.25","0","600","140","5.5","610025004","1","610025401","1","0","5025321"
"","-50","5025323","5","0","0","10025","1","1.25","0","0","140","1.5","610025005","2","0","1","50","0"
"","-50","0","5","0","0","10025","1","1.25","0","0","140","1.5","610025006","3","0","1","0","0"
"","-50","5027322","5","0","3","10027","1","1.25","0","600","145","5.5","610027004","1","0","1","60","5027321"
"","-50","5027323","5","0","0","10027","2","1.25","0","600","145","1.5","610027005","2","610027501","1","0","0"
"","-50","0","5","0","0","10027","1","1.25","0","0","145","1.5","610027006","3","0","1","0","0"
"","0","5029322","5","0","3","10029","2","1.5","0","600","145","5.5","610029004","1","610029401","1","0","5029321"
"","0","5029323","5","0","0","10029","1","1.5","0","0","145","1.5","610029005","2","0","1","60","0"
"","0","0","5","0","0","10029","1","1.5","0","0","145","1.5","610029006","3","0","1","0","0"
"","-50","5031322","5","0","3","10031","2","1.25","0","600","150","5.5","610031004","1","610031401","1","0","5031321"
"","-50","5031323","5","0","0","10031","1","1.25","0","0","150","1.5","610031005","2","0","1","50","0"
"","-50","0","5","0","0","10031","1","1.25","0","0","150","1.5","610031006","3","0","1","0","0"
"","-50","5033322","5","0","3","10033","1","1.25","0","600","150","5.5","610033004","1","0","1","50","5033321"
"","-50","5033323","5","0","0","10033","2","1.25","0","600","150","1.5","610033005","2","610033402","1","0","0"
"","-50","0","5","0","0","10033","1","1.25","0","0","150","1.5","610033006","3","0","1","0","0"
"","0","5011322","5","0","0","10034","1","1.4","0","0","90","1.5","610034004","1","0","1","70","5011321"
"","0","5011323","5","0","0","10034","1","1.4","0","0","90","1.5","610034005","2","0","1","40","0"
"","0","0","5","0","0","10034","1","1.4","0","0","90","1.5","610034006","3","0","1","0","0"
"","5","5035322","5","0","3","10035","2","2.5","0","600","155","5.5","610035004","1","610035401","1","0","5035321"
"","5","5035323","5","0","0","10035","2","2.5","0","600","155","1.5","610035005","2","610035402","1","0","0"
"","5","0","5","0","0","10035","1","2.5","0","0","155","1.5","610035006","3","0","1","0","0"
"","-50","5036322","5","0","3","10036","1","0.4","0","600","155","5.5","610036004","1","0","1","75","5036321"
"","-50","5036323","5","0","0","10036","1","0.4","0","600","155","1.5","610036005","2","0","1","20","0"
"","-50","0","5","0","0","10036","1","0.4","0","0","155","1.5","610036006","3","0","1","0","0"
"","-50","5012321","5","0","3","10037","2","1.5","0","600","90","1.5","610037004","1","610037401","1","0","0"
"","-50","5012322","5","0","0","10037","1","1.5","0","0","90","1.5","610037005","2","0","1","53","0"
"","-50","0","5","0","0","10037","1","1.5","0","0","90","1.5","610037006","3","0","1","0","0"
"","-20","5038322","5","0","3","10038","2","1.8","0","600","155","5.5","610038004","1","610038401","1","0","5038321"
"310700_detail_idle","-20","5038323","5","0","0","10038","1","2","0","0","155","1.5","610038005","2","0","1","55","0"
"","-20","0","5","0","0","10038","1","1.8","0","0","155","1.5","610038006","3","0","1","0","0"
"","50","5013321","5","0","3","10039","2","0.9","0","600","90","1.5","610039004","1","610039401","1","0","0"
"","84","5013322","5","0","0","10039","1","1","0","0","90","1.5","610039005","2","0","1","50","0"
"","84","0","5","0","0","10039","1","1","0","0","90","1.5","610039006","3","0","1","0","0"
"","-20","5040322","5","0","3","10040","2","1.5","0","600","160","5.5","610040004","1","610040401","1","0","5040321"
"","-35","5040323","5","0","0","10040","1","1.7","0","0","160","1.5","610040005","2","0","1","60","0"
"","-35","0","5","0","0","10040","1","1.7","0","0","160","1.5","610040006","3","0","1","0","0"
"","1","5015321","5","0","3","10041","2","0.9","0","600","90","1.5","610041004","1","610041401","1","0","0"
"","-50","5015322","5","0","0","10041","1","1.3","0","0","90","1.5","610041005","2","0","1","42","0"
"","-50","0","5","0","0","10041","1","1.3","0","0","90","1.5","610041006","3","0","1","0","0"
"","-20","5042322","5","6500000","0","10042","5","1.7","0","0","160","5.5","610042004","1","0","1","60","5042321"
"311100_detail_idle","-20","5042323","5","0","3","10042","2","1.61","0","600","160","1.5","610042005","2","610042402","1","0","0"
"","-20","0","5","0","0","10042","1","1.7","0","0","160","1.5","610042006","3","0","1","0","0"
"","-50","5019322","5","200","0","10043","4","1.25","0","0","90","1.5","610043004","1","610043401","1","0","5019321"
"","-50","5019323","5","0","0","10043","1","1.25","0","0","90","1.5","610043005","2","0","1","67","0"
"","-50","0","5","0","0","10043","1","1.25","0","0","90","1.5","610043006","3","0","1","0","0"
"","-54","5044322","5","0","3","10044","1","1.8","0","600","166","1.5","610044004","1","0","1","70","5044321"
"","-54","5044323","5","0","0","10044","1","1.8","0","0","166","1.5","610044005","2","0","1","30","0"
"","-54","0","5","0","0","10044","1","1.8","0","0","166","1.5","610044006","3","0","1","0","0"
"","0","5021322","5","0","0","10045","1","1","0","0","90","1.5","610045004","1","0","1","65","5021321"
"","0","5021323","5","30","0","10045","3","1","0","0","90","1.5","610045005","2","0","1","0","0"
"","0","0","5","0","0","10045","1","1","0","0","90","1.5","610045006","3","0","1","0","0"
"","-35","5046322","5","0","0","10046","1","1.7","0","0","169","5.5","610046004","1","0","1","30","5046321"
"","-15","5046323","5","0","3","10046","2","1.7","0","600","169","1.5","610046005","2","610046402","1","0","0"
"","-35","0","5","0","0","10046","1","1.7","0","0","169","1.5","610046006","3","0","1","0","0"
"","-50","5023322","5","0","0","10047","1","1.25","0","0","90","1.5","610047004","1","0","1","75","5023321"
"","-50","5023323","5","0","0","10047","1","1.25","0","0","90","1.5","610047005","2","0","1","40","0"
"","-50","0","5","0","0","10047","1","1.25","0","0","90","1.5","610047006","3","0","1","0","0"
"","-35","5048322","5","0","0","10048","1","1.25","0","0","172","5.5","610048004","1","0","1","35","5048321"
"","-35","5048323","5","0","3","10048","2","1.25","0","600","172","1.5","610048005","2","610048402","1","0","0"
"","-35","0","5","0","0","10048","1","1.25","0","0","172","1.5","610048006","3","0","1","0","0"
"","-50","5025322","5","0","3","10049","2","1.25","0","600","90","5.5","610049004","1","610049401","1","0","5025321"
"","-50","5025323","5","0","0","10049","1","1.25","0","0","90","1.5","610049005","2","0","1","63","0"
"","-50","0","5","0","0","10049","1","1.25","0","0","90","1.5","610049006","3","0","1","0","0"
"","-35","5050322","5","35","0","10050","3","1.25","0","0","175","5.5","610050004","1","610050401","1","0","5050321"
"","-35","5050323","5","0","0","10050","1","1.25","0","0","175","1.5","610050005","2","0","1","75","0"
"","-35","0","5","0","0","10050","1","1.25","0","0","175","1.5","610050006","3","0","1","0","0"
"","-50","5027322","5","0","3","10051","1","1.25","0","600","130","5.5","610051004","1","0","1","80","5027321"
"","-50","5027323","5","0","0","10051","2","1.25","0","600","130","1.5","610051005","2","610051501","1","0","0"
"","-50","0","5","0","0","10051","1","1.25","0","0","130","1.5","610051006","3","0","1","0","0"
"","-75","5052322","5","0","0","10052","1","1.7","0","0","178","5.5","610052004","1","0","1","79","5052321"
"","-75","5052323","5","0","0","10052","1","1.7","0","0","178","1.5","610052005","2","0","1","36","0"
"","-75","0","5","0","0","10052","1","1.7","0","0","178","1.5","610052006","3","0","1","0","0"
"","50","5017321","5","0","3","10053","2","0.9","0","600","133","1.5","610053004","1","610053401","1","0","0"
"","84","5017322","5","0","0","10053","1","1","0","0","133","1.5","610053005","2","0","1","69","0"
"","84","0","5","0","0","10053","1","1","0","0","133","1.5","610053006","3","0","1","0","0"
"","-75","5054322","5","0","0","10054","1","1.7","0","0","181","5.5","610054004","1","0","1","28","5054321"
"","-40","5054323","5","0","0","10054","2","1.3","0","600","181","1.5","610054005","2","610054402","1","0","0"
"","-75","0","5","0","0","10054","1","1.7","0","0","181","1.5","610054006","3","0","1","0","0"
"","0","5029322","5","0","3","10055","2","1.5","0","600","136","5.5","610055004","1","610055401","1","0","5029321"
"","0","5029323","5","0","0","10055","1","1.5","0","0","136","1.5","610055005","2","0","1","73","0"
"","0","0","5","0","0","10055","1","1.5","0","0","136","1.5","610055006","3","0","1","0","0"
"","-20","5056322","5","0","3","10056","1","2","0","600","175","5.5","610056004","1","0","1","80","5056321"
"","-20","5056323","5","0","0","10056","1","2","0","0","175","1.5","610056005","2","0","1","55","0"
"","-20","0","5","0","0","10056","1","2","0","0","175","1.5","610056006","3","0","1","0","0"
"","-50","5031322","5","0","3","10057","2","1.25","0","600","139","5.5","610057004","1","610057401","1","0","5031321"
"","-50","5031323","5","0","0","10057","1","1.25","0","0","139","1.5","610057005","2","0","1","60","0"
"","-50","0","5","0","0","10057","1","1.25","0","0","139","1.5","610057006","3","0","1","0","0"
"","5","5058322","5","35","3","10058","3","1.75","0","600","178","5.5","610058004","1","610058401","1","0","5058321"
"","5","5058323","5","0","0","10058","1","1.75","0","600","178","1.5","610058005","2","0","1","68","0"
"","5","0","5","0","0","10058","1","1.75","0","0","178","1.5","610058006","3","0","1","0","0"
"","-20","5059322","5","0","3","10059","1","1.55","0","600","178","5.5","610059004","1","0","1","75","5059321"
"","0","5059323","5","0","0","10059","2","1.15","0","600","178","1.5","610059005","2","610059402","1","0","0"
"","-20","0","5","0","0","10059","1","1.55","0","0","178","1.5","610059006","3","0","1","0","0"
"","-50","5033322","5","0","3","10060","1","1.25","0","600","142","5.5","610060004","1","0","1","56","5033321"
"","-50","5033323","5","0","0","10060","2","1.25","0","600","142","1.5","610060005","2","610060402","1","0","0"
"","-50","0","5","0","0","10060","1","1.25","0","0","142","1.5","610060006","3","0","1","0","0"
"","-47","5061322","5","0","3","10061","2","0.83","0","600","181","5.5","610061004","1","610061401","1","0","5061321"
"","-47","5061323","5","0","0","10061","1","0.83","0","600","181","1.5","610061005","2","0","1","80","0"
"","-47","0","5","0","0","10061","1","0.83","0","0","181","1.5","610061006","3","0","1","0","0"
"","5","5035322","5","0","3","10062","2","2.5","0","600","145","5.5","610062004","1","610062401","1","0","5035321"
"","5","5035323","5","0","0","10062","2","2.5","0","600","145","1.5","610062005","2","610062402","1","0","0"
"","5","0","5","0","0","10062","1","2.5","0","0","145","1.5","610062006","3","0","1","0","0"
"","-50","5036322","5","0","3","10063","1","0.4","0","600","145","5.5","610063004","1","0","1","73","5036321"
"","-50","5036323","5","0","0","10063","1","0.4","0","600","145","1.5","610063005","2","0","1","37","0"
"","-50","0","5","0","0","10063","1","0.4","0","0","145","1.5","610063006","3","0","1","0","0"
"","-50","5064322","5","0","3","10064","1","1.25","0","600","184","5.5","610064004","1","0","1","67","5064321"
"","-50","5064323","5","0","0","10064","1","1.25","0","600","184","1.5","610064005","2","0","1","40","0"
"","-50","0","5","0","0","10064","1","1.25","0","0","184","1.5","610064006","3","0","1","0","0"
"","-20","5038322","5","0","3","10065","2","1.5","0","600","148","5.5","610065004","1","610065401","1","0","5038321"
"310700_detail_idle","-20","5038323","5","0","0","10065","1","2","0","0","148","1.5","610065005","2","0","1","67","0"
"","-20","0","5","0","0","10065","1","1.8","0","0","148","1.5","610065006","3","0","1","0","0"
"","-50","5066322","5","9000000","3","10066","5","1","0","600","186","5.5","610066004","1","610066401","1","94","5066321"
"","-50","5066323","5","0","0","10066","2","1","0","600","186","1.5","610066005","2","610066402","1","0","0"
"","-50","0","5","0","0","10066","1","1","0","0","186","1.5","610066006","3","0","1","0","0"
"","-20","5040322","5","0","3","10067","2","1.5","0","600","151","5.5","610067004","1","610067401","1","0","5040321"
"","-35","5040323","5","0","0","10067","1","1.7","0","0","151","1.5","610067005","2","0","1","68","0"
"","-35","0","5","0","0","10067","1","1.7","0","0","151","1.5","610067006","3","0","1","0","0"
"","-47","5068322","5","0","3","10068","1","1.7","0","600","189","5.5","610068004","1","0","1","56","5068321"
"","-47","5068323","5","0","0","10068","2","1.5","0","600","189","1.5","610068005","2","610068402","1","0","0"
"","-47","0","5","0","0","10068","1","1.7","0","0","189","1.5","610068006","3","0","1","0","0"
"","-20","5042322","5","2400000","0","10069","5","1.7","0","0","154","5.5","610069004","1","0","1","72","5042321"
"311100_detail_idle","-20","5042323","5","0","3","10069","2","1.7","0","600","154","1.5","610069005","2","610069402","1","0","0"
"","-20","0","5","0","0","10069","1","1.7","0","0","154","1.5","610069006","3","0","1","0","0"
"","-50","5070322","5","0","3","10070","2","2","1","600","192","5.5","610070004","1","610070401","1","0","5070321"
"","-50","5070323","5","0","0","10070","2","2","1","600","192","1.5","610070005","2","610070402","1","0","0"
"","-50","0","0","0","0","10070","1","2","0","0","192","1.5","610070006","3","0","1","0","0"
"","-54","5044322","5","0","3","10071","1","1.8","0","600","157","1.5","610071004","1","0","1","72","5044321"
"","-54","5044323","5","0","0","10071","1","1.8","0","0","157","1.5","610071005","2","0","1","44","0"
"","-54","0","5","0","0","10071","1","1.8","0","0","157","1.5","610071006","3","0","1","0","0"
"","-120","5072322","5","30","3","10072","3","1.3","0","600","195","5.5","610072004","1","610072401","1","0","5072321"
"","-80","5072323","5","0","0","10072","2","1","0","600","195","1.5","610072005","2","610072402","1","0","0"
"","-120","0","5","0","0","10072","1","1.3","0","0","195","1.5","610072006","3","0","1","0","0"
"","-35","5046322","5","0","0","10073","1","1.7","0","0","160","5.5","610073004","1","0","1","60","5046321"
"","-15","5046323","5","0","3","10073","2","1.7","0","600","160","1.5","610073005","2","610073402","1","0","0"
"","-35","0","5","0","0","10073","1","1.7","0","0","160","1.5","610073006","3","0","1","0","0"
"","-30","5074322","5","0","3","10074","2","1.18","0","600","198","5.5","610074004","1","610074401","1","0","5074321"
"","-30","5074323","5","40","0","10074","3","1.55","0","600","198","1.5","610074005","2","610074402","1","0","0"
"","-45","0","5","0","0","10074","1","1.55","0","0","198","1.5","610074006","3","0","1","0","0"
"","-35","5048322","5","0","0","10075","1","1.25","0","0","163","5.5","610075004","1","0","1","71","5048321"
"","-35","5048323","5","0","3","10075","2","1.25","0","600","163","1.5","610075005","2","610075402","1","0","0"
"","-35","0","5","0","0","10075","1","1.25","0","0","163","1.5","610075006","3","0","1","0","0"
"","-40","5076322","5","0","3","10076","2","2.2","0","600","200","5.5","610076004","1","610076401","1","0","5076321"
"","-40","5076323","5","0","0","10076","1","2.4","0","0","200","1.5","610076005","2","610076402","1","97","0"
"","-55","0","5","0","0","10076","1","2.4","0","0","200","1.5","610076006","3","0","1","0","0"
"","-35","5050322","5","35","0","10077","3","1.25","0","0","166","5.5","610077004","1","610077401","1","0","5050321"
"","-35","5050323","5","0","0","10077","1","1.25","0","0","166","1.5","610077005","2","0","1","49","0"
"","-35","0","5","0","0","10077","1","1.25","0","0","166","1.5","610077006","3","0","1","0","0"
"","-45","5078322","5","0","0","10078","1","1.55","0","0","203","1.5","610078004","1","0","1","79","5078321"
"","-45","5078323","5","490","0","10078","4","1.55","0","0","203","1.5","610078005","2","0","1","0","0"
"","-45","0","5","0","0","10078","1","1.55","0","0","203","1.5","610078006","3","0","1","0","0"
"","-75","5052322","5","0","0","10079","1","1.7","0","0","169","5.5","610079004","1","0","1","77","5052321"
"","-75","5052323","5","0","0","10079","1","1.7","0","0","169","1.5","610079005","2","0","1","47","0"
"","-75","0","5","0","0","10079","1","1.7","0","0","169","1.5","610079006","3","0","1","0","0"
"","-70","5080322","5","0","3","10080","2","1.4","0","600","206","5.5","610080004","1","610080401","1","0","5080321"
"","-70","5080323","5","0","0","10080","1","1.5","0","0","206","1.5","610080005","2","610080402","1","67","0"
"","-70","0","5","0","0","10080","1","1.5","0","0","206","1.5","610080006","3","0","1","0","0"
"","-75","5054322","5","0","0","10081","1","1.7","0","0","172","5.5","610081004","1","0","1","48","5054321"
"","-40","5054323","5","0","0","10081","2","1.3","0","600","172","1.5","610081005","2","610081402","1","0","0"
"","-75","0","5","0","0","10081","1","1.7","0","0","172","1.5","610081006","3","0","1","0","0"
"","-20","5082322","5","20","3","10082","3","2","0","600","209","5.5","610082004","1","610082401","1","0","5082321"
"","-20","5082323","5","0","0","10082","1","2","0","0","209","1.5","610082005","2","0","1","49","0"
"","-20","0","5","0","0","10082","1","2","0","0","209","1.5","610082006","3","0","1","0","0"
"","-20","5056322","5","0","3","10083","1","2","0","600","172","5.5","610083004","1","0","1","77","5056321"
"","-20","5056323","5","0","0","10083","1","2","0","0","172","1.5","610083005","2","0","1","45","0"
"","-20","0","5","0","0","10083","1","2","0","0","172","1.5","610083006","3","0","1","0","0"
"","5","5084322","5","0","3","10084","2","1.35","0","600","212","5.5","610084004","1","610084401","1","0","5084321"
"","5","5084323","5","10","0","10084","3","1.35","0","600","212","1.5","610084005","2","0","1","0","0"
"","5","0","5","0","0","10084","1","1.35","0","0","212","1.5","610084006","3","0","1","0","0"
"","-20","5085322","5","0","3","10085","2","0.95","0","600","212","5.5","610085004","1","610085401","1","0","5085321"
"","-20","5085323","5","0","0","10085","1","1.2","0","600","212","1.5","610085005","2","0","1","75","0"
"","-20","0","5","0","0","10085","1","1.2","0","0","212","1.5","610085006","3","0","1","0","0"
"","5","5058322","5","20","3","10086","3","1.75","0","600","172","5.5","610086004","1","610086401","1","0","5058321"
"","5","5058323","5","0","0","10086","1","1.75","0","600","172","1.5","610086005","2","0","1","70","0"
"","5","0","5","0","0","10086","1","1.75","0","0","172","1.5","610086006","3","0","1","0","0"
"","-20","5059322","5","0","3","10087","1","1.55","0","600","172","5.5","610087004","1","0","1","71","5059321"
"","0","5059323","5","0","0","10087","2","1.15","0","600","172","1.5","610087005","2","610087402","1","0","0"
"","-20","0","5","0","0","10087","1","1.55","0","0","172","1.5","610087006","3","0","1","0","0"
"","-70","5088322","5","15","3","10088","3","1.4","0","600","215","5.5","610088004","1","610088401","1","0","5088321"
"","-70","5088323","5","0","0","10088","1","1.5","0","0","215","1.5","610088005","2","610088402","1","75","0"
"","-70","0","5","0","0","10088","1","1.5","0","0","215","1.5","610088006","3","0","1","0","0"
"","-47","5061322","5","0","3","10089","2","0.83","0","600","172","5.5","610089004","1","610089401","1","0","5061321"
"","-47","5061323","5","0","0","10089","1","0.83","0","600","172","1.5","610089005","2","0","1","60","0"
"","-47","0","5","0","0","10089","1","0.83","0","0","172","1.5","610089006","3","0","1","0","0"
"","-45","5090322","5","0","3","10090","1","1.18","0","600","218","5.5","610090004","1","0","1","78","5090321"
"","-45","5090323","5","550","0","10090","4","1.18","0","0","218","1.5","610090005","2","0","1","0","0"
"","-45","0","5","0","0","10090","1","1.18","0","0","218","1.5","610090006","3","0","1","0","0"
"","-50","5064322","5","0","3","10091","1","1.25","0","600","172","5.5","610091004","1","0","1","76","5064321"
"","-50","5064323","5","0","0","10091","1","1.25","0","600","172","1.5","610091005","2","0","1","50","0"
"","-50","0","5","0","0","10091","1","1.25","0","0","172","1.5","610091006","3","0","1","0","0"
"","-50","5092322","5","0","3","10092","1","1.4","0","600","220","5.5","610092004","1","0","1","60","5092321"
"","-20","5092323","5","0","0","10092","2","1.15","0","600","220","1.5","610092005","2","610092402","1","0","0"
"","-50","0","5","0","0","10092","1","1.4","0","0","220","1.5","610092006","3","0","1","0","0"
"","-50","5066322","5","2500000","3","10093","5","1","0","600","172","5.5","610093004","1","610093401","1","75","5066321"
"","-50","5066323","5","0","0","10093","2","1","0","600","172","1.5","610093005","2","610093402","1","0","0"
"","-50","0","5","0","0","10093","1","1","0","0","172","1.5","610093006","3","0","1","0","0"
"","-50","5094322","5","10","3","10094","3","2.2","0","600","223","5.5","610094004","1","610094401","1","0","5094321"
"","-50","5094323","5","0","0","10094","1","2.2","0","0","223","1.5","610094005","2","0","1","84","0"
"","-50","0","5","0","0","10094","1","2.2","0","0","223","1.5","610094006","3","0","1","0","0"
"","-47","5068322","5","0","3","10095","1","1.7","0","600","172","5.5","610095004","1","0","1","66","5068321"
"","-47","5068323","5","0","0","10095","2","1.5","0","600","172","1.5","610095005","2","610095402","1","0","0"
"","-47","0","5","0","0","10095","1","1.7","0","0","172","1.5","610095006","3","0","1","0","0"
"","-120","5096322","5","0","3","10096","1","1.3","0","600","226","5.5","610096004","1","0","1","76","5096321"
"","-80","5096323","5","0","0","10096","2","1","0","600","226","1.5","610096005","2","610096402","1","0","0"
"","-120","0","5","0","0","10096","1","1.3","0","0","226","1.5","610096006","3","0","1","0","0"
"","-50","5070322","5","0","3","10097","2","2","1","600","172","5.5","610097004","1","610097401","1","0","5070321"
"","-50","5070323","5","0","0","10097","2","2","1","600","172","1.5","610097005","2","610097402","1","0","0"
"","-50","0","0","0","0","10097","1","2","0","0","172","1.5","610097006","3","0","1","0","0"
"","-120","5098322","5","0","3","10098","2","1.3","0","600","229","5.5","610098004","1","610098401","1","0","5098321"
"","-80","5098323","5","0","0","10098","2","1.1","0","600","229","1.5","610098005","2","610098402","1","0","0"
"","-85","0","5","0","0","10098","1","1.3","0","0","229","1.5","610098006","3","0","1","0","0"
"","-100","5072322","5","25","3","10099","3","1.3","0","600","172","5.5","610099004","1","610099401","1","0","5072321"
"","-80","5072323","5","0","0","10099","2","1","0","600","172","1.5","610099005","2","610099402","1","0","0"
"","-120","0","5","0","0","10099","1","1.3","0","0","172","1.5","610099006","3","0","1","0","0"
"","-50","5100322","5","0","3","10100","2","1.1","0","600","232","5.5","610100004","1","610100401","1","0","5100321"
"","-70","5100323","5","0","0","10100","1","1.5","0","600","232","1.5","610100005","2","0","1","70","0"
"","-70","0","5","0","0","10100","1","1.5","0","0","232","1.5","610100006","3","610100110","1","0","0"
"","-30","5074322","5","0","3","10101","2","1.18","0","600","175","5.5","610101004","1","610101401","1","0","5074321"
"","-30","5074323","5","25","0","10101","3","1.55","0","600","175","1.5","610101005","2","610101402","1","0","0"
"","-45","0","5","0","0","10101","1","1.55","0","0","175","1.5","610101006","3","0","1","0","0"
"","-85","5102322","5","0","3","10102","1","1.25","0","600","235","5.5","610102004","1","0","1","32","5102321"
"","-80","5102323","5","0","0","10102","2","1.1","0","600","235","1.5","610102005","2","610102402","1","0","0"
"","-85","0","5","0","0","10102","1","1.25","0","0","235","1.5","610102006","3","0","1","0","0"
"","-40","5076322","5","0","3","10103","2","2.2","0","600","178","5.5","610103004","1","610103401","1","0","5076321"
"","-40","5076323","5","0","0","10103","1","2.4","0","0","178","1.5","610103005","2","610103402","1","97","0"
"","-55","0","5","0","0","10103","1","2.4","0","0","178","1.5","610103006","3","0","1","0","0"
