116a681aa3d74f7cad72d09158b632cdbd78bc2a2e5c62e9035e5518b52b9633,c66396578443b873f96066603f228e00179dedaef8f90754d60511e99e26fefc,aa85ac65eb9ac9d74236ce4e7960ffdc742142ca883e984c07d7ffe8482280fb,8f96cf6509301e30f1525f4b285b65224015ae534710b6c2b02d5cbae25c8ad7,7dd06d0b57b52c5936bea0f1a3911dd98f54cc59e1824f57da862be8a88450d7,a2212c75b9b4c7937705fea301aee863e19f662679a5e7a09abd3e17fb3e2541,936c318fb19c8061aa372dd8ef9cfb45ec62db4d4fd13a10d8088757dcbcb357,0942c8974b44eaf5e2f4acdea225b769bbeb4f3e3567529eaf756268baeb60c8,f3f7cbf4abbc1e70e6a0f78e9362028a0b3fb54022dd62563c0267b10dd6fd2a,872887c06e9c441f8ec39e3159769f645bd773bcc6d88d3ff85858bfff003501,d53eeb47bc747b501afa273238d8b99ac7481b0dbb0b06bab18ddfa8b45285e9,001d60d28938617e25618fd2bea417f5e8837518cb0dc3be36df2a727578b913,7e82158b86cfae1e1be9a1f6fde5970ca39ff3d5c6f51446cfc2c027be3eff12,522b67b4461b4cb214dacd9f5f960f4d758aadd901aff357cc574379bee514bc,473346ecbecfabe798832df3e20222d32716d52afdcb9065a13f1e425d2fc02b,1c01a282f3480771ea896f23b45413ec67aa5a9e6395478c2d13aa606d0d15ee,3ec7ea743ad2bd0fc163c6313f6dc5c0bb9a08cd50683bac8fdf12def0c81fa6,0c3f571d484f5d30527d9e82dd601fdd79d5a888e813696d10836dd60c3f24c3,86d4277234267ed391b3223b7edb1097446847369de79c2a2739fddf5a97b45c,9af4bd37f77c5f323b4ae9ff0df6891f0a65229d97e15bb6e03f7ca0a981e92b,1ce905314c01132ca2750f3f081570d82819da2e0051cd16b9c2d5904a345c4d
"NONE","AccelBoardA","0","BeachTrap","NONE","1000","0","WaterMelon","0","0","BeachTrap","2000","NONE","BeachJumpOverTrap","SpeedTerritoryB","3500","3000","1049","500","NONE","2500"
"NONE","BeachJumpOverTrap","0","BeachJumpOverTrap","NONE","1200","0","BeachJumpOverTrap","0","0","BeachJumpOverTrap","1800","NONE","BeachJumpOverTrap","BeachJumpOverTrap","3600","3000","1050","600","NONE","2400"
"NONE","BeachJumpBoard","0","NONE","NONE","1300","0","BeachJumpBoard","0","0","NONE","2200","NONE","BeachJumpBoard","BeachJumpBoard","0","0","1051","500","NONE","3000"
"NONE","BeachJumpBoard","0","NONE","NONE","1200","0","BeachJumpBoard","0","0","NONE","2100","NONE","SpeedTerritoryA","BeachJumpBoard","0","0","1052","300","NONE","3500"
"NONE","BeachJumpOverTrap","0","BeachTrap","NONE","1200","0","BeachJumpOverTrap","0","0","BeachTrap","1800","NONE","BeachTrap","BeachJumpOverTrap","3600","3000","1053","600","NONE","2400"
"NONE","NONE","0","NONE","NONE","0","0","NONE","0","0","NONE","0","NONE","NONE","BeachJumpBoard","0","0","1054","500","NONE","0"
"NONE","BeachJumpBoard","0","NONE","NONE","1200","0","BeachJumpBoard","0","0","NONE","2100","NONE","EnemyB","BeachJumpBoard","0","0","1055","300","NONE","3500"
"NONE","BeachJumpOverTrap","0","BeachJumpOverTrap","NONE","1200","0","BeachJumpOverTrap","0","0","BeachTrap","1800","NONE","BeachJumpOverTrap","BeachJumpOverTrap","3600","3000","1056","600","NONE","2400"
"NONE","BeachJumpBoard","0","NONE","NONE","1500","0","BeachJumpBoard","0","0","NONE","2500","NONE","NONE","BeachJumpBoard","0","0","1057","500","NONE","0"
"NONE","BeachJumpBoard","0","NONE","NONE","1200","0","BeachJumpBoard","0","0","NONE","2100","NONE","SummerEnemyC","BeachJumpBoard","0","0","1058","300","NONE","3500"
"NONE","BeachJumpOverTrap","0","BeachTrap","NONE","1200","0","BeachJumpOverTrap","0","0","BeachTrap","1800","NONE","BeachJumpOverTrap","BeachJumpOverTrap","3600","3000","1059","600","NONE","2400"
"NONE","NONE","0","NONE","NONE","2500","0","BeachJumpBoard","0","0","NONE","0","NONE","NONE","BeachJumpBoard","0","0","1060","1300","NONE","0"
"NONE","BeachJumpBoard","0","NONE","NONE","1200","0","BeachJumpBoard","0","0","NONE","2100","NONE","SummerJumpOverEnemyB","BeachJumpBoard","0","0","1061","300","NONE","3500"
"NONE","AccelBoardA","0","BeachJumpOverTrap","NONE","1200","0","BeachTrap","0","0","NONE","1800","NONE","BeachJumpOverTrap","SummerEnemyD","0","3300","1062","500","NONE","2600"
"NONE","AccelBoardA","0","NONE","NONE","2300","0","SpeedTerritoryB","0","0","NONE","3300","NONE","NONE","BeachJumpBoard","0","0","1063","700","NONE","0"
"NONE","ShellFlyingItem","0","ShellFlyingItem","NONE","1200","0","ShaveIce","0","3200","SummerEnemyG","1600","NONE","EnemyB","SpeedTerritoryB","2800","2400","1064","600","ShellFlyingItem","2000"
"SummerEnemyG","ShaveIce","3200","ShellFlyingItem","NONE","800","0","BeachTrap","3600","2800","SummerEnemyA","1200","SummerEnemyG","EnemyB","SummerEnemyD","2400","2000","1065","400","ShellFlyingItem","1600"
"SummerEnemyG","SummerEnemyG","3600","EnemyB","NONE","800","0","SummerEnemyA_NoColl","0","3200","SummerEnemyC","1600","NONE","ShaveIce","BeachJumpBoard","2800","2400","1066","400","SummerEnemyG","2000"
"NONE","AccelBoardA","0","ShaveIce","NONE","1100","0","AccelBoardA","0","3600","EnemyB","1800","NONE","SpeedTerritoryA","AccelBoardA","3200","2800","1067","400","SummerEnemyA","2400"
"NONE","WaterMelon","0","NONE","NONE","1300","0","WaterMelon","0","0","NONE","2000","NONE","ShaveIce","WaterMelon","0","0","1068","300","NONE","2700"
"NONE","WaterMelon","0","NONE","NONE","1200","0","WaterMelon","0","0","NONE","2200","NONE","WaterMelon","WaterMelon","0","0","1069","300","NONE","3200"
"NONE","WaterMelon","0","NONE","NONE","1150","0","WaterMelon","0","0","NONE","1850","NONE","ShaveIce","WaterMelon","0","0","1070","300","NONE","2550"
"NONE","WaterMelon","0","NONE","NONE","1000","0","WaterMelon","0","0","NONE","1700","NONE","ShaveIce","WaterMelon","0","0","1071","300","NONE","2400"
"NONE","SummerEnemyA","0","NONE","NONE","800","0","SpeedTerritoryB","0","0","NONE","1200","NONE","WaterMelon","BeachTrap","0","0","1072","400","NONE","1600"
"NONE","SummerEnemyB","0","NONE","NONE","800","0","SpeedTerritoryB","0","0","NONE","1200","NONE","Balloon","BeachTrap","0","0","1073","400","NONE","1600"
"NONE","SummerEnemyC","0","NONE","NONE","800","0","SpeedTerritoryB","0","0","NONE","1200","NONE","BeachJumpBoard","BeachTrap","0","0","1074","400","NONE","1600"
"NONE","SummerEnemyD","0","NONE","NONE","800","0","SpeedTerritoryB","0","0","NONE","1200","NONE","ShaveIce","BeachTrap","0","0","1075","400","NONE","1600"
"NONE","EnemyB","0","EnemyB","NONE","800","0","SummerJumpOverEnemyC","0","3600","ShellFlyingItem","1200","NONE","ShaveIce","SummerEnemyD","3000","2400","1076","400","SummerEnemyG","1800"
"NONE","SpeedTerritoryA","0","SummerEnemyC","NONE","800","0","WaterMelon","0","3600","EnemyB","1600","NONE","ShaveIce","SpeedTerritoryA","3200","2600","1077","400","SummerEnemyG","2000"
"NONE","SummerEnemyB","0","BeachJumpOverTrap","NONE","800","0","ShellFlyingItem","0","3600","SummerEnemyG","1600","NONE","SummerEnemyG","Surf","3600","2800","1078","400","NONE","2000"
"NONE","BeachTrap","0","ShellFlyingItem","NONE","800","0","BeachJumpOverTrap","0","2800","ShellFlyingItem","1200","NONE","Surf","BeachTrap","2400","2000","1079","400","SummerEnemyB","1600"
"ShellFlyingItem","BeachTrap_NoCall","2800","SummerEnemyC","NONE","700","0","SummerEnemyA_NoColl","3200","2400","Surf","1000","SummerEnemyB","SummerEnemyB","BeachJumpBoard","2000","1600","1080","400","SummerEnemyB","1300"
"NONE","ShellFlyingItem","0","SummerEnemyB","NONE","800","0","Surf","0","3600","BeachTrap","1200","NONE","SummerEnemyB","SummerEnemyA","2800","2000","1081","400","BeachJumpOverTrap","1600"
"NONE","BeachTrap","0","SummerEnemyB","NONE","800","0","ShellFlyingItem","0","3600","SummerEnemyB","1600","NONE","SurfB","SurfB","3200","2400","1082","400","BeachJumpOverTrap","2000"
"SummerEnemyG","ShellFlyingItem","3400","Surf","NONE","800","0","SurfB","0","3000","SummerEnemyC","1100","NONE","SummerEnemyB","SpeedTerritoryA","2600","2000","1083","400","ShellFlyingItem","1800"
"NONE","ShellFlyingItem","0","SurfB","NONE","800","0","EnemyB","0","3600","SummerEnemyG","1500","NONE","SummerEnemyC","Surf","2800","2500","1084","300","SummerEnemyC","1800"
"NONE","BeachJumpOverTrap","0","SurfB","NONE","800","0","EnemyB","0","3600","SummerEnemyG","1500","NONE","SummerEnemyC","SurfB","2800","2500","1085","300","SummerEnemyC","1800"
"NONE","ShellFlyingItem","0","SurfB","NONE","800","0","EnemyB","0","3600","SummerEnemyG","1500","NONE","SummerEnemyC","Surf","2800","2500","1086","300","BeachJumpOverTrap","1800"
"NONE","ShellFlyingItem","0","SurfB","NONE","800","0","EnemyB","0","3600","SummerEnemyG","1500","NONE","SummerEnemyC","Surf","2800","2500","1087","300","BeachTrap","1800"
"NONE","NONE","0","NONE","NONE","0","0","NONE","0","0","NONE","0","NONE","NONE","Carpet500","0","0","1088","400","NONE","0"
"NONE","BeachTrap","0","AccelBoardA","NONE","1000","0","SummerEnemyB","0","3500","BeachJumpOverTrap","1500","NONE","BeachJumpOverTrap","SummerEnemyA","3000","2600","1089","500","SummerJumpOverEnemyA","2100"
"NONE","SummerJumpOverEnemyA","0","SummerEnemyB","NONE","900","0","SpeedTerritoryA","0","3300","SummerEnemyC","1500","NONE","AccelBoardA","BeachTrap","2800","2300","1090","400","BeachTrap","1900"
"NONE","SummerEnemyA","0","SummerEnemyA","NONE","1500","0","BeachTrap","0","0","NONE","2200","NONE","SummerEnemyB","WaterMelon","0","3200","1091","500","NONE","2700"
"NONE","BeachTrap","0","SpeedTerritoryA","NONE","1100","0","SummerEnemyA","0","0","BeachTrap","1700","NONE","SummerJumpOverEnemyA","BeachJumpOverTrap","3300","2600","1092","600","NONE","2200"
"NONE","ShellFlyingItem","0","SummerEnemyG","NONE","900","0","EnemyB","0","0","SummerEnemyC","1500","NONE","ShaveIce","Surf","3400","3000","1093","500","NONE","2600"
"NONE","ShaveIce","0","SummerEnemyG","NONE","800","0","BeachJumpOverTrap","0","0","SummerEnemyC","1300","NONE","EnemyB","SummerEnemyC","3400","2700","1094","400","NONE","2000"
"NONE","SpeedTerritoryA","0","SummerEnemyC","NONE","1000","0","WaterMelon","0","0","ShellFlyingItem","1900","NONE","ShaveIce","BeachTrap","3300","2800","1095","500","NONE","2300"
"NONE","SummerEnemyB","0","ShellFlyingItem","NONE","900","0","BeachJumpBoard","0","0","SummerEnemyC","1800","NONE","ShaveIce","SummerJumpOverEnemyA","3500","3000","1096","400","NONE","2500"
"NONE","AccelBoardA","0","AccelBoardA","NONE","800","0","SpeedTerritoryA","0","3400","SummerEnemyB","1400","NONE","SummerEnemyC","SummerEnemyA","3000","2200","1097","400","SummerEnemyA","1900"
"NONE","SummerEnemyB","0","SummerEnemyC","NONE","900","0","AccelBoardA","0","3300","SummerEnemyB","1500","NONE","BeachTrap","BeachTrap","3000","2400","1098","500","BeachTrap","1900"
"NONE","SummerEnemyC","0","SummerEnemyA","NONE","800","0","BeachTrap","0","0","SummerEnemyB","1400","NONE","AccelBoardA","SummerEnemyB","3000","2500","1099","400","NONE","1900"
"NONE","AccelBoardA","0","SummerEnemyD","NONE","900","0","BeachTrap","0","3400","BeachTrap","1300","NONE","SpeedTerritoryA","SummerEnemyA","3000","2300","1100","500","SummerEnemyB","1900"
"NONE","SpeedTerritoryA","0","SummerEnemyB","NONE","1000","0","BeachTrap","0","0","BeachTrap","1600","NONE","SummerEnemyB","SummerEnemyA","3300","2700","1101","600","NONE","2100"
"SummerEnemyB","AccelBoardA","3400","SummerEnemyC","NONE","900","0","SummerEnemyA","0","3000","BeachTrap","1500","NONE","SummerEnemyB","BeachTrap","2700","2300","1102","500","SummerEnemyA","1900"
"NONE","BeachTrap","0","SummerEnemyB","NONE","1100","0","SummerEnemyC","0","3600","SpeedTerritoryA","1500","NONE","SpeedTerritoryA","SummerEnemyB","3300","2800","1103","600","SummerEnemyC","1900"
"SummerEnemyC","BeachTrap","3300","AccelBoardA","NONE","1000","0","SummerEnemyD","0","2900","SummerEnemyA","1400","NONE","SummerEnemyA","BeachTrap","2600","2200","1104","600","SpeedTerritoryA","1800"
"SummerEnemyA","SummerEnemyC","3500","SummerEnemyD","NONE","1000","0","SummerJumpOverEnemyD","0","3100","SummerJumpOverEnemyC","1500","NONE","SummerEnemyA","SummerJumpOverEnemyA","2800","2400","1105","500","SummerEnemyD","1900"
"NONE","SummerJumpOverEnemyB","0","SummerJumpOverEnemyB","NONE","900","0","SummerEnemyA","0","3500","SummerEnemyD","1500","NONE","SummerEnemyD","SummerJumpOverEnemyC","3100","2500","1106","500","SummerEnemyC","2000"
"NONE","SummerJumpOverEnemyC","0","SummerEnemyA","NONE","1200","0","SummerJumpOverEnemyC","0","0","SummerJumpOverEnemyB","1800","NONE","SummerJumpOverEnemyA","SummerEnemyA","3400","2800","1107","600","NONE","2300"
"NONE","SummerJumpOverEnemyA","0","SummerEnemyA","NONE","1000","0","SummerEnemyD","0","0","SummerEnemyB","1700","NONE","SummerJumpOverEnemyC","SummerJumpOverEnemyB","3500","2900","1108","500","NONE","2400"
"NONE","SummerEnemyB","0","SummerEnemyG","NONE","1000","0","ShellFlyingItem","0","0","NONE","1300","NONE","SummerEnemyG","SurfC","0","3000","8001","700","NONE","2000"
"NONE","EnemyB","0","SummerEnemyG","NONE","1000","0","SummerEnemyA","0","0","NONE","1300","NONE","SummerEnemyA","SurfC","0","3000","8002","700","NONE","2000"
"AccelBoardA","SummerJumpOverEnemyA","3100","BeachJumpOverTrap","NONE","1300","0","SummerEnemyA","0","2800","SpeedTerritoryA","1600","NONE","BeachTrap","SurfB","2500","2200","8003","300","SpeedTerritoryB","1900"
"NONE","SummerEnemyA_NoColl","0","WarpGateA","NONE","1300","0","BeachJumpBoard","0","0","WaterMelon","1600","NONE","SpeedTerritoryA_NoColl","SurfB","3200","2200","8004","300","NONE","1800"
"NONE","SummerEnemyA_NoColl","0","NONE","NONE","1300","0","Balloon","0","0","NONE","2000","NONE","SpeedTerritoryA_NoColl","SurfB","0","0","8005","300","NONE","2400"
"AccelBoardA","SummerJumpOverEnemyA","2100","BeachJumpOverTrap","NONE","300","0","SummerEnemyA","3000","1800","SpeedTerritoryA","600","SurfB","BeachTrap","NONE","1500","1200","8006","0","SpeedTerritoryB","900"
"NONE","SummerEnemyA_NoColl","0","WarpGateA","NONE","300","0","BeachJumpBoard","0","3000","WaterMelon","600","NONE","SpeedTerritoryA_NoColl","NONE","2200","1200","8007","0","SurfB","800"
"NONE","SummerEnemyA_NoColl","0","SurfB","NONE","300","0","Balloon","0","0","NONE","1000","NONE","SpeedTerritoryA_NoColl","NONE","0","3000","8008","0","NONE","1300"
"NONE","NONE","0","NONE","NONE","300","0","NONE","0","0","NONE","1000","NONE","NONE","NONE","0","3000","8009","0","NONE","1300"
"NONE","WarpGateA","0","NONE","NONE","1000","0","AccelBoardA","0","0","NONE","2000","NONE","BeachJumpBoard","AccelBoardA","0","0","9990","500","NONE","3100"
"NONE","BeachTrap","0","EnemyB","NONE","800","0","BeachTrap","0","0","NONE","1300","NONE","SummerJumpOverEnemyB","AccelBoardA","3000","2500","9991","500","NONE","2000"
"NONE","SummerJumpOverEnemyB","0","AccelBoardA","NONE","1100","0","SummerEnemyC","0","0","BeachTrap","1400","NONE","EnemyB","AccelBoardA","3300","2800","9992","500","NONE","2100"
"NONE","SummerEnemyA","0","SummerEnemyB","NONE","1200","0","SummerJumpOverEnemyA","0","3600","SummerEnemyA","2000","NONE","AccelBoardA","AccelBoardA","3300","3000","9993","500","SummerEnemyA","2500"
"NONE","AccelBoardA","0","AccelBoardA","NONE","1000","0","AccelBoardA","0","0","AccelBoardA","1500","NONE","AccelBoardA","WaterMelon","3000","2500","9994","300","NONE","2000"
"NONE","BeachJumpOverTrap","0","BeachJumpOverTrap","NONE","900","0","EnemyB","0","0","SummerJumpOverEnemyA","1400","NONE","SpeedTerritoryA","SummerJumpOverEnemyA","3000","2600","9995","500","NONE","1700"
"NONE","AccelBoardA","0","NONE","NONE","700","0","WarpGateA","0","0","NONE","1900","NONE","AccelBoardA","SummerJumpOverEnemyB","0","0","9996","400","NONE","2700"
