0a48d6fc9c3aee58d4176bbb4ed9c667ee7307ee13d04d7c734c35c5cd534d2b,b410e22fc0d43c129741ae9fd387854327e1de47763d7cb48797bd57ee13a766,189b503aad23fd0c4886de076b3210974733f8ecc103507abf7d14aa81ebfa4d,3bf1fba8a90e7556543dc61f544db44a39a235adcde05fa84ef5afdd95aa69c7,22fd712c13e7605b4351cf1b5ffe6f710a8983058587c3144c69b772f478e9c2,7c55147dcb2e80e6a3497fb0dbf3b965e36f2358684230ccce09acff4be512f6,a5b6d3f570f97f115ece0cf69994695f3e898bfbda479675ca336b6b3c0cae61,72b05f3e8988f5a1376969097e894b26682e79d34eec4cabc24ee9f2bc09806a,b349901fd80c1cb4f209ff4931db9fe1ed55ef8e3c773357ad458fe9be33e894,2341cf5bdcb69c851f62df75f7676fff48ff3b082d9624afb687bd1ec645bf75,e1cb17667c74ea9bb9d4ce364ba4df925f5510bd25488041245268a6220ebb31
"10206001","11059014","11","0","1","0","10206","10206001","1","通過主線冒險（NORMAL）59-14","0"
"10206002","2114099","16","0","1","0","10206","10206002","1","閱覽主線劇情第2部第14章全部","0"
"10206003","106401","4","0","1","0","10206","10206003","6","將雪菲升到★6","0"
"10206004","105801","6","0","1","0","10206","10206004","1","裝備貪吃佩可的專用裝備２","0"
"10206005","106001","6","0","1","0","10206","10206005","1","裝備凱留的專用裝備２","0"
"10206006","105901","6","0","1","0","10206","10206006","1","裝備可可蘿的專用裝備２","0"
"10206007","11060014","11","0","1","0","10206","10206007","1","通過主線冒險（NORMAL）60-14","0"
"10206008","2115099","16","0","1","0","10206","10206008","1","閱覽主線劇情第2部第15章全部","0"
"10206009","11061014","11","0","1","0","10206","10206009","1","通過主線冒險（NORMAL）61-14","0"
"10206010","11062014","11","0","1","0","10206","10206010","1","通過主線冒險（NORMAL）62-14","0"
"10206011","9000003","15","0","1","0","10206","10206011","1","通關終炎的理想鄉","0"
"10206012","2116099","16","0","1","0","10206","10206012","1","閱覽主線劇情第2部第16章全部","0"
"10206013","1020601","17","0","1","0","10206","10206013","12","將主線劇情第2部step6任務全部通關","0"
"10207001","11063001","11","0","1","0","10207","10207001","1","通過主線冒險（NORMAL）63-1","0"
"10207002","10207002","19","0","1","0","10207","10207002","1","通過紅焰的深域1-1","0"
"10207003","10207003","19","0","1","0","10207","10207003","1","通過蒼波的深域1-1","0"
"10207004","10207004","19","0","1","0","10207","10207004","1","通過翠嵐的深域1-1","0"
"10207005","10207005","19","0","1","0","10207","10207005","1","通過珀天的深域1-1","0"
"10207006","10207006","19","0","1","0","10207","10207006","1","通過紫冥的深域1-1","0"
"10301001","11063010","11","0","1","0","10301","10301001","1","通過主線冒險（NORMAL）63-10","0"
"10301002","2201099","16","0","1","0","10301","10301002","1","閱覽主線劇情第3部第1章全部","0"
"10301003","31004","14","0","1","0","10301","10301003","1","征服地下城「蒼海孤塔」","0"
"10301004","11064010","11","0","1","0","10301","10301004","1","通過主線冒險（NORMAL）64-10","0"
"10301005","2202099","16","0","1","0","10301","10301005","1","閱覽主線劇情第3部第2章全部","0"
"10301006","11065010","11","0","1","0","10301","10301006","1","通過主線冒險（NORMAL）65-10","0"
"10301007","2203099","16","0","1","0","10301","10301007","1","閱覽主線劇情第3部第3章全部","0"
"10301008","12063001","11","0","1","0","10301","10301008","1","通過主線冒險（HARD）63-1","0"
"10301009","1030101","17","0","1","0","10301","10301009","8","將主線劇情第3部前篇step1任務全部通關","0"
"10302001","11066010","11","0","1","0","10302","10302001","1","通過主線冒險（NORMAL）66-10","0"
"10302002","2204099","16","0","1","0","10302","10302002","1","閱覽主線劇情第3部第4章全部","0"
"10302003","31005","14","0","1","0","10302","10302003","1","征服地下城「毒瘴闇稜」","0"
"10302004","11067010","11","0","1","0","10302","10302004","1","通過主線冒險67-10（NORMAL）","0"
"10302005","2205099","16","0","1","0","10302","10302005","1","閱覽主線劇情第3部第5章全部","0"
"10302006","11068010","11","0","1","0","10302","10302006","1","通過主線冒險68-10（NORMAL）","0"
"10302007","2206099","16","0","1","0","10302","10302007","1","閱覽主線劇情第3部第6章全部","0"
"10302008","20101001","19","0","1","0","10302","10302008","1","在深域冒險中通過任何屬性的1-10","0"
"10302009","1030201","17","0","1","0","10302","10302009","8","將主線劇情第3部前篇step2任務全部通關","0"
"10303001","11069010","11","0","1","0","10303","10303001","1","通過主線冒險69-10（NORMAL）","0"
"10303002","2207099","16","0","1","0","10303","10303002","1","閱覽主線劇情第3部第7章全部","0"
"10303003","31006","14","0","1","0","10303","10303003","1","征服地下城「綠龍骸嶺」","0"
"10303004","11070010","11","0","1","0","10303","10303004","1","通過主線冒險70-10（NORMAL）","0"
"10303005","2208099","16","0","1","0","10303","10303005","1","閱覽主線劇情第3部第8章全部","0"
"10303006","11072001","11","0","1","0","10303","10303006","1","通過主線冒險（NORMAL）72-1","0"
"10303007","75000001","25","0","1","0","10303","10303007","1","通關記憶領域第1層","0"
"10303008","76010001","39","0","1","0","10303","10303008","1","通關霸瞳皇帝的領域第1層","0"
"10303009","1030301","17","0","1","0","10303","10303009","8","將主線劇情第3部前篇step3任務全部通關","0"
"10304001","13063001","11","0","1","0","10304","10304001","1","通過主線冒險（VERY HARD）63-1","0"
"10304002","11072010","11","0","1","0","10304","10304002","1","通過主線冒險72-10（NORMAL）","0"
"10304003","31007","14","0","1","0","10304","10304003","1","征服地下城「天上浮游城」","0"
"10304004","75000002","25","0","1","0","10304","10304004","1","通關記憶領域第2層","0"
"10304005","76020001","39","0","1","0","10304","10304005","1","通關贊恩的領域第1層","0"
"10304006","9000004","15","0","1","0","10304","10304006","1","通關煉獄之叛亂","0"
"10304007","2209099","16","0","1","0","10304","10304007","1","閱覽主線劇情第3部第9章全部","0"
"10304008","10304008","19","0","1","0","10304","10304008","1","在深域冒險中通過任何屬性的2-10","0"
"10304009","1030401","17","0","1","0","10304","10304009","8","將主線劇情第3部前篇step4任務全部通關","0"
"10305001","31008","14","0","1","0","10305","10305001","1","征服地下城「砂瀑底都」","0"
"10305002","75000003","25","0","1","0","10305","10305002","1","通關記憶領域第3層","0"
"10305003","10305003","19","0","1","0","10305","10305003","1","通過紅焰的深域3-10","0"
"10305004","10305004","19","0","1","0","10305","10305004","1","通過蒼波的深域3-10","0"
"10305005","10305005","19","0","1","0","10305","10305005","1","通過翠嵐的深域3-10","0"
"10305006","10305006","19","0","1","0","10305","10305006","1","通過珀天的深域3-10","0"
"10305007","10305007","19","0","1","0","10305","10305007","1","通過紫冥的深域3-10","0"
"20101001","0","20","0","2","0","20101","20101001","1","登入1次","0"
"20101002","0","20","0","2","0","20101","20101002","2","登入2次","0"
"20101003","0","20","0","2","0","20101","20101003","3","登入3次","0"
"20101004","0","21","0","2","0","20101","20101004","500","消耗500體力","0"
"20101005","0","21","0","2","0","20101","20101005","1000","消耗1000體力","0"
"20101006","0","21","0","2","0","20101","20101006","1500","消耗1500體力","0"
"20101007","0","27","0","2","0","20101","20101007","100","提升角色的技能等級共100次","0"
"20101008","0","28","0","2","99010","20101","20101008","1","進行1次公主騎士強化","25021"
"20101009","0","22","0","2","0","20101","20101009","1","進行1次究極鍊成","0"
"20101010","0","23","0","2","0","20101","20101010","1","抽1次專精轉蛋","0"
"20101011","2201001","16","0","2","0","20101","20101011","1","閱覽主線劇情第3部第1章第1話","0"
"20101012","31009","14","0","2","0","20101","20101012","1","征服地下城「蔚藍王寨」","0"
"20101013","11065001","11","0","2","0","20101","20101013","1","通過主線冒險（NORMAL）65-1","0"
"20101014","0","24","0","2","0","20101","20101014","1","通過1次黎明界迷宮","0"
"20101015","20101001","19","0","2","0","20101","20101015","1","在深域冒險中通過任何屬性的1-10","0"
"20101016","11072001","11","0","2","0","20101","20101016","1","通過主線冒險（NORMAL）72-1","0"
"20101017","75000001","25","0","2","0","20101","20101017","1","通關記憶領域第1層","0"
"20101018","2010101","17","0","2","0","20101","20101018","17","達成所有任務","0"
"20201001","0","20","0","2","0","20201","20201001","1","登入1次","0"
"20201002","0","20","0","2","0","20201","20201002","3","登入3次","0"
"20201003","0","20","0","2","0","20201","20201003","5","登入5次","0"
"20201004","0","20","0","2","0","20201","20201004","10","登入10次","0"
"20201005","0","20","0","2","0","20201","20201005","15","登入15次","0"
"20201006","0","27","0","2","0","20201","20201006","100","提升角色的技能等級共100次","0"
"20201007","0","28","0","2","99010","20201","20201007","1","進行1次公主騎士強化","25021"
"20201008","0","42","0","2","0","20201","20201008","10","將連結RANK合計提升10","0"
"20201009","0","22","0","2","0","20201","20201009","1","進行1次究極鍊成","0"
"20201010","0","23","0","2","0","20201","20201010","1","抽1次專精轉蛋","0"
"20201011","0","72","0","2","0","20201","20201011","10","在戰鬥競技場或公主競技場合計戰鬥10次","0"
"20201012","31009","14","0","2","0","20201","20201012","1","征服地下城「蔚藍王寨」","0"
"20201013","0","24","0","2","0","20201","20201013","1","通過1次黎明界迷宮","0"
"20201014","20201014","19","0","2","0","20201","20201014","1","在深域冒險中通過任何屬性的4-1","0"
"20201015","11072001","11","0","2","0","20201","20201015","1","通過主線冒險（NORMAL）72-1","0"
"20201016","75000005","25","0","2","0","20201","20201016","1","通關記憶領域第5層","0"
"20201017","0","71","0","2","0","20201","20201017","3","完成3次追憶之戰域 追憶戰‧霸","0"
"20201018","2020101","17","0","2","0","20201","20201018","17","達成所有任務","0"
"20301001","0","20","0","2","0","20301","20301001","1","登入1次","0"
"20301002","0","20","0","2","0","20301","20301002","3","登入3次","0"
"20301003","0","20","0","2","0","20301","20301003","5","登入5次","0"
"20301004","0","20","0","2","0","20301","20301004","10","登入10次","0"
"20301005","0","20","0","2","0","20301","20301005","15","登入15次","0"
"20301006","0","27","0","2","0","20301","20301006","100","提升角色的技能等級共100次","0"
"20301007","0","28","0","2","99010","20301","20301007","1","進行1次公主騎士強化","25021"
"20301008","0","42","0","2","0","20301","20301008","10","將連結RANK合計提升10","0"
"20301009","0","22","0","2","0","20301","20301009","1","進行1次究極鍊成","0"
"20301010","0","23","0","2","0","20301","20301010","1","抽1次專精轉蛋","0"
"20301011","0","72","0","2","0","20301","20301011","10","在戰鬥競技場或公主競技場合計戰鬥10次","0"
"20301012","31009","14","0","2","0","20301","20301012","1","征服地下城「蔚藍王寨」","0"
"20301013","0","24","0","2","0","20301","20301013","1","通過1次黎明界迷宮","0"
"20301014","20201014","19","0","2","0","20301","20301014","1","在深域冒險中通過任何屬性的4-1","0"
"20301015","11072001","11","0","2","0","20301","20301015","1","通過主線冒險（NORMAL）72-1","0"
"20301016","75000005","25","0","2","0","20301","20301016","1","通關記憶領域第5層","0"
"20301017","0","71","0","2","0","20301","20301017","3","完成3次追憶之戰域 追憶戰‧霸","0"
"20301018","2030101","17","0","2","0","20301","20301018","17","達成所有任務","0"
