56f0e352da867763730c08c3e6a41bd624b42e7e81cb2f31ab85dc2a56aabff9,e3c1bcfccadcdab01e8709e11cec3d5e368221668303a58373d444a4c2cfb4ed,4e8a199fbd5f4fb0f4cbc9979f0cd615e8345921bf71b9678ab090e162048b3b,5489180349ecd72893cadc1fbff93eb86bdd866308b945743052d724d5c29626
"6932","70","800","0"
"7011","50","830","0"
"7012","50","830","0"
"7111","50","700","-100"
"7112","50","700","-100"
"7113","50","700","-100"
"7114","50","700","-100"
"7411","70","790","0"
"7511","50","700","0"
"7711","50","800","0"
"7811","50","800","0"
"7911","50","800","0"
"7912","50","800","0"
"8011","50","700","0"
"8031","50","700","0"
"8111","50","700","0"
"8211","50","650","-35"
"8311","50","800","0"
"8511","50","800","0"
"8611","50","900","0"
"8711","50","1000","0"
"8712","50","1000","0"
"8811","50","1000","0"
"8911","50","800","0"
"8912","50","800","0"
"9011","50","530","-35"
"9111","50","800","0"
"9211","50","800","0"
"9212","50","800","0"
"9213","50","800","0"
"9311","50","460","0"
"9411","50","1500","0"
"9412","50","1500","0"
"9511","50","800","0"
"9811","50","800","0"
"9911","50","800","0"
"9912","50","800","0"
"11411","0","730","-15"
"13311","60","715","-45"
"15011","50","2000","0"
"15012","50","900","0"
"15311","50","800","0"
"15811","45","750","-60"
"15916","50","1200","30"
"16011","50","1300","0"
"16012","50","1300","0"
"16311","50","1000","0"
"16711","70","530","0"
"16712","70","600","0"
"17011","0","2000","0"
"17211","45","760","-45"
"17212","0","2000","0"
"17511","50","2000","0"
"17512","50","2000","0"
"18211","50","800","0"
"50611","50","800","0"
"50711","60","700","-75"
"50811","50","1500","0"
"50911","50","460","0"
"50912","50","460","0"
"51011","50","800","0"
"51111","50","800","0"
"51311","50","700","0"
"51411","50","800","0"
"51511","50","700","100"
"51512","50","800","0"
"51611","50","800","0"
"51711","50","800","0"
"51712","50","800","0"
"51811","50","800","0"
"51812","50","800","0"
"51911","50","800","0"
"51912","50","800","0"
"100011","45","750","-60"
"100012","45","750","-60"
"100099","45","750","-60"
"100111","45","615","1.5"
"100112","45","615","1.5"
"100113","45","700","40"
"100131","50","700","0"
"100132","50","700","0"
"100211","50","800","0"
"100212","50","800","0"
"100213","50","800","0"
"100231","50","700","0"
"100232","50","700","0"
"100311","45","600","0"
"100312","45","600","-120"
"100313","45","600","-120"
"100331","100","650","-70"
"100332","50","700","0"
"100411","60","650","-65"
"100431","50","700","0"
"100432","50","700","0"
"100511","50","600","40"
"100512","60","600","-20"
"100513","50","600","40"
"100514","60","600","-20"
"100531","50","800","0"
"100611","50","550","-50"
"100631","50","700","0"
"100632","50","700","0"
"100711","85","800","-60"
"100731","50","700","-95"
"100811","50","700","-40"
"100831","50","700","0"
"100832","50","700","0"
"100911","35","535","-20"
"100912","50","1200","0"
"100931","30","700","0"
"101011","100","750","-50"
"101031","50","700","0"
"101032","50","700","0"
"101111","50","650","20"
"101112","40","730","-100"
"101131","50","700","0"
"101211","45","800","0"
"101231","50","700","0"
"101311","105","630","-35"
"101312","50","1200","0"
"101331","50","800","30"
"101332","50","800","0"
"101411","50","700","0"
"101412","50","700","0"
"101421","50","700","0"
"101431","50","800","0"
"101511","50","800","50"
"101512","50","800","0"
"101531","50","800","0"
"101532","50","800","0"
"101611","80","740","-20"
"101631","50","700","0"
"101632","50","900","0"
"101711","40","610","-85"
"101731","50","700","0"
"101732","50","700","0"
"101733","50","700","0"
"101811","50","700","0"
"101812","70","640","-25"
"101821","50","700","0"
"101831","50","700","0"
"102011","50","520","0"
"102012","50","520","0"
"102031","50","700","0"
"102032","50","700","0"
"102033","50","700","0"
"102111","100","700","-50"
"102131","50","700","0"
"102211","80","490","-30"
"102212","80","520","-55"
"102231","50","700","0"
"102232","50","700","0"
"102311","45","530","-10"
"102312","45","530","-10"
"102313","45","530","-10"
"102321","50","700","0"
"102331","50","700","0"
"102332","0","525","-25"
"102511","45","550","-85"
"102531","50","700","0"
"102611","45","580","30"
"102631","50","700","0"
"102632","50","700","0"
"102711","60","680","-120"
"102712","50","1200","0"
"102731","50","700","0"
"102732","50","700","0"
"102811","50","900","0"
"102821","50","900","0"
"102831","50","900","0"
"102832","50","900","0"
"102911","65","500","-30"
"102912","50","900","-50"
"102913","50","900","0"
"102931","50","720","25"
"103011","100","800","-80"
"103031","50","700","0"
"103111","50","600","-65"
"103112","50","600","-65"
"103113","50","655","-35"
"103131","50","700","0"
"103132","50","700","0"
"103133","50","800","0"
"103211","80","800","50"
"103212","60","675","-65"
"103213","80","800","50"
"103231","50","700","0"
"103232","50","700","0"
"103311","50","700","90"
"103331","50","700","0"
"103332","50","700","0"
"103333","50","700","0"
"103411","50","700","0"
"103412","50","700","0"
"103431","50","700","0"
"103432","50","700","0"
"103433","50","700","0"
"103611","50","700","0"
"103631","50","700","0"
"103632","50","700","0"
"103711","50","700","-200"
"103712","50","700","-200"
"103731","50","700","0"
"103811","50","550","-50"
"103812","50","650","0"
"103813","50","550","-50"
"103831","50","700","0"
"103832","50","700","0"
"104011","50","700","-50"
"104031","50","700","0"
"104032","50","700","0"
"104033","50","700","0"
"104211","50","600","30"
"104212","50","700","-50"
"104231","50","700","0"
"104232","50","700","0"
"104311","35","750","0"
"104331","50","700","0"
"104411","30","900","90"
"104412","50","1200","0"
"104431","50","900","0"
"104511","50","680","50"
"104512","40","610","0"
"104531","50","700","0"
"104532","50","700","0"
"104611","50","700","-100"
"104612","50","700","-100"
"104631","50","700","0"
"104632","50","700","0"
"104711","50","900","0"
"104712","50","900","0"
"104713","50","900","0"
"104715","50","900","0"
"104731","50","800","0"
"104732","50","800","0"
"104811","45","535","-5"
"104831","50","700","0"
"104832","50","700","0"
"104911","50","900","-200"
"104912","50","545","-10"
"104914","50","900","-200"
"104931","50","700","0"
"104932","50","700","0"
"105011","50","900","0"
"105031","50","700","0"
"105032","50","700","0"
"105111","50","900","0"
"105112","50","1200","0"
"105131","50","700","0"
"105132","50","700","0"
"105211","50","700","-200"
"105212","50","650","-150"
"105213","50","700","-140"
"105214","60","600","-45"
"105231","50","900","0"
"105232","50","690","-15"
"105311","50","900","0"
"105312","50","900","0"
"105331","50","900","0"
"105332","50","800","0"
"105411","50","900","0"
"105412","50","700","-50"
"105431","50","900","0"
"105432","50","900","0"
"105511","80","600","30"
"105531","50","700","0"
"105532","50","700","0"
"105611","50","1200","0"
"105612","50","700","0"
"105613","50","1200","0"
"105621","50","1200","0"
"105631","50","700","0"
"105632","50","700","0"
"105711","50","700","0"
"105712","50","700","0"
"105731","50","700","0"
"105811","100","675","90"
"105812","80","600","-35"
"105813","65","640","-55"
"105814","80","600","-35"
"105831","50","900","0"
"105911","30","620","-70"
"105912","50","700","0"
"105913","60","500","-15"
"105914","10","500","-60"
"105921","10","500","-60"
"105931","50","700","0"
"105932","50","700","0"
"106011","50","735","0"
"106012","80","750","-5"
"106013","50","735","0"
"106014","50","735","0"
"106015","50","735","0"
"106031","50","700","0"
"106112","50","730","70"
"106113","50","730","70"
"106114","50","480","-20"
"106115","50","730","70"
"106116","50","480","-20"
"106131","0","430","-50"
"106211","50","715","-10"
"106231","50","800","0"
"106311","50","765","-120"
"106331","50","750","-80"
"106411","60","590","-70"
"106412","60","590","-70"
"106413","60","590","-70"
"106414","60","590","-70"
"106415","60","590","-70"
"106416","70","700","-20"
"106417","60","590","-70"
"106431","50","700","0"
"106432","50","700","0"
"106511","65","765","-55"
"106531","50","520","0"
"106532","50","520","0"
"106611","70","420","0"
"106612","70","420","0"
"106631","50","550","-30"
"106632","50","550","-55"
"106711","100","760","-140"
"106712","100","760","-140"
"106713","150","1300","-30"
"106714","150","1300","-30"
"106715","100","760","-140"
"106731","50","800","0"
"106811","50","875","110"
"106812","50","1200","0"
"106813","50","580","-40"
"106814","50","1200","0"
"106815","50","875","110"
"106831","50","800","0"
"106832","20","570","-55"
"106834","50","800","0"
"106911","50","1200","0"
"106912","50","1200","0"
"106913","70","700","-30"
"106914","35","690","-25"
"106915","100","1050","-60"
"106931","50","800","0"
"107011","50","1200","0"
"107012","50","1200","0"
"107031","0","460","0"
"107111","50","1200","0"
"107112","50","1200","0"
"107113","50","1000","0"
"107114","50","1200","0"
"107131","40","885","-30"
"107211","50","805","-25"
"107212","50","805","-25"
"107311","50","1200","0"
"107312","50","1500","0"
"107331","50","800","0"
"107511","60","550","-40"
"107512","60","800","30"
"107611","20","350","-60"
"107612","50","600","30"
"107631","50","700","-17"
"107711","70","610","60"
"107712","70","610","60"
"107811","50","700","0"
"107812","50","800","30"
"107911","0","565","-40"
"107912","0","565","-40"
"107931","0","450","0"
"108011","70","570","-110"
"108012","70","570","-110"
"108031","50","460","0"
"108111","65","750","-90"
"108211","85","540","-10"
"108411","105","650","0"
"108511","60","600","0"
"108611","80","700","-60"
"108711","90","600","-50"
"108732","50","800","0"
"108832","50","800","0"
"108911","75","600","25"
"108932","50","800","0"
"109011","180","680","-30"
"109111","105","700","-55"
"109211","30","575","10"
"109311","30","540","-10"
"109411","100","735","-75"
"109511","60","630","-60"
"109611","90","630","0"
"109711","50","720","0"
"109712","50","720","0"
"109811","50","580","0"
"109812","50","800","0"
"109911","150","640","-80"
"110011","95","570","20"
"110031","50","740","30"
"110111","50","515","0"
"110211","50","900","0"
"110311","30","540","0"
"110331","20","560","0"
"110411","70","600","-80"
"110511","0","700","-20"
"110611","70","710","-30"
"110711","0","460","0"
"110811","0","500","0"
"110812","50","600","0"
"110813","50","600","0"
"110831","50","600","0"
"110832","50","600","0"
"110911","0","685","0"
"110931","50","600","0"
"110932","50","600","0"
"111011","40","485","-40"
"111031","50","600","0"
"111032","50","600","0"
"111111","70","750","-15"
"111131","50","600","0"
"111211","0","500","25"
"111311","50","700","0"
"111411","90","750","-10"
"111412","50","1050","0"
"111431","50","800","0"
"111511","60","750","-40"
"111611","50","750","-50"
"111711","70","875","-80"
"111712","80","600","-40"
"111811","50","600","-10"
"111812","50","600","-10"
"111831","50","700","-10"
"111911","70","660","-30"
"111912","70","660","-30"
"112011","50","750","-30"
"112012","50","750","-30"
"112111","50","650","-50"
"112211","70","750","-15"
"112311","75","635","-45"
"112411","50","800","0"
"112431","50","800","0"
"112511","50","800","0"
"112531","50","800","0"
"112611","70","700","-15"
"112631","50","800","0"
"112711","80","715","70"
"112811","50","710","-100"
"112911","70","800","15"
"112912","70","800","15"
"113011","70","530","0"
"113111","50","800","0"
"113211","80","740","-10"
"113311","50","670","-90"
"113411","50","740","0"
"113511","50","550","-40"
"113611","50","800","0"
"113612","50","800","0"
"113631","50","800","0"
"113711","60","735","30"
"113712","60","735","30"
"113811","60","605","0"
"113812","60","605","0"
"113911","70","680","-60"
"114011","75","840","0"
"114111","50","795","0"
"114211","70","650","-10"
"114311","70","690","10"
"114411","70","590","-40"
"114511","50","800","0"
"114611","50","900","0"
"114612","50","900","0"
"114711","50","900","0"
"115011","90","750","50"
"115511","70","640","50"
"115512","70","640","50"
"115611","70","580","-20"
"115711","50","700","0"
"115811","30","490","-25"
"115812","30","490","-25"
"115911","75","750","0"
"116011","15","800","120"
"116211","50","600","0"
"116311","50","800","0"
"116411","50","800","0"
"116511","60","670","0"
"116512","60","670","0"
"116611","70","630","-75"
"116711","50","600","0"
"116712","50","600","0"
"116713","50","600","0"
"116811","60","550","-80"
"116911","70","590","0"
"117011","75","550","-50"
"117111","75","700","-110"
"117211","50","640","20"
"117311","70","640","40"
"117411","50","705","-125"
"117431","50","600","0"
"117511","50","800","0"
"117611","60","670","-30"
"117711","75","760","55"
"117811","75","830","-135"
"117911","75","650","0"
"118011","70","740","-20"
"118031","70","740","-20"
"118111","50","700","0"
"118131","50","600","30"
"118231","50","800","0"
"118311","80","665","-15"
"118411","80","600","-35"
"118511","50","700","0"
"118531","50","700","0"
"119011","60","725","5"
"119111","75","740","-110"
"119112","75","690","-80"
"119211","50","800","0"
"119311","50","900","0"
"119911","80","630","-50"
"120011","60","670","-60"
"120012","50","900","-200"
"120013","105","700","-55"
"120014","75","700","-110"
"120015","50","545","-10"
"120016","50","900","-200"
"120017","50","900","-200"
"120411","70","500","15"
"120412","70","500","15"
"120511","50","800","0"
"120611","70","600","55"
"120612","70","600","55"
"120711","60","700","0"
"120811","60","800","65"
"120911","60","770","70"
"120912","70","700","-110"
"121011","65","630","-55"
"121111","50","570","-55"
"121211","60","930","-70"
"121212","60","930","-70"
"121311","50","750","0"
"121411","70","630","0"
"121511","70","710","0"
"121512","70","710","0"
"121611","50","650","0"
"121612","50","650","0"
"121711","50","700","0"
"121811","50","655","-45"
"121911","70","700","20"
"121912","70","700","20"
"122011","70","615","25"
"122012","70","615","25"
"122111","50","700","0"
"122211","70","710","-85"
"122311","50","800","0"
"122331","50","800","0"
"122332","50","800","0"
"122333","50","800","0"
"122411","50","1200","0"
"122431","50","700","0"
"122511","60","670","-65"
"122531","100","650","-70"
"122611","50","800","0"
"122631","50","700","0"
"122711","70","560","-30"
"122731","50","700","0"
"122811","50","800","0"
"122831","50","700","0"
"122911","70","620","-25"
"123111","80","720","-10"
"123112","80","720","-10"
"123211","70","710","-20"
"123311","70","595","-30"
"123312","70","595","-30"
"123331","50","800","0"
"123511","50","1200","0"
"123611","50","800","0"
"123711","50","580","-40"
"123811","50","800","0"
"123911","60","615","-85"
"123912","60","620","-90"
"124011","75","720","-50"
"124012","75","750","0"
"124111","70","650","-60"
"124112","70","650","-60"
"124211","70","1000","0"
"124212","70","1000","0"
"124213","70","1000","0"
"124214","70","1000","0"
"124311","80","650","-5"
"124411","60","600","-75"
"124511","35","750","-120"
"124611","70","550","-10"
"124711","60","620","15"
"124811","70","750","-10"
"124812","50","800","0"
"124911","60","875","-105"
"125011","70","655","-95"
"125012","70","535","-35"
"125013","70","535","-35"
"125014","70","655","-95"
"125111","60","580","-5"
"125211","60","700","-75"
"125212","60","700","-75"
"125311","50","650","0"
"125312","50","1500","0"
"125313","50","1500","0"
"125314","50","1500","0"
"125411","50","615","-70"
"125412","50","1500","0"
"125413","50","1500","0"
"125414","50","615","-70"
"125511","35","750","50"
"125512","35","750","50"
"125611","55","750","-165"
"125612","55","750","-165"
"125613","55","750","-165"
"125614","50","800","0"
"125631","50","800","0"
"125711","50","800","0"
"125811","50","570","-45"
"125812","50","800","0"
"125813","50","800","0"
"125821","50","570","-45"
"125822","50","570","-45"
"125823","50","570","-45"
"125831","50","800","0"
"126011","60","580","-45"
"126012","50","800","0"
"126013","60","460","-30"
"126021","60","580","-45"
"126022","60","580","-45"
"126023","60","580","-45"
"126031","50","800","0"
"126111","50","570","-45"
"126112","50","800","0"
"126113","50","660","-35"
"126121","50","570","-45"
"126122","50","570","-45"
"126123","50","570","-45"
"126131","50","800","0"
"126211","70","550","-60"
"126212","50","800","0"
"126311","60","620","-70"
"126411","50","1200","0"
"126412","50","1200","0"
"126413","50","720","0"
"126414","50","720","0"
"126431","50","800","0"
"126511","50","1200","0"
"126512","150","1300","0"
"126531","50","1500","0"
"126532","50","1600","0"
"126611","80","700","-90"
"126711","50","700","0"
"126811","50","800","0"
"126911","70","710","5"
"127011","50","800","0"
"127012","50","800","0"
"127111","55","700","-25"
"127112","55","700","-25"
"127211","55","700","-75"
"127212","55","700","-75"
"127213","55","700","-75"
"127214","55","700","-75"
"127215","55","700","-75"
"127311","65","700","0"
"127312","65","700","0"
"127511","60","630","-45"
"127512","60","630","-45"
"127611","65","700","-35"
"127612","65","700","-35"
"127911","75","630","-40"
"128011","60","600","-145"
"128111","40","800","-65"
"128112","50","800","-100"
"128211","60","650","-35"
"128212","60","650","-35"
"128311","50","650","-60"
"128411","60","620","-75"
"128511","65","660","0"
"128711","60","620","-15"
"128811","65","750","-55"
"128812","65","750","-55"
"128911","50","760","-10"
"129011","60","600","0"
"129012","60","760","-15"
"129013","60","760","-15"
"129014","60","760","-15"
"129031","50","800","0"
"129111","40","720","-60"
"129112","40","720","-60"
"129113","40","720","-60"
"129114","40","720","-60"
"129115","40","720","-60"
"129116","40","720","-60"
"129211","65","970","-170"
"129212","65","970","-170"
"129213","65","970","-170"
"129214","65","970","-170"
"129215","65","970","-170"
"129216","65","970","-170"
"129217","65","970","-170"
"129311","50","800","0"
"129411","60","600","15"
"129412","60","600","15"
"129511","50","550","-10"
"129611","60","600","40"
"129612","70","500","0"
"129613","70","500","0"
"129631","50","1000","0"
"129711","70","800","0"
"129712","50","900","-30"
"129731","50","800","0"
"129811","65","630","-65"
"129911","50","800","0"
"130711","55","680","-45"
"130811","50","700","0"
"130911","70","740","0"
"130912","70","740","0"
"130931","70","740","0"
"131011","50","900","0"
"131111","60","530","-35"
"131112","60","530","-35"
"131211","45","600","-15"
"131212","45","600","-15"
"131213","50","900","0"
"131214","50","900","0"
"131611","50","600","0"
"131711","55","660","0"
"131811","50","1400","30"
"131812","50","1400","30"
"131813","50","1400","30"
"131911","50","800","0"
"132011","60","500","-40"
"132012","60","500","-40"
"132111","50","800","0"
"132112","50","800","0"
"132113","50","800","0"
"132114","50","800","0"
"132212","50","650","10"
"132312","45","740","-50"
"132412","30","680","25"
"132512","30","550","-90"
"161199","50","800","0"
"161499","50","800","0"
"170111","70","835","30"
"171199","50","800","0"
"180111","50","715","0"
"180211","50","800","-40"
"180311","50","840","25"
"180411","50","725","-50"
"180511","80","755","0"
"180611","70","700","-5"
"181211","70","670","-35"
"190011","50","900","0"
"190111","50","1200","0"
"190711","50","530","-15"
"190712","50","530","-15"
"190731","50","1000","0"
"190811","50","1200","0"
"190814","50","1000","0"
"190815","50","1000","0"
"190911","50","1200","0"
"190912","50","800","30"
"191011","50","1200","0"
"191111","60","690","-30"
"191112","60","750","-30"
"191113","60","750","-30"
"191199","50","800","0"
"191311","60","760","-15"
"191312","60","760","-15"
"191314","60","760","-15"
"191411","50","850","0"
"191611","50","800","0"
"191616","50","800","0"
"191618","50","500","0"
"191711","60","780","-50"
"191712","150","1150","-50"
"191713","70","1600","-275"
"191731","50","800","0"
"191732","50","800","0"
"191733","50","800","0"
"191911","50","1100","0"
"192011","50","700","0"
"192012","70","550","0"
"192014","70","580","-30"
"192611","50","1500","0"
"192612","50","1500","0"
"192613","70","1090","-26"
"192711","80","645","-75"
"192721","80","645","-75"
"192722","80","645","-75"
"192723","80","645","-75"
"192811","80","650","-55"
"192821","80","650","-55"
"192822","80","650","-55"
"192823","80","650","-55"
"192911","80","650","-5"
"192921","80","650","-5"
"192922","80","650","-5"
"192923","80","650","-5"
"193211","70","700","0"
"193312","50","465","-35"
"193412","70","520","0"
"193511","50","900","0"
"193631","50","1200","0"
"193711","50","630","-40"
"193731","50","800","0"
"193732","50","800","0"
"193811","50","640","-75"
"193812","50","1500","0"
"193813","50","640","-75"
"193911","50","570","-55"
"193912","50","800","0"
"193915","50","570","-55"
"194011","50","415","-20"
"194012","50","460","0"
"194013","50","415","-20"
"194231","50","1500","0"
"194331","50","1500","0"
"194332","50","1500","0"
"194611","50","780","-30"
"194612","50","780","-30"
"194711","60","830","25"
"194712","60","830","25"
"194811","50","740","-35"
"194812","50","740","-35"
"194911","70","770","-50"
"194912","70","770","-50"
"194913","70","770","-50"
"194914","70","770","-50"
"194915","70","770","-50"
"195011","50","600","5"
"195012","50","600","5"
"195112","50","1500","0"
"500011","50","800","0"
"500012","50","800","0"
"500013","50","800","0"
"500014","50","800","0"
"500015","50","800","0"
"500016","50","800","0"
"500017","50","800","0"
"500018","50","800","0"
"500019","50","800","0"
"500020","50","800","0"
"500021","50","800","0"
"500022","50","800","0"
"500023","50","800","0"
"500024","50","800","0"
"500025","50","800","0"
"500026","50","800","0"
"500027","50","800","0"
"500028","50","800","0"
"500029","50","800","0"
"500030","50","800","0"
"500031","50","800","0"
"500032","50","800","0"
"500033","50","800","0"
"500034","50","800","0"
"500035","50","800","0"
"500036","50","800","0"
"500037","50","800","0"
"500038","50","800","0"
"500039","50","800","0"
"500040","50","800","0"
"500041","50","800","0"
"500042","50","800","0"
"500043","50","800","0"
"500044","50","800","0"
"500045","50","800","0"
"500046","50","800","0"
"500047","50","800","0"
"500048","50","800","0"
"500049","50","800","0"
"500050","50","800","0"
"500051","50","800","0"
"500052","50","800","0"
"500053","50","800","0"
"500054","50","800","0"
"500055","50","800","0"
"500056","50","800","0"
"500057","50","800","0"
"500058","50","800","0"
"500059","50","800","0"
"500060","50","800","0"
"500061","50","800","0"
"500062","50","800","0"
"500063","50","800","0"
"500064","50","800","0"
"500065","50","800","0"
"500066","50","800","0"
"500067","50","800","0"
"500068","50","800","0"
"500069","50","800","0"
"500070","50","800","0"
"500071","50","800","0"
"500072","50","800","0"
"500073","50","800","0"
"500074","50","800","0"
"500075","50","800","0"
"500076","50","800","0"
"500077","50","800","0"
"500078","50","800","0"
"500079","50","800","0"
"500080","50","800","0"
"500081","50","800","0"
