2cc241f3adc5995d50a8d75626bb298b4fb32296795f89aa49396cf02e4893c4,bd10980f474eed905ed21a65cbe39e6023a1eb75f6da5588022a308eac5fbce1,a4a56c4de55cdbca083aa9eacacfea20baf5683dd4cd973397a7f7a083894377,fc95cf52fe53ad77bdeb415e3939e8351c9de1673c30c1dd962317a11b8d5c6d,7971014d3f7f86dd015f02feb0da4bf14280173b3034d01aff15a8dc6ac785df,a9ecb738ecc24420b9f510558ec755251b035a45943fd924086a19facfceb897,7568b68e02e84fc895e702d4b62dfcdc186a9114df03bde71a41a6ad5a696c59,4b7f9741ea46ef875517f5db16b488433fb15d80f3f44f80ec2813cfbd32724d,f314abb11c5c83f99405dc6d08f27d4c5ad52fe46ab4ababa9f7a91c37f9de0b,6badbc8bad2d89686d2cac7e9c92c7e2a1e387f51f8dac8a53c3535676ac567c,9618adfee632a4fe05eecadb485056edbe9747905742368d8911126a5025c5b3
"111","215","110","-127","105111","111004","nop_idle_normal","1","1.5","1","1"
"112","100","115","-143","101831","112001","nop_idle_joy1","1","1.5","1","1"
"112","-100","110","-135","101611","112002","nop_idle_joy_normal","0","1.5","1","1"
"112","-215","114","-150","105011","112003","nop_idle_joy_normal","0","1.5","1","1"
"113","100","113","-150","105331","113001","nop_idle_normal_joy","1","1.5","1","1"
"113","-100","114","-150","104511","113002","nop_13_kuka_idle_memory2","0","1.5","1","1"
"113","-215","110","-127","103031","113003","nop_idle_joy1","0","1.5","1","1"
"113","-330","111","-150","100811","113004","nop_idle_thinking","0","1.5","1","1"
"113","240","115","-150","105511","113005","nop_idle_sad","1","1.5","1","1"
"114","100","115","-150","106831","114001","nop_idle_normal","1","1.5","1","1"
"114","-100","114","-150","101131","114002","nop_idle_normal","0","1.5","1","1"
"114","-215","110","-127","104931","114003","nop_idle_normal","0","1.5","1","1"
"115","100","115","-143","102931","115001","nop_idle_joy1","1","1.5","1","1"
"115","-100","110","-135","104211","115002","nop_idle_wish","0","1.5","1","1"
"115","-215","114","-150","105411","115003","nop_idle_normal","0","1.5","1","1"
"116","100","115","-150","106731","116001","nop_idle_normal","1","1.5","1","1"
"116","-100","114","-150","106631","116002","nop_idle_joy1","0","1.5","1","1"
"116","-215","110","-127","106531","116003","nop_16_kaya_idle_normal2","0","1.5","1","1"
"116","180","116","-150","2","116004","nop_rago_idle","1","1.5","1","5"
"117","100","115","-150","111031","117001","nop_idle_normal","1","1.5","1","1"
"117","-100","114","-150","110931","117002","nop_idle_joy2","0","1.5","1","1"
"117","-215","110","-127","110831","117003","nop_17_chloe_idle_normal2","0","1.5","1","1"
"117","-100","115","-150","1","117004","NoItem_idle","0","1.5","1","5"
"118","-100","115","-150","114711","118001","nop_18_muimi_idle_joy_normal","1","1.5","1","1"
"118","100","114","-150","118511","118002","nop_18_karin_idle_normal","0","1.5","1","1"
"118","-215","111","-127","115031","118003","nop_idle_normal","0","1.5","1","1"
"118","215","110","-127","118031","118004","nop_idle_joy1","1","1.5","1","1"
"201","-60","100","0","111831","201001","nop_idle_joy1","0","1.2","1","1"
"201","60","101","0","120731","201002","nop_idle_normal_joy","1","1.2","1","1"
"201","-130","102","-5","120831","201003","nop_idle_arm_crossed","0","1.2","1","1"
"201","130","103","-5","111931","201004","nop_idle_normal","1","1.2","1","1"
"201","-200","104","-20","120931","201005","nop_idle_thinking","0","1.2","1","1"
"201","200","105","-20","112031","201006","nop_idle_normal","1","1.2","1","1"
"202","-60","100","0","108731","202001","nop_idle_joy1","0","1.2","1","1"
"202","60","101","0","108831","202002","nop_idle_joy_normal","1","1.2","1","1"
"202","-130","102","-5","108931","202003","nop_idle_normal","0","1.2","1","1"
"203","-60","100","0","102011","203001","nop_idle_joy1","0","1.2","1","1"
"203","-130","101","-5","100411","203002","nop_idle_normal","0","1.2","1","1"
"203","60","102","-5","103631","203003","nop_idle_wish","1","1.2","1","1"
"204","-60","100","0","101231","204001","nop_idle_normal","0","1.2","1","1"
"204","60","101","0","104011","204002","nop_idle_normal","1","1.2","1","1"
"204","-130","102","-5","101511","204003","nop_idle_normal","0","1.2","1","1"
"205","-80","100","0","103111","205001","nop_idle_normal","0","1.2","1","1"
"205","60","101","0","102211","205002","nop_idle_sad","1","1.2","1","1"
"205","-150","104","-5","100711","205003","nop_05_miyako_idle_normal","0","1.2","1","1"
"205","130","103","-5","100611","205004","nop_idle_joy1","1","1.2","1","1"
"205","-20","102","0","2051","205005","nop_skull_idle","1","1.2","1","5"
"206","-130","102","-5","104731","206001","nop_idle_arm_crossed","0","1.2","1","1"
"206","130","103","-5","107131","206002","nop_idle_arm_crossed","1","1.2","1","1"
"206","-60","100","0","103731","206003","nop_idle_normal","0","1.2","1","1"
"206","60","101","0","100511","206004","nop_idle_joy1","1","1.2","1","1"
"207","-60","100","0","102831","207001","nop_idle_normal","0","1.2","1","1"
"207","60","101","0","102111","207002","nop_idle_normal","1","1.2","1","1"
"207","-130","102","-5","102511","207003","nop_idle_normal","0","1.2","1","1"
"207","130","103","-5","102311","207004","nop_idle_normal","1","1.2","1","1"
"208","-60","100","0","101011","208001","nop_idle_joy_normal","0","1.2","1","1"
"208","60","101","0","104331","208002","nop_idle_arm_crossed","1","1.2","1","1"
"208","-130","102","-5","101711","208003","nop_idle_joy1","0","1.2","1","1"
"208","130","103","-5","101431","208004","nop_idle_normal","1","1.2","1","1"
"209","-60","100","0","103311","209001","nop_idle_joy1","0","1.2","1","1"
"209","-130","102","-5","105211","209002","nop_idle_joy_normal","0","1.2","1","1"
"209","60","101","0","102611","209003","nop_idle_sad2","1","1.2","1","1"
"209","130","103","-5","103811","209004","nop_idle_normal","1","1.2","1","1"
"210","-60","100","0","103231","210001","nop_idle_joy1","0","1.2","1","1"
"210","130","103","-5","103411","210002","nop_10_yukari_02","1","1.2","1","1"
"210","130","104","-5","11","210003","nop_10_yukari_02","1","1.2","1","5"
"210","60","101","0","104811","210004","nop_idle_doya","1","1.2","1","1"
"210","-130","102","-5","104611","210005","nop_idle_joy_normal","0","1.2","1","1"
"211","-60","100","0","100911","211001","nop_11_anna_idle_arm_crossed","0","1.2","1","1"
"211","60","101","0","101311","211002","nop_idle_joy_normal","1","1.2","1","1"
"211","-130","102","-5","102711","211003","nop_11_eriko_idle_wish","0","1.2","1","1"
"211","130","103","-5","105111","211004","nop_idle_normal","1","1.2","1","1"
"212","60","100","0","101831","212001","nop_idle_joy1","1","1.2","1","1"
"212","-60","101","0","101611","212002","nop_idle_joy_normal","0","1.2","1","1"
"212","-130","102","-5","105011","212003","nop_idle_joy_normal","0","1.2","1","1"
"213","60","100","0","105331","213001","nop_idle_normal_joy","1","1.2","1","1"
"213","-60","101","0","104511","213002","nop_13_kuka_idle_memory2","0","1.2","1","1"
"213","-130","102","-5","103031","213003","nop_idle_joy1","0","1.2","1","1"
"213","-200","103","-20","100811","213004","nop_idle_thinking","0","1.2","1","1"
"213","130","104","-20","105511","213005","nop_idle_sad","1","1.2","1","1"
"214","60","100","0","106831","214001","nop_idle_normal","1","1.2","1","1"
"214","-60","101","0","101131","214002","nop_idle_normal","0","1.2","1","1"
"214","-130","103","-5","104931","214003","nop_idle_normal","0","1.2","1","1"
"215","60","100","0","102931","215001","nop_idle_joy1","1","1.2","1","1"
"215","-60","101","0","104211","215002","nop_idle_wish","0","1.2","1","1"
"215","-130","102","-5","105411","215003","nop_idle_normal","0","1.2","1","1"
"216","60","100","0","106731","216001","nop_idle_normal","1","1.2","1","1"
"216","-60","101","0","106631","216002","nop_idle_joy1","0","1.2","1","1"
"216","-130","103","-5","106531","216003","nop_16_kaya_idle_normal2","0","1.2","1","1"
"216","140","101","0","2","216004","nop_rago_idle","1","1.2","1","5"
"217","60","100","0","111031","217001","nop_idle_normal","1","1.2","1","1"
"217","-60","101","0","110931","217002","nop_idle_joy2","0","1.2","1","1"
"217","-130","103","-5","110831","217003","nop_17_chloe_idle_normal2","0","1.2","1","1"
"217","-60","102","0","1","217004","NoItem_idle","0","1.2","1","5"
"218","-40","100","0","114711","218001","nop_18_muimi_idle_joy_normal","1","1.2","1","1"
"218","40","101","0","118511","218002","nop_18_karin_idle_normal","0","1.2","1","1"
"218","-130","102","-5","115031","218003","nop_idle_normal","0","1.2","1","1"
"218","130","103","-5","118031","218004","nop_idle_joy1","1","1.2","1","1"
"301","","1","","nop_talk_joy1","301001","","","0.2","111831","3"
"301","0","5","0","接下來要吃什麼呢？\n小凱留想吃什麼？","301002","0.5","0","0","111831","11"
"301","","","","","301003","","","","301002","91"
"301","","1","","nop_idle_joy_normal","301004","","","0.2","111831","3"
"301","nop_idle_doya","0","1","nop_18_neneka_humu","301005","","0.3","0.2","112031","3"
"301","0","7","0","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","301006","0.5","0","0","112031","11"
"301","","","","","301007","","","","301006","91"
"301","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","301008","","0","0.2","120831","3"
"301","0","6","0","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","301009","0.5","0","0","120831","11"
"301","","","","","301010","","","","301009","91"
"301","","1","","nop_idle_arm_crossed","301011","","","0.2","120831","3"
"301","nop_11_anna_huhuStand_loop","0","1","nop_11_anna_huhuStand_in","301012","","0","0.2","120931","3"
"301","0","7","0","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","301013","0.5","0","0","120931","11"
"301","","","","0","301014","","","","1","93"
"301","nop_11_anna_ahahaStand_loop","0","1","nop_11_anna_ahahaStand_in","301015","","0","0.2","120931","3"
"301","","","","","301016","","","","301013","91"
"301","","1","1","nop_11_anna_ahahaStand_loop","301017","","","0.2","120931","3"
"301","nop_01_coccoro_an_loop","0","1","nop_01_coccoro_an_in","301018","","0","0.2","111931","3"
"301","0","5","0","雪菲小姐，請用。\n來，啊～","301019","0.5","0","0","111931","11"
"301","","","","0","301020","","","","0.2","93"
"301","","","","0","301021","","","","120731","4"
"301","","","","0","301022","","","","0.8","93"
"301","nop_idle_shy","0","1","nop_surprise","301023","","0.2","0.2","120731","3"
"301","","","","","301024","","","","301019","91"
"301","","1","","nop_talk_shy","301025","","","0.2","120731","3"
"301","0","8","0","可、可可蘿小姐……\n這樣好讓人害臊……","301026","0.5","0","0","120731","11"
"301","","","","","301027","","","","301026","91"
"301","","1","","nop_idle_shy","301028","","","0.2","120731","3"
"301","","","","0","301029","","","","0.5","93"
"301","nop_idle_normal","0","1","nop_01_coccoro_an_out","301030","","0","0.2","111931","3"
"301","","","","0","301031","","","","1","93"
"301","","","","1","301032","","","","120731","4"
"301","","1","","nop_idle_joy1","301033","","","0.2","120731","3"
"302","0","6","0","騎士先生\n難得找我們來，\n要好好享受才行！","302001","0.5","0","0","108831","11"
"302","","1","","nop_talk_joy3_blink","302002","","","0.2","108831","3"
"302","","","","1","302003","","","","2.75","93"
"302","","1","","nop_talk_joy1_normal","302004","","","0.2","108831","3"
"302","","","","","302005","","","","302001","91"
"302","","1","1","nop_idle_joy_normal","302006","","","0.2","108831","3"
"302","0","9","0","得讓今年也成為美好的一年啊。","302007","0.5","0","0","108931","11"
"302","","1","","nop_talk_joy1_normal","302008","","","0.2","108931","3"
"302","","","","","302009","","","","302007","91"
"302","","1","","nop_idle_normal","302010","","","0.2","108931","3"
"302","0","7","0","只要有大家在，一定沒問題的！","302011","0.5","0","0","108731","11"
"302","","1","","nop_talk_joy2","302012","","","0.2","108731","3"
"302","","","","","302013","","","","302011","91"
"302","","1","1","nop_idle_joy1","302014","","","0.2","108731","3"
"302","","","","","302015","","","","0","91"
"303","0","6","0","哇！好大的會場喔！\n料理也好多！","303001","0.5","0","0","102011","11"
"303","","1","","nop_talk_joy2","303002","","","0.2","102011","3"
"303","","","","","303003","","","","303001","91"
"303","","1","1","nop_idle_joy1","303004","","","0.2","102011","3"
"303","0","6","0","嘿嘿嘿，\n這樣很值得來惡作劇耶～","303005","0.5","0","0","100411","11"
"303","","1","","nop_talk_joy2","303006","","","0.2","100411","3"
"303","","","","","303007","","","","303005","91"
"303","","1","1","nop_idle_normal","303008","","","0.2","100411","3"
"303","0","6","0","變態可疑分子……\n不對，那個人在哪裡呢？","303009","0.5","0","0","103631","11"
"303","","1","","nop_talk_wish","303010","","","0.2","103631","3"
"303","","","","","303011","","","","303009","91"
"303","","1","","nop_idle_wish","303012","","","0.2","103631","3"
"304","0","11","0","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","304001","0.5","0","0","101511","11"
"304","","1","","nop_talk_normal","304002","","","0.2","101511","3"
"304","","","","0","304003","","","","1.5","93"
"304","","1","","nop_talk_joy3","304004","","","0.2","101511","3"
"304","","","","","304005","","","","304001","91"
"304","","1","","nop_idle_joy1","304006","","","0.2","101511","3"
"304","0","7","0","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","304007","0.5","0","0","101231","11"
"304","","1","","nop_idle_surprise_kira","304008","","","0.2","101231","3"
"304","","","","0","304009","","","","1.5","93"
"304","","1","","nop_talk_joy2","304010","","","0.2","101231","3"
"304","","","","","304011","","","","304007","91"
"304","","1","","nop_idle_joy_normal","304012","","","0.2","101231","3"
"304","0","6","0","啊哇哇……\n有好多閃閃發亮的人～！","304013","0.5","0","0","104011","11"
"304","","1","","nop_idle_surprise2","304014","","","0.2","104011","3"
"304","","","","","304015","","","","304013","91"
"304","","1","1","nop_idle_normal","304016","","","0.2","104011","3"
"304","","1","","nop_idle_normal","304017","","","0.2","101511","3"
"304","","1","","nop_idle_normal","304018","","","0.2","101231","3"
"305","0","6","0","布丁布丁……布丁在哪裡？\n快給人家布丁～！","305001","0.5","0","0","100711","11"
"305","","1","","nop_05_miyako_talk_anger","305002","","","0.2","100711","3"
"305","","","","","305003","","","","305001","91"
"305","","1","1","nop_05_miyako_idle_anger","305004","","","0.2","100711","3"
"305","0","7","0","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","305005","0.5","0","0","103111","11"
"305","","1","","nop_talk_worry","305006","","","0.2","103111","3"
"305","","","","","305007","","","","305005","91"
"305","","1","1","nop_idle_worry","305008","","","0.2","103111","3"
"305","0","7","0","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","305009","0.5","0","0","100611","11"
"305","","1","","nop_talk_surprise_kira","305010","","","0.2","100611","3"
"305","","","","0","305011","","","","2","93"
"305","","1","","nop_talk_memory","305012","","","0.2","100611","3"
"305","","","","","305013","","","","305009","91"
"305","","1","","nop_idle_memory2","305014","","","0.2","100611","3"
"305","0","6","0","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","305015","0.5","0","0","102211","11"
"305","","1","","nop_talk_sad","305016","","","0.2","102211","3"
"305","","","","0","305017","","","","2.8","93"
"305","","1","","nop_talk_anger2","305018","","","0.2","102211","3"
"305","","","","","305019","","","","305015","91"
"305","","1","1","nop_idle_anger2","305020","","","0.2","102211","3"
"306","0","6","0","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","306001","0.5","0","0","107131","11"
"306","nop_06_cris_ahaha_loop","0","1","nop_06_cris_ahaha_in","306002","","0","0.2","107131","3"
"306","","","","0","306003","","","","1.5","93"
"306","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","306004","","0.2","0.2","107131","3"
"306","","","","","306005","","","","306001","91"
"306","","1","1","nop_idle_arm_crossed","306006","","","0.2","107131","3"
"306","0","6","0","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","306007","0.5","0","0","100511","11"
"306","","1","","nop_talk_surprise_kira","306008","","","0.2","100511","3"
"306","","","","0","306009","","","","4.5","93"
"306","","1","","nop_talk_joy2","306010","","","0.2","100511","3"
"306","","","","","306011","","","","306007","91"
"306","","1","","nop_idle_normal","306012","","","0.2","100511","3"
"306","0","6","0","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","306013","0.5","0","0","103731","11"
"306","","1","","nop_talk_worry","306014","","","0.2","103731","3"
"306","","","","","306015","","","","306013","91"
"306","","1","1","nop_idle_worry","306016","","","0.2","103731","3"
"306","0","6","0","大家好像都很享受啊。\n和平果然是最棒的。","306017","0.5","0","0","104731","11"
"306","","1","","nop_talk_arm_crossed_loop","306018","","","0.2","104731","3"
"306","","","","","306019","","","","306017","91"
"306","","1","1","nop_idle_arm_crossed","306020","","","0.2","104731","3"
"307","0","7","0","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","307001","0.5","0","0","102831","11"
"307","","1","","nop_talk_surprise1","307002","","","0.2","102831","3"
"307","","","","0","307003","","","","1.2","93"
"307","","1","","nop_talk_joy1_normal","307004","","","0.2","102831","3"
"307","","","","","307005","","","","307001","91"
"307","","1","1","nop_idle_normal","307006","","","0.2","102831","3"
"307","0","6","0","好～咲戀媽媽！\n大家都有當個乖孩子喔。","307007","0.5","0","0","102111","11"
"307","","1","","nop_talk_joy3_dere","307008","","","0.2","102111","3"
"307","","","","0","307009","","","","1.7","93"
"307","","1","","nop_talk_wish","307010","","","0.2","102111","3"
"307","","","","","307011","","","","307007","91"
"307","0","8","0","大小姐！\n我、我也會陪著大家，\n不會有事的！","307012","0.5","0","0","102511","11"
"307","nop_talk_guts3_loop","0","1","nop_talk_guts3_NoBlink","307013","","0","0.2","102511","3"
"307","","","","","307014","","","","307012","91"
"307","0","7","0","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","307015","0.5","0","0","102311","11"
"307","","1","","nop_talk_worry","307016","","","0.2","102311","3"
"307","","","","","307017","","","","307015","91"
"307","","1","","nop_idle_normal","307018","","","0.2","102311","3"
"307","","1","1","nop_idle_normal","307019","","","0.2","102111","3"
"307","","1","1","nop_idle_normal","307020","","","0.2","102511","3"
"308","0","8","0","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","308001","0.5","0","0","101011","11"
"308","","1","","nop_talk_joy3_blink2","308002","","","0.2","101011","3"
"308","","1","","1","308003","","","","1.5","93"
"308","","1","","nop_talk_joy1","308004","","","0.2","101011","3"
"308","","","","","308005","","","","308001","91"
"308","","1","1","nop_idle_joy_normal","308006","","","0.2","101011","3"
"308","0","7","0","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","308007","0.5","0","0","104331","11"
"308","nop_talk_arm_crossed_loop2","0","1","nop_talk_arm_crossed2","308008","","0.2","0.2","104331","3"
"308","","1","","1","308009","","","","3","93"
"308","","1","","nop_talk_thinking","308010","","","0.2","104331","3"
"308","","","","","308011","","","","308007","91"
"308","","1","1","nop_idle_thinking","308012","","","0.2","104331","3"
"308","0","7","0","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","308013","0.5","0","0","101711","11"
"308","","1","","nop_talk_joy1_wink","308014","","","0.2","101711","3"
"308","","1","","1","308015","","","","2.5","93"
"308","","1","","nop_talk_joy2","308016","","","0.2","101711","3"
"308","","","","","308017","","","","308013","91"
"308","","1","1","nop_idle_joy1","308018","","","0.2","101711","3"
"308","0","7","0","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","308019","0.5","0","0","101431","11"
"308","","1","","nop_talk_joy3_blink2","308020","","","0.2","101431","3"
"308","","1","","1","308021","","","","3","93"
"308","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","308022","","0.2","0.2","101431","3"
"308","","","","","308023","","","","308019","91"
"308","","1","","nop_idle_arm_crossed","308024","","","0.2","101431","3"
"308","","1","","","308025","","","","0","91"
"309","0","6","0","我想到新年第一笑的哽了！\n有誰想聽的嗎？","309001","0.5","0","0","103311","11"
"309","nop_talk_guts2_loop","0","1","nop_talk_guts2","309002","","0.2","0.2","103311","3"
"309","","","","1","309003","","","","2.5","93"
"309","","1","","nop_talk_joy2","309004","","","0.2","103311","3"
"309","","","","","309005","","","","309001","91"
"309","","1","1","nop_idle_joy1","309006","","","0.2","103311","3"
"309","0","8","0","這裡像是會舉辦舞會的場地呢。\n好棒呀。","309007","0.5","0","0","105211","11"
"309","","1","","nop_talk_joy1_normal","309008","","","0.2","105211","3"
"309","","","","1","309009","","","","2","93"
"309","","1","","nop_talk_memory","309010","","","0.2","105211","3"
"309","","","","","309011","","","","309007","91"
"309","","1","1","nop_idle_memory","309012","","","0.2","105211","3"
"309","0","6","0","人太多了，好累哦～\n莉瑪～背我嘛～","309013","0.5","0","0","102611","11"
"309","","1","","nop_talk_sad2","309014","","","0.2","102611","3"
"309","","","","1","309015","","","","1.5","93"
"309","","1","","nop_talk_worry","309016","","","0.2","102611","3"
"309","","","","","309017","","","","309013","91"
"309","","1","1","nop_idle_worry","309018","","","0.2","102611","3"
"309","0","6","0","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","309019","0.5","0","0","103811","11"
"309","","1","","nop_talk_joy3_blink","309020","","","0.2","103811","3"
"309","","","","","309021","","","","309019","91"
"309","","1","","nop_idle_normal_joy","309022","","","0.2","103811","3"
"309","","","","","309023","","","","0","91"
"310","0","7","0","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","310001","0.5","0","0","103231","11"
"310","","1","","nop_talk_joy1","310002","","","0.2","103231","3"
"310","","","","","310003","","","","310001","91"
"310","","1","1","nop_idle_joy1","310004","","","0.2","103231","3"
"310","0","7","0","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","310005","0.5","0","0","104611","11"
"310","","1","","nop_talk_joy2","310006","","","0.2","104611","3"
"310","","","","1","310007","","","","2.5","93"
"310","","1","","nop_talk_thinking","310008","","","0.2","104611","3"
"310","","","","","310009","","","","310005","91"
"310","","1","","nop_idle_thinking","310010","","","0.2","104611","3"
"310","0","6","0","大家～新年快熱～！\n開玩笑的。嗝。","310011","0.5","0","0","103411","11"
"310","","1","","nop_10_yukari_04","310012","","","0.2","103411","3"
"310","","1","","nop_10_yukari_04","310013","","","0.2","11","3"
"310","","","","1","310014","","","","2.5","93"
"310","nop_10_yukari_02","0","1","nop_10_yukari_06","310015","","0.5","0.2","103411","3"
"310","nop_10_yukari_02","0","1","nop_10_yukari_06","310016","","0.5","0.2","11","3"
"310","","","","","310017","","","","310011","91"
"310","0","5","0","咦？優花梨？\n已經醉成這樣了……","310018","0.5","0","0","104811","11"
"310","","1","","nop_talk_surprise1","310019","","","0.2","104811","3"
"310","","","","0","310020","","","","104811","4"
"310","","","","1","310021","","","","1","93"
"310","","1","","nop_talk_worry","310022","","","0.2","104811","3"
"310","","","","","310023","","","","310018","91"
"310","","1","1","nop_idle_worry","310024","","","0.2","104811","3"
"310","","","","","310025","","","","0","91"
"311","","1","","nop_talk_wish","311001","","","0.2","102711","3"
"311","0","7","0","我能感覺到那位大人\n就身在這寬廣會場的某處……","311002","0.5","0","0","102711","11"
"311","","","","","311003","","","","311002","91"
"311","","1","","nop_idle_wish","311004","","","0.2","102711","3"
"311","nop_11_anna_huhuStand_loop","0","1","nop_11_anna_huhuStand_in","311005","","0","0.2","100911","3"
"311","0","8","0","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","311006","0.5","0","0","100911","11"
"311","","","","","311007","","","","311006","91"
"311","","1","","nop_11_anna_huhuStand_loop","311008","","","0.2","100911","3"
"311","","1","","nop_talk_joy2","311009","","","0.2","101311","3"
"311","0","6","0","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","311010","0.5","0","0","101311","11"
"311","","","","","311011","","","","311010","91"
"311","","1","","nop_idle_joy_normal","311012","","","0.2","101311","3"
