c496eb6aa8784f9bff721ced44424f256799a0acbd5ca2af74508ce6c57f2d8f,5bf900bca334518ee4f953990482f7b240ea19f7795c27d5cd0419899f8087ca,3ce1d6bf0dc119c223af4e82acdd4dc84d2d7b31bf5b878dcdf2a0a5b9cc893c,f26b50f193a7f9d60f021d6466b5e954afffeb6e417a509e71e73ed709b134c8,9700c364a3ec44aeca49b6a8903f9c52c137645bfdb6306302a319a418f4dd0f,2d2fafbcc949ddc6eaf6b56605161971b7e0649fffce9bcdabd9379a11edac44,1d0229ce0e9cf54b6101f543e8c773372133efc1233597ddb9169e098dbb6d60,7577781fd77abffec35d237576900341fcea6adca815876c37f394148e9d868f,dbefb3172f91cd5e3435021e1ce4d3ce3ff95ac3d0ccb4a75bce4271f573bd3f,2214a4ea35e0c859d939e5826754060d118f5a4b2bf6d76a0b1687e1190948e4,9d614650155dfc645b692e673b8beb8c111da8a2e47393465a8eae50f3ec2728
"3","102311","5152061","joy_idle_normal","0.2","0","kids_jump_end","","61135","0","1"
"3","102111","5152061","wish_idle","0.2","0","kids_jump_end","","61136","0","1"
"3","107711","5152061","idle_normal","0.2","0","kids_jump_sideHair_end","","61137","0","1"
"3","122811","5152061","doya_idle","0.2","0","kids_jump_end","","61138","0","1"
"3","122911","5152061","idle_normal","0.2","0","kids_jump_end","","61139","0","1"
"3","122711","5152061","idle_normal","0.2","0","kids_jump_sideHair_end","","61140","0","1"
"27","bgm_MC173B","5152061","0.5","1","0","bgm_MC173B","","61141","0.5","0"
"3","110311","5152061","talk_normal","0.2","0","kids_jump_sideHair_end","","61142","0","1"
"21","vo_rag","5152061","0","","","vo_rag_6010","","61143","0",""
"11","110311","5152061","1","0","0","好的，辛苦了。\n大家玩得開心嗎？","0","61144","6","1"
"91","0","5152061","0","","","","","61145","0",""
"3","110311","5152061","","","0.2","idle_normal","","61146","1",""
"3","131911","5152061","gutsB_talk","0","0.2","gutsB_in","","61147","0","1"
"3","102311","5152061","surprise3_loop_joy2","0","0.2","surprise3_in_joy2","","61148","0","1"
"3","102111","5152061","","","0.2","memory_talk","","61149","1",""
"3","107711","5152061","","","0.2","wish_talk_joy_shy","","61150","1",""
"3","122811","5152061","eieio_loop","0","0.2","eieio_in","","61151","0","1"
"3","122911","5152061","","","0.2","anger_talk_joy","","61152","1",""
"3","122711","5152061","","","0.2","sad_talk_dere2","","61153","1",""
"21","vo_rag","5152061","0","","","vo_rag_6011","","61154","0",""
"11","131911","5152061","1","60","0","嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","0","61155","7","1"
"91","0","5152061","0","","","","","61156","0",""
"3","131911","5152061","","","0.2","gutsB_idle","","61157","1",""
"3","102111","5152061","","","0.2","memory_talk","","61158","1",""
"21","vo_rag","5152061","0","","","vo_rag_6012","","61159","0",""
"11","102111","5152061","1","56","0","既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","0","61160","8","1"
"91","0","5152061","0","","","","","61161","0",""
"3","102111","5152061","","","0.2","memory_talk","","61162","1",""
"23","se_10058300","5152061","","","","se_10058300_emotion_laugh","","61163","0",""
"32","11","5152061","","","","1","","61164","",""
"3","110311","5152061","","","0.2","sad_talk_normal","","61165","1",""
"21","vo_rag","5152061","0","","","vo_rag_6013","","61166","0",""
"11","110311","5152061","1","0","0","啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","0","61167","7","1"
"91","0","5152061","0","","","","","61168","0",""
"32","11","5152061","","","","0","","61169","",""
"22","0","5152061","","","","0","","61170","",""
"93","0.1","5152061","","","","0","","61171","",""
"3","110311","5152061","","","0.2","wish_talk_joy_shy","","61172","1",""
"3","131911","5152061","sad_idle_joy","0","0.2","smile2_joy","","61173","0","1"
"3","102311","5152061","","","0.2","joy_idle","","61174","1",""
"3","102111","5152061","","","0.2","memory_idle","","61175","1",""
"3","107711","5152061","","","0.2","wish_idle_dere","","61176","1",""
"3","122811","5152061","","","0.2","cool_talk_dere2","","61177","1",""
"3","122911","5152061","","","0.2","anger_idle_normal2","","61178","1",""
"3","122711","5152061","","","0.2","sad_idle_dere","","61179","1",""
"23","se_10058300","5152061","","","","se_10058300_emotion_kids","","61180","0",""
"12","110311","5152061","0","0","0","9","0","61181","2","0"
"12","131911","5152061","0","0","0","7","0","61182","2","0"
"12","102311","5152061","0","0","0","10","0","61183","2","0"
"12","102111","5152061","0","0","0","6","0","61184","2","0"
"93","2.5","5152061","","","","0","","61185","",""
"101","61187","5152061","","","","","","61186","",""
"25","bgm_MC173B","5152061","","","","bgm_MC173B","","61187","",""
"22","0","5152061","","","","0","","61188","",""
"1","1","5152062","382","1","1.55","107111","doya_idle","62001","110","-280"
"1","1","5152062","145","0","1.5","107611","idle_normal","62002","105","-210"
"1","1","5152062","-22","0","1.57","131911","joy_idle_normal","62003","107","-296"
"1","1","5152062","-217","0","1.57","107511","wish_idle_joy","62004","109","-311"
"1","1","5152062","-440","0","1.53","107811","cool_idle","62005","108","-255"
"1","1","5152062","34","0","1.45","131411","idle_normal","62006","103","-136"
"1","1","5152062","-163","0","1.45","131311","riri_idle","62007","104","-146"
"1","1","5152062","-350","0","1.45","131511","sad_idle_surprise1","62008","105","-166"
"5","5","5152062","-13","1","1.5","5","empty","62009","106","-235"
"5","1","5152062","145","0","1.5","11","empty","62010","110","-210"
"5","1","5152062","-22","0","1.57","12","empty","62011","110","-296"
"5","1","5152062","-217","0","1.57","13","empty","62012","110","-311"
"5","1","5152062","-440","0","1.53","14","empty","62013","110","-255"
"5","1","5152062","34","0","1.45","15","empty","62014","107","-136"
"5","1","5152062","-163","0","1.45","16","empty","62015","107","-146"
"5","1","5152062","-350","0","1.45","17","empty","62016","107","-166"
"13","107111","5152062","","","","210","","62017","",""
"13","131911","5152062","","","","207","","62018","",""
"13","107511","5152062","","","","209","","62019","",""
"13","107611","5152062","","","","205","","62020","",""
"13","107811","5152062","","","","208","","62021","",""
"13","131411","5152062","","","","203","","62022","",""
"13","131311","5152062","","","","204","","62023","",""
"13","131511","5152062","","","","205","","62024","",""
"5","1","5152062","-13","0","1.57","1","empty","62025","108","-235"
"5","2","5152062","382","0","1","2","empty","62026","210","11"
"31","1","5152062","0","","1","1","","62027","0","1"
"31","2","5152062","0","","0","2","","62028","0","1"
"31","12","5152062","0","","0","12","","62029","0","1"
"31","3","5152062","0","","1","3","","62030","0","1"
"91","0","5152062","","","","","","62031","",""
"37","3","5152062","","","","telop_2","","62032","",""
"102","0","5152062","","","","0","","62033","0",""
"93","1","5152062","","","","0","","62034","",""
"3","107111","5152062","","","0.2","doya_talk","","62035","1",""
"21","vo_rag","5152062","0","","","vo_rag_2001","","62036","0",""
"11","107111","5152062","1","35","0","一大清早的，真虧妳們能聚集在此。","0","62037","9","1"
"91","0","5152062","0","","","","","62038","0",""
"3","107111","5152062","cool_talk_joy","0","0.2","cool_in_joy","","62039","0","1"
"21","vo_rag","5152062","0","","","vo_rag_2002","","62040","0",""
"11","107111","5152062","1","35","0","就來將我珍藏的體操\n傳授給妳們吧♪","0","62041","6","1"
"91","0","5152062","0","","","","","62042","0",""
"3","107111","5152062","","","0.2","cool_idle","","62043","1",""
"3","131311","5152062","","","0.2","gutsB_talk_anger","","62044","1",""
"21","vo_rag","5152062","0","","","vo_rag_2003","","62045","0",""
"11","131311","5152062","1","0","0","無論是何等激烈的體操……\n我都會努力跳完的……！","0","62046","10","1"
"91","0","5152062","0","","","","","62047","0",""
"3","131311","5152062","","","0.2","riri_idle","","62048","1",""
"26","1","5152062","","","","","","62049","",""
"3","107111","5152062","","","0.2","joy_talk_normal","","62050","1",""
"3","131911","5152062","","","0.2","idle_normal","","62051","1",""
"3","107511","5152062","","","0.2","idle_normal","","62052","1",""
"3","107611","5152062","","","0.2","idle_normal","","62053","1",""
"3","107811","5152062","","","0.2","idle_normal","","62054","1",""
"3","131411","5152062","","","0.2","idle_normal","","62055","1",""
"3","131311","5152062","","","0.2","idle_normal","","62056","1",""
"3","131511","5152062","","","0.2","idle_normal","","62057","1",""
"21","vo_rag","5152062","0","","","vo_rag_2004","","62058","0",""
"11","107111","5152062","1","0","0","那就開始囉。\n來，一二一二。\n手再高一點！","2","62059","8","0"
"93","1.1","5152062","0","","","0","","62060","0",""
"25","bgm_MC175A","5152062","","","","bgm_MC175A","","62061","",""
"32","2","5152062","","","","1","","62062","",""
"3","107111","5152062","clapping_loop","0","0.2","clapping_in","","62063","0","1"
"3","131911","5152062","","","0.2","idol_before_dance","","62064","0",""
"3","107511","5152062","","","0.2","idol_before_dance","","62065","0",""
"3","107611","5152062","","","0.2","idol_before_dance","","62066","0",""
"3","107811","5152062","","","0.2","idol_before_dance","","62067","0",""
"3","131411","5152062","","","0.2","idol_before_dance","","62068","0",""
"3","131311","5152062","","","0.2","idol_before_dance","","62069","0",""
"3","131511","5152062","","","0.2","idol_before_dance","","62070","0",""
"91","0","5152062","","","","","","62071","",""
"32","12","5152062","","","","1","","62072","",""
"3","131911","5152062","","","0.2","idol_danceF","","62073","1",""
"3","107511","5152062","","","0.2","idol_danceF","","62074","1",""
"3","107611","5152062","","","0.2","idol_danceF","","62075","1",""
"3","107811","5152062","","","0.2","idol_danceF","","62076","1",""
"3","131411","5152062","idol_danceB_loop","0","0.2","idol_danceB_in","","62077","0","1"
"3","131311","5152062","idol_danceB_loop","0","0.2","idol_danceB_in","","62078","0","1"
"3","131511","5152062","idol_danceB_loop","0","0.2","idol_danceB_in","","62079","0","1"
"3","12","5152062","","","0.2","idol_danceF","","62080","1",""
"3","13","5152062","","","0.2","idol_danceF","","62081","1",""
"3","11","5152062","","","0.2","idol_danceF","","62082","1",""
"3","14","5152062","","","0.2","idol_danceF","","62083","1",""
"3","15","5152062","","","0.2","idol_danceB_loop","","62084","1",""
"3","16","5152062","","","0.2","idol_danceB_loop","","62085","1",""
"3","17","5152062","","","0.2","idol_danceB_loop","","62086","1",""
"93","2.8","5152062","0","","","0","","62087","0",""
"93","0.1","5152062","0","","","0","","62088","0",""
"3","107111","5152062","pointing_loop_anger","0","0.2","pointing_in_anger","","62089","0","1"
"93","0.5","5152062","0","","","0","","62090","0",""
"21","vo_rag","5152062","0","","","vo_rag_2005","","62091","0",""
"3","2","5152062","","","0","0204_in","","62092","0",""
"93","2.5","5152062","","","","0","","62093","",""
"3","2","5152062","","","0","0204_out","","62094","0",""
"93","0.2","5152062","","","","0","","62095","",""
"3","107111","5152062","","","0.2","angry_loop","","62096","1",""
"21","vo_rag","5152062","0","","","vo_rag_2006","","62097","0",""
"3","2","5152062","","","0","0205_in","","62098","0",""
"93","2.2","5152062","","","","0","","62099","",""
"3","2","5152062","","","0","0205_out","","62100","0",""
"93","0.3","5152062","","","","0","","62101","",""
"3","107111","5152062","clapping_loop_talk2","0","0.2","clapping_in_talk2","","62102","0","1"
"93","2.1","5152062","","","","0","","62103","",""
"37","12","5152062","","","","out","","62104","",""
"3","131911","5152062","idol_poseF_loop","0","0.1","idol_poseF_in","","62105","0","1"
"3","107511","5152062","idol_poseF_loop","0","0.1","idol_poseF_in","","62106","0","1"
"3","107611","5152062","idol_poseF_loop","0","0.1","idol_poseF_in","","62107","0","1"
"3","107811","5152062","idol_poseF_loop","0","0.1","idol_poseF_in","","62108","0","1"
"3","131411","5152062","idol_poseB_loop","0","0.1","idol_poseB_in","","62109","0","1"
"3","131311","5152062","idol_poseB_loop","0","0.1","idol_poseB_in","","62110","0","1"
"3","131511","5152062","idol_poseB_loop","0","0.1","idol_poseB_in","","62111","0","1"
"3","12","5152062","","","0.2","empty","","62112","1",""
"3","13","5152062","","","0.2","empty","","62113","1",""
"3","11","5152062","","","0.2","empty","","62114","1",""
"3","14","5152062","","","0.2","empty","","62115","1",""
"3","15","5152062","","","0.2","empty","","62116","1",""
"3","16","5152062","","","0.2","empty","","62117","1",""
"3","17","5152062","","","0.2","empty","","62118","1",""
"2","107611","5152062","0.7","","","93","","62119","-206","11"
"2","131911","5152062","0.7","","","-13","","62120","-235","11"
"2","107511","5152062","0.7","","","-152","","62121","-248","11"
"2","107811","5152062","0.7","","","-277","","62122","-243","11"
"2","131411","5152062","0.7","","","8","","62123","-151","11"
"2","131311","5152062","0.7","","","-102","","62124","-154","11"
"2","131511","5152062","0.7","","","-222","","62125","-167","11"
"93","1.6","5152062","","","","0","","62126","",""
"37","2","5152062","","","","finish","","62127","",""
"23","se_10058300","5152062","","","","se_10058300_idle_finish","","62128","0",""
"27","bgm_MC173B","5152062","0.5","1","0","bgm_MC173B","","62129","0.5","0"
"93","0","5152062","","","","0","","62130","",""
"3","107111","5152062","","","0.1","clapping_end","","62131","0",""
"93","2","5152062","","","","0","","62132","",""
"3","107111","5152062","armcrossed_talk","0","0.2","armcrossed_in","","62133","0","1"
"21","vo_rag","5152062","0","","","vo_rag_2007","","62134","0",""
"11","107111","5152062","1","35","0","就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","0","62135","7","1"
"91","0","5152062","0","","","","","62136","0",""
"3","107111","5152062","","","0.2","armcrossed_idle","","62137","1",""
"3","5","5152062","pack_talk","0","0","pack_in","","62138","0","1"
"23","se_10058300","5152062","","","","se_10058300_pack_appear","","62139","0",""
"3","131911","5152062","idol_poseF_end_emilia_loop","0","0.2","idol_poseF_end_emilia_in","","62140","0","1"
"93","1","5152062","","","","0","","62141","",""
"21","vo_rag","5152062","0","","","vo_rag_2008","","62142","0",""
"11","5","5152062","1","24","5","我說，莉雅，\n這個算是廣播體操嗎？","0","62143","7","1"
"91","0","5152062","0","","","","","62144","0",""
"22","0","5152062","","","","0","","62145","",""
"3","131911","5152062","","","0.2","idol_poseF_end_emilia_loop_nervous","","62146","1",""
"3","1","5152062","idol_poseF_end_emilia_loop","0","0","idol_poseF_end_emilia_nervous_in","","62147","0","1"
"3","5","5152062","","","0.2","pack_idle","","62148","1",""
"3","107111","5152062","","","0.2","chris_laugh","","62149","1",""
"23","se_10058300","5152062","","","","se_10058300_emotion_idol","","62150","0",""
"12","5","5152062","0","5","5","5","0","62151","2","0"
"12","107111","5152062","0","0","0","10","0","62152","2","0"
"93","2.5","5152062","","","","0","","62153","",""
"101","62155","5152062","","","","","","62154","",""
"25","bgm_MC173B","5152062","","","","bgm_MC173B","","62155","",""
"22","0","5152062","","","","0","","62156","",""
"1","1","5152063","124","1","1.8","131711","ames_sit_idle","63001","109","-215"
"1","1","5152063","-119","0","1.8","132011","echidna_sit_thinking_idle","63002","108","-215"
"5","1","5152063","-119","0","1.8","1","empty","63003","109","-215"
"13","131711","5152063","","","","209","","63004","",""
"13","132011","5152063","","","","208","","63005","",""
"31","1","5152063","0","","1","1","","63006","0","1.16"
"31","10","5152063","0","","1","10","","63007","0","1"
"31","5","5152063","0","","0","5","","63008","0","1"
"31","3","5152063","0","","1","3","","63009","0","1"
"91","0","5152063","","","","0","","63010","",""
"37","3","5152063","","","","telop_3","","63011","",""
"102","0","5152063","","","","0","","63012","0",""
"93","1","5152063","","","","0","","63013","",""
"3","132011","5152063","","","0.2","echidna_sit_thinking_talk","","63014","1",""
"21","vo_rag","5152063","0","","","vo_rag_5001","","63015","0",""
"11","132011","5152063","1","50","-20","在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","0","63016","7","1"
"91","0","5152063","0","","","","","63017","0",""
"3","132011","5152063","","","0.2","echidna_sit_talk","","63018","1",""
"21","vo_rag","5152063","0","","","vo_rag_5002","","63019","0",""
"11","132011","5152063","1","50","-20","妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","0","63020","8","1"
"91","0","5152063","0","","","","","63021","0",""
"3","132011","5152063","","","0.2","echidna_sit_idle","","63022","1",""
"3","131711","5152063","ames_yareyare_talk","0","0.2","ames_yareyare_in","","63023","0","1"
"21","vo_rag","5152063","0","","","vo_rag_5003","","63024","0",""
"11","131711","5152063","1","50","20","居然提出這麼麻煩的要求。","0","63025","6","1"
"91","0","5152063","0","","","","","63026","0",""
"3","131711","5152063","","","0.2","ames_sit_talk","","63027","1",""
"21","vo_rag","5152063","0","","","vo_rag_5004","","63028","0",""
"11","131711","5152063","1","50","20","雖然其中好像有很多誤解，\n不過就算了。","0","63029","7","1"
"91","0","5152063","0","","","","","63030","0",""
"21","vo_rag","5152063","0","","","vo_rag_5005","","63031","0",""
"11","131711","5152063","1","50","20","那麼，\n妳試著跟我做一樣的動作。","0","63032","7","1"
"91","0","5152063","0","","","","","63033","0",""
"3","131711","5152063","idle_normal","0","0.2","ames_sit_out","","63034","0","1"
"93","0.1","5152063","","","","0","","63035","",""
"3","132011","5152063","idle_normal","0","0.2","echidna_sit_out","","63036","0","1"
"37","10","5152063","","","","out","","63037","",""
"93","1","5152063","","","","0","","63038","",""
"91","0","5152063","0","","","","","63039","0",""
"25","bgm_MC175A","5152063","","","","bgm_MC175A","","63040","",""
"32","5","5152063","","","","1","","63041","",""
"3","131711","5152063","","","0.2","isekai_dance","","63042","1",""
"93","0.1","5152063","","","","0","","63043","",""
"3","132011","5152063","","","0.2","isekai_dance","","63044","1",""
"21","vo_rag","5152063","0","","","vo_rag_5006","","63045","0",""
"11","131711","5152063","1","0","0","來，一二一二、\n踏步踏步……","1.7","63046","7","0"
"93","7","5152063","","","","0","","63047","",""
"91","0","5152063","0","","","","","63048","0",""
"21","vo_rag","5152063","0","","","vo_rag_5007","","63049","0",""
"11","132011","5152063","1","0","0","一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","0","63050","9","1"
"93","3.4","5152063","","","","0","","63051","",""
"27","bgm_MC173B","5152063","0.5","1","0","bgm_MC173B","","63052","0.5","0"
"37","5","5152063","","","","out","","63053","",""
"3","1","5152063","tired_talk","0","0","tired_in","","63054","0","1"
"3","132011","5152063","echidna_tired_talk","0","0","echidna_tired_in","","63055","0","1"
"23","se_10058300","5152063","","","","se_10058300_isekai_breath","","63056","0",""
"93","7.6","5152063","","","","0","","63057","",""
"91","63050","5152063","0","","","","","63058","0",""
"3","1","5152063","","","0.2","tired_idle","","63059","1",""
"3","132011","5152063","","","0.2","echidna_tired_idle","","63060","1",""
"3","131711","5152063","shock_talk","0","0","shock_in","","63061","0","1"
"21","vo_rag","5152063","0","","","vo_rag_5008","","63062","0",""
"11","131711","5152063","1","0","0","騙人的吧！才只做了\n一點點而已耶！","0","63063","7","1"
"91","0","5152063","0","","","","","63064","0",""
"3","131711","5152063","surprise_idle","","0.2","shock_to_surprise","","63065","0","1"
