aa680e39a730d85db873658e2749f984f9358203108d73a3129e4ac0da3e905a,fe65def47d74777e076bb9c9c99b56e30ebf947494a7522abf4fd3cb46c32f69,6d2ce83e605500bdf00ab7c8d3543e2bebdc18a04efe8cde040d4987da888cf2,bda6f604edb077d0b4b99a9cdaa8672f4a60a796e89fd892de1f7c21cf2084a8,8bb73df11af0203ad2a0f4e23d29c7ed0b3793f0e012293065b3209c826eebe7
"3","1","2.1","-10.3","30010241"
"1","1","2.1","-8.5","30010242"
"1","1","0.6","-18.7","30010243"
"3","1","5.2","-13.4","30010244"
"3","1","4","-12.6","30010245"
"991004","1","-16.6","6","30010246"
"991002","1","-15.1","5.5","30010247"
"991002","1","12.3","-2.5","30010251"
"991001","1","11.7","-2.5","30010252"
"991002","1","12.2","-7.5","30010253"
"991001","1","11.8","-7.5","30010254"
"991001","1","11.4","-13.2","30010255"
"991003","1","12.7","-13.7","30010256"
"991001","1","6.5","-21.5","30010257"
"991002","1","6.8","-12.6","30010259"
"991001","1","5.2","-12.6","30010260"
"991002","1","-1.5","-11.5","30010261"
"991001","1","-2.5","-11.5","30010262"
"991004","1","6.4","-20.2","30010263"
"991002","1","-1.8","-16.6","30010264"
"991001","1","-2.2","-16.6","30010265"
"2","1","-9.3","8.5","30010267"
"1","1","-12","-18.6","30010268"
"991002","1","-10.1","-17.6","30010269"
"991001","1","-11.7","-17.7","30010270"
"991003","1","-14.3","-12.6","30010271"
"991004","1","-14.3","-11.2","30010272"
"3","1","-13.9","-15.4","30010274"
"3","1","-13.8","-14.1","30010275"
"991003","1","-12.2","-8.1","30010276"
"991004","1","-12.2","-7.7","30010277"
"1","1","-15.3","-8.6","30010278"
"1","1","-19.9","-11.9","30010279"
"3","1","-19.9","-10.7","30010280"
"1","1","-19.9","-9.2","30010281"
"3","1","-19.9","-8","30010282"
"1","1","-18.6","-13.4","30010283"
"1","1","-16.2","-13.6","30010284"
"3","1","-14.9","-13.7","30010285"
"3","1","-12.9","-9.6","30010286"
"2","1","-11.7","-9.6","30010287"
"2","1","-10.4","-9.6","30010288"
"1","1","-7","-8.8","30010289"
"2","1","-1","-3.6","30010290"
"2","1","-1","-5","30010291"
"991002","1","1.8","2.5","30010292"
"991003","1","0.5","2.5","30010293"
"2","2","10.5","-22.7","30020001"
"2","2","9","-23","30020004"
"2","2","6","-23","30020005"
"2","2","7.5","-22.7","30020006"
"991001","2","6.3","-19.1","30020008"
"991002","2","7.8","-19.1","30020009"
"2","2","5.5","-21.5","30020010"
"1","2","13.5","-22.7","30020011"
"3","2","15","-23.5","30020012"
"990001","2","17.1","-22.5","30020013"
"1","2","16.3","-22.7","30020014"
"3","2","18.4","-22.7","30020015"
"1","2","19.7","-23.5","30020016"
"3","2","21.3","-22.7","30020017"
"2","2","10.5","-20","30020018"
"1","2","12.5","-19.8","30020019"
"1","2","15","-19.8","30020020"
"1","2","15","-15","30020024"
"1","2","18.6","-17.8","30020027"
"1","2","17.5","-19.8","30020029"
"1","2","15","-17","30020030"
"3","2","16","-16.4","30020031"
"2","2","4","-20.3","30020032"
"2","2","3.5","-18.9","30020033"
"2","2","4","-17.5","30020034"
"2","2","9","-15.7","30020035"
"2","2","-2","-23.8","30020043"
"2","2","-4","-23.8","30020044"
"1","2","-5","-23","30020045"
"2","2","-4","-19","30020047"
"2","2","-4","-17","30020048"
"1","2","-1.3","-15.7","30020050"
"2","2","-1.7","-13.4","30020051"
"2","2","-3.5","-13.5","30020052"
"2","2","-7","-13.1","30020053"
"2","2","-9.2","-13.6","30020054"
"2","2","-9","-14.9","30020055"
"1","2","-7","-21.1","30020056"
"1","2","-8.8","-22.7","30020062"
"1","2","-12","-22.7","30020063"
"3","2","-5","-21.1","30020065"
"3","2","-7","-23","30020066"
"3","2","-10.5","-23.2","30020067"
"2","2","-10","-16","30020068"
"2","2","-12","-15.3","30020069"
"2","2","-13.5","-18.1","30020070"
"2","2","-13.5","-16.4","30020071"
"3","2","-14.5","-22.7","30020072"
"3","2","-17.1","-22.7","30020073"
"991004","2","-8.2","-19","30020074"
"990001","2","-16","-22.5","30020076"
"1","2","-19.5","-22.7","30020077"
"1","2","-21.5","-22.7","30020078"
"3","2","-23.5","-22","30020079"
"3","2","-23.5","-20.2","30020080"
"1","2","-25","-18.8","30020083"
"3","2","-25","-17.6","30020084"
"3","2","-25","-16","30020085"
"1","2","-25","-14","30020086"
"2","2","-19.7","-16.1","30020087"
"2","2","-19.3","-14.8","30020088"
"3","2","-24.5","-12.7","30020089"
"1","2","-23.5","-11.5","30020090"
"3","2","-19.4","-13.1","30020091"
"1","2","-20","-11.5","30020092"
"3","2","-25","-9.6","30020093"
"1","2","-25","-8","30020094"
"3","2","-25","-6.2","30020095"
"2","2","-18.5","-9.4","30020096"
"2","2","-17","-8.5","30020097"
"2","2","-18.5","-7.4","30020098"
"2","2","-17","-6.8","30020099"
"1","2","-23.7","-4","30020100"
"1","2","-21.6","-2","30020101"
"1","2","-19.5","-2","30020102"
"1","2","-17.7","-2","30020103"
"3","2","-16.1","-3.4","30020104"
"3","2","-15","-4","30020105"
"3","2","-16.2","-10.8","30020106"
"3","2","-15","-11.3","30020107"
"3","2","-13.7","-10.8","30020108"
"1","2","-10.5","-6","30020109"
"1","2","-9.3","-5","30020110"
"3","2","-11.9","-5.1","30020111"
"3","2","-8.3","-6","30020112"
"3","2","-12","-10.4","30020113"
"1","2","-10.8","-11.8","30020114"
"1","2","-9","-11.8","30020115"
"3","2","-7","-10","30020116"
"2","2","3.9","-8","30020119"
"2","2","-4.9","-8.8","30020121"
"2","2","-4","-7.7","30020122"
"2","2","-3","-8.9","30020123"
"3","2","-14.2","-2.6","30020125"
"1","2","-14.2","-1","30020126"
"3","2","-13.1","0.2","30020127"
"1","2","-11.8","1.1","30020128"
"1","2","-7.4","1.2","30020131"
"3","2","-10.5","2.2","30020132"
"3","2","-8.5","2.2","30020133"
"1","2","-9.5","1.1","30020134"
"3","2","-6","0","30020135"
"1","2","-4.5","1.3","30020136"
"1","2","2.8","-1","30020141"
"2","2","0.4","-10.2","30020142"
"1","2","6.2","-2.8","30020143"
"1","2","8","-2.7","30020145"
"1","2","6.9","-4.3","30020146"
"3","2","3.8","0.9","30020147"
"3","2","6.2","0.9","30020148"
"3","2","8","0.5","30020149"
"3","2","10.4","0.5","30020150"
"3","2","8","-9.5","30020151"
"3","2","8.7","-8","30020152"
"1","2","3","-4.1","30020153"
"2","2","2.3","-12","30020154"
"2","2","3.8","-12.5","30020155"
"2","2","5.5","-12","30020156"
"1","2","11.9","-1.1","30020157"
"1","2","13","-2.5","30020158"
"1","2","13","-3.7","30020159"
"3","2","15","-3.5","30020160"
"3","2","15","-1.9","30020161"
"2","2","15","-9","30020162"
"2","2","16","-7.6","30020163"
"2","2","17","-9.1","30020164"
"2","2","18.1","-7.6","30020165"
"2","2","18.7","-9.1","30020166"
"1","2","16.5","-1.1","30020167"
"1","2","18.2","0","30020168"
"1","2","19.5","-0.8","30020169"
"3","2","21","1","30020170"
"3","2","23","1","30020171"
"3","2","10","-10","30020172"
"3","2","11.5","-10.8","30020173"
"3","2","13","-10","30020174"
"1","2","17.4","-11.3","30020176"
"3","2","16","-12","30020177"
"1","2","14.4","-11.3","30020178"
"2","2","10.1","-13.9","30020179"
"2","2","8.5","-13.2","30020180"
"991003","2","-10.2","-9.2","30020189"
"991004","2","-10.2","-8.7","30020190"
"991003","2","2.8","-9.4","30020193"
"991004","2","2.8","-8.3","30020194"
"991001","2","9.9","-5.7","30020197"
"991002","2","10.3","-5.7","30020198"
"990001","2","16","-6.5","30020199"
"991001","2","11.8","-16.6","30020204"
"991002","2","12.2","-16.6","30020205"
"991003","2","-8.2","-20.6","30020209"
"990001","2","-11","-4.5","30020213"
"991003","2","-3.2","-2.11","30020214"
"991004","2","-3.2","-1.7","30020215"
"3","2","-3","1.9","30020216"
"1","2","-1.2","1.2","30020217"
"3","2","1.3","0.9","30020218"
"2","2","-4.5","-6.1","30020219"
"2","2","-3.7","-4.7","30020220"
"991001","2","-22.2","-15.2","30020221"
"991002","2","-21.8","-15.2","30020222"
"991001","2","-0.2","-18.6","30020223"
"991002","2","0.2","-18.6","30020224"
"991001","2","21.5","-8.6","30020225"
"991002","2","22.5","-8.6","30020226"
"991003","2","21.4","-16.6","30020227"
"991002","2","22.6","-15.3","30020228"
"991003","2","20.7","-4.1","30020229"
"991002","2","21","-3.6","30020230"
"991003","2","-15.7","-8","30020231"
"991002","2","-14.3","-7.3","30020232"
"991001","2","-22.7","-10.6","30020233"
"991002","2","-21.3","-10.6","30020234"
"11","3","7","-23.6","30030001"
"12","3","16","-20.7","30030003"
"13","3","6.4","-21.8","30030005"
"13","3","8.4","-21.8","30030006"
"11","3","4","-21","30030007"
"11","3","1.6","-15.7","30030008"
"11","3","3.5","-16.7","30030009"
"13","3","1.5","-21.9","30030010"
"13","3","2.7","-23.7","30030011"
"13","3","-3","-23.7","30030012"
"12","3","-5.9","-22.8","30030018"
"11","3","-10.5","-21.6","30030019"
"13","3","-11.5","-19.7","30030020"
"13","3","-13.5","-19.7","30030021"
"13","3","-9.5","-19.7","30030022"
"12","3","-16.1","-23.8","30030023"
"11","3","-18.7","-23.8","30030024"
"11","3","-21","-21.8","30030025"
"12","3","-19.4","-16.1","30030027"
"13","3","-11.1","-3.8","30030036"
"13","3","-14.9","-3.7","30030037"
"12","3","-10.4","-11.7","30030043"
"12","3","-10.4","-13.6","30030044"
"12","3","-15.1","-4.8","30030045"
"13","3","-8.9","-8.4","30030046"
"13","3","-8.9","-4.7","30030048"
"11","3","-10.1","1.3","30030054"
"13","3","-5.1","-3.2","30030058"
"12","3","4.1","-6.3","30030062"
"11","3","13","-4","30030064"
"11","3","11.9","-2.6","30030065"
"13","3","15.3","-6.4","30030067"
"13","3","16.4","-9.7","30030068"
"13","3","18.8","-5.7","30030069"
"11","3","16","-23.8","30030073"
"13","3","17.9","-19.5","30030076"
"13","3","17.9","-17.8","30030077"
"990002","3","21.4","-10.8","30030079"
"990001","3","5","-23.7","30030080"
"990001","3","-14.1","-9.4","30030081"
"990001","3","6.9","-9.6","30030082"
"11","3","1.8","-13","30030083"
"13","3","8.5","-12.7","30030085"
"13","3","8.5","-16.7","30030086"
"12","3","11.5","-13.8","30030087"
"12","3","9.8","-13.7","30030088"
"13","3","-0.5","-3.7","30030089"
"13","3","0.6","-3.7","30030090"
"12","3","-6.5","-7.3","30030091"
"12","3","-5.4","-6.1","30030092"
"13","3","-6.5","-6.2","30030093"
"13","3","-5.5","-7.5","30030094"
"13","3","-11.1","-5.8","30030095"
"11","3","-11.1","-7.2","30030097"
"12","3","-20","-11.4","30030098"
"12","3","-20.1","-9.2","30030099"
"13","3","-17.5","-9.7","30030100"
"13","3","-15.5","-9.7","30030101"
"13","3","-17.5","-21.5","30030102"
"13","3","-16.1","-20.1","30030103"
"12","3","-17.5","-20.1","30030104"
"13","3","-2.1","-21.9","30030106"
"11","3","15.8","-18.6","30030107"
"11","3","18.8","-22.2","30030108"
"12","3","22.2","-15.8","30030109"
"12","3","20.1","-15.8","30030110"
"12","3","17.9","-15.8","30030111"
"12","3","16.8","-1.8","30030115"
"11","3","1","-10.6","30030116"
"11","3","2.5","-10.6","30030117"
"13","3","9","0.1","30030118"
"13","3","7.5","0.1","30030119"
"11","3","4.8","-0.6","30030120"
"12","3","19.4","-1.8","30030121"
"12","3","21.7","-1.8","30030122"
"13","3","20.5","-1.7","30030123"
"13","3","18.1","-1.7","30030124"
"11","3","15.7","1.2","30030125"
"13","3","18.5","0.3","30030126"
"13","3","20.1","0.3","30030127"
"13","3","21.5","0.3","30030128"
"13","3","20","-11.5","30030130"
"11","3","-4","-10.1","30030132"
"12","3","-8","-22.8","30030135"
"11","3","-13.2","-15.8","30030137"
"11","3","-11.2","-15.7","30030138"
"12","3","-4","-12","30030139"
"13","3","10.4","-16.7","30030140"
"11","3","-12.6","-21.6","30030141"
"11","3","-22","-16.4","30030144"
"11","3","-22","-18.7","30030145"
"13","3","-5.1","-1.9","30030146"
"13","3","-5.1","-0.4","30030147"
"11","3","-7","-0.8","30030148"
"11","3","-7","-2.4","30030149"
"11","3","13.6","1.3","30030150"
"11","3","8.5","-1.7","30030151"
"11","3","10","-2.6","30030152"
"12","3","13","-6.2","30030153"
"13","3","13.1","-9","30030154"
"13","3","13.1","-7.6","30030155"
"12","3","17.5","-5.8","30030156"
"12","3","20.1","-5.8","30030157"
"11","3","21.5","-5.6","30030158"
"11","3","23","-5.6","30030159"
"12","3","20","-12.8","30030160"
"12","3","5.5","-18.8","30030161"
"11","3","7.5","-18.7","30030162"
"12","3","9.5","-18.8","30030163"
"11","3","11.5","-18.6","30030164"
"13","3","12.5","-18.7","30030165"
"13","3","14.1","-18.7","30030166"
"12","3","-16.1","-21.3","30030167"
"13","3","-6","-14.8","30030168"
"12","3","-4.5","-14.8","30030169"
"13","3","-3","-14.8","30030170"
"12","3","-1.5","-14.8","30030171"
"11","3","-17.5","-16.6","30030172"
"11","3","-14.9","-16.6","30030174"
"11","3","-18.5","-6.9","30030175"
"11","3","-16.5","-6.9","30030176"
"12","3","-9.1","-6.6","30030177"
"13","3","-14.9","-6.1","30030178"
"13","3","-21.8","-20.6","30030179"
"13","3","-21.9","-14.9","30030180"
"11","3","10","-23.6","30030181"
"13","3","19","-15.7","30030182"
"13","3","21.1","-15.7","30030183"
"11","3","23.8","-11.8","30030184"
"11","3","23.8","-13.7","30030185"
"990001","4","-8","-4.6","30040001"
"990002","4","-6.6","2.9","30040002"
"990001","4","11","-21.6","30040003"
"990001","4","-4","-21.6","30040004"
"991001","4","-9.8","-21.7","30040005"
"991001","4","-12.2","-16","30040006"
"991002","4","-11.8","-16","30040007"
"991003","4","-15.2","-12.6","30040008"
"991004","4","-15.2","-11.1","30040009"
"991003","4","-14.8","-8.7","30040010"
"991004","4","-14.8","-7.1","30040011"
"991001","4","-17.2","-1","30040012"
"991002","4","-16.8","-1","30040013"
"991004","4","-17.8","6","30040015"
"991002","4","-16.2","5.3","30040016"
"991003","4","-0.8","3.4","30040019"
"991002","4","0.8","3.9","30040020"
"991001","4","10.8","-2.7","30040021"
"991002","4","11.2","-2.7","30040022"
"991001","4","10.3","-6.1","30040023"
"991002","4","11.8","-6.1","30040024"
"991001","4","10.2","-13.1","30040025"
"991003","4","11.8","-13.7","30040026"
"991001","4","5.1","-21.7","30040027"
"991004","4","6.9","-20","30040028"
"991001","4","4.8","-11","30040029"
"991002","4","5.2","-11","30040030"
"991001","4","-3.2","-11.7","30040031"
"991002","4","-2.8","-11.7","30040032"
"991001","4","-3.8","-15.1","30040033"
"991002","4","-2.1","-15.1","30040034"
"11","4","-11.2","-22","30040035"
"11","4","-10.1","-17.9","30040037"
"11","4","-7.4","-19","30040038"
"12","4","-15.6","-15.4","30040040"
"12","4","-8.4","-15.4","30040041"
"11","4","-10","-11.9","30040042"
"13","4","-13.6","-10.8","30040043"
"11","4","-16.9","-13.8","30040044"
"11","4","-19.2","-13.6","30040045"
"11","4","-19.7","-12.9","30040046"
"11","4","-21.3","-11","30040047"
"12","4","-21.3","-9.1","30040048"
"11","4","-18","-9","30040049"
"13","4","-18.7","-6.5","30040050"
"11","4","-16.4","-8.8","30040051"
"13","4","-12.4","-7.9","30040052"
"11","4","-11.5","-9.8","30040053"
"11","4","-9.5","-9.3","30040054"
"11","4","-6.2","-9.1","30040055"
"12","4","-7.4","-9","30040056"
"11","4","-4.6","-7.7","30040057"
"13","4","-7.3","-6.5","30040058"
"11","4","-9.1","-4.9","30040061"
"11","4","-16.5","-5.3","30040062"
"12","4","-10.5","-5","30040063"
"12","4","-12.5","-5","30040064"
"12","4","-14.5","-5","30040065"
"11","4","-18.3","-3.9","30040066"
"11","4","-19.4","-3","30040067"
"13","4","-18.2","-2.9","30040068"
"11","4","-18.4","0.4","30040069"
"11","4","-15.3","1.9","30040070"
"12","4","-17","1.9","30040071"
"11","4","-21.4","-0.5","30040072"
"11","4","-21.2","1.2","30040073"
"11","4","-21.5","2.9","30040074"
"11","4","-19.6","4.8","30040075"
"13","4","-15.6","4.4","30040076"
"13","4","-13","-2.7","30040077"
"11","4","-18.3","7.2","30040078"
"11","4","-16.9","8.9","30040079"
"12","4","-12.1","8.1","30040080"
"11","4","-14.7","9","30040081"
"11","4","-8.1","6.6","30040082"
"11","4","-8.3","4.2","30040083"
"11","4","-7.6","1.7","30040084"
"13","4","-7.6","-0.6","30040085"
"12","4","-3.9","2.1","30040088"
"11","4","-4","5","30040089"
"11","4","-6.8","8","30040090"
"11","4","-4.5","8.6","30040091"
"11","4","-3.6","8.1","30040092"
"11","4","-0.7","8","30040093"
"12","4","-1.3","4.9","30040094"
"11","4","-1.6","1.9","30040095"
"13","4","-0.3","0.1","30040096"
"11","4","0.8","0.1","30040097"
"11","4","7.1","1","30040099"
"13","4","4.4","0.9","30040100"
"11","4","5.8","0.9","30040101"
"11","4","2.2","5.1","30040102"
"11","4","8.7","0.8","30040106"
"11","4","12.8","5.4","30040108"
"12","4","10.5","6","30040109"
"11","4","13.4","2.9","30040110"
"11","4","13","0.8","30040111"
"13","4","11.1","-3.8","30040112"
"11","4","7.6","-2.4","30040113"
"11","4","8.1","-5.8","30040114"
"12","4","7.5","-4.5","30040115"
"12","4","14.2","-5.8","30040116"
"13","4","14.5","-2.9","30040117"
"11","4","8.8","-8.6","30040118"
"13","4","9.5","-10.6","30040119"
"13","4","13.7","-9.4","30040120"
"11","4","15","-10","30040121"
"11","4","15.5","-12.1","30040122"
"11","4","13.1","-14.7","30040123"
"13","4","12.8","-16.5","30040124"
"13","4","13.4","-17.8","30040125"
"11","4","8.5","-14.3","30040126"
"11","4","8.1","-16.4","30040127"
"11","4","9","-19","30040128"
"11","4","9","-12.1","30040129"
"11","4","9.7","-22.1","30040130"
"11","4","13","-22","30040131"
"13","4","12.7","-19.9","30040132"
"12","4","7.3","-22.1","30040133"
"11","4","3.7","-22.3","30040134"
"11","4","2.4","-22","30040135"
"11","4","0.5","-19.9","30040136"
"13","4","3.4","-19.4","30040137"
"13","4","4.7","-18.4","30040138"
"13","4","3.8","-17.5","30040139"
"11","4","0","-18","30040140"
"11","4","1","-15","30040141"
"11","4","2.3","-13.8","30040142"
"12","4","3.4","-13.1","30040143"
"13","4","1","-13","30040144"
"13","4","0.4","-10.9","30040145"
"12","4","5","-9.7","30040146"
"13","4","3.3","-9.3","30040147"
"11","4","0.4","-9.3","30040148"
"11","4","2","-6","30040149"
"11","4","3.4","-5.2","30040150"
"13","4","1.3","-4.5","30040151"
"11","4","-1","-3","30040154"
"11","4","-6.5","-11.3","30040155"
"12","4","-6.5","-13.8","30040156"
"12","4","-5.6","-17.1","30040157"
"11","4","-5.5","-18.6","30040158"
"11","4","-2.3","-22.4","30040159"
"12","4","-6.8","-22.2","30040160"
"11","4","-5","-22.5","30040161"
"13","4","-1.5","-20.2","30040162"
"11","4","-15.5","-18.8","30040163"
"11","4","-15","-21","30040164"
"13","4","-16","-20","30040165"
"11","4","4","5.8","30040166"
"11","4","9","6","30040167"
"13","4","7","6.4","30040168"
"13","4","5.2","6.2","30040169"
"11","4","1.5","-1","30040170"
"13","4","4.4","-2.3","30040171"
"11","4","2.8","-3.9","30040172"
"990001","5","17.1","-22.5","30050013"
"991004","5","-8.2","-19","30050074"
"990001","5","-16","-22.5","30050076"
"991003","5","2.8","-9.4","30050193"
"991004","5","2.8","-8.3","30050194"
"991001","5","11.8","-16.6","30050204"
"991002","5","12.2","-16.6","30050205"
"991003","5","-8.2","-20.6","30050209"
"990001","5","-11","-4.5","30050213"
"991003","5","-6.4","1.7","30050214"
"991004","5","-6.4","2.2","30050215"
"991001","5","-22.2","-15.2","30050221"
"991002","5","-21.8","-15.2","30050222"
"991001","5","-0.2","-18.6","30050223"
"991002","5","0.2","-18.6","30050224"
"991001","5","-22.7","-10.6","30050233"
"991002","5","-21.3","-10.6","30050234"
"990001","5","12","-2.7","30050235"
"991006","5","-4.2","-16.7","30050236"
"991006","5","-5.7","-16.7","30050237"
"13","5","-25.5","24.3","30050238"
"11","5","-25.2","24.5","30050239"
"13","5","8.2","-22.8","30050240"
"11","5","7.1","-22.7","30050241"
"11","5","5","-22.7","30050242"
"13","5","4.8","-21.5","30050243"
"13","5","6","-22.8","30050244"
"12","5","-25.4","24.4","30050245"
"12","5","4.5","-19.2","30050246"
"13","5","9","-17","30050247"
"13","5","9","-16","30050248"
"13","5","9","-18","30050249"
"11","5","2.9","-15.6","30050250"
"11","5","3","-17.8","30050251"
"12","5","7.5","-14.1","30050252"
"12","5","7.5","-11.9","30050253"
"13","5","5.4","-11.7","30050254"
"13","5","3.5","-11.7","30050255"
"11","5","1.5","-10.9","30050256"
"11","5","-0.5","-10.9","30050257"
"12","5","3.5","-14.4","30050258"
"12","5","1.5","-14.3","30050259"
"12","5","1.6","-21.3","30050260"
"11","5","1.6","-22.8","30050261"
"12","5","-0.5","-24","30050262"
"12","5","-2.7","-24","30050263"
"13","5","-4","-16","30050264"
"13","5","-5","-16","30050265"
"13","5","-6","-16","30050266"
"13","5","-4","-18","30050267"
"13","5","-5","-18","30050268"
"13","5","-6","-18","30050269"
"11","5","-7","-21","30050270"
"12","5","-5.5","-19.8","30050271"
"12","5","-9.3","-17.1","30050272"
"12","5","-10.6","-16.3","30050273"
"12","5","-12.2","-17.2","30050274"
"11","5","-10","-22","30050275"
"11","5","-12","-22","30050276"
"12","5","-14.4","-16.8","30050277"
"11","5","-16.6","-15.9","30050278"
"11","5","-19.5","-16","30050279"
"12","5","-18.1","-16","30050280"
"12","5","-19","-14","30050281"
"12","5","-17","-13","30050282"
"12","5","-16.6","-14.7","30050283"
"11","5","-24.1","-13.5","30050284"
"11","5","-24","-15.7","30050285"
"11","5","-23.5","-20.4","30050286"
"11","5","-23.5","-17.8","30050287"
"12","5","-20","-22","30050288"
"12","5","-22","-22","30050289"
"13","5","-23.2","-19.3","30050290"
"13","5","-23","-13","30050291"
"12","5","-23","-11.8","30050292"
"13","5","-23","-11","30050293"
"11","5","-20.1","-12.4","30050294"
"11","5","-20","-11","30050295"
"11","5","-19.3","-9.5","30050296"
"12","5","-19.3","-8.4","30050297"
"11","5","-19.1","-6.8","30050299"
"13","5","-20.4","-6.5","30050300"
"12","5","-19.2","-4.2","30050301"
"12","5","-20.6","-4.1","30050302"
"12","5","-23.4","-5.9","30050303"
"11","5","-23.4","-4.1","30050304"
"11","5","-23.4","-1.4","30050305"
