54506fc17e9110c7eb0242deb66fc2487e815289abbfc293f2fb618b32649e48,7bd516e04fa37560f957215e43cceaa9bd3139794d3a8fbdbe245abc17d062f4,922588b320c479a6071b20d4a60c5e04781437a292820dd5d4e32bb350a249a8,4a0f76f7933b398518f0cecc5cdbe1457ee5f7a581156a2c6eda9a2557436563,0e8845acc8733648aa57cae257c9a9487da780ad96dae8322830a109799f1a00,25980d777dcaf40b39bd3f2e68111a3151851cca752b68ac1c3d06655c7097ac,459b1abd109d52c919088a05ea95899a699acee3a00abc7ab01359d3c1f6cfac,30ea6ad832c27fd597b303a3e53a538f0dde4bc1a636ee8e4de9f0d507bead98,7a413e2f67050824b43be1a01aaad2996fdb6a650b67ef5a1d6e2123950107f3,af70afdbe92a10591916615e741ee43f986bdb0f2b48773c567bfa3a54711351
"0","4","0","0","","1050003","3","1","5","1.875"
"8","1","0","0","精靈，","1050004","4","0","5","0"
"0","4","0","0","","1050005","5","1","5","1.5"
"8","1","0","0","可是……","1050006","6","0","5","0"
"0","4","0","0","","1050007","7","1","5","1.625"
"8","1","0","0","她給人的感覺，","1050008","8","0","5","0"
"0","4","0","0","","1050009","9","1","5","1.375"
"8","1","0","0","有點不太一樣。","1050010","10","0","5","0"
"0","4","0","0","","1050011","11","1","5","2.625"
"0","2","vo_10011600","vo_10011600_0502","","1050012","12","0","5","0"
"8","1","0","0","說不定擁有相同宿命的同伴，彼此可以成為好朋友？","1050013","13","0","5","0"
"0","4","0","0","","1050014","14","1","5","3.625"
"8","1","0","0","我曾經抱持這樣的想法，","1050015","15","0","5","0"
"0","4","0","0","","1050016","16","1","5","2.125"
"8","1","0","0","但是我根本不敢向她搭話！","1050017","17","0","5","0"
"0","4","0","0","","1050018","18","1","5","3.125"
"0","2","vo_10011600","vo_10011600_0503","","1050019","19","0","5","0"
"8","1","0","0","按照那個人的說法，","1050020","20","0","5","0"
"0","4","0","0","","1050021","21","1","5","1.65"
"8","1","0","0","她好像是個熱心助人，","1050022","22","0","5","0"
"0","4","0","0","","1050023","23","1","5","1.625"
"8","1","0","0","而且個性溫柔的好人……\n","1050024","24","0","5","0"
"0","4","0","0","","1050025","25","1","5","3.125"
"0","2","vo_10011600","vo_10011600_0504","","1050026","26","0","5","0"
"8","1","0","0","這麼說來，","1050027","27","0","5","0"
"0","4","0","0","","1050028","28","1","5","2"
"8","1","0","0","噗……","1050029","29","0","5","0"
"0","4","0","0","","1050030","30","1","5","1.5"
"8","1","0","0","那個聲音其實是歎息聲（？）、","1050031","31","0","5","0"
"0","4","0","0","","1050032","32","1","5","2.375"
"0","2","vo_10011600","vo_10011600_0505","","1050033","33","0","5","0"
"8","1","0","0","雖然說不出口……\n","1050034","34","0","5","0"
"0","4","0","0","","1050035","35","1","5","2.375"
"8","1","0","0","但是聽起來好可愛啊！","1050036","36","0","5","0"
"0","4","0","0","","1050037","37","1","5","1.375"
"8","1","0","0","我不禁在心裡這麼想。","1050038","38","0","5","0"
"0","4","0","0","","1050039","39","1","5","1"
"0","2","vo_10011600","vo_10011600_0601","","1060001","1","0","6","0"
"8","1","0","0","　琪愛兒則是個現充。","1060002","2","0","6","0"
"0","4","0","0","","1060003","3","1","6","2.375"
"8","1","0","0","這一點是毋庸置疑的。\n","1060004","4","0","6","0"
"0","4","0","0","","1060005","5","1","6","2.5"
"0","2","vo_10011600","vo_10011600_0602","","1060006","6","0","6","0"
"8","1","0","0","長得很可愛，擁有很多朋友。","1060007","7","0","6","0"
"0","4","0","0","","1060008","8","1","6","2.5"
"8","1","0","0","和我這種邊緣人完全相反。","1060009","9","0","6","0"
"0","4","0","0","","1060010","10","1","6","2.875"
"0","2","vo_10011600","vo_10011600_0603","","1060011","11","0","6","0"
"8","1","0","0","身上散發出令人難以直視的耀眼光芒。\n","1060012","12","0","6","0"
"0","4","0","0","","1060013","13","1","6","3.25"
"0","2","vo_10011600","vo_10011600_0604","","1060014","14","0","6","0"
"8","1","0","0","如果和她面對面說話，","1060015","15","0","6","0"
"0","4","0","0","","1060016","16","1","6","3.5"
"8","1","0","0","我的空虛心靈一定會裂成碎片，","1060017","17","0","6","0"
"0","4","0","0","","1060018","18","1","6","2.5"
"8","1","0","0","掉落滿地。\n","1060019","19","0","6","0"
"0","4","0","0","","1060020","20","1","6","3.875"
"0","2","vo_10011600","vo_10011600_0605","","1060021","21","0","6","0"
"8","1","0","0","「切嚕～」，","1060022","22","0","6","0"
"0","4","0","0","","1060023","23","1","6","1.75"
"8","1","0","0","那種問候語…","1060024","24","0","6","0"
"0","4","0","0","","1060025","25","1","6","1.625"
"8","1","0","0","如果要我說出來，我一定會當場昏倒，","1060026","26","0","6","0"
"0","4","0","0","","1060027","27","1","6","2.75"
"8","1","0","0","直接蒙主寵召……","1060028","28","0","6","0"
"0","4","0","0","","1060029","29","1","6","3.125"
"0","2","vo_10011600","vo_10011600_0701","","1070001","1","0","7","0"
"8","1","0","0","　今天真的是每件事情","1070002","2","0","7","0"
"0","4","0","0","","1070003","3","1","7","2.375"
"7","1","0","0","都受到優妮的照顧。\n","1070004","4","0","7","0"
"0","4","0","0","","1070005","5","1","7","3.28571428571429"
"0","2","vo_10011600","vo_10011600_0702","","1070006","6","0","7","0"
"8","1","0","0","和喜歡調侃人的克蘿依與琪愛兒完全不同，","1070007","7","0","7","0"
"0","4","0","0","","1070008","8","1","7","4.625"
"8","1","0","0","我從她身上看見了充滿知性，","1070009","9","0","7","0"
"0","4","0","0","","1070010","10","1","7","1.5"
"10","1","0","0","值得信賴的一面。","1070011","11","0","7","0"
"0","4","0","0","","1070012","12","1","7","2.4"
"0","2","vo_10011600","vo_10011600_0703","","1070013","13","0","7","0"
"8","1","0","0","俐落下達明確指示的模樣，","1070014","14","0","7","0"
"0","4","0","0","","1070015","15","1","7","2.375"
"8","1","0","0","充分展現出她身為公會長的威嚴。","1070016","16","0","7","0"
"0","4","0","0","","1070017","17","1","7","3.5"
"0","2","vo_10011600","vo_10011600_0704","","1070018","18","0","7","0"
"8","1","0","0","我相信優妮一定","1070019","19","0","7","0"
"0","4","0","0","","1070020","20","1","7","2.25"
"8","1","0","0","可以將優妮們的威名傳播到全世界。\n\n","1070021","21","0","7","0"
"0","4","0","0","","1070022","22","1","7","6.625"
"0","2","vo_10011600","vo_10011600_0705","","1070023","23","0","7","0"
"8","1","0","0","咦？","1070024","24","0","7","0"
"0","4","0","0","","1070025","25","1","7","1.125"
"8","1","0","0","　公會名是這樣嗎？","1070026","26","0","7","0"
"0","4","0","0","","1070027","27","1","7","2.75"
"0","2","vo_10011600","vo_10011600_0801","","1080001","1","0","8","0"
"8","1","0","0","　初次見面時，","1080002","2","0","8","0"
"0","4","0","0","","1080003","3","1","8","1.75"
"8","1","0","0","因為太害怕而遲遲不敢跟克蘿依說話。","1080004","4","0","8","0"
"0","4","0","0","","1080005","5","1","8","4.125"
"0","2","vo_10011600","vo_10011600_0802","","1080006","6","0","8","0"
"8","1","0","0","不過後來我漸漸明白她其實是個很溫柔的人，","1080007","7","0","8","0"
"0","4","0","0","","1080008","8","1","8","2.75"
"8","1","0","0","而且時常關心我的事情。\n","1080009","9","0","8","0"
"0","4","0","0","","1080010","10","1","8","5.875"
"0","2","vo_10011600","vo_10011600_0803","","1080011","11","0","8","0"
"8","1","0","0","托克蘿依的福，雖然只有一點點…","1080012","12","0","8","0"
"0","4","0","0","","1080013","13","1","8","3.25"
"8","1","0","0","不過\n我總算比較能融入班上。\n","1080014","14","0","8","0"
"0","4","0","0","","1080015","15","1","8","4.25"
"0","2","vo_10011600","vo_10011600_0804","","1080016","16","0","8","0"
"8","1","0","0","克蘿依似乎有很多兄弟姊妹。","1080017","17","0","8","0"
"0","4","0","0","","1080018","18","1","8","4.125"
"0","2","vo_10011600","vo_10011600_0805","","1080019","19","0","8","0"
"8","1","0","0","的確，","1080020","20","0","8","0"
"0","4","0","0","","1080021","21","1","8","1.625"
"8","1","0","0","今天的克蘿依差點讓我脫口喊她姊姊！","1080022","22","0","8","0"
"0","4","0","0","","1080023","23","1","8","4.625"
"0","2","vo_10011600","vo_10011600_0901","","1090001","1","0","9","0"
"8","1","0","0","　切嚕～","1090002","2","0","9","0"
"0","4","0","0","","1090003","3","1","9","3.875"
"0","2","vo_10011600","vo_10011600_0902","","1090004","4","0","9","0"
"8","1","0","0","如果可以學會說出這句問候語，","1090005","5","0","9","0"
"0","4","0","0","","1090006","6","1","9","2.75"
"8","1","0","0","我是不是就能像琪愛兒一樣","1090007","7","0","9","0"
"0","4","0","0","","1090008","8","1","9","2.375"
"8","1","0","0","開朗有自信，擁有許多朋友，","1090009","9","0","9","0"
"0","4","0","0","","1090010","10","1","9","2.75"
"8","1","0","0","變身為自己理想中的女性呢？\n","1090011","11","0","9","0"
"0","4","0","0","","1090012","12","1","9","4.375"
"0","2","vo_10011600","vo_10011600_0903","","1090013","13","0","9","0"
"8","1","0","0","不過","1090014","14","0","9","0"
"0","4","0","0","","1090015","15","1","9","1.25"
"8","1","0","0","這句問候語對我而言還太困難，","1090016","16","0","9","0"
"0","4","0","0","","1090017","17","1","9","2.875"
"8","1","0","0","今天暫且寫下來就好。\n","1090018","18","0","9","0"
"0","4","0","0","","1090019","19","1","9","4.125"
"0","2","vo_10011600","vo_10011600_0904","","1090020","20","0","9","0"
"8","1","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～","1090021","21","0","9","0"
"0","4","0","0","","1090022","22","1","9","4.125"
"0","2","vo_10011600","vo_10011600_0905","","1090023","23","0","9","0"
"8","1","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～","1090024","24","0","9","0"
"0","4","0","0","","1090025","25","1","9","4.125"
"0","2","vo_10011600","vo_10011600_0906","","1090026","26","0","9","0"
"8","1","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～\n","1090027","27","0","9","0"
"0","4","0","0","","1090028","28","1","9","4.125"
"0","2","vo_10011600","vo_10011600_0907","","1090029","29","0","9","0"
"8","1","0","0","切嚕～切嚕～切嚕～","1090030","30","0","9","0"
"0","4","0","0","","1090031","31","1","9","2.875"
"0","2","vo_10011600","vo_10011600_1001","","1100001","1","0","10","0"
"8","1","0","0","　忘記了忘記了忘記了！\n","1100002","2","0","10","0"
"0","4","0","0","","1100003","3","1","10","2.75"
"8","1","0","0","特別講座到底該怎麼辦啦！","1100004","4","0","10","0"
"0","4","0","0","","1100005","5","1","10","2.25"
"0","2","vo_10011600","vo_10011600_1002","","1100006","6","0","10","0"
"8","1","0","0","從精靈之森帶來的曼德拉草逃跑了，","1100007","7","0","10","0"
"0","4","0","0","","1100008","8","1","10","3.625"
"8","1","0","0","我完全沒有任何準備！\n","1100009","9","0","10","0"
"0","4","0","0","","1100010","10","1","10","2.375"
"0","2","vo_10011600","vo_10011600_1003","","1100011","11","0","10","0"
"8","1","0","0","……精靈之森嗎","1100012","12","0","10","0"
"0","4","0","0","","1100013","13","1","10","2"
"8","1","0","0","似乎在呼喚我……","1100014","14","0","10","0"
"0","4","0","0","","1100015","15","1","10","2.25"
"0","2","vo_10011600","vo_10011600_1004","","1100016","16","0","10","0"
"8","1","0","0","不對，不行不行，","1100017","17","0","10","0"
"0","4","0","0","","1100018","18","1","10","1.875"
"8","1","0","0","我不能背叛美里老師的期待！\n","1100019","19","0","10","0"
"0","4","0","0","","1100020","20","1","10","4.125"
"0","2","vo_10011600","vo_10011600_1005","","1100021","21","0","10","0"
"8","1","0","0","但是我該如何是好？","1100022","22","0","10","0"
"0","4","0","0","","1100023","23","1","10","3.125"
"0","2","vo_10011600","vo_10011600_1006","","1100024","24","0","10","0"
"8","1","0","0","既然如此，","1100025","25","0","10","0"
"0","4","0","0","","1100026","26","1","10","1.75"
"8","1","0","0","乾脆將「如何度過孤獨人生」的要點整理出來","1100027","27","0","10","0"
"0","4","0","0","","1100028","28","1","10","3.375"
"8","1","0","0","並且對外發表吧……？","1100029","29","0","10","0"
"0","4","0","0","","1100030","30","1","10","2.5"
"0","2","vo_10011600","vo_10011600_1101","","1110001","1","0","11","0"
"8","1","0","0","　特別講座","1110002","2","0","11","0"
"0","4","0","0","","1110003","3","1","11","1.75"
"8","1","0","0","結束！\n","1110004","4","0","11","0"
"0","4","0","0","","1110005","5","1","11","2.625"
"0","2","vo_10011600","vo_10011600_1102","","1110006","6","0","11","0"
"8","1","0","0","結果……","1110007","7","0","11","0"
"0","4","0","0","","1110008","8","1","11","1.625"
"8","1","0","0","成功","1110009","9","0","11","0"
"0","4","0","0","","1110010","10","1","11","1.375"
"8","1","0","0","…應該吧。","1110011","11","0","11","0"
"0","4","0","0","","1110012","12","1","11","3.125"
"0","2","vo_10011600","vo_10011600_1103","","1110013","13","0","11","0"
"8","1","0","0","　這一切都要感謝","1110014","14","0","11","0"
"0","4","0","0","","1110015","15","1","11","2.5"
"8","1","0","0","從旁協助的那個人，","1110016","16","0","11","0"
"0","4","0","0","","1110017","17","1","11","1.875"
"8","1","0","0","以及","1110018","18","0","11","0"
"0","4","0","0","","1110019","19","1","11","0.875"
"8","1","0","0","好朋友社的各位。\n","1110020","20","0","11","0"
"0","4","0","0","","1110021","21","1","11","3"
"0","2","vo_10011600","vo_10011600_1104","","1110022","22","0","11","0"
"8","1","0","0","講座結束之後，","1110023","23","0","11","0"
"0","4","0","0","","1110024","24","1","11","2.125"
"8","1","0","0","許多人圍在我身邊，讓我感到很害怕。","1110025","25","0","11","0"
"0","4","0","0","","1110026","26","1","11","3"
"0","2","vo_10011600","vo_10011600_1105","","1110027","27","0","11","0"
"8","1","0","0","可是我…","1110028","28","0","11","0"
"0","4","0","0","","1110029","29","1","11","1.5"
"8","1","0","0","沒有像往常一樣逃跑！\n","1110030","30","0","11","0"
"0","4","0","0","","1110031","31","1","11","3.125"
"0","2","vo_10011600","vo_10011600_1106","","1110032","32","0","11","0"
"8","1","0","0","我是否也有稍微……","1110033","33","0","11","0"
"0","4","0","0","","1110034","34","1","11","2"
"8","1","0","0","雖然只有一點點……","1110035","35","0","11","0"
"0","4","0","0","","1110036","36","1","11","2.625"
"8","1","0","0","成長……","1110037","37","0","11","0"
"0","4","0","0","","1110038","38","1","11","1.5"
"8","1","0","0","了呢？","1110039","39","0","11","0"
"0","4","0","0","","1110040","40","1","11","1.875"
"0","2","vo_10011600","vo_10011600_1201","","1120001","1","0","12","0"
"8","1","0","0","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","1120002","2","0","12","0"
"0","4","0","0","","1120003","3","1","12","4.25"
"8","1","0","0","那個人果然好厲害啊！\n","1120004","4","0","12","0"
"0","4","0","0","","1120005","5","1","12","3.5"
"0","2","vo_10011600","vo_10011600_1202","","1120006","6","0","12","0"
"8","1","0","0","　走在走廊時，","1120007","7","0","12","0"
"0","4","0","0","","1120008","8","1","12","2.125"
"8","1","0","0","其他學生看見那個人後紛紛露出驚訝的表情，","1120009","9","0","12","0"
"0","4","0","0","","1120010","10","1","12","3.375"
"8","1","0","0","不過那個人還是微笑著向大家打招呼！\n","1120011","11","0","12","0"
"0","4","0","0","","1120012","12","1","12","3.125"
"0","2","vo_10011600","vo_10011600_1203","","1120013","13","0","12","0"
"8","1","0","0","即使有人","1120014","14","0","12","0"
"0","4","0","0","","1120015","15","1","12","1.375"
"8","1","0","0","朝著他尖叫，","1120016","16","0","12","0"
"0","4","0","0","","1120017","17","1","12","1.25"
"8","1","0","0","他依舊一臉蠻不在乎地揮手以對！","1120018","18","0","12","0"
"0","4","0","0","","1120019","19","1","12","2.5"
"0","2","vo_10011600","vo_10011600_1204","","1120020","20","0","12","0"
"8","1","0","0","　和不懂得打招呼的我完全不同！\n\n","1120021","21","0","12","0"
"0","4","0","0","","1120022","22","1","12","4.625"
"0","2","vo_10011600","vo_10011600_1205","","1120023","23","0","12","0"
"8","1","0","0","我也好想盡快","1120024","24","0","12","0"
"0","4","0","0","","1120025","25","1","12","1.25"
"8","1","0","0","變成那樣的人……","1120026","26","0","12","0"
"0","4","0","0","","1120027","27","1","12","2.5"
"0","2","vo_10011600","vo_10011600_1301","","1130001","1","0","13","0"
"8","1","0","0","　我帶來的曼德拉草惹出大麻煩……","1130002","2","0","13","0"
"0","4","0","0","","1130003","3","1","13","4.875"
"0","2","vo_10011600","vo_10011600_1302","","1130004","4","0","13","0"
"8","1","0","0","可是，","1130005","5","0","13","0"
"0","4","0","0","","1130006","6","1","13","1.25"
"8","1","0","0","多虧那個人和好朋友社出手相助，","1130007","7","0","13","0"
"0","4","0","0","","1130008","8","1","13","4"
"8","1","0","0","最後終於趕在釀成重大災情前及時阻止了牠。","1130009","9","0","13","0"
"0","4","0","0","","1130010","10","1","13","5"
"0","2","vo_10011600","vo_10011600_1303","","1130011","11","0","13","0"
"8","1","0","0","　雖然大家","1130012","12","0","13","0"
"0","4","0","0","","1130013","13","1","13","1.45"
"8","1","0","0","口口聲聲說自己別有所圖，","1130014","14","0","13","0"
"0","4","0","0","","1130015","15","1","13","2.75"
"8","1","0","0","但是我相信事情一定不是那樣的。\n","1130016","16","0","13","0"
"0","4","0","0","","1130017","17","1","13","3.25"
"0","2","vo_10011600","vo_10011600_1304","","1130018","18","0","13","0"
"8","1","0","0","能夠像這樣和大家並肩作戰，","1130019","19","0","13","0"
"0","4","0","0","","1130020","20","1","13","2.75"
"8","1","0","0","我真的很高興。\n","1130021","21","0","13","0"
"0","4","0","0","","1130022","22","1","13","2.5"
"0","2","vo_10011600","vo_10011600_1305","","1130023","23","0","13","0"
"8","1","0","0","感覺就像……","1130024","24","0","13","0"
"0","4","0","0","","1130025","25","1","13","1.75"
"8","1","0","0","和大家…","1130026","26","0","13","0"
"0","4","0","0","","1130027","27","1","13","1.375"
"8","1","0","0","變成了同伴。","1130028","28","0","13","0"
"0","4","0","0","","1130029","29","1","13","2.125"
"0","2","vo_10011600","vo_10011600_1401","","1140001","1","0","14","0"
"8","1","0","0","　今天是","1140002","2","0","14","0"
"0","4","0","0","","1140003","3","1","14","1.5"
"7","1","0","0","在聖德蕾莎女學院上課的","1140004","4","0","14","0"
"0","4","0","0","","1140005","5","1","14","3.60714285714286"
"8","1","0","0","……最後一天。\n","1140006","6","0","14","0"
"0","4","0","0","","1140007","7","1","14","3.25"
"0","2","vo_10011600","vo_10011600_1402","","1140008","8","0","14","0"
"8","1","0","0","一開始聽見美里老師提出這項要求時，","1140009","9","0","14","0"
"0","4","0","0","","1140010","10","1","14","3.375"
"8","1","0","0","我認為自己一定無法辦到。","1140011","11","0","14","0"
"0","4","0","0","","1140012","12","1","14","3.125"
"0","2","vo_10011600","vo_10011600_1403","","1140013","13","0","14","0"
"8","1","0","0","　但是現在心中卻十分不捨，","1140014","14","0","14","0"
"0","4","0","0","","1140015","15","1","14","2.625"
"8","1","0","0","於是像這樣靠著寫日記紀錄一切。\n","1140016","16","0","14","0"
"0","4","0","0","","1140017","17","1","14","3.375"
"0","2","vo_10011600","vo_10011600_1404","","1140018","18","0","14","0"
"8","1","0","0","　閉上眼睛，","1140019","19","0","14","0"
"0","4","0","0","","1140020","20","1","14","2"
"8","1","0","0","那個人和","1140021","21","0","14","0"
"0","4","0","0","","1140022","22","1","14","1.5"
"8","1","0","0","好朋友社的各位、","1140023","23","0","14","0"
"0","4","0","0","","1140024","24","1","14","2.125"
"8","1","0","0","以及所有對我親切友好的同學們。\n\n","1140025","25","0","14","0"
"0","4","0","0","","1140026","26","1","14","6.375"
"0","2","vo_10011600","vo_10011600_1405","","1140027","27","0","14","0"
