108c10964e3410f1ec62acf86163a819feb17305a6bbc1e177d3c361d2c21ec6,9f175e20277e2862898a2133505b77389cde22a58857580f66dc04d9ce42138d,4659ce0e137973b5786342da8d88a47cb0c6f044f85b2dd42d29f083dba4631c,9ba626446d0529260db670168d2cc6117affed02d151dae57f3cc4fcd994e1cb,f70bd0c82cf0fb5de4d96e4dffa66b99913b4d0b745b953ef5be410008a69452,48acf33dc77003ac7f93d59808346a6d538766c69a47081abeed09549959e01d,3a6d70138337fb17e69eb04e7c562043151a0d51678a748013d46772c02bc4df,58d4ff4af42f3cadd9fb4f94e9f1881ced723d7861f52510412c981cc00037d1,b93cc67272433a6840be116ce113459bbd4d7a7f5e9ed9af52b563ace9521da8,6831057cce45d32ef16c2408479a354bd8eb1a642da0918867d41b580aa46dba,466afe80dc7ed909747523c674299eb40477e160e6cebbd59d430686967fcda6,d57eafd51c72aed9d6829cc84660c70bd58073719476c6d3658261b1f882f70e,be1d9ad4ad0138c64e9a366a5539277dc2b896f3e734a9aa417ccfe815f067aa,832244e9d87653a3038e301501edf6042acec5693ce1801af33234952994bcb3,64632e4a294af437c79726362262fd79f57bac59aca74711ab43b51fdebd5dd6,aa1b71073632055b02ac562ec9c99067760d6423c0d5c7c265a96e6c24430803,6054d1f0b790ab8c9d45e10c4496a8abf32702a8bd65c8f10c72bb3197c79d6d,ead338c507411e50ca86c4c62f2f9e03adf23fec8ccde6412e3e8e3da538bd77,5cd1e84384134c10eb27bb48fb77c2f7d389f6d0ca3c31c8fdcfcc6fcab28e6b,e2eee855edca3889d3f73a42928a6178cbe972dc735d1ed71b266992c8e6fb46,db08b64dd04fb34ec1e19e8c2b9ea47b08c9c5e06e3b9e6d890d987b24743891,44a535523ebb0caea8d0c9abb93a4f968f803a589a029b30a89dc20b91b7ecdb,858bb3be0471561be5e396f3f1aaab287746f8f1278e7a4e25659570aca05cbd,40ba6d8947bf5f02b161228c6904e6cdaa0e57130fb437da710a98862a546f14,47d8ef681bb184b0f08ecd6f8b584acb5882dad35e65ffe3e7c5d1b01aa79790,2168ead813095b650e341747827bb23c6c45b30ffa00f6521bb29f9c65f494ab,d12a99e44cf8875c5f82c7cada310cb1466dca247c75fc83a7eb8db3a56d8400,2fcedd18273f78582b022b4c57386e2422e27a3c5c1906552de919a8f6bdbf52,1a7029b493a2033295e1a7933bd7ccbb0e5abfd4a2c77d94aed8012ec48907d6,0d89be8f47cf8d363a3dcc37cf011d9d8df6dbcc10379cbd08748b4e7ed6a82d,6a6a0e8212e24ed190e9896769637d0fa3cf473c423f8ca8edb0dcce2424c1c6,8f99ca763eb7dca2169b8d1ec9f71d63364068c014373ffe10d6b993200b0c06,5ed3c61439e388ff63e1c64d1cd057198fb43d4cd978db81689da33ac3296c3c,8ffad13dc917e1d798f4a842b37c3ee9716cb0b57d97437fe7dfb2a8a5082012,99beec88f4538700207b68a2d8032016781b86812945582a4b6a8ef3e6140021
"74002103","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74002103","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74002104","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74002104","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74002105","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74002105","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74002201","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74002201","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74002202","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74002202","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74002203","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74002203","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74002204","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74002204","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74002205","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74002205","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74002301","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74002301","-310","0","0.9","-30","0","1","250","0","1.2","0","0","0","0","0","0","bgm_MC008","103123","-100"
"74002302","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74002302","-310","0","0.8","-30","0","1","250","0","1.2","0","0","0","0","0","0","bgm_MC008","103123","-100"
"74002303","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74002303","-310","0","0.8","-30","0","0.8","250","0","1.2","0","0","0","0","0","0","bgm_MC008","103123","-100"
"74002304","90","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74002304","-310","0","0.8","-30","0","0.8","250","0","1.2","0","0","0","0","0","0","bgm_MC008","103123","-100"
"74002305","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74002305","-310","0","0.8","-30","0","0.8","250","0","1.2","0","0","0","0","0","0","bgm_MC008","103123","-100"
"74002401","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74002401","-310","0","0.9","-10","0","1.2","300","0","1","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74002402","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74002402","-310","0","0.8","-10","0","1.2","300","0","1","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74002403","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74002403","-310","0","0.8","-10","0","1.2","300","0","0.8","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74002404","90","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74002404","-310","0","0.8","-10","0","1.2","300","0","0.8","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74002405","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74002405","-310","0","0.8","-10","0","1.2","300","0","0.8","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74002501","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74002501","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74002502","70","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74002502","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74002503","60","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74002503","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74002504","60","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74002504","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74002505","45","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74002505","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74003101","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74003101","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103121","-100"
"74003102","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74003102","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103121","-100"
"74003103","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74003103","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74003104","90","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74003104","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74003105","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74003105","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74003201","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74003201","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103122","-100"
"74003202","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74003202","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74003203","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74003203","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74003204","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74003204","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74003205","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74003205","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74003301","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74003301","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103123","-100"
"74003302","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74003302","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74003303","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74003303","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74003304","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74003304","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74003305","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74003305","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74003401","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74003401","0","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74003402","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74003402","0","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74003403","70","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74003403","0","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74003404","70","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74003404","0","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74003405","50","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74003405","0","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74003501","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74003501","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74003502","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74003502","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74003503","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74003503","0","0","1.2","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74003504","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74003504","-120","0","1.2","180","0","0.8","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74003505","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74003505","-310","0","0.8","0","0","1.2","310","0","0.8","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74004101","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74004101","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103121","-100"
"74004102","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74004102","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103121","-100"
"74004103","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74004103","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74004104","90","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74004104","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74004105","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74004105","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74004201","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74004201","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103122","-100"
"74004202","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74004202","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74004203","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74004203","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74004204","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74004204","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74004205","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74004205","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74004301","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74004301","-360","0","0.8","-120","0","0.8","120","0","0.8","360","0","0.8","0","0","0","bgm_MC008","103123","-100"
"74004302","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74004302","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74004303","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74004303","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74004304","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74004304","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74004305","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74004305","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103123","-100"
"74004401","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74004401","0","0","1.1","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74004402","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74004402","0","0","1.1","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74004403","75","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74004403","0","0","1.1","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74004404","75","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74004404","0","0","1.1","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74004405","60","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74004405","0","0","1.1","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103121","-100"
"74004501","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74004501","0","0","1.3","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74004502","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74004502","0","0","1.3","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74004503","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74004503","0","0","1.3","0","0","0","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74004504","90","5","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74004504","-120","0","1.3","180","0","0.8","0","0","0","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74004505","90","5","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74004505","-310","0","0.8","0","0","1.3","310","0","0.8","0","0","0","0","0","0","bgm_MC008","103122","-100"
"74005101","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74005101","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74005102","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74005102","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74005103","90","5","3","91002","10","90008","500","150005","3","140001","1","94002","300000","741001103","40004","74005103","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74005104","90","4","4","91002","10","90008","750","150006","3","140001","1","94002","300000","741001104","40006","74005104","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74005105","90","4","5","91002","10","90008","1000","150007","3","140001","1","94002","500000","741001105","40007","74005105","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103121","-100"
"74005201","90","5","1","91002","10","90008","200","150003","3","140001","1","94002","200000","741001101","40002","74005201","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
"74005202","90","5","2","91002","10","90008","200","150004","3","140001","1","94002","200000","741001102","40003","74005202","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","bgm_MC008","103122","-100"
