11125cf3acc1e122af4d9eabdd05bce6629e93e8473b7c00ff0ca807aa0ce54c,c38dd5f055ec2dc3ac38cb7eabcc046a0d2341d00593d680a5bcb3459511a4e5,79391711a36e67fc5d5e43d0e8a994fdc8c1e43c63e4d46acb89f4f45a1c5fbb,0f900abce044dd19c43e36f33936ccfd0e079fde4c6e39a64201deff31b9930f,2ec09889efb1aca4221b3d38975b689f5b2ce7ebb5e42476f18b55551c87dfb3,d4ab90354a68427c1b05fff920f4a6cff5cbbd549a3f4b7fe6e94efda6717d91,3981ba34008153d1374b621ebcbafb50949883c14d9d1ae930939837e984d375,e5b5d4327aaee5621a9e488122c2dfe2e7b229907f3c8f4f17dc2494365fb891,361af2cb955e45cd4fa9ea4ed5277e6da38a9ec14aa5c46693be5bb5ea3e4a68,9521ddbb93daad082911c9f35a33deed8f45950c8dc4efab14acc5444263ee15,6d3748a794011d0edf26052cddbc342f95b729ac7c604bc3a0af10b1f73e4121
"40009","為與【墨丘利財團】一同進迷宮\n冒險打造的遺物。絕對不向他人\n索取過多，僅憑與生俱來的財產\n努力奮鬥的清高象徵。","40009","3200","3","3","0","初期始源盧幣+3000\n始源盧幣獲得量－30％","10","高貴紫藤","1"
"40010","為與【暮光流星群】一同進迷宮\n冒險打造的遺物。\n兩把刀所呈現出的輝煌光芒，\n能輕易削弱壞蛋的氣勢。","40010","3200","3","2","0","減益強化＋20","10","兵法二海一流","1"
"50001","為與【美食殿堂】一同進迷宮\n冒險打造的遺物。在冒險途中\n締結愈多羈絆，我方的攻擊力\n便會愈高。","50001","3200","3","4","0","物理/魔法攻擊力提升（加入角色人數×4％，最大100％）","10","公主附魔","1"
"50002","為與【破曉之星】一同進迷宮\n冒險打造的遺物。公會長\n不放棄的心，能保護我方避免\n一次敗北。","50002","3200","3","5","1","除卻Boss戰，可免去一次戰鬥的敗北","10","破曉吐息","1"
"50003","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。散發出主人\n高雅的劍，擁有將積累財富轉換\n為力量的效果。","50003","3200","3","3","0","提升普通攻擊強化（始源盧幣持有數×0.01，最大100）","10","咲戀育幼院之崇高","1"
"50004","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。副團長舉辦的\n鬥爭之宴，能使敵我方所受的\n傷害悉數增加。","50004","3200","3","2","0","敵方受到的物理/魔法傷害＋25％\n我方受到的物理/魔法傷害＋25%","10","誓約慶典","1"
"50005","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。冠以主人\n之力的劍可解放部分開發者\n權限，立刻獲得遺物。","50005","3200","3","1","0","挑戰開始時隨機獲得1個★1迷宮遺物","10","拉比林斯之主","1"
"50006","為與【慈樂之音】一同進迷宮\n冒險打造的遺物。\n透過手持麥克風擴散的歌聲，\n能趕跑我方的疲勞。","50006","3200","3","4","0","每30秒解除物理/魔法攻擊力降低","10","Voice For You","1"
"50007","為與【惡魔偽王國軍】一同進迷宮\n冒險打造的遺物。\n沉重揮舞的一擊，\n能將被斬裂的獵物精氣納為己用。","50007","3200","3","1","0","每15秒固定恢復100ＴＰ\n降低敵人100ＴＰ","10","惡魔恐懼","1"
"50008","為與【伊麗莎白牧場】一同進迷宮\n冒險打造的遺物。\n能喚醒持有者的幹勁，使慵懶\n狀態失效１次。但也僅限１次。","50008","3200","3","5","0","無法行動無效１次","10","橡實之魂","1"
"50009","為與【墨丘利財團】一同進迷宮\n冒險打造的遺物。\n累積的財富越多越能集中精神，\n以必殺的突刺刺向敵人還以顏色。","50009","3200","3","3","0","物理/魔法暴擊傷害提升（始源盧幣持有數×0.01％，最多100％）","10","利維坦的呼喚","1"
"50010","為與【暮光流星群】一同進迷宮\n冒險打造的遺物。\n會學習各式各樣的人格特性，\n並將其轉化為折磨敵人的招數。","50010","3200","3","2","0","對敵方的持續傷害提升（角色加入數量×10％，最多50萬傷害）","10","薔薇束帶","1"
