15c3534b766f9a4777b5cc4f497e2286af2de0fb966f901cc8190975a2940b21,5cadad2f201f426292217f82568c568d084ff84e5c02837903c8664b022fc4c4,5ce318569e814a5f267cb15b5f3ea87e0cb09d772520799daa0ff2c78855128e,0df3aef9786634c0637fb4ffe75cb9eebcab38cfc765bd3c05361812b55af102,7610dd6b3bd351013d4fe3a291c1e8122e7cd87ba59f116d7b5722719ca19ff1,3a1b5c484dde7cf7151ac9a2666d9b12b5583b427181e843da1a67851fddda2b,4d9bd31add83fc9de9e772cc2ed6969bb08fb2fb0067036809b8d1738655a5a9,2688a17f7334f8a2bcb99ff57fe75c46fc38012ea03d530cccec8ef99660bc63,6d1a9a3bc563e3dacef1aead078644caf9410b6f8686711f103699e426c1f7a0,f6d538bba62f8de20b2c1719a163e52d0436486fbf46e5610e703a148e9ede99,3985afeaf89c788982ebe034450f5e5384477dc9b97650f48b268afbae4c2b45
"104003","-127","1.5","104","1","nop_idle_normal","111","-215","1","0","101511"
"105001","-135","1.5","105","1","nop_idle_normal","113","-100","1","0","103111"
"105002","-135","1.5","105","1","nop_idle_sad","111","100","1","1","102211"
"105003","-150","1.5","105","1","nop_05_miyako_idle_normal","115","-215","1","0","100711"
"105004","-150","1.5","105","1","nop_idle_joy1","112","215","1","1","100611"
"105005","-135","1.5","105","1","nop_skull_idle","114","-25","5","1","2051"
"106001","-150","1.5","106","1","nop_idle_arm_crossed","115","-215","1","0","104731"
"106002","-150","1.5","106","1","nop_idle_arm_crossed","114","215","1","1","107131"
"106003","-135","1.5","106","1","nop_idle_normal","111","-100","1","0","103731"
"106004","-135","1.5","106","1","nop_idle_joy1","110","100","1","1","100511"
"107001","-150","1.5","107","1","nop_idle_normal","115","-100","1","0","102831"
"107002","-150","1.5","107","1","nop_idle_normal","114","100","1","1","102111"
"107003","-127","1.5","107","1","nop_idle_normal","111","-215","1","0","102511"
"107004","-127","1.5","107","1","nop_idle_normal","110","215","1","1","102311"
"108001","-150","1.5","108","1","nop_idle_joy_normal","115","-100","1","0","101011"
"108002","-150","1.5","108","1","nop_idle_arm_crossed","114","100","1","1","104331"
"108003","-127","1.5","108","1","nop_idle_joy1","111","-215","1","0","101711"
"108004","-127","1.5","108","1","nop_idle_normal","110","215","1","1","101431"
"109001","-150","1.5","109","1","nop_idle_joy1","115","-100","1","0","103311"
"109002","-127","1.5","109","1","nop_idle_joy_normal","111","-215","1","0","105211"
"109003","-150","1.5","109","1","nop_idle_sad2","114","100","1","1","102611"
"109004","-127","1.5","109","1","nop_idle_normal","110","215","1","1","103811"
"110001","-150","1.5","110","1","nop_idle_joy1","115","-100","1","0","103231"
"110002","-127","1.5","110","1","nop_10_yukari_02","110","215","1","1","103411"
"110003","-127","1.5","110","1","nop_10_yukari_02","111","215","5","1","11"
"110004","-150","1.5","110","1","nop_idle_doya","114","100","1","1","104811"
"110005","-127","1.5","110","1","nop_idle_joy_normal","111","-215","1","0","104611"
"111001","-150","1.5","111","1","nop_11_anna_idle_arm_crossed","115","-100","1","0","100911"
"111002","-150","1.5","111","1","nop_idle_joy_normal","114","100","1","1","101311"
"111003","-127","1.5","111","1","nop_11_eriko_idle_wish","111","-215","1","0","102711"
"111004","-127","1.5","111","1","nop_idle_normal","110","215","1","1","105111"
"112001","-143","1.5","112","1","nop_idle_joy1","115","100","1","1","101831"
"112002","-135","1.5","112","1","nop_idle_joy_normal","110","-100","1","0","101611"
"112003","-150","1.5","112","1","nop_idle_joy_normal","114","-215","1","0","105011"
"113001","-150","1.5","113","1","nop_idle_normal_joy","113","100","1","1","105331"
"113002","-150","1.5","113","1","nop_13_kuka_idle_memory2","114","-100","1","0","104511"
"113003","-127","1.5","113","1","nop_idle_joy1","110","-215","1","0","103031"
"113004","-150","1.5","113","1","nop_idle_thinking","111","-330","1","0","100811"
"113005","-150","1.5","113","1","nop_idle_sad","115","240","1","1","105511"
"114001","-150","1.5","114","1","nop_idle_normal","115","100","1","1","106831"
"114002","-150","1.5","114","1","nop_idle_normal","114","-100","1","0","101131"
"114003","-127","1.5","114","1","nop_idle_normal","110","-215","1","0","104931"
"115001","-143","1.5","115","1","nop_idle_joy1","115","100","1","1","102931"
"115002","-135","1.5","115","1","nop_idle_wish","110","-100","1","0","104211"
"115003","-150","1.5","115","1","nop_idle_normal","114","-215","1","0","105411"
"116001","-150","1.5","116","1","nop_idle_normal","115","100","1","1","106731"
"116002","-150","1.5","116","1","nop_idle_joy1","114","-100","1","0","106631"
"116003","-127","1.5","116","1","nop_16_kaya_idle_normal2","110","-215","1","0","106531"
"116004","-150","1.5","116","1","nop_rago_idle","116","180","5","1","2"
"117001","-150","1.5","117","1","nop_idle_normal","115","100","1","1","111031"
"117002","-150","1.5","117","1","nop_idle_joy2","114","-100","1","0","110931"
"117003","-127","1.5","117","1","nop_17_chloe_idle_normal2","110","-215","1","0","110831"
"117004","-150","1.5","117","1","NoItem_idle","115","-100","5","0","1"
"118001","-150","1.5","118","1","nop_18_muimi_idle_joy_normal","115","-100","1","1","114711"
"118002","-150","1.5","118","1","nop_18_karin_idle_normal","114","100","1","0","118511"
"118003","-127","1.5","118","1","nop_idle_normal","111","-215","1","0","115031"
"118004","-127","1.5","118","1","nop_idle_joy1","110","215","1","1","118031"
"201001","0","1.2","201","1","nop_idle_joy1","100","-60","1","0","111831"
"201002","0","1.2","201","1","nop_idle_normal_joy","101","60","1","1","120731"
"201003","-5","1.2","201","1","nop_idle_arm_crossed","102","-130","1","0","120831"
"201004","-5","1.2","201","1","nop_idle_normal","103","130","1","1","111931"
"201005","-20","1.2","201","1","nop_idle_thinking","104","-200","1","0","120931"
"201006","-20","1.2","201","1","nop_idle_normal","105","200","1","1","112031"
"202001","0","1.2","202","1","nop_idle_joy1","100","-60","1","0","108731"
"202002","0","1.2","202","1","nop_idle_joy_normal","101","60","1","1","108831"
"202003","-5","1.2","202","1","nop_idle_normal","102","-130","1","0","108931"
"203001","0","1.2","203","1","nop_idle_joy1","100","-60","1","0","102011"
"203002","-5","1.2","203","1","nop_idle_normal","101","-130","1","0","100411"
"203003","-5","1.2","203","1","nop_idle_wish","102","60","1","1","103631"
"204001","0","1.2","204","1","nop_idle_normal","100","-60","1","0","101231"
"204002","0","1.2","204","1","nop_idle_normal","101","60","1","1","104011"
"204003","-5","1.2","204","1","nop_idle_normal","102","-130","1","0","101511"
"205001","0","1.2","205","1","nop_idle_normal","100","-80","1","0","103111"
"205002","0","1.2","205","1","nop_idle_sad","101","60","1","1","102211"
"205003","-5","1.2","205","1","nop_05_miyako_idle_normal","104","-150","1","0","100711"
"205004","-5","1.2","205","1","nop_idle_joy1","103","130","1","1","100611"
"205005","0","1.2","205","1","nop_skull_idle","102","-20","5","1","2051"
"206001","-5","1.2","206","1","nop_idle_arm_crossed","102","-130","1","0","104731"
"206002","-5","1.2","206","1","nop_idle_arm_crossed","103","130","1","1","107131"
"206003","0","1.2","206","1","nop_idle_normal","100","-60","1","0","103731"
"206004","0","1.2","206","1","nop_idle_joy1","101","60","1","1","100511"
"207001","0","1.2","207","1","nop_idle_normal","100","-60","1","0","102831"
"207002","0","1.2","207","1","nop_idle_normal","101","60","1","1","102111"
"207003","-5","1.2","207","1","nop_idle_normal","102","-130","1","0","102511"
"207004","-5","1.2","207","1","nop_idle_normal","103","130","1","1","102311"
"208001","0","1.2","208","1","nop_idle_joy_normal","100","-60","1","0","101011"
"208002","0","1.2","208","1","nop_idle_arm_crossed","101","60","1","1","104331"
"208003","-5","1.2","208","1","nop_idle_joy1","102","-130","1","0","101711"
"208004","-5","1.2","208","1","nop_idle_normal","103","130","1","1","101431"
"209001","0","1.2","209","1","nop_idle_joy1","100","-60","1","0","103311"
"209002","-5","1.2","209","1","nop_idle_joy_normal","102","-130","1","0","105211"
"209003","0","1.2","209","1","nop_idle_sad2","101","60","1","1","102611"
"209004","-5","1.2","209","1","nop_idle_normal","103","130","1","1","103811"
"210001","0","1.2","210","1","nop_idle_joy1","100","-60","1","0","103231"
"210002","-5","1.2","210","1","nop_10_yukari_02","103","130","1","1","103411"
"210003","-5","1.2","210","1","nop_10_yukari_02","104","130","5","1","11"
"210004","0","1.2","210","1","nop_idle_doya","101","60","1","1","104811"
"210005","-5","1.2","210","1","nop_idle_joy_normal","102","-130","1","0","104611"
"211001","0","1.2","211","1","nop_11_anna_idle_arm_crossed","100","-60","1","0","100911"
"211002","0","1.2","211","1","nop_idle_joy_normal","101","60","1","1","101311"
"211003","-5","1.2","211","1","nop_11_eriko_idle_wish","102","-130","1","0","102711"
"211004","-5","1.2","211","1","nop_idle_normal","103","130","1","1","105111"
"212001","0","1.2","212","1","nop_idle_joy1","100","60","1","1","101831"
"212002","0","1.2","212","1","nop_idle_joy_normal","101","-60","1","0","101611"
"212003","-5","1.2","212","1","nop_idle_joy_normal","102","-130","1","0","105011"
"213001","0","1.2","213","1","nop_idle_normal_joy","100","60","1","1","105331"
"213002","0","1.2","213","1","nop_13_kuka_idle_memory2","101","-60","1","0","104511"
"213003","-5","1.2","213","1","nop_idle_joy1","102","-130","1","0","103031"
"213004","-20","1.2","213","1","nop_idle_thinking","103","-200","1","0","100811"
"213005","-20","1.2","213","1","nop_idle_sad","104","130","1","1","105511"
"214001","0","1.2","214","1","nop_idle_normal","100","60","1","1","106831"
"214002","0","1.2","214","1","nop_idle_normal","101","-60","1","0","101131"
"214003","-5","1.2","214","1","nop_idle_normal","103","-130","1","0","104931"
"215001","0","1.2","215","1","nop_idle_joy1","100","60","1","1","102931"
"215002","0","1.2","215","1","nop_idle_wish","101","-60","1","0","104211"
"215003","-5","1.2","215","1","nop_idle_normal","102","-130","1","0","105411"
"216001","0","1.2","216","1","nop_idle_normal","100","60","1","1","106731"
"216002","0","1.2","216","1","nop_idle_joy1","101","-60","1","0","106631"
"216003","-5","1.2","216","1","nop_16_kaya_idle_normal2","103","-130","1","0","106531"
"216004","0","1.2","216","1","nop_rago_idle","101","140","5","1","2"
"217001","0","1.2","217","1","nop_idle_normal","100","60","1","1","111031"
"217002","0","1.2","217","1","nop_idle_joy2","101","-60","1","0","110931"
"217003","-5","1.2","217","1","nop_17_chloe_idle_normal2","103","-130","1","0","110831"
"217004","0","1.2","217","1","NoItem_idle","102","-60","5","0","1"
"218001","0","1.2","218","1","nop_18_muimi_idle_joy_normal","100","-40","1","1","114711"
"218002","0","1.2","218","1","nop_18_karin_idle_normal","101","40","1","0","118511"
"218003","-5","1.2","218","1","nop_idle_normal","102","-130","1","0","115031"
"218004","-5","1.2","218","1","nop_idle_joy1","103","130","1","1","118031"
"301001","","0.2","301","111831","","1","","3","","nop_talk_joy1"
"301002","0","0","301","111831","0.5","5","0","11","0","接下來要吃什麼呢？\n小凱留想吃什麼？"
"301003","","","301","301002","","","","91","",""
"301004","","0.2","301","111831","","1","","3","","nop_idle_joy_normal"
"301005","1","0.2","301","112031","","0","nop_idle_doya","3","0.3","nop_18_neneka_humu"
"301006","0","0","301","112031","0.5","7","0","11","0","這個嘛～\n要不要來吃平常吃不到的稀奇料理？"
"301007","","","301","301006","","","","91","",""
"301008","1","0.2","301","120831","","0","nop_talk_arm_crossed_loop","3","0","nop_talk_arm_crossed"
"301009","0","0","301","120831","0.5","6","0","11","0","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。"
"301010","","","301","301009","","","","91","",""
"301011","","0.2","301","120831","","1","","3","","nop_idle_arm_crossed"
"301012","1","0.2","301","120931","","0","nop_11_anna_huhuStand_loop","3","0","nop_11_anna_huhuStand_in"
"301013","0","0","301","120931","0.5","7","0","11","0","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！"
"301014","","","301","1","","","","93","","0"
"301015","1","0.2","301","120931","","0","nop_11_anna_ahahaStand_loop","3","0","nop_11_anna_ahahaStand_in"
"301016","","","301","301013","","","","91","",""
"301017","1","0.2","301","120931","","1","","3","","nop_11_anna_ahahaStand_loop"
"301018","1","0.2","301","111931","","0","nop_01_coccoro_an_loop","3","0","nop_01_coccoro_an_in"
"301019","0","0","301","111931","0.5","5","0","11","0","雪菲小姐，請用。\n來，啊～"
"301020","","","301","0.2","","","","93","","0"
"301021","","","301","120731","","","","4","","0"
"301022","","","301","0.8","","","","93","","0"
"301023","1","0.2","301","120731","","0","nop_idle_shy","3","0.2","nop_surprise"
"301024","","","301","301019","","","","91","",""
"301025","","0.2","301","120731","","1","","3","","nop_talk_shy"
"301026","0","0","301","120731","0.5","8","0","11","0","可、可可蘿小姐……\n這樣好讓人害臊……"
"301027","","","301","301026","","","","91","",""
"301028","","0.2","301","120731","","1","","3","","nop_idle_shy"
"301029","","","301","0.5","","","","93","","0"
"301030","1","0.2","301","111931","","0","nop_idle_normal","3","0","nop_01_coccoro_an_out"
"301031","","","301","1","","","","93","","0"
"301032","","","301","120731","","","","4","","1"
"301033","","0.2","301","120731","","1","","3","","nop_idle_joy1"
"302001","0","0","302","108831","0.5","6","0","11","0","騎士先生\n難得找我們來，\n要好好享受才行！"
"302002","","0.2","302","108831","","1","","3","","nop_talk_joy3_blink"
"302003","","","302","2.75","","","","93","","1"
"302004","","0.2","302","108831","","1","","3","","nop_talk_joy1_normal"
"302005","","","302","302001","","","","91","",""
"302006","1","0.2","302","108831","","1","","3","","nop_idle_joy_normal"
"302007","0","0","302","108931","0.5","9","0","11","0","得讓今年也成為美好的一年啊。"
"302008","","0.2","302","108931","","1","","3","","nop_talk_joy1_normal"
"302009","","","302","302007","","","","91","",""
"302010","","0.2","302","108931","","1","","3","","nop_idle_normal"
"302011","0","0","302","108731","0.5","7","0","11","0","只要有大家在，一定沒問題的！"
"302012","","0.2","302","108731","","1","","3","","nop_talk_joy2"
"302013","","","302","302011","","","","91","",""
"302014","1","0.2","302","108731","","1","","3","","nop_idle_joy1"
"302015","","","302","0","","","","91","",""
"303001","0","0","303","102011","0.5","6","0","11","0","哇！好大的會場喔！\n料理也好多！"
"303002","","0.2","303","102011","","1","","3","","nop_talk_joy2"
"303003","","","303","303001","","","","91","",""
"303004","1","0.2","303","102011","","1","","3","","nop_idle_joy1"
"303005","0","0","303","100411","0.5","6","0","11","0","嘿嘿嘿，\n這樣很值得來惡作劇耶～"
"303006","","0.2","303","100411","","1","","3","","nop_talk_joy2"
"303007","","","303","303005","","","","91","",""
"303008","1","0.2","303","100411","","1","","3","","nop_idle_normal"
"303009","0","0","303","103631","0.5","6","0","11","0","變態可疑分子……\n不對，那個人在哪裡呢？"
"303010","","0.2","303","103631","","1","","3","","nop_talk_wish"
"303011","","","303","303009","","","","91","",""
"303012","","0.2","303","103631","","1","","3","","nop_idle_wish"
"304001","0","0","304","101511","0.5","11","0","11","0","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。"
"304002","","0.2","304","101511","","1","","3","","nop_talk_normal"
"304003","","","304","1.5","","","","93","","0"
"304004","","0.2","304","101511","","1","","3","","nop_talk_joy3"
"304005","","","304","304001","","","","91","",""
"304006","","0.2","304","101511","","1","","3","","nop_idle_joy1"
"304007","0","0","304","101231","0.5","7","0","11","0","那道料理看起來好好吃！\n也把這件事跟小栞說吧。"
"304008","","0.2","304","101231","","1","","3","","nop_idle_surprise_kira"
"304009","","","304","1.5","","","","93","","0"
"304010","","0.2","304","101231","","1","","3","","nop_talk_joy2"
"304011","","","304","304007","","","","91","",""
"304012","","0.2","304","101231","","1","","3","","nop_idle_joy_normal"
"304013","0","0","304","104011","0.5","6","0","11","0","啊哇哇……\n有好多閃閃發亮的人～！"
"304014","","0.2","304","104011","","1","","3","","nop_idle_surprise2"
"304015","","","304","304013","","","","91","",""
"304016","1","0.2","304","104011","","1","","3","","nop_idle_normal"
"304017","","0.2","304","101511","","1","","3","","nop_idle_normal"
"304018","","0.2","304","101231","","1","","3","","nop_idle_normal"
"305001","0","0","305","100711","0.5","6","0","11","0","布丁布丁……布丁在哪裡？\n快給人家布丁～！"
"305002","","0.2","305","100711","","1","","3","","nop_05_miyako_talk_anger"
"305003","","","305","305001","","","","91","",""
"305004","1","0.2","305","100711","","1","","3","","nop_05_miyako_idle_anger"
"305005","0","0","305","103111","0.5","7","0","11","0","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。"
"305006","","0.2","305","103111","","1","","3","","nop_talk_worry"
"305007","","","305","305005","","","","91","",""
"305008","1","0.2","305","103111","","1","","3","","nop_idle_worry"
"305009","0","0","305","100611","0.5","7","0","11","0","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～"
"305010","","0.2","305","100611","","1","","3","","nop_talk_surprise_kira"
"305011","","","305","2","","","","93","","0"
"305012","","0.2","305","100611","","1","","3","","nop_talk_memory"
"305013","","","305","305009","","","","91","",""
"305014","","0.2","305","100611","","1","","3","","nop_idle_memory2"
"305015","0","0","305","102211","0.5","6","0","11","0","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？"
"305016","","0.2","305","102211","","1","","3","","nop_talk_sad"
"305017","","","305","2.8","","","","93","","0"
"305018","","0.2","305","102211","","1","","3","","nop_talk_anger2"
"305019","","","305","305015","","","","91","",""
"305020","1","0.2","305","102211","","1","","3","","nop_idle_anger2"
"306001","0","0","306","107131","0.5","6","0","11","0","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。"
"306002","1","0.2","306","107131","","0","nop_06_cris_ahaha_loop","3","0","nop_06_cris_ahaha_in"
"306003","","","306","1.5","","","","93","","0"
"306004","1","0.2","306","107131","","0","nop_talk_arm_crossed_loop","3","0.2","nop_talk_arm_crossed"
"306005","","","306","306001","","","","91","",""
"306006","1","0.2","306","107131","","1","","3","","nop_idle_arm_crossed"
"306007","0","0","306","100511","0.5","6","0","11","0","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！"
"306008","","0.2","306","100511","","1","","3","","nop_talk_surprise_kira"
"306009","","","306","4.5","","","","93","","0"
"306010","","0.2","306","100511","","1","","3","","nop_talk_joy2"
"306011","","","306","306007","","","","91","",""
"306012","","0.2","306","100511","","1","","3","","nop_idle_normal"
"306013","0","0","306","103731","0.5","6","0","11","0","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。"
"306014","","0.2","306","103731","","1","","3","","nop_talk_worry"
"306015","","","306","306013","","","","91","",""
"306016","1","0.2","306","103731","","1","","3","","nop_idle_worry"
"306017","0","0","306","104731","0.5","6","0","11","0","大家好像都很享受啊。\n和平果然是最棒的。"
"306018","","0.2","306","104731","","1","","3","","nop_talk_arm_crossed_loop"
"306019","","","306","306017","","","","91","",""
"306020","1","0.2","306","104731","","1","","3","","nop_idle_arm_crossed"
"307001","0","0","307","102831","0.5","7","0","11","0","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？"
"307002","","0.2","307","102831","","1","","3","","nop_talk_surprise1"
"307003","","","307","1.2","","","","93","","0"
"307004","","0.2","307","102831","","1","","3","","nop_talk_joy1_normal"
"307005","","","307","307001","","","","91","",""
"307006","1","0.2","307","102831","","1","","3","","nop_idle_normal"
"307007","0","0","307","102111","0.5","6","0","11","0","好～咲戀媽媽！\n大家都有當個乖孩子喔。"
"307008","","0.2","307","102111","","1","","3","","nop_talk_joy3_dere"
"307009","","","307","1.7","","","","93","","0"
"307010","","0.2","307","102111","","1","","3","","nop_talk_wish"
"307011","","","307","307007","","","","91","",""
"307012","0","0","307","102511","0.5","8","0","11","0","大小姐！\n我、我也會陪著大家，\n不會有事的！"
"307013","1","0.2","307","102511","","0","nop_talk_guts3_loop","3","0","nop_talk_guts3_NoBlink"
"307014","","","307","307012","","","","91","",""
"307015","0","0","307","102311","0.5","7","0","11","0","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……"
"307016","","0.2","307","102311","","1","","3","","nop_talk_worry"
"307017","","","307","307015","","","","91","",""
"307018","","0.2","307","102311","","1","","3","","nop_idle_normal"
"307019","1","0.2","307","102111","","1","","3","","nop_idle_normal"
"307020","1","0.2","307","102511","","1","","3","","nop_idle_normal"
"308001","0","0","308","101011","0.5","8","0","11","0","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～"
"308002","","0.2","308","101011","","1","","3","","nop_talk_joy3_blink2"
"308003","","","308","1.5","","1","","93","","1"
"308004","","0.2","308","101011","","1","","3","","nop_talk_joy1"
"308005","","","308","308001","","","","91","",""
"308006","1","0.2","308","101011","","1","","3","","nop_idle_joy_normal"
"308007","0","0","308","104331","0.5","7","0","11","0","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……"
"308008","1","0.2","308","104331","","0","nop_talk_arm_crossed_loop2","3","0.2","nop_talk_arm_crossed2"
"308009","","","308","3","","1","","93","","1"
"308010","","0.2","308","104331","","1","","3","","nop_talk_thinking"
"308011","","","308","308007","","","","91","",""
"308012","1","0.2","308","104331","","1","","3","","nop_idle_thinking"
"308013","0","0","308","101711","0.5","7","0","11","0","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～"
"308014","","0.2","308","101711","","1","","3","","nop_talk_joy1_wink"
"308015","","","308","2.5","","1","","93","","1"
"308016","","0.2","308","101711","","1","","3","","nop_talk_joy2"
"308017","","","308","308013","","","","91","",""
"308018","1","0.2","308","101711","","1","","3","","nop_idle_joy1"
"308019","0","0","308","101431","0.5","7","0","11","0","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。"
"308020","","0.2","308","101431","","1","","3","","nop_talk_joy3_blink2"
"308021","","","308","3","","1","","93","","1"
"308022","1","0.2","308","101431","","0","nop_talk_arm_crossed_loop","3","0.2","nop_talk_arm_crossed"
"308023","","","308","308019","","","","91","",""
"308024","","0.2","308","101431","","1","","3","","nop_idle_arm_crossed"
"308025","","","308","0","","1","","91","",""
"309001","0","0","309","103311","0.5","6","0","11","0","我想到新年第一笑的哽了！\n有誰想聽的嗎？"
"309002","1","0.2","309","103311","","0","nop_talk_guts2_loop","3","0.2","nop_talk_guts2"
"309003","","","309","2.5","","","","93","","1"
"309004","","0.2","309","103311","","1","","3","","nop_talk_joy2"
"309005","","","309","309001","","","","91","",""
"309006","1","0.2","309","103311","","1","","3","","nop_idle_joy1"
"309007","0","0","309","105211","0.5","8","0","11","0","這裡像是會舉辦舞會的場地呢。\n好棒呀。"
"309008","","0.2","309","105211","","1","","3","","nop_talk_joy1_normal"
"309009","","","309","2","","","","93","","1"
"309010","","0.2","309","105211","","1","","3","","nop_talk_memory"
"309011","","","309","309007","","","","91","",""
"309012","1","0.2","309","105211","","1","","3","","nop_idle_memory"
"309013","0","0","309","102611","0.5","6","0","11","0","人太多了，好累哦～\n莉瑪～背我嘛～"
"309014","","0.2","309","102611","","1","","3","","nop_talk_sad2"
"309015","","","309","1.5","","","","93","","1"
"309016","","0.2","309","102611","","1","","3","","nop_talk_worry"
"309017","","","309","309013","","","","91","",""
"309018","1","0.2","309","102611","","1","","3","","nop_idle_worry"
"309019","0","0","309","103811","0.5","6","0","11","0","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。"
"309020","","0.2","309","103811","","1","","3","","nop_talk_joy3_blink"
"309021","","","309","309019","","","","91","",""
"309022","","0.2","309","103811","","1","","3","","nop_idle_normal_joy"
"309023","","","309","0","","","","91","",""
"310001","0","0","310","103231","0.5","7","0","11","0","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！"
"310002","","0.2","310","103231","","1","","3","","nop_talk_joy1"
"310003","","","310","310001","","","","91","",""
"310004","1","0.2","310","103231","","1","","3","","nop_idle_joy1"
"310005","0","0","310","104611","0.5","7","0","11","0","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？"
"310006","","0.2","310","104611","","1","","3","","nop_talk_joy2"
"310007","","","310","2.5","","","","93","","1"
"310008","","0.2","310","104611","","1","","3","","nop_talk_thinking"
"310009","","","310","310005","","","","91","",""
"310010","","0.2","310","104611","","1","","3","","nop_idle_thinking"
"310011","0","0","310","103411","0.5","6","0","11","0","大家～新年快熱～！\n開玩笑的。嗝。"
"310012","","0.2","310","103411","","1","","3","","nop_10_yukari_04"
"310013","","0.2","310","11","","1","","3","","nop_10_yukari_04"
"310014","","","310","2.5","","","","93","","1"
"310015","1","0.2","310","103411","","0","nop_10_yukari_02","3","0.5","nop_10_yukari_06"
"310016","1","0.2","310","11","","0","nop_10_yukari_02","3","0.5","nop_10_yukari_06"
"310017","","","310","310011","","","","91","",""
"310018","0","0","310","104811","0.5","5","0","11","0","咦？優花梨？\n已經醉成這樣了……"
"310019","","0.2","310","104811","","1","","3","","nop_talk_surprise1"
"310020","","","310","104811","","","","4","","0"
"310021","","","310","1","","","","93","","1"
"310022","","0.2","310","104811","","1","","3","","nop_talk_worry"
"310023","","","310","310018","","","","91","",""
"310024","1","0.2","310","104811","","1","","3","","nop_idle_worry"
"310025","","","310","0","","","","91","",""
"311001","","0.2","311","102711","","1","","3","","nop_talk_wish"
"311002","0","0","311","102711","0.5","7","0","11","0","我能感覺到那位大人\n就身在這寬廣會場的某處……"
"311003","","","311","311002","","","","91","",""
"311004","","0.2","311","102711","","1","","3","","nop_idle_wish"
"311005","1","0.2","311","100911","","0","nop_11_anna_huhuStand_loop","3","0","nop_11_anna_huhuStand_in"
"311006","0","0","311","100911","0.5","8","0","11","0","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！"
"311007","","","311","311006","","","","91","",""
"311008","","0.2","311","100911","","1","","3","","nop_11_anna_huhuStand_loop"
"311009","","0.2","311","101311","","1","","3","","nop_talk_joy2"
"311010","0","0","311","101311","0.5","6","0","11","0","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！"
"311011","","","311","311010","","","","91","",""
"311012","","0.2","311","101311","","1","","3","","nop_idle_joy_normal"
