74e52ae0f154d659f081801cdb65fe310a5ac6e8ac5c3be25207f0544a6c7791,237b38d96429b6209e411229d0df29f153796ce5480a10e12cae6162fb4dec6b,79fdc8b903b75987913393b1d4adfcc249d665c0544be8d2a5f4e55f18723f99,4cf2ff0b205b9ff4c7fbf66ab11e98122303009b24dd5b84731b29733ce0c251,2326a55bf166d38e3bc35e0ad480e6d671bc6742e5e7edf367f8c3ffd45d6e26,a3f59833cf53afa63094c039e76077538d60c24d1f22981c9049ab83d68e070a,efee8d5d0bbf621b976a57abcfb5d668ecf11a8459a695f90a0f4e5941c8812f,6009d3c6811129f08e17d255f49006b5bf323196402d87cec04df79eb6f04780,807a5d761290cea4a7b4054edf539887aeb5a44f6b92a64c441091d11ab8982a,c73e85eeda4488f3b1e9a8018dd6a167fbf04babe6668d1da123f3808326d2e5,b73a89b115191167b073395de5fcc6dfc91593cc6aee21d299700b098e02ce05,98e9d1847f6a3560233d5a6007f8f5e392380bb598189e00d3172e955f8c56d0,83f9164e301eb6dbbb8c7d5915396429b72e7abaf0a55f633261a442dd9d4893,6733f9366e51b6fdc3037ad0d419eac016fd358f95cff22b95b7c28e8d7ff3ea,3837ba3a9a0c99c6debe5fc889b59aa1c94f93d1a3c2fa6be071564f84e2ce5e,f43e503d1b916792f02627ac93c7e2896cdc70397d276cd69f730854dabd4ef9,d091e566d298b15817cce3482934b650928c80aa5319b264f062f2d7d89f6162,c81c795e29dbd14ab29e5ab03f236243f93bff45b67ba19c62093f1f298a8618
"0","9000","19","91002","0","0","9000","8","0","0","0","0","0","0","0","30","0","0"
"0","9100","20","91002","0","0","9100","8","0","0","0","0","0","0","0","30","0","0"
"0","9200","21","91002","0","0","9200","8","0","0","0","0","0","0","0","30","0","0"
"0","9300","22","91002","0","0","9300","8","0","0","0","0","0","0","0","30","0","0"
"0","9400","23","91002","0","0","9400","8","0","0","0","0","0","0","0","30","0","0"
"0","9500","24","91002","0","0","9500","8","0","0","0","0","0","0","0","30","0","0"
"0","9600","25","91002","0","0","9600","8","0","0","0","0","0","0","0","30","0","0"
"0","9700","26","91002","0","0","9700","8","0","0","0","0","0","0","0","30","0","0"
"0","9800","27","91002","0","0","9800","8","0","0","0","0","0","0","0","30","0","0"
"0","9900","28","91002","0","0","9900","8","0","0","0","0","0","0","0","30","0","0"
"0","10000","29","91002","0","0","10000","8","0","0","0","0","0","0","0","30","0","0"
"0","10100","30","91002","0","0","10100","8","0","0","0","0","0","0","0","30","0","0"
"0","10200","31","91002","0","0","10200","8","0","0","0","0","0","0","0","30","0","0"
"0","10300","32","91002","0","0","10300","8","0","0","0","0","0","0","0","30","0","0"
"0","10400","33","91002","0","0","10400","8","0","0","0","0","0","0","0","30","0","0"
"0","10500","34","91002","0","0","10500","8","0","0","0","0","0","0","0","30","0","0"
"0","10600","35","91002","0","0","10600","8","0","0","0","0","0","0","0","30","0","0"
"0","10700","36","91002","0","0","10700","8","0","0","0","0","0","0","0","30","0","0"
"0","10800","37","91002","0","0","10800","8","0","0","0","0","0","0","0","30","0","0"
"0","10900","38","91002","0","0","10900","8","0","0","0","0","0","0","0","30","0","0"
"0","11000","39","91002","0","0","11000","8","0","0","0","0","0","0","0","30","0","0"
"0","11100","40","91002","0","0","11100","8","0","0","0","0","0","0","0","30","0","0"
"0","11200","41","91002","0","0","11200","8","0","0","0","0","0","0","0","30","0","0"
"0","11300","42","91002","0","0","11300","8","0","0","0","0","0","0","0","30","0","0"
"0","11400","43","91002","0","0","11400","8","0","0","0","0","0","0","0","30","0","0"
"0","11500","44","91002","0","0","11500","8","0","0","0","0","0","0","0","30","0","0"
"0","11600","45","91002","0","0","11600","8","0","0","0","0","0","0","0","30","0","0"
"0","11700","46","91002","0","0","11700","8","0","0","0","0","0","0","0","30","0","0"
"0","11800","47","91002","0","0","11800","8","0","0","0","0","0","0","0","30","0","0"
"0","11900","48","91002","0","0","11900","8","0","0","0","0","0","0","0","30","0","0"
"0","12000","49","91002","0","0","12000","8","0","0","0","0","0","0","0","30","0","0"
"0","12100","50","91002","0","0","12100","8","0","0","0","0","0","0","0","30","0","0"
"0","12200","51","91002","0","0","12200","8","0","0","0","0","0","0","0","30","0","0"
"0","12300","52","91002","0","0","12300","8","0","0","0","0","0","0","0","30","0","0"
"0","12400","53","91002","0","0","12400","8","0","0","0","0","0","0","0","30","0","0"
"0","12500","54","91002","0","0","12500","8","0","0","0","0","0","0","0","30","0","0"
"0","12600","55","91002","0","0","12600","8","0","0","0","0","0","0","0","30","0","0"
"0","12700","56","91002","0","0","12700","8","0","0","0","0","0","0","0","30","0","0"
"0","12800","57","91002","0","0","12800","8","0","0","0","0","0","0","0","30","0","0"
"0","12900","58","91002","0","0","12900","8","0","0","0","0","0","0","0","30","0","0"
"0","13000","59","91002","0","0","13000","8","0","0","0","0","0","0","0","30","0","0"
"0","13100","60","91002","0","0","13100","8","0","0","0","0","0","0","0","30","0","0"
"0","13200","61","91002","0","0","13200","8","0","0","0","0","0","0","0","30","0","0"
"0","13300","62","91002","0","0","13300","8","0","0","0","0","0","0","0","30","0","0"
"0","13400","63","91002","0","0","13400","8","0","0","0","0","0","0","0","30","0","0"
"0","13500","64","91002","0","0","13500","8","0","0","0","0","0","0","0","30","0","0"
"0","13600","65","91002","0","0","13600","8","0","0","0","0","0","0","0","30","0","0"
"0","13700","66","91002","0","0","13700","8","0","0","0","0","0","0","0","30","0","0"
"0","13800","67","91002","0","0","13800","8","0","0","0","0","0","0","0","30","0","0"
"0","13900","68","91002","0","0","13900","8","0","0","0","0","0","0","0","30","0","0"
"0","14000","69","91002","0","0","14000","8","0","0","0","0","0","0","0","30","0","0"
"0","14100","70","91002","0","0","14100","8","0","0","0","0","0","0","0","30","0","0"
"0","14200","71","91002","0","0","14200","8","0","0","0","0","0","0","0","30","0","0"
"0","14300","72","91002","0","0","14300","8","0","0","0","0","0","0","0","30","0","0"
"0","14400","73","91002","0","0","14400","8","0","0","0","0","0","0","0","30","0","0"
"0","14500","74","91002","0","0","14500","8","0","0","0","0","0","0","0","30","0","0"
"0","14600","75","91002","0","0","14600","8","0","0","0","0","0","0","0","30","0","0"
"0","14700","76","91002","0","0","14700","8","0","0","0","0","0","0","0","30","0","0"
"0","14800","77","91002","0","0","14800","8","0","0","0","0","0","0","0","30","0","0"
"0","14900","78","91002","0","0","14900","8","0","0","0","0","0","0","0","30","0","0"
"0","15000","79","91002","0","0","15000","8","0","0","0","0","0","0","0","30","0","0"
