778118de4d99a027cb891297221c91bb944f8d1959d30e0bf91265c64bd8598d,be0a83edcaffeddda713557331378fa9f5b688efb6a393aff5b6df84be20e1f1,497fc75047c82ddfac8f716e45e6314515b9da91d198179752a93be6d2701213,d854722957783cff4b09aadeb3b1cbf79fa2a4e3c4eadf2fec41f32d37b51a51,ee316bd1da47f2521e0ba8d9f814a0c65f2591c1722233b1d1734ddab56dad13,1be53dbb6644d5296905561a2f38151f42e6ae6bbd1d8473e75418834d0cc9bb,e8d86d885e35a6b5dd0fb83a085628372ac1c7dafa4d3916f9540a258eed1ea2,2e0f35a36baf7ba7cf5ff3645d40311ed327099797c135bfcb6c40ef3aad7760,068b1457f0b0e846bba2a846cc64090f078882a8795d90f7ea65a50273134998,54cd0fdb300bf89ebb44b5a23e1a5c3f2be8eb2c142bb081ee36c8574d3dad11,f4eca1ff71f1f182eb769a94d76e2aae6be65940f06bf0ebdfc9186bb4fe13ee,7129047db7220bad945ffba2ed3e7ece3ffa3e91f1977d81481fb9f7750d1069,748a46d0b08fde8ce8bcae9783824137db787e55e74ebacb3e5b8f440a1496f2,123aaffb34cf937678c10db22081fcc6a346711b5c6b2d4a8b3e4faa8d84ba60,f2d2fe03fda29de369b57156a6561a3068671b67c1090ec8900ca8247fce2d67,dca3698ead003dbf224959ffa0424d3c028b84763341ed0bce31c7fa58a092a2,5a0a039237d7707238d1e74830280dc5074c6cf4d570959aa5c42bcc31b23197,ccf45ca90e684c21276b090435bd0d744ffb3e623be55c3fbd2f19802f7eea3d,962a6390006fde2711558d780655d3cc8bd6f23aa1fd61972447c797174e9370
"8665","0","0","17","0","1115","48","849","213","24","20","143","0","138","0","7","40","100301","7816"
"8950","0","0","17","0","1115","48","980","233","24","21","143","0","149","0","7","40","100301","8795"
"9165","0","0","17","0","1115","48","1098","249","24","22","143","0","162","0","7","40","100301","9978"
"9510","0","0","17","0","1115","48","1169","273","24","23","143","0","181","0","7","40","100301","11268"
"10190","0","0","17","0","1115","48","1230","296","24","24","143","0","203","0","7","40","100301","12629"
"10710","0","0","17","0","1115","48","1293","310","24","25","143","0","222","0","7","40","100301","14227"
"11535","0","0","17","0","1115","48","1332","316","24","26","143","0","231","0","7","40","100301","16038"
"12780","0","0","17","0","1115","48","1356","321","24","27","143","0","238","0","7","40","100301","17934"
"14025","0","0","17","0","1115","48","1380","326","24","28","143","0","245","0","7","40","100301","19958"
"15210","0","0","17","0","1115","48","1405","341","24","29","143","0","260","0","7","40","100301","22063"
"16130","0","0","17","0","1115","48","1431","371","24","30","143","0","290","0","7","40","100301","24192"
"17315","0","0","17","0","1115","48","1457","386","24","31","143","0","305","0","7","40","100301","26550"
"18865","0","0","17","0","1115","48","1483","386","24","32","143","0","305","0","7","40","100301","29128"
"20515","0","0","17","0","1115","48","1508","386","24","33","143","0","305","0","7","40","100301","31789"
"22000","0","0","17","0","1115","48","1532","401","24","34","143","0","320","0","7","40","100301","34482"
"23485","0","0","17","0","1115","48","1556","416","24","35","143","0","335","0","7","40","100301","37354"
"24970","0","0","17","0","1115","48","1580","432","24","36","143","0","351","0","7","40","100301","40325"
"26290","0","0","17","0","1115","48","1604","464","24","37","143","0","383","0","7","40","100301","43265"
"27800","0","0","17","0","1115","48","1628","480","24","38","143","0","399","0","7","40","100301","46437"
"65","0","0","0","0","100","0","0","2","0","2","10","0","0","0","1","0","100401","10"
"185","0","0","0","0","200","0","0","5","0","3","25","0","0","0","2","0","100401","58"
"475","0","0","0","0","360","0","0","10","0","4","50","0","4","0","4","0","100401","135"
"985","0","0","0","0","520","0","0","17","0","5","80","0","10","0","7","0","100401","243"
"1515","0","0","3","0","820","0","0","25","0","6","95","0","14","0","11","0","100401","429"
"1835","0","0","6","0","1425","0","0","34","0","7","120","0","20","0","15","0","100401","674"
"2735","0","0","6","0","1985","0","10","48","9","8","145","0","32","0","15","0","100401","912"
"3480","0","0","6","10","1985","0","30","67","23","9","145","5","48","0","22","0","100401","1157"
"4330","0","0","6","20","1985","0","60","87","28","10","145","10","68","0","27","15","100401","1392"
"5030","0","0","6","20","1985","3","86","105","28","11","145","10","88","0","32","35","100401","1695"
"5430","0","0","6","20","2085","6","108","126","28","12","145","10","106","0","39","55","100401","2037"
"5630","0","0","6","20","2285","6","151","155","28","13","170","10","125","0","41","55","100401","2425"
"5830","0","0","6","20","2285","6","215","189","28","14","170","10","144","0","41","57","100401","2845"
"5830","0","0","6","20","2285","9","289","212","28","15","170","12","167","0","43","57","100401","3314"
"5830","0","0","6","20","2385","17","378","232","28","16","170","12","190","0","45","57","100401","3815"
"5930","0","0","6","20","2535","22","465","263","28","17","170","12","209","0","45","57","100401","4337"
"5990","0","0","6","20","2685","22","573","291","28","18","170","12","237","0","50","57","100401","4884"
"6085","0","0","6","20","2685","22","655","323","28","19","170","12","266","0","52","57","100401","5553"
"6185","0","0","6","20","2780","22","696","368","28","20","170","12","293","0","52","57","100401","6292"
"6430","0","0","6","20","2780","22","740","419","28","21","170","12","333","0","52","57","100401","7020"
"6660","0","0","6","20","2780","22","788","468","28","22","170","12","383","0","52","57","100401","7888"
"7065","0","0","6","20","2780","22","817","519","28","23","170","12","428","0","52","57","100401","8928"
"7385","0","0","6","20","2780","22","835","566","28","24","170","12","474","0","52","57","100401","10110"
"7705","0","0","6","20","2780","22","867","611","28","25","170","12","523","0","52","57","100401","11440"
"8000","0","0","6","20","2780","22","902","656","28","26","170","12","576","0","52","57","100401","12898"
"8455","0","0","6","20","2780","22","929","697","28","27","170","12","624","0","52","57","100401","14495"
"9000","0","0","6","20","2780","22","963","740","28","28","170","12","669","0","52","57","100401","16211"
"10655","0","0","6","20","2780","22","986","822","28","29","170","12","751","0","52","57","100401","17592"
"12805","0","0","6","20","2780","22","1000","913","28","30","170","12","842","0","52","57","100401","18978"
"15175","0","0","6","20","2780","22","1014","996","28","31","170","12","925","0","52","57","100401","20529"
"17965","0","0","6","20","2780","22","1027","1066","28","32","170","12","995","0","52","57","100401","22273"
"21205","0","0","6","20","2780","22","1039","1132","28","33","170","12","1061","0","52","57","100401","24101"
"24690","0","0","6","20","2780","22","1051","1214","28","34","170","12","1143","0","52","57","100401","25905"
"28585","0","0","6","20","2780","22","1063","1297","28","35","170","12","1226","0","52","57","100401","27832"
"32820","0","0","6","20","2780","22","1075","1381","28","36","170","12","1310","0","52","57","100401","29820"
"37135","0","0","6","20","2780","22","1087","1482","28","37","170","12","1411","0","52","57","100401","31739"
"41880","0","0","6","20","2780","22","1099","1568","28","38","170","12","1497","0","52","57","100401","33853"
"80","0","0","0","0","125","0","0","4","0","2","0","0","0","0","0","0","100501","12"
"350","0","0","0","0","225","0","0","8","0","3","0","0","0","0","1","0","100501","49"
"880","0","0","0","0","275","0","0","17","0","4","15","0","3","0","1","0","100501","110"
"1660","0","0","0","0","275","0","0","28","0","5","15","0","11","0","7","0","100501","173"
"2925","0","0","3","0","275","0","0","48","0","6","15","0","19","0","7","0","100501","265"
"3595","0","0","6","0","275","0","0","66","0","7","40","0","29","0","7","0","100501","476"
"4800","0","0","10","0","575","0","0","87","0","8","40","0","49","0","7","0","100501","615"
"5635","0","0","14","10","1025","0","0","104","5","9","40","0","72","0","12","15","100501","788"
"6415","0","0","17","20","1325","5","0","125","10","10","65","0","94","0","12","15","100501","1027"
"7295","0","0","20","20","1625","10","30","148","10","11","65","0","112","0","12","25","100501","1305"
"8135","0","0","20","20","1875","10","80","178","12","12","65","0","136","0","12","35","100501","1564"
"8655","0","0","20","20","2095","10","126","214","17","13","65","0","160","0","12","37","100501","1861"
"9045","0","0","20","20","2215","10","162","249","17","14","71","2","189","0","12","39","100501","2191"
"9235","0","0","20","20","2315","10","202","280","17","15","77","4","219","0","14","39","100501","2575"
"9365","0","0","20","20","2415","10","236","319","17","16","89","4","260","0","14","39","100501","2930"
"9655","0","0","20","20","2415","14","280","357","17","17","89","4","312","0","17","39","100501","3244"
"9935","0","0","20","20","2415","18","352","394","17","18","89","4","371","0","20","39","100501","3595"
"10305","0","0","20","20","2510","18","409","443","17","19","89","4","428","0","20","39","100501","4029"
"10590","0","0","20","20","2605","18","436","498","17","20","89","4","489","0","25","39","100501","4501"
"10800","0","0","20","20","2605","18","488","554","17","21","89","4","559","0","30","39","100501","5022"
"11290","0","0","20","20","2605","18","587","612","17","22","89","4","622","0","30","39","100501","5725"
"11605","0","0","20","20","2605","18","681","681","17","23","89","4","685","0","30","39","100501","6562"
"11925","0","0","20","20","2605","18","746","754","17","24","89","4","756","0","30","39","100501","7465"
"12540","0","0","20","20","2605","18","813","825","17","25","89","4","831","0","30","39","100501","8484"
"13290","0","0","20","20","2605","18","864","896","17","26","89","4","910","0","30","39","100501","9621"
"14290","0","0","20","20","2605","18","892","964","17","27","89","4","985","0","30","39","100501","10886"
"17330","0","0","20","20","2605","18","911","1041","17","28","89","4","1064","0","30","39","100501","11991"
"22690","0","0","20","20","2605","18","921","1130","17","29","89","4","1153","0","30","39","100501","12893"
"28565","0","0","20","20","2605","18","931","1224","17","30","89","4","1247","0","30","39","100501","13832"
"34730","0","0","20","20","2605","18","941","1322","17","31","89","4","1345","0","30","39","100501","14808"
"41265","0","0","20","20","2605","18","951","1423","17","32","89","4","1446","0","30","39","100501","15821"
"48415","0","0","20","20","2605","18","961","1526","17","33","89","4","1549","0","30","39","100501","16891"
"56345","0","0","20","20","2605","18","971","1631","17","34","89","4","1654","0","30","39","100501","18018"
"64985","0","0","20","20","2605","18","981","1737","17","35","89","4","1760","0","30","39","100501","19183"
"74185","0","0","20","20","2605","18","991","1844","17","36","89","4","1867","0","30","39","100501","20385"
"83850","0","0","20","20","2605","18","1001","1953","17","37","89","4","1976","0","30","39","100501","21624"
"94005","0","0","20","20","2605","18","1011","2063","17","38","89","4","2086","0","30","39","100501","22900"
"55","0","0","0","23","75","0","0","1","0","2","0","0","2","0","0","0","100601","0"
"150","0","0","0","78","150","0","0","2","0","3","0","0","7","0","0","0","100601","0"
"325","0","0","0","169","200","0","0","5","0","4","5","0","16","0","0","10","100601","0"
"625","0","0","0","322","200","0","0","7","0","5","15","0","32","0","0","10","100601","0"
"1155","0","0","0","495","200","0","0","15","0","6","15","0","51","0","0","25","100601","0"
"1515","0","0","0","724","200","0","0","22","0","7","50","0","69","0","0","30","100601","26"
"2115","0","0","0","960","200","0","0","29","4","8","85","0","93","0","0","60","100601","26"
"2650","0","0","0","1224","200","0","0","40","9","9","85","5","120","0","0","95","100601","26"
"3240","13","0","0","1549","420","0","0","50","14","10","85","10","143","0","0","105","100601","26"
"3840","28","0","0","1880","640","0","0","66","14","11","101","10","167","0","0","119","100601","26"
"4200","43","0","0","2215","760","0","0","79","17","12","111","17","192","0","0","135","100601","26"
"4640","69","0","0","2582","980","0","0","102","17","13","121","19","217","0","0","135","100601","26"
"4760","93","0","0","2954","1220","0","0","130","17","14","133","19","250","0","0","137","100601","26"
"4990","109","0","0","3356","1220","0","0","157","17","15","133","21","282","0","0","146","100601","26"
"5140","129","0","0","3805","1320","0","0","183","17","16","133","21","316","0","0","152","100601","26"
"5260","144","0","0","4258","1320","0","0","216","17","17","158","21","353","0","0","153","100601","26"
"5665","169","0","0","4708","1320","0","0","248","17","18","173","21","397","0","3","153","100601","26"
"6310","193","0","0","5206","1320","0","0","287","17","19","173","21","447","0","3","153","100601","26"
"6860","240","0","0","5797","1415","0","0","327","17","20","173","21","493","0","3","153","100601","26"
"7370","288","0","0","6452","1515","0","0","370","17","21","173","21","543","0","3","153","100601","26"
"8370","318","0","0","7171","1515","0","0","420","17","22","173","21","603","0","3","153","100601","26"
"10145","318","0","0","7937","1515","0","0","474","17","23","173","21","672","0","3","153","100601","26"
"11670","333","0","0","8818","1515","0","0","533","17","24","173","21","738","0","3","153","100601","26"
"12670","355","0","0","9964","1515","0","0","587","17","25","173","21","798","0","3","153","100601","26"
"13505","377","0","0","11385","1515","0","0","630","17","26","173","21","847","0","3","153","100601","26"
"14530","394","0","0","12944","1515","0","0","670","17","27","173","21","890","0","3","153","100601","26"
"15675","411","0","0","14609","1515","0","0","712","17","28","173","21","933","0","3","153","100601","26"
"16895","429","0","0","16394","1515","0","0","758","17","29","173","21","979","0","3","153","100601","26"
"18270","447","0","0","18267","1515","0","0","808","17","30","173","21","1029","0","3","153","100601","26"
"19725","465","0","0","20231","1515","0","0","859","17","31","173","21","1080","0","3","153","100601","26"
"21260","483","0","0","22285","1515","0","0","911","17","32","173","21","1132","0","3","153","100601","26"
"22870","500","0","0","24455","1515","0","0","965","17","33","173","21","1186","0","3","153","100601","26"
"24650","517","0","0","26760","1515","0","0","1020","17","34","173","21","1241","0","3","153","100601","26"
"26670","534","0","0","29157","1515","0","0","1076","17","35","173","21","1297","0","3","153","100601","26"
"28860","551","0","0","31636","1515","0","0","1133","17","36","173","21","1354","0","3","153","100601","26"
"31220","568","0","0","34195","1515","0","0","1191","17","37","173","21","1412","0","3","153","100601","26"
"33655","585","0","0","36844","1515","0","0","1250","17","38","173","21","1471","0","3","153","100601","26"
"80","0","0","0","0","100","0","0","3","0","2","0","0","0","0","2","0","100701","6"
"200","0","0","0","0","200","0","0","10","0","3","0","0","0","0","3","0","100701","46"
"550","0","0","0","0","360","0","0","20","0","4","0","0","5","0","7","0","100701","94"
"1060","0","0","0","0","520","0","0","35","0","5","0","0","11","0","10","0","100701","190"
"1740","0","0","0","0","890","0","0","53","0","6","0","0","19","0","14","0","100701","323"
"2330","0","0","0","0","1260","0","0","76","0","7","0","0","34","0","18","0","100701","480"
"3510","0","0","0","0","1585","0","0","97","0","8","0","0","50","0","28","0","100701","593"
"4255","0","0","0","10","1585","0","5","124","5","9","0","0","70","0","35","0","100701","790"
"5065","0","0","0","20","1585","0","20","152","13","10","0","0","90","0","36","0","100701","1035"
"5765","0","0","0","20","1585","0","40","177","16","11","0","0","110","0","41","20","100701","1296"
"6265","0","0","0","20","1685","10","50","205","16","12","0","0","132","0","48","40","100701","1558"
"6785","0","0","0","20","1785","20","50","245","16","13","0","0","165","0","52","42","100701","1786"
"7005","0","0","2","20","1785","20","60","285","16","14","0","2","204","0","54","44","100701","2066"
"7005","0","0","4","20","1885","20","70","317","16","15","0","4","239","0","56","44","100701","2455"
"7205","0","0","4","20","1985","25","82","357","16","16","0","4","269","0","56","44","100701","2857"
"7715","0","0","4","20","2135","30","82","401","16","17","0","4","296","0","59","44","100701","3253"
"8025","0","0","4","20","2285","30","94","439","16","18","0","4","334","0","64","44","100701","3721"
"8025","0","0","4","20","2380","30","116","484","16","19","0","4","375","0","66","44","100701","4301"
"8060","0","0","4","20","2475","30","136","536","16","20","0","4","419","0","66","44","100701","4938"
"8205","0","0","4","20","2475","30","148","590","16","21","0","4","486","0","71","44","100701","5511"
"8695","0","0","4","20","2475","30","188","656","16","22","0","4","552","0","71","44","100701","6189"
"9010","0","0","4","20","2475","30","188","742","16","23","0","4","622","0","71","44","100701","6953"
"9330","0","0","4","20","2475","30","188","830","16","24","0","4","697","0","71","44","100701","7793"
"9945","0","0","4","20","2475","30","205","912","16","25","0","4","772","0","71","44","100701","8782"
"10695","0","0","4","20","2475","30","231","990","16","26","0","4","851","0","71","44","100701","9897"
"11695","0","0","4","20","2475","30","249","1062","16","27","0","4","926","0","71","44","100701","11147"
"14735","0","0","4","20","2475","30","258","1143","16","28","0","4","1007","0","71","44","100701","12226"
"18005","0","0","4","20","2475","30","267","1230","16","29","0","4","1094","0","71","44","100701","13384"
"21790","0","0","4","20","2475","30","276","1322","16","30","0","4","1186","0","71","44","100701","14579"
"27955","0","0","4","20","2475","30","276","1424","16","31","0","4","1288","0","71","44","100701","15520"
"34490","0","0","4","20","2475","30","276","1529","16","32","0","4","1393","0","71","44","100701","16499"
"41640","0","0","4","20","2475","30","276","1636","16","33","0","4","1500","0","71","44","100701","17534"
"49570","0","0","4","20","2475","30","276","1745","16","34","0","4","1609","0","71","44","100701","18625"
"58210","0","0","4","20","2475","30","276","1855","16","35","0","4","1719","0","71","44","100701","19754"
"67410","0","0","4","20","2475","30","276","1966","16","36","0","4","1830","0","71","44","100701","20920"
"77075","0","0","4","20","2475","30","276","2079","16","37","0","4","1943","0","71","44","100701","22123"
"87230","0","0","4","20","2475","30","276","2193","16","38","0","4","2057","0","71","44","100701","23364"
"55","0","0","0","23","75","0","0","1","0","2","0","0","2","0","0","0","100801","0"
"150","0","0","0","78","150","0","0","2","0","3","0","0","7","0","0","0","100801","0"
"325","0","0","0","169","200","0","0","5","0","4","5","0","16","0","0","10","100801","0"
"625","0","0","0","322","200","0","0","7","0","5","15","0","32","0","0","10","100801","0"
"1155","0","0","0","495","200","0","0","15","0","6","15","0","51","0","0","25","100801","0"
"1515","0","0","0","724","200","0","0","22","0","7","50","0","69","0","0","30","100801","26"
"1680","0","0","0","1003","200","0","0","29","4","8","50","0","91","0","0","75","100801","52"
"2215","0","0","0","1267","200","0","0","40","9","9","50","5","118","0","0","110","100801","52"
"2755","16","0","0","1566","300","0","0","52","14","10","85","10","140","0","0","115","100801","52"
"3175","34","0","0","1937","840","0","0","57","14","11","101","10","166","0","0","129","100801","52"
"3335","59","0","0","2352","960","0","0","64","17","12","127","17","185","0","0","135","100801","52"
"3575","93","0","0","2797","1080","0","0","77","17","13","137","22","204","0","0","135","100801","52"
"3775","127","0","0","3253","1320","0","0","93","17","14","149","22","229","0","0","135","100801","52"
"4005","157","0","0","3747","1440","0","0","110","17","15","149","22","251","0","0","144","100801","52"
"4185","193","0","0","4294","1440","0","0","126","17","16","149","22","273","0","0","150","100801","52"
"4255","228","0","0","4848","1440","0","0","145","17","17","174","22","301","0","0","151","100801","52"
"4600","268","0","0","5401","1440","0","0","168","17","18","199","22","334","0","0","151","100801","52"
"5245","317","0","0","6004","1440","0","0","194","17","19","199","22","371","0","0","151","100801","52"
"5795","388","0","0","6727","1440","0","0","219","17","20","199","22","402","0","0","151","100801","52"
"6270","459","0","0","7443","1540","0","0","251","17","21","199","22","447","0","0","151","100801","52"
"7160","525","0","0","8302","1640","0","0","284","17","22","199","22","490","0","0","151","100801","52"
"8620","555","0","0","9263","1640","0","0","319","17","23","199","22","540","0","0","151","100801","52"
