03c2c2a72d3d989a066e2550e241a794647cc44b59a22e8f019254301663f112,8586b007046a5647d2682fd6844f585e027d041b7497b1f2c4138df6c5f8d1ea,6baf8ba5c266cc0114f9525c74063ab7ab9553fffcff8da97d30678d071d1d08,5895f390ccdabb7d3c98bc37adfa8c0d7c6910b024ded9708ee6455c3e51d58d,57db98d4acad47348b3bb911dfd0b1e150dd6717385c4aeb35579803891dadce,ec9db82b7ebc2499f775c79456f16ccb0bacf9d6f38bd2ee7b2058fd845d400b,403036e2782baac2e19f0c920bc46dccdf5f02b901e96725938f65895852386c,46dc991fad5dce078873759d554367b2ac406e71eab582182a641429f8a8cd77,f043059b6e33f5ff6319a3bce38a5501ae062f2d39b67797d3de143d3c0e5a17,7effe89b72059943cf1214cf1ab4a52f6a303b4b07f0ac3152656e7c1b1d960c,b39af2c64f5e08909ea9ee86bdefb4a970f37d149ab44335dfa567073369190a,b9cbd0f6ef8e987aa47f0d497d20a393c4174cb5c4a439d465751f337b53dc60,31ca3fff3a2066b22d32fb74d6842573b7d9e2029144d221edec7f6c9dcd4b28,98dbbbefc7e9f52b675b14ae23965434b83e70ba2a805bf3cecc58e93530283a,f10eb6f57ab4cbc8fb5eb6762c40dac3410cad21dcafe810b2a9ff571c875b5c,4db96d915311dabe3ee654a8158c0e77edd8290b692d62be6d430104a3c52ae7,47c74942270ed0289699aee576b703ca00a1f0c22b3b48166d23d3455b052a84,32e8b96da8838f1cc94b16ee9c1175bfa71e9e5c1c4a69dd6b8108c503bc37b6,c64e6da9c0f2bdf6e1c36391674b4f9a2a3c8c10a0d9d6a7138d3c3eb6899a30,70c46a46df46cc7872fa868c5bda5e20e86110ffaa92822b81912197d6ec48a2
"20","2","0","0","0","4","2","0","0","19","20003","0","0","0","3100102","0","10","1001205","90006","6"
"10","2","0","0","0","11","2","0","0","20","20003","0","0","0","3100101","0","30","1001205","90006","2"
"5","2","0","0","0","1","2","0","0","21","20003","0","0","0","3100104","0","1","1001206","90006","4"
"4","2","0","0","0","2","2","0","0","22","20003","0","0","0","3100103","0","3","1001206","90006","3"
"3","2","0","0","0","4","2","0","0","23","20003","0","0","0","3100102","0","10","1001206","90006","2"
"2","2","0","0","0","11","2","0","0","24","20003","0","0","0","3100101","0","30","1001206","90006","1"
"5","2","0","0","0","1","2","0","0","25","20003","0","0","0","3100104","0","1","1001207","90006","4"
"4","2","0","0","0","2","2","0","0","26","20003","0","0","0","3100103","0","3","1001207","90006","3"
"3","2","0","0","0","4","2","0","0","27","20003","0","0","0","3100102","0","10","1001207","90006","2"
"2","2","0","0","0","11","2","0","0","28","20003","0","0","0","3100101","0","30","1001207","90006","1"
"5","2","0","0","0","1","2","0","0","29","20003","0","0","0","3100104","0","1","1001208","90006","4"
"4","2","0","0","0","2","2","0","0","30","20003","0","0","0","3100103","0","3","1001208","90006","3"
"3","2","0","0","0","4","2","0","0","31","20003","0","0","0","3100102","0","10","1001208","90006","2"
"2","2","0","0","0","11","2","0","0","32","20003","0","0","0","3100101","0","30","1001208","90006","1"
"5","2","0","0","0","1","2","0","0","33","20003","0","0","0","3100104","0","1","1001209","90006","4"
"4","2","0","0","0","2","2","0","0","34","20003","0","0","0","3100103","0","3","1001209","90006","3"
"3","2","0","0","0","4","2","0","0","35","20003","0","0","0","3100102","0","10","1001209","90006","2"
"2","2","0","0","0","11","2","0","0","36","20003","0","0","0","3100101","0","30","1001209","90006","1"
"5","2","0","0","0","1","2","0","0","37","20003","0","0","0","3100104","0","1","1001210","90006","4"
"4","2","0","0","0","2","2","0","0","38","20003","0","0","0","3100103","0","3","1001210","90006","3"
"3","2","0","0","0","4","2","0","0","39","20003","0","0","0","3100102","0","10","1001210","90006","2"
"2","2","0","0","0","11","2","0","0","40","20003","0","0","0","3100101","0","30","1001210","90006","1"
"20","2","0","0","0","1","2","0","0","41","20003","0","0","0","3100104","0","1","1002201","90006","5"
"15","2","0","0","0","2","2","0","0","42","20003","0","0","0","3100103","0","3","1002201","90006","4"
"10","2","0","0","0","4","2","0","0","43","20003","0","0","0","3100102","0","10","1002201","90006","3"
"5","2","0","0","0","11","2","0","0","44","20003","0","0","0","3100101","0","30","1002201","90006","1"
"20","2","0","0","0","1","2","0","0","45","20003","0","0","0","3100104","0","1","1002202","90006","5"
"15","2","0","0","0","2","2","0","0","46","20003","0","0","0","3100103","0","3","1002202","90006","4"
"10","2","0","0","0","4","2","0","0","47","20003","0","0","0","3100102","0","10","1002202","90006","3"
"5","2","0","0","0","11","2","0","0","48","20003","0","0","0","3100101","0","30","1002202","90006","1"
"20","2","0","0","0","1","2","0","0","49","20003","0","0","0","3100104","0","1","1002203","90006","5"
"15","2","0","0","0","2","2","0","0","50","20003","0","0","0","3100103","0","3","1002203","90006","4"
"10","2","0","0","0","4","2","0","0","51","20003","0","0","0","3100102","0","10","1002203","90006","3"
"5","2","0","0","0","11","2","0","0","52","20003","0","0","0","3100101","0","30","1002203","90006","1"
"20","2","0","0","0","1","2","0","0","53","20003","0","0","0","3100104","0","1","1002204","90006","5"
"15","2","0","0","0","2","2","0","0","54","20003","0","0","0","3100103","0","3","1002204","90006","4"
"10","2","0","0","0","4","2","0","0","55","20003","0","0","0","3100102","0","10","1002204","90006","3"
"5","2","0","0","0","11","2","0","0","56","20003","0","0","0","3100101","0","30","1002204","90006","1"
"40","2","0","0","0","1","2","0","0","57","20003","0","0","0","3100104","0","1","1002205","90006","10"
"30","2","0","0","0","2","2","0","0","58","20003","0","0","0","3100103","0","3","1002205","90006","8"
"20","2","0","0","0","4","2","0","0","59","20003","0","0","0","3100102","0","10","1002205","90006","6"
"10","2","0","0","0","11","2","0","0","60","20003","0","0","0","3100101","0","30","1002205","90006","2"
"10","2","0","0","0","1","2","0","0","61","20003","0","0","0","3100104","0","1","1002206","90006","4"
"8","2","0","0","0","2","2","0","0","62","20003","0","0","0","3100103","0","3","1002206","90006","3"
"6","2","0","0","0","4","2","0","0","63","20003","0","0","0","3100102","0","10","1002206","90006","2"
"4","2","0","0","0","11","2","0","0","64","20003","0","0","0","3100101","0","30","1002206","90006","1"
"10","2","0","0","0","1","2","0","0","65","20003","0","0","0","3100104","0","1","1002207","90006","4"
"8","2","0","0","0","2","2","0","0","66","20003","0","0","0","3100103","0","3","1002207","90006","3"
"6","2","0","0","0","4","2","0","0","67","20003","0","0","0","3100102","0","10","1002207","90006","2"
"4","2","0","0","0","11","2","0","0","68","20003","0","0","0","3100101","0","30","1002207","90006","1"
"10","2","0","0","0","1","2","0","0","69","20003","0","0","0","3100104","0","1","1002208","90006","4"
"8","2","0","0","0","2","2","0","0","70","20003","0","0","0","3100103","0","3","1002208","90006","3"
"6","2","0","0","0","4","2","0","0","71","20003","0","0","0","3100102","0","10","1002208","90006","2"
"4","2","0","0","0","11","2","0","0","72","20003","0","0","0","3100101","0","30","1002208","90006","1"
"10","2","0","0","0","1","2","0","0","73","20003","0","0","0","3100104","0","1","1002209","90006","4"
"8","2","0","0","0","2","2","0","0","74","20003","0","0","0","3100103","0","3","1002209","90006","3"
"6","2","0","0","0","4","2","0","0","75","20003","0","0","0","3100102","0","10","1002209","90006","2"
"4","2","0","0","0","11","2","0","0","76","20003","0","0","0","3100101","0","30","1002209","90006","1"
"10","2","0","0","0","1","2","0","0","77","20003","0","0","0","3100104","0","1","1002210","90006","4"
"8","2","0","0","0","2","2","0","0","78","20003","0","0","0","3100103","0","3","1002210","90006","3"
"6","2","0","0","0","4","2","0","0","79","20003","0","0","0","3100102","0","10","1002210","90006","2"
"4","2","0","0","0","11","2","0","0","80","20003","0","0","0","3100101","0","30","1002210","90006","1"
"20","2","0","0","0","1","2","0","0","81","20003","0","0","0","3100104","0","1","1003201","90006","5"
"15","2","0","0","0","2","2","0","0","82","20003","0","0","0","3100103","0","3","1003201","90006","4"
"10","2","0","0","0","4","2","0","0","83","20003","0","0","0","3100102","0","10","1003201","90006","3"
"5","2","0","0","0","11","2","0","0","84","20003","0","0","0","3100101","0","30","1003201","90006","1"
"20","2","0","0","0","1","2","0","0","85","20003","0","0","0","3100104","0","1","1003202","90006","5"
"15","2","0","0","0","2","2","0","0","86","20003","0","0","0","3100103","0","3","1003202","90006","4"
"10","2","0","0","0","4","2","0","0","87","20003","0","0","0","3100102","0","10","1003202","90006","3"
"5","2","0","0","0","11","2","0","0","88","20003","0","0","0","3100101","0","30","1003202","90006","1"
"20","2","0","0","0","1","2","0","0","89","20003","0","0","0","3100104","0","1","1003203","90006","5"
"15","2","0","0","0","2","2","0","0","90","20003","0","0","0","3100103","0","3","1003203","90006","4"
"10","2","0","0","0","4","2","0","0","91","20003","0","0","0","3100102","0","10","1003203","90006","3"
"5","2","0","0","0","11","2","0","0","92","20003","0","0","0","3100101","0","30","1003203","90006","1"
"20","2","0","0","0","1","2","0","0","93","20003","0","0","0","3100104","0","1","1003204","90006","5"
"15","2","0","0","0","2","2","0","0","94","20003","0","0","0","3100103","0","3","1003204","90006","4"
"10","2","0","0","0","4","2","0","0","95","20003","0","0","0","3100102","0","10","1003204","90006","3"
"5","2","0","0","0","11","2","0","0","96","20003","0","0","0","3100101","0","30","1003204","90006","1"
"40","2","0","0","0","1","2","0","0","97","20003","0","0","0","3100104","0","1","1003205","90006","10"
"30","2","0","0","0","2","2","0","0","98","20003","0","0","0","3100103","0","3","1003205","90006","8"
"20","2","0","0","0","4","2","0","0","99","20003","0","0","0","3100102","0","10","1003205","90006","6"
"10","2","0","0","0","11","2","0","0","100","20003","0","0","0","3100101","0","30","1003205","90006","2"
"10","2","0","0","0","1","2","0","0","101","20003","0","0","0","3100104","0","1","1003206","90006","4"
"8","2","0","0","0","2","2","0","0","102","20003","0","0","0","3100103","0","3","1003206","90006","3"
"6","2","0","0","0","4","2","0","0","103","20003","0","0","0","3100102","0","10","1003206","90006","2"
"4","2","0","0","0","11","2","0","0","104","20003","0","0","0","3100101","0","30","1003206","90006","1"
"10","2","0","0","0","1","2","0","0","105","20003","0","0","0","3100104","0","1","1003207","90006","4"
"8","2","0","0","0","2","2","0","0","106","20003","0","0","0","3100103","0","3","1003207","90006","3"
"6","2","0","0","0","4","2","0","0","107","20003","0","0","0","3100102","0","10","1003207","90006","2"
"4","2","0","0","0","11","2","0","0","108","20003","0","0","0","3100101","0","30","1003207","90006","1"
"10","2","0","0","0","1","2","0","0","109","20003","0","0","0","3100104","0","1","1003208","90006","4"
"8","2","0","0","0","2","2","0","0","110","20003","0","0","0","3100103","0","3","1003208","90006","3"
"6","2","0","0","0","4","2","0","0","111","20003","0","0","0","3100102","0","10","1003208","90006","2"
"4","2","0","0","0","11","2","0","0","112","20003","0","0","0","3100101","0","30","1003208","90006","1"
"10","2","0","0","0","1","2","0","0","113","20003","0","0","0","3100104","0","1","1003209","90006","4"
"8","2","0","0","0","2","2","0","0","114","20003","0","0","0","3100103","0","3","1003209","90006","3"
"6","2","0","0","0","4","2","0","0","115","20003","0","0","0","3100102","0","10","1003209","90006","2"
"4","2","0","0","0","11","2","0","0","116","20003","0","0","0","3100101","0","30","1003209","90006","1"
"10","2","0","0","0","1","2","0","0","117","20003","0","0","0","3100104","0","1","1003210","90006","4"
"8","2","0","0","0","2","2","0","0","118","20003","0","0","0","3100103","0","3","1003210","90006","3"
"6","2","0","0","0","4","2","0","0","119","20003","0","0","0","3100102","0","10","1003210","90006","2"
"4","2","0","0","0","11","2","0","0","120","20003","0","0","0","3100101","0","30","1003210","90006","1"
"20","2","0","0","0","1","2","0","0","121","20003","0","0","0","3100104","0","1","1004201","90006","5"
"15","2","0","0","0","2","2","0","0","122","20003","0","0","0","3100103","0","3","1004201","90006","4"
"10","2","0","0","0","4","2","0","0","123","20003","0","0","0","3100102","0","10","1004201","90006","3"
"5","2","0","0","0","11","2","0","0","124","20003","0","0","0","3100101","0","30","1004201","90006","1"
"20","2","0","0","0","1","2","0","0","125","20003","0","0","0","3100104","0","1","1004202","90006","5"
"15","2","0","0","0","2","2","0","0","126","20003","0","0","0","3100103","0","3","1004202","90006","4"
"10","2","0","0","0","4","2","0","0","127","20003","0","0","0","3100102","0","10","1004202","90006","3"
"5","2","0","0","0","11","2","0","0","128","20003","0","0","0","3100101","0","30","1004202","90006","1"
"20","2","0","0","0","1","2","0","0","129","20003","0","0","0","3100104","0","1","1004203","90006","5"
"15","2","0","0","0","2","2","0","0","130","20003","0","0","0","3100103","0","3","1004203","90006","4"
"10","2","0","0","0","4","2","0","0","131","20003","0","0","0","3100102","0","10","1004203","90006","3"
"5","2","0","0","0","11","2","0","0","132","20003","0","0","0","3100101","0","30","1004203","90006","1"
"20","2","0","0","0","1","2","0","0","133","20003","0","0","0","3100104","0","1","1004204","90006","5"
"15","2","0","0","0","2","2","0","0","134","20003","0","0","0","3100103","0","3","1004204","90006","4"
"10","2","0","0","0","4","2","0","0","135","20003","0","0","0","3100102","0","10","1004204","90006","3"
"5","2","0","0","0","11","2","0","0","136","20003","0","0","0","3100101","0","30","1004204","90006","1"
"40","2","0","0","0","1","2","0","0","137","20003","0","0","0","3100104","0","1","1004205","90006","10"
"30","2","0","0","0","2","2","0","0","138","20003","0","0","0","3100103","0","3","1004205","90006","8"
"20","2","0","0","0","4","2","0","0","139","20003","0","0","0","3100102","0","10","1004205","90006","6"
"10","2","0","0","0","11","2","0","0","140","20003","0","0","0","3100101","0","30","1004205","90006","2"
"10","2","0","0","0","1","2","0","0","141","20003","0","0","0","3100104","0","1","1004206","90006","4"
"8","2","0","0","0","2","2","0","0","142","20003","0","0","0","3100103","0","3","1004206","90006","3"
"6","2","0","0","0","4","2","0","0","143","20003","0","0","0","3100102","0","10","1004206","90006","2"
"4","2","0","0","0","11","2","0","0","144","20003","0","0","0","3100101","0","30","1004206","90006","1"
"10","2","0","0","0","1","2","0","0","145","20003","0","0","0","3100104","0","1","1004207","90006","4"
"8","2","0","0","0","2","2","0","0","146","20003","0","0","0","3100103","0","3","1004207","90006","3"
"6","2","0","0","0","4","2","0","0","147","20003","0","0","0","3100102","0","10","1004207","90006","2"
"4","2","0","0","0","11","2","0","0","148","20003","0","0","0","3100101","0","30","1004207","90006","1"
"10","2","0","0","0","1","2","0","0","149","20003","0","0","0","3100104","0","1","1004208","90006","4"
"8","2","0","0","0","2","2","0","0","150","20003","0","0","0","3100103","0","3","1004208","90006","3"
"6","2","0","0","0","4","2","0","0","151","20003","0","0","0","3100102","0","10","1004208","90006","2"
"4","2","0","0","0","11","2","0","0","152","20003","0","0","0","3100101","0","30","1004208","90006","1"
"10","2","0","0","0","1","2","0","0","153","20003","0","0","0","3100104","0","1","1004209","90006","4"
"8","2","0","0","0","2","2","0","0","154","20003","0","0","0","3100103","0","3","1004209","90006","3"
"6","2","0","0","0","4","2","0","0","155","20003","0","0","0","3100102","0","10","1004209","90006","2"
"4","2","0","0","0","11","2","0","0","156","20003","0","0","0","3100101","0","30","1004209","90006","1"
"10","2","0","0","0","1","2","0","0","157","20003","0","0","0","3100104","0","1","1004210","90006","4"
"8","2","0","0","0","2","2","0","0","158","20003","0","0","0","3100103","0","3","1004210","90006","3"
"6","2","0","0","0","4","2","0","0","159","20003","0","0","0","3100102","0","10","1004210","90006","2"
"4","2","0","0","0","11","2","0","0","160","20003","0","0","0","3100101","0","30","1004210","90006","1"
