abd8f2a6874103bef4724f56b1e8ae2b12760f3d56f9f612224e1e50fb2f2e7c,e966609e384972b756736202f9a136edfeed02eed694ab9d6dd47f778c5f6331,0326981e966f4fce47d09639c241c108c70a0bcaa3d9862080e7d98c0b76fd65,df9c6de776b90d0d8d33a5f00917b96b2b7ff44a6c5fc88c7e0710115d824d1f,66fafa6a7fab075486394e2c35feff7a6d4a3a96931484a8ff84aff4a72a1714,f1f569a97ae7ee29482ddc8f94c005f60fb55c67c55f2499ee1318fea3973e14,f519c7fc64369b79f94b733827bf965a4c1419728f132594ae3f088ba6a59332,9bc344a05d14beb057e57b92ea9fb295d7e7d8760a21903197fc428cff4a522f,fa4078e29f9bf7a74277e68e9ba0a5b21b7adc05fbd78419c310bb55c197df9e,092316514bf6052ccce2c1370bcee949d6596e87ae16a46e20724a0fe6414fca,e6d48dbc768240746ebd1a57293e0b06cb747c0f46146fb3e2d4843b1183442b,5cd890f260e6ee0b73218a61c7833cd9f28a1547339f40cdc1bf7af4c05355ea,760503dbe56f3dfcf3261e19c5c03210a8479dd056496371d64636272c2296e0,386080070c206602ad0d34c73d08bd8a65c24ec30a299240e23665944722c986,d1a2902c82b347f05a34909e1648435e31497aeb8e84eadcfe7a6f739441a70e,4c23ba3e4e10f027979a942868ea3bc11a6b001215bc503a1d928a1b87d3ca5d
"8102","8101","10035","81","0","8104","8105","1","3","78","0","29","8103","8","0","0"
"8202","8201","10066","82","0","8204","8205","1","6","79","0","30","8203","5","80","81"
"8302","8301","10062","83","0","8304","8305","1","6","82","0","31","8303","2","0","0"
"8402","8401","10014","84","0","8404","8405","1","1","82","0","31","8403","5","0","0"
"8502","8501","10021","85","0","8504","8505","1","2","82","0","31","8503","8","0","0"
"8602","8601","10053","86","0","8604","8605","1","5","83","0","32","8603","2","0","0"
"8702","8701","10011","87","0","8704","8705","1","1","84","0","32","8703","5","0","0"
"8802","8801","10072","88","0","8804","8805","1","7","85","0","32","8803","8","0","0"
"8902","8901","10045","89","0","8904","8905","1","4","86","0","33","8903","2","0","0"
"9002","9001","10042","90","0","9004","9005","1","4","87","0","33","9003","5","0","0"
"9102","9101","10053","91","0","9104","9105","1","5","88","0","33","9103","8","0","0"
"9202","9201","10064","92","0","9204","9205","1","6","89","0","34","9203","2","0","0"
"9302","9301","10035","93","0","9304","9305","1","3","90","0","34","9303","5","0","0"
"9402","9401","10051","94","0","9404","9405","1","5","91","0","34","9403","8","0","0"
"9502","9501","10033","95","0","9504","9505","1","3","92","0","35","9503","2","0","0"
"9602","9601","10044","96","0","9604","9605","1","4","93","0","35","9603","5","0","0"
"9702","9701","10075","97","0","9704","9705","1","7","94","0","35","9703","8","0","0"
"9802","9801","10032","98","0","9804","9805","1","3","95","0","36","9803","2","0","0"
"9902","9901","10023","99","0","9904","9905","1","2","96","0","36","9903","5","0","0"
"10002","10001","10024","100","0","10004","10005","1","2","97","0","36","10003","8","0","0"
"10102","10101","10051","101","0","10104","10105","1","5","98","0","37","10103","2","0","0"
"10202","10201","10012","102","0","10204","10205","1","1","99","0","37","10203","5","0","0"
"10302","10301","10035","103","0","10304","10305","1","3","100","0","37","10303","8","0","0"
"10402","10401","10063","104","0","10404","10405","1","6","101","0","38","10403","2","0","0"
"10502","10501","10055","105","0","10504","10505","1","5","102","0","38","10503","5","0","0"
"10602","10601","10071","106","0","10604","10605","1","7","103","0","38","10603","8","0","0"
"10702","10701","10052","107","0","10704","10705","1","5","104","0","39","10703","2","0","0"
"10802","10801","10043","108","0","10804","10805","1","4","105","0","39","10803","5","0","0"
"10902","10901","10025","109","0","10904","10905","1","2","106","0","39","10903","8","0","0"
"11002","11001","10076","110","0","11004","11005","1","7","107","0","40","11003","5","108","109"
"11102","11101","10062","111","0","11104","11105","2","6","0","0","1","11103","2","0","0"
"11202","11201","10024","112","0","11204","11205","2","2","0","0","1","11203","5","0","0"
"11302","11301","10045","113","0","11304","11305","2","4","0","0","1","11303","8","0","0"
"11402","11401","10022","114","0","11404","11405","2","2","111","0","2","11403","2","0","0"
"11502","11501","10043","115","0","11504","11505","2","4","112","0","2","11503","5","0","0"
"11602","11601","10074","116","0","11604","11605","2","7","113","0","2","11603","8","0","0"
"11702","11701","10012","117","0","11704","11705","2","1","114","0","3","11703","2","0","0"
"11802","11801","10063","118","0","11804","11805","2","6","115","0","3","11803","5","0","0"
"11902","11901","10035","119","0","11904","11905","2","3","116","0","3","11903","8","0","0"
"12002","12001","10051","120","0","12004","12005","2","5","117","0","4","12003","2","0","0"
"12102","12101","10023","121","0","12104","12105","2","2","118","0","4","12103","5","0","0"
"12202","12201","11004","122","0","0","0","2","100","119","0","4","0","8","0","0"
"12302","12301","10061","123","0","12304","12305","2","6","120","0","5","12303","2","0","0"
"12402","12401","10042","124","0","12404","12405","2","4","121","0","5","12403","5","0","0"
"12502","12501","10073","125","0","12504","12505","2","7","122","0","5","12503","8","0","0"
"12602","12601","11015","126","0","0","0","2","101","123","0","6","12603","2","0","0"
"12702","12701","10033","127","0","12704","12705","2","3","124","0","6","12703","5","0","0"
"12802","12801","10054","128","0","12804","12805","2","5","125","0","6","12803","8","0","0"
"12902","12901","10011","129","0","12904","12905","2","1","126","0","7","12903","2","0","0"
"13002","13001","10052","130","0","13004","13005","2","5","127","0","7","13003","5","0","0"
"13102","13101","10064","131","0","13104","13105","2","6","128","0","7","13103","8","0","0"
"13202","13201","10025","132","0","13204","13205","2","2","129","0","8","13203","2","0","0"
"13302","13301","11011","133","0","0","0","2","101","130","0","8","13303","5","0","0"
"0","13401","11014","134","0","0","0","2","101","131","0","8","0","8","0","0"
"13502","13501","10015","135","0","13504","13505","2","1","132","0","9","13503","2","0","0"
"13602","13601","10041","136","0","13604","13605","2","4","133","0","9","13603","5","0","0"
"13702","13701","10055","137","0","13704","13705","2","5","134","0","9","13703","8","0","0"
"13802","13801","10056","138","0","13804","13805","2","5","135","0","10","13803","5","136","137"
"13902","13901","10063","139","0","13904","13905","2","6","138","0","11","13903","2","0","0"
"14002","14001","10054","140","0","14004","14005","2","5","138","0","11","14003","5","0","0"
"14102","14101","10031","141","0","14104","14105","2","3","138","0","11","14103","8","0","0"
"14202","14201","10022","142","0","14204","14205","2","2","139","0","12","14203","2","0","0"
"14302","14301","10014","143","0","14304","14305","2","1","140","0","12","14303","5","0","0"
"14402","14401","10025","144","0","14404","14405","2","2","141","0","12","14403","8","0","0"
"14502","14501","10071","145","0","14504","14505","2","7","142","0","13","14503","2","0","0"
"14602","14601","10052","146","0","14604","14605","2","5","143","0","13","14603","5","0","0"
"14702","14701","11013","147","0","0","0","2","101","144","0","13","0","8","0","0"
"14802","14801","11014","148","0","0","0","2","101","145","0","14","0","2","0","0"
"14902","14901","10013","149","0","14904","14905","2","1","146","0","14","14903","5","0","0"
"15002","15001","10055","150","0","15004","15005","2","5","147","0","14","15003","8","0","0"
"15102","15101","10051","151","0","15104","15105","2","5","148","0","15","15103","2","0","0"
"0","15201","11001","152","0","0","0","2","100","149","0","15","0","5","0","0"
"15302","15301","11012","153","0","0","0","2","101","150","0","15","0","8","0","0"
"15402","15401","10023","154","0","15404","15405","2","2","151","0","16","15403","2","0","0"
"15502","15501","10054","155","0","15504","15505","2","5","152","0","16","15503","5","0","0"
"15602","15601","10021","156","0","15604","15605","2","2","153","0","16","15603","8","0","0"
"15702","15701","10034","157","0","15704","15705","2","3","154","0","17","15703","2","0","0"
"15802","15801","10065","158","0","15804","15805","2","6","155","0","17","15803","5","0","0"
"15902","15901","10072","159","0","15904","15905","2","7","156","0","17","15903","8","0","0"
"16002","16001","10033","160","0","16004","16005","2","3","157","0","18","16003","2","0","0"
"16102","16101","11004","161","0","0","0","2","100","158","0","18","16103","5","0","0"
"16202","16201","10015","162","0","16204","16205","2","1","159","0","18","16203","8","0","0"
"16302","16301","10032","163","0","16304","16305","2","3","160","0","19","16303","2","0","0"
"16402","16401","10053","164","0","16404","16405","2","5","161","0","19","16403","5","0","0"
"16502","16501","10055","165","0","16504","16505","2","5","162","0","19","16503","8","0","0"
"16602","16601","10036","166","0","16604","16605","2","3","163","0","20","16603","5","164","165"
"16702","16701","10061","167","0","16704","16705","2","6","166","0","21","16703","2","0","0"
"16802","16801","10053","168","0","16804","16805","2","5","166","0","21","16803","5","0","0"
"16902","16901","10044","169","0","16904","16905","2","4","166","0","21","16903","8","0","0"
"17002","17001","10065","170","0","17004","17005","2","6","167","0","22","17003","2","0","0"
"17102","17101","10051","171","0","17104","17105","2","5","168","0","22","17103","5","0","0"
"17202","17201","10041","172","0","17204","17205","2","4","169","0","22","17203","8","0","0"
"17302","17301","10012","173","0","17304","17305","2","1","170","0","23","17303","2","0","0"
"17402","17401","10075","174","0","17404","17405","2","7","171","0","23","17403","5","0","0"
"17502","17501","10031","175","0","17504","17505","2","3","172","0","23","17503","8","0","0"
"17602","17601","11003","176","0","0","0","2","100","173","0","24","0","2","0","0"
"17702","17701","11014","177","0","0","0","2","101","174","0","24","17703","5","0","0"
"17802","17801","10011","178","0","17804","17805","2","1","175","0","24","17803","8","0","0"
"17902","17901","10013","179","0","17904","17905","2","1","176","0","25","17903","2","0","0"
"18002","18001","10034","180","0","18004","18005","2","3","177","0","25","18003","5","0","0"
"18102","18101","11005","181","0","0","0","2","100","178","0","25","0","8","0","0"
"18202","18201","10062","182","0","18204","18205","2","6","179","0","26","18203","2","0","0"
"18302","18301","10043","183","0","18304","18305","2","4","180","0","26","18303","5","0","0"
"18402","18401","10054","184","0","18404","18405","2","5","181","0","26","18403","8","0","0"
"18502","18501","10011","185","0","18504","18505","2","1","182","0","27","18503","2","0","0"
"18602","18601","10014","186","0","18604","18605","2","1","183","0","27","18603","5","0","0"
"18702","18701","10045","187","0","18704","18705","2","4","184","0","27","18703","8","0","0"
"18802","18801","10012","188","0","18804","18805","2","1","185","0","28","18803","2","0","0"
"18902","18901","11013","189","0","0","0","2","101","186","0","28","18903","5","0","0"
"19002","19001","11001","190","0","0","0","2","100","187","0","28","0","8","0","0"
"19102","19101","10042","191","0","19104","19105","2","4","188","0","29","19103","2","0","0"
"19202","19201","10073","192","0","19204","19205","2","7","189","0","29","19203","5","0","0"
"19302","19301","10035","193","0","19304","19305","2","3","190","0","29","19303","8","0","0"
"19402","19401","10026","194","0","19404","19405","2","2","191","0","30","19403","5","192","193"
"19502","19501","11001","195","0","0","0","2","100","194","0","31","19503","2","0","0"
"19602","19601","10033","196","0","19604","19605","2","3","194","0","31","19603","5","0","0"
"19702","19701","10024","197","0","19704","19705","2","2","194","0","31","19703","8","0","0"
"19802","19801","10055","198","0","19804","19805","2","5","195","0","32","19803","2","0","0"
"19902","19901","11012","199","0","0","0","2","101","196","0","32","19903","5","0","0"
"20002","20001","10043","200","0","20004","20005","2","4","197","0","32","20003","8","0","0"
"20102","20101","10045","201","0","20104","20105","2","4","198","0","33","20103","2","0","0"
"20202","20201","10021","202","0","20204","20205","2","2","199","0","33","20203","5","0","0"
"20302","20301","10042","203","0","20304","20305","2","4","200","0","33","20303","8","0","0"
"20402","20401","11005","204","0","0","0","2","100","201","0","34","20403","2","0","0"
"20502","20501","10042","205","0","20504","20505","2","4","202","0","34","20503","5","0","0"
"20602","20601","10024","206","0","20604","20605","2","2","203","0","34","20603","8","0","0"
"20702","20701","10031","207","0","20704","20705","2","3","204","0","35","20703","2","0","0"
"20802","20801","10032","208","0","20804","20805","2","3","205","0","35","20803","5","0","0"
"20902","20901","11003","209","0","0","0","2","100","206","0","35","20903","8","0","0"
"21002","21001","10044","210","0","21004","21005","2","4","207","0","36","21003","2","0","0"
"21102","21101","10041","211","0","21104","21105","2","4","208","0","36","21103","5","0","0"
"21202","21201","10043","212","0","21204","21205","2","4","209","0","36","21203","8","0","0"
"21302","21301","10025","213","0","21304","21305","2","2","210","0","37","21303","2","0","0"
"21402","21401","10032","214","0","21404","21405","2","3","211","0","37","21403","5","0","0"
"21502","21501","10054","215","0","21504","21505","2","5","212","0","37","21503","8","0","0"
"21602","21601","10025","216","0","21604","21605","2","2","213","0","38","21603","2","0","0"
"21702","21701","11002","217","0","0","0","2","100","214","0","38","21703","5","0","0"
"21802","21801","10023","218","0","21804","21805","2","2","215","0","38","21803","8","0","0"
"21902","21901","10034","219","0","21904","21905","2","3","216","0","39","21903","2","0","0"
"22002","22001","10031","220","0","22004","22005","2","3","217","0","39","22003","5","0","0"
"22102","22101","10022","221","0","22104","22105","2","2","218","0","39","22103","8","0","0"
"22202","22201","10046","222","0","22204","22205","2","4","219","0","40","22203","5","220","221"
"0","22301","11012","223","0","0","0","3","101","0","0","1","0","2","0","0"
"22402","22401","10021","224","0","22404","22405","3","2","0","0","1","22403","5","0","0"
"22502","22501","10063","225","0","22504","22505","3","6","0","0","1","22503","8","0","0"
"22602","22601","10025","226","0","22604","22605","3","2","223","0","2","22603","2","0","0"
"22702","22701","10024","227","0","22704","22705","3","2","224","0","2","22703","5","0","0"
"22802","22801","10045","228","0","22804","22805","3","4","225","0","2","22803","8","0","0"
"0","22901","11013","229","0","0","0","3","101","226","0","3","0","2","0","0"
"23002","23001","10044","230","0","23004","23005","3","4","227","0","3","23003","5","0","0"
"23102","23101","10072","231","0","23104","23105","3","7","228","0","3","23103","8","0","0"
"0","23201","11015","232","0","0","0","3","101","229","0","4","0","2","0","0"
"0","23301","11003","233","0","0","0","3","100","230","0","4","0","5","0","0"
"23402","23401","10041","234","0","23404","23405","3","4","231","0","4","23403","8","0","0"
"23502","23501","10016","235","0","23504","23505","3","1","232","0","5","23503","5","233","234"
"23602","23601","10064","236","0","23604","23605","3","6","235","0","6","23603","2","0","0"
"23702","23701","10071","237","0","23704","23705","3","7","235","0","6","23703","5","0","0"
"23802","23801","10023","238","0","23804","23805","3","2","235","0","6","23803","8","0","0"
"23902","23901","10065","239","0","23904","23905","3","6","236","0","7","23903","2","0","0"
"0","24001","11013","240","0","0","0","3","101","237","0","7","0","5","0","0"
"0","24101","11011","241","0","0","0","3","101","238","0","7","0","8","0","0"
"24202","24201","10074","242","0","24204","24205","3","7","239","0","8","24203","2","0","0"
"0","24301","11002","243","0","0","0","3","100","240","0","8","0","5","0","0"
"24402","24401","10024","244","0","24404","24405","3","2","241","0","8","24403","8","0","0"
"24502","24501","10062","245","0","24504","24505","3","6","242","0","9","24503","2","0","0"
"0","24601","11005","246","0","0","0","3","100","243","0","9","0","5","0","0"
"24702","24701","10061","247","0","24704","24705","3","6","244","0","9","24703","8","0","0"
"24802","24801","10056","248","0","24804","24805","3","5","245","0","10","24803","5","246","247"
"24902","24901","10022","249","0","24904","24905","3","2","248","0","11","24903","2","0","0"
"25002","25001","10075","250","0","25004","25005","3","7","248","0","11","25003","5","0","0"
"25102","25101","10044","251","0","25104","25105","3","4","248","0","11","25103","8","0","0"
"0","25201","11003","252","0","0","0","3","100","249","0","12","0","2","0","0"
"25302","25301","10025","253","0","25304","25305","3","2","250","0","12","25303","5","0","0"
"25402","25401","10073","254","0","25404","25405","3","7","251","0","12","25403","8","0","0"
"0","25501","11014","255","0","0","0","3","101","252","0","13","0","2","0","0"
"25602","25601","10064","256","0","25604","25605","3","6","253","0","13","25603","5","0","0"
"25702","25701","10042","257","0","25704","25705","3","4","254","0","13","25703","8","0","0"
"0","25801","11002","258","0","0","0","3","100","255","0","14","0","2","0","0"
"25902","25901","10071","259","0","25904","25905","3","7","256","0","14","25903","5","0","0"
"0","26001","11004","260","0","0","0","3","100","257","0","14","0","8","0","0"
"26102","26101","10036","261","0","26104","26105","3","3","258","0","15","26103","5","259","260"
"26202","26201","10041","262","0","26204","26205","3","4","261","0","16","26203","2","0","0"
"26302","26301","10065","263","0","26304","26305","3","6","261","0","16","26303","5","0","0"
"0","26401","11012","264","0","0","0","3","101","261","0","16","0","8","0","0"
"26502","26501","10025","265","0","26504","26505","3","2","262","0","17","26503","2","0","0"
"0","26601","11001","266","0","0","0","3","100","263","0","17","0","5","0","0"
"26702","26701","10075","267","0","26704","26705","3","7","264","0","17","26703","8","0","0"
"26802","26801","10023","268","0","26804","26805","3","2","265","0","18","26803","2","0","0"
"0","26901","11014","269","0","0","0","3","101","266","0","18","0","5","0","0"
"27002","27001","10021","270","0","27004","27005","3","2","267","0","18","27003","8","0","0"
"0","27101","11011","271","0","0","0","3","101","268","0","19","0","2","0","0"
"27202","27201","10073","272","0","27204","27205","3","7","269","0","19","27203","5","0","0"
"27302","27301","10042","273","0","27304","27305","3","4","270","0","19","27303","8","0","0"
"27402","27401","10056","274","0","27404","27405","3","5","271","0","20","27403","5","272","273"
"0","27501","11005","275","0","0","0","3","100","274","0","21","0","2","0","0"
"27602","27601","10074","276","0","27604","27605","3","7","274","0","21","27603","5","0","0"
"27702","27701","10043","277","0","27704","27705","3","4","274","0","21","27703","8","0","0"
"0","27801","11001","278","0","0","0","3","100","275","0","22","0","2","0","0"
"27902","27901","10063","279","0","27904","27905","3","6","276","0","22","27903","5","0","0"
"28002","28001","10045","280","0","28004","28005","3","4","277","0","22","28003","8","0","0"
"28102","28101","10022","281","0","28104","28105","3","2","278","0","23","28103","2","0","0"
"0","28201","11004","282","0","0","0","3","100","279","0","23","0","5","0","0"
"0","28301","11015","283","0","0","0","3","101","280","0","23","0","8","0","0"
"28402","28401","10061","284","0","28404","28405","3","6","281","0","24","28403","2","0","0"
"0","28501","11005","285","0","0","0","3","100","282","0","24","0","5","0","0"
"28602","28601","10071","286","0","28604","28605","3","7","283","0","24","28603","8","0","0"
"28702","28701","10036","287","0","28704","28705","3","3","284","0","25","28703","5","285","286"
"28802","28801","10065","288","0","28804","28805","3","6","287","0","26","28803","2","0","0"
"0","28901","11011","289","0","0","0","3","101","287","0","26","0","5","0","0"
"29002","29001","10023","290","0","29004","29005","3","2","287","0","26","29003","8","0","0"
"29102","29101","10072","291","0","29104","29105","3","7","288","0","27","29103","2","0","0"
"0","29201","11003","292","0","0","0","3","100","289","0","27","0","5","0","0"
"29302","29301","10044","293","0","29304","29305","3","4","290","0","27","29303","8","0","0"
"29402","29401","10062","294","0","29404","29405","3","6","291","0","28","29403","2","0","0"
"29502","29501","10043","295","0","29504","29505","3","4","292","0","28","29503","5","0","0"
"29602","29601","10063","296","0","29604","29605","3","6","293","0","28","29603","8","0","0"
"29702","29701","10021","297","0","29704","29705","3","2","294","0","29","29703","2","0","0"
"29802","29801","10062","298","0","29804","29805","3","6","295","0","29","29803","5","0","0"
"0","29901","11004","299","0","0","0","3","100","296","0","29","0","8","0","0"
"30002","30001","10016","300","0","30004","30005","3","1","297","0","30","30003","5","298","299"
"30102","30101","10042","301","0","30104","30105","3","4","300","0","31","30103","2","0","0"
"0","30201","11013","302","0","0","0","3","101","300","0","31","0","5","0","0"
"30302","30301","10045","303","0","30304","30305","3","4","300","0","31","30303","8","0","0"
"30402","30401","10023","304","0","30404","30405","3","2","301","0","32","30403","2","0","0"
"30502","30501","10041","305","0","30504","30505","3","4","302","0","32","30503","5","0","0"
"30602","30601","10075","306","0","30604","30605","3","7","303","0","32","30603","8","0","0"
"0","30701","11012","307","0","0","0","3","101","304","0","33","0","2","0","0"
"30802","30801","10024","308","0","30804","30805","3","2","305","0","33","30803","5","0","0"
"30902","30901","10021","309","0","30904","30905","3","2","306","0","33","30903","8","0","0"
"31002","31001","10043","310","0","31004","31005","3","4","307","0","34","31003","2","0","0"
"31102","31101","10061","311","0","31104","31105","3","6","308","0","34","31103","5","0","0"
"0","31201","11002","312","0","0","0","3","100","309","0","34","0","8","0","0"
"31302","31301","10036","313","0","31304","31305","3","3","310","0","35","31303","5","311","312"
"31402","31401","10073","314","0","31404","31405","3","7","313","0","36","31403","2","0","0"
"31502","31501","10041","315","0","31504","31505","3","4","313","0","36","31503","5","0","0"
"0","31601","11014","316","0","0","0","3","101","313","0","36","0","8","0","0"
"31702","31701","10025","317","0","31704","31705","3","2","314","0","37","31703","2","0","0"
"31802","31801","10043","318","0","31804","31805","3","4","315","0","37","31803","5","0","0"
"0","31901","11001","319","0","0","0","3","100","316","0","37","0","8","0","0"
"32002","32001","10022","320","0","32004","32005","3","2","317","0","38","32003","2","0","0"
"32102","32101","10064","321","0","32104","32105","3","6","318","0","38","32103","5","0","0"
"32202","32201","10074","322","0","32204","32205","3","7","319","0","38","32203","8","0","0"
