4fb2c1d13467fb2debe0eef44f554df6da4fe1a98c70ef113d8b08a960e5630e,d576353cf4480d86474c64beb170e56d2166933e44b6767bc3f11047799c1fd3,77cf10bb1e360cfe2373e73cca46328f14fbf284b0af0d332d0c2973959017b1,de6bf5ba9dddb88a88aaa3fe644bc9f2d9a3a9adb0482fcd4cf8039544b0ff67,ed78057bda63fb5c4838d8eb0072aef9ed38b32ef83be606441a84e98c744dd6,f7409afc6bf6cf095fe2cd2a855b144dddba51efd3f235667faf192842868c8f,3c917e0b249e0ac73a6eb984a2d6feb236ab3f0b6a8c14a65ed136f4de743aa9,dbab07d31398b999fa864c26e6f2ea41cfa9c635ad278b4c427bfe44cba086c6,ecb73b3d39b42b139b7863eb682d336e3e5261c9d74b3170b81b63163cd27961,301a2091226176b3f0d5261acf5b97a3e6b9f80a0e17461af923adc155c9537b,082513fa8cc833be23315e8bd81168079a3a1d4097238ca9f2d8c020e435879f,70f46b9e284792d4fd5e998a4dfae08cad0ea6021098c093ccc511f121bca297,66022ad849a12ea755dc27479bfab8a2f014b9228a9be8aaa19ed9e699f03e49
"0","8134","2020/02/04 16:00:00","1,12","2021/12/24 16:00:00","0","0","10025","2030/04/19 15:00:00","20018","0","0","0"
"0","3420","2020/03/02 16:00:00","1","2022/01/26 16:00:00","0","-2","10027","2030/04/19 15:00:00","20019","0","0","0"
"0","5283","2020/04/01 16:00:00","1,13","2022/02/22 16:00:00","0","-5","10029","2030/04/19 15:00:00","20020","0","0","0"
"0","1311","2020/05/05 16:00:00","1,14","2022/03/25 16:00:00","0","-4","10031","2030/04/19 15:00:00","20021","0","0","0"
"0","6055","2020/06/03 16:00:00","1,15","2022/04/25 16:00:00","0","-7","10033","2030/04/19 15:00:00","20022","0","0","0"
"0","2022","2020/07/02 16:00:00","1","2022/05/25 16:00:00","0","-5","10038","2030/04/19 15:00:00","20023","0","0","0"
"0","6011","2020/08/03 16:00:00","1","2022/06/24 16:00:00","0","-10","10040","2030/04/19 15:00:00","20024","0","0","0"
"0","5221","2020/09/04 16:00:00","1,16","2022/07/26 16:00:00","0","-5","10042","2030/04/19 15:00:00","20025","0","0","0"
"0","3040","2020/11/02 16:00:00","1,17","2022/08/26 16:00:00","0","10","10044","2030/04/19 15:00:00","20026","0","0","0"
"0","6120","2020/12/04 16:00:00","1,18","2022/09/23 16:00:00","0","10","10046","2030/04/19 15:00:00","20027","0","0","0"
"0","5033","2020/12/31 16:00:00","1","2022/10/26 16:00:00","0","-5","10048","2030/04/19 15:00:00","20028","0","0","0"
"0","5151","2021/02/01 16:00:00","1,19","2022/11/25 16:00:00","0","0","10050","2030/04/19 15:00:00","20029","0","0","0"
"0","6056","2021/03/02 16:00:00","1","2022/12/25 16:00:00","0","-8","10052","2030/04/19 15:00:00","20030","0","0","0"
"0","3351","2021/04/01 16:00:00","1,20","2023/01/24 16:00:00","0","0","10054","2030/04/19 15:00:00","20031","0","0","0"
"0","2191","2021/05/04 16:00:00","1,21","2023/02/23 16:00:00","0","0","10056","2030/04/19 15:00:00","20032","0","0","0"
"0","1122","2021/06/02 16:00:00","1,22","2023/03/24 16:00:00","0","0","10058","2030/04/19 15:00:00","20033","0","0","0"
"0","1123","2021/06/12 16:00:00","1,22","2023/03/24 16:00:00","0","0","10059","2030/04/19 15:00:00","20034","20033","0","0"
"0","2194","2021/07/05 16:00:00","1,23","2023/04/25 16:00:00","0","12","10061","2030/04/19 15:00:00","20035","0","0","0"
"0","5010","2021/08/02 16:00:00","1","2023/05/26 16:00:00","0","0","10064","2030/04/19 15:00:00","20036","0","0","0"
"0","144","2021/09/01 16:00:00","1","2023/06/26 16:00:00","0","0","10066","2030/04/19 15:00:00","20037","0","0","0"
"0","121","2021/10/01 16:00:00","1,24","2023/07/26 16:00:00","0","0","10068","2030/04/19 15:00:00","20038","0","0","0"
"0","394","2021/11/01 16:00:00","1","2023/08/25 16:00:00","0","0","10070","2030/04/19 15:00:00","20039","0","0","0"
"0","1082","2021/12/02 16:00:00","1,25","2023/09/25 16:00:00","0","0","10072","2030/04/19 15:00:00","20040","0","0","0"
"0","181","2022/01/03 16:00:00","1","2023/10/25 16:00:00","0","0","10074","2030/04/19 15:00:00","20041","0","0","0"
"0","5084","2022/02/01 16:00:00","1,26","2023/11/24 16:00:00","0","0","10076","2030/04/19 15:00:00","20042","0","0","0"
"0","6054","2022/03/01 16:00:00","1","2023/12/26 16:00:00","0","0","10078","2030/04/19 15:00:00","20043","0","0","0"
"0","6381","2022/04/01 16:00:00","1,27","2024/01/26 16:00:00","0","0","10080","2030/04/19 15:00:00","20044","0","0","0"
"0","2193","2022/05/02 16:00:00","1,28","2024/02/23 16:00:00","0","0","10082","2030/04/19 15:00:00","20045","0","0","0"
"0","8163","2022/06/01 16:00:00","1","2024/03/26 16:00:00","0","0","10084","2030/04/19 15:00:00","20046","0","0","0"
"0","8164","2022/06/08 16:00:00","1,29","2024/03/26 16:00:00","0","0","10085","2030/04/19 15:00:00","20047","20046","0","0"
"0","2201","2022/07/01 16:00:00","1","2024/04/25 16:00:00","0","0","10088","2030/04/19 15:00:00","20048","0","0","0"
"0","430","2022/08/01 16:00:00","1","2024/05/26 16:00:00","0","0","10090","2030/04/19 15:00:00","20049","0","0","0"
"0","351","2022/09/01 16:00:00","1","2024/07/26 16:00:00","0","0","10092","2030/04/19 15:00:00","20050","0","0","0"
"0","392","2022/10/02 16:00:00","1,30","2024/08/26 16:00:00","0","0","10094","2030/04/19 15:00:00","20051","0","0","0"
"0","3402","2022/11/01 16:00:00","1,31","2024/10/26 16:00:00","0","0","10096","2030/04/19 15:00:00","20052","0","0","0"
"0","8132","2022/12/01 16:00:00","1,32","2024/11/26 16:00:00","0","0","10098","2030/04/19 15:00:00","20053","0","0","0"
"0","6057","2023/01/02 16:00:00","1","2024/12/26 16:00:00","0","0","10100","2030/04/19 15:00:00","20054","0","0","0"
"0","5200","2023/02/01 16:00:00","1,33","2025/01/26 16:00:00","0","0","10102","2030/04/19 15:00:00","20055","0","0","0"
"0","3479","2023/03/01 16:00:00","1","2025/02/26 16:00:00","0","0","10104","2030/04/19 15:00:00","20056","0","0","0"
"0","5033","2023/04/01 16:00:00","1,34","2025/03/26 16:00:00","0","0","10106","2030/04/19 15:00:00","20057","0","0","0"
"0","7213","2023/05/01 16:00:00","1,35","2025/04/26 16:00:00","0","-10","10108","2030/04/19 15:00:00","20058","0","0","0"
"0","8153","2023/06/01 16:00:00","1,36","2025/05/26 16:00:00","0","-10","10110","2030/04/19 15:00:00","20059","0","0","0"
"0","8154","2023/06/08 16:00:00","1,36","2025/05/26 16:00:00","0","-10","10111","2030/04/19 15:00:00","20060","20059","0","0"
"0","4314","2023/07/02 16:00:00","1","2025/06/26 16:00:00","0","-10","10114","2030/04/19 15:00:00","20061","0","0","0"
"0","3301","2023/08/01 16:00:00","1","2025/07/26 16:00:00","0","-10","10116","2030/04/19 15:00:00","20062","0","0","0"
"0","1443","2023/09/01 16:00:00","1,37","2025/08/26 16:00:00","0","10","10118","2030/04/19 15:00:00","20063","0","0","0"
"0","202","2023/10/01 16:00:00","1","2025/09/26 16:00:00","0","0","10120","2030/04/19 15:00:00","20064","0","0","0"
"0","460","2023/11/01 16:00:00","1,38","2025/10/26 16:00:00","0","0","10122","2030/04/19 15:00:00","20065","0","0","0"
"0","2394","2023/12/01 16:00:00","1,39","2025/11/26 16:00:00","0","0","10124","2030/04/19 15:00:00","20066","0","0","0"
"0","1","2024/06/01 16:00:00","1,40","2025/12/26 16:00:00","0","0","10136","2030/04/19 15:00:00","20067","0","0","0"
"0","2","2024/06/08 16:00:00","1,40","2025/12/26 16:00:00","0","0","10137","2030/04/19 15:00:00","20068","20067","0","0"
