26b02c2f8fc958097a054eb3cfb7631cc1141b956dafeaba5c18996d0b9a6f54,3bc612a958562edf95fb1cfdd81763844c6c6e98a0435103a5d11e47a5697ee6,2e5162e99b5d623f68bb2b0ab11dfeeeb16925429d35e771b675d592d2696ae1,5431f19ac80551676468666fcfbffe7de31b45f8d20936d19b2fd673a36f19d8,0068d51f192754f6113aeee47f61543c06c7899e3dbed99ed96cc42f3341fa7d,4309a3b62aa9863173f46edc8fa2eed113f43f85f7519f0321ca470748f192cc,619d49912c1c2c4e4965fc822c65455f875db9ef988ba2856529444bd5d52cea,ea404bac81cae22d2233a57cf0603cce0d79762a82ce9b96773558e18f3ede0a,29fb432f4b0c86b79ed3fbb4d21af7628694800b534cb908f93f40c0b82f193c,0a7ee22f4733b5b3a18ba253ffab36221ec1fac659ae740035c4f9e3173710b4,02edfd93bce6dcb23b8d441b0812914d4aafb38e891adf09faa3afda66883a00,fa0f7849910fe57763b982543439c20aceddfa40b0494262d473ba9545b5976e
"0","0","5","610205107","0","10205501","3","0","0","1.5","0","1"
"3","5206322","5","610206102","0","10206201","1","600","5206321","5.5","0","2"
"3","5206323","5","610206103","0","10206201","2","600","0","1.5","0","2"
"0","0","5","610206104","0","10206201","3","0","0","1.5","0","1"
"3","0","5","610206105","0","10206501","1","600","0","5.5","0","2"
"3","0","5","610206106","0","10206501","2","600","0","1.5","0","2"
"0","0","5","610206107","0","10206501","3","0","0","1.5","0","1"
"3","5207322","5","610207102","0","10207201","1","600","5207321","5.5","0","2"
"0","5207323","5","610207103","0","10207201","2","0","0","1.5","66","1"
"0","0","5","610207104","0","10207201","3","0","0","1.5","0","1"
"3","0","5","610207105","0","10207501","1","600","0","5.5","0","2"
"0","0","5","610207106","0","10207501","2","0","0","1.5","66","1"
"0","0","5","610207107","0","10207501","3","0","0","1.5","0","1"
"3","5208322","5","610208102","0","10208201","1","600","5208321","5.5","0","2"
"0","5208323","5","610208103","0","10208201","2","0","0","1.5","70","1"
"0","0","5","610208104","0","10208201","3","0","0","1.5","0","1"
"3","0","5","610208105","0","10208501","1","600","0","5.5","0","2"
"0","0","5","610208106","0","10208501","2","0","0","1.5","70","1"
"0","0","5","610208107","0","10208501","3","0","0","1.5","0","1"
"3","5209322","5","610209102","0","10209201","1","600","5209321","5.5","0","2"
"0","5209323","5","610209103","0","10209201","2","0","0","1.5","55","1"
"0","0","5","610209104","0","10209201","3","0","0","1.5","0","1"
"3","0","5","610209105","0","10209501","1","600","0","5.5","0","2"
"0","0","5","610209106","0","10209501","2","0","0","1.5","60","1"
"0","0","5","610209107","0","10209501","3","0","0","1.5","0","1"
"3","5210322","5","610210102","0","10210201","1","600","5210321","5.5","0","2"
"0","5210323","5","610210103","0","10210201","2","0","0","1.5","65","1"
"0","0","5","610210104","0","10210201","3","0","0","1.5","0","1"
"3","0","5","610210105","0","10210501","1","600","0","5.5","0","2"
"0","0","5","610210106","0","10210501","2","0","0","1.5","60","1"
"0","0","5","610210107","0","10210501","3","0","0","1.5","0","1"
"3","5211322","5","610211102","0","10211201","1","600","5211321","5.5","0","2"
"0","5211323","5","610211103","0","10211201","2","0","0","1.5","40","1"
"0","0","5","610211104","0","10211201","3","0","0","1.5","0","1"
"3","0","5","610211105","0","10211501","1","600","0","5.5","0","2"
"0","0","5","610211106","0","10211501","2","0","0","1.5","45","1"
"0","0","5","610211107","0","10211501","3","0","0","1.5","0","1"
"3","5212322","5","610212102","0","10212201","1","600","5212321","5.5","0","2"
"0","5212323","5","610212103","0","10212201","2","0","0","1.5","60","1"
"0","0","5","610212104","0","10212201","3","0","0","1.5","0","1"
"3","0","5","610212105","0","10212501","1","600","0","5.5","0","2"
"0","0","5","610212106","0","10212501","2","0","0","1.5","60","1"
"0","0","5","610212107","0","10212501","3","0","0","1.5","0","1"
"3","5213322","5","610213102","0","10213201","1","600","5213321","5.5","0","2"
"0","5213323","5","610213103","0","10213201","2","0","0","1.5","60","1"
"0","0","5","610213104","0","10213201","3","0","0","1.5","0","1"
"3","0","5","610213105","0","10213501","1","600","0","5.5","0","2"
"0","0","5","610213106","0","10213501","2","0","0","1.5","60","1"
"0","0","5","610213107","0","10213501","3","0","0","1.5","0","1"
"5.5","5213332","5","610213152","0","10213251","1","600","5213331","5.5","0","2"
"0","5213333","5","610213153","0","10213251","2","0","0","1.5","70","1"
"0","0","5","610213154","0","10213251","3","0","0","1.5","0","1"
"5.5","0","5","610213155","0","10213551","1","600","0","5.5","0","2"
"0","0","5","610213156","0","10213551","2","0","0","1.5","70","1"
"0","0","5","610213157","0","10213551","3","0","0","1.5","0","1"
"3","5214322","5","610214102","0","10214201","1","600","5214321","5.5","0","2"
"3","5214323","5","610214103","0","10214201","2","600","0","1.5","0","2"
"0","0","5","610214104","0","10214201","3","0","0","1.5","0","1"
"3","0","5","610214105","0","10214501","1","600","0","5.5","0","2"
"3","0","5","610214106","0","10214501","2","600","0","1.5","0","2"
"0","0","5","610214107","0","10214501","3","0","0","1.5","0","1"
"3","5215322","5","610215102","0","10215201","1","600","5215321","5.5","0","2"
"3","5215323","5","610215103","0","10215201","2","600","0","1.5","0","2"
"0","0","5","610215104","0","10215201","3","0","0","1.5","0","1"
"3","0","5","610215105","0","10215501","1","600","0","5.5","0","2"
"3","0","5","610215106","0","10215501","2","600","0","1.5","0","2"
"0","0","5","610215107","0","10215501","3","0","0","1.5","0","1"
