34b8d35356dccc80b41cb725659a047b4466ed4be2540f159e032bbf3170d095,c4829c90d7c27ff58e6aa18a4383d14fe195249670306dfa9b174ec336e7c6fc,45bf500591f3e490b6de1e1a2a418d8c576b0bac6b239afc03551aade7ba2ddc,b955032a799b611c930673a9ec85515286d0f74d20c8deef85effa9b43b5c7ab,363af0659f68634fa3bbf47d0d5171b34491fdad2428e2728fac9d41fcebcfff,81e22b7d861e9efff50d6c00e8eb9b197b46295fbec3a0a4929fd49f72068369
"0","10109105","1","1","96","10109101"
"0","10109108","1","1","97","10109102"
"0","10109111","1","1","98","10109103"
"501160","5082002","3","2","99","10109"
"501031","5082004","3","2","100","10109"
"501483","5082005","3","2","101","10109"
"500368","5084001","3","2","103","10112"
"510306","5084002","3","2","104","10112"
"500039","5084003","3","2","105","10112"
"500368","5085002","3","2","106","10113"
"510203","5085003","3","2","107","10113"
"500272","5085004","3","2","108","10113"
"501501","5085005","3","2","109","10113"
"0","1011001","2","1","110","10110101"
"0","20037112","1","1","111","20037101"
"501291","5066005","3","2","112","20037"
"501810","5088005","3","2","113","10115"
"500016","5114000","3","2","114","10114"
"501952","5114003","3","2","115","10114"
"501341","5068001","3","2","116","20038"
"501541","5090002","3","2","117","10117"
"501353","5070004","3","2","121","20039"
"500016","5070005","3","2","122","20039"
"500837","5116004","3","2","123","10116"
"501031","5092001","3","2","124","10119"
"501551","5092004","3","2","125","10119"
"500133","5118002","3","2","126","10118"
"500810","5118003","3","2","127","10118"
"500133","5118007","3","2","128","10118"
"501364","5072004","3","2","129","20040"
"501365","5072006","3","2","130","20040"
"501614","5124003","3","2","132","10124"
"501383","5074001","3","2","133","20041"
"501593","5094001","3","2","135","10121"
"502003","5122000","3","2","136","10122"
"502015","5122002","3","2","137","10122"
"501613","5096002","3","2","138","10123"
"505036","5076005","3","2","139","20042"
"501451","5078004","3","2","140","20043"
"501031","5098000","3","2","141","10125"
"500837","5100003","3","2","143","10127"
"501463","5080005","3","2","144","20044"
"502063","5128001","3","2","145","10128"
"501873","5102002","3","2","146","10129"
"0","20045105","1","1","147","20045101"
"0","20045108","1","1","148","20045102"
"0","20045111","1","1","149","20045103"
"501160","5082002","3","2","150","20045"
"501031","5082004","3","2","151","20045"
"501483","5082005","3","2","152","20045"
"500368","5084001","3","2","153","20046"
"510306","5084002","3","2","154","20046"
"500039","5084003","3","2","155","20046"
"500368","5085002","3","2","156","20047"
"510203","5085003","3","2","157","20047"
"500272","5085004","3","2","158","20047"
"501501","5085005","3","2","159","20047"
"500016","5130001","3","2","160","10130"
"500133","5130007","3","2","161","10130"
"500133","5104003","3","2","162","10131"
"500143","5136002","3","2","163","10136"
"500175","5136004","3","2","164","10136"
"501622","5137002","3","2","165","10137"
"500133","5137005","3","2","166","10137"
"501810","5088005","3","2","167","20048"
"500553","5134007","3","2","168","10134"
"501911","5108002","3","2","169","10135"
"501931","5110005","3","2","170","10138"
"500013","5111005","3","2","171","10139"
"501541","5090002","3","2","172","20049"
"0","1013801","2","1","173","10138101"
"500016","5114000","3","2","174","10141"
"501952","5114003","3","2","175","10141"
"502224","5140002","3","2","180","10140"
"501031","5092001","3","2","181","20050"
"501551","5092004","3","2","182","20050"
"501683","5142001","3","2","183","10142"
"500837","5116004","3","2","184","10143"
"500133","5118002","3","2","185","10145"
"500810","5118003","3","2","186","10145"
"500133","5118007","3","2","187","10145"
"501593","5094001","3","2","188","20051"
"501613","5096002","3","2","189","20052"
"502283","5146001","3","2","1014601","10146"
"502003","5122000","3","2","1014901","10149"
"502015","5122002","3","2","1014902","10149"
"501614","5124003","3","2","1015101","10151"
"502373","5154007","3","2","1015401","10154"
"502074","5156001","3","2","1015601","10156"
"502394","5156002","3","2","1015602","10156"
"502063","5128001","3","2","1015701","10157"
"500880","5158003","3","2","1015801","10158"
"500016","5130001","3","2","1015901","10159"
"500133","5130007","3","2","1015902","10159"
"500553","5134007","3","2","1016301","10163"
"500143","5136002","3","2","1016401","10164"
"500175","5136004","3","2","1016402","10164"
"501622","5137002","3","2","1016501","10165"
"500133","5137005","3","2","1016502","10165"
"502224","5140002","3","2","1016601","10166"
"501683","5142001","3","2","1016701","10167"
"502283","5146001","3","2","1016901","10169"
"502373","5154007","3","2","1017301","10173"
"501031","5098000","3","2","2005301","20053"
"500837","5100003","3","2","2005401","20054"
"501873","5102002","3","2","2005501","20055"
"500133","5104003","3","2","2005601","20056"
"501911","5108002","3","2","2005801","20058"
"501931","5110005","3","2","2005901","20059"
"500013","5111005","3","2","2006001","20060"
"500016","5114000","3","2","2006101","20061"
"501952","5114003","3","2","2006102","20061"
"500837","5116004","3","2","2006201","20062"
"500133","5118002","3","2","2006301","20063"
"500810","5118003","3","2","2006302","20063"
"500133","5118007","3","2","2006303","20063"
"502003","5122000","3","2","2006501","20065"
"502015","5122002","3","2","2006502","20065"
"501614","5124003","3","2","2006601","20066"
"500143","5136002","3","2","2006701","20067"
"500175","5136004","3","2","2006702","20067"
"501622","5137002","3","2","2006801","20068"
"500133","5137005","3","2","2006802","20068"
"502063","5128001","3","2","2007001","20070"
"500016","5130001","3","2","2007101","20071"
"500133","5130007","3","2","2007102","20071"
