6ca64a29c97445ef68d79221610fc324f5dc21ecf646b83c42e50c6b117c3b63,e84e4861a9a5630855f099a4600787147b07c3a877e2f26aa871bf1193ecb00e,1ccc82ea6e3db6afdaddee340e576839bacda4fb89cabcab5bba3821c12bdaf5,a0e0dd91e53a0c36ac2c5df970048ce29da6398dec8bf4b30efc01da3baafd0e,83cb1a2f6db25cb1c24ffe83f45677e38da08d338bdce77a8050759abe8e1867,fe1b48d80de92bea67d78b209f8d04da768c553322f0add80f120f58a8e94ef8,de02f4310d2b6f3137048696bcb3ce2f1b538754eff7c742f462ef4496e39e96,928b2ba1aa4765dc2a29907da36f2e8505f0500a683d1cb504643da0098db8f4,b0db5746d40f7e3d563ff48b94838d19ec37a871a121c14dd5f1f210389691fe,649e60048870f080b987562f1ced0b8c783aa42e4f2b9f769c50679d37033946,402d6afb1a4e72765734d2971999adb89727441c0101da8ff446ba4963cb3aa1,b941009fabafcd04c2268b1a58e3f762ebaafc91bc102d4a769f8e9aab6a557b,8a7870c8f519139cf0f83a098adb03869f947efa3a20306a7a058473bd287aaa,83b2e84cbf40db6eb261136fe7a208b36b7bc022cb2e955c88a5a702e64d0362,36ae98e1ec546775d75c32ed9f527bf68ad760e690f1a71183cad6587bde4ea7,ba513cd8c6df4a42a8de3e33f4c73c20e28e47cb5277b22daa27099474b86ac7,c21af134b05aa36414381d682314b45e59449f422ebd0d0798c81cedd9a18ed5,f77dd811ca91eb122639a4e9ab2a78d03a5879a18ac23ee6f20d6dab8d557b5d,83601ab9f9aa6a4226486411b824be0c9058650d998cacffebcfc3cee7756818,5f55217d8d72c7f24628a549be79bc54f90f6059a2d120fcce3192946ccd82c1
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1001902","20015","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1001903","20015","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1001904","20015","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1001905","20015","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1001906","20015","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1001907","20015","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1001908","20015","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1001909","20015","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1001910","20015","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002301","20017","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002302","20017","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002303","20017","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002304","20017","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002305","20017","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002306","20017","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002307","20017","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002308","20017","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002309","20017","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002310","20017","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002311","20017","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002312","20017","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002313","20017","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002314","20017","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002315","20017","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002501","20018","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002502","20018","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002503","20018","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002504","20018","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002505","20018","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002506","20018","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002507","20018","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002508","20018","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002509","20018","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002510","20018","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002511","20018","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002512","20018","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002513","20018","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002514","20018","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002515","20018","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002701","20019","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002702","20019","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002703","20019","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002704","20019","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002705","20019","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002706","20019","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002707","20019","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002708","20019","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002709","20019","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002710","20019","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002901","20020","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002902","20020","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002903","20020","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002904","20020","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002905","20020","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002906","20020","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002907","20020","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002908","20020","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002909","20020","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002910","20020","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1002911","20020","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1002912","20020","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1002913","20020","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1002914","20020","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1002915","20020","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1003301","20022","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1003302","20022","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1003303","20022","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1003304","20022","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1003305","20022","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1003306","20022","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1003307","20022","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1003308","20022","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1003309","20022","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1003310","20022","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1003801","20023","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1003802","20023","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1003803","20023","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1003804","20023","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1003805","20023","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1003806","20023","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1003807","20023","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1003808","20023","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1003809","20023","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1003810","20023","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1003811","20023","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1003812","20023","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1003813","20023","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1003814","20023","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1003815","20023","0","0","0","1000","0","0"
"94002","12","1","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004001","20024","0","0","0","100","0","0"
"94002","12","1","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004002","20024","0","0","0","200","0","0"
"91002","8","1","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004003","20024","0","0","0","500","0","0"
"94002","12","1","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004004","20024","0","0","0","800","0","0"
"91002","8","1","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004005","20024","0","0","0","1000","0","0"
"94002","12","2","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004006","20024","0","0","0","100","0","0"
"94002","12","2","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004007","20024","0","0","0","200","0","0"
"91002","8","2","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004008","20024","0","0","0","500","0","0"
"94002","12","2","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004009","20024","0","0","0","800","0","0"
"91002","8","2","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004010","20024","0","0","0","1000","0","0"
"94002","12","3","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004011","20024","0","0","0","100","0","0"
"94002","12","3","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004012","20024","0","0","0","200","0","0"
"91002","8","3","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004013","20024","0","0","0","500","0","0"
"94002","12","3","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004014","20024","0","0","0","800","0","0"
"91002","8","3","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004015","20024","0","0","0","1000","0","0"
"94002","12","4","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004016","20024","0","0","0","100","0","0"
"94002","12","4","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004017","20024","0","0","0","200","0","0"
"91002","8","4","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004018","20024","0","0","0","500","0","0"
"94002","12","4","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004019","20024","0","0","0","800","0","0"
"91002","8","4","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004020","20024","0","0","0","1000","0","0"
"94002","12","1","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004201","20025","0","0","0","100","0","0"
"94002","12","1","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004202","20025","0","0","0","200","0","0"
"91002","8","1","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004203","20025","0","0","0","500","0","0"
"94002","12","1","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004204","20025","0","0","0","800","0","0"
"91002","8","1","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004205","20025","0","0","0","1000","0","0"
"94002","12","2","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004206","20025","0","0","0","100","0","0"
"94002","12","2","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004207","20025","0","0","0","200","0","0"
"91002","8","2","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004208","20025","0","0","0","500","0","0"
"94002","12","2","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004209","20025","0","0","0","800","0","0"
"91002","8","2","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004210","20025","0","0","0","1000","0","0"
"94002","12","3","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004211","20025","0","0","0","100","0","0"
"94002","12","3","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004212","20025","0","0","0","200","0","0"
"91002","8","3","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004213","20025","0","0","0","500","0","0"
"94002","12","3","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004214","20025","0","0","0","800","0","0"
"91002","8","3","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004215","20025","0","0","0","1000","0","0"
"94002","12","4","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004216","20025","0","0","0","100","0","0"
"94002","12","4","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004217","20025","0","0","0","200","0","0"
"91002","8","4","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004218","20025","0","0","0","500","0","0"
"94002","12","4","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004219","20025","0","0","0","800","0","0"
"91002","8","4","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004220","20025","0","0","0","1000","0","0"
"94002","12","5","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1004221","20025","0","0","0","100","0","0"
"94002","12","5","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004222","20025","0","0","0","200","0","0"
"91002","8","5","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1004223","20025","0","0","0","500","0","0"
"94002","12","5","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004224","20025","0","0","0","800","0","0"
"91002","8","5","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004225","20025","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1004401","20026","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1004402","20026","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1004403","20026","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004404","20026","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004405","20026","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1004406","20026","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1004407","20026","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1004408","20026","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004409","20026","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004410","20026","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1004411","20026","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1004412","20026","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1004413","20026","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004414","20026","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004415","20026","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1004801","20028","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004802","20028","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1004803","20028","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004804","20028","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004805","20028","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1004806","20028","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1004807","20028","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1004808","20028","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1004809","20028","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1004810","20028","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005001","20029","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005002","20029","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1005003","20029","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005004","20029","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005005","20029","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005006","20029","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005007","20029","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1005008","20029","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005009","20029","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005010","20029","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005011","20029","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005012","20029","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1005013","20029","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005014","20029","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005015","20029","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005201","20030","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1005202","20030","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1005203","20030","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005204","20030","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005205","20030","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005206","20030","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1005207","20030","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1005208","20030","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005209","20030","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005210","20030","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005401","20031","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1005402","20031","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1005403","20031","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005404","20031","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005405","20031","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005406","20031","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1005407","20031","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1005408","20031","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005409","20031","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005410","20031","0","0","0","1000","0","0"
"94002","12","1","6000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005601","20032","0","0","0","100","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005602","20032","0","0","0","200","0","0"
"91002","8","1","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1005603","20032","0","0","0","500","0","0"
"94002","12","1","30000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005604","20032","0","0","0","800","0","0"
"91002","8","1","60","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005605","20032","0","0","0","1000","0","0"
