428d1baf2c11478ccaf8ca42b80b254550f0153353c74bfb97935e685f0f0775,2da97340ed1b1af527d7abfb3d9daf8b9dc8a6772f8bbc0ef046f74f925d62ba,94b0c6cc6c2bcce69959540dad13b6845748af5cebb8e94fcb8ad2bc90b9241d,832376dd777257b2ce289f22e5834d5a82f237a4cdc2b8637a421ce770c99d58,ec4c26319ef91e4cfd69698391699283cd32b7d9ff6fd2122abc434ce3aad0d1,11c25413dcac9cba2fa48719557b83333e29d76c6ffdd8d008c8994ca029c1d4,648ffbaf3b65b44d133b3216d7c518938b6365a0b6ba758133ff7143182fd7a2,ebbc4979f173d48fe3968782253270561ac5743c2d65da5bafeca61314a5a467,fa84cbe7f9535fa57ee5483030a42df97416187f5de07055f73d0449ee76bc36,7737e48a4704d51ec94be003b34a0b18ab6f7459a8bf6d40e33980b5242b7a88,b1c13dd0a2e9d140e89426948d0c40aa5943b8303e957e6c855284c7fabf6ec3,dc14f5f637cf3b9607a1628d6e0c8eddcd1972fb388424d37315b29082e2cf93
"0","0","1130013","0","4","0","0","2","0","3","13","13"
"0","0","1130014","0","4","0","0","1.726","0","1","14","13"
"0","0","1130015","vo_nyx_0202","2","0","0","0","vo_nyx","0","15","13"
"0","2.838","1130016","0","1","3","335","0","0","0","16","13"
"0","0","1130017","0","4","0","0","3.334","0","1","17","13"
"0","2.491","1130018","0","1","4","300","0","0","0","18","13"
"0","0","1130019","0","4","0","0","3.427","0","1","19","13"
"0","0","1130020","0","4","0","0","3","0","3","20","13"
"0","0","1130021","vo_nyx_0203","2","0","0","0","vo_nyx","0","21","13"
"0","0.475","1130022","0","1","5","28","0","0","0","22","13"
"0","0","1130023","0","4","0","0","0.872","0","1","23","13"
"28","1.001","1130024","0","1","5","103","0","0","0","24","13"
"0","0","1130025","0","4","0","0","1.492","0","1","25","13"
"103","1.73","1130026","0","1","5","310","0","0","0","26","13"
"0","0","1130027","0","4","0","0","2.045","0","1","27","13"
"310","0.87","1130028","0","1","5","395","0","0","0","28","13"
"0","0","1130029","0","4","0","0","1.949","0","1","29","13"
"0","0","1130030","vo_nyx_0204","2","0","0","0","vo_nyx","0","30","13"
"0","1.885","1130031","0","1","6","165","0","0","0","31","13"
"0","0","1130032","0","4","0","0","2.37","0","1","32","13"
"165","0.939","1130033","0","1","6","311","0","0","0","33","13"
"0","0","1130034","0","4","0","0","1.12","0","1","34","13"
"311","0.5","1130035","0","1","6","388","0","0","0","35","13"
"0","0","1130036","0","4","0","0","1.435","0","1","36","13"
"0","0","1130037","vo_nyx_0205","2","0","0","0","vo_nyx","0","37","13"
"0","0.58","1130038","0","1","7","45","0","0","0","38","13"
"0","0","1130039","0","4","0","0","0.976","0","1","39","13"
"45","1.425","1130040","0","1","7","292","0","0","0","40","13"
"0","0","1130041","0","4","0","0","1.683","0","1","41","13"
"292","0.85","1130042","0","1","7","292","0","0","0","42","13"
"0","0","1130043","0","4","0","0","1.9","0","1","43","13"
"0","0","1130044","0","4","0","0","4","0","3","44","13"
"0","0","1130045","vo_nyx_0206","2","0","0","0","vo_nyx","0","45","13"
"292","0.43","1130046","0","1","7","322","0","0","0","46","13"
"0","0","1130047","0","4","0","0","1.105","0","1","47","13"
"322","0.759","1130048","0","1","7","396","0","0","0","48","13"
"0","0","1130049","0","4","0","0","0.759","0","1","49","13"
"0","1.136","1130050","0","1","8","134","0","0","0","50","13"
"0","0","1130051","0","4","0","0","1.533","0","1","51","13"
"134","1.347","1130052","0","1","8","360","0","0","0","52","13"
"0","0","1130053","0","4","0","0","1.518","0","1","53","13"
"360","0.981","1130054","0","1","8","360","0","0","0","54","13"
"0","0","1130055","0","4","0","0","1.862","0","1","55","13"
"0","0","1130056","0","4","0","0","5","0","3","56","13"
"0","0","1130057","vo_nyx_0207","2","0","0","0","vo_nyx","0","57","13"
"0","0.44","1130058","0","1","9","36","0","0","0","58","13"
"0","0","1130059","0","4","0","0","0.9","0","1","59","13"
"36","1.404","1130060","0","1","9","276","0","0","0","60","13"
"0","0","1130061","0","4","0","0","1.74","0","1","61","13"
"276","0.986","1130062","0","1","9","325","0","0","0","62","13"
"0","0","1130063","0","4","0","0","0","0","1","63","13"
"325","0.437","1130064","0","1","9","377","0","0","0","64","13"
"0","0","1130065","0","4","0","0","0","0","1","65","13"
"0","1.317","1130066","0","1","10","376","0","0","0","66","13"
"0","0","1130067","0","4","0","0","1.317","0","1","67","13"
"376","2.659","1130068","0","1","10","376","0","0","0","68","13"
"0","0","1130069","0","4","0","0","0","0","1","69","13"
"0","1.834","1130070","0","1","11","190","0","0","0","70","13"
"0","0","1130071","0","4","0","0","6.509","0","1","71","13"
"0","0","1130072","vo_nyx_0208","2","0","0","0","vo_nyx","0","72","13"
"0","1.574","1130073","0","1","12","110","0","0","0","73","13"
"0","0","1130074","0","4","0","0","2.083","0","1","74","13"
"110","1.236","1130075","0","1","12","270","0","0","0","75","13"
"0","0","1130076","0","4","0","0","1.443","0","1","76","13"
"270","0.869","1130077","0","1","12","345","0","0","0","77","13"
"0","0","1130078","0","4","0","0","1.288","0","1","78","13"
"0","0.48","1130079","0","1","13","141","0","0","0","79","13"
"0","0","1130080","0","4","0","0","0.81","0","1","80","13"
"141","0.789","1130081","0","1","13","141","0","0","0","81","13"
"0","0","1130082","0","4","0","0","1.627","0","1","82","13"
"0","0","1130083","vo_nyx_0209","2","0","0","0","vo_nyx","0","83","13"
"141","0.707","1130084","0","1","13","250","0","0","0","84","13"
"0","0","1130085","0","4","0","0","2.507","0","1","85","13"
"0","0","1140001","0","4","0","0","1","0","3","1","14"
"0","0","1140002","vo_nyx_0301","2","0","0","0","vo_nyx","0","2","14"
"0","1.075","1140003","0","1","1","105","0","0","0","3","14"
"0","0","1140004","0","4","0","0","1.692","0","1","4","14"
"105","2.843","1140005","0","1","1","360","0","0","0","5","14"
"0","0","1140006","0","4","0","0","4","0","1","6","14"
"0","0","1140007","vo_nyx_0302","2","0","0","0","vo_nyx","0","7","14"
"0","1.567","1140008","0","1","2","74","0","0","0","8","14"
"0","0","1140009","0","4","0","0","1.964","0","1","9","14"
"74","0.78","1140010","0","1","2","230","0","0","0","10","14"
"0","0","1140011","0","4","0","0","2.076","0","1","11","14"
"0","0","1140012","vo_nyx_0303","2","0","0","0","vo_nyx","0","12","14"
"0","1.037","1140013","0","1","3","88","0","0","0","13","14"
"0","0","1140014","0","4","0","0","1.629","0","1","14","14"
"88","2.027","1140015","0","1","3","266","0","0","0","15","14"
"0","0","1140016","0","4","0","0","3.568","0","1","16","14"
"0","0","1140017","0","4","0","0","2","0","3","17","14"
"0","0","1140018","vo_nyx_0304","2","0","0","0","vo_nyx","0","18","14"
"266","1.38","1140019","0","1","3","380","0","0","0","19","14"
"0","0","1140020","0","4","0","0","1.419","0","1","20","14"
"0","0.491","1140021","0","1","4","150","0","0","0","21","14"
"0","0","1140022","0","4","0","0","0.545","0","1","22","14"
"150","2.409","1140023","0","1","4","345","0","0","0","23","14"
"0","0","1140024","0","4","0","0","3.711","0","1","24","14"
"0","0","1140025","vo_nyx_0305","2","0","0","0","vo_nyx","0","25","14"
"0","0.892","1140026","0","1","5","74","0","0","0","26","14"
"0","0","1140027","0","4","0","0","1.458","0","1","27","14"
"74","2.495","1140028","0","1","5","325","0","0","0","28","14"
"0","0","1140029","0","4","0","0","3.134","0","1","29","14"
"0","0.599","1140030","0","1","6","46","0","0","0","30","14"
"0","0","1140031","0","4","0","0","0.599","0","1","31","14"
"46","1.855","1140032","0","1","6","245","0","0","0","32","14"
"0","0","1140033","0","4","0","0","3.373","0","1","33","14"
"0","0","1140034","vo_nyx_0306","2","0","0","0","vo_nyx","0","34","14"
"0","1.629","1140035","0","1","7","175","0","0","0","35","14"
"0","0","1140036","0","4","0","0","3.34","0","1","36","14"
"0","0","1140037","vo_nyx_0307","2","0","0","0","vo_nyx","0","37","14"
"0","1.079","1140038","0","1","8","135","0","0","0","38","14"
"0","0","1140039","0","4","0","0","1.6","0","1","39","14"
"135","2.353","1140040","0","1","8","280","0","0","0","40","14"
"0","0","1140041","0","4","0","0","3.511","0","1","41","14"
"0","0","1140042","vo_nyx_0308","2","0","0","0","vo_nyx","0","42","14"
"280","0.511","1140043","0","1","8","400","0","0","0","43","14"
"0","0","1140044","0","4","0","0","0.511","0","1","44","14"
"0","1.154","1140045","0","1","9","148","0","0","0","45","14"
"0","0","1140046","0","4","0","0","1.511","0","1","46","14"
"148","3.186","1140047","0","1","9","405","0","0","0","47","14"
"0","0","1140048","0","4","0","0","4.034","0","1","48","14"
"0","0","1140049","vo_nyx_0309","2","0","0","0","vo_nyx","0","49","14"
"0","3.486","1140050","0","1","10","405","0","0","0","50","14"
"0","0","1140051","0","4","0","0","4.563","0","1","51","14"
"0","0","1140052","vo_nyx_0310","2","0","0","0","vo_nyx","0","52","14"
"0","0.815","1140053","0","1","11","150","0","0","0","53","14"
"0","0","1140054","0","4","0","0","2.384","0","1","54","14"
"0","0","1140055","vo_nyx_0311","2","0","0","0","vo_nyx","0","55","14"
"0","1.726","1140056","0","1","12","191","0","0","0","56","14"
"0","0","1140057","0","4","0","0","2.212","0","1","57","14"
"191","2.239","1140058","0","1","12","360","0","0","0","58","14"
"0","0","1140059","0","4","0","0","2.898","0","1","59","14"
"360","0.691","1140060","0","1","12","398","0","0","0","60","14"
"0","0","1140061","0","4","0","0","0","0","3","61","14"
"0","0","1140062","0","4","0","0","0.691","0","1","62","14"
"0","0.499","1140063","0","1","13","134","0","0","0","63","14"
"0","0","1140064","0","4","0","0","1.799","0","1","64","14"
"0","0","1140065","0","4","0","0","4","0","3","65","14"
"0","0","1140066","vo_nyx_0312","2","0","0","0","vo_nyx","0","66","14"
"134","0.674","1140067","0","1","13","375","0","0","0","67","14"
"0","0","1140068","0","4","0","0","1.251","0","1","68","14"
"375","0.959","1140069","0","1","13","375","0","0","0","69","14"
"0","0","1140070","0","4","0","0","1.676","0","1","70","14"
"375","1.894","1140071","0","1","13","375","0","0","0","71","14"
"0","0","1140072","0","4","0","0","1.894","0","1","72","14"
"0","0.844","1140073","0","1","14","120","0","0","0","73","14"
"0","0","1140074","0","4","0","0","2.644","0","1","74","14"
"0","0","1220001","0","4","0","0","1","0","3","1","22"
"0","0","1220002","vo_nyx_0401","2","0","0","0","vo_nyx","0","2","22"
"0","1.578","1220003","0","1","1","272","0","0","0","3","22"
"0","0","1220004","0","4","0","0","2.06","0","1","4","22"
"272","1.339","1220005","0","1","1","325","0","0","0","5","22"
"0","0","1220006","0","4","0","0","1.417","0","1","6","22"
"0","1.412","1220007","0","1","2","229","0","0","0","7","22"
"0","0","1220008","0","4","0","0","2.549","0","1","8","22"
"0","0","1220009","vo_nyx_0402","2","0","0","0","vo_nyx","0","9","22"
"229","1.74","1220010","0","1","2","360","0","0","0","10","22"
"0","0","1220011","0","4","0","0","2.249","0","1","11","22"
"360","0.455","1220012","0","1","2","390","0","0","0","12","22"
"0","0","1220013","0","4","0","0","0.455","0","1","13","22"
"0","1.361","1220014","0","1","3","188","0","0","0","14","22"
"0","0","1220015","0","4","0","0","2.433","0","1","15","22"
"0","0","1220016","vo_nyx_0403","2","0","0","0","vo_nyx","0","16","22"
"0","0.438","1220017","0","1","4","40","0","0","0","17","22"
"0","0","1220018","0","4","0","0","0.976","0","1","18","22"
"40","1.414","1220019","0","1","4","256","0","0","0","19","22"
"0","0","1220020","0","4","0","0","2.433","0","1","20","22"
"0","0","1220021","vo_nyx_0404","2","0","0","0","vo_nyx","0","21","22"
"0","1.829","1220022","0","1","5","119","0","0","0","22","22"
"0","0","1220023","0","4","0","0","2.237","0","1","23","22"
"119","1.018","1220024","0","1","5","340","0","0","0","24","22"
"0","0","1220025","0","4","0","0","1.965","0","1","25","22"
"0","0","1220026","0","4","0","0","2","0","3","26","22"
"0","0","1220027","vo_nyx_0405","2","0","0","0","vo_nyx","0","27","22"
"340","0.455","1220028","0","1","5","392","0","0","0","28","22"
"0","0","1220029","0","4","0","0","0.455","0","1","29","22"
"0","0.586","1220030","0","1","6","52","0","0","0","30","22"
"0","0","1220031","0","4","0","0","1.124","0","1","31","22"
"52","1.953","1220032","0","1","6","221","0","0","0","32","22"
"0","0","1220033","0","4","0","0","2.356","0","1","33","22"
"221","1.083","1220034","0","1","6","375","0","0","0","34","22"
"0","0","1220035","0","4","0","0","1.083","0","1","35","22"
"0","0.71","1220036","0","1","7","74","0","0","0","36","22"
"0","0","1220037","0","4","0","0","1.533","0","1","37","22"
"74","0.947","1220038","0","1","7","210","0","0","0","38","22"
"0","0","1220039","0","4","0","0","2","0","3","39","22"
"0","0","1220040","0","4","0","0","1.349","0","1","40","22"
"210","0.87","1220041","0","1","7","329","0","0","0","41","22"
"0","0","1220042","0","4","0","0","0.87","0","1","42","22"
"0","1.758","1220043","0","1","8","203","0","0","0","43","22"
"0","0","1220044","0","4","0","0","2.198","0","1","44","22"
"203","1.601","1220045","0","1","8","342","0","0","0","45","22"
"0","0","1220046","0","4","0","0","2.097","0","1","46","22"
"342","0.546","1220047","0","1","8","393","0","0","0","47","22"
"0","0","1220048","0","4","0","0","0.546","0","1","48","22"
"0","1.277","1220049","0","1","9","390","0","0","0","49","22"
"0","0","1220050","0","4","0","0","1.656","0","1","50","22"
"390","2.113","1220051","0","1","9","390","0","0","0","51","22"
"0","0","1220052","0","4","0","0","3.362","0","1","52","22"
"0","0","1220053","0","4","0","0","3","0","3","53","22"
"0","0","1220054","vo_nyx_0406","2","0","0","0","vo_nyx","0","54","22"
"0","2.628","1220055","0","1","10","259","0","0","0","55","22"
"0","0","1220056","0","4","0","0","3.131","0","1","56","22"
"259","0.846","1220057","0","1","10","345","0","0","0","57","22"
"0","0","1220058","0","4","0","0","1.249","0","1","58","22"
"345","0.516","1220059","0","1","10","396","0","0","0","59","22"
"0","0","1220060","0","4","0","0","0.593","0","1","60","22"
"0","2.285","1220061","0","1","11","318","0","0","0","61","22"
"0","0","1220062","0","4","0","0","3.475","0","1","62","22"
"0","0","1220063","0","4","0","0","4","0","3","63","22"
"0","0","1220064","vo_nyx_0407","2","0","0","0","vo_nyx","0","64","22"
"0","2.326","1220065","0","1","12","258","0","0","0","65","22"
"0","0","1220066","0","4","0","0","2.872","0","1","66","22"
"258","1.488","1220067","0","1","12","395","0","0","0","67","22"
"0","0","1220068","0","4","0","0","1.488","0","1","68","22"
"0","1.728","1220069","0","1","13","220","0","0","0","69","22"
"0","0","1220070","0","4","0","0","2.711","0","1","70","22"
"0","0","1220071","vo_nyx_0408","2","0","0","0","vo_nyx","0","71","22"
"0","0.408","1220072","0","1","15","22","0","0","0","72","22"
"0","0","1220073","0","4","0","0","0.929","0","1","73","22"
"22","1.122","1220074","0","1","15","184","0","0","0","74","22"
"0","0","1220075","0","4","0","0","2.922","0","1","75","22"
"0","0","1230001","0","4","0","0","1","0","3","1","23"
"0","0","1230002","vo_nyx_0501","2","0","0","0","vo_nyx","0","2","23"
"0","3.048","1230003","0","1","1","390","0","0","0","3","23"
"0","0","1230004","0","4","0","0","3.048","0","1","4","23"
"0","0.731","1230005","0","1","2","67","0","0","0","5","23"
"0","0","1230006","0","4","0","0","1.507","0","1","6","23"
"0","0","1230007","vo_nyx_0502","2","0","0","0","vo_nyx","0","7","23"
"67","2.093","1230008","0","1","2","323","0","0","0","8","23"
"0","0","1230009","0","4","0","0","2.341","0","1","9","23"
"323","0.644","1230010","0","1","2","378","0","0","0","10","23"
"0","0","1230011","0","4","0","0","0.993","0","1","11","23"
"0","1.737","1230012","0","1","3","202","0","0","0","12","23"
"0","0","1230013","0","4","0","0","2.616","0","1","13","23"
"0","0","1230014","vo_nyx_0503","2","0","0","0","vo_nyx","0","14","23"
"202","1.866","1230015","0","1","3","395","0","0","0","15","23"
"0","0","1230016","0","4","0","0","1.866","0","1","16","23"
"0","1.039","1230017","0","1","4","135","0","0","0","17","23"
"0","0","1230018","0","4","0","0","1.496","0","1","18","23"
"135","1.355","1230019","0","1","4","305","0","0","0","19","23"
"0","0","1230020","0","4","0","0","2.334","0","1","20","23"
"0","0","1230021","vo_nyx_0504","2","0","0","0","vo_nyx","0","21","23"
"0","0.422","1230022","0","1","6","35","0","0","0","22","23"
"0","0","1230023","0","4","0","0","0.845","0","1","23","23"
"35","2.026","1230024","0","1","6","360","0","0","0","24","23"
"0","0","1230025","0","4","0","0","2.563","0","1","25","23"
"0","0","1230026","vo_nyx_0505","2","0","0","0","vo_nyx","0","26","23"
"0","0.865","1230027","0","1","8","68","0","0","0","27","23"
"0","0","1230028","0","4","0","0","1.207","0","1","28","23"
"68","1.873","1230029","0","1","8","360","0","0","0","29","23"
"0","0","1230030","0","4","0","0","2.166","0","1","30","23"
"0","2.558","1230031","0","1","9","360","0","0","0","31","23"
"0","0","1230032","0","4","0","0","2","0","3","32","23"
"0","0","1230033","0","4","0","0","3.202","0","1","33","23"
"0","2.381","1230034","0","1","10","221","0","0","0","34","23"
"0","0","1230035","0","4","0","0","2.938","0","1","35","23"
"0","0","1230036","vo_nyx_0506","2","0","0","0","vo_nyx","0","36","23"
"221","1.241","1230037","0","1","10","410","0","0","0","37","23"
"0","0","1230038","0","4","0","0","1.657","0","1","38","23"
"0","2.871","1230039","0","1","11","375","0","0","0","39","23"
"0","0","1230040","0","4","0","0","3","0","3","40","23"
"0","0","1230041","0","4","0","0","3.435","0","1","41","23"
"0","0","1230042","vo_nyx_0507","2","0","0","0","vo_nyx","0","42","23"
"0","0.717","1230043","0","1","12","103","0","0","0","43","23"
"0","0","1230044","0","4","0","0","1.026","0","1","44","23"
"103","2.843","1230045","0","1","12","395","0","0","0","45","23"
"0","0","1230046","0","4","0","0","3.603","0","1","46","23"
"0","0","1230047","vo_nyx_0508","2","0","0","0","vo_nyx","0","47","23"
"0","1.417","1230048","0","1","13","138","0","0","0","48","23"
"0","0","1230049","0","4","0","0","2.029","0","1","49","23"
"138","1.78","1230050","0","1","13","355","0","0","0","50","23"
"0","0","1230051","0","4","0","0","3.58","0","1","51","23"
"0","0","1240001","0","4","0","0","1","0","3","1","24"
"0","0","1240002","vo_nyx_0601","2","0","0","0","vo_nyx","0","2","24"
"0","0.945","1240003","0","1","1","92","0","0","0","3","24"
"0","0","1240004","0","4","0","0","1.808","0","1","4","24"
"0","0","1240005","vo_nyx_0602","2","0","0","0","vo_nyx","0","5","24"
"0","3.225","1240006","0","1","2","395","0","0","0","6","24"
"0","0","1240007","0","4","0","0","4.362","0","1","7","24"
"0","0","1240008","vo_nyx_0603","2","0","0","0","vo_nyx","0","8","24"
"0","2.828","1240009","0","1","3","392","0","0","0","9","24"
"0","0","1240010","0","4","0","0","4.36","0","1","10","24"
"0","0","1240011","vo_nyx_0604","2","0","0","0","vo_nyx","0","11","24"
"0","1.212","1240012","0","1","4","87","0","0","0","12","24"
"0","0","1240013","0","4","0","0","2.171","0","1","13","24"
"87","1.656","1240014","0","1","4","350","0","0","0","14","24"
"0","0","1240015","0","4","0","0","2.769","0","1","15","24"
"0","0","1240016","vo_nyx_0605","2","0","0","0","vo_nyx","0","16","24"
"0","0.168","1240017","0","1","5","24","0","0","0","17","24"
"0","0","1240018","0","4","0","0","1.256","0","1","18","24"
"24","0.478","1240019","0","1","5","98","0","0","0","19","24"
"0","0","1240020","0","4","0","0","0.535","0","1","20","24"
"98","0.735","1240021","0","1","5","150","0","0","0","21","24"
"0","0","1240022","0","4","0","0","2.444","0","1","22","24"
"0","0","1240023","vo_nyx_0606","2","0","0","0","vo_nyx","0","23","24"
"0","1.607","1240024","0","1","7","112","0","0","0","24","24"
"0","0","1240025","0","4","0","0","2.16","0","1","25","24"
"112","2.119","1240026","0","1","7","400","0","0","0","26","24"
"0","0","1240027","0","4","0","0","2.647","0","1","27","24"
"0","1.802","1240028","0","1","8","182","0","0","0","28","24"
"0","0","1240029","0","4","0","0","2","0","3","29","24"
"0","0","1240030","0","4","0","0","2.817","0","1","30","24"
"0","0","1240031","vo_nyx_0607","2","0","0","0","vo_nyx","0","31","24"
"182","1.981","1240032","0","1","8","395","0","0","0","32","24"
"0","0","1240033","0","4","0","0","2.842","0","1","33","24"
"0","1.894","1240034","0","1","9","172","0","0","0","34","24"
"0","0","1240035","0","4","0","0","3.737","0","1","35","24"
"0","0","1240036","vo_nyx_0608","2","0","0","0","vo_nyx","0","36","24"
"172","0.82","1240037","0","1","9","209","0","0","0","37","24"
"0","0","1240038","0","4","0","0","1.754","0","1","38","24"
"209","2.752","1240039","0","1","9","400","0","0","0","39","24"
"0","0","1240040","0","4","0","0","3.272","0","1","40","24"
"0","0","1240041","0","4","0","0","3","0","3","41","24"
"0","0","1240042","vo_nyx_0609","2","0","0","0","vo_nyx","0","42","24"
"0","1.283","1240043","0","1","11","100","0","0","0","43","24"
"0","0","1240044","0","4","0","0","2.322","0","1","44","24"
"0","0","1240045","0","4","0","0","4","0","3","45","24"
"0","0","1240046","vo_nyx_0610","2","0","0","0","vo_nyx","0","46","24"
"0","0.86","1240047","0","1","12","75","0","0","0","47","24"
"0","0","1240048","0","4","0","0","0.86","0","1","48","24"
"75","1.242","1240049","0","1","12","75","0","0","0","49","24"
"0","0","1240050","0","4","0","0","2.086","0","1","50","24"
"0","0","1240051","0","4","0","0","5","0","3","51","24"
"0","0","1240052","vo_nyx_0611","2","0","0","0","vo_nyx","0","52","24"
"75","0.735","1240053","0","1","12","242","0","0","0","53","24"
"0","0","1240054","0","4","0","0","1.789","0","1","54","24"
"0","0","1240055","vo_nyx_0612","2","0","0","0","vo_nyx","0","55","24"
"0","1","1240056","0","1","13","80","0","0","0","56","24"
"0","0","1240057","0","4","0","0","2.104","0","1","57","24"
"0","0","1240058","0","4","0","0","6","0","3","58","24"
"0","0","1240059","vo_nyx_0613","2","0","0","0","vo_nyx","0","59","24"
