2981193e8172341168ee8c861022f3ebd5f8d11c369ce84a3a875b8e4f194a5a,e9c88c376b821425ea6ab136b6dd4e5d2e381d82f52a806136e3d53d06d1c2f6,96634a3b54c87031bd0c3ed6f26f3faa258cd065d1a79d5c1e3da35318712bec,2e2cde92c53eaca0f60c37a88e31ab1199f69be472e6ff82372dc09377118345,e0e2b5a70eb964ed54723ccb566c785363f90aee19e1975636a45f855b45f6fc,65de4d295a5bffa63db742a3b88a130b2904064ce5a4741d906801466d40190f,98f8980cc0e61f61cda967c94050639b34f4b4037c74f532bd96e90989dc1bf8,b77fc14ba45ccab4e66da409ca0a471fcb9bb76ad22485f40e83282d0316dd78,b8ab70d9c2860909e30b017a9e959d089835b1d87a2ba429623ea2a62abc1cf1,0c41c0da6250d8ac0aee9c96210543b9fbcc765f9d9eab4fde2b01aec6bee775,710b4aa6c04d3a6e961943f559003863a03f8f7891679bc7272bd8e4fcb2600d,55e5788eb90db120c52f1b68bfea51cf25f43c5523fece2fcc6f2768ccfa1be7
"1005403","1005401","0","0","0","0","0","0","0","0","10054","1005402"
"1005404","1005402","0","0","0","0","0","0","0","0","10054","1005403"
"0","1005403","0","0","0","0","0","0","0","0","10054","1005404"
"0","1005404","0","0","0","0","0","0","0","0","10054","1005405"
"1005502","0","0","10055201","0","10055115","0","2021/03/20 12:00:00","0","0","10055","1005501"
"1005503","1005501","0","0","0","0","0","0","0","0","10055","1005502"
"1005504","1005502","0","0","0","0","0","0","0","0","10055","1005503"
"0","1005503","0","0","0","0","0","0","0","0","10055","1005504"
"0","1005504","0","0","0","0","0","0","0","0","10055","1005505"
"1005602","0","0","10056201","0","10056115","0","2021/05/11 12:00:00","0","0","10056","1005601"
"1005603","1005601","0","0","0","0","0","0","0","0","10056","1005602"
"1005604","1005602","0","0","0","0","0","0","0","0","10056","1005603"
"0","1005603","0","0","0","0","0","0","0","0","10056","1005604"
"0","1005604","0","0","0","0","0","0","0","0","10056","1005605"
"1005702","0","0","10057201","0","10057115","0","2021/05/22 12:00:00","0","0","10057","1005701"
"1005703","1005701","0","0","0","0","0","0","0","0","10057","1005702"
"1005704","1005702","0","0","0","0","0","0","0","0","10057","1005703"
"0","1005703","0","0","0","0","0","0","0","0","10057","1005704"
"0","1005704","0","0","0","0","0","0","0","0","10057","1005705"
"1005802","0","0","10058201","0","10058115","0","2021/06/09 12:00:00","0","0","10058","1005801"
"1005803","1005801","0","0","0","0","0","0","0","0","10058","1005802"
"1005804","1005802","0","0","0","0","0","0","0","0","10058","1005803"
"0","1005803","0","0","0","0","0","0","0","0","10058","1005804"
"0","1005804","0","0","0","0","0","0","0","0","10058","1005805"
"1005902","0","0","10059201","0","10059115","0","2021/06/19 12:00:00","0","0","10059","1005901"
"1005903","1005901","0","0","0","0","0","0","0","0","10059","1005902"
"1005904","1005902","0","0","0","0","0","0","0","0","10059","1005903"
"0","1005903","0","0","0","0","0","0","0","0","10059","1005904"
"0","1005904","0","0","0","0","0","0","0","0","10059","1005905"
"1006002","0","0","10060201","0","10060115","0","2021/06/21 12:00:00","0","0","10060","1006001"
"1006003","1006001","0","0","0","0","0","0","0","0","10060","1006002"
"1006004","1006002","0","0","0","0","0","0","0","0","10060","1006003"
"0","1006003","0","0","0","0","0","0","0","0","10060","1006004"
"0","1006004","0","0","0","0","0","0","0","0","10060","1006005"
"1006102","0","0","10061201","0","10061115","0","2021/07/12 12:00:00","0","0","10061","1006101"
"1006103","1006101","0","0","0","0","0","0","0","0","10061","1006102"
"1006104","1006102","0","0","0","0","0","0","0","0","10061","1006103"
"0","1006103","0","0","0","0","0","0","0","0","10061","1006104"
"0","1006104","0","0","0","0","0","0","0","0","10061","1006105"
"1006202","0","0","10062201","0","10062115","0","2021/08/13 12:00:00","0","0","10062","1006201"
"1006203","1006201","0","0","0","0","0","0","0","0","10062","1006202"
"1006204","1006202","0","0","0","0","0","0","0","0","10062","1006203"
"0","1006203","0","0","0","0","0","0","0","0","10062","1006204"
"0","1006204","0","0","0","0","0","0","0","0","10062","1006205"
"1006302","0","0","10063201","0","10063115","0","2021/08/21 12:00:00","0","0","10063","1006301"
"1006303","1006301","0","0","0","0","0","0","0","0","10063","1006302"
"1006304","1006302","0","0","0","0","0","0","0","0","10063","1006303"
"0","1006303","0","0","0","0","0","0","0","0","10063","1006304"
"0","1006304","0","0","0","0","0","0","0","0","10063","1006305"
"1006402","0","0","10064201","0","10064115","0","2021/08/09 12:00:00","0","0","10064","1006401"
"1006403","1006401","0","0","0","0","0","0","0","0","10064","1006402"
"1006404","1006402","0","0","0","0","0","0","0","0","10064","1006403"
"0","1006403","0","0","0","0","0","0","0","0","10064","1006404"
"0","1006404","0","0","0","0","0","0","0","0","10064","1006405"
"1006502","0","0","10065201","0","10065115","0","2021/07/22 12:00:00","0","0","10065","1006501"
"1006503","1006501","0","0","0","0","0","0","0","0","10065","1006502"
"1006504","1006502","0","0","0","0","0","0","0","0","10065","1006503"
"0","1006503","0","0","0","0","0","0","0","0","10065","1006504"
"0","1006504","0","0","0","0","0","0","0","0","10065","1006505"
"1006602","0","0","10066201","0","10066115","0","2021/09/08 12:00:00","0","0","10066","1006601"
"1006603","1006601","0","0","0","0","0","0","0","0","10066","1006602"
"1006604","1006602","0","0","0","0","0","0","0","0","10066","1006603"
"0","1006603","0","0","0","0","0","0","0","0","10066","1006604"
"0","1006604","0","0","0","0","0","0","0","0","10066","1006605"
"1006702","0","0","10067201","0","10067115","0","2021/09/20 12:00:00","0","0","10067","1006701"
"1006703","1006701","0","0","0","0","0","0","0","0","10067","1006702"
"1006704","1006702","0","0","0","0","0","0","0","0","10067","1006703"
"0","1006703","0","0","0","0","0","0","0","0","10067","1006704"
"0","1006704","0","0","0","0","0","0","0","0","10067","1006705"
"1006802","0","0","10068201","0","10068115","0","2021/10/08 12:00:00","0","0","10068","1006801"
"1006803","1006801","0","0","0","0","0","0","0","0","10068","1006802"
"1006804","1006802","0","0","0","0","0","0","0","0","10068","1006803"
"0","1006803","0","0","0","0","0","0","0","0","10068","1006804"
"0","1006804","0","0","0","0","0","0","0","0","10068","1006805"
"1006902","0","0","10069201","0","10069115","0","2021/10/21 12:00:00","0","0","10069","1006901"
"1006903","1006901","0","0","0","0","0","0","0","0","10069","1006902"
"1006904","1006902","0","0","0","0","0","0","0","0","10069","1006903"
"0","1006903","0","0","0","0","0","0","0","0","10069","1006904"
"0","1006904","0","0","0","0","0","0","0","0","10069","1006905"
"1007002","0","0","10070201","0","10070115","0","2021/11/08 12:00:00","0","0","10070","1007001"
"1007003","1007001","0","0","0","0","0","0","0","0","10070","1007002"
"1007004","1007002","0","0","0","0","0","0","0","0","10070","1007003"
"0","1007003","0","0","0","0","0","0","0","0","10070","1007004"
"0","1007004","0","0","0","0","0","0","0","0","10070","1007005"
"1007102","0","0","10071201","0","10071115","0","2021/11/21 12:00:00","0","0","10071","1007101"
"1007103","1007101","0","0","0","0","0","0","0","0","10071","1007102"
"1007104","1007102","0","0","0","0","0","0","0","0","10071","1007103"
"0","1007103","0","0","0","0","0","0","0","0","10071","1007104"
"0","1007104","0","0","0","0","0","0","0","0","10071","1007105"
"1007202","0","0","10072201","0","10072115","0","2021/12/09 12:00:00","0","0","10072","1007201"
"1007203","1007201","0","0","0","0","0","0","0","0","10072","1007202"
"1007204","1007202","0","0","0","0","0","0","0","0","10072","1007203"
"0","1007203","0","0","0","0","0","0","0","0","10072","1007204"
"0","1007204","0","0","0","0","0","0","0","0","10072","1007205"
"1007302","0","0","10073201","0","10073115","0","2021/12/20 12:00:00","0","0","10073","1007301"
"1007303","1007301","0","0","0","0","0","0","0","0","10073","1007302"
"1007304","1007302","0","0","0","0","0","0","0","0","10073","1007303"
"0","1007303","0","0","0","0","0","0","0","0","10073","1007304"
"0","1007304","0","0","0","0","0","0","0","0","10073","1007305"
"1007402","0","0","10074201","0","10074115","0","2022/01/10 12:00:00","0","0","10074","1007401"
"1007403","1007401","0","0","0","0","0","0","0","0","10074","1007402"
"1007404","1007402","0","0","0","0","0","0","0","0","10074","1007403"
"0","1007403","0","0","0","0","0","0","0","0","10074","1007404"
"0","1007404","0","0","0","0","0","0","0","0","10074","1007405"
"1007502","0","0","10075201","0","10075115","0","2022/01/22 12:00:00","0","0","10075","1007501"
"1007503","1007501","0","0","0","0","0","0","0","0","10075","1007502"
"1007504","1007502","0","0","0","0","0","0","0","0","10075","1007503"
"0","1007503","0","0","0","0","0","0","0","0","10075","1007504"
"0","1007504","0","0","0","0","0","0","0","0","10075","1007505"
"1007602","0","0","10076201","0","10076115","0","2022/02/08 12:00:00","0","0","10076","1007601"
"1007603","1007601","0","0","0","0","0","0","0","0","10076","1007602"
"1007604","1007602","0","0","0","0","0","0","0","0","10076","1007603"
"0","1007603","0","0","0","0","0","0","0","0","10076","1007604"
"0","1007604","0","0","0","0","0","0","0","0","10076","1007605"
"1007702","0","0","10077201","0","10077115","0","2022/02/19 12:00:00","0","0","10077","1007701"
"1007703","1007701","0","0","0","0","0","0","0","0","10077","1007702"
"1007704","1007702","0","0","0","0","0","0","0","0","10077","1007703"
"0","1007703","0","0","0","0","0","0","0","0","10077","1007704"
"0","1007704","0","0","0","0","0","0","0","0","10077","1007705"
"1007802","0","0","10078201","0","10078115","0","2022/03/08 12:00:00","0","0","10078","1007801"
"1007803","1007801","0","0","0","0","0","0","0","0","10078","1007802"
"1007804","1007802","0","0","0","0","0","0","0","0","10078","1007803"
"0","1007803","0","0","0","0","0","0","0","0","10078","1007804"
"0","1007804","0","0","0","0","0","0","0","0","10078","1007805"
"1007902","0","0","10079201","0","10079115","0","2022/03/21 12:00:00","0","0","10079","1007901"
"1007903","1007901","0","0","0","0","0","0","0","0","10079","1007902"
"1007904","1007902","0","0","0","0","0","0","0","0","10079","1007903"
"0","1007903","0","0","0","0","0","0","0","0","10079","1007904"
"0","1007904","0","0","0","0","0","0","0","0","10079","1007905"
"1008002","0","0","10080201","0","10080115","0","2022/04/08 12:00:00","0","0","10080","1008001"
"1008003","1008001","0","0","0","0","0","0","0","0","10080","1008002"
"1008004","1008002","0","0","0","0","0","0","0","0","10080","1008003"
"0","1008003","0","0","0","0","0","0","0","0","10080","1008004"
"0","1008004","0","0","0","0","0","0","0","0","10080","1008005"
"1008102","0","0","10081201","0","10081115","0","2022/04/21 12:00:00","0","0","10081","1008101"
"1008103","1008101","0","0","0","0","0","0","0","0","10081","1008102"
"1008104","1008102","0","0","0","0","0","0","0","0","10081","1008103"
"0","1008103","0","0","0","0","0","0","0","0","10081","1008104"
"0","1008104","0","0","0","0","0","0","0","0","10081","1008105"
"1008202","0","0","10082201","0","10082115","0","2022/05/09 12:00:00","0","0","10082","1008201"
"1008203","1008201","0","0","0","0","0","0","0","0","10082","1008202"
"1008204","1008202","0","0","0","0","0","0","0","0","10082","1008203"
"0","1008203","0","0","0","0","0","0","0","0","10082","1008204"
"0","1008204","0","0","0","0","0","0","0","0","10082","1008205"
"1008302","0","0","10083201","0","10083115","0","2022/05/22 12:00:00","0","0","10083","1008301"
"1008303","1008301","0","0","0","0","0","0","0","0","10083","1008302"
"1008304","1008302","0","0","0","0","0","0","0","0","10083","1008303"
"0","1008303","0","0","0","0","0","0","0","0","10083","1008304"
"0","1008304","0","0","0","0","0","0","0","0","10083","1008305"
