dc4a37016d43d55570014bc6acc44d8658480c0e09375935f5d7f2c2b38c4e03,72f7d8a1a433cd7a98e88bd49d68e74e3fecb1b7b3786b78462f04edf140bea9,46ac5f75c899ced1d3ce84ca37c14bde9dedb89dc2515a72f83df1c16446a753,f0021078d296ffbfd0aecaaa2e4b9db88aacba9c390a4d282b482148b7a77822,9c0dbeaed0ec94bdfa1fcb7ee5ba962c8cf3cde9d763b89aba44c23ab86b50e9,5c695d4e395745daea53aeadb1fa0b408aa2da20d06631cc78eba9f118d4e1f6,c3855c85e7fd0628d19c0dfa6c54bc9705bc6ed9f0e5a7d4d68d04819cdb4205,25a29b315aa069f05c905c7d2b2f26a221f404cfe68bdbac528f476a8391ee19,798fd7c4b49fc6e1cb86dc4c04801c26a848966fae44eb69307b482fc7453745,bb9447cf45522a954b0d41749ff57e252514b1a6585c1b5cda38a81472ff48cb,509100027322b2f758f2d163211355bf052dfa0d865513b682f7a4c26ddf6009,aa2d6d1497803e80f0f96d2ffe0377b0ba4988438951cd18b08e0cbf36560983
"0","0","45","vo_ske","100580245","1005802","vo_ske_0206","0","0","2","0","0"
"0","0","46","0","100580246","1005802","0","0.706","0","1","8","49"
"1","0","47","0","100580247","1005802","0","0","1.796","4","0","0"
"0","49","48","0","100580248","1005802","0","1.854","0","1","8","377"
"1","0","49","0","100580249","1005802","0","0","2.709","4","0","0"
"0","0","50","0","100580250","1005802","0","1.202","0","1","9","55"
"1","0","51","0","100580251","1005802","0","0","3.52","4","0","0"
"0","0","52","vo_ske","100580252","1005802","vo_ske_0207","0","0","2","0","0"
"0","55","53","0","100580253","1005802","0","0.754","0","1","9","100"
"1","0","54","0","100580254","1005802","0","0","1.291","4","0","0"
"0","100","55","0","100580255","1005802","0","0.505","0","1","9","350"
"1","0","56","0","100580256","1005802","0","0","2.624","4","0","0"
"0","0","57","vo_ske","100580257","1005802","vo_ske_0208","0","0","2","0","0"
"0","0","58","0","100580258","1005802","0","1.061","0","1","10","220"
"1","0","59","0","100580259","1005802","0","0","1.6","4","0","0"
"0","220","60","0","100580260","1005802","0","1.645","0","1","10","380"
"1","0","61","0","100580261","1005802","0","0","2.3","4","0","0"
"0","0","62","0","100580262","1005802","0","1.616","0","1","11","240"
"1","0","63","0","100580263","1005802","0","0","3.913","4","0","0"
"0","0","64","vo_ske","100580264","1005802","vo_ske_0209","0","0","2","0","0"
"0","0","65","0","100580265","1005802","0","1.258","0","1","12","128"
"1","0","66","0","100580266","1005802","0","0","3.579","4","0","0"
"0","0","67","vo_ske","100580267","1005802","vo_ske_0210","0","0","2","0","0"
"0","0","68","0","100580268","1005802","0","1.496","0","1","13","280"
"1","0","69","0","100580269","1005802","0","0","3.996","4","0","0"
"1","0","1","0","100580301","1005803","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100580302","1005803","vo_ske_0301","0","0","2","0","0"
"0","0","3","0","100580303","1005803","0","1.797","0","1","1","160"
"1","0","4","0","100580304","1005803","0","0","2.514","4","0","0"
"0","160","5","0","100580305","1005803","0","0.612","0","1","1","339"
"1","0","6","0","100580306","1005803","0","0","0.612","4","0","0"
"0","0","7","0","100580307","1005803","0","0.464","0","1","2","163"
"1","0","8","0","100580308","1005803","0","0","0.889","4","0","0"
"0","163","9","0","100580309","1005803","0","1.164","0","1","2","163"
"1","0","10","0","100580310","1005803","0","0","2.59","4","0","0"
"0","0","11","vo_ske","100580311","1005803","vo_ske_0302","0","0","2","0","0"
"0","163","12","0","100580312","1005803","0","1.185","0","1","2","421"
"1","0","13","0","100580313","1005803","0","0","1.185","4","0","0"
"0","0","14","0","100580314","1005803","0","0.952","0","1","3","0"
"1","0","15","0","100580315","1005803","0","0","1.747","4","0","0"
"0","0","16","0","100580316","1005803","0","0.961","0","1","3","295"
"1","0","17","0","100580317","1005803","0","0","2.398","4","0","0"
"0","0","18","vo_ske","100580318","1005803","vo_ske_0303","0","0","2","0","0"
"0","0","19","0","100580319","1005803","0","1.401","0","1","4","150"
"1","0","20","0","100580320","1005803","0","0","1.935","4","0","0"
"0","150","21","0","100580321","1005803","0","1.288","0","1","4","356"
"1","0","22","0","100580322","1005803","0","0","2.418","4","0","0"
"0","0","23","vo_ske","100580323","1005803","vo_ske_0304","0","0","2","0","0"
"0","0","24","0","100580324","1005803","0","0.619","0","1","5","0"
"1","0","25","0","100580325","1005803","0","0","1.407","4","0","0"
"0","0","26","0","100580326","1005803","0","2.1","0","1","5","0"
"1","0","27","0","100580327","1005803","0","0","4.561","4","0","0"
"0","0","28","vo_ske","100580328","1005803","vo_ske_0305","0","0","2","0","0"
"0","0","29","0","100580329","1005803","0","2.309","0","1","5","318"
"1","0","30","0","100580330","1005803","0","0","3.378","4","0","0"
"0","0","31","0","100580331","1005803","0","0.664","0","1","6","101"
"1","0","32","0","100580332","1005803","0","0","1.555","4","0","0"
"0","101","33","0","100580333","1005803","0","1.706","0","1","6","366"
"1","0","34","0","100580334","1005803","0","0","4.399","4","0","0"
"0","0","35","vo_ske","100580335","1005803","vo_ske_0306","0","0","2","0","0"
"0","0","36","0","100580336","1005803","0","2.137","0","1","7","209"
"1","0","37","0","100580337","1005803","0","0","3.014","4","0","0"
"0","209","38","0","100580338","1005803","0","0.788","0","1","7","382"
"1","0","39","0","100580339","1005803","0","0","2.288","4","0","0"
"0","0","40","vo_ske","100580340","1005803","vo_ske_0307","0","0","2","0","0"
"0","0","41","0","100580341","1005803","0","2.054","0","1","8","290"
"1","0","42","0","100580342","1005803","0","0","2.931","4","0","0"
"0","290","43","0","100580343","1005803","0","0.801","0","1","8","410"
"1","0","44","0","100580344","1005803","0","0","1.48","4","0","0"
"0","0","45","0","100580345","1005803","0","2.75","0","1","9","347"
"1","0","46","0","100580346","1005803","0","0","5.052","4","0","0"
"0","0","47","vo_ske","100580347","1005803","vo_ske_0308","0","0","2","0","0"
"0","0","48","0","100580348","1005803","0","0.527","0","1","10","60"
"1","0","49","0","100580349","1005803","0","0","1.38","4","0","0"
"0","60","50","0","100580350","1005803","0","1.473","0","1","10","230"
"1","0","51","0","100580351","1005803","0","0","1.759","4","0","0"
"0","230","52","0","100580352","1005803","0","0.68","0","1","10","354"
"1","0","53","0","100580353","1005803","0","0","1.838","4","0","0"
"0","0","54","vo_ske","100580354","1005803","vo_ske_0309","0","0","2","0","0"
"0","0","55","0","100580355","1005803","0","0.477","0","1","11","71"
"1","0","56","0","100580356","1005803","0","0","1.108","4","0","0"
"0","71","57","0","100580357","1005803","0","2.144","0","1","11","323"
"1","0","58","0","100580358","1005803","0","0","3.802","4","0","0"
"0","0","59","vo_ske","100580359","1005803","vo_ske_0310","0","0","2","0","0"
"0","0","60","0","100580360","1005803","0","1.251","0","1","12","93"
"1","0","61","0","100580361","1005803","0","0","2.672","4","0","0"
"0","93","62","0","100580362","1005803","0","0.65","0","1","12","247"
"1","0","63","0","100580363","1005803","0","0","1.349","4","0","0"
"0","247","64","0","100580364","1005803","0","0.589","0","1","12","375"
"1","0","65","0","100580365","1005803","0","0","3.089","4","0","0"
"1","0","1","0","100580401","1005804","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100580402","1005804","vo_ske_0401","0","0","2","0","0"
"0","0","3","0","100580403","1005804","0","1.769","0","1","1","186"
"1","0","4","0","100580404","1005804","0","0","3.723","4","0","0"
"0","0","5","vo_ske","100580405","1005804","vo_ske_0402","0","0","2","0","0"
"0","0","6","0","100580406","1005804","0","0.818","0","1","2","106"
"1","0","7","0","100580407","1005804","0","0","1.553","4","0","0"
"0","106","8","0","100580408","1005804","0","1.87","0","1","2","258"
"1","0","9","0","100580409","1005804","0","0","2.537","4","0","0"
"0","258","10","0","100580410","1005804","0","0.487","0","1","2","410"
"1","0","11","0","100580411","1005804","0","0","0.487","4","0","0"
"0","0","12","0","100580412","1005804","0","0.822","0","1","3","77"
"1","0","13","0","100580413","1005804","0","0","2.459","4","0","0"
"0","77","14","0","100580414","1005804","0","1.696","0","1","3","400"
"1","0","15","0","100580415","1005804","0","0","2.551","4","0","0"
"0","400","16","0","100580416","1005804","0","0.688","0","1","3","400"
"1","0","17","0","100580417","1005804","0","0","1.121","4","0","0"
"0","0","18","0","100580418","1005804","0","1.807","0","1","4","0"
"1","0","19","0","100580419","1005804","0","0","4.87","4","0","0"
"0","0","20","vo_ske","100580420","1005804","vo_ske_0403","0","0","2","0","0"
"0","0","21","0","100580421","1005804","0","0.78","0","1","4","93"
"1","0","22","0","100580422","1005804","0","0","2.288","4","0","0"
"0","93","23","0","100580423","1005804","0","1.497","0","1","4","324"
"1","0","24","0","100580424","1005804","0","0","3.177","4","0","0"
"0","0","25","vo_ske","100580425","1005804","vo_ske_0404","0","0","2","0","0"
"0","0","26","0","100580426","1005804","0","0.729","0","1","5","114"
"1","0","27","0","100580427","1005804","0","0","1.799","4","0","0"
"0","114","28","0","100580428","1005804","0","0.823","0","1","5","192"
"1","0","29","0","100580429","1005804","0","0","1.447","4","0","0"
"0","192","30","0","100580430","1005804","0","0.982","0","1","5","287"
"1","0","31","0","100580431","1005804","0","0","1.587","4","0","0"
"0","287","32","0","100580432","1005804","0","0.639","0","1","5","430"
"1","0","33","0","100580433","1005804","0","0","0.639","4","0","0"
"0","0","34","0","100580434","1005804","0","1.712","0","1","6","0"
"1","0","35","0","100580435","1005804","0","0","3.735","4","0","0"
"0","0","36","vo_ske","100580436","1005804","vo_ske_0405","0","0","2","0","0"
"0","0","37","0","100580437","1005804","0","0.793","0","1","6","201"
"1","0","38","0","100580438","1005804","0","0","2.073","4","0","0"
"0","201","39","0","100580439","1005804","0","0.405","0","1","6","201"
"1","0","40","0","100580440","1005804","0","0","1.081","4","0","0"
"0","201","41","0","100580441","1005804","0","0.962","0","1","6","293"
"1","0","42","0","100580442","1005804","0","0","3.994","4","0","0"
"0","0","43","vo_ske","100580443","1005804","vo_ske_0406","0","0","2","0","0"
"0","0","44","0","100580444","1005804","0","0.869","0","1","7","259"
"1","0","45","0","100580445","1005804","0","0","2.298","4","0","0"
"0","0","46","vo_ske","100580446","1005804","vo_ske_0407","0","0","2","0","0"
"0","259","47","0","100580447","1005804","0","1.07","0","1","7","389"
"1","0","48","0","100580448","1005804","0","0","2.401","4","0","0"
"0","0","49","vo_ske","100580449","1005804","vo_ske_0408","0","0","2","0","0"
"0","0","50","0","100580450","1005804","0","0.939","0","1","8","167"
"1","0","51","0","100580451","1005804","0","0","0.939","4","0","0"
"0","167","52","0","100580452","1005804","0","0.816","0","1","8","167"
"1","0","53","0","100580453","1005804","0","0","2.428","4","0","0"
"0","0","54","vo_ske","100580454","1005804","vo_ske_0409","0","0","2","0","0"
"0","167","55","0","100580455","1005804","0","0.626","0","1","8","211"
"1","0","56","0","100580456","1005804","0","0","1.776","4","0","0"
"0","211","57","0","100580457","1005804","0","1.439","0","1","8","390"
"1","0","58","0","100580458","1005804","0","0","1.439","4","0","0"
"0","0","59","0","100580459","1005804","0","0.447","0","1","9","60"
"1","0","60","0","100580460","1005804","0","0","2.012","4","0","0"
"0","0","61","vo_ske","100580461","1005804","vo_ske_0410","0","0","2","0","0"
"0","60","62","0","100580462","1005804","0","0.504","0","1","9","155"
"1","0","63","0","100580463","1005804","0","0","1.659","4","0","0"
"0","155","64","0","100580464","1005804","0","0.488","0","1","9","335"
"1","0","65","0","100580465","1005804","0","0","3.099","4","0","0"
"0","0","66","vo_ske","100580466","1005804","vo_ske_0411","0","0","2","0","0"
"0","0","67","0","100580467","1005804","0","0.743","0","1","10","93"
"1","0","68","0","100580468","1005804","0","0","1.683","4","0","0"
"0","93","69","0","100580469","1005804","0","2.16","0","1","10","319"
"1","0","70","0","100580470","1005804","0","0","3.689","4","0","0"
"0","0","71","0","100580471","1005804","0","1.846","0","1","11","284"
"1","0","72","0","100580472","1005804","0","0","4.239","4","0","0"
"0","0","73","vo_ske","100580473","1005804","vo_ske_0412","0","0","2","0","0"
"0","0","74","0","100580474","1005804","0","0.584","0","1","12","90"
"1","0","75","0","100580475","1005804","0","0","1.837","4","0","0"
"0","90","76","0","100580476","1005804","0","1.393","0","1","12","330"
"1","0","77","0","100580477","1005804","0","0","3.893","4","0","0"
"1","0","1","0","100580501","1005805","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100580502","1005805","vo_ske_0501","0","0","2","0","0"
"0","0","3","0","100580503","1005805","0","1.013","0","1","1","136"
"1","0","4","0","100580504","1005805","0","0","1.598","4","0","0"
"0","136","5","0","100580505","1005805","0","1.062","0","1","1","399"
"1","0","6","0","100580506","1005805","0","0","2.428","4","0","0"
"0","0","7","vo_ske","100580507","1005805","vo_ske_0502","0","0","2","0","0"
"0","0","8","0","100580508","1005805","0","1.244","0","1","2","137"
"1","0","9","0","100580509","1005805","0","0","1.839","4","0","0"
"0","137","10","0","100580510","1005805","0","1.989","0","1","2","357"
"1","0","11","0","100580511","1005805","0","0","3.898","4","0","0"
"0","0","12","vo_ske","100580512","1005805","vo_ske_0503","0","0","2","0","0"
"0","0","13","0","100580513","1005805","0","1.43","0","1","3","220"
"1","0","14","0","100580514","1005805","0","0","1.915","4","0","0"
"0","220","15","0","100580515","1005805","0","0.906","0","1","3","365"
"1","0","16","0","100580516","1005805","0","0","2.75","4","0","0"
"0","0","17","vo_ske","100580517","1005805","vo_ske_0504","0","0","2","0","0"
"0","0","18","0","100580518","1005805","0","1.11","0","1","4","100"
"1","0","19","0","100580519","1005805","0","0","1.656","4","0","0"
"0","100","20","0","100580520","1005805","0","1.445","0","1","4","320"
"1","0","21","0","100580521","1005805","0","0","1.899","4","0","0"
"0","320","22","0","100580522","1005805","0","0.574","0","1","4","408"
"1","0","23","0","100580523","1005805","0","0","2.491","4","0","0"
"0","0","24","vo_ske","100580524","1005805","vo_ske_0505","0","0","2","0","0"
"0","0","25","0","100580525","1005805","0","1.192","0","1","5","167"
"1","0","26","0","100580526","1005805","0","0","1.943","4","0","0"
"0","167","27","0","100580527","1005805","0","0.864","0","1","5","316"
"1","0","28","0","100580528","1005805","0","0","1.47","4","0","0"
"0","316","29","0","100580529","1005805","0","0.713","0","1","5","376"
"1","0","30","0","100580530","1005805","0","0","3.073","4","0","0"
"0","0","31","vo_ske","100580531","1005805","vo_ske_0506","0","0","2","0","0"
"0","0","32","0","100580532","1005805","0","1.159","0","1","6","139"
"1","0","33","0","100580533","1005805","0","0","1.779","4","0","0"
"0","139","34","0","100580534","1005805","0","1.634","0","1","6","391"
"1","0","35","0","100580535","1005805","0","0","5.206","4","0","0"
"0","0","36","vo_ske","100580536","1005805","vo_ske_0507","0","0","2","0","0"
"0","0","37","0","100580537","1005805","0","1.363","0","1","7","202"
"1","0","38","0","100580538","1005805","0","0","2.334","4","0","0"
"0","202","39","0","100580539","1005805","0","1.128","0","1","7","343"
"1","0","40","0","100580540","1005805","0","0","3.267","4","0","0"
"0","0","41","vo_ske","100580541","1005805","vo_ske_0508","0","0","2","0","0"
"0","0","42","0","100580542","1005805","0","2.341","0","1","8","319"
"1","0","43","0","100580543","1005805","0","0","3.817","4","0","0"
"0","319","44","0","100580544","1005805","0","0.614","0","1","8","413"
"1","0","45","0","100580545","1005805","0","0","1.798","4","0","0"
"0","0","46","0","100580546","1005805","0","1.942","0","1","9","286"
"1","0","47","0","100580547","1005805","0","0","4.447","4","0","0"
"0","0","48","vo_ske","100580548","1005805","vo_ske_0509","0","0","2","0","0"
"0","0","49","0","100580549","1005805","0","0.441","0","1","10","95"
"1","0","50","0","100580550","1005805","0","0","1.691","4","0","0"
"0","95","51","0","100580551","1005805","0","2.177","0","1","10","382"
"1","0","52","0","100580552","1005805","0","0","4.215","4","0","0"
"0","0","53","vo_ske","100580553","1005805","vo_ske_0510","0","0","2","0","0"
"0","0","54","0","100580554","1005805","0","1.116","0","1","11","154"
"1","0","55","0","100580555","1005805","0","0","2.252","4","0","0"
"0","154","56","0","100580556","1005805","0","2.025","0","1","11","380"
"1","0","57","0","100580557","1005805","0","0","4.486","4","0","0"
"0","0","58","vo_ske","100580558","1005805","vo_ske_0511","0","0","2","0","0"
"0","0","59","0","100580559","1005805","0","0.473","0","1","12","93"
"1","0","60","0","100580560","1005805","0","0","1.015","4","0","0"
"0","93","61","0","100580561","1005805","0","0.759","0","1","12","164"
"1","0","62","0","100580562","1005805","0","0","2.172","4","0","0"
"0","0","63","0","100580563","1005805","0","2.606","0","1","13","362"
"1","0","64","0","100580564","1005805","0","0","5.313","4","0","0"
"0","0","65","vo_ske","100580565","1005805","vo_ske_0512","0","0","2","0","0"
"0","0","66","0","100580566","1005805","0","1.072","0","1","14","113"
"1","0","67","0","100580567","1005805","0","0","2.416","4","0","0"
"0","113","68","0","100580568","1005805","0","1.331","0","1","14","362"
"1","0","69","0","100580569","1005805","0","0","3.831","4","0","0"
"1","0","1","0","100590101","1005901","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590102","1005901","vo_ske_0601","0","0","2","0","0"
"0","0","3","0","100590103","1005901","0","1.86","0","1","1","320"
"1","0","4","0","100590104","1005901","0","0","2.5","4","0","0"
"0","320","5","0","100590105","1005901","0","1.2","0","1","1","380"
"1","0","6","0","100590106","1005901","0","0","3.1","4","0","0"
"0","0","7","vo_ske","100590107","1005901","vo_ske_0602","0","0","2","0","0"
"0","0","8","0","100590108","1005901","0","2.2","0","1","2","287"
"1","0","9","0","100590109","1005901","0","0","3.3","4","0","0"
"0","287","10","0","100590110","1005901","0","0.9","0","1","2","410"
"1","0","11","0","100590111","1005901","0","0","1.5","4","0","0"
"0","0","12","0","100590112","1005901","0","1.5","0","1","3","288"
"1","0","13","0","100590113","1005901","0","0","3.7","4","0","0"
"0","0","14","vo_ske","100590114","1005901","vo_ske_0603","0","0","2","0","0"
"0","288","15","0","100590115","1005901","0","1.5","0","1","3","410"
"1","0","16","0","100590116","1005901","0","0","1.5","4","0","0"
"0","0","17","0","100590117","1005901","0","0.3","0","1","4","87"
"1","0","18","0","100590118","1005901","0","0","1.5","4","0","0"
"0","87","19","0","100590119","1005901","0","0.8","0","1","4","246"
"1","0","20","0","100590120","1005901","0","0","1.5","4","0","0"
"0","246","21","0","100590121","1005901","0","1.9","0","1","4","378"
"1","0","22","0","100590122","1005901","0","0","4.5","4","0","0"
"0","0","23","vo_ske","100590123","1005901","vo_ske_0604","0","0","2","0","0"
"0","0","24","0","100590124","1005901","0","2.3","0","1","5","171"
"1","0","25","0","100590125","1005901","0","0","3.3","4","0","0"
"0","171","26","0","100590126","1005901","0","1.1","0","1","5","309"
"1","0","27","0","100590127","1005901","0","0","1.1","4","0","0"
"0","309","28","0","100590128","1005901","0","1.1","0","1","5","410"
"1","0","29","0","100590129","1005901","0","0","3.9","4","0","0"
"0","0","30","vo_ske","100590130","1005901","vo_ske_0605","0","0","2","0","0"
"0","0","31","0","100590131","1005901","0","0.5","0","1","6","52"
"1","0","32","0","100590132","1005901","0","0","1.7","4","0","0"
"0","52","33","0","100590133","1005901","0","1.2","0","1","6","109"
"1","0","34","0","100590134","1005901","0","0","1.9","4","0","0"
"0","109","35","0","100590135","1005901","0","0.9","0","1","6","292"
"1","0","36","0","100590136","1005901","0","0","2.6","4","0","0"
"0","0","37","vo_ske","100590137","1005901","vo_ske_0606","0","0","2","0","0"
"0","0","38","0","100590138","1005901","0","1.6","0","1","7","180"
"1","0","39","0","100590139","1005901","0","0","2","4","0","0"
"0","180","40","0","100590140","1005901","0","1","0","1","7","350"
"1","0","41","0","100590141","1005901","0","0","1","4","0","0"
"0","0","42","0","100590142","1005901","0","1.3","0","1","8","0"
"1","0","43","0","100590143","1005901","0","0","2.2","4","0","0"
"0","0","44","0","100590144","1005901","0","1.4","0","1","8","372"
"1","0","45","0","100590145","1005901","0","0","4","4","0","0"
"0","0","46","vo_ske","100590146","1005901","vo_ske_0607","0","0","2","0","0"
"0","0","47","0","100590147","1005901","0","1.1","0","1","9","130"
"1","0","48","0","100590148","1005901","0","0","1.8","4","0","0"
"0","130","49","0","100590149","1005901","0","1","0","1","9","253"
"1","0","50","0","100590150","1005901","0","0","2.3","4","0","0"
"0","253","51","0","100590151","1005901","0","1.4","0","1","9","400"
