ca55c9eed091ee562053b02cd508f31e5efa42c225a564d282241527e5cb5e71,66c9d81d1a92622c491f0a7f808e1af0008e802ce0ec9914ca44231d5df78c0b,710617797ccc5cc413403ca63390940859caeaf84bf9bf1f20e28cf969f2487c,1c236f9579f532f46748daf10afc34a94885e3fb203129bc9474ef6421294665,4e9df12c6515bf1f668ff50b1a4c8ab66b8bb7c1ebfaa9cc509ef68ff2bd0f24,f185d2fc493d86d82e3eb94020c404f9c0634ca47f83934a99380b1a1942e5c8,2283b5b631ab7b767890304588cbbb1bf2f05eb61f74614dd20c777d4e493da7,f6812abc63372d818a7cb127d5704d0674a8ecfb904baed2682804a03e960a41,5567bb8bf22b0812ffaf0c7f1e59403190cdcc71c14b4e5549daad1e07dbc4c2,50edd8f64cd8c2586d277be833d86eaa20f98442ae5ebd9beae1f975a3217bd8,93c4c39612bd2d98ad95382bf1c5c820b77ebd743080980717460897e28cac42,ffc630ad854bf8bf9f564af094e16ac1090a608b9c9a4b6f36a6b3287f29a569,a7329a813db91984d7c394f9170fc26fa278884f16f2b2ed0d29a5f05b965298,5ab507105e2b9dd75161f611b95b70aba62651c2a055006d520034c752471eed,e3e9820dd133f7de92b8752fea3103afd43a098c2a70140b53f7c79e3244e45a,bc04ae879054961f5b011845640b93dc6c95bd9dc1bc0321bace29ba1b87c364,4fcc2cb8ac7f099281812306b2ff6f763a06ab4becb96d2cedc6f144de0760ca,5008109578c10a25f5b1097ece0d03a5705e1b1c86c14796d46e93a6fc50c9f0,3cdfdbe259427930162c6f7ce1bc98f75ac329180b896b662a81a7d73d3f5bdc,16a75ead3adcc4e7ab762d068a235ac0922c801294f45e984b58d421ce784724,747069f67410a32b43a92ce383f5915a34bb2936dfbf1414306b5fe854e1ea22,f82a126bfb5f326507b26688a58c921917b023a2875776cea28ba26c2cbe45d6,1edb2c45567b2a027e8d8cd74af6ca326cee4e66fb8a2c2ab880f215b252993b,01d4ee9f25e26c9d8270782b05c75ade69e886ecd91d5ce4f41e4687dec672bf,36b886029ef30135f68e5453fd9625828041bd95cb0380807b5ac0405660c437,547f7cab2f61b7d771f95bbe5ddc3a169f6b5e16963da7b01c09e2db43fe4a20,48362fe1e4dc970a211aa53e4b51791acf126b6f23d836b899fe36e9614c772c,33f84e61d18933c8ef2ba9cc23e5ff7d0702f4c7aadb347c3ea0ffbd83742597,076559c9321600f974b2f8ad02b666eb4e359a09b461e3cfbc85df6f881d0406,68c9e60b014f8add7c5c28a9b7474512f36cd4722c687da674ba85df6122ee00,5e6465d7862092d3bce54ad4b0147481e1b7aa3a63e0be86f1e3f235c9e6cbb5,9ed717e4632e40750a752fab1db60a94d7e249b3abc6ca8cc20460943acbad35,538d4e5f7b23b15f8707f459e9212ce402b40d4c24a1749493b1ab6643e78136,4da40679e965ec1d7a7fd2152ebf7e76ff20916fbe7839f07f3a45b38346e83c,1780717f463555241393f22549d7c2adeda81445c733719c98784e6f2ef3b885,0c8aeea2d9e76194624d015207e6f68461156890a75608b65d500a801647171c,fbdc3b22ca2e634eae617d880d282ae663de7f5ec40524f8e6ee5ac622965ebc,e2ff133190825b14e4867551fc2955d74a7af71926b46fe6fb3265f8faa64fc7,13a182bfbff1650d909940eaec2738ea500e5b1a68fbaef8f633962db18a6329,bcf9015124a9900732860bbc6634578e85dad83c112647050ae11803a09d4087
"186","1563","20","13","20","20","20","30","200100","20","0","0","1","0","20","20","0","16","0","0","20","200000006","10","0","20","20","20","0","20","0","20","20","0","20","620010020","10","20","1","20","1"
"206","1784","21","15","21","21","21","30","200100","21","0","0","1","0","21","21","0","18","0","0","21","200000006","10","0","21","21","21","0","21","0","21","21","0","21","620010021","10","21","1","21","1"
"225","2005","22","17","22","22","22","30","200100","22","0","0","1","0","22","22","0","20","0","0","22","200000006","10","0","22","22","22","0","22","0","22","22","0","22","620010022","10","22","1","22","1"
"245","2225","23","18","23","23","23","30","200100","23","0","0","1","0","23","23","0","21","0","0","23","200000006","10","0","23","23","23","0","23","0","23","23","0","23","620010023","10","23","1","23","1"
"264","2446","24","20","24","24","24","30","200100","24","0","0","1","0","24","24","0","23","0","0","24","200000006","10","0","24","24","24","0","24","0","24","24","0","24","620010024","10","24","1","24","1"
"267","2701","25","21","25","25","25","30","200100","25","0","0","1","0","25","25","0","24","0","0","25","200000006","10","0","25","25","25","0","25","0","25","25","0","25","620010025","10","25","1","25","1"
"269","2956","26","21","26","26","26","30","200100","26","0","0","1","0","26","26","0","24","0","0","26","200000006","10","0","26","26","26","0","26","0","26","26","0","26","620010026","10","26","1","26","1"
"289","3211","27","21","27","27","27","30","200100","27","0","0","1","0","27","27","0","24","0","0","27","200000006","10","0","27","27","27","0","27","0","27","27","0","27","620010027","10","27","1","27","1"
"309","3466","28","21","28","28","28","30","200100","28","0","0","1","0","28","28","0","25","0","0","28","200000006","10","0","28","28","28","0","28","0","28","28","0","28","620010028","10","28","1","28","1"
"330","3721","29","22","29","29","29","30","200100","29","0","0","1","0","29","29","0","25","0","0","29","200000006","10","0","29","29","29","0","29","0","29","29","0","29","620010029","10","29","1","29","1"
"350","3976","30","22","30","30","30","30","200100","30","0","0","1","0","30","30","0","25","0","0","30","200000006","10","0","30","30","30","0","30","0","30","30","0","30","620010030","10","30","1","30","1"
"370","4232","31","22","31","31","31","30","200100","31","0","0","1","0","31","31","0","26","0","0","31","200000006","10","0","31","31","31","0","31","0","31","31","0","31","620010031","10","31","1","31","1"
"390","4487","32","22","32","32","32","30","200100","32","0","0","1","0","32","32","0","26","0","0","32","200000006","10","0","32","32","32","0","32","0","32","32","0","32","620010032","10","32","1","32","1"
"410","4742","33","22","33","33","33","30","200100","33","0","0","1","0","33","33","0","26","0","0","33","200000006","10","0","33","33","33","0","33","0","33","33","0","33","620010033","10","33","1","33","1"
"431","4997","34","23","34","34","34","30","200100","34","0","0","1","0","34","34","0","26","0","0","34","200000006","10","0","34","34","34","0","34","0","34","34","0","34","620010034","10","34","1","34","1"
"451","5252","35","23","35","35","35","30","200100","35","0","0","1","0","35","35","0","27","0","0","35","200000006","10","0","35","35","35","0","35","0","35","35","0","35","620010035","10","35","1","35","1"
"471","5507","36","23","36","36","36","30","200100","36","0","0","1","0","36","36","0","27","0","0","36","200000006","10","0","36","36","36","0","36","0","36","36","0","36","620010036","10","36","1","36","1"
"516","5667","37","27","37","37","37","30","200100","37","0","0","1","0","37","37","0","31","0","0","37","200000006","10","0","37","37","37","0","37","0","37","37","0","37","620010037","10","37","1","37","1"
"562","5826","38","31","38","38","38","30","200100","38","0","0","1","0","38","38","0","35","0","0","38","200000006","10","0","38","38","38","0","38","0","38","38","0","38","620010038","10","38","1","38","1"
"607","5986","39","35","39","39","39","30","200100","39","0","0","1","0","39","39","0","39","0","0","39","200000006","10","0","39","39","39","0","39","0","39","39","0","39","620010039","10","39","1","39","1"
"712","7437","40","36","40","40","40","30","200100","40","0","0","1","0","40","40","0","40","0","0","40","200000006","10","0","40","40","40","0","40","0","40","40","0","40","620010040","10","40","1","40","1"
"816","8888","41","36","41","41","41","30","200100","41","0","0","1","0","41","41","0","40","0","0","41","200000006","10","0","41","41","41","0","41","0","41","41","0","41","620010041","10","41","1","41","1"
"913","9321","42","36","42","42","42","30","200100","42","0","0","1","0","42","42","0","41","0","0","42","200000006","10","0","42","42","42","0","42","0","42","42","0","42","620010042","10","42","1","42","1"
"1010","9754","43","36","43","43","43","30","200100","43","0","0","1","0","43","43","0","41","0","0","43","200000006","10","0","43","43","43","0","43","0","43","43","0","43","620010043","10","43","1","43","1"
"1079","10008","44","38","44","44","44","30","200100","44","0","0","1","0","44","44","0","45","0","0","44","200000006","10","0","44","44","44","0","44","0","44","44","0","44","620010044","10","44","1","44","1"
"1148","10263","45","41","45","45","45","30","200100","45","0","0","1","0","45","45","0","49","0","0","45","200000006","10","0","45","45","45","0","45","0","45","45","0","45","620010045","10","45","1","45","1"
"1217","10517","46","43","46","46","46","30","200100","46","0","0","1","0","46","46","0","53","0","0","46","200000006","10","0","46","46","46","0","46","0","46","46","0","46","620010046","10","46","1","46","1"
"1286","10771","47","45","47","47","47","30","200100","47","0","0","1","0","47","47","0","57","0","0","47","200000006","10","0","47","47","47","0","47","0","47","47","0","47","620010047","10","47","1","47","1"
"1355","11026","48","48","48","48","48","30","200100","48","0","0","1","0","48","48","0","61","0","0","48","200000006","10","0","48","48","48","0","48","0","48","48","0","48","620010048","10","48","1","48","1"
"1424","11280","49","50","49","49","49","30","200100","49","0","0","1","0","49","49","0","65","0","0","49","200000006","10","0","49","49","49","0","49","0","49","49","0","49","620010049","10","49","1","49","1"
"1493","11534","50","52","50","50","50","30","200100","50","0","0","1","0","50","50","0","69","0","0","50","200000006","10","0","50","50","50","0","50","0","50","50","0","50","620010050","10","50","1","50","1"
"1562","11789","51","55","51","51","51","30","200100","51","0","0","1","0","51","51","0","73","0","0","51","200000006","10","0","51","51","51","0","51","0","51","51","0","51","620010051","10","51","1","51","1"
"1632","12043","52","57","52","52","52","30","200100","52","0","0","1","0","52","52","0","77","0","0","52","200000006","10","0","52","52","52","0","52","0","52","52","0","52","620010052","10","52","1","52","1"
"1701","12297","53","59","53","53","53","30","200100","53","0","0","1","0","53","53","0","81","0","0","53","200000006","10","0","53","53","53","0","53","0","53","53","0","53","620010053","10","53","1","53","1"
"1770","12552","54","62","54","54","54","30","200100","54","0","0","1","0","54","54","0","85","0","0","54","200000006","10","0","54","54","54","0","54","0","54","54","0","54","620010054","10","54","1","54","1"
"1839","12806","55","64","55","55","55","30","200100","55","0","0","1","0","55","55","0","89","0","0","55","200000006","10","0","55","55","55","0","55","0","55","55","0","55","620010055","10","55","1","55","1"
"1908","13060","56","66","56","56","56","30","200100","56","0","0","1","0","56","56","0","93","0","0","56","200000006","10","0","56","56","56","0","56","0","56","56","0","56","620010056","10","56","1","56","1"
"1977","13315","57","69","57","57","57","30","200100","57","0","0","1","0","57","57","0","97","0","0","57","200000006","10","0","57","57","57","0","57","0","57","57","0","57","620010057","10","57","1","57","1"
"2046","13569","58","71","58","58","58","30","200100","58","0","0","1","0","58","58","0","101","0","0","58","200000006","10","0","58","58","58","0","58","0","58","58","0","58","620010058","10","58","1","58","1"
"2115","13823","59","73","59","59","59","30","200100","59","0","0","1","0","59","59","0","105","0","0","59","200000006","10","0","59","59","59","0","59","0","59","59","0","59","620010059","10","59","1","59","1"
"2184","14078","60","76","60","60","60","30","200100","60","0","0","1","0","60","60","0","109","0","0","60","200000006","10","0","60","60","60","0","60","0","60","60","0","60","620010060","10","60","1","60","1"
"2253","14332","61","78","61","61","61","30","200100","61","0","0","1","0","61","61","0","113","0","0","61","200000006","10","0","61","61","61","0","61","0","61","61","0","61","620010061","10","61","1","61","1"
"2280","15514","62","79","62","62","62","30","200100","62","0","0","1","0","62","62","0","113","0","0","62","200000006","10","0","62","62","62","0","62","0","62","62","0","62","620010062","10","62","1","62","1"
"2306","16696","63","79","63","63","63","30","200100","63","0","0","1","0","63","63","0","114","0","0","63","200000006","10","0","63","63","63","0","63","0","63","63","0","63","620010063","10","63","1","63","1"
"2333","17878","64","80","64","64","64","30","200100","64","0","0","1","0","64","64","0","114","0","0","64","200000006","10","0","64","64","64","0","64","0","64","64","0","64","620010064","10","64","1","64","1"
"2359","19060","65","81","65","65","65","30","200100","65","0","0","1","0","65","65","0","114","0","0","65","200000006","10","0","65","65","65","0","65","0","65","65","0","65","620010065","10","65","1","65","1"
"2386","20242","66","82","66","66","66","30","200100","66","0","0","1","0","66","66","0","115","0","0","66","200000006","10","0","66","66","66","0","66","0","66","66","0","66","620010066","10","66","1","66","1"
"2412","21425","67","82","67","67","67","30","200100","67","0","0","1","0","67","67","0","115","0","0","67","200000006","10","0","67","67","67","0","67","0","67","67","0","67","620010067","10","67","1","67","1"
"2439","22607","68","83","68","68","68","30","200100","68","0","0","1","0","68","68","0","115","0","0","68","200000006","10","0","68","68","68","0","68","0","68","68","0","68","620010068","10","68","1","68","1"
"2466","23789","69","84","69","69","69","30","200100","69","0","0","1","0","69","69","0","116","0","0","69","200000006","10","0","69","69","69","0","69","0","69","69","0","69","620010069","10","69","1","69","1"
"2492","24971","70","85","70","70","70","30","200100","70","0","0","1","0","70","70","0","116","0","0","70","200000006","10","0","70","70","70","0","70","0","70","70","0","70","620010070","10","70","1","70","1"
"2519","26153","71","85","71","71","71","30","200100","71","0","0","1","0","71","71","0","116","0","0","71","200000006","10","0","71","71","71","0","71","0","71","71","0","71","620010071","10","71","1","71","1"
"108","924","1","10","1","1","1","30","200200","1","0","0","1","0","1","1","0","8","0","0","1","200000001","10","0","1","1","1","0","1","0","1","1","0","1","620020001","10","1","1","1","1"
"111","927","2","10","2","2","2","30","200200","2","0","0","1","0","2","2","0","8","0","0","2","200000001","10","0","2","2","2","0","2","0","2","2","0","2","620020002","10","2","1","2","1"
"114","930","3","10","3","3","3","30","200200","3","0","0","1","0","3","3","0","8","0","0","3","200000001","10","0","3","3","3","0","3","0","3","3","0","3","620020003","10","3","1","3","1"
"117","933","4","11","4","4","4","30","200200","4","0","0","1","0","4","4","0","9","0","0","4","200000001","10","0","4","4","4","0","4","0","4","4","0","4","620020004","10","4","1","4","1"
"120","936","5","11","5","5","5","30","200200","5","0","0","1","0","5","5","0","9","0","0","5","200000001","10","0","5","5","5","0","5","0","5","5","0","5","620020005","10","5","1","5","1"
"123","939","6","11","6","6","6","30","200200","6","0","0","1","0","6","6","0","9","0","0","6","200000001","10","0","6","6","6","0","6","0","6","6","0","6","620020006","10","6","1","6","1"
"126","942","7","12","7","7","7","30","200200","7","0","0","1","0","7","7","0","10","0","0","7","200000001","10","0","7","7","7","0","7","0","7","7","0","7","620020007","10","7","1","7","1"
"129","945","8","12","8","8","8","30","200200","8","0","0","1","0","8","8","0","10","0","0","8","200000001","10","0","8","8","8","0","8","0","8","8","0","8","620020008","10","8","1","8","1"
"132","948","9","12","9","9","9","30","200200","9","0","0","1","0","9","9","0","10","0","0","9","200000001","10","0","9","9","9","0","9","0","9","9","0","9","620020009","10","9","1","9","1"
"135","951","10","13","10","10","10","30","200200","10","0","0","1","0","10","10","0","11","0","0","10","200000001","10","0","10","10","10","0","10","0","10","10","0","10","620020010","10","10","1","10","1"
"138","954","11","13","11","11","11","30","200200","11","0","0","1","0","11","11","0","11","0","0","11","200000001","10","0","11","11","11","0","11","0","11","11","0","11","620020011","10","11","1","11","1"
"141","957","12","13","12","12","12","30","200200","12","0","0","1","0","12","12","0","11","0","0","12","200000001","10","0","12","12","12","0","12","0","12","12","0","12","620020012","10","12","1","12","1"
"144","960","13","14","13","13","13","30","200200","13","0","0","1","0","13","13","0","12","0","0","13","200000001","10","0","13","13","13","0","13","0","13","13","0","13","620020013","10","13","1","13","1"
"147","963","14","14","14","14","14","30","200200","14","0","0","1","0","14","14","0","12","0","0","14","200000001","10","0","14","14","14","0","14","0","14","14","0","14","620020014","10","14","1","14","1"
"151","966","15","15","15","15","15","30","200200","15","0","0","1","0","15","15","0","13","0","0","15","200000001","10","0","15","15","15","0","15","0","15","15","0","15","620020015","10","15","1","15","1"
"175","1322","16","15","16","16","16","30","200200","16","0","0","1","0","16","16","0","13","0","0","16","200000001","10","0","16","16","16","0","16","0","16","16","0","16","620020016","10","16","1","16","1"
"199","1678","17","15","17","17","17","30","200200","17","0","0","1","0","17","17","0","13","0","0","17","200000001","10","0","17","17","17","0","17","0","17","17","0","17","620020017","10","17","1","17","1"
"207","1884","18","15","18","18","18","30","200200","18","0","0","1","0","18","18","0","13","0","0","18","200000001","10","0","18","18","18","0","18","0","18","18","0","18","620020018","10","18","1","18","1"
"215","2090","19","16","19","19","19","30","200200","19","0","0","1","0","19","19","0","14","0","0","19","200000001","10","0","19","19","19","0","19","0","19","19","0","19","620020019","10","19","1","19","1"
"223","2296","20","16","20","20","20","30","200200","20","0","0","1","0","20","20","0","14","0","0","20","200000001","10","0","20","20","20","0","20","0","20","20","0","20","620020020","10","20","1","20","1"
"237","2377","21","17","21","21","21","30","200200","21","0","0","1","0","21","21","0","14","0","0","21","200000001","10","0","21","21","21","0","21","0","21","21","0","21","620020021","10","21","1","21","1"
"251","2458","22","17","22","22","22","30","200200","22","0","0","1","0","22","22","0","14","0","0","22","200000001","10","0","22","22","22","0","22","0","22","22","0","22","620020022","10","22","1","22","1"
"251","2658","23","17","23","23","23","30","200200","23","0","0","1","0","23","23","0","14","0","0","23","200000001","10","0","23","23","23","0","23","0","23","23","0","23","620020023","10","23","1","23","1"
"268","2829","24","19","24","24","24","30","200200","24","0","0","1","0","24","24","0","16","0","0","24","200000001","10","0","24","24","24","0","24","0","24","24","0","24","620020024","10","24","1","24","1"
"285","2999","25","21","25","25","25","30","200200","25","0","0","1","0","25","25","0","18","0","0","25","200000001","10","0","25","25","25","0","25","0","25","25","0","25","620020025","10","25","1","25","1"
"302","3170","26","24","26","26","26","30","200200","26","0","0","1","0","26","26","0","19","0","0","26","200000001","10","0","26","26","26","0","26","0","26","26","0","26","620020026","10","26","1","26","1"
"319","3340","27","26","27","27","27","30","200200","27","0","0","1","0","27","27","0","21","0","0","27","200000001","10","0","27","27","27","0","27","0","27","27","0","27","620020027","10","27","1","27","1"
"336","3511","28","28","28","28","28","30","200200","28","0","0","1","0","28","28","0","23","0","0","28","200000001","10","0","28","28","28","0","28","0","28","28","0","28","620020028","10","28","1","28","1"
"380","4632","29","29","29","29","29","30","200200","29","0","0","1","0","29","29","0","23","0","0","29","200000001","10","0","29","29","29","0","29","0","29","29","0","29","620020029","10","29","1","29","1"
"412","4717","30","29","30","30","30","30","200200","30","0","0","1","0","30","30","0","23","0","0","30","200000001","10","0","30","30","30","0","30","0","30","30","0","30","620020030","10","30","1","30","1"
"443","4802","31","28","31","31","31","30","200200","31","0","0","1","0","31","31","0","23","0","0","31","200000001","10","0","31","31","31","0","31","0","31","31","0","31","620020031","10","31","1","31","1"
"432","4887","32","28","32","32","32","30","200200","32","0","0","1","0","32","32","0","23","0","0","32","200000001","10","0","32","32","32","0","32","0","32","32","0","32","620020032","10","32","1","32","1"
"420","4972","33","28","33","33","33","30","200200","33","0","0","1","0","33","33","0","23","0","0","33","200000001","10","0","33","33","33","0","33","0","33","33","0","33","620020033","10","33","1","33","1"
"499","5985","34","28","34","34","34","30","200200","34","0","0","1","0","34","34","0","24","0","0","34","200000001","10","0","34","34","34","0","34","0","34","34","0","34","620020034","10","34","1","34","1"
"525","6241","35","32","35","35","35","30","200200","35","0","0","1","0","35","35","0","27","0","0","35","200000001","10","0","35","35","35","0","35","0","35","35","0","35","620020035","10","35","1","35","1"
"550","6497","36","36","36","36","36","30","200200","36","0","0","1","0","36","36","0","30","0","0","36","200000001","10","0","36","36","36","0","36","0","36","36","0","36","620020036","10","36","1","36","1"
"576","6752","37","39","37","37","37","30","200200","37","0","0","1","0","37","37","0","32","0","0","37","200000001","10","0","37","37","37","0","37","0","37","37","0","37","620020037","10","37","1","37","1"
"601","7008","38","43","38","38","38","30","200200","38","0","0","1","0","38","38","0","35","0","0","38","200000001","10","0","38","38","38","0","38","0","38","38","0","38","620020038","10","38","1","38","1"
"671","7387","39","42","39","39","39","30","200200","39","0","0","1","0","39","39","0","33","0","0","39","200000001","10","0","39","39","39","0","39","0","39","39","0","39","620020039","10","39","1","39","1"
"679","8119","40","44","40","40","40","30","200200","40","0","0","1","0","40","40","0","35","0","0","40","200000001","10","0","40","40","40","0","40","0","40","40","0","40","620020040","10","40","1","40","1"
"729","9635","41","46","41","41","41","30","200200","41","0","0","1","0","41","41","0","37","0","0","41","200000001","10","0","41","41","41","0","41","0","41","41","0","41","620020041","10","41","1","41","1"
"778","11151","42","47","42","42","42","30","200200","42","0","0","1","0","42","42","0","38","0","0","42","200000001","10","0","42","42","42","0","42","0","42","42","0","42","620020042","10","42","1","42","1"
"790","11476","43","47","43","43","43","30","200200","43","0","0","1","0","43","43","0","38","0","0","43","200000001","10","0","43","43","43","0","43","0","43","43","0","43","620020043","10","43","1","43","1"
"802","11802","44","47","44","44","44","30","200200","44","0","0","1","0","44","44","0","39","0","0","44","200000001","10","0","44","44","44","0","44","0","44","44","0","44","620020044","10","44","1","44","1"
"814","12127","45","47","45","45","45","30","200200","45","0","0","1","0","45","45","0","39","0","0","45","200000001","10","0","45","45","45","0","45","0","45","45","0","45","620020045","10","45","1","45","1"
"971","13833","46","48","46","46","46","30","200200","46","0","0","1","0","46","46","0","40","0","0","46","200000001","10","0","46","46","46","0","46","0","46","46","0","46","620020046","10","46","1","46","1"
"1128","15539","47","49","47","47","47","30","200200","47","0","0","1","0","47","47","0","40","0","0","47","200000001","10","0","47","47","47","0","47","0","47","47","0","47","620020047","10","47","1","47","1"
"1284","17245","48","50","48","48","48","30","200200","48","0","0","1","0","48","48","0","41","0","0","48","200000001","10","0","48","48","48","0","48","0","48","48","0","48","620020048","10","48","1","48","1"
"1441","18951","49","51","49","49","49","30","200200","49","0","0","1","0","49","49","0","41","0","0","49","200000001","10","0","49","49","49","0","49","0","49","49","0","49","620020049","10","49","1","49","1"
