c61dee49e6cdef21f45d7e25f53d5301d043d8541523fdf809a564e724254696,21461e3ccbb05080888b5d59e21c55df173f68d38afd6a3faec488ae389f7aa0,bc5577634f03e86b78cb78814980be111c9d01683f41b165d57e9b78df410cb4,3b446e6be7696d4f77c86072bfba43015aad89cf4357f6dbb953cb9ad9f26c79,6347270a77640a3e7ad432822ed3917b6a5be9b32465998a88574ed34fba5cef,627f5409cdebbe38099797591eae3237a0cc66cf34830db8bf47f719fef3805f,02b3d06301cc091aea59195aee166731a30eda3c19fff0c2e38a9391985475c4,ce05c89d79e09c956c4672bbb8305291e0f15e43107305945354a112331b0a1a,c866803fbbb324d6d840eca7441e22ebb62800ed4ca423f9cf3ac351b5addb23,39a185e580d8941d89c5f8afa19c2972ef45c8dfbd09ce2384c8a430c23c6cce,9514a7f31b4684c75d8b8a55c0ff83d82af40c7a6e5310421ff5f6108e55eea9,8c23699b2893ded6b6b3913983cdb0e0d5869e44c3131a8da33372236422699a,a568ceeb98bf8e7f8f595dc52019d0f1f88d31fc240a50508d0d6d1bcad0b1ef,3d54c1dad8939c21b427fdade88355199668af8ebeea06076f51df7a9b762555,749e7d9c2a242b72366783b8e3a8efc9ff637864941646ce3390c9703916f88e,0810252ec903fdc1e3df689a537eb1877bf595d5cb2598486ec828be2ae6244f,ae1ecd7b3320f15f1ec5f638e3ed9a526b73da18b5197c66c3fabe6357ba71bc,3624200b9177d4ebcf9cd792231779e2c699b279abdaa8413981f6e18f1e7840,5d36f0005c30d59e3e12c4ac970745f195aab1edf92cd9ea14b4370d055527f1,deb17b84d758fd7981ea4ff215ce2c8edf5e848e29595d5183b92e899a6cc06f,be221726f78ef3606cee6072fdb5450801ecd003aaac1ed2cfc677af009e8b8a,6d026857d7acc6e352867da49ff8e1be6de0e1d8607ba259d2f2161a61b57325,e8081b50086ab9181b27f00f353253b2ce9e5be73181d662a25e7dd6ca2f55bd,f6c147443513e91cf76f4a1bb4aaa85ec9b610b9cb7b020c25e63456a6319a59,1b9b09e67487ed9267af5d8e4cd57cefceb02ac8e2c0c5d671ce36f5cf04e165,9fc472e5af250852d451e7943e23da81c95caf7d3bdc2b984f356d2aba073946,3e649d8407688bba10b16176b914cee2354c9f7e006625ce5fa1f3df8364b8e6,92e53d021a86625ba77b38db17bed50d6c4737c10048e949959d4b762516c032,7e2838cfadea9986d1b75237712b320202964e275b87f824bbf336a9204155d6,de0dd5c67b666a961bae77b8694e6b23755213dc726527e402b16df1e977d0e7,0a4ffe75867759d1d1af9c2e2e906301f8686bd754077e87138f7121b9813085,05b0a3e98f419fce908c3a8b13bbca8f73676a1173b15fbb1444fc24113db616,2ed75588655546c2287fa964f0a82c3571a1d38853ee08c4becb457c2e68037c,d4a3b16af49942e79d6e408d10ce90de8eeed11d9e9976afe0fe089b9ba83ce2,0f4f9c9a9e2edec6f4ce9c54d708b4f1089b97bb46913899f214e85f4b3ddc99,fb148f0dc6c15774557d8ef0536ac508feeac4cc0bf6109f4454871cac639c00,0abbeea4701b657e16a2488d62d42bc26c7587e5527c4ddb7b46a2efd0339aea,c28beaf1123dcc1b8f735f0cd8c98b6b6267ba55f031217d72bb9ddf570cb2f4,b8a7ed6deb85a2ec6bc4cb74f7f6743c2332944f09fa5056dfb27fd0e4de4a0b,d494387349bb79bcfcba2ccbf891757081b79e8739bcfd7d1ef2a6528e1fbd25,90405276248f652c37ab50772eb6289158b5b90e05ee23931a4f3d2a62f02181
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","13800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100119","0","94002","4","113283","0","2","1","0","8","2","0","20001","0"
"13900","1","0","1","20001","1","1","0","0","140000","1","0","0","5","0","0","100","0","2","0","0","4","0","0","6","0","1","2100120","0","123311","8","91002","0","2","4","1","4","12","50001","94002","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100121","0","94002","4","123341","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100122","0","94002","4","113342","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100123","0","94002","4","123343","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100124","0","94002","4","123371","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100125","0","94002","4","113372","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100126","0","94002","4","113401","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100127","0","94002","4","113431","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100128","0","94002","4","123432","0","2","1","0","8","2","0","20001","0"
"4","30","0","1","50001","0","1","0","0","91002","1","0","0","14800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100129","0","94002","4","123461","0","2","1","0","8","2","0","20001","0"
"14900","1","0","1","20001","1","1","0","0","140000","1","0","0","2","0","0","100","0","2","0","0","2","0","0","6","0","1","2100130","0","31032","8","91002","0","2","4","1","4","12","50001","94002","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100131","0","94002","4","123491","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100132","0","94002","4","113521","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100133","0","94002","4","113522","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100134","0","94002","4","113551","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100135","0","94002","4","113552","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100136","0","94002","4","113553","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100137","0","94002","4","113581","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100138","0","94002","4","123582","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","15800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100139","0","94002","4","113611","0","2","1","0","8","2","0","20001","0"
"15900","1","0","1","20001","1","1","0","0","140000","1","0","0","2","0","0","100","0","2","0","0","2","0","0","6","0","1","2100140","0","31023","8","91002","0","2","5","1","4","12","50001","94002","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100141","0","94002","4","123583","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100142","0","94002","4","123612","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100143","0","94002","4","113614","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100144","0","94002","4","114222","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100145","0","94002","4","124251","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100146","0","94002","4","114252","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100147","0","94002","4","114281","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100148","0","94002","4","124311","0","2","1","0","8","2","0","20001","0"
"5","30","0","1","50001","0","1","0","0","91002","1","0","0","16800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100149","0","94002","4","114341","0","2","1","0","8","2","0","20001","0"
"16900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100150","0","31049","8","91002","0","2","5","1","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100151","0","94002","4","124101","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100152","0","94002","4","114102","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100153","0","94002","4","124131","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100154","0","94002","4","114132","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100155","0","94002","4","124161","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100156","0","94002","4","114162","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100157","0","94002","4","114191","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100158","0","94002","4","124192","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","17800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100159","0","94002","4","114221","0","2","2","0","8","2","0","20001","0"
"17900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100160","0","31053","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100161","0","94002","4","124101","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100162","0","94002","4","114102","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100163","0","94002","4","124131","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100164","0","94002","4","124071","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100165","0","94002","4","114011","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100166","0","94002","4","114072","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100167","0","94002","4","114041","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100168","0","94002","4","124042","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","18800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100169","0","94002","4","114012","0","2","2","0","8","2","0","20001","0"
"18900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100170","0","31011","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100171","0","94002","4","124282","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100172","0","94002","4","114222","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100173","0","94002","4","124312","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100174","0","94002","4","124342","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100175","0","94002","4","114252","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100176","0","94002","4","124372","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100177","0","94002","4","114132","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100178","0","94002","4","124432","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","19800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100179","0","94002","4","124522","0","2","2","0","8","2","0","20001","0"
"19900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100180","0","31036","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100181","0","94002","4","114162","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100182","0","94002","4","124042","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100183","0","94002","4","114102","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100184","0","94002","4","114072","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100185","0","94002","4","124192","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100186","0","94002","4","114012","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100187","0","94002","4","124282","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100188","0","94002","4","114222","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","20800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100189","0","94002","4","124312","0","2","2","0","8","2","0","20001","0"
"20900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100190","0","31044","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100191","0","94002","4","124342","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100192","0","94002","4","114252","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100193","0","94002","4","124372","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100194","0","94002","4","114132","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100195","0","94002","4","124432","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100196","0","94002","4","124522","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100197","0","94002","4","114162","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100198","0","94002","4","124042","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","21800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100199","0","94002","4","114102","0","2","2","0","8","2","0","20001","0"
"21900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100200","0","31023","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100201","0","94002","4","114072","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100202","0","94002","4","124192","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100203","0","94002","4","114012","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100204","0","94002","4","124282","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22400","0","0","5","0","0","0","0","12","0","0","1","0","1","2100205","0","94002","4","114222","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22500","0","0","5","0","0","0","0","12","0","0","1","0","1","2100206","0","94002","4","124312","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22600","0","0","5","0","0","0","0","12","0","0","1","0","1","2100207","0","94002","4","124342","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22700","0","0","5","0","0","0","0","12","0","0","1","0","1","2100208","0","94002","4","114252","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","22800","0","0","5","0","0","0","0","12","0","0","1","0","1","2100209","0","94002","4","124372","0","2","2","0","8","2","0","20001","0"
"22900","1","0","1","20001","1","1","0","0","140000","1","0","0","3","0","0","100","0","2","0","0","2","0","0","6","0","1","2100210","0","31037","8","91002","0","2","8","2","4","12","50001","94002","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","23000","0","0","5","0","0","0","0","12","0","0","1","0","1","2100211","0","94002","4","114132","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","23100","0","0","5","0","0","0","0","12","0","0","1","0","1","2100212","0","94002","4","124432","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","23200","0","0","5","0","0","0","0","12","0","0","1","0","1","2100213","0","94002","4","124522","0","2","2","0","8","2","0","20001","0"
"8","30","0","1","50001","0","1","0","0","91002","1","0","0","23300","0","0","5","0","0","0","0","12","0","0","1","0","1","2100214","0","94002","4","114162","0","2","2","0","8","2","0","20001","0"
