cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"1","71002002","2","22002","10002006"
"30","71002003","8","91002","10002007"
"1","71002003","2","22002","10002008"
"30","71002004","8","91002","10002009"
"1","71002004","2","22002","10002010"
"30","71002005","8","91002","10002011"
"1","71002005","2","22002","10002012"
"30","71002006","8","91002","10002013"
"1","71002006","2","22002","10002014"
"30","71002007","8","91002","10002015"
"1","71002007","2","22002","10002016"
"30","71002008","8","91002","10002017"
"1","71002008","2","22002","10002018"
"30","71002009","8","91002","10002019"
"1","71002009","2","22002","10002020"
"30","71002010","8","91002","10002021"
"1","71002010","2","22002","10002022"
"30","71002011","8","91002","10002023"
"1","71002011","2","22002","10002024"
"30","71002012","8","91002","10002025"
"1","71002012","2","22002","10002026"
"30","71002013","8","91002","10002027"
"1","71002013","2","22002","10002028"
"30","71002014","8","91002","10002029"
"1","71002014","2","22002","10002030"
"30","71002015","8","91002","10002031"
"1","71002015","2","22002","10002032"
"60","71002016","8","91002","10002033"
"2","71002016","2","22002","10002034"
"60","71002017","8","91002","10002035"
"2","71002017","2","22002","10002036"
"60","71002018","8","91002","10002037"
"2","71002018","2","22002","10002038"
"60","71002019","8","91002","10002039"
"2","71002019","2","22002","10002040"
"60","71002020","8","91002","10002041"
"2","71002020","2","22002","10002042"
"50000","71002021","12","94002","10002043"
"100000","71002022","12","94002","10002044"
"150000","71002023","12","94002","10002045"
"200000","71002024","12","94002","10002046"
"2","71002025","2","31004","10002047"
"2","71002026","2","31020","10002048"
"3","71002027","2","31004","10002049"
"3","71002028","2","31020","10002050"
"5","71002029","2","31004","10002051"
"5","71002030","2","31020","10002052"
"5","61003001","2","60022","10003001"
"5","61003002","2","60022","10003002"
"30","71003001","8","91002","10003003"
"1","71003001","2","22002","10003004"
"30","71003002","8","91002","10003005"
"1","71003002","2","22002","10003006"
"30","71003003","8","91002","10003007"
"1","71003003","2","22002","10003008"
"30","71003004","8","91002","10003009"
"1","71003004","2","22002","10003010"
"30","71003005","8","91002","10003011"
"1","71003005","2","22002","10003012"
"30","71003006","8","91002","10003013"
"1","71003006","2","22002","10003014"
"30","71003007","8","91002","10003015"
"1","71003007","2","22002","10003016"
"30","71003008","8","91002","10003017"
"1","71003008","2","22002","10003018"
"30","71003009","8","91002","10003019"
"1","71003009","2","22002","10003020"
"30","71003010","8","91002","10003021"
"1","71003010","2","22002","10003022"
"30","71003011","8","91002","10003023"
"1","71003011","2","22002","10003024"
"30","71003012","8","91002","10003025"
"1","71003012","2","22002","10003026"
"30","71003013","8","91002","10003027"
"1","71003013","2","22002","10003028"
"30","71003014","8","91002","10003029"
"1","71003014","2","22002","10003030"
"30","71003015","8","91002","10003031"
"1","71003015","2","22002","10003032"
"60","71003016","8","91002","10003033"
"2","71003016","2","22002","10003034"
"60","71003017","8","91002","10003035"
"2","71003017","2","22002","10003036"
"60","71003018","8","91002","10003037"
"2","71003018","2","22002","10003038"
"60","71003019","8","91002","10003039"
"2","71003019","2","22002","10003040"
"60","71003020","8","91002","10003041"
"2","71003020","2","22002","10003042"
"50000","71003021","12","94002","10003043"
"100000","71003022","12","94002","10003044"
"150000","71003023","12","94002","10003045"
"200000","71003024","12","94002","10003046"
"2","71003025","2","31017","10003047"
"2","71003026","2","31010","10003048"
"3","71003027","2","31017","10003049"
"3","71003028","2","31010","10003050"
"5","71003029","2","31017","10003051"
"5","71003030","2","31010","10003052"
"5","61004001","2","60032","10004001"
"5","61004002","2","60032","10004002"
"30","71004001","8","91002","10004003"
"1","71004001","2","22002","10004004"
"30","71004002","8","91002","10004005"
"1","71004002","2","22002","10004006"
"30","71004003","8","91002","10004007"
"1","71004003","2","22002","10004008"
"30","71004004","8","91002","10004009"
"1","71004004","2","22002","10004010"
"30","71004005","8","91002","10004011"
"1","71004005","2","22002","10004012"
"30","71004006","8","91002","10004013"
"1","71004006","2","22002","10004014"
"30","71004007","8","91002","10004015"
"1","71004007","2","22002","10004016"
"30","71004008","8","91002","10004017"
"1","71004008","2","22002","10004018"
"30","71004009","8","91002","10004019"
"1","71004009","2","22002","10004020"
"30","71004010","8","91002","10004021"
"1","71004010","2","22002","10004022"
"30","71004011","8","91002","10004023"
"1","71004011","2","22002","10004024"
"30","71004012","8","91002","10004025"
"1","71004012","2","22002","10004026"
"30","71004013","8","91002","10004027"
"1","71004013","2","22002","10004028"
"30","71004014","8","91002","10004029"
"1","71004014","2","22002","10004030"
"30","71004015","8","91002","10004031"
"1","71004015","2","22002","10004032"
"60","71004016","8","91002","10004033"
"2","71004016","2","22002","10004034"
"60","71004017","8","91002","10004035"
"2","71004017","2","22002","10004036"
"60","71004018","8","91002","10004037"
"2","71004018","2","22002","10004038"
"60","71004019","8","91002","10004039"
"2","71004019","2","22002","10004040"
"60","71004020","8","91002","10004041"
"2","71004020","2","22002","10004042"
"50000","71004021","12","94002","10004043"
"100000","71004022","12","94002","10004044"
"150000","71004023","12","94002","10004045"
"200000","71004024","12","94002","10004046"
"50","71004025","8","91002","10004047"
"1","71004026","2","31076","10004048"
"1","71004027","2","31076","10004049"
"2","71004028","2","31076","10004050"
"2","71004029","2","31076","10004051"
"4","71004030","2","31076","10004052"
"10","71004031","2","31076","10004053"
"5","61005001","2","60042","10005001"
"5","61005002","2","60042","10005002"
"30","71005001","8","91002","10005003"
"1","71005001","2","22002","10005004"
"30","71005002","8","91002","10005005"
"1","71005002","2","22002","10005006"
"30","71005003","8","91002","10005007"
"1","71005003","2","22002","10005008"
"30","71005004","8","91002","10005009"
"1","71005004","2","22002","10005010"
"30","71005005","8","91002","10005011"
"1","71005005","2","22002","10005012"
"30","71005006","8","91002","10005013"
"1","71005006","2","22002","10005014"
"30","71005007","8","91002","10005015"
"1","71005007","2","22002","10005016"
"30","71005008","8","91002","10005017"
"1","71005008","2","22002","10005018"
"30","71005009","8","91002","10005019"
"1","71005009","2","22002","10005020"
"30","71005010","8","91002","10005021"
"1","71005010","2","22002","10005022"
"30","71005011","8","91002","10005023"
"1","71005011","2","22002","10005024"
"30","71005012","8","91002","10005025"
"1","71005012","2","22002","10005026"
"30","71005013","8","91002","10005027"
"1","71005013","2","22002","10005028"
"30","71005014","8","91002","10005029"
"1","71005014","2","22002","10005030"
"30","71005015","8","91002","10005031"
"1","71005015","2","22002","10005032"
"60","71005016","8","91002","10005033"
"2","71005016","2","22002","10005034"
"60","71005017","8","91002","10005035"
"2","71005017","2","22002","10005036"
"60","71005018","8","91002","10005037"
"2","71005018","2","22002","10005038"
"60","71005019","8","91002","10005039"
"2","71005019","2","22002","10005040"
"60","71005020","8","91002","10005041"
"2","71005020","2","22002","10005042"
"50000","71005021","12","94002","10005043"
"100000","71005022","12","94002","10005044"
"150000","71005023","12","94002","10005045"
"200000","71005024","12","94002","10005046"
"50","71005025","8","91002","10005047"
"1","71005026","2","31080","10005048"
"1","71005027","2","31080","10005049"
"2","71005028","2","31080","10005050"
"2","71005029","2","31080","10005051"
"4","71005030","2","31080","10005052"
"10","71005031","2","31080","10005053"
"5","61006001","2","60052","10006001"
"5","61006002","2","60052","10006002"
"30","71006001","8","91002","10006003"
"1","71006001","2","22002","10006004"
"30","71006002","8","91002","10006005"
"1","71006002","2","22002","10006006"
"30","71006003","8","91002","10006007"
"1","71006003","2","22002","10006008"
"30","71006004","8","91002","10006009"
"1","71006004","2","22002","10006010"
"30","71006005","8","91002","10006011"
"1","71006005","2","22002","10006012"
"30","71006006","8","91002","10006013"
"1","71006006","2","22002","10006014"
"30","71006007","8","91002","10006015"
"1","71006007","2","22002","10006016"
"30","71006008","8","91002","10006017"
"1","71006008","2","22002","10006018"
"30","71006009","8","91002","10006019"
"1","71006009","2","22002","10006020"
"30","71006010","8","91002","10006021"
"1","71006010","2","22002","10006022"
"30","71006011","8","91002","10006023"
"1","71006011","2","22002","10006024"
"30","71006012","8","91002","10006025"
"1","71006012","2","22002","10006026"
"30","71006013","8","91002","10006027"
"1","71006013","2","22002","10006028"
"30","71006014","8","91002","10006029"
"1","71006014","2","22002","10006030"
"30","71006015","8","91002","10006031"
"1","71006015","2","22002","10006032"
"60","71006016","8","91002","10006033"
"2","71006016","2","22002","10006034"
"60","71006017","8","91002","10006035"
"2","71006017","2","22002","10006036"
"60","71006018","8","91002","10006037"
"2","71006018","2","22002","10006038"
"60","71006019","8","91002","10006039"
"2","71006019","2","22002","10006040"
"60","71006020","8","91002","10006041"
"2","71006020","2","22002","10006042"
"50000","71006021","12","94002","10006043"
"100000","71006022","12","94002","10006044"
"150000","71006023","12","94002","10006045"
"200000","71006024","12","94002","10006046"
"50","71006025","8","91002","10006047"
"1","71006026","2","31047","10006048"
"1","71006027","2","31047","10006049"
"2","71006028","2","31047","10006050"
"2","71006029","2","31047","10006051"
"4","71006030","2","31047","10006052"
"10","71006031","2","31047","10006053"
"5","61007001","2","60062","10007001"
"5","61007002","2","60062","10007002"
"30","71007001","8","91002","10007003"
"1","71007001","2","22002","10007004"
"30","71007002","8","91002","10007005"
"1","71007002","2","22002","10007006"
"30","71007003","8","91002","10007007"
"1","71007003","2","22002","10007008"
"30","71007004","8","91002","10007009"
"1","71007004","2","22002","10007010"
"30","71007005","8","91002","10007011"
"1","71007005","2","22002","10007012"
"30","71007006","8","91002","10007013"
"1","71007006","2","22002","10007014"
"30","71007007","8","91002","10007015"
"1","71007007","2","22002","10007016"
"30","71007008","8","91002","10007017"
"1","71007008","2","22002","10007018"
"30","71007009","8","91002","10007019"
"1","71007009","2","22002","10007020"
"30","71007010","8","91002","10007021"
"1","71007010","2","22002","10007022"
"30","71007011","8","91002","10007023"
"1","71007011","2","22002","10007024"
"30","71007012","8","91002","10007025"
"1","71007012","2","22002","10007026"
"30","71007013","8","91002","10007027"
"1","71007013","2","22002","10007028"
"30","71007014","8","91002","10007029"
"1","71007014","2","22002","10007030"
"30","71007015","8","91002","10007031"
"1","71007015","2","22002","10007032"
"60","71007016","8","91002","10007033"
"2","71007016","2","22002","10007034"
"60","71007017","8","91002","10007035"
"2","71007017","2","22002","10007036"
"60","71007018","8","91002","10007037"
"2","71007018","2","22002","10007038"
"60","71007019","8","91002","10007039"
"2","71007019","2","22002","10007040"
"60","71007020","8","91002","10007041"
"2","71007020","2","22002","10007042"
"50000","71007021","12","94002","10007043"
"100000","71007022","12","94002","10007044"
"150000","71007023","12","94002","10007045"
"200000","71007024","12","94002","10007046"
"50","71007025","8","91002","10007047"
"1","71007026","2","31082","10007048"
"1","71007027","2","31082","10007049"
"2","71007028","2","31082","10007050"
"2","71007029","2","31082","10007051"
"4","71007030","2","31082","10007052"
"1","71007031","1","108201","10007053"
"10","71007032","2","31082","10007054"
"5","61008001","2","60072","10008001"
"5","61008002","2","60072","10008002"
"30","71008001","8","91002","10008003"
"1","71008001","2","22002","10008004"
"30","71008002","8","91002","10008005"
"1","71008002","2","22002","10008006"
"30","71008003","8","91002","10008007"
"1","71008003","2","22002","10008008"
"30","71008004","8","91002","10008009"
"1","71008004","2","22002","10008010"
"30","71008005","8","91002","10008011"
"1","71008005","2","22002","10008012"
"30","71008006","8","91002","10008013"
"1","71008006","2","22002","10008014"
"30","71008007","8","91002","10008015"
"1","71008007","2","22002","10008016"
"30","71008008","8","91002","10008017"
"1","71008008","2","22002","10008018"
"30","71008009","8","91002","10008019"
"1","71008009","2","22002","10008020"
"30","71008010","8","91002","10008021"
"1","71008010","2","22002","10008022"
"30","71008011","8","91002","10008023"
"1","71008011","2","22002","10008024"
"30","71008012","8","91002","10008025"
"1","71008012","2","22002","10008026"
"30","71008013","8","91002","10008027"
"1","71008013","2","22002","10008028"
"30","71008014","8","91002","10008029"
"1","71008014","2","22002","10008030"
"30","71008015","8","91002","10008031"
"1","71008015","2","22002","10008032"
"60","71008016","8","91002","10008033"
"2","71008016","2","22002","10008034"
"60","71008017","8","91002","10008035"
"2","71008017","2","22002","10008036"
"60","71008018","8","91002","10008037"
"2","71008018","2","22002","10008038"
"60","71008019","8","91002","10008039"
"2","71008019","2","22002","10008040"
"60","71008020","8","91002","10008041"
"2","71008020","2","22002","10008042"
"50000","71008021","12","94002","10008043"
"100000","71008022","12","94002","10008044"
"150000","71008023","12","94002","10008045"
"200000","71008024","12","94002","10008046"
"50","71008025","8","91002","10008047"
"1","71008026","2","31009","10008048"
"1","71008027","2","31009","10008049"
"2","71008028","2","31009","10008050"
"2","71008029","2","31009","10008051"
"4","71008030","2","31009","10008052"
"10","71008031","2","31009","10008053"
"5","61009001","2","60082","10009001"
"5","61009002","2","60082","10009002"
"30","71009001","8","91002","10009003"
"1","71009001","2","22002","10009004"
"30","71009002","8","91002","10009005"
"1","71009002","2","22002","10009006"
"30","71009003","8","91002","10009007"
"1","71009003","2","22002","10009008"
"30","71009004","8","91002","10009009"
"1","71009004","2","22002","10009010"
"30","71009005","8","91002","10009011"
"1","71009005","2","22002","10009012"
"30","71009006","8","91002","10009013"
"1","71009006","2","22002","10009014"
"30","71009007","8","91002","10009015"
"1","71009007","2","22002","10009016"
"30","71009008","8","91002","10009017"
"1","71009008","2","22002","10009018"
"30","71009009","8","91002","10009019"
"1","71009009","2","22002","10009020"
"30","71009010","8","91002","10009021"
"1","71009010","2","22002","10009022"
"30","71009011","8","91002","10009023"
"1","71009011","2","22002","10009024"
"30","71009012","8","91002","10009025"
"1","71009012","2","22002","10009026"
"30","71009013","8","91002","10009027"
"1","71009013","2","22002","10009028"
"30","71009014","8","91002","10009029"
"1","71009014","2","22002","10009030"
"30","71009015","8","91002","10009031"
"1","71009015","2","22002","10009032"
"60","71009016","8","91002","10009033"
"2","71009016","2","22002","10009034"
"60","71009017","8","91002","10009035"
"2","71009017","2","22002","10009036"
"60","71009018","8","91002","10009037"
"2","71009018","2","22002","10009038"
"60","71009019","8","91002","10009039"
"2","71009019","2","22002","10009040"
"60","71009020","8","91002","10009041"
"2","71009020","2","22002","10009042"
"50000","71009021","12","94002","10009043"
"100000","71009022","12","94002","10009044"
"150000","71009023","12","94002","10009045"
"200000","71009024","12","94002","10009046"
"50","71009025","8","91002","10009047"
"1","71009026","2","31085","10009048"
"1","71009027","2","31085","10009049"
"2","71009028","2","31085","10009050"
"2","71009029","2","31085","10009051"
"4","71009030","2","31085","10009052"
"1","71009031","1","108501","10009053"
"10","71009032","2","31085","10009054"
"5","61010001","2","60092","10010001"
"5","61010002","2","60092","10010002"
"30","71010001","8","91002","10010003"
"1","71010001","2","22002","10010004"
"30","71010002","8","91002","10010005"
"1","71010002","2","22002","10010006"
"30","71010003","8","91002","10010007"
"1","71010003","2","22002","10010008"
"30","71010004","8","91002","10010009"
"1","71010004","2","22002","10010010"
"30","71010005","8","91002","10010011"
"1","71010005","2","22002","10010012"
"30","71010006","8","91002","10010013"
"1","71010006","2","22002","10010014"
"30","71010007","8","91002","10010015"
"1","71010007","2","22002","10010016"
"30","71010008","8","91002","10010017"
"1","71010008","2","22002","10010018"
"30","71010009","8","91002","10010019"
"1","71010009","2","22002","10010020"
"30","71010010","8","91002","10010021"
"1","71010010","2","22002","10010022"
"30","71010011","8","91002","10010023"
"1","71010011","2","22002","10010024"
"30","71010012","8","91002","10010025"
"1","71010012","2","22002","10010026"
"30","71010013","8","91002","10010027"
"1","71010013","2","22002","10010028"
"30","71010014","8","91002","10010029"
"1","71010014","2","22002","10010030"
"30","71010015","8","91002","10010031"
"1","71010015","2","22002","10010032"
"60","71010016","8","91002","10010033"
"2","71010016","2","22002","10010034"
"60","71010017","8","91002","10010035"
"2","71010017","2","22002","10010036"
"60","71010018","8","91002","10010037"
"2","71010018","2","22002","10010038"
"60","71010019","8","91002","10010039"
"2","71010019","2","22002","10010040"
"60","71010020","8","91002","10010041"
"2","71010020","2","22002","10010042"
"50000","71010021","12","94002","10010043"
"100000","71010022","12","94002","10010044"
"150000","71010023","12","94002","10010045"
"200000","71010024","12","94002","10010046"
"50","71010025","8","91002","10010047"
"1","71010026","2","31089","10010048"
"1","71010027","2","31089","10010049"
"2","71010028","2","31089","10010050"
"2","71010029","2","31089","10010051"
"4","71010030","2","31089","10010052"
"1","71010031","1","108901","10010053"
"10","71010032","2","31089","10010054"
"2","81010001","2","31089","10010055"
"30","81010001","8","91002","10010056"
"100","81010002","2","60092","10010057"
"30000","81010002","12","94002","10010058"
"100","81010003","2","60092","10010059"
"30000","81010003","12","94002","10010060"
"2","81010004","2","31089","10010061"
"30","81010004","8","91002","10010062"
"100","81010005","2","60092","10010063"
"30000","81010005","12","94002","10010064"
"100","81010006","2","60092","10010065"
"30000","81010006","12","94002","10010066"
"2","81010007","2","31089","10010067"
"30","81010007","8","91002","10010068"
"5","61011001","2","60102","10011001"
"5","61011002","2","60102","10011002"
"4","61011003","2","60104","10011003"
"2","61011003","2","60105","10011004"
"30","71011001","8","91002","10011005"
"1","71011001","2","22002","10011006"
"30","71011002","8","91002","10011007"
"1","71011002","2","22002","10011008"
"30","71011003","8","91002","10011009"
"1","71011003","2","22002","10011010"
"30","71011004","8","91002","10011011"
"1","71011004","2","22002","10011012"
"30","71011005","8","91002","10011013"
"1","71011005","2","22002","10011014"
"30","71011006","8","91002","10011015"
"1","71011006","2","22002","10011016"
"30","71011007","8","91002","10011017"
"1","71011007","2","22002","10011018"
"30","71011008","8","91002","10011019"
"1","71011008","2","22002","10011020"
"30","71011009","8","91002","10011021"
"1","71011009","2","22002","10011022"
"30","71011010","8","91002","10011023"
"1","71011010","2","22002","10011024"
"30","71011011","8","91002","10011025"
"1","71011011","2","22002","10011026"
"30","71011012","8","91002","10011027"
"1","71011012","2","22002","10011028"
"30","71011013","8","91002","10011029"
"1","71011013","2","22002","10011030"
"30","71011014","8","91002","10011031"
"1","71011014","2","22002","10011032"
"30","71011015","8","91002","10011033"
"1","71011015","2","22002","10011034"
"60","71011016","8","91002","10011035"
"2","71011016","2","22002","10011036"
"60","71011017","8","91002","10011037"
"2","71011017","2","22002","10011038"
"60","71011018","8","91002","10011039"
"2","71011018","2","22002","10011040"
"60","71011019","8","91002","10011041"
"2","71011019","2","22002","10011042"
"60","71011020","8","91002","10011043"
"2","71011020","2","22002","10011044"
"50000","71011021","12","94002","10011045"
"100000","71011022","12","94002","10011046"
"150000","71011023","12","94002","10011047"
"200000","71011024","12","94002","10011048"
"50","71011025","8","91002","10011049"
"1","71011026","2","31090","10011050"
"1","71011027","2","31090","10011051"
"2","71011028","2","31090","10011052"
"2","71011029","2","31090","10011053"
"4","71011030","2","31090","10011054"
"1","71011031","1","109001","10011055"
"10","71011032","2","31090","10011056"
"2","81011001","2","31090","10011057"
"30","81011001","8","91002","10011058"
"100","81011002","2","60102","10011059"
"30000","81011002","12","94002","10011060"
"100","81011003","2","60102","10011061"
"30000","81011003","12","94002","10011062"
"2","81011004","2","31090","10011063"
"30","81011004","8","91002","10011064"
"100","81011005","2","60102","10011065"
"30000","81011005","12","94002","10011066"
"100","81011006","2","60102","10011067"
"30000","81011006","12","94002","10011068"
"2","81011007","2","31090","10011069"
"30","81011007","8","91002","10011070"
"5","61012001","2","60112","10012001"
"5","61012002","2","60112","10012002"
"30","71012001","8","91002","10012003"
"1","71012001","2","22002","10012004"
"30","71012002","8","91002","10012005"
"1","71012002","2","22002","10012006"
"30","71012003","8","91002","10012007"
"1","71012003","2","22002","10012008"
"30","71012004","8","91002","10012009"
"1","71012004","2","22002","10012010"
"30","71012005","8","91002","10012011"
"1","71012005","2","22002","10012012"
"30","71012006","8","91002","10012013"
"1","71012006","2","22002","10012014"
"30","71012007","8","91002","10012015"
"1","71012007","2","22002","10012016"
"30","71012008","8","91002","10012017"
"1","71012008","2","22002","10012018"
"30","71012009","8","91002","10012019"
"1","71012009","2","22002","10012020"
"30","71012010","8","91002","10012021"
"1","71012010","2","22002","10012022"
"30","71012011","8","91002","10012023"
"1","71012011","2","22002","10012024"
"30","71012012","8","91002","10012025"
"1","71012012","2","22002","10012026"
"30","71012013","8","91002","10012027"
"1","71012013","2","22002","10012028"
"30","71012014","8","91002","10012029"
"1","71012014","2","22002","10012030"
"30","71012015","8","91002","10012031"
"1","71012015","2","22002","10012032"
"60","71012016","8","91002","10012033"
"2","71012016","2","22002","10012034"
"60","71012017","8","91002","10012035"
"2","71012017","2","22002","10012036"
"60","71012018","8","91002","10012037"
"2","71012018","2","22002","10012038"
"60","71012019","8","91002","10012039"
"2","71012019","2","22002","10012040"
"60","71012020","8","91002","10012041"
"2","71012020","2","22002","10012042"
"50000","71012021","12","94002","10012043"
"100000","71012022","12","94002","10012044"
"150000","71012023","12","94002","10012045"
"200000","71012024","12","94002","10012046"
"50","71012025","8","91002","10012047"
"1","71012026","2","31043","10012048"
"1","71012027","2","31043","10012049"
"2","71012028","2","31043","10012050"
"2","71012029","2","31043","10012051"
"4","71012030","2","31043","10012052"
"10","71012031","2","31043","10012053"
"2","81012001","2","31043","10012054"
"30","81012001","8","91002","10012055"
"100","81012002","2","60112","10012056"
"30000","81012002","12","94002","10012057"
"100","81012003","2","60112","10012058"
"30000","81012003","12","94002","10012059"
"2","81012004","2","31043","10012060"
"30","81012004","8","91002","10012061"
"100","81012005","2","60112","10012062"
"30000","81012005","12","94002","10012063"
"100","81012006","2","60112","10012064"
"30000","81012006","12","94002","10012065"
"2","81012007","2","31043","10012066"
"30","81012007","8","91002","10012067"
"5","61013001","2","60122","10012068"
"5","61013002","2","60122","10012069"
"30","71013001","8","91002","10013001"
"1","71013001","2","22002","10013002"
"30","71013002","8","91002","10013003"
"1","71013002","2","22002","10013004"
"30","71013003","8","91002","10013005"
"1","71013003","2","22002","10013006"
"30","71013004","8","91002","10013007"
"1","71013004","2","22002","10013008"
"30","71013005","8","91002","10013009"
"1","71013005","2","22002","10013010"
"30","71013006","8","91002","10013011"
"1","71013006","2","22002","10013012"
"30","71013007","8","91002","10013013"
"1","71013007","2","22002","10013014"
"30","71013008","8","91002","10013015"
"1","71013008","2","22002","10013016"
"30","71013009","8","91002","10013017"
"1","71013009","2","22002","10013018"
"30","71013010","8","91002","10013019"
"1","71013010","2","22002","10013020"
"30","71013011","8","91002","10013021"
"1","71013011","2","22002","10013022"
"30","71013012","8","91002","10013023"
"1","71013012","2","22002","10013024"
"30","71013013","8","91002","10013025"
"1","71013013","2","22002","10013026"
"30","71013014","8","91002","10013027"
"1","71013014","2","22002","10013028"
"30","71013015","8","91002","10013029"
"1","71013015","2","22002","10013030"
"60","71013016","8","91002","10013031"
"2","71013016","2","22002","10013032"
"60","71013017","8","91002","10013033"
"2","71013017","2","22002","10013034"
"60","71013018","8","91002","10013035"
"2","71013018","2","22002","10013036"
"60","71013019","8","91002","10013037"
"2","71013019","2","22002","10013038"
"60","71013020","8","91002","10013039"
"2","71013020","2","22002","10013040"
"50000","71013021","12","94002","10013041"
"100000","71013022","12","94002","10013042"
"150000","71013023","12","94002","10013043"
"200000","71013024","12","94002","10013044"
"50","71013025","8","91002","10013045"
"1","71013026","2","31093","10013046"
"1","71013027","2","31093","10013047"
"2","71013028","2","31093","10013048"
"2","71013029","2","31093","10013049"
"4","71013030","2","31093","10013050"
"1","71013031","1","109301","10013051"
"10","71013032","2","31093","10013052"
"2","81013001","2","31093","10013053"
"30","81013001","8","91002","10013054"
"100","81013002","2","60122","10013055"
"30000","81013002","12","94002","10013056"
"100","81013003","2","60122","10013057"
"30000","81013003","12","94002","10013058"
"2","81013004","2","31093","10013059"
"30","81013004","8","91002","10013060"
"100","81013005","2","60122","10013061"
"30000","81013005","12","94002","10013062"
"100","81013006","2","60122","10013063"
"30000","81013006","12","94002","10013064"
"2","81013007","2","31093","10013065"
"30","81013007","8","91002","10013066"
"5","61014001","2","60132","10014001"
"5","61014002","2","60132","10014002"
"30","71014001","8","91002","10014003"
"1","71014001","2","22002","10014004"
"30","71014002","8","91002","10014005"
"1","71014002","2","22002","10014006"
"30","71014003","8","91002","10014007"
"1","71014003","2","22002","10014008"
"30","71014004","8","91002","10014009"
"1","71014004","2","22002","10014010"
"30","71014005","8","91002","10014011"
"1","71014005","2","22002","10014012"
"30","71014006","8","91002","10014013"
"1","71014006","2","22002","10014014"
"30","71014007","8","91002","10014015"
"1","71014007","2","22002","10014016"
"30","71014008","8","91002","10014017"
"1","71014008","2","22002","10014018"
"30","71014009","8","91002","10014019"
"1","71014009","2","22002","10014020"
"30","71014010","8","91002","10014021"
"1","71014010","2","22002","10014022"
"30","71014011","8","91002","10014023"
"1","71014011","2","22002","10014024"
"30","71014012","8","91002","10014025"
"1","71014012","2","22002","10014026"
"30","71014013","8","91002","10014027"
"1","71014013","2","22002","10014028"
"30","71014014","8","91002","10014029"
"1","71014014","2","22002","10014030"
"30","71014015","8","91002","10014031"
"1","71014015","2","22002","10014032"
"60","71014016","8","91002","10014033"
"2","71014016","2","22002","10014034"
"60","71014017","8","91002","10014035"
"2","71014017","2","22002","10014036"
"60","71014018","8","91002","10014037"
"2","71014018","2","22002","10014038"
"60","71014019","8","91002","10014039"
"2","71014019","2","22002","10014040"
"60","71014020","8","91002","10014041"
"2","71014020","2","22002","10014042"
"50000","71014021","12","94002","10014043"
"100000","71014022","12","94002","10014044"
