e78d782026c73a3e1fb70e3ce1cba10a78547cceaeff8b3917577c1195d93c3c,8d00b2c8dcfaa5673cea11734990be0fe7899531bfeb1054cf2a278b48443de0,7b1f13676821e74bdd81c6e0f7b883a5a104549d35cdf5dddf94833a79fefccd,c0df1cae7363a9ba928c8d741c246753fb91c86bf80a3ee9acac7fca6f6aa355,7e0d4beb56731205d5a80566e019aae3b2b2eb7e73a6c7b0b5e32c5b1ab6100f,2343d8f56a593b9ef1030fd8cf666bccc8ecb0486e87e66dd1bef7adf61527a2,14faae0e85274f27fc33e7a8b036b64c9df60492487af83918ec05e60f1821aa,95a21358155e36920f5c755d229b03c776a71ac0464a90da427a4cbdb055e5be,df821b338adc277477d4ca46083399b1ab5b7ae2a7b973e768244778d88c818b,06e517dd9aba5f200a40600a626545790913692be8173ea3125b6a6e9f7c4c34,85a269b2dbf8bf933df98dcc4954ce5717567522e55ba8d84b601c04d5c37c22,5b2410d6dc0c03373686ca56b63f571e0308e97261eb9718ca01d6f627176a26,552cea1fd49e015647c10f0aa0047769a8397431e4a1b9c95e764c24b283582a,21a9d312d3180603845a66e7d24de3424c945952576db3e40f30ae3c40e58198,47b3e061cb3ecd698b069ad2fc50435922ce8f8a7ab90505e3543f74cf8496af,04332d5452bfda15d822cc1bcdb8ee605bfaf2ef643c8d14e6d3190c09496690,49e6b3a634a6e352b6463cff9ad87890b4928e65e160d25158d6e9ca760f4941,22899be9ab7cada33635c7d6dedb7c5e16aae52003f9d4192dc78825cdc46360,398beae5ef7216c783ca77a60a921a2888891a31fc54aed774806a53301dce5e,a6144c760b639d5bc125ae2d265e10064fc6148fc3e233f589871d6dd5336290,691f71195f5620489bf8f207c47c51f7150ecf250d5bb162ba837969ba914f4d,050289b93fc3beb87eb99ca6f2721e98feb250475c77e9fe55ae05242dfda9a9,f60e4b3c282e5b9922e8b180ef6b8cd677d2d0154cb27e4ef9b6d83fa85ddce8,83c80abb0269d79e3bf70f8dd5c131966310c120ac495ceff315edcf39eba3d1,b7fdbced97978747c7dbb0d48b54b91b97ba83b9b56defa00a6cde8ca771a61e,7c22829914052ea55dfa7a6f1cd51a7b3377fcdb79916e8523fb62808db3819f,9f0e49bcc2eca34bb183fe52590c25fe005990693b157f90b00e81574087a595,aceb0efaf87c566ef5ac58766357860496270cb04b193f05d50dbb0ea2703d52,cc9d0d1b819e64caecc64e5f308f3214fee0a94866c13d50575f601582f2c44c,c9611418b5adc074442913b5d6c485ccf872158e6aa11b2b694dfc9ebe83d52c,f8c05497c71fa28aa41f79de44214e6a5da53293e0dccdc6e12c4476784966de,21b1233ea05810e7cf8c1b837abbef33cfa5c5d148cf3f01a4c287a60e0c58b9,e7c89e06df7d2e7564350881597ab9a6c980e3b53616f5f46462da80a5fa513d,efd0f332da641b488736f4d7d83201d8acf776ba7598a37752d7a8d1ade478ab
"0","0","0","0","1123","1235","1807","1033","0","1128","0","0","1033","0","1026","0","1192","1254","0","0","伊麗莎白牧場","1038","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","0","0","1158","0","0","1052","0","1127","11","0"
"0","0","0","0","1080","1809","1168","1032","0","1146","0","0","1032","0","1046","0","1169","1222","1267","0","墨丘利財團","1034","1268","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","0","0","1144","0","0","1048","1251","1079","12","0"
"0","0","1299","1276","1009","1175","1133","1056","0","1132","0","0","1056","0","1013","0","1170","1208","1237","0","暮光流星群","1027","1247","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","0","0","1131","0","0","1051","1219","1090","13","0"
"0","0","0","0","1100","1329","1214","1018","0","1179","0","0","1018","0","1083","0","1273","0","0","0","月光學院","1016","0","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","0","0","1190","0","0","1050","0","1101","14","0"
"0","0","1332","1270","1055","1178","1142","1053","0","1096","0","1371","1053","0","1045","0","1176","1191","1252","0","純白之翼 蘭德索爾分部","1030","1263","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","0","0","1130","0","0","1008","1215","1095","15","0"
"0","0","0","0","1162","0","1295","1110","0","1293","0","0","1110","0","1163","0","0","0","0","0","聖德蕾莎女子學院（好朋友社）","1109","0","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","0","0","1294","0","0","1108","0","1164","16","0"
"0","0","0","0","1166","0","1283","1067","0","1245","0","0","1067","0","1165","0","1318","0","0","0","龍族巢穴","1066","0","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","0","0","1249","0","0","1065","0","1216","17","0"
"0","0","0","0","0","0","0","1180","0","0","0","0","1180","0","0","0","0","0","0","0","里士滿工商會","0","0","","0","0","0","0","0","1280","0","0","18","0"
"0","0","0","0","1312","0","0","1923","0","1343","0","0","1181","0","1311","0","0","0","0","0","憤怒‧軍團","1269","0","","0","0","0","0","0","1233","0","1182","19","0"
"0","0","0","0","1352","0","0","1258","0","0","0","0","1258","0","1316","0","0","0","0","0","幻變少女","1261","0","","0","0","0","0","0","1260","0","1353","20","0"
"0","0","0","0","0","0","0","1300","0","0","0","0","1302","0","0","0","0","0","0","0","蠻賊三姊妹","1301","0","","0","0","0","0","0","1300","0","0","21","0"
"0","0","0","0","0","0","0","1323","0","0","0","0","1323","0","0","0","0","0","0","0","阿爾克絲鍊金堂","1324","0","為了完成禁忌祕藥而奮鬥的鍊金術公會。是由妄想爆發的天才鍊金術師露易絲瑪莉，喜愛鍬形蟲的美女劍士彩羽，怠惰的小孩子店長苑所組成的三人組。","0","0","0","0","0","1325","0","0","22","0"
"0","0","0","0","0","0","0","1124","0","0","0","0","1124","0","0","0","0","0","0","0","new generations","1125","0","","0","0","0","0","0","1126","0","0","100","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","森林守衛、牧場（伊麗莎白牧場）","0","0","","0","0","0","0","0","0","0","0","500","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","墨丘利財團、咲戀育幼院","0","0","","0","0","0","0","0","0","0","0","501","0"
