c1ea739bc01be5ab446da25ac10a37a18e3497cb0a503b4f79ed8b0b9bd61959,e7c3680de9f476112930a9743351e7db5e5559728a823ffc25c2bd5debc0fe25,727d9b301ac15fbba42c2ca32293c5b2d2c93fded4c3200f06f6d46d0b832429,fe912d449a983ee537ae7cad1600e79447f47d358e9013bc26f090294089bdd5,0ca75d6ec93109e2cd2004a5f51a3dadeaf682f14bb04f4966c8b966436fceab,5e3ebc668b552ee49f3c9945537fb7fad4f895986c77ab073d9dc05315babdbd
"2025/09/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10204501","101301","10204009"
"2025/09/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10204501","101301","10204010"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10204501","105101","10204011"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10204501","105101","10204012"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10204501","105601","10204013"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10204501","105601","10204014"
"2025/10/11 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10205501","134901","10205001"
"2025/10/11 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10205501","134901","10205002"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10205501","105401","10205003"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10205501","105401","10205004"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10205501","113901","10205005"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10205501","113901","10205006"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10205501","117401","10205007"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10205501","117401","10205008"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10205501","134801","10205009"
"2025/10/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10205501","134801","10205010"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10205501","106501","10205011"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10205501","106501","10205012"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10205501","104501","10205013"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10205501","104501","10205014"
"2025/10/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10205501","129701","10205015"
"2025/10/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10205501","129701","10205016"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10206501","129001","10206001"
"2025/11/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10206501","129001","10206002"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10206501","106401","10206003"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10206501","106401","10206004"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10206501","126101","10206005"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10206501","126101","10206006"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10206501","135001","10206007"
"2025/11/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10206501","135001","10206008"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10206501","120701","10206009"
"2025/11/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10206501","120701","10206010"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10206501","181201","10206011"
"2025/11/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10206501","181201","10206012"
"2025/11/11 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10206501","135101","10206013"
"2025/11/11 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10206501","135101","10206014"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10207501","129601","10207001"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10207501","129601","10207002"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10207501","126001","10207003"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10207501","126001","10207004"
"2025/12/11 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10207501","135401","10207005"
"2025/12/11 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10207501","135401","10207006"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10207501","135301","10207007"
"2025/12/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10207501","135301","10207008"
"2025/12/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10207501","106001","10207009"
"2025/12/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10207501","106001","10207010"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10207501","103001","10207011"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10207501","103001","10207012"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10207501","129701","10207013"
"2025/12/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10207501","129701","10207014"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10207501","125801","10207015"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10207501","125801","10207016"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10207501","107801","10207017"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10207501","107801","10207018"
"2025/12/16 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10207501","137101","10207019"
"2025/12/16 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10207501","137101","10207020"
"2025/12/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10207501","131601","10207021"
"2025/12/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10207501","131601","10207022"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","135501","10208001"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","135501","10208002"
"2026/01/09 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","135601","10208003"
"2026/01/09 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","135601","10208004"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","100101","10208005"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","100101","10208006"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","100301","10208007"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","100301","10208008"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10208501","108701","10208009"
"2026/01/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10208501","108701","10208010"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10208501","180101","10208011"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10208501","180101","10208012"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10208501","122401","10208013"
"2026/01/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10208501","122401","10208014"
"2026/01/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10208501","128701","10208015"
"2026/01/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10208501","128701","10208016"
"2026/01/17 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","3010","10208501","135701","10208017"
"2026/01/17 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","3010","10208501","135701","10208018"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10208501","108901","10208019"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10208501","108901","10208020"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10208501","114001","10208021"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10208501","114001","10208022"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","180301","10208023"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","180301","10208024"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10208501","122501","10208025"
"2026/01/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10208501","122501","10208026"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10208501","128801","10208027"
"2026/01/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10208501","128801","10208028"
"2026/02/10 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10209501","135901","10209001"
"2026/02/10 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10209501","135901","10209002"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10209501","135801","10209003"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10209501","135801","10209004"
"2026/02/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10209501","133101","10209005"
"2026/02/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10209501","133101","10209006"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10209501","133001","10209007"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10209501","133001","10209008"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10209501","100701","10209009"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10209501","100701","10209010"
"2026/02/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10209501","108201","10209011"
"2026/02/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10209501","108201","10209012"
"2026/02/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10209501","119901","10209013"
"2026/02/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10209501","119901","10209014"
"2026/03/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10210501","136001","10210001"
"2026/03/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10210501","136001","10210002"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10210501","101401","10210003"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10210501","101401","10210004"
"2026/03/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","3011","10210501","112201","10210007"
"2026/03/01 16:00:00","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","3011","10210501","112201","10210008"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10210501","115701","10210009"
"2026/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10210501","115701","10210010"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10210501","128501","10210011"
"2026/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10210501","128501","10210012"
"2026/03/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10210501","137401","10210013"
"2026/03/04 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10210501","137401","10210014"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10210501","134901","10210015"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10210501","134901","10210016"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","3010","10210501","129701","10210017"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","3010","10210501","129701","10210018"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10210501","134701","10210019"
"2026/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10210501","134701","10210020"
"2026/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10210501","134801","10210021"
"2026/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10210501","134801","10210022"
